Gene stable ID	Oryza glaberrima gene stable ID	% identity	Oryza glaberrima % identity	Orthology confidence [0 low, 1 high]
OS03G0665800	ORGLA03G0264800	100	100	1
OS03G0665950	ORGLA03G0265000	99	99	1
OS03G0666100	ORGLA03G0265100	96	99	1
OS03G0666200	ORGLA03G0265200	100	100	1
OS03G0666300	ORGLA03G0265300	46	53	0
OS03G0666600	ORGLA03G0265400	99	99	1
OS03G0666600	ORGLA06G0011600	99	99	1
OS03G0666700	ORGLA03G0265500	100	100	1
OS03G0666850	ORGLA03G0265700	60	66	1
OS03G0666850	ORGLA04G0048100	60	66	1
OS03G0666850	ORGLA06G0011900	60	66	1
OS03G0667100	ORGLA03G0265900	94	95	1
OS03G0667100	ORGLA06G0012100	94	95	1
OS03G0667300	ORGLA03G0266000	99	98	1
OS03G0667400	ORGLA03G0266100	100	49	1
OS03G0667400	ORGLA06G0012300	100	49	1
OS03G0667500	ORGLA03G0266200	99	99	0
OS03G0667500	ORGLA06G0012400	99	99	0
OS03G0667700	ORGLA03G0266300	99	99	1
OS03G0667700	ORGLA06G0012500	99	99	1
OS03G0667800	ORGLA03G0266500	99	94	1
OS03G0667800	ORGLA06G0012700	99	92	1
OS03G0668000	ORGLA03G0266700	99	98	1
OS03G0668000	ORGLA06G0012900	99	98	1
OS03G0668400	ORGLA03G0267100	66	94	0
OS03G0668400	ORGLA06G0013300	66	94	0
OS03G0668900	ORGLA03G0267300	81	81	1
OS03G0668900	ORGLA06G0013600	100	100	1
OS03G0669000	ORGLA03G0267400	100	100	1
OS03G0669100	ORGLA03G0267500	85	73	1
OS03G0669200	ORGLA03G0267600	99	99	1
OS03G0669300	ORGLA03G0267700	99	99	1
OS03G0669600	ORGLA03G0267800	100	100	1
OS03G0669800	ORGLA03G0268000	97	79	0
OS03G0669900	ORGLA03G0268100	70	71	0
OS03G0670000	ORGLA03G0268200	99	99	1
OS03G0670100	ORGLA03G0268300	100	100	1
OS03G0670200	ORGLA03G0268400	100	100	1
OS03G0671000	ORGLA03G0268800	33	30	1
OS03G0671800	ORGLA03G0269200	94	94	1
OS03G0672300	ORGLA03G0269500	100	100	1
OS03G0672400	ORGLA03G0269600	88	99	1
OS03G0672500	ORGLA03G0269700	57	76	0
OS03G0672700	ORGLA03G0269900	100	21	1
OS03G0672900	ORGLA03G0270000	99	99	1
OS03G0673000	ORGLA03G0270100	100	50	0
OS03G0673000	ORGLA03G0270200	0	0	0
OS03G0673000	ORGLA03G0270500	77	39	0
OS03G0673000	ORGLA03G0270600	0	0	0
OS03G0673400	ORGLA03G0270400	100	100	1
OS03G0673800	ORGLA03G0270800	100	47	0
OS03G0674300	ORGLA03G0270900	97	44	0
OS03G0674700	ORGLA03G0271000	100	100	1
OS03G0675300	ORGLA03G0271400	88	58	0
OS03G0675500	ORGLA03G0271500	63	63	1
OS03G0675600	ORGLA03G0271700	57	81	0
OS03G0675700	ORGLA03G0271800	100	45	1
OS03G0676100	ORGLA03G0272100	66	94	1
OS03G0676300	ORGLA03G0272200	100	100	1
OS03G0676400	ORGLA03G0272300	99	99	1
OS03G0677101	ORGLA03G0272700	59	18	0
OS03G0678400	ORGLA03G0273100	100	100	1
OS03G0678800	ORGLA03G0273300	100	100	1
OS03G0679700	ORGLA12G0076700	20	93	0
OS03G0680400	ORGLA03G0273400	78	87	0
OS03G0680600	ORGLA03G0273700	86	76	1
OS03G0680700	ORGLA03G0273800	99	97	1
OS03G0680800	ORGLA03G0273900	97	97	1
OS03G0681201	ORGLA03G0274100	89	3	1
OS03G0681300	ORGLA03G0274100	100	3	1
OS03G0681400	ORGLA03G0274200	100	100	1
OS03G0681700	ORGLA03G0274300	100	100	1
OS03G0681800	ORGLA03G0274400	84	100	1
OS03G0681900	ORGLA03G0274500	100	100	0
OS03G0682100	ORGLA03G0274600	93	88	0
OS03G0682200	ORGLA03G0274700	99	49	1
OS03G0682600	ORGLA03G0274800	60	43	0
OS03G0682666	ORGLA02G0134200	90	97	1
OS03G0683300	ORGLA01G0400500	89	90	0
OS03G0683300	ORGLA03G0275000	89	90	0
OS03G0683500	ORGLA01G0400700	100	73	1
OS03G0683700	ORGLA01G0400900	65	16	1
OS03G0683700	ORGLA03G0275300	96	23	1
OS03G0683800	ORGLA01G0401000	100	100	1
OS03G0683800	ORGLA03G0275400	100	100	1
OS03G0683866	ORGLA03G0275500	71	99	1
OS03G0684000	ORGLA01G0401200	99	99	1
OS03G0684100	ORGLA01G0401300	100	99	1
OS03G0684100	ORGLA03G0275600	100	99	1
OS03G0684300	ORGLA01G0401400	100	100	1
OS03G0684300	ORGLA03G0275700	100	100	1
OS03G0684400	ORGLA03G0275800	72	78	1
OS03G0684500	ORGLA01G0401600	99	99	1
OS03G0684500	ORGLA03G0275900	88	99	1
OS03G0684700	ORGLA01G0401700	99	99	1
OS03G0684700	ORGLA03G0276000	99	99	1
OS03G0684800	ORGLA01G0401800	94	93	1
OS03G0684800	ORGLA03G0298000	94	93	1
OS03G0685000	ORGLA01G0400100	100	100	1
OS03G0685100	ORGLA01G0400000	100	100	1
OS03G0685500	ORGLA03G0276100	99	99	1
OS03G0685600	ORGLA03G0276200	100	100	1
OS03G0685750	ORGLA03G0276400	99	42	1
OS03G0685900	ORGLA03G0276500	100	100	1
OS03G0686300	ORGLA03G0276600	95	94	1
OS03G0686500	ORGLA03G0276700	96	71	1
OS03G0686900	ORGLA03G0276800	65	60	1
OS03G0687000	ORGLA03G0276900	99	100	1
OS03G0687200	ORGLA03G0285100	71	49	1
OS03G0687400	ORGLA03G0285200	59	61	1
OS03G0687700	ORGLA03G0285300	100	100	1
OS03G0687800	ORGLA03G0285400	79	100	1
OS03G0688000	ORGLA03G0285500	73	73	1
OS03G0688200	ORGLA03G0285700	85	85	1
OS03G0688300	ORGLA03G0285800	100	100	0
OS03G0688600	ORGLA03G0285900	66	63	1
OS03G0689100	ORGLA03G0286000	100	100	1
OS03G0689300	ORGLA03G0286100	100	99	1
OS03G0689400	ORGLA03G0286200	33	79	1
OS03G0689866	ORGLA03G0286300	80	51	1
OS03G0689900	ORGLA03G0286400	100	100	1
OS03G0690000	ORGLA03G0286500	99	99	1
OS03G0690500	ORGLA03G0286800	93	99	1
OS03G0690600	ORGLA03G0287000	99	99	1
OS03G0691400	ORGLA03G0287200	100	100	1
OS03G0691500	ORGLA03G0287300	97	82	1
OS03G0691800	ORGLA03G0277000	99	99	1
OS03G0692000	ORGLA03G0277100	99	99	1
OS03G0692100	ORGLA03G0277200	99	99	1
OS03G0692300	ORGLA03G0277500	74	93	1
OS03G0692400	ORGLA03G0277600	100	98	1
OS03G0692700	ORGLA03G0277800	96	97	1
OS03G0693000	ORGLA03G0278000	100	100	1
OS03G0693400	ORGLA03G0278300	97	88	1
OS03G0693600	ORGLA03G0278600	78	80	1
OS03G0693700	ORGLA03G0278700	99	99	1
OS03G0693800	ORGLA03G0278900	97	97	0
OS03G0693900	ORGLA03G0278800	99	99	1
OS03G0694000	ORGLA03G0278900	99	99	0
OS03G0694500	ORGLA03G0279100	100	100	1
OS03G0694700	ORGLA03G0279300	100	100	0
OS03G0694800	ORGLA03G0279400	99	99	1
OS03G0694900	ORGLA03G0279500	100	100	1
OS03G0695500	ORGLA03G0279900	100	100	1
OS03G0695600	ORGLA03G0280000	100	100	1
OS03G0695700	ORGLA03G0280100	72	27	1
OS03G0696000	ORGLA03G0280200	99	97	1
OS03G0696150	ORGLA03G0280300	100	100	1
OS03G0696300	ORGLA03G0280400	98	99	1
OS03G0697200	ORGLA03G0280800	53	46	1
OS03G0697833	ORGLA03G0281000	95	91	0
OS03G0698350	ORGLA03G0281200	98	91	1
OS03G0698800	ORGLA03G0281500	100	100	1
OS03G0698900	ORGLA03G0281600	100	100	1
OS03G0699000	ORGLA03G0281700	100	100	1
OS03G0699100	ORGLA03G0281800	85	40	1
OS03G0699200	ORGLA03G0281900	100	100	1
OS03G0699300	ORGLA03G0282000	89	98	0
OS03G0699400	ORGLA03G0282100	100	100	1
OS03G0699600	ORGLA03G0282200	99	99	1
OS03G0699700	ORGLA03G0282300	99	99	0
OS03G0699800	ORGLA03G0282400	100	100	1
OS03G0700100	ORGLA03G0282500	100	100	1
OS03G0700200	ORGLA03G0282600	99	99	1
OS03G0700400	ORGLA03G0282700	100	15	1
OS03G0700700	ORGLA03G0282900	100	100	1
OS03G0700800	ORGLA03G0283000	97	97	1
OS03G0701000	ORGLA03G0283100	98	42	1
OS03G0701100	ORGLA03G0283200	97	62	1
OS03G0701200	ORGLA03G0283300	99	99	1
OS03G0701300	ORGLA03G0283500	100	58	1
OS03G0701500	ORGLA03G0283700	100	100	1
OS03G0701600	ORGLA03G0283900	96	94	1
OS03G0701700	ORGLA03G0284000	100	100	1
OS03G0701800	ORGLA03G0284100	99	36	1
OS03G0701900	ORGLA03G0284200	75	56	1
OS03G0702000	ORGLA03G0284400	98	98	1
OS03G0702500	ORGLA03G0284500	100	100	1
OS03G0702600	ORGLA03G0284600	100	100	1
OS03G0702700	ORGLA03G0284700	100	66	1
OS03G0702800	ORGLA03G0284800	100	100	1
OS03G0702900	ORGLA03G0284900	100	100	1
OS03G0703000	ORGLA03G0285000	100	100	1
OS03G0703100	ORGLA03G0287400	100	100	1
OS03G0703300	ORGLA03G0287600	100	100	1
OS03G0703400	ORGLA03G0287700	97	98	1
OS03G0703600	ORGLA03G0287800	98	99	1
OS03G0703900	ORGLA03G0288100	99	99	1
OS03G0704000	ORGLA03G0288200	99	99	1
OS03G0704100	ORGLA03G0288300	95	99	1
OS03G0704200	ORGLA03G0288400	87	32	1
OS03G0704400	ORGLA03G0288500	99	99	1
OS03G0705300	ORGLA03G0288800	100	100	1
OS03G0705433	ORGLA03G0289000	98	98	1
OS03G0705800	ORGLA03G0289200	97	100	1
OS03G0706500	ORGLA03G0289500	91	89	0
OS03G0706900	ORGLA03G0289600	100	100	1
OS03G0707200	ORGLA03G0289900	97	87	1
OS03G0707300	ORGLA03G0290000	99	99	1
OS03G0707600	ORGLA03G0290200	100	100	1
OS03G0707900	ORGLA03G0290300	100	100	1
OS03G0708000	ORGLA03G0290400	100	100	1
OS03G0708100	ORGLA03G0290500	100	100	0
OS03G0708200	ORGLA03G0290600	100	100	1
OS03G0708250	ORGLA03G0026500	34	17	0
OS03G0708250	ORGLA04G0097100	66	49	0
OS03G0708400	ORGLA03G0290700	100	100	1
OS03G0708600	ORGLA03G0290800	94	93	1
OS03G0708700	ORGLA03G0290900	83	38	0
OS03G0708800	ORGLA03G0291000	99	99	0
OS03G0708900	ORGLA03G0291100	97	98	1
OS03G0709000	ORGLA03G0291200	100	100	1
OS03G0709100	ORGLA03G0291300	100	100	1
OS03G0709200	ORGLA03G0291400	99	99	0
OS03G0709300	ORGLA03G0291500	99	99	1
OS03G0710000	ORGLA03G0291700	99	99	1
OS03G0710100	ORGLA03G0291900	97	86	1
OS03G0710500	ORGLA03G0292000	99	99	1
OS03G0710550	ORGLA03G0292100	99	79	1
OS03G0710600	ORGLA03G0292200	92	92	1
OS03G0710700	ORGLA03G0292300	100	100	1
OS03G0710800	ORGLA03G0292400	99	99	1
OS03G0710900	ORGLA03G0292500	95	100	1
OS03G0711200	ORGLA03G0292600	83	62	0
OS03G0711200	ORGLA03G0292700	3	2	0
OS03G0711300	ORGLA03G0292800	100	100	1
OS03G0711600	ORGLA03G0292900	53	53	1
OS03G0711700	ORGLA03G0293100	99	81	1
OS03G0711800	ORGLA03G0293200	100	100	1
OS03G0712000	ORGLA03G0293300	23	15	0
OS03G0712100	ORGLA03G0293400	93	94	0
OS03G0712200	ORGLA03G0293500	98	98	1
OS03G0712300	ORGLA03G0293600	100	100	1
OS03G0712400	ORGLA03G0293700	100	33	0
OS03G0712600	ORGLA03G0293800	82	49	1
OS03G0712700	ORGLA03G0293900	100	100	1
OS03G0712800	ORGLA03G0294000	100	100	1
OS03G0712900	ORGLA03G0294100	99	46	0
OS03G0713000	ORGLA03G0294200	86	86	1
OS03G0714100	ORGLA03G0294400	50	48	0
OS03G0714400	ORGLA03G0294600	100	100	0
OS03G0715332	ORGLA03G0412400	91	10	1
OS03G0715400	ORGLA03G0412400	98	85	1
OS03G0715500	ORGLA03G0412300	100	100	1
OS03G0715600	ORGLA03G0412200	71	71	0
OS03G0716200	ORGLA03G0412100	98	98	1
OS03G0717000	ORGLA03G0411900	96	89	1
OS03G0717200	ORGLA03G0411800	100	100	1
OS03G0717600	ORGLA03G0411600	99	99	1
OS03G0717700	ORGLA03G0411500	100	99	1
OS03G0717900	ORGLA03G0411400	97	97	1
OS03G0718000	ORGLA03G0411300	100	100	1
OS03G0718100	ORGLA03G0411200	100	100	1
OS03G0718200	ORGLA03G0411100	100	100	1
OS03G0718600	ORGLA03G0410900	99	100	1
OS03G0718800	ORGLA03G0410800	100	100	1
OS03G0719000	ORGLA03G0410700	99	77	1
OS03G0719100	ORGLA03G0410600	100	100	1
OS03G0719300	ORGLA03G0410400	99	94	1
OS03G0719400	ORGLA03G0410300	75	75	1
OS03G0719500	ORGLA03G0410200	100	60	1
OS03G0719800	ORGLA03G0410100	100	100	1
OS03G0719850	ORGLA03G0410000	91	94	1
OS03G0719900	ORGLA03G0409900	100	100	1
OS03G0720300	ORGLA03G0409700	100	100	1
OS03G0720400	ORGLA03G0409500	61	60	1
OS03G0720800	ORGLA03G0409400	100	100	1
OS03G0721200	ORGLA03G0409200	100	50	1
OS03G0721300	ORGLA03G0409100	99	99	1
OS03G0721400	ORGLA03G0409000	100	100	1
OS03G0722000	ORGLA03G0408500	100	100	1
OS03G0722100	ORGLA03G0408400	73	68	1
OS03G0722200	ORGLA03G0408300	100	100	1
OS03G0722500	ORGLA03G0408100	99	99	0
OS03G0722600	ORGLA03G0408000	92	100	1
OS03G0722700	ORGLA03G0407900	47	98	1
OS03G0722800	ORGLA03G0407800	99	90	0
OS03G0723000	ORGLA03G0407700	100	99	1
OS03G0723400	ORGLA03G0407500	98	99	1
OS03G0723600	ORGLA03G0407400	99	100	1
OS03G0723700	ORGLA03G0407300	100	76	1
OS03G0724000	ORGLA03G0407100	90	78	1
OS03G0724100	ORGLA03G0407000	100	100	1
OS03G0724300	ORGLA03G0406900	87	100	1
OS03G0724500	ORGLA03G0406800	90	98	1
OS03G0724600	ORGLA03G0406400	75	76	1
OS03G0724700	ORGLA03G0406200	99	99	1
OS03G0725000	ORGLA03G0406000	100	100	1
OS03G0725100	ORGLA03G0405900	98	47	1
OS03G0725200	ORGLA03G0405800	99	99	1
OS03G0725300	ORGLA03G0405700	97	99	1
OS03G0725400	ORGLA03G0405600	100	100	1
OS03G0725800	ORGLA03G0295100	55	76	0
OS03G0726100	ORGLA03G0295300	100	100	1
OS03G0726200	ORGLA03G0295400	100	98	1
OS03G0726300	ORGLA03G0295500	99	99	1
OS03G0726400	ORGLA03G0295600	99	97	1
OS03G0726500	ORGLA03G0295700	98	98	1
OS03G0726700	ORGLA03G0295800	38	36	0
OS03G0726800	ORGLA03G0295900	100	100	1
OS03G0726900	ORGLA03G0296000	75	78	1
OS03G0727100	ORGLA03G0296200	99	99	1
OS03G0727200	ORGLA03G0296300	85	97	1
OS03G0727600	ORGLA03G0296500	100	100	1
OS03G0727800	ORGLA03G0296700	99	99	1
OS03G0727900	ORGLA03G0296800	95	91	1
OS03G0728100	ORGLA03G0296900	100	100	1
OS03G0728200	ORGLA03G0297000	87	91	1
OS03G0728500	ORGLA03G0297100	99	99	1
OS03G0728600	ORGLA03G0297200	82	38	1
OS03G0728800	ORGLA03G0297400	99	99	1
OS03G0728900	ORGLA03G0297500	70	57	0
OS03G0729000	ORGLA03G0297600	97	97	0
OS03G0729100	ORGLA03G0297700	95	75	0
OS03G0729200	ORGLA03G0297800	100	100	1
OS03G0729300	ORGLA03G0297900	99	99	1
OS03G0729500	ORGLA03G0298100	99	99	1
OS03G0729600	ORGLA03G0298200	97	98	1
OS03G0729700	ORGLA03G0298300	91	91	0
OS03G0729800	ORGLA03G0298400	99	97	0
OS03G0729900	ORGLA03G0298500	99	99	1
OS03G0730000	ORGLA03G0298600	100	100	1
OS03G0730200	ORGLA03G0298700	97	97	0
OS03G0730500	ORGLA03G0298900	52	51	0
OS03G0730700	ORGLA03G0299000	79	61	0
OS03G0730800	ORGLA03G0299100	95	50	1
OS03G0731050	ORGLA03G0299300	75	80	0
OS03G0731100	ORGLA03G0299400	99	95	1
OS03G0731500	ORGLA03G0299600	38	92	0
OS03G0731900	ORGLA03G0299700	89	99	1
OS03G0732000	ORGLA03G0299800	98	98	1
OS03G0732200	ORGLA10G0133400	34	31	0
OS03G0732700	ORGLA03G0299900	100	100	1
OS03G0733000	ORGLA03G0300000	100	100	1
OS03G0733400	ORGLA03G0300400	100	100	1
OS03G0733600	ORGLA03G0300500	100	99	1
OS03G0733800	ORGLA03G0300600	92	95	0
OS03G0734000	ORGLA03G0300800	100	100	1
OS03G0734100	ORGLA03G0300900	99	99	1
OS03G0734200	ORGLA03G0301000	100	100	1
OS03G0734300	ORGLA03G0301100	100	100	1
OS03G0734400	ORGLA03G0301200	99	100	1
OS03G0734700	ORGLA03G0301500	100	100	1
OS03G0734900	ORGLA03G0301600	100	99	1
OS03G0735000	ORGLA03G0301700	100	100	1
OS03G0735100	ORGLA03G0301800	100	100	1
OS03G0735200	ORGLA03G0301900	90	74	1
OS03G0735300	ORGLA03G0302000	100	100	1
OS03G0735800	ORGLA03G0302100	100	24	1
OS03G0735900	ORGLA03G0302200	87	100	1
OS03G0736000	ORGLA03G0302300	90	53	1
OS03G0736300	ORGLA03G0302500	97	96	1
OS03G0736400	ORGLA03G0302600	100	100	1
OS03G0736500	ORGLA03G0302700	100	100	1
OS03G0736600	ORGLA03G0302800	96	95	1
OS03G0736700	ORGLA03G0302900	95	94	0
OS03G0736900	ORGLA03G0303000	99	64	1
OS03G0737000	ORGLA03G0303100	99	92	1
OS03G0737200	ORGLA03G0303200	91	19	0
OS03G0737300	ORGLA03G0303300	99	99	1
OS03G0737400	ORGLA03G0303400	100	100	1
OS03G0737600	ORGLA03G0303500	100	100	1
OS03G0737701	ORGLA03G0303600	100	95	1
OS03G0737800	ORGLA03G0303700	33	76	1
OS03G0737800	ORGLA03G0304200	63	99	1
OS03G0737900	ORGLA03G0304300	98	99	1
OS03G0738300	ORGLA03G0304500	81	89	1
OS03G0738400	ORGLA03G0304600	99	100	1
OS03G0738600	ORGLA03G0304800	100	100	1
OS03G0738700	ORGLA03G0304900	100	100	1
OS03G0738900	ORGLA03G0305000	77	76	1
OS03G0739700	ORGLA03G0305300	91	91	1
OS03G0740200	ORGLA03G0305700	100	100	1
OS03G0740600	ORGLA03G0305900	99	99	1
OS03G0740700	ORGLA03G0306000	99	99	1
OS03G0740800	ORGLA03G0306200	99	99	1
OS03G0740833	ORGLA03G0306300	61	100	1
OS03G0741100	ORGLA03G0304100	64	64	0
OS03G0741400	ORGLA03G0303900	100	100	1
OS03G0741500	ORGLA03G0303800	99	99	1
OS03G0741600	ORGLA03G0306400	78	100	1
OS03G0741700	ORGLA03G0306500	81	35	0
OS03G0742300	ORGLA03G0306700	100	100	1
OS03G0742400	ORGLA03G0306800	100	65	0
OS03G0742800	ORGLA03G0306900	97	97	0
OS03G0742900	ORGLA03G0307000	99	99	1
OS03G0743200	ORGLA03G0307100	99	98	1
OS03G0743500	ORGLA03G0307400	100	47	1
OS03G0743800	ORGLA03G0307600	46	81	0
OS03G0743900	ORGLA03G0307700	99	99	1
OS03G0744300	ORGLA03G0307900	100	77	1
OS03G0744600	ORGLA03G0308100	99	99	1
OS03G0744700	ORGLA03G0308300	99	99	1
OS03G0744800	ORGLA03G0308400	99	99	0
OS03G0745100	ORGLA03G0308700	90	49	0
OS03G0745400	ORGLA03G0309000	69	85	1
OS03G0745550	ORGLA03G0309100	76	17	0
OS03G0745600	ORGLA03G0309200	100	100	1
OS03G0745700	ORGLA03G0309300	100	99	1
OS03G0746400	ORGLA03G0309900	88	97	1
OS03G0746500	ORGLA03G0310000	100	100	1
OS03G0746600	ORGLA03G0310100	99	99	1
OS03G0746700	ORGLA03G0310200	99	100	1
OS03G0746800	ORGLA03G0310400	100	100	1
OS03G0746900	ORGLA03G0310500	100	100	1
OS03G0747100	ORGLA03G0310600	78	99	1
OS03G0747200	ORGLA03G0310700	100	61	1
OS03G0747300	ORGLA03G0310800	100	100	1
OS03G0747500	ORGLA03G0311000	71	71	1
OS03G0747600	ORGLA03G0311100	93	61	1
OS03G0747700	ORGLA03G0311200	96	97	1
OS03G0747800	ORGLA03G0311300	100	100	1
OS03G0747900	ORGLA03G0311400	94	92	1
OS03G0748000	ORGLA03G0311500	93	93	1
OS03G0748100	ORGLA03G0311700	100	100	1
OS03G0748200	ORGLA03G0311800	100	100	1
OS03G0748300	ORGLA03G0311900	91	90	1
OS03G0748400	ORGLA03G0312000	97	71	1
OS03G0748500	ORGLA03G0312100	100	79	1
OS03G0748600	ORGLA03G0312200	99	98	1
OS03G0748700	ORGLA03G0312300	100	100	1
OS03G0748800	ORGLA03G0312400	96	100	1
OS03G0748900	ORGLA03G0312500	100	100	1
OS03G0749000	ORGLA03G0312600	99	99	1
OS03G0749100	ORGLA03G0312700	100	99	1
OS03G0749300	ORGLA03G0312800	100	100	1
OS03G0749500	ORGLA03G0312900	100	91	1
OS03G0749800	ORGLA03G0313000	100	100	1
OS03G0749900	ORGLA03G0313100	100	100	1
OS03G0750100	ORGLA03G0313300	69	66	1
OS03G0750300	ORGLA03G0313400	3	13	0
OS03G0750800	ORGLA03G0313500	100	99	1
OS03G0750900	ORGLA03G0313600	74	54	1
OS03G0751000	ORGLA03G0313700	100	100	1
OS03G0751100	ORGLA03G0313900	100	100	1
OS03G0751400	ORGLA03G0314000	100	100	1
OS03G0751600	ORGLA03G0314100	93	88	1
OS03G0752100	ORGLA03G0314300	95	19	1
OS03G0752200	ORGLA03G0314400	100	100	1
OS03G0752300	ORGLA03G0314500	100	100	1
OS03G0752700	ORGLA03G0314800	99	99	1
OS03G0752800	ORGLA02G0240800	33	78	0
OS03G0753100	ORGLA03G0315000	99	99	1
OS03G0753500	ORGLA03G0315300	98	98	1
OS03G0753600	ORGLA08G0096300	36	21	1
OS03G0754500	ORGLA03G0315800	99	46	1
OS03G0754800	ORGLA03G0315900	100	100	1
OS03G0754900	ORGLA03G0316000	100	100	1
OS03G0755000	ORGLA03G0316100	100	100	1
OS03G0755100	ORGLA03G0316200	100	100	1
OS03G0755600	ORGLA03G0316500	93	79	0
OS03G0755700	ORGLA03G0316400	99	85	1
OS03G0755800	ORGLA03G0316500	68	24	0
OS03G0755900	ORGLA03G0316600	76	57	1
OS03G0756200	ORGLA03G0316800	98	98	1
OS03G0756300	ORGLA03G0316900	99	99	1
OS03G0756400	ORGLA03G0317000	100	100	1
OS03G0756500	ORGLA03G0317100	91	62	0
OS03G0756700	ORGLA03G0317200	56	99	0
OS03G0756700	ORGLA03G0317300	20	75	0
OS03G0756800	ORGLA03G0317400	100	100	1
OS03G0757100	ORGLA03G0317700	90	90	1
OS03G0757200	ORGLA03G0317500	34	91	0
OS03G0757200	ORGLA03G0317800	35	98	0
OS03G0757200	ORGLA03G0318000	1	1	0
OS03G0757600	ORGLA03G0318100	99	99	1
OS03G0757900	ORGLA03G0318200	100	100	1
OS03G0758000	ORGLA03G0318300	88	94	1
OS03G0758100	ORGLA03G0318400	97	97	1
OS03G0758300	ORGLA03G0318600	98	83	1
OS03G0758400	ORGLA03G0318700	98	98	1
OS03G0758500	ORGLA03G0318800	99	99	1
OS03G0758600	ORGLA03G0318900	97	100	1
OS03G0758700	ORGLA03G0319100	96	96	1
OS03G0758800	ORGLA03G0319200	100	93	1
OS03G0758900	ORGLA08G0080400	12	60	0
OS03G0758950	ORGLA03G0319300	92	40	1
OS03G0759000	ORGLA03G0319400	100	61	1
OS03G0759500	ORGLA03G0319500	100	100	1
OS03G0759600	ORGLA03G0319600	100	100	1
OS03G0759700	ORGLA03G0319700	99	99	1
OS03G0760000	ORGLA03G0319800	99	99	1
OS03G0760200	ORGLA03G0319900	99	69	1
OS03G0760600	ORGLA03G0320000	100	100	0
OS03G0760700	ORGLA03G0320100	100	100	0
OS03G0760800	ORGLA03G0320200	100	100	1
OS03G0761000	ORGLA03G0320300	51	100	1
OS03G0761100	ORGLA03G0320400	100	100	1
OS03G0761200	ORGLA03G0320500	100	100	1
OS03G0761300	ORGLA03G0320600	100	100	1
OS03G0761500	ORGLA03G0320700	100	100	1
OS03G0761700	ORGLA03G0320800	100	91	1
OS03G0761900	ORGLA03G0320900	100	99	1
OS03G0762100	ORGLA10G0152500	99	99	1
OS03G0762300	ORGLA03G0321200	100	100	1
OS03G0762400	ORGLA03G0321300	100	100	1
OS03G0762400	ORGLA10G0152100	100	100	1
OS03G0762500	ORGLA03G0321500	100	95	1
OS03G0762500	ORGLA10G0152000	100	95	1
OS03G0762700	ORGLA03G0321600	99	99	1
OS03G0762700	ORGLA10G0168600	99	99	1
OS03G0762900	ORGLA03G0321700	92	99	1
OS03G0762900	ORGLA10G0168700	100	100	1
OS03G0763000	ORGLA03G0321800	75	100	0
OS03G0763000	ORGLA10G0152200	73	97	0
OS03G0764000	ORGLA03G0322000	88	91	1
OS03G0764100	ORGLA03G0322100	100	100	1
OS03G0764300	ORGLA03G0322300	99	99	1
OS03G0764300	ORGLA10G0168000	99	99	1
OS03G0764450	ORGLA10G0167900	45	64	1
OS03G0764600	ORGLA03G0322500	100	100	0
OS03G0764600	ORGLA10G0167800	100	100	0
OS03G0764800	ORGLA03G0322600	100	78	1
OS03G0764900	ORGLA03G0322700	100	100	1
OS03G0765000	ORGLA03G0322800	100	100	1
OS03G0765100	ORGLA03G0322900	79	99	1
OS03G0765200	ORGLA03G0323000	98	98	1
OS03G0765400	ORGLA03G0323200	94	48	0
OS03G0765500	ORGLA03G0323400	99	99	1
OS03G0765800	ORGLA03G0323500	100	100	0
OS03G0765900	ORGLA03G0323600	100	100	0
OS03G0766000	ORGLA03G0323700	100	100	1
OS03G0766200	ORGLA03G0323800	99	99	1
OS03G0766350	ORGLA03G0323900	99	99	1
OS03G0766500	ORGLA03G0324100	95	96	1
OS03G0766600	ORGLA03G0324200	99	99	1
OS03G0766800	ORGLA03G0324300	97	97	1
OS03G0766900	ORGLA03G0324400	99	99	1
OS03G0767000	ORGLA03G0324500	99	99	1
OS03G0767500	ORGLA03G0324600	100	100	1
OS03G0767600	ORGLA03G0324700	96	96	0
OS03G0767650	ORGLA12G0130900	34	38	0
OS03G0767700	ORGLA03G0324800	98	98	1
OS03G0767800	ORGLA03G0324900	100	100	1
OS03G0767900	ORGLA03G0325000	99	99	1
OS03G0769000	ORGLA03G0325200	96	99	1
OS03G0769050	ORGLA03G0325300	94	95	1
OS03G0769100	ORGLA03G0325400	100	100	1
OS03G0769400	ORGLA03G0325700	100	100	1
OS03G0769500	ORGLA03G0325800	92	92	1
OS03G0769600	ORGLA03G0325900	97	97	1
OS03G0769700	ORGLA03G0326000	99	99	1
OS03G0769700	ORGLA09G0035300	99	99	1
OS03G0769900	ORGLA03G0326200	81	81	1
OS03G0770000	ORGLA03G0326300	66	66	1
OS03G0770700	ORGLA03G0326600	99	51	1
OS03G0770800	ORGLA03G0326700	97	85	1
OS03G0770900	ORGLA03G0326800	99	99	1
OS03G0771100	ORGLA03G0327000	100	100	1
OS03G0771500	ORGLA03G0327100	99	94	1
OS03G0772100	ORGLA03G0327300	58	63	0
OS03G0772700	ORGLA03G0327500	44	26	1
OS03G0772800	ORGLA03G0327600	91	74	0
OS03G0772900	ORGLA03G0327700	98	98	1
OS03G0773000	ORGLA03G0327800	100	100	1
OS03G0773150	ORGLA03G0328000	100	100	1
OS03G0773300	ORGLA03G0328100	100	100	1
