Gene stable ID	Oryza glumaepatula gene stable ID	% identity	Oryza glumaepatula % identity	Orthology confidence [0 low, 1 high]
OS03G0171700	OGLUM03G05250	99	99	1
OS03G0171900	OGLUM03G05270	100	100	1
OS03G0172000	OGLUM03G05280	99	99	1
OS03G0172100	OGLUM03G05290	95	98	1
OS03G0172200	OGLUM03G05300	100	100	1
OS03G0172400	OGLUM03G05310	43	37	0
OS03G0172400	OGLUM03G05320	37	39	0
OS03G0172700	OGLUM03G05340	94	98	1
OS03G0172850	OGLUM03G05350	64	93	0
OS03G0173500	OGLUM03G05410	73	61	1
OS03G0173700	OGLUM03G05420	88	88	0
OS03G0173900	OGLUM03G05450	100	65	1
OS03G0174100	OGLUM03G05460	92	95	0
OS03G0174200	OGLUM03G05470	100	100	1
OS03G0174300	OGLUM03G05480	95	68	1
OS03G0174400	OGLUM03G05490	100	100	1
OS03G0174500	OGLUM03G05500	99	99	1
OS03G0174600	OGLUM03G05510	99	99	1
OS03G0174800	OGLUM03G05520	86	100	1
OS03G0174900	OGLUM03G05530	91	79	1
OS03G0175200	OGLUM03G05540	99	19	1
OS03G0175600	OGLUM03G05550	93	82	0
OS03G0175800	OGLUM03G05570	99	88	1
OS03G0176100	OGLUM03G05590	58	78	1
OS03G0176300	OGLUM03G05600	98	31	1
OS03G0176700	OGLUM03G05610	98	98	1
OS03G0176800	OGLUM03G05620	83	76	1
OS03G0176900	OGLUM03G05630	68	86	1
OS03G0177000	OGLUM03G05640	99	99	1
OS03G0177300	OGLUM03G05650	93	92	1
OS03G0177900	OGLUM03G05380	100	53	1
OS03G0178100	OGLUM03G05670	96	99	1
OS03G0178200	OGLUM03G05720	100	100	1
OS03G0178300	OGLUM03G05730	88	72	1
OS03G0178400	OGLUM03G05740	99	99	1
OS03G0178500	OGLUM03G05750	100	100	1
OS03G0179000	OGLUM03G05790	91	46	0
OS03G0179400	OGLUM03G05800	99	99	1
OS03G0179700	OGLUM03G05830	99	99	1
OS03G0179900	OGLUM03G05840	98	100	1
OS03G0180000	OGLUM03G05850	100	100	1
OS03G0180100	OGLUM03G05860	62	91	1
OS03G0180300	OGLUM03G05880	100	100	1
OS03G0180400	OGLUM03G05890	100	100	1
OS03G0180600	OGLUM03G05900	75	93	1
OS03G0180700	OGLUM03G05910	93	98	1
OS03G0180800	OGLUM03G05930	98	99	1
OS03G0180900	OGLUM03G05940	100	100	1
OS03G0181100	OGLUM03G05950	95	97	1
OS03G0181400	OGLUM03G05960	91	83	1
OS03G0181500	OGLUM03G05970	100	100	1
OS03G0181675	OGLUM02G06800	11	22	0
OS03G0181675	OGLUM12G07700	7	38	0
OS03G0181750	OGLUM03G05990	98	61	1
OS03G0181800	OGLUM03G06000	98	97	1
OS03G0182000	OGLUM03G06010	53	55	1
OS03G0182400	OGLUM03G06020	93	88	0
OS03G0182600	OGLUM03G06030	100	100	1
OS03G0182700	OGLUM03G06040	100	100	1
OS03G0182800	OGLUM03G06050	88	91	1
OS03G0183000	OGLUM03G06060	99	99	1
OS03G0183100	OGLUM03G06080	100	100	1
OS03G0183200	OGLUM03G06090	98	54	1
OS03G0183300	OGLUM03G06100	98	96	1
OS03G0183500	OGLUM03G06110	99	99	1
OS03G0183600	OGLUM03G06120	87	79	0
OS03G0183800	OGLUM03G06140	100	100	1
OS03G0183900	OGLUM03G06150	99	55	1
OS03G0184000	OGLUM03G06160	96	97	0
OS03G0184100	OGLUM03G06170	100	100	1
OS03G0184300	OGLUM03G06190	92	91	1
OS03G0184400	OGLUM03G06200	88	96	1
OS03G0184500	OGLUM03G06210	100	100	1
OS03G0184550	OGLUM03G06220	99	99	1
OS03G0184700	OGLUM03G06230	94	69	1
OS03G0185200	OGLUM03G06270	97	78	1
OS03G0185400	OGLUM03G06280	66	89	1
OS03G0185500	OGLUM03G06290	74	36	1
OS03G0185700	OGLUM03G06300	96	97	1
OS03G0186100	OGLUM03G06310	98	83	1
OS03G0186500	OGLUM03G06320	99	99	1
OS03G0186600	OGLUM03G06330	99	99	1
OS03G0186800	OGLUM03G06340	100	67	1
OS03G0186900	OGLUM03G06350	100	99	1
OS03G0186950	OGLUM03G06360	97	84	1
OS03G0187000	OGLUM03G06370	100	100	1
OS03G0187100	OGLUM03G06380	99	76	1
OS03G0187300	OGLUM03G06390	70	34	0
OS03G0187350	OGLUM03G06400	99	80	1
OS03G0187400	OGLUM03G06410	97	97	1
OS03G0187500	OGLUM03G06420	98	57	1
OS03G0187600	OGLUM03G06430	98	96	1
OS03G0187800	OGLUM03G06450	99	99	1
OS03G0188200	OGLUM03G06470	89	89	1
OS03G0188400	OGLUM03G06480	99	99	1
OS03G0188900	OGLUM03G06560	100	100	1
OS03G0189100	OGLUM03G06570	98	98	1
OS03G0189300	OGLUM03G06580	99	99	1
OS03G0189400	OGLUM03G06590	77	95	1
OS03G0189600	OGLUM03G06600	93	67	0
OS03G0190000	OGLUM03G06610	90	88	1
OS03G0190100	OGLUM03G06640	100	100	1
OS03G0190300	OGLUM03G06650	95	99	1
OS03G0190800	OGLUM03G06660	100	100	1
OS03G0190900	OGLUM03G06670	99	99	1
OS03G0191000	OGLUM03G06680	96	97	1
OS03G0191100	OGLUM03G06700	95	95	0
OS03G0191200	OGLUM03G06710	96	96	1
OS03G0191400	OGLUM03G06720	85	88	0
OS03G0191700	OGLUM03G06730	98	97	0
OS03G0191800	OGLUM03G06740	100	100	1
OS03G0191900	OGLUM03G06750	100	100	1
OS03G0192000	OGLUM03G06770	99	99	1
OS03G0192100	OGLUM03G06760	99	100	1
OS03G0192300	OGLUM03G06790	99	98	1
OS03G0192400	OGLUM03G06800	100	67	1
OS03G0192500	OGLUM03G06820	99	99	1
OS03G0192600	OGLUM03G06830	100	100	1
OS03G0192700	OGLUM03G06840	99	99	1
OS03G0192800	OGLUM03G06850	100	29	1
OS03G0192900	OGLUM03G06850	99	8	1
OS03G0193000	OGLUM03G06860	99	93	1
OS03G0193075	OGLUM10G07390	80	74	0
OS03G0193225	OGLUM03G06880	99	96	1
OS03G0193300	OGLUM03G06900	100	67	1
OS03G0193400	OGLUM03G06910	54	34	1
OS03G0193600	OGLUM03G06920	94	94	1
OS03G0194100	OGLUM03G06940	100	100	1
OS03G0194300	OGLUM03G06950	99	100	1
OS03G0194400	OGLUM03G06960	100	100	1
OS03G0194500	OGLUM03G06970	93	93	0
OS03G0194900	OGLUM03G06980	96	96	0
OS03G0195100	OGLUM03G07000	93	24	1
OS03G0195300	OGLUM03G07010	96	94	1
OS03G0195450	OGLUM03G07030	95	13	1
OS03G0195500	OGLUM03G07030	93	40	1
OS03G0195800	OGLUM03G07040	100	100	1
OS03G0196000	OGLUM03G07070	99	99	1
OS03G0196250	OGLUM03G07060	100	50	1
OS03G0196400	OGLUM03G07090	67	65	1
OS03G0196500	OGLUM03G07100	100	100	1
OS03G0196900	OGLUM03G07120	100	56	1
OS03G0197000	OGLUM03G07130	98	91	1
OS03G0197100	OGLUM03G07140	100	100	1
OS03G0197300	OGLUM03G07160	91	86	1
OS03G0197400	OGLUM03G07170	100	100	1
OS03G0197800	OGLUM03G07180	95	97	0
OS03G0197900	OGLUM03G07190	96	97	1
OS03G0198300	OGLUM03G07210	100	100	1
OS03G0198500	OGLUM03G07220	99	99	1
OS03G0198600	OGLUM03G07230	98	95	1
OS03G0199000	OGLUM03G07250	82	63	1
OS03G0199100	OGLUM03G07270	98	97	1
OS03G0199200	OGLUM03G07280	53	34	1
OS03G0199300	OGLUM03G07290	85	81	1
OS03G0199500	OGLUM03G07300	98	100	1
OS03G0200000	OGLUM03G07310	99	99	1
OS03G0200200	OGLUM03G07330	98	75	1
OS03G0200400	OGLUM03G07340	61	59	1
OS03G0200500	OGLUM03G07350	100	100	1
OS03G0200600	OGLUM03G07360	98	94	1
OS03G0200700	OGLUM03G07370	99	95	1
OS03G0200800	OGLUM03G07380	100	100	1
OS03G0201000	OGLUM03G07390	100	82	1
OS03G0201200	OGLUM03G07410	82	74	1
OS03G0201400	OGLUM03G07420	99	98	1
OS03G0201500	OGLUM03G07440	96	99	1
OS03G0201600	OGLUM03G07450	96	96	1
OS03G0201700	OGLUM03G07460	90	89	1
OS03G0201901	OGLUM03G07470	96	46	1
OS03G0202001	OGLUM03G07480	99	99	1
OS03G0202200	OGLUM03G07490	100	100	1
OS03G0202300	OGLUM03G07500	100	96	1
OS03G0203000	OGLUM03G07520	94	94	0
OS03G0203100	OGLUM03G07510	94	48	1
OS03G0203200	OGLUM03G07540	89	96	1
OS03G0203700	OGLUM03G07570	100	100	1
OS03G0203800	OGLUM03G07580	97	98	1
OS03G0204100	OGLUM03G07610	99	100	1
OS03G0204300	OGLUM09G01730	52	26	1
OS03G0204500	OGLUM03G07620	63	60	0
OS03G0204600	OGLUM01G19070	51	37	1
OS03G0204900	OGLUM03G07640	93	93	0
OS03G0205000	OGLUM03G07650	97	99	1
OS03G0205150	OGLUM03G07660	82	78	1
OS03G0205300	OGLUM03G07680	99	100	1
OS03G0205400	OGLUM03G07690	98	86	1
OS03G0205500	OGLUM03G07700	91	74	0
OS03G0205700	OGLUM03G07710	100	100	1
OS03G0205800	OGLUM03G07720	86	96	1
OS03G0206300	OGLUM03G07760	90	57	0
OS03G0206400	OGLUM03G07770	99	99	1
OS03G0206600	OGLUM03G07780	60	80	0
OS03G0206900	OGLUM03G07800	89	88	1
OS03G0207200	OGLUM03G07830	98	99	1
OS03G0207250	OGLUM03G07840	100	100	1
OS03G0207300	OGLUM03G07850	53	99	0
OS03G0207400	OGLUM03G07860	99	99	1
OS03G0207800	OGLUM03G07870	97	98	1
OS03G0207900	OGLUM03G07880	95	99	1
OS03G0208500	OGLUM03G07890	95	95	1
OS03G0208600	OGLUM03G07910	96	99	1
OS03G0208700	OGLUM03G07920	58	61	0
OS03G0208800	OGLUM03G07940	93	94	1
OS03G0208900	OGLUM03G07950	85	70	0
OS03G0209000	OGLUM03G07930	99	95	1
OS03G0209500	OGLUM03G07970	94	99	1
OS03G0209600	OGLUM03G07980	96	100	1
OS03G0209700	OGLUM03G07990	86	77	1
OS03G0209800	OGLUM03G08000	98	93	1
OS03G0210000	OGLUM03G08020	85	96	0
OS03G0210100	OGLUM03G08030	100	100	1
OS03G0210200	OGLUM03G08040	70	86	0
OS03G0210400	OGLUM03G08060	99	100	0
OS03G0210500	OGLUM03G08070	99	58	1
OS03G0210600	OGLUM03G08080	99	76	1
OS03G0210700	OGLUM03G08090	98	54	1
OS03G0210800	OGLUM03G08100	43	25	0
OS03G0210900	OGLUM03G08110	87	60	1
OS03G0211100	OGLUM03G08120	100	100	1
OS03G0211400	OGLUM03G08150	99	99	1
OS03G0211500	OGLUM03G08160	99	95	1
OS03G0211600	OGLUM03G08170	100	73	1
OS03G0211700	OGLUM03G08190	99	99	1
OS03G0211800	OGLUM03G08200	80	89	0
OS03G0211900	OGLUM03G08210	93	95	0
OS03G0212000	OGLUM03G08220	79	95	1
OS03G0212200	OGLUM03G08230	98	25	0
OS03G0212400	OGLUM03G08240	99	100	1
OS03G0212600	OGLUM03G08260	100	56	1
OS03G0212700	OGLUM03G08270	99	82	1
OS03G0212800	OGLUM03G08280	100	99	1
OS03G0213100	OGLUM03G08290	100	100	1
OS03G0213200	OGLUM03G08300	94	100	1
OS03G0213300	OGLUM03G08310	99	99	1
OS03G0213400	OGLUM03G08320	91	52	1
OS03G0213500	OGLUM03G08330	99	98	1
OS03G0213600	OGLUM03G08340	68	96	1
OS03G0213600	OGLUM03G08360	12	79	1
OS03G0213700	OGLUM03G08350	50	15	0
OS03G0213800	OGLUM03G08370	100	100	1
OS03G0213900	OGLUM03G08380	99	55	1
OS03G0214200	OGLUM03G08390	100	100	1
OS03G0214400	OGLUM03G08410	100	96	1
OS03G0214600	OGLUM03G08420	100	98	1
OS03G0214900	OGLUM03G08430	93	98	0
OS03G0215000	OGLUM03G08450	96	98	1
OS03G0215200	OGLUM03G08460	99	100	1
OS03G0215400	OGLUM03G08470	100	100	1
OS03G0215700	OGLUM03G08500	88	77	1
OS03G0215800	OGLUM03G08510	98	97	0
OS03G0215900	OGLUM03G08520	100	100	1
OS03G0216000	OGLUM03G08530	99	99	1
OS03G0216300	OGLUM03G08540	89	100	1
OS03G0216400	OGLUM03G08550	90	99	1
OS03G0216500	OGLUM03G08560	99	99	1
OS03G0216600	OGLUM03G08580	100	93	1
OS03G0216700	OGLUM03G08590	95	84	1
OS03G0216800	OGLUM03G08600	100	100	1
OS03G0216900	OGLUM03G08610	100	62	1
OS03G0217000	OGLUM03G08620	99	97	1
OS03G0217200	OGLUM03G08630	99	99	1
OS03G0218200	OGLUM03G08660	82	33	1
OS03G0218400	OGLUM03G08680	100	92	1
OS03G0218500	OGLUM03G08700	99	99	1
OS03G0219100	OGLUM03G08730	98	98	1
OS03G0219200	OGLUM03G08740	42	80	0
OS03G0219300	OGLUM03G08750	100	100	1
OS03G0219400	OGLUM03G08760	100	98	1
OS03G0219500	OGLUM03G08770	92	66	0
OS03G0219700	OGLUM03G08780	100	100	1
OS03G0219800	OGLUM03G08790	96	59	0
OS03G0220100	OGLUM03G08800	100	100	1
OS03G0221100	OGLUM03G08830	86	53	1
OS03G0221200	OGLUM03G08840	98	84	1
OS03G0221300	OGLUM03G08850	99	75	0
OS03G0221500	OGLUM03G08860	100	100	1
OS03G0221700	OGLUM03G08870	95	95	1
OS03G0221800	OGLUM03G08880	99	86	1
OS03G0222100	OGLUM03G08910	99	99	1
OS03G0222500	OGLUM03G08960	98	56	1
OS03G0222600	OGLUM03G08970	100	88	1
OS03G0223000	OGLUM03G09000	97	97	1
OS03G0223100	OGLUM03G09010	96	99	1
OS03G0223200	OGLUM03G09020	95	100	1
OS03G0223400	OGLUM03G09040	93	100	1
OS03G0223700	OGLUM03G09060	96	100	1
OS03G0223900	OGLUM03G09070	92	81	1
OS03G0224200	OGLUM03G09080	100	100	1
OS03G0224300	OGLUM03G09090	100	88	1
OS03G0224700	OGLUM03G09110	93	95	1
OS03G0225100	OGLUM03G08690	99	99	1
OS03G0225200	OGLUM03G09130	93	84	0
OS03G0225300	OGLUM03G09140	100	100	1
OS03G0225500	OGLUM03G09160	100	94	1
OS03G0225600	OGLUM03G09170	100	17	1
OS03G0225700	OGLUM03G09180	100	100	1
OS03G0225900	OGLUM03G09190	100	100	1
OS03G0226200	OGLUM03G09200	100	100	1
OS03G0226300	OGLUM03G09210	99	99	1
OS03G0226400	OGLUM03G09220	99	93	0
OS03G0226600	OGLUM03G09240	100	68	1
OS03G0226700	OGLUM03G09250	100	100	1
OS03G0226901	OGLUM03G09260	93	38	1
OS03G0227000	OGLUM03G09270	100	100	1
OS03G0227300	OGLUM03G09280	100	100	1
OS03G0227400	OGLUM03G09290	93	78	1
OS03G0227500	OGLUM03G09300	100	100	1
OS03G0227700	OGLUM03G09330	100	100	1
OS03G0227900	OGLUM03G09350	99	99	1
OS03G0228200	OGLUM03G09370	98	98	1
OS03G0228400	OGLUM03G09380	99	99	1
OS03G0228500	OGLUM03G09390	96	97	1
OS03G0228800	OGLUM03G09400	99	99	1
OS03G0229100	OGLUM03G09410	74	65	1
OS03G0229500	OGLUM03G09430	91	85	1
OS03G0229600	OGLUM03G09450	75	29	0
OS03G0230300	OGLUM03G09460	100	100	1
OS03G0230500	OGLUM03G09470	99	88	1
OS03G0231150	OGLUM03G09500	100	37	1
OS03G0231600	OGLUM03G09510	93	94	0
OS03G0231800	OGLUM03G09520	98	52	1
OS03G0232000	OGLUM03G09560	80	46	0
OS03G0232200	OGLUM03G09570	99	100	1
OS03G0232400	OGLUM03G09620	100	100	1
OS03G0232500	OGLUM03G09630	99	97	1
OS03G0232600	OGLUM03G09640	100	100	1
OS03G0232900	OGLUM03G09660	93	42	1
OS03G0233000	OGLUM03G09670	91	95	1
OS03G0233300	OGLUM03G09690	95	68	1
OS03G0233500	OGLUM03G09700	97	100	1
OS03G0233700	OGLUM01G04780	0	0	0
OS03G0233800	OGLUM03G09730	100	99	1
OS03G0234100	OGLUM03G09740	92	30	1
OS03G0234200	OGLUM09G15050	59	32	0
OS03G0234600	OGLUM03G09770	79	78	1
OS03G0235100	OGLUM03G09800	100	100	1
OS03G0235200	OGLUM03G09810	95	95	0
OS03G0236050	OGLUM03G09830	71	45	1
OS03G0236200	OGLUM03G09840	96	96	1
OS03G0236300	OGLUM03G09850	40	58	1
OS03G0236675	OGLUM03G09860	81	99	1
OS03G0236800	OGLUM03G09870	61	97	0
OS03G0236966	OGLUM03G09880	100	76	1
OS03G0237000	OGLUM03G09890	100	100	1
OS03G0237100	OGLUM03G09900	100	97	1
OS03G0237250	OGLUM03G09920	93	93	0
OS03G0237500	OGLUM12G12220	83	99	1
OS03G0237600	OGLUM12G12230	100	100	1
OS03G0238300	OGLUM12G12280	94	97	1
OS03G0238600	OGLUM12G12290	100	100	1
OS03G0238700	OGLUM12G12300	75	67	0
OS03G0238800	OGLUM12G12310	100	100	1
OS03G0239000	OGLUM12G12320	99	99	1
OS03G0239200	OGLUM12G12350	98	98	1
OS03G0239300	OGLUM12G12360	100	100	1
OS03G0239400	OGLUM12G12370	98	98	1
OS03G0240400	OGLUM12G12420	100	89	1
OS03G0240500	OGLUM12G12430	100	100	1
OS03G0240600	OGLUM12G12440	99	97	1
OS03G0240700	OGLUM12G12460	100	100	1
OS03G0240800	OGLUM12G12470	100	100	1
OS03G0240900	OGLUM01G07050	73	96	0
OS03G0241001	OGLUM12G12500	66	45	1
OS03G0241100	OGLUM12G12510	99	81	1
OS03G0241200	OGLUM12G12520	100	100	1
OS03G0241300	OGLUM12G12530	97	85	1
OS03G0241600	OGLUM12G12540	100	100	1
OS03G0241800	OGLUM12G12550	62	79	0
OS03G0241900	OGLUM12G12560	100	100	1
OS03G0242100	OGLUM12G12570	94	15	0
OS03G0242200	OGLUM12G12580	100	89	1
OS03G0242300	OGLUM12G12590	100	100	1
OS03G0242900	OGLUM03G09940	100	100	1
OS03G0243100	OGLUM03G09950	99	65	1
OS03G0243200	OGLUM03G09960	92	25	1
OS03G0243300	OGLUM03G09970	100	100	1
OS03G0243600	OGLUM03G09990	99	98	1
OS03G0243700	OGLUM03G10000	100	56	1
OS03G0244000	OGLUM03G10030	99	77	1
OS03G0244200	OGLUM03G10040	97	99	1
OS03G0244600	OGLUM03G10050	100	100	1
OS03G0244700	OGLUM03G10060	99	99	1
OS03G0244950	OGLUM03G10070	95	94	1
OS03G0245100	OGLUM03G10090	98	95	1
OS03G0245300	OGLUM03G10100	80	80	1
OS03G0245500	OGLUM03G10110	100	100	1
OS03G0245700	OGLUM03G10120	100	100	1
OS03G0245800	OGLUM03G10130	99	99	1
OS03G0246100	OGLUM03G10160	94	98	1
OS03G0246150	OGLUM03G10180	78	52	1
OS03G0246500	OGLUM03G10290	98	99	1
OS03G0246800	OGLUM03G10320	100	39	1
OS03G0246900	OGLUM03G10340	100	100	1
OS03G0247000	OGLUM03G10350	94	92	0
OS03G0247100	OGLUM03G10360	81	94	1
OS03G0247200	OGLUM03G10370	98	100	1
OS03G0247300	OGLUM03G10390	96	97	1
OS03G0247400	OGLUM03G10400	99	99	1
OS03G0247600	OGLUM03G10410	91	63	1
OS03G0247900	OGLUM03G10420	100	100	1
OS03G0248000	OGLUM03G10430	99	95	0
OS03G0248200	OGLUM03G10450	99	97	1
OS03G0248300	OGLUM03G10460	99	31	1
OS03G0248500	OGLUM03G10480	99	99	1
OS03G0248600	OGLUM03G10490	95	100	1
OS03G0249100	OGLUM03G10500	96	96	0
OS03G0249200	OGLUM03G10510	100	83	1
OS03G0249300	OGLUM03G10520	100	100	1
OS03G0249500	OGLUM03G10530	94	72	0
OS03G0249700	OGLUM03G10550	100	100	1
OS03G0249900	OGLUM03G10560	99	99	1
OS03G0250000	OGLUM03G10570	86	85	1
OS03G0250200	OGLUM03G10580	98	73	0
OS03G0250301	OGLUM03G10590	36	33	0
OS03G0250400	OGLUM03G10600	100	100	1
OS03G0251000	OGLUM03G10620	92	97	0
OS03G0251350	OGLUM03G10640	99	79	1
OS03G0251500	OGLUM03G10650	100	92	1
OS03G0251600	OGLUM03G10660	86	100	1
OS03G0251700	OGLUM03G10670	85	97	1
OS03G0251800	OGLUM03G10680	100	68	1
OS03G0252100	OGLUM03G10690	91	98	1
OS03G0252800	OGLUM03G10730	100	100	1
OS03G0252900	OGLUM03G10740	83	78	0
OS03G0253100	OGLUM03G10750	99	88	1
OS03G0253200	OGLUM03G10770	97	99	1
OS03G0253500	OGLUM03G10780	99	73	1
OS03G0253600	OGLUM03G10790	100	100	1
OS03G0253800	OGLUM03G10800	99	99	1
OS03G0254000	OGLUM03G10810	99	99	1
OS03G0254200	OGLUM03G10820	73	25	1
OS03G0254700	OGLUM03G10880	100	100	1
OS03G0254800	OGLUM03G10890	100	100	1
OS03G0254900	OGLUM03G10900	84	82	1
OS03G0255100	OGLUM03G10920	99	98	1
OS03G0255200	OGLUM03G10930	75	89	0
OS03G0255400	OGLUM03G10940	89	92	1
OS03G0255500	OGLUM03G10960	100	100	1
OS03G0255900	OGLUM03G10980	98	49	1
OS03G0256400	OGLUM03G11000	95	96	1
OS03G0256800	OGLUM03G11010	91	57	0
OS03G0257000	OGLUM03G11020	100	98	1
OS03G0257500	OGLUM03G11060	100	100	1
OS03G0257600	OGLUM03G11070	99	97	1
OS03G0258200	OGLUM03G11120	98	99	1
OS03G0258500	OGLUM03G11140	58	99	0
OS03G0258900	OGLUM03G11160	100	100	1
OS03G0259100	OGLUM03G11130	100	100	1
OS03G0259300	OGLUM03G11180	98	100	1
OS03G0259400	OGLUM03G11190	100	100	1
OS03G0259500	OGLUM03G11200	61	63	1
OS03G0259600	OGLUM03G11210	61	85	1
OS03G0259700	OGLUM03G11220	100	100	1
OS03G0259900	OGLUM03G11230	99	96	1
OS03G0260000	OGLUM03G11250	99	99	1
OS03G0260100	OGLUM03G11260	99	24	0
OS03G0260432	OGLUM03G11270	99	99	1
OS03G0260600	OGLUM03G11280	100	100	1
OS03G0261500	OGLUM03G11300	83	100	1
OS03G0261800	OGLUM03G11320	99	99	1
OS03G0261900	OGLUM03G11330	100	31	1
OS03G0262000	OGLUM03G11340	96	83	0
OS03G0262100	OGLUM03G11350	99	99	1
OS03G0262200	OGLUM03G11360	93	85	1
OS03G0262300	OGLUM03G11370	98	99	1
OS03G0262400	OGLUM03G11380	100	100	1
OS03G0262700	OGLUM03G11400	89	81	1
OS03G0262900	OGLUM03G11420	99	19	0
OS03G0263000	OGLUM03G11430	99	99	1
OS03G0263500	OGLUM03G11470	100	91	1
OS03G0263600	OGLUM03G11480	100	99	1
OS03G0263700	OGLUM03G11490	43	39	0
OS03G0263800	OGLUM03G11500	99	99	1
OS03G0263900	OGLUM03G11510	100	100	1
OS03G0264000	OGLUM03G11520	97	98	1
OS03G0264300	OGLUM03G11530	100	100	1
OS03G0264400	OGLUM03G11540	97	98	1
OS03G0264600	OGLUM03G11560	97	99	1
OS03G0264700	OGLUM03G11570	100	100	1
OS03G0264800	OGLUM03G11580	86	92	0
OS03G0265100	OGLUM03G11600	100	100	1
OS03G0265200	OGLUM03G11610	100	100	1
OS03G0265300	OGLUM03G11620	100	100	1
OS03G0265400	OGLUM03G11630	99	99	1
OS03G0265500	OGLUM03G11640	100	100	1
OS03G0265600	OGLUM03G11650	22	11	0
OS03G0265700	OGLUM03G11660	92	88	1
OS03G0265800	OGLUM03G11680	100	89	0
OS03G0265900	OGLUM03G11690	100	100	1
OS03G0266000	OGLUM03G11700	85	82	1
OS03G0266100	OGLUM07G05320	90	90	1
OS03G0266200	OGLUM03G11710	93	52	1
OS03G0266300	OGLUM07G05310	100	100	1
OS03G0266700	OGLUM03G11730	100	100	1
OS03G0266800	OGLUM03G11740	96	100	1
OS03G0267000	OGLUM03G11760	96	96	0
OS03G0267100	OGLUM07G05300	66	81	1
OS03G0267300	OGLUM03G11770	100	100	1
OS03G0267400	OGLUM03G11780	73	42	1
OS03G0267500	OGLUM03G11790	100	93	1
OS03G0267600	OGLUM03G11800	96	96	1
OS03G0267700	OGLUM03G11810	98	98	1
OS03G0267800	OGLUM03G11820	99	99	1
OS03G0268000	OGLUM03G11830	98	96	1
OS03G0268100	OGLUM03G11840	99	99	1
OS03G0268200	OGLUM03G11850	99	96	0
OS03G0268300	OGLUM03G11860	100	89	1
OS03G0268400	OGLUM03G11870	100	100	1
OS03G0268600	OGLUM03G11910	99	99	1
OS03G0268900	OGLUM03G11930	97	90	1
OS03G0269000	OGLUM03G11940	95	75	1
OS03G0269100	OGLUM03G11950	99	99	1
OS03G0269300	OGLUM03G11980	100	95	1
OS03G0269601	OGLUM03G11970	95	54	0
OS03G0269700	OGLUM03G11970	93	45	0
OS03G0269900	OGLUM03G11990	99	99	1
OS03G0270000	OGLUM03G12000	100	100	1
OS03G0270200	OGLUM03G12010	68	74	0
OS03G0270500	OGLUM03G12030	99	60	1
OS03G0270700	OGLUM03G12050	100	60	0
OS03G0270800	OGLUM03G12060	75	86	1
OS03G0271200	OGLUM03G12070	98	63	0
OS03G0271400	OGLUM03G12080	100	95	1
OS03G0271500	OGLUM03G12090	98	95	1
OS03G0271600	OGLUM03G12100	100	100	1
OS03G0271900	OGLUM03G12110	100	100	1
OS03G0272300	OGLUM03G12140	87	100	1
OS03G0272400	OGLUM03G12150	97	97	1
OS03G0272900	OGLUM03G12170	97	97	1
OS03G0273200	OGLUM03G12180	99	97	1
OS03G0273800	OGLUM03G12200	100	100	1
OS03G0274000	OGLUM03G12210	100	84	1
OS03G0274300	OGLUM03G12230	100	95	1
OS03G0274700	OGLUM03G12240	93	99	1
OS03G0274800	OGLUM03G12250	100	100	1
OS03G0275100	OGLUM03G12260	100	100	1
OS03G0275300	OGLUM03G12280	100	100	1
OS03G0275400	OGLUM03G12290	45	98	1
OS03G0275500	OGLUM03G12300	100	100	1
OS03G0275800	OGLUM03G12340	70	74	1
OS03G0275900	OGLUM03G12350	99	99	1
OS03G0276300	OGLUM03G12370	97	34	1
OS03G0276500	OGLUM03G12380	100	100	1
OS03G0276600	OGLUM03G12390	99	99	0
OS03G0276700	OGLUM03G12400	100	45	0
OS03G0276800	OGLUM03G12410	88	88	0
OS03G0276850	OGLUM06G16320	13	31	0
OS03G0276900	OGLUM03G12420	88	92	0
OS03G0277000	OGLUM03G12430	100	100	1
OS03G0277100	OGLUM03G12440	99	44	1
OS03G0277300	OGLUM03G12460	100	100	1
OS03G0277500	OGLUM03G12480	83	78	1
OS03G0277600	OGLUM03G12490	95	47	0
OS03G0277800	OGLUM03G12500	38	47	1
OS03G0278000	OGLUM03G12520	100	100	1
OS03G0278200	OGLUM03G12540	100	95	1
OS03G0278300	OGLUM03G12550	89	79	0
OS03G0278400	OGLUM03G12560	100	100	1
OS03G0278500	OGLUM03G12580	99	82	1
OS03G0278700	OGLUM03G12620	97	92	1
OS03G0278800	OGLUM03G12640	99	99	1
OS03G0278900	OGLUM03G12650	99	99	1
OS03G0279000	OGLUM01G19770	72	92	0
OS03G0279200	OGLUM01G19750	99	99	1
OS03G0279400	OGLUM03G12680	100	100	1
OS03G0279500	OGLUM03G12690	92	36	1
OS03G0279700	OGLUM03G12700	81	93	1
OS03G0279900	OGLUM03G12720	99	99	1
OS03G0280000	OGLUM03G12730	100	100	1
OS03G0280700	OGLUM03G12760	98	99	1
OS03G0280750	OGLUM03G12790	100	89	1
OS03G0280800	OGLUM03G12800	83	94	1
OS03G0281000	OGLUM03G12810	100	100	1
OS03G0281100	OGLUM03G12820	100	98	1
OS03G0281201	OGLUM03G12830	98	100	1
OS03G0281300	OGLUM03G12840	91	99	0
OS03G0281500	OGLUM03G12870	99	99	1
OS03G0281600	OGLUM03G12880	100	80	1
OS03G0282232	OGLUM03G12930	99	14	1
