Gene stable ID	Oryza rufipogon gene stable ID	% identity	Oryza rufipogon % identity	Orthology confidence [0 low, 1 high]
OS02G0675800	ORUFI02G29120	100	100	0
OS02G0676000	ORUFI02G29150	78	96	0
OS02G0676400	ORUFI02G29170	100	100	1
OS02G0676500	ORUFI02G29190	98	100	1
OS02G0676800	ORUFI02G29210	100	100	1
OS02G0677300	ORUFI02G29230	100	100	1
OS02G0677600	ORUFI02G29240	100	100	1
OS02G0677700	ORUFI02G29260	87	70	1
OS02G0677800	ORUFI02G29270	49	25	0
OS02G0678200	ORUFI02G29300	100	100	1
OS02G0678300	ORUFI02G29310	100	100	1
OS02G0678400	ORUFI02G29320	98	98	1
OS02G0678800	ORUFI02G29340	98	99	1
OS02G0679200	ORUFI02G29360	98	78	0
OS02G0679500	ORUFI02G29380	77	73	0
OS02G0679700	ORUFI02G29390	100	100	0
OS02G0680500	ORUFI02G29410	94	32	0
OS02G0680600	ORUFI02G29420	99	99	1
OS02G0680700	ORUFI02G29430	99	100	0
OS02G0681000	ORUFI02G29450	99	92	1
OS02G0681100	ORUFI02G29460	95	95	1
OS02G0681200	ORUFI02G29470	100	100	1
OS02G0681700	ORUFI02G29510	98	39	0
OS02G0681900	ORUFI02G29540	100	100	1
OS02G0682200	ORUFI02G29550	100	100	1
OS02G0682300	ORUFI02G29560	100	100	1
OS02G0682500	ORUFI02G29570	100	100	1
OS02G0682600	ORUFI02G29580	99	99	1
OS02G0682700	ORUFI06G05270	72	33	0
OS02G0683500	ORUFI02G29620	99	99	1
OS02G0683900	ORUFI02G29630	100	100	1
OS02G0684100	ORUFI02G29640	93	100	1
OS02G0684150	ORUFI02G29650	94	100	1
OS02G0684300	ORUFI02G29660	100	50	1
OS02G0684400	ORUFI02G29670	100	100	1
OS02G0684500	ORUFI05G20860	100	100	0
OS02G0685200	ORUFI02G29720	100	100	1
OS02G0685600	ORUFI02G29750	100	100	1
OS02G0685900	ORUFI02G29760	100	100	1
OS02G0686100	ORUFI02G29770	81	83	1
OS02G0686300	ORUFI02G29790	95	94	0
OS02G0686400	ORUFI02G29800	100	85	1
OS02G0686500	ORUFI02G29810	100	52	1
OS02G0686600	ORUFI02G29820	99	92	1
OS02G0686700	ORUFI02G29830	99	42	1
OS02G0686800	ORUFI02G29840	99	99	0
OS02G0687200	ORUFI02G29860	100	100	1
OS02G0687500	ORUFI02G29870	100	93	0
OS02G0687900	ORUFI02G29890	98	91	0
OS02G0688200	ORUFI02G29940	74	99	1
OS02G0688500	ORUFI02G29960	99	99	1
OS02G0688900	ORUFI02G29990	96	100	1
OS02G0689000	ORUFI02G30000	100	100	1
OS02G0689200	ORUFI02G30010	99	99	1
OS02G0689500	ORUFI02G30030	100	92	0
OS02G0689700	ORUFI02G30040	100	100	1
OS02G0689800	ORUFI02G30050	92	48	0
OS02G0689900	ORUFI02G30060	99	100	1
OS02G0690200	ORUFI02G30070	100	100	1
OS02G0690500	ORUFI02G30090	100	100	1
OS02G0690600	ORUFI02G30100	100	100	1
OS02G0690700	ORUFI02G30110	100	100	1
OS02G0690800	ORUFI02G30120	100	97	1
OS02G0691500	ORUFI02G30170	100	100	1
OS02G0692000	ORUFI02G30200	99	100	1
OS02G0692700	ORUFI02G30220	100	100	1
OS02G0693200	ORUFI02G30240	100	100	1
OS02G0693500	ORUFI02G30260	100	100	1
OS02G0693700	ORUFI02G30280	100	100	1
OS02G0694100	ORUFI02G30290	100	100	1
OS02G0694201	ORUFI02G30300	100	50	1
OS02G0694300	ORUFI02G30310	84	14	0
OS02G0694700	ORUFI04G25370	8	11	1
OS02G0694800	ORUFI02G30330	87	99	1
OS02G0694900	ORUFI02G30340	78	93	1
OS02G0695200	ORUFI02G30350	100	100	1
OS02G0695600	ORUFI02G30390	100	100	1
OS02G0695700	ORUFI02G30400	100	100	1
OS02G0695800	ORUFI02G30410	94	66	1
OS02G0695900	ORUFI02G30410	100	28	1
OS02G0696500	ORUFI02G30420	100	90	1
OS02G0696600	ORUFI12G06330	77	60	1
OS02G0696700	ORUFI02G30440	96	57	0
OS02G0696900	ORUFI02G30450	85	84	0
OS02G0697300	ORUFI02G30470	100	54	1
OS02G0697400	ORUFI02G30480	94	100	1
OS02G0697500	ORUFI02G30490	100	52	1
OS02G0697600	ORUFI02G30500	100	100	0
OS02G0697700	ORUFI02G30510	100	100	1
OS02G0697800	ORUFI02G30520	97	95	0
OS02G0698000	ORUFI02G30530	100	100	1
OS02G0698100	ORUFI02G30540	97	100	1
OS02G0698800	ORUFI02G30560	100	100	1
OS02G0699000	ORUFI02G30590	99	99	1
OS02G0699300	ORUFI02G30600	79	51	0
OS02G0699400	ORUFI02G30610	72	47	0
OS02G0699433	ORUFI02G30620	88	24	1
OS02G0699466	ORUFI02G30620	92	22	1
OS02G0699600	ORUFI02G30630	100	100	1
OS02G0699700	ORUFI02G30640	100	63	1
OS02G0699900	ORUFI02G30650	92	34	1
OS02G0700000	ORUFI02G30670	100	100	1
OS02G0700100	ORUFI02G30690	100	100	1
OS02G0700300	ORUFI02G30700	100	100	0
OS02G0700500	ORUFI02G30710	100	53	1
OS02G0700600	ORUFI02G30720	96	96	1
OS02G0700700	ORUFI02G30730	87	86	0
OS02G0701600	ORUFI02G30770	100	100	1
OS02G0701900	ORUFI02G30810	100	100	1
OS02G0702000	ORUFI02G30820	100	100	1
OS02G0702100	ORUFI02G30830	100	100	1
OS02G0702400	ORUFI02G30840	88	76	0
OS02G0702500	ORUFI02G30850	95	98	0
OS02G0702600	ORUFI02G30860	98	79	1
OS02G0702700	ORUFI02G30870	100	98	1
OS02G0702800	ORUFI02G30900	95	98	1
OS02G0703300	ORUFI02G30920	100	100	1
OS02G0703600	ORUFI02G30940	89	81	1
OS02G0703900	ORUFI02G30970	99	98	1
OS02G0704000	ORUFI02G30980	96	99	1
OS02G0704300	ORUFI02G30990	85	29	0
OS02G0704500	ORUFI02G31000	100	100	1
OS02G0704600	ORUFI02G31010	100	100	1
OS02G0704800	ORUFI02G31030	100	100	1
OS02G0704900	ORUFI02G31040	100	100	1
OS02G0704966	ORUFI02G31060	97	97	1
OS02G0705000	ORUFI02G31070	100	88	0
OS02G0705100	ORUFI02G31080	85	91	1
OS02G0705300	ORUFI02G31100	100	100	0
OS02G0705400	ORUFI02G31110	84	73	0
OS02G0705500	ORUFI02G31120	82	80	1
OS02G0705600	ORUFI02G31130	99	89	0
OS02G0706400	ORUFI02G31140	96	100	1
OS02G0706500	ORUFI02G31150	93	93	1
OS02G0706900	ORUFI02G31160	100	100	1
OS02G0707000	ORUFI02G31170	92	59	0
OS02G0707051	ORUFI02G31180	87	89	1
OS02G0707100	ORUFI02G31190	100	100	1
OS02G0707200	ORUFI02G31200	100	93	1
OS02G0708000	ORUFI02G31220	100	100	1
OS02G0708100	ORUFI02G31240	93	99	0
OS02G0708200	ORUFI02G31250	100	100	1
OS02G0708400	ORUFI02G31270	99	97	1
OS02G0708600	ORUFI02G31280	81	28	0
OS02G0709000	ORUFI02G31300	99	98	1
OS02G0709100	ORUFI02G31310	100	99	1
OS02G0709200	ORUFI02G31320	98	100	1
OS02G0709300	ORUFI02G31330	100	100	1
OS02G0709350	ORUFI02G31340	100	100	1
OS02G0709400	ORUFI02G31350	89	73	0
OS02G0709600	ORUFI02G31360	66	85	1
OS02G0709800	ORUFI02G31370	100	98	1
OS02G0710102	ORUFI02G31380	100	15	1
OS02G0710300	ORUFI02G31420	100	100	1
OS02G0710500	ORUFI02G31440	100	100	1
OS02G0710700	ORUFI06G16820	44	42	0
OS02G0710800	ORUFI02G31470	82	38	1
OS02G0710900	ORUFI02G31480	98	95	0
OS02G0711100	ORUFI02G31500	100	100	1
OS02G0711200	ORUFI02G31510	95	47	0
OS02G0711300	ORUFI02G31520	100	93	1
OS02G0711400	ORUFI02G31540	100	100	1
OS02G0711900	ORUFI02G31570	99	100	1
OS02G0712000	ORUFI02G31580	88	91	1
OS02G0712500	ORUFI02G31590	94	66	1
OS02G0712600	ORUFI02G31600	85	98	1
OS02G0712700	ORUFI02G31610	89	100	1
OS02G0712800	ORUFI02G31620	83	84	1
OS02G0713250	ORUFI02G31650	100	100	0
OS02G0713400	ORUFI02G31660	100	100	0
OS02G0713500	ORUFI02G31670	86	92	1
OS02G0713700	ORUFI02G31680	100	100	0
OS02G0713900	ORUFI02G31690	91	52	1
OS02G0714000	ORUFI02G31700	97	80	0
OS02G0714100	ORUFI02G31710	100	100	1
OS02G0714200	ORUFI02G31720	94	100	0
OS02G0714300	ORUFI02G31730	93	97	0
OS02G0714500	ORUFI02G31740	100	62	1
OS02G0714600	ORUFI02G31750	100	91	1
OS02G0714700	ORUFI02G31760	100	35	1
OS02G0714801	ORUFI02G31780	93	86	1
OS02G0715000	ORUFI02G31800	100	100	1
OS02G0715200	ORUFI02G31810	96	96	1
OS02G0715300	ORUFI02G31820	99	99	1
OS02G0715400	ORUFI02G31840	100	100	1
OS02G0716500	ORUFI02G31900	100	100	1
OS02G0716800	ORUFI02G31910	95	87	0
OS02G0717100	ORUFI02G31920	100	100	1
OS02G0717200	ORUFI02G31930	100	95	0
OS02G0717300	ORUFI02G31940	99	99	1
OS02G0717400	ORUFI02G31950	96	100	0
OS02G0717500	ORUFI02G31960	100	100	1
OS02G0717600	ORUFI02G31970	99	100	1
OS02G0717700	ORUFI02G31980	96	89	0
OS02G0717900	ORUFI02G32000	100	100	0
OS02G0718000	ORUFI02G32010	100	100	1
OS02G0718600	ORUFI02G32040	73	99	1
OS02G0718900	ORUFI02G32050	100	100	1
OS02G0719000	ORUFI02G32060	100	100	1
OS02G0719100	ORUFI02G32070	100	100	1
OS02G0719600	ORUFI02G32100	100	100	1
OS02G0719700	ORUFI02G32110	79	95	1
OS02G0719800	ORUFI02G32120	100	89	1
OS02G0720000	ORUFI02G32130	97	35	1
OS02G0720100	ORUFI02G32140	100	100	1
OS02G0720200	ORUFI02G32150	100	100	1
OS02G0720300	ORUFI02G32160	100	91	1
OS02G0720400	ORUFI02G32170	68	78	0
OS02G0720500	ORUFI02G32180	98	36	0
OS02G0720600	ORUFI02G32190	98	98	0
OS02G0720700	ORUFI02G32200	93	89	0
OS02G0720900	ORUFI02G32210	97	97	0
OS02G0721100	ORUFI02G32220	100	100	1
OS02G0721200	ORUFI02G32230	92	99	1
OS02G0721600	ORUFI02G32260	100	100	1
OS02G0721700	ORUFI02G32270	99	99	1
OS02G0721800	ORUFI02G32280	96	100	1
OS02G0722001	ORUFI02G32290	96	89	1
OS02G0722400	ORUFI02G32310	83	81	0
OS02G0722500	ORUFI02G32320	92	100	1
OS02G0722700	ORUFI02G32330	100	100	1
OS02G0722800	ORUFI02G32340	98	97	0
OS02G0723200	ORUFI02G32350	94	100	1
OS02G0723300	ORUFI02G32360	96	94	1
OS02G0723400	ORUFI02G32370	46	76	0
OS02G0723600	ORUFI02G32380	100	92	1
OS02G0723700	ORUFI02G32390	97	93	1
OS02G0724000	ORUFI02G32410	100	83	1
OS02G0724100	ORUFI02G32420	98	100	1
OS02G0724500	ORUFI02G32440	100	100	1
OS02G0724600	ORUFI02G32450	100	100	1
OS02G0725000	ORUFI02G32480	100	100	1
OS02G0725100	ORUFI02G32490	100	100	1
OS02G0725300	ORUFI02G32500	94	56	1
OS02G0725500	ORUFI02G32520	100	100	1
OS02G0725600	ORUFI02G32530	100	55	1
OS02G0725700	ORUFI02G32540	76	76	0
OS02G0725900	ORUFI02G32550	99	99	1
OS02G0726000	ORUFI02G32560	100	100	1
OS02G0726300	ORUFI02G32580	100	100	1
OS02G0726400	ORUFI02G32590	100	100	0
OS02G0726500	ORUFI02G32600	100	100	1
OS02G0726600	ORUFI02G32610	100	60	1
OS02G0726700	ORUFI02G32620	88	67	0
OS02G0727100	ORUFI02G32630	100	100	1
OS02G0727300	ORUFI02G32640	99	100	1
OS02G0727500	ORUFI02G32650	73	100	1
OS02G0727700	ORUFI02G32670	100	100	1
OS02G0728001	ORUFI02G32700	100	100	1
OS02G0728100	ORUFI02G32690	99	87	1
OS02G0728300	ORUFI02G32720	80	100	1
OS02G0728500	ORUFI02G32730	88	45	1
OS02G0728600	ORUFI02G32740	70	98	0
OS02G0728700	ORUFI02G32750	100	100	1
OS02G0729100	ORUFI02G32780	99	80	1
OS02G0729200	ORUFI02G32790	100	100	1
OS02G0729350	ORUFI02G32810	97	78	1
OS02G0729400	ORUFI02G32820	99	85	1
OS02G0729700	ORUFI02G32840	100	100	1
OS02G0730000	ORUFI02G32860	100	94	1
OS02G0730050	ORUFI02G32850	33	24	0
OS02G0730100	ORUFI02G32870	82	32	1
OS02G0730300	ORUFI02G32890	100	99	1
OS02G0730400	ORUFI02G32900	100	81	1
OS02G0730500	ORUFI02G32910	99	99	0
OS02G0730600	ORUFI02G32920	100	100	1
OS02G0730700	ORUFI02G32930	100	100	0
OS02G0730800	ORUFI02G32950	100	100	0
OS02G0730900	ORUFI02G32960	100	100	1
OS02G0731200	ORUFI02G32980	84	73	1
OS02G0731400	ORUFI02G32990	100	100	1
OS02G0731500	ORUFI02G33000	99	61	1
OS02G0731600	ORUFI02G33010	97	55	1
OS02G0731700	ORUFI02G33020	98	98	1
OS02G0731900	ORUFI02G33040	97	100	0
OS02G0732200	ORUFI02G33050	100	100	1
OS02G0732300	ORUFI02G33060	71	40	0
OS02G0732400	ORUFI02G33070	45	22	0
OS02G0732500	ORUFI02G33080	100	87	1
OS02G0732600	ORUFI02G33090	70	70	0
OS02G0732700	ORUFI02G33100	100	97	1
OS02G0732800	ORUFI02G33110	94	98	0
OS02G0732900	ORUFI02G33120	100	100	1
OS02G0733001	ORUFI02G33130	98	93	1
OS02G0733200	ORUFI02G33150	90	65	1
OS02G0733300	ORUFI02G33160	99	99	1
OS02G0733400	ORUFI02G33170	99	99	1
OS02G0733500	ORUFI02G33180	99	99	1
OS02G0733800	ORUFI02G33220	100	100	0
OS02G0733900	ORUFI02G33230	100	100	1
OS02G0734400	ORUFI02G33250	27	100	1
OS02G0734500	ORUFI02G33260	40	66	0
OS02G0734600	ORUFI02G33270	99	99	1
OS02G0734900	ORUFI10G03140	49	77	0
OS02G0735100	ORUFI02G33300	98	95	0
OS02G0735200	ORUFI02G33310	100	100	1
OS02G0735700	ORUFI02G33330	100	100	1
OS02G0735800	ORUFI02G33340	100	100	1
OS02G0735900	ORUFI02G33350	100	40	1
OS02G0736100	ORUFI02G33370	100	100	1
OS02G0736300	ORUFI02G33390	100	100	1
OS02G0736400	ORUFI02G33400	100	100	0
OS02G0736500	ORUFI02G33410	98	99	0
OS02G0736600	ORUFI02G33420	94	81	1
OS02G0737200	ORUFI02G33440	100	100	1
OS02G0737300	ORUFI02G33460	100	100	1
OS02G0738100	ORUFI02G33500	80	32	0
OS02G0738200	ORUFI02G33510	100	100	1
OS02G0738400	ORUFI02G33520	100	99	1
OS02G0738600	ORUFI02G33530	100	100	1
OS02G0738900	ORUFI02G33550	100	100	1
OS02G0739000	ORUFI02G33560	99	99	1
OS02G0739400	ORUFI02G33600	100	100	1
OS02G0739700	ORUFI02G33610	98	54	1
OS02G0739900	ORUFI02G33620	80	96	0
OS02G0740300	ORUFI02G33640	84	82	0
OS02G0740400	ORUFI02G33650	100	100	1
OS02G0740500	ORUFI02G33660	73	49	0
OS02G0740600	ORUFI02G33670	100	100	1
OS02G0740700	ORUFI02G33680	100	100	1
OS02G0740900	ORUFI02G33690	99	100	1
OS02G0741100	ORUFI02G33710	100	100	1
OS02G0741300	ORUFI02G33730	99	100	1
OS02G0741400	ORUFI02G33740	97	25	0
OS02G0741500	ORUFI02G33740	100	25	0
OS02G0741700	ORUFI02G33750	84	74	0
OS02G0741800	ORUFI02G33760	100	100	1
OS02G0741900	ORUFI02G33770	90	97	0
OS02G0742100	ORUFI02G33780	100	49	1
OS02G0742200	ORUFI02G33800	85	85	1
OS02G0742500	ORUFI02G33810	82	11	0
OS02G0742700	ORUFI02G33830	100	100	1
OS02G0742800	ORUFI02G33840	100	43	1
OS02G0742900	ORUFI02G33840	100	24	1
OS02G0743100	ORUFI02G33850	100	100	1
OS02G0743200	ORUFI02G33860	91	94	0
OS02G0743400	ORUFI02G33880	98	94	0
OS02G0743500	ORUFI02G33890	100	100	1
OS02G0743600	ORUFI02G33900	76	59	1
OS02G0743700	ORUFI02G33910	75	84	1
OS02G0743800	ORUFI02G33920	84	86	0
OS02G0743900	ORUFI02G33930	69	82	0
OS02G0744000	ORUFI02G33940	94	100	0
OS02G0744100	ORUFI02G33950	100	100	1
OS02G0744200	ORUFI02G33960	100	100	1
OS02G0744501	ORUFI02G33970	100	100	1
OS02G0744650	ORUFI02G33980	91	66	1
OS02G0744700	ORUFI02G33990	97	94	0
OS02G0744900	ORUFI02G34000	100	100	1
OS02G0745000	ORUFI02G34020	100	67	1
OS02G0745100	ORUFI02G34030	100	100	1
OS02G0745200	ORUFI02G34040	86	42	1
OS02G0745250	ORUFI02G34050	83	40	1
OS02G0745400	ORUFI02G34060	100	100	0
OS02G0745600	ORUFI02G34070	81	99	1
OS02G0745700	ORUFI02G34080	100	100	1
OS02G0746000	ORUFI02G34100	99	77	0
OS02G0747400	ORUFI02G34130	100	100	1
OS02G0747500	ORUFI02G34140	100	100	1
OS02G0747600	ORUFI02G34150	99	85	1
OS02G0747900	ORUFI02G34170	100	100	0
OS02G0748100	ORUFI02G34180	100	100	1
OS02G0748300	ORUFI02G34190	100	100	1
OS02G0748800	ORUFI02G34200	100	100	1
OS02G0749150	ORUFI02G34230	99	27	0
OS02G0749300	ORUFI02G34240	90	47	1
OS02G0749450	ORUFI02G34270	96	88	1
OS02G0749500	ORUFI02G34280	58	10	0
OS02G0749700	ORUFI02G34290	89	96	0
OS02G0749900	ORUFI02G34300	100	85	0
OS02G0750100	ORUFI02G34310	99	38	1
OS02G0750400	ORUFI02G34320	100	44	0
OS02G0750500	ORUFI02G34330	98	57	1
OS02G0750800	ORUFI02G34340	100	100	1
OS02G0751100	ORUFI02G34350	100	95	0
OS02G0751300	ORUFI02G34370	100	100	1
OS02G0751600	ORUFI02G34380	88	99	0
OS02G0751800	ORUFI02G34400	100	100	1
OS02G0751900	ORUFI02G34410	96	95	1
OS02G0752000	ORUFI02G34420	100	100	1
OS02G0752200	ORUFI02G34430	100	100	1
OS02G0752300	ORUFI02G34440	100	100	1
OS02G0752600	ORUFI02G34450	99	100	1
OS02G0752800	ORUFI02G34460	100	100	1
OS02G0753000	ORUFI02G34470	86	72	1
OS02G0753200	ORUFI02G34480	100	97	1
OS02G0753300	ORUFI02G34490	100	100	1
OS02G0753400	ORUFI02G35320	100	100	1
OS02G0753500	ORUFI02G34500	100	49	1
OS02G0753700	ORUFI02G34510	76	60	1
OS02G0753800	ORUFI02G34520	100	100	1
OS02G0753900	ORUFI02G34530	100	37	1
OS02G0754100	ORUFI02G34540	99	100	1
OS02G0754300	ORUFI02G34550	100	100	1
OS02G0754500	ORUFI02G34570	100	97	1
OS02G0754700	ORUFI02G34580	100	100	1
OS02G0754800	ORUFI02G34590	99	72	1
OS02G0754900	ORUFI02G34600	100	74	1
OS02G0755000	ORUFI02G34610	100	100	1
OS02G0755200	ORUFI02G34630	100	100	1
OS02G0755400	ORUFI02G34640	99	57	1
OS02G0755900	ORUFI02G34660	95	100	1
OS02G0756100	ORUFI02G34670	99	99	0
OS02G0756600	ORUFI02G34680	96	49	1
OS02G0756800	ORUFI02G34690	100	100	1
OS02G0757100	ORUFI02G34710	99	97	1
OS02G0757700	ORUFI02G34750	100	100	1
OS02G0757900	ORUFI02G34760	100	100	1
OS02G0758000	ORUFI02G34770	100	100	0
OS02G0758100	ORUFI02G34780	100	84	1
OS02G0758200	ORUFI02G34790	95	99	1
OS02G0758800	ORUFI02G34800	91	100	1
OS02G0759000	ORUFI02G34810	100	46	1
OS02G0759400	ORUFI02G34830	98	100	1
OS02G0759500	ORUFI02G34840	100	100	1
OS02G0759700	ORUFI02G34850	99	83	1
OS02G0759800	ORUFI02G34860	100	100	1
OS02G0759900	ORUFI02G34870	79	79	0
OS02G0760000	ORUFI02G34880	47	69	0
OS02G0760200	ORUFI02G34890	89	78	0
OS02G0760300	ORUFI02G34900	100	100	1
OS02G0760400	ORUFI02G34910	99	92	1
OS02G0760500	ORUFI02G34920	86	100	1
OS02G0760600	ORUFI02G34930	98	59	1
OS02G0761000	ORUFI02G34940	100	100	1
OS02G0761100	ORUFI02G34960	100	97	1
OS02G0761200	ORUFI02G34970	100	100	1
OS02G0761300	ORUFI02G34980	99	100	0
OS02G0761400	ORUFI02G34990	99	11	0
OS02G0761500	ORUFI02G35000	100	98	1
OS02G0761600	ORUFI02G35010	100	100	1
OS02G0761700	ORUFI02G35020	95	100	1
OS02G0761900	ORUFI02G35030	99	65	1
OS02G0762100	ORUFI02G35060	100	100	1
OS02G0762200	ORUFI02G35070	98	98	0
OS02G0762300	ORUFI02G35080	98	77	0
OS02G0762400	ORUFI02G35090	99	99	1
OS02G0762600	ORUFI02G35100	99	97	0
OS02G0762800	ORUFI02G35120	94	97	0
OS02G0763000	ORUFI02G35140	100	100	1
OS02G0763200	ORUFI02G35150	100	93	1
OS02G0764500	ORUFI02G35170	100	100	1
OS02G0764700	ORUFI02G35180	99	87	1
OS02G0765400	ORUFI02G35190	97	100	1
OS02G0765600	ORUFI02G35210	99	100	1
OS02G0765900	ORUFI01G16740	95	25	1
OS02G0766600	ORUFI02G35250	61	75	0
OS02G0766700	ORUFI02G35260	100	99	1
OS02G0766900	ORUFI02G35280	53	56	0
OS02G0767000	ORUFI02G35290	77	93	0
OS02G0767100	ORUFI02G35300	100	60	1
OS02G0767200	ORUFI02G35310	97	98	1
OS02G0767300	ORUFI02G35330	99	98	1
OS02G0767400	ORUFI02G35340	100	100	1
OS02G0767500	ORUFI02G35350	100	100	1
OS02G0767600	ORUFI06G07260	40	40	0
OS02G0767700	ORUFI02G35370	90	99	1
OS02G0767800	ORUFI02G35380	57	80	1
OS02G0767800	ORUFI06G07240	36	51	1
OS02G0767900	ORUFI02G35410	97	70	0
OS02G0768000	ORUFI02G35400	76	100	1
OS02G0768200	ORUFI02G35420	99	99	1
OS02G0768300	ORUFI02G35430	99	99	1
OS02G0768600	ORUFI02G35450	89	92	0
OS02G0768700	ORUFI02G35460	98	99	1
OS02G0769100	ORUFI02G35480	98	98	1
OS02G0769200	ORUFI02G35500	88	45	0
OS02G0769700	ORUFI02G35520	87	51	0
OS02G0769900	ORUFI02G35540	100	100	0
OS02G0770000	ORUFI02G35550	100	100	1
OS02G0770100	ORUFI02G35560	88	99	0
OS02G0770300	ORUFI02G38000	70	13	0
OS02G0770500	ORUFI02G35580	97	83	1
OS02G0770700	ORUFI02G35590	87	77	0
OS02G0770700	ORUFI02G35600	1	5	0
OS02G0770800	ORUFI02G35610	99	99	1
OS02G0771100	ORUFI02G35620	100	100	1
OS02G0771200	ORUFI02G35630	97	97	1
OS02G0771400	ORUFI02G35640	100	100	1
OS02G0771600	ORUFI02G35660	100	100	1
OS02G0771700	ORUFI02G35670	100	100	1
OS02G0771800	ORUFI02G35680	98	95	1
OS02G0772000	ORUFI02G35700	92	33	1
OS02G0772150	ORUFI02G29440	25	40	0
OS02G0772150	ORUFI09G15770	13	18	0
OS02G0772200	ORUFI02G35720	99	99	1
OS02G0772300	ORUFI02G35730	89	81	0
OS02G0772500	ORUFI02G35740	92	100	1
OS02G0773200	ORUFI02G35780	100	100	1
OS02G0773300	ORUFI02G35790	99	77	1
OS02G0773400	ORUFI02G35800	100	100	0
OS02G0773500	ORUFI02G35810	99	99	1
OS02G0773600	ORUFI02G35820	72	87	1
OS02G0773732	ORUFI02G35840	98	98	1
OS02G0773800	ORUFI02G35850	99	72	1
OS02G0774100	ORUFI02G35860	92	84	0
OS02G0774200	ORUFI02G35870	99	99	0
OS02G0774300	ORUFI02G35880	100	100	1
OS02G0774500	ORUFI02G35890	85	87	0
OS02G0774800	ORUFI07G24070	12	11	0
OS02G0774800	ORUFI07G24140	24	14	0
OS02G0775100	ORUFI02G35930	100	64	0
OS02G0775200	ORUFI02G35940	87	90	0
OS02G0775300	ORUFI02G35950	99	99	1
OS02G0775400	ORUFI02G35960	83	45	1
OS02G0775600	ORUFI02G35970	100	100	1
OS02G0775900	ORUFI02G35990	99	99	1
OS02G0776400	ORUFI02G36020	80	74	0
OS02G0776600	ORUFI02G36030	100	100	1
OS02G0776700	ORUFI02G36040	100	94	1
OS02G0776800	ORUFI02G36050	100	100	1
OS02G0776900	ORUFI02G36060	88	96	1
OS02G0777100	ORUFI02G36070	92	93	0
OS02G0777400	ORUFI02G36090	98	48	0
OS02G0778200	ORUFI02G36140	97	89	1
OS02G0778300	ORUFI02G36150	99	99	1
OS02G0778400	ORUFI02G36160	87	95	1
OS02G0778500	ORUFI02G36170	70	99	0
OS02G0778600	ORUFI02G36180	100	100	1
OS02G0778700	ORUFI02G36190	100	100	1
OS02G0778801	ORUFI12G11830	95	62	1
OS02G0779200	ORUFI02G36210	100	97	1
OS02G0779300	ORUFI02G36220	74	90	0
OS02G0779900	ORUFI02G36250	94	95	1
OS02G0780000	ORUFI02G36260	99	44	1
OS02G0780200	ORUFI02G36270	97	100	1
OS02G0780500	ORUFI02G36280	86	84	0
OS02G0780550	ORUFI02G36290	100	100	1
OS02G0780600	ORUFI02G36300	96	100	1
OS02G0780700	ORUFI02G36310	100	100	1
OS02G0780800	ORUFI02G36320	99	99	1
OS02G0781000	ORUFI02G36330	99	51	0
OS02G0781300	ORUFI02G36340	72	71	0
OS02G0781400	ORUFI02G36350	100	100	1
OS02G0781600	ORUFI02G36360	88	94	0
OS02G0781700	ORUFI02G36370	84	95	1
OS02G0781800	ORUFI02G36380	95	47	0
OS02G0781900	ORUFI02G36390	68	80	0
OS02G0782100	ORUFI02G36400	100	90	1
OS02G0782200	ORUFI02G36410	64	100	1
OS02G0782500	ORUFI02G36420	99	99	0
OS02G0782600	ORUFI02G36440	100	47	0
OS02G0782700	ORUFI02G36450	100	100	0
OS02G0782800	ORUFI02G36460	100	39	1
OS02G0782900	ORUFI02G36470	99	83	1
OS02G0783000	ORUFI02G36480	95	100	1
OS02G0783100	ORUFI02G36490	98	83	1
OS02G0783625	ORUFI02G36510	93	43	0
OS02G0783700	ORUFI02G36510	98	21	0
OS02G0784100	ORUFI02G36540	86	21	1
OS02G0784100	ORUFI02G36550	1	2	1
OS02G0784400	ORUFI02G36560	0	0	0
OS02G0784400	ORUFI02G36580	100	100	0
OS02G0784700	ORUFI02G36600	100	44	1
OS02G0784900	ORUFI02G36620	99	100	1
OS02G0785000	ORUFI02G36630	93	22	1
OS02G0785800	ORUFI02G36640	100	100	1
OS02G0785900	ORUFI02G36650	91	16	0
OS02G0786000	ORUFI02G36660	80	100	1
OS02G0786200	ORUFI02G36670	92	71	1
OS02G0786400	ORUFI02G36680	60	47	1
OS02G0786500	ORUFI02G36690	85	43	0
OS02G0786900	ORUFI02G36730	100	100	1
OS02G0787000	ORUFI02G36740	100	100	1
OS02G0787100	ORUFI02G36750	92	97	0
OS02G0787200	ORUFI02G36760	97	98	0
OS02G0787300	ORUFI02G36770	100	100	1
OS02G0787600	ORUFI02G36790	99	99	1
OS02G0787800	ORUFI02G36800	100	95	1
OS02G0788300	ORUFI02G36830	94	97	0
OS02G0788400	ORUFI02G36840	100	100	1
OS02G0788500	ORUFI02G36850	96	100	1
OS02G0788600	ORUFI02G36860	76	71	0
OS02G0788800	ORUFI02G36870	96	57	1
OS02G0789100	ORUFI02G36880	100	100	1
OS02G0789600	ORUFI02G36900	100	100	1
OS02G0789700	ORUFI02G36910	58	56	1
OS02G0790500	ORUFI02G36950	99	59	1
OS02G0790600	ORUFI02G36960	99	98	0
OS02G0791200	ORUFI02G36980	100	100	1
