Gene stable ID	Ostreococcus lucimarinus gene stable ID	% identity	Ostreococcus lucimarinus % identity	Orthology confidence [0 low, 1 high]
OS03G0265300	OSTLU_43906	32	35	1
OS03G0265400	OSTLU_40690	33	43	1
OS03G0266000	OSTLU_7601	26	42	1
OS03G0266100	OSTLU_26910	16	10	1
OS03G0266200	OSTLU_28765	56	30	0
OS03G0267300	OSTLU_25840	40	47	1
OS03G0267300	OSTLU_30353	56	59	1
OS03G0267700	OSTLU_5951	41	48	1
OS03G0267800	OSTLU_40934	27	29	1
OS03G0268200	OSTLU_41102	19	46	1
OS03G0268300	OSTLU_17319	44	45	1
OS03G0268300	OSTLU_46154	40	44	1
OS03G0268900	OSTLU_34089	49	49	1
OS03G0269000	OSTLU_34089	50	40	1
OS03G0269100	OSTLU_34089	41	47	1
OS03G0270200	OSTLU_26974	9	35	1
OS03G0271100	OSTLU_41331	24	38	1
OS03G0271200	OSTLU_36376	28	44	0
OS03G0273800	OSTLU_15835	16	23	1
OS03G0273800	OSTLU_18726	21	22	1
OS03G0274000	OSTLU_24151	38	39	1
OS03G0276500	OSTLU_28169	83	83	1
OS03G0276700	OSTLU_29119	31	29	1
OS03G0276800	OSTLU_28169	66	57	1
OS03G0277000	OSTLU_42040	55	55	1
OS03G0277300	OSTLU_28169	81	82	1
OS03G0277800	OSTLU_32237	13	29	1
OS03G0277800	OSTLU_9256	13	39	1
OS03G0278000	OSTLU_29801	63	65	1
OS03G0278000	OSTLU_33309	63	65	1
OS03G0278000	OSTLU_43376	67	72	1
OS03G0278200	OSTLU_14357	4	8	0
OS03G0278200	OSTLU_18839	4	8	0
OS03G0278400	OSTLU_3230	26	38	1
OS03G0278900	OSTLU_13609	29	38	1
OS03G0279000	OSTLU_12804	60	81	1
OS03G0279000	OSTLU_13105	60	81	1
OS03G0279400	OSTLU_33128	54	54	1
OS03G0279900	OSTLU_87446	25	24	1
OS03G0279950	OSTLU_118778	19	14	1
OS03G0280800	OSTLU_29801	52	64	1
OS03G0280800	OSTLU_33309	52	64	1
OS03G0280800	OSTLU_43376	57	73	1
OS03G0281600	OSTLU_29095	60	49	1
OS03G0283600	OSTLU_39077	33	45	1
OS03G0283800	OSTLU_30439	0	0	1
OS03G0284400	OSTLU_36113	29	30	1
OS03G0284600	OSTLU_29175	18	23	1
OS03G0284800	OSTLU_12516	54	70	1
OS03G0284900	OSTLU_30981	8	15	1
OS03G0285800	OSTLU_94760	57	52	1
OS03G0285900	OSTLU_8794	9	24	1
OS03G0286200	OSTLU_13638	45	51	1
OS03G0286300	OSTLU_29288	49	48	1
OS03G0287900	OSTLU_10646	20	27	0
OS03G0289100	OSTLU_12650	53	55	0
OS03G0289200	OSTLU_7010	30	44	1
OS03G0289300	OSTLU_50249	18	23	1
OS03G0291500	OSTLU_45116	46	43	0
OS03G0292100	OSTLU_49552	24	29	1
OS03G0292200	OSTLU_16237	57	55	1
OS03G0292800	OSTLU_10538	23	45	1
OS03G0293000	OSTLU_5385	5	14	1
OS03G0293400	OSTLU_32308	0	0	0
OS03G0294200	OSTLU_3092	15	40	0
OS03G0294200	OSTLU_40330	27	35	0
OS03G0294600	OSTLU_36086	45	19	1
OS03G0294900	OSTLU_35452	52	58	1
OS03G0295400	OSTLU_35770	37	39	1
OS03G0295500	OSTLU_34652	36	38	1
OS03G0295700	OSTLU_17704	21	19	1
OS03G0296300	OSTLU_94294	43	36	1
OS03G0296400	OSTLU_119592	56	59	1
OS03G0296800	OSTLU_15926	41	45	1
OS03G0297100	OSTLU_33586	53	61	1
OS03G0297300	OSTLU_33586	48	29	1
OS03G0297400	OSTLU_16833	44	58	1
OS03G0298400	OSTLU_30617	76	77	1
OS03G0298800	OSTLU_48819	31	32	1
OS03G0299900	OSTLU_30412	53	61	1
OS03G0300200	OSTLU_17094	24	32	1
OS03G0300900	OSTLU_6525	22	31	1
OS03G0301500	OSTLU_9818	10	58	1
OS03G0301700	OSTLU_40915	19	26	1
OS03G0301950	OSTLU_26222	24	22	1
OS03G0302000	OSTLU_26222	30	26	1
OS03G0302200	OSTLU_18155	9	16	1
OS03G0302700	OSTLU_9831	52	52	1
OS03G0304500	OSTLU_31834	11	10	1
OS03G0304500	OSTLU_8481	6	25	1
OS03G0305500	OSTLU_26950	34	40	0
OS03G0306200	OSTLU_29038	21	4	0
OS03G0306302	OSTLU_29038	8	1	0
OS03G0307100	OSTLU_249	44	50	1
OS03G0307800	OSTLU_19017	20	18	0
OS03G0308000	OSTLU_10549	22	62	1
OS03G0308100	OSTLU_30030	51	57	1
OS03G0308500	OSTLU_1114	29	47	1
OS03G0308800	OSTLU_87186	14	16	1
OS03G0310400	OSTLU_9226	19	54	1
OS03G0312600	OSTLU_119578	33	52	1
OS03G0313000	OSTLU_9445	25	44	1
OS03G0313100	OSTLU_34044	23	51	1
OS03G0313300	OSTLU_18069	23	21	0
OS03G0313300	OSTLU_18123	23	21	0
OS03G0313600	OSTLU_29392	51	55	1
OS03G0314100	OSTLU_12120	70	56	1
OS03G0314200	OSTLU_47312	41	50	1
OS03G0314700	OSTLU_9865	19	58	1
OS03G0315800	OSTLU_36339	32	37	1
OS03G0316900	OSTLU_40034	49	44	1
OS03G0318500	OSTLU_45668	39	50	1
OS03G0319100	OSTLU_33884	32	35	1
OS03G0319300	OSTLU_39965	92	92	1
OS03G0321000	OSTLU_38393	24	42	1
OS03G0321400	OSTLU_4129	37	8	1
OS03G0321800	OSTLU_38676	37	43	1
OS03G0321900	OSTLU_45819	45	47	1
OS03G0322500	OSTLU_33695	57	54	1
OS03G0322800	OSTLU_42140	28	35	1
OS03G0323200	OSTLU_45384	74	50	1
OS03G0323500	OSTLU_30703	12	11	1
OS03G0323800	OSTLU_34552	53	57	1
OS03G0324800	OSTLU_14565	19	24	1
OS03G0325000	OSTLU_27708	52	43	1
OS03G0325000	OSTLU_40662	50	38	1
OS03G0325600	OSTLU_27102	10	17	1
OS03G0326500	OSTLU_7608	14	11	1
OS03G0328000	OSTLU_31873	24	3	1
OS03G0328300	OSTLU_33886	13	10	1
OS03G0329900	OSTLU_26932	17	20	1
OS03G0330200	OSTLU_33106	59	60	1
OS03G0331600	OSTLU_9419	25	38	1
OS03G0332500	OSTLU_30754	59	62	1
OS03G0332700	OSTLU_14765	41	59	1
OS03G0333100	OSTLU_39301	40	41	1
OS03G0333300	OSTLU_88846	43	54	1
OS03G0333400	OSTLU_33201	23	45	1
OS03G0334000	OSTLU_3119	39	58	1
OS03G0334800	OSTLU_89323	41	37	1
OS03G0335100	OSTLU_39295	1	3	0
OS03G0335300	OSTLU_1118	41	43	1
OS03G0335600	OSTLU_33832	59	30	1
OS03G0336300	OSTLU_45399	26	29	1
OS03G0336700	OSTLU_29204	14	16	1
OS03G0337600	OSTLU_17656	54	62	1
OS03G0337700	OSTLU_12510	50	48	0
OS03G0337800	OSTLU_119482	70	76	1
OS03G0337900	OSTLU_13405	33	36	0
OS03G0337900	OSTLU_46735	54	59	0
OS03G0338600	OSTLU_27900	29	27	1
OS03G0339100	OSTLU_50173	50	61	1
OS03G0340001	OSTLU_17656	35	20	1
OS03G0340900	OSTLU_31932	29	33	1
OS03G0341000	OSTLU_9237	18	58	1
OS03G0341100	OSTLU_33583	74	74	0
OS03G0343300	OSTLU_31001	25	31	1
OS03G0343500	OSTLU_9463	66	78	1
OS03G0343700	OSTLU_40469	38	33	1
OS03G0344300	OSTLU_7192	20	41	1
OS03G0344900	OSTLU_30150	34	38	1
OS03G0345100	OSTLU_13605	24	26	1
OS03G0345200	OSTLU_27816	62	62	1
OS03G0347200	OSTLU_93003	7	20	1
OS03G0347800	OSTLU_7303	28	28	1
OS03G0348500	OSTLU_44336	12	7	1
OS03G0350100	OSTLU_30396	54	64	1
OS03G0350300	OSTLU_30396	54	64	1
OS03G0351200	OSTLU_27566	49	52	1
OS03G0351300	OSTLU_14648	27	30	0
OS03G0351300	OSTLU_2142	27	31	0
OS03G0351400	OSTLU_44336	29	31	1
OS03G0352300	OSTLU_50302	51	60	1
OS03G0352400	OSTLU_42327	49	59	1
OS03G0352800	OSTLU_42161	44	53	1
OS03G0353600	OSTLU_32368	18	4	1
OS03G0353701	OSTLU_32368	14	1	1
OS03G0355200	OSTLU_43856	38	42	0
OS03G0355400	OSTLU_43856	38	42	0
OS03G0355600	OSTLU_119607	35	58	0
OS03G0355800	OSTLU_40543	54	52	1
OS03G0356300	OSTLU_27601	46	48	1
OS03G0356470	OSTLU_86166	19	6	1
OS03G0356484	OSTLU_32576	28	24	1
OS03G0356498	OSTLU_7222	2	1	1
OS03G0358100	OSTLU_12779	37	35	0
OS03G0358200	OSTLU_32886	27	27	1
OS03G0359600	OSTLU_6525	23	31	1
OS03G0359700	OSTLU_49228	34	35	1
OS03G0360500	OSTLU_32059	28	36	1
OS03G0360700	OSTLU_9083	53	56	1
OS03G0363200	OSTLU_40450	40	55	1
OS03G0363900	OSTLU_17764	19	19	1
OS03G0366000	OSTLU_27813	44	46	1
OS03G0366900	OSTLU_31053	25	29	1
OS03G0367000	OSTLU_14365	25	25	1
OS03G0367800	OSTLU_15489	33	27	1
OS03G0369800	OSTLU_93609	29	36	1
OS03G0369800	OSTLU_94170	29	36	1
OS03G0370000	OSTLU_46874	57	53	1
OS03G0370500	OSTLU_30197	51	73	1
OS03G0376000	OSTLU_33886	24	30	1
OS03G0376100	OSTLU_33390	59	33	0
OS03G0376600	OSTLU_12693	25	44	1
OS03G0377300	OSTLU_86166	21	10	1
OS03G0377500	OSTLU_86166	24	15	1
OS03G0378200	OSTLU_15960	24	34	1
OS03G0379400	OSTLU_32981	14	17	1
OS03G0379500	OSTLU_94716	65	35	1
OS03G0381000	OSTLU_51907	35	30	1
OS03G0381100	OSTLU_3550	33	45	1
OS03G0381300	OSTLU_8480	32	43	1
OS03G0387000	OSTLU_38450	46	19	0
OS03G0387100	OSTLU_41065	74	74	1
OS03G0388000	OSTLU_9858	18	40	1
OS03G0388500	OSTLU_26252	18	5	1
OS03G0389700	OSTLU_40785	59	53	1
OS03G0389900	OSTLU_42117	13	27	0
OS03G0390000	OSTLU_7099	69	71	1
OS03G0390400	OSTLU_37791	25	58	0
OS03G0390600	OSTLU_32891	99	99	1
OS03G0390900	OSTLU_6710	10	8	1
OS03G0391000	OSTLU_49430	26	35	1
OS03G0392000	OSTLU_29226	20	18	1
OS03G0395000	OSTLU_89558	25	38	1
OS03G0395100	OSTLU_40915	19	27	1
OS03G0397300	OSTLU_87857	25	35	1
OS03G0397500	OSTLU_17027	41	47	1
OS03G0402000	OSTLU_12826	45	44	1
OS03G0402400	OSTLU_12355	54	35	1
OS03G0403100	OSTLU_39835	58	58	1
OS03G0404800	OSTLU_87094	26	19	1
OS03G0405000	OSTLU_87094	19	30	1
OS03G0405100	OSTLU_26441	17	24	1
OS03G0406900	OSTLU_3819	18	25	0
OS03G0408300	OSTLU_27402	68	67	1
OS03G0408300	OSTLU_27472	68	67	1
OS03G0410700	OSTLU_29379	27	31	1
OS03G0410900	OSTLU_27053	48	53	1
OS03G0411500	OSTLU_33566	26	32	1
OS03G0412800	OSTLU_45668	56	66	1
OS03G0413000	OSTLU_35958	37	70	1
OS03G0415500	OSTLU_7704	38	59	1
OS03G0415600	OSTLU_7704	18	31	1
OS03G0415700	OSTLU_7704	19	36	1
OS03G0416500	OSTLU_13316	28	33	1
OS03G0416500	OSTLU_28057	27	29	1
OS03G0417900	OSTLU_17711	28	26	1
OS03G0418800	OSTLU_88051	19	25	1
OS03G0421700	OSTLU_6389	20	10	0
OS03G0423200	OSTLU_43197	34	9	1
OS03G0423200	OSTLU_43228	34	9	1
OS03G0423300	OSTLU_15111	37	47	1
OS03G0424500	OSTLU_44019	50	50	1
OS03G0424800	OSTLU_44019	50	50	1
OS03G0425000	OSTLU_33060	17	19	1
OS03G0425200	OSTLU_38943	41	33	1
OS03G0425600	OSTLU_27143	65	67	1
OS03G0425600	OSTLU_29766	65	67	1
OS03G0426900	OSTLU_24612	58	62	1
OS03G0427900	OSTLU_28133	34	38	1
OS03G0428800	OSTLU_87987	30	19	1
OS03G0434400	OSTLU_31872	22	17	1
OS03G0435800	OSTLU_42965	11	25	1
OS03G0435900	OSTLU_42965	27	44	1
OS03G0439700	OSTLU_42016	23	32	1
OS03G0441500	OSTLU_89200	53	55	0
OS03G0448600	OSTLU_13201	36	39	1
OS03G0448600	OSTLU_25941	35	39	1
OS03G0452300	OSTLU_13247	28	58	1
OS03G0452300	OSTLU_18077	28	58	1
OS03G0454100	OSTLU_12272	31	33	1
OS03G0563300	OSTLU_119495	57	60	1
OS03G0565200	OSTLU_5695	44	62	1
OS03G0565500	OSTLU_32800	62	67	1
OS03G0565600	OSTLU_43254	28	24	1
OS03G0566500	OSTLU_30569	1	1	1
OS03G0566800	OSTLU_26958	80	80	1
OS03G0568500	OSTLU_15948	37	34	1
OS03G0570300	OSTLU_119540	28	37	0
OS03G0576400	OSTLU_36468	31	8	1
OS03G0576600	OSTLU_32604	27	48	0
OS03G0576700	OSTLU_15603	61	57	0
OS03G0577000	OSTLU_49305	75	74	0
OS03G0579000	OSTLU_12605	44	49	1
OS03G0579300	OSTLU_119482	69	74	1
OS03G0582000	OSTLU_88189	31	30	1
OS03G0582200	OSTLU_89451	19	27	1
OS03G0583700	OSTLU_32196	31	32	1
OS03G0586300	OSTLU_18496	18	11	1
OS03G0586300	OSTLU_29949	18	13	1
OS03G0586300	OSTLU_34304	28	20	1
OS03G0586300	OSTLU_43023	28	22	1
OS03G0586300	OSTLU_88612	24	13	1
OS03G0586600	OSTLU_8797	43	75	1
OS03G0586800	OSTLU_29494	53	55	1
OS03G0586900	OSTLU_1178	48	51	1
OS03G0587000	OSTLU_38679	54	50	1
OS03G0587100	OSTLU_5419	37	56	1
OS03G0589300	OSTLU_33951	16	46	1
OS03G0589300	OSTLU_7112	14	46	1
OS03G0589300	OSTLU_7447	9	32	1
OS03G0590700	OSTLU_92430	39	24	1
OS03G0593200	OSTLU_1568	31	48	1
OS03G0595300	OSTLU_31079	31	34	1
OS03G0596900	OSTLU_32956	11	19	1
OS03G0598200	OSTLU_16944	31	29	1
OS03G0598700	OSTLU_29546	16	22	1
OS03G0598800	OSTLU_14085	64	66	1
OS03G0601500	OSTLU_30905	26	25	1
OS03G0603800	OSTLU_46801	31	40	1
OS03G0604200	OSTLU_27143	63	64	1
OS03G0604200	OSTLU_29766	63	64	1
OS03G0606600	OSTLU_27409	27	12	0
OS03G0607400	OSTLU_27409	29	13	0
OS03G0607600	OSTLU_119556	16	29	1
OS03G0609200	OSTLU_15619	26	13	1
OS03G0611200	OSTLU_12673	39	45	0
OS03G0611200	OSTLU_49070	40	42	0
OS03G0612600	OSTLU_93468	22	16	1
OS03G0616300	OSTLU_3450	24	35	1
OS03G0617900	OSTLU_43628	14	18	0
OS03G0619151	OSTLU_24922	26	8	1
OS03G0619400	OSTLU_42602	72	71	1
OS03G0620800	OSTLU_40796	43	41	0
OS03G0622700	OSTLU_27689	23	30	1
OS03G0625900	OSTLU_3069	31	39	1
OS03G0626500	OSTLU_49318	25	16	0
OS03G0626600	OSTLU_40934	29	31	1
OS03G0627300	OSTLU_16185	41	22	1
OS03G0627500	OSTLU_15661	17	13	1
OS03G0628900	OSTLU_27097	38	40	1
OS03G0634000	OSTLU_10686	21	64	1
OS03G0636800	OSTLU_39014	4	13	1
OS03G0638200	OSTLU_38010	38	31	1
OS03G0638300	OSTLU_25091	34	7	1
OS03G0639600	OSTLU_29103	34	26	1
OS03G0639700	OSTLU_26240	46	53	1
OS03G0640100	OSTLU_26671	65	64	1
OS03G0642300	OSTLU_40751	33	21	1
OS03G0644000	OSTLU_7055	21	47	1
OS03G0645100	OSTLU_51659	35	34	0
OS03G0645200	OSTLU_42770	39	12	0
OS03G0646100	OSTLU_32569	52	60	1
OS03G0646400	OSTLU_8289	20	25	1
OS03G0646900	OSTLU_200	63	27	1
OS03G0647400	OSTLU_32169	23	32	1
OS03G0647500	OSTLU_2179	32	49	1
OS03G0648400	OSTLU_19643	58	57	1
OS03G0650700	OSTLU_438	37	38	1
OS03G0651100	OSTLU_32784	28	18	1
OS03G0652000	OSTLU_24349	12	5	1
OS03G0652100	OSTLU_27771	10	23	1
OS03G0654400	OSTLU_43398	27	34	1
OS03G0654700	OSTLU_32579	16	26	1
OS03G0655100	OSTLU_32579	17	24	1
OS03G0655200	OSTLU_38773	30	33	1
OS03G0655300	OSTLU_8480	28	35	1
OS03G0655700	OSTLU_29616	60	67	1
OS03G0656500	OSTLU_87097	27	26	1
OS03G0656500	OSTLU_94245	23	23	1
OS03G0657000	OSTLU_26716	72	65	1
OS03G0659200	OSTLU_8944	37	53	1
OS03G0659400	OSTLU_39295	0	0	0
OS03G0664700	OSTLU_17261	29	24	1
OS03G0666100	OSTLU_88403	33	28	0
OS03G0666500	OSTLU_33115	64	65	0
OS03G0667700	OSTLU_26006	20	25	1
OS03G0667800	OSTLU_27816	62	62	1
OS03G0668900	OSTLU_26496	26	29	1
OS03G0669000	OSTLU_26724	50	51	1
OS03G0669100	OSTLU_28197	46	58	0
OS03G0670100	OSTLU_16468	45	62	1
OS03G0670200	OSTLU_40166	39	43	1
OS03G0673000	OSTLU_5313	43	14	1
OS03G0673500	OSTLU_5313	17	25	1
OS03G0674300	OSTLU_49610	13	4	0
OS03G0678400	OSTLU_26544	23	28	1
OS03G0678800	OSTLU_6525	22	31	1
OS03G0679100	OSTLU_37043	43	8	1
OS03G0680700	OSTLU_27999	18	17	1
OS03G0681000	OSTLU_37056	30	14	1
OS03G0681201	OSTLU_32368	20	1	1
OS03G0681300	OSTLU_32368	14	0	1
OS03G0681700	OSTLU_32128	69	68	1
OS03G0681800	OSTLU_35344	49	61	1
OS03G0683700	OSTLU_28866	27	8	1
OS03G0683866	OSTLU_43113	25	42	1
OS03G0684400	OSTLU_32899	26	32	1
OS03G0684500	OSTLU_36758	9	27	1
OS03G0684500	OSTLU_41697	9	27	1
OS03G0684700	OSTLU_7036	17	28	1
OS03G0685000	OSTLU_9385	32	56	1
OS03G0685100	OSTLU_87970	32	36	1
OS03G0685500	OSTLU_16133	33	35	1
OS03G0685600	OSTLU_34219	36	39	1
OS03G0686900	OSTLU_28605	7	21	1
OS03G0688300	OSTLU_24253	38	46	1
OS03G0688300	OSTLU_49728	34	37	1
OS03G0690000	OSTLU_26814	38	50	1
OS03G0693000	OSTLU_16445	16	24	1
OS03G0694900	OSTLU_33832	55	55	1
OS03G0695500	OSTLU_35945	25	48	1
OS03G0695600	OSTLU_27881	45	44	1
OS03G0695700	OSTLU_14344	26	10	0
OS03G0695700	OSTLU_34455	23	8	0
OS03G0695700	OSTLU_50496	26	8	0
OS03G0697200	OSTLU_119538	27	34	1
OS03G0698800	OSTLU_24342	23	31	1
OS03G0699100	OSTLU_33509	17	11	1
OS03G0699200	OSTLU_1868	34	37	1
OS03G0699300	OSTLU_19549	53	61	1
OS03G0699400	OSTLU_37367	57	57	1
OS03G0701000	OSTLU_25726	34	16	1
OS03G0701100	OSTLU_4052	15	16	1
OS03G0701200	OSTLU_15835	18	27	1
OS03G0701200	OSTLU_18726	21	21	1
OS03G0702700	OSTLU_34640	30	22	1
OS03G0702800	OSTLU_49593	67	66	0
OS03G0704000	OSTLU_9160	36	51	1
OS03G0704100	OSTLU_29825	33	37	1
OS03G0704200	OSTLU_92854	20	5	1
OS03G0704400	OSTLU_2597	21	54	1
OS03G0707200	OSTLU_32216	22	22	1
OS03G0707900	OSTLU_17396	32	32	1
OS03G0708100	OSTLU_35257	49	47	1
OS03G0708500	OSTLU_18447	28	40	1
OS03G0708500	OSTLU_27692	26	26	1
OS03G0708600	OSTLU_94867	41	53	1
OS03G0709000	OSTLU_26895	34	36	1
OS03G0710000	OSTLU_30485	23	23	1
OS03G0710100	OSTLU_39942	17	38	1
OS03G0710500	OSTLU_119566	66	67	1
OS03G0710800	OSTLU_28301	63	63	1
OS03G0710900	OSTLU_33636	6	6	0
OS03G0711300	OSTLU_4341	17	30	1
OS03G0711400	OSTLU_24382	62	62	0
OS03G0711700	OSTLU_14772	39	39	1
OS03G0711800	OSTLU_34630	8	64	1
OS03G0712100	OSTLU_93364	16	3	0
OS03G0712300	OSTLU_34833	35	38	1
OS03G0713000	OSTLU_39224	44	52	1
OS03G0713400	OSTLU_39049	52	56	1
OS03G0713500	OSTLU_27759	17	24	1
OS03G0714400	OSTLU_12510	50	48	0
OS03G0715332	OSTLU_89178	13	2	1
OS03G0715400	OSTLU_89178	22	23	1
OS03G0717600	OSTLU_40716	43	42	1
OS03G0717900	OSTLU_25132	25	26	1
OS03G0718000	OSTLU_38312	46	50	1
OS03G0718600	OSTLU_7271	43	48	1
OS03G0719100	OSTLU_95019	10	22	1
OS03G0719300	OSTLU_44124	46	47	1
OS03G0719400	OSTLU_31753	18	18	1
OS03G0719400	OSTLU_6100	20	31	1
OS03G0719500	OSTLU_36819	29	49	1
OS03G0721200	OSTLU_81	45	43	1
OS03G0722100	OSTLU_17735	10	6	1
OS03G0724700	OSTLU_119388	25	33	1
OS03G0725300	OSTLU_25255	45	47	1
OS03G0726100	OSTLU_26788	89	90	0
OS03G0726100	OSTLU_33239	90	90	0
OS03G0726800	OSTLU_29432	4	4	0
OS03G0727200	OSTLU_5313	16	24	1
OS03G0728600	OSTLU_26816	35	16	1
OS03G0728800	OSTLU_29124	32	36	1
OS03G0729100	OSTLU_15399	27	34	1
OS03G0729700	OSTLU_6230	30	40	1
OS03G0730800	OSTLU_14777	52	32	1
OS03G0731900	OSTLU_32979	53	64	1
OS03G0732000	OSTLU_32979	44	56	1
OS03G0732100	OSTLU_27999	10	21	1
OS03G0733600	OSTLU_32480	11	33	0
OS03G0733800	OSTLU_17599	25	32	1
OS03G0734400	OSTLU_8310	38	49	1
OS03G0735000	OSTLU_42209	56	60	1
OS03G0735100	OSTLU_31328	28	28	1
OS03G0736000	OSTLU_8137	2	4	1
OS03G0736400	OSTLU_31213	36	24	1
OS03G0736500	OSTLU_27950	38	44	1
OS03G0737000	OSTLU_9648	21	39	1
OS03G0737300	OSTLU_28230	27	20	1
OS03G0737400	OSTLU_28230	29	21	1
OS03G0737600	OSTLU_5465	26	34	1
OS03G0737800	OSTLU_30211	20	21	1
OS03G0738000	OSTLU_32940	21	33	1
OS03G0738400	OSTLU_29554	69	68	1
OS03G0740600	OSTLU_35514	54	60	1
OS03G0740700	OSTLU_38158	15	45	1
OS03G0741000	OSTLU_15111	27	25	1
OS03G0741600	OSTLU_44260	15	26	1
OS03G0742400	OSTLU_40656	39	24	1
OS03G0742800	OSTLU_33543	45	44	1
OS03G0743400	OSTLU_119619	77	73	1
OS03G0743500	OSTLU_39965	64	66	1
OS03G0743900	OSTLU_37879	23	28	0
OS03G0744650	OSTLU_813	19	9	1
OS03G0744675	OSTLU_813	0	0	1
OS03G0744800	OSTLU_31593	20	17	1
OS03G0745000	OSTLU_8561	20	16	1
OS03G0746500	OSTLU_36409	37	45	1
OS03G0746600	OSTLU_39442	22	30	1
OS03G0746800	OSTLU_29268	22	25	1
OS03G0747300	OSTLU_39292	21	25	1
OS03G0747800	OSTLU_26961	70	74	1
OS03G0748100	OSTLU_16609	26	27	1
OS03G0748200	OSTLU_27695	21	25	1
OS03G0748400	OSTLU_25047	40	40	1
OS03G0748700	OSTLU_33837	45	45	1
OS03G0748800	OSTLU_42076	18	40	0
OS03G0749800	OSTLU_17798	33	54	1
OS03G0750100	OSTLU_29879	14	12	1
OS03G0750300	OSTLU_4231	3	6	0
OS03G0750800	OSTLU_19271	33	34	1
OS03G0750800	OSTLU_51202	33	36	1
OS03G0751400	OSTLU_27601	47	50	1
OS03G0752300	OSTLU_41153	18	24	1
OS03G0752800	OSTLU_29140	24	31	1
OS03G0754800	OSTLU_88251	39	38	1
OS03G0755600	OSTLU_7101	9	19	1
OS03G0755600	OSTLU_92682	6	8	1
OS03G0755700	OSTLU_26899	39	26	1
OS03G0755800	OSTLU_7101	28	26	1
OS03G0755800	OSTLU_92682	26	15	1
OS03G0756000	OSTLU_26899	47	49	1
OS03G0756200	OSTLU_41434	4	9	1
OS03G0756500	OSTLU_28553	19	22	0
OS03G0757900	OSTLU_27143	66	67	1
OS03G0757900	OSTLU_29766	66	67	1
OS03G0758100	OSTLU_25192	54	61	1
OS03G0758400	OSTLU_7246	23	28	1
OS03G0758700	OSTLU_13201	20	18	1
OS03G0758700	OSTLU_25941	18	17	1
OS03G0758800	OSTLU_13807	51	50	1
OS03G0759000	OSTLU_16445	25	23	1
OS03G0759500	OSTLU_30607	21	24	1
OS03G0760600	OSTLU_35703	35	38	1
OS03G0760700	OSTLU_28856	65	64	1
OS03G0760700	OSTLU_39516	12	70	1
OS03G0761200	OSTLU_86989	45	45	1
OS03G0762000	OSTLU_13142	48	21	1
OS03G0765000	OSTLU_50582	52	48	1
OS03G0765200	OSTLU_5885	20	46	1
OS03G0767500	OSTLU_8114	25	52	1
OS03G0769000	OSTLU_27341	11	13	0
OS03G0769000	OSTLU_29984	8	16	0
OS03G0769600	OSTLU_27799	38	48	1
OS03G0770800	OSTLU_25890	24	17	1
OS03G0771500	OSTLU_5313	19	27	1
OS03G0772100	OSTLU_5313	12	20	1
OS03G0773150	OSTLU_42310	64	64	1
OS03G0773600	OSTLU_37187	41	45	1
OS03G0773800	OSTLU_12282	60	66	1
OS03G0774200	OSTLU_18502	62	83	1
OS03G0774300	OSTLU_1996	43	48	1
OS03G0775000	OSTLU_30355	22	30	1
OS03G0775300	OSTLU_12352	48	56	1
OS03G0775500	OSTLU_8524	45	44	1
OS03G0776000	OSTLU_17428	68	65	1
OS03G0778100	OSTLU_31108	44	44	1
OS03G0780400	OSTLU_37128	38	39	1
OS03G0780500	OSTLU_119530	48	47	1
OS03G0780900	OSTLU_35539	28	40	1
OS03G0781400	OSTLU_18615	25	29	1
OS03G0783000	OSTLU_41017	28	28	1
OS03G0783700	OSTLU_26214	52	54	1
OS03G0784000	OSTLU_32874	25	19	1
OS03G0784000	OSTLU_92705	23	24	1
OS03G0784400	OSTLU_4637	29	33	1
OS03G0784700	OSTLU_28333	54	57	1
OS03G0784800	OSTLU_31046	58	70	1
OS03G0785500	OSTLU_44624	30	31	1
OS03G0786000	OSTLU_26106	37	34	1
OS03G0786100	OSTLU_37603	31	29	0
OS03G0786700	OSTLU_16869	38	53	1
OS03G0786800	OSTLU_45419	66	15	1
OS03G0786900	OSTLU_25730	22	21	1
OS03G0787000	OSTLU_27950	36	44	1
OS03G0787300	OSTLU_19643	59	58	1
OS03G0791500	OSTLU_29604	54	52	1
OS03G0791800	OSTLU_8844	76	77	1
OS03G0792400	OSTLU_2307	35	39	1
OS03G0792500	OSTLU_4529	31	37	1
OS03G0792600	OSTLU_38748	58	57	1
OS03G0794700	OSTLU_29591	50	53	1
OS03G0794800	OSTLU_526	37	45	0
OS03G0795000	OSTLU_12682	49	53	1
OS03G0795500	OSTLU_18389	25	28	1
OS03G0796501	OSTLU_13310	54	57	1
OS03G0797000	OSTLU_49484	59	54	1
OS03G0797400	OSTLU_49484	43	46	1
OS03G0797500	OSTLU_49484	46	49	1
OS03G0797700	OSTLU_32611	25	27	1
OS03G0798400	OSTLU_44260	24	28	1
OS03G0798600	OSTLU_39331	57	64	0
OS03G0799600	OSTLU_34069	36	42	1
OS03G0799700	OSTLU_10246	26	44	1
OS03G0799900	OSTLU_32159	21	13	1
OS03G0800100	OSTLU_36934	0	0	1
OS03G0800800	OSTLU_93767	10	29	1
OS03G0801600	OSTLU_35422	41	43	1
OS03G0801700	OSTLU_5377	21	48	1
OS03G0801800	OSTLU_26255	27	29	1
OS03G0802700	OSTLU_25999	50	61	1
OS03G0803000	OSTLU_32248	52	53	1
OS03G0803500	OSTLU_87339	35	33	1
