Gene stable ID	Brassica oleracea gene stable ID	% identity	Brassica oleracea % identity	Orthology confidence [0 low, 1 high]
OS03G0346200	Bo1g011370	47	36	1
OS03G0346200	Bo3g006730	44	39	1
OS03G0346200	Bo3g173980	48	37	1
OS03G0346200	Bo7g096470	44	38	1
OS03G0346200	Bo7g115090	50	39	1
OS03G0346200	Bo9g011550	45	40	1
OS03G0346200	Bo9g171910	46	40	1
OS03G0346700	Bo8g058150	40	41	1
OS03G0346800	Bo3g039810	53	59	1
OS03G0347200	Bo3g087110	60	61	0
OS03G0347200	Bo9g022460	34	46	0
OS03G0347300	Bo1g055530	16	16	0
OS03G0347300	Bo5g003540	18	17	0
OS03G0347300	Bo6g079670	23	16	0
OS03G0347300	Bo8g098200	25	18	0
OS03G0347300	Bo8g117220	17	15	0
OS03G0347500	Bo3g034110	36	39	1
OS03G0347700	Bo1g075750	52	54	1
OS03G0347700	Bo5g003560	51	55	1
OS03G0347700	Bo8g117200	51	56	1
OS03G0347800	Bo1g078600	47	26	1
OS03G0348500	Bo4g186770	1	2	1
OS03G0348500	Bo4g200800	33	14	1
OS03G0348500	Bo5g143570	17	8	1
OS03G0348500	Bo9g154630	21	8	1
OS03G0348900	Bo00629s220	63	62	1
OS03G0348900	Bo3g013260	64	62	1
OS03G0348900	Bo9g154680	63	62	1
OS03G0349000	Bo4g191010	66	66	1
OS03G0349000	Bo8g091740	64	65	1
OS03G0350100	Bo2g155040	63	67	1
OS03G0350100	Bo7g093400	67	71	1
OS03G0350100	Bo9g010190	67	71	1
OS03G0350300	Bo2g155040	63	67	1
OS03G0350300	Bo7g093400	68	72	1
OS03G0350300	Bo9g010190	67	71	1
OS03G0351100	Bo4g002240	23	25	1
OS03G0351200	Bo9g154670	60	59	1
OS03G0351300	Bo3g013270	39	38	1
OS03G0351300	Bo9g154650	39	35	1
OS03G0351400	Bo4g186770	1	4	1
OS03G0351400	Bo4g200800	70	52	1
OS03G0351400	Bo5g143570	55	46	1
OS03G0351400	Bo9g154630	58	39	1
OS03G0351500	Bo5g009310	80	80	1
OS03G0351500	Bo8g112320	80	61	1
OS03G0351800	Bo01023s020	26	37	1
OS03G0351800	Bo3g035210	42	40	1
OS03G0351800	Bo3g064570	15	20	1
OS03G0351800	Bo4g012800	43	39	1
OS03G0351800	Bo4g112960	36	33	1
OS03G0351800	Bo5g137120	29	41	1
OS03G0351800	Bo8g090920	40	25	1
OS03G0352300	Bo01075s040	69	73	0
OS03G0352300	Bo2g147950	50	62	0
OS03G0352300	Bo3g065170	64	70	0
OS03G0352300	Bo3g185790	68	72	0
OS03G0352300	Bo5g133110	29	50	0
OS03G0352300	Bo6g074750	17	76	0
OS03G0352400	Bo6g031010	71	60	1
OS03G0352400	Bo6g039390	71	66	1
OS03G0352450	Bo4g024250	2	1	1
OS03G0352500	Bo7g078030	12	4	0
OS03G0352800	Bo2g051230	62	64	1
OS03G0352800	Bo4g136060	61	63	1
OS03G0352800	Bo6g099210	55	58	1
OS03G0353400	Bo4g127150	26	26	1
OS03G0353500	Bo5g013590	35	39	1
OS03G0353600	Bo3g005520	5	9	0
OS03G0353701	Bo3g005520	0	0	0
OS03G0355200	Bo4g190960	61	51	0
OS03G0355200	Bo5g143000	19	57	0
OS03G0355400	Bo4g190960	61	51	0
OS03G0355400	Bo5g143000	19	57	0
OS03G0355600	Bo3g045260	16	61	1
OS03G0355600	Bo7g108790	84	85	1
OS03G0355600	Bo9g091430	84	84	1
OS03G0355700	Bo2g005350	24	25	1
OS03G0355700	Bo2g011300	19	25	1
OS03G0355700	Bo3g009190	24	25	1
OS03G0355700	Bo9g181580	23	26	1
OS03G0355800	Bo1g010980	76	75	1
OS03G0355800	Bo8g059360	57	65	1
OS03G0355800	Bo8g107100	35	42	1
OS03G0355800	Bo9g113950	41	61	1
OS03G0356300	Bo2g034320	58	56	0
OS03G0356300	Bo5g005310	69	70	0
OS03G0356300	Bo8g115280	66	66	0
OS03G0356400	Bo3g009360	41	31	0
OS03G0356400	Bo3g035580	38	19	0
OS03G0356400	Bo4g111500	40	20	0
OS03G0356400	Bo4g190820	38	21	0
OS03G0356400	Bo8g091450	42	21	0
OS03G0356400	Bo9g166440	39	31	0
OS03G0356414	Bo2g092840	32	49	0
OS03G0356414	Bo2g092860	45	49	0
OS03G0356470	Bo2g010880	31	11	0
OS03G0356470	Bo3g007640	32	12	0
OS03G0356484	Bo2g010920	51	53	1
OS03G0356484	Bo4g158760	61	63	1
OS03G0356484	Bo8g091480	61	24	1
OS03G0356498	Bo4g190790	61	19	1
OS03G0356526	Bo2g010900	31	36	1
OS03G0356526	Bo9g169450	30	26	1
OS03G0356582	Bo1g145100	56	59	1
OS03G0356582	Bo3g035460	56	55	1
OS03G0356582	Bo3g061560	56	59	1
OS03G0356582	Bo4g013040	56	55	1
OS03G0356582	Bo4g112610	56	55	1
OS03G0356582	Bo6g072470	54	52	1
OS03G0356582	Bo8g091310	57	55	1
OS03G0356596	Bo1g145100	62	41	1
OS03G0356596	Bo3g035460	63	38	1
OS03G0356596	Bo3g061560	63	41	1
OS03G0356596	Bo4g013040	61	37	1
OS03G0356596	Bo4g112610	64	39	1
OS03G0356596	Bo6g072470	63	38	1
OS03G0356596	Bo8g091310	64	39	1
OS03G0356638	Bo2g018010	59	57	0
OS03G0356638	Bo9g153810	59	57	0
OS03G0356638	Bo9g169590	54	55	0
OS03G0356652	Bo5g010360	44	49	0
OS03G0356652	Bo8g058970	45	49	0
OS03G0356700	Bo3g035780	63	62	0
OS03G0356700	Bo4g013490	64	63	0
OS03G0356700	Bo8g091820	61	62	0
OS03G0356900	Bo00629s060	40	39	1
OS03G0356900	Bo1g101580	38	38	1
OS03G0356900	Bo7g040250	39	38	1
OS03G0356900	Bo9g154330	40	39	1
OS03G0357500	Bo4g098220	30	28	1
OS03G0357500	Bo6g079840	25	31	1
OS03G0358000	Bo4g098240	23	26	1
OS03G0358000	Bo6g079790	22	25	1
OS03G0358100	Bo01447s010	71	71	1
OS03G0358100	Bo4g098230	69	64	1
OS03G0358100	Bo4g200880	56	70	1
OS03G0358100	Bo6g079800	67	63	1
OS03G0358100	Bo8g118360	43	55	1
OS03G0358200	Bo1g145110	56	58	1
OS03G0358200	Bo5g140070	54	58	1
OS03G0358900	Bo00629s060	38	37	1
OS03G0358900	Bo1g101580	37	38	1
OS03G0358900	Bo7g040250	38	38	1
OS03G0358900	Bo9g154330	37	37	1
OS03G0359000	Bo1g101830	41	35	1
OS03G0359000	Bo3g149160	43	37	1
OS03G0359000	Bo4g127130	42	36	1
OS03G0359000	Bo7g040330	43	35	1
OS03G0359100	Bo1g151730	0	0	0
OS03G0359100	Bo1g151740	43	12	0
OS03G0359100	Bo7g093540	46	9	0
OS03G0359100	Bo9g010340	41	6	0
OS03G0359600	Bo1g150050	65	64	1
OS03G0359600	Bo3g060480	64	64	1
OS03G0359600	Bo5g143670	64	64	1
OS03G0359700	Bo9g154460	63	61	1
OS03G0360500	Bo3g006780	69	68	1
OS03G0360600	Bo4g185900	38	34	1
OS03G0360800	Bo3g078660	32	37	1
OS03G0360800	Bo4g001010	32	39	1
OS03G0363200	Bo3g002880	53	68	1
OS03G0363400	Bo00875s060	24	28	0
OS03G0363400	Bo2g108890	25	34	0
OS03G0363400	Bo9g183450	29	39	0
OS03G0363500	Bo1g151810	39	47	1
OS03G0363500	Bo7g006020	44	51	1
OS03G0363500	Bo7g062450	44	50	1
OS03G0363500	Bo9g154520	46	51	1
OS03G0363600	Bo1g151810	43	50	1
OS03G0363600	Bo7g006020	46	51	1
OS03G0363600	Bo7g062450	47	52	1
OS03G0363600	Bo9g154520	51	54	1
OS03G0363700	Bo9g154450	26	29	1
OS03G0363900	Bo5g146830	59	59	1
OS03G0363900	Bo9g010310	59	57	1
OS03G0364000	Bo2g029010	71	72	1
OS03G0364000	Bo3g019060	67	67	1
OS03G0364000	Bo9g133570	49	20	1
OS03G0364400	Bo1g098240	55	59	1
OS03G0365000	Bo3g143660	34	33	1
OS03G0365000	Bo3g143670	38	32	1
OS03G0365000	Bo5g057070	34	27	1
OS03G0365000	Bo5g057110	37	31	1
OS03G0365000	Bo7g046890	37	31	1
OS03G0365000	Bo7g046950	36	30	1
OS03G0365000	Bo7g046960	36	31	1
OS03G0365800	Bo3g143660	38	44	1
OS03G0365800	Bo3g143670	43	43	1
OS03G0365800	Bo5g057070	40	38	1
OS03G0365800	Bo5g057110	41	40	1
OS03G0365800	Bo7g046890	42	42	1
OS03G0365800	Bo7g046950	39	38	1
OS03G0365800	Bo7g046960	40	41	1
OS03G0365900	Bo3g143660	42	29	1
OS03G0365900	Bo3g143670	44	26	1
OS03G0365900	Bo5g057070	41	23	1
OS03G0365900	Bo5g057110	42	24	1
OS03G0365900	Bo7g046890	45	26	1
OS03G0365900	Bo7g046950	39	23	1
OS03G0365900	Bo7g046960	41	25	1
OS03G0366000	Bo5g020390	66	50	0
OS03G0366000	Bo5g039260	64	65	0
OS03G0366000	Bo8g063730	64	64	0
OS03G0366000	Bo8g106320	63	63	0
OS03G0366200	Bo3g035420	76	39	1
OS03G0366200	Bo4g012970	76	38	1
OS03G0366200	Bo4g112770	74	37	1
OS03G0366200	Bo4g190710	48	34	1
OS03G0366700	Bo4g012980	59	59	1
OS03G0366700	Bo6g072340	61	59	1
OS03G0366700	Bo8g091050	60	59	1
OS03G0366900	Bo8g007380	39	39	1
OS03G0366900	Bo8g008390	39	40	1
OS03G0367000	Bo4g120400	63	43	1
OS03G0367000	Bo6g067800	57	61	1
OS03G0367101	Bo9g174900	22	42	1
OS03G0367800	Bo1g020040	23	63	1
OS03G0367800	Bo1g141390	23	62	1
OS03G0367800	Bo3g018710	63	65	1
OS03G0367800	Bo3g062660	19	69	1
OS03G0367800	Bo4g127080	17	63	1
OS03G0367800	Bo9g135100	64	65	1
OS03G0367900	Bo5g039590	39	48	0
OS03G0367900	Bo7g056170	62	64	0
OS03G0369100	Bo3g170670	25	25	1
OS03G0369100	Bo3g170680	22	22	1
OS03G0369100	Bo3g175350	30	31	1
OS03G0369700	Bo3g143680	49	49	1
OS03G0369800	Bo00763s100	70	71	1
OS03G0369800	Bo5g123070	70	71	1
OS03G0369800	Bo8g016270	25	56	1
OS03G0370000	Bo3g060610	70	69	1
OS03G0370000	Bo5g143470	68	69	1
OS03G0370200	Bo2g161370	6	32	0
OS03G0370200	Bo2g161390	12	18	0
OS03G0370200	Bo3g168600	5	30	0
OS03G0370200	Bo3g168650	4	31	0
OS03G0370200	Bo6g105250	10	36	0
OS03G0370200	Bo7g098370	14	16	0
OS03G0370200	Bo7g098380	15	13	0
OS03G0370200	Bo7g098390	12	14	0
OS03G0370200	Bo7g098400	14	16	0
OS03G0370200	Bo8g097720	16	24	0
OS03G0370200	Bo9g014510	13	18	0
OS03G0370250	Bo1g151840	21	21	1
OS03G0370250	Bo5g146880	23	12	1
OS03G0370250	Bo7g093330	22	15	1
OS03G0370400	Bo1g105880	46	48	1
OS03G0370400	Bo1g105890	42	41	1
OS03G0370400	Bo5g100960	46	48	1
OS03G0370500	Bo2g108920	65	68	0
OS03G0370500	Bo6g072730	66	71	0
OS03G0370600	Bo7g095110	56	55	0
OS03G0370800	Bo03661s010	25	30	1
OS03G0370800	Bo04487s010	27	33	1
OS03G0370800	Bo10597s010	22	40	1
OS03G0370800	Bo1g071040	30	36	1
OS03G0370800	Bo2g026880	33	37	1
OS03G0370800	Bo2g026890	27	33	1
OS03G0370800	Bo2g026900	27	26	1
OS03G0370800	Bo3g018280	32	36	1
OS03G0370800	Bo3g018290	26	31	1
OS03G0370800	Bo4g030040	22	28	1
OS03G0370800	Bo9g137130	25	30	1
OS03G0370800	Bo9g137150	25	30	1
OS03G0370800	Bo9g137170	33	37	1
OS03G0371000	Bo00948s050	15	11	0
OS03G0371000	Bo09470s010	1	2	0
OS03G0371350	Bo00948s050	33	20	0
OS03G0371350	Bo09470s010	27	31	0
OS03G0372500	Bo4g006870	52	61	1
OS03G0372700	Bo7g099160	40	42	1
OS03G0374100	Bo5g003020	60	61	1
OS03G0374400	Bo2g136180	54	57	1
OS03G0374400	Bo7g080430	52	52	1
OS03G0374500	Bo1g136170	51	51	1
OS03G0374500	Bo3g065640	49	50	1
OS03G0374500	Bo4g108380	46	45	1
OS03G0374500	Bo5g132320	49	50	1
OS03G0374575	Bo5g134960	59	53	1
OS03G0374600	Bo6g074490	8	24	0
OS03G0374900	Bo3g065660	47	32	1
OS03G0374900	Bo5g132280	46	32	1
OS03G0375200	Bo3g088580	33	35	1
OS03G0375300	Bo3g065660	31	35	1
OS03G0375300	Bo5g132280	31	36	1
OS03G0375717	Bo01124s010	24	7	1
OS03G0375717	Bo1g058920	19	10	1
OS03G0375717	Bo1g087280	23	14	1
OS03G0375717	Bo20065s010	12	25	1
OS03G0375717	Bo2g075470	20	27	1
OS03G0375717	Bo3g071850	22	20	1
OS03G0375717	Bo3g120760	32	27	1
OS03G0375717	Bo4g156190	22	20	1
OS03G0375717	Bo5g019680	29	22	1
OS03G0375717	Bo5g082450	10	14	1
OS03G0375717	Bo6g103540	24	11	1
OS03G0375717	Bo7g044800	18	27	1
OS03G0375900	Bo3g065660	43	19	1
OS03G0375900	Bo5g132280	45	20	1
OS03G0375966	Bo3g065660	51	33	1
OS03G0375966	Bo5g132280	50	33	1
OS03G0376000	Bo2g136750	33	48	1
OS03G0376000	Bo2g136840	46	49	1
OS03G0376000	Bo2g147670	49	51	1
OS03G0376000	Bo3g137080	47	41	1
OS03G0376000	Bo5g044990	50	54	1
OS03G0376000	Bo5g109980	24	41	1
OS03G0376000	Bo6g108890	48	52	1
OS03G0376000	Bo7g081080	48	52	1
OS03G0376000	Bo7g087230	50	52	1
OS03G0376000	Bo8g065810	48	52	1
OS03G0376000	Bo8g107120	49	53	1
OS03G0376000	Bo9g008790	43	59	1
OS03G0376100	Bo2g012530	71	41	1
OS03G0376100	Bo5g156430	73	33	1
OS03G0376100	Bo9g164190	65	46	1
OS03G0376100	Bo9g164200	36	45	1
OS03G0376600	Bo00576s040	38	46	0
OS03G0376600	Bo3g031610	58	53	0
OS03G0376600	Bo4g030760	60	55	0
OS03G0376600	Bo4g186760	59	54	0
OS03G0376600	Bo5g123000	20	26	0
OS03G0376600	Bo6g025890	22	37	0
OS03G0376600	Bo6g067380	56	47	0
OS03G0376600	Bo8g065440	22	38	0
OS03G0376600	Bo8g082860	57	47	0
OS03G0376600	Bo9g161890	32	43	0
OS03G0376800	Bo08238s010	17	51	1
OS03G0376800	Bo3g010210	55	55	1
OS03G0376800	Bo5g019310	26	43	1
OS03G0376800	Bo7g080930	43	50	1
OS03G0376800	Bo8g106980	46	52	1
OS03G0376800	Bo9g164270	50	49	1
OS03G0377300	Bo2g010880	38	23	0
OS03G0377300	Bo3g007640	37	23	0
OS03G0377500	Bo2g010880	46	35	0
OS03G0377500	Bo3g007640	45	35	0
OS03G0377600	Bo5g019340	19	11	0
OS03G0377600	Bo7g054200	25	25	0
OS03G0377600	Bo8g076460	23	25	0
OS03G0377600	Bo8g106950	23	25	0
OS03G0377700	Bo01509s010	12	36	1
OS03G0377700	Bo3g010900	43	49	1
OS03G0377700	Bo3g028420	42	44	1
OS03G0377700	Bo4g131070	13	52	1
OS03G0377700	Bo4g131080	13	28	1
OS03G0377700	Bo4g183480	14	57	1
OS03G0377700	Bo4g184510	20	38	1
OS03G0377700	Bo4g184520	21	44	1
OS03G0377700	Bo5g039640	44	46	1
OS03G0377700	Bo7g054650	24	47	1
OS03G0377700	Bo7g104580	41	43	1
OS03G0377700	Bo8g090400	41	45	1
OS03G0377700	Bo9g163400	43	48	1
OS03G0378000	Bo5g019350	42	43	1
OS03G0378000	Bo5g019360	40	44	1
OS03G0378000	Bo7g080860	47	44	1
OS03G0378000	Bo8g106910	40	42	1
OS03G0378200	Bo3g037730	51	34	1
OS03G0379100	Bo5g045170	70	69	1
OS03G0379100	Bo8g076430	69	69	1
OS03G0379300	Bo1g072220	15	22	1
OS03G0379300	Bo3g107710	17	26	1
OS03G0379300	Bo3g114950	25	27	1
OS03G0379300	Bo3g168750	16	36	1
OS03G0379300	Bo4g030620	14	42	1
OS03G0379400	Bo2g136610	51	51	1
OS03G0379500	Bo00958s040	81	43	0
OS03G0379500	Bo2g012450	81	43	0
OS03G0379500	Bo3g010160	81	43	0
OS03G0380700	Bo5g019340	19	10	0
OS03G0380700	Bo7g054200	23	20	0
OS03G0380700	Bo8g076460	26	25	0
OS03G0380700	Bo8g106950	19	18	0
OS03G0381000	Bo3g010110	43	30	1
OS03G0381000	Bo3g055240	38	31	1
OS03G0381000	Bo9g165370	45	33	1
OS03G0381200	Bo6g113270	76	74	1
OS03G0381300	Bo5g038820	52	50	1
OS03G0382100	Bo2g006590	48	48	1
OS03G0382100	Bo4g070300	50	49	1
OS03G0382100	Bo4g166590	52	51	1
OS03G0382100	Bo5g008500	51	51	1
OS03G0382100	Bo8g010830	51	51	1
OS03G0382100	Bo9g178850	47	47	1
OS03G0383600	Bo2g006590	44	45	1
OS03G0383600	Bo4g070300	42	41	1
OS03G0383600	Bo4g166590	43	43	1
OS03G0383600	Bo5g008500	43	43	1
OS03G0383600	Bo8g010830	43	43	1
OS03G0383600	Bo9g178850	45	46	1
OS03G0383800	Bo1g002750	33	44	1
OS03G0383800	Bo3g151410	34	40	1
OS03G0383900	Bo1g002760	58	58	1
OS03G0385900	Bo5g068220	25	27	1
OS03G0385900	Bo5g092900	20	19	1
OS03G0386500	Bo00615s250	56	46	0
OS03G0386500	Bo00790s030	55	39	0
OS03G0386500	Bo1g002810	56	51	0
OS03G0386500	Bo3g005430	53	44	0
OS03G0386500	Bo3g152600	56	50	0
OS03G0386500	Bo4g149380	54	46	0
OS03G0386500	Bo7g119030	55	50	0
OS03G0386500	Bo9g173440	52	45	0
OS03G0387000	Bo4g027060	67	26	0
OS03G0387000	Bo4g175900	1	3	0
OS03G0387000	Bo4g187810	67	27	0
OS03G0387100	Bo2g095110	90	90	0
OS03G0387100	Bo6g081130	90	90	0
OS03G0387100	Bo6g123660	89	89	0
OS03G0387800	Bo1g002910	51	50	1
OS03G0387800	Bo2g093260	51	53	1
OS03G0387800	Bo4g149500	38	39	1
OS03G0387800	Bo5g084000	53	56	1
OS03G0387900	Bo2g166100	15	19	1
OS03G0387900	Bo3g101560	20	18	1
OS03G0387900	Bo9g017980	13	18	1
OS03G0388100	Bo3g170690	41	37	1
OS03G0388366	Bo1g002930	42	18	1
OS03G0388366	Bo7g118890	42	18	1
OS03G0388500	Bo4g149510	51	15	1
OS03G0388500	Bo8g101210	51	31	1
OS03G0388500	Bo9g018010	49	15	1
OS03G0388500	Bo9g174050	51	15	1
OS03G0388600	Bo1g155040	36	35	1
OS03G0388600	Bo3g012180	37	35	1
OS03G0388600	Bo5g150350	38	37	1
OS03G0388600	Bo9g161810	36	34	1
OS03G0388800	Bo2g009330	29	43	0
OS03G0388800	Bo6g121850	38	40	0
OS03G0388800	Bo7g118830	43	45	0
OS03G0388800	Bo9g174030	42	46	0
OS03G0388900	Bo2g166130	40	38	1
OS03G0388900	Bo3g101510	42	40	1
OS03G0389000	Bo2g166130	18	20	1
OS03G0389000	Bo3g101510	19	21	1
OS03G0389100	Bo2g166130	42	32	1
OS03G0389100	Bo3g101510	43	34	1
OS03G0389501	Bo2g166130	39	21	1
OS03G0389501	Bo3g101510	39	21	1
OS03G0389900	Bo2g093340	9	44	0
OS03G0389900	Bo2g093350	21	43	0
OS03G0389900	Bo6g121920	54	52	0
OS03G0390000	Bo1g011060	89	87	0
OS03G0390000	Bo2g009830	89	88	0
OS03G0390000	Bo3g005540	89	88	0
OS03G0390000	Bo3g057440	23	56	0
OS03G0390000	Bo3g173790	88	86	0
OS03G0390000	Bo9g172220	88	87	0
OS03G0390200	Bo1g003060	70	69	1
OS03G0390200	Bo6g081730	75	75	1
OS03G0390200	Bo6g121930	66	72	1
OS03G0390400	Bo5g038530	52	43	1
OS03G0390400	Bo7g057990	50	37	1
OS03G0390400	Bo8g071480	43	64	1
OS03G0390600	Bo3g006860	100	100	0
OS03G0390700	Bo2g028710	53	56	1
OS03G0390700	Bo9g134830	10	32	1
OS03G0391000	Bo4g021300	48	50	1
OS03G0391000	Bo4g106460	46	50	1
OS03G0391000	Bo8g094700	34	52	1
OS03G0391700	Bo2g166180	15	16	1
OS03G0391700	Bo3g101410	17	15	1
OS03G0391700	Bo9g174000	19	19	1
OS03G0392000	Bo00615s020	35	29	0
OS03G0392000	Bo3g099220	36	29	0
OS03G0392000	Bo4g149750	39	27	0
OS03G0392000	Bo8g101080	37	26	0
OS03G0392000	Bo9g018720	36	25	0
OS03G0392000	Bo9g172110	34	29	0
OS03G0392050	Bo9g183550	76	24	1
OS03G0392300	Bo3g023290	71	71	1
OS03G0392300	Bo9g104930	74	73	1
OS03G0392400	Bo2g134520	24	30	1
OS03G0392400	Bo2g166210	25	27	1
OS03G0392400	Bo3g101380	25	21	1
OS03G0392400	Bo9g036680	23	13	1
OS03G0392400	Bo9g173970	21	30	1
OS03G0392600	Bo4g164900	53	55	0
OS03G0393300	Bo4g164900	36	17	0
OS03G0393700	Bo4g164900	52	53	0
OS03G0394900	Bo1g098890	14	33	1
OS03G0394900	Bo3g088830	52	55	1
OS03G0394900	Bo7g021310	52	55	1
OS03G0394900	Bo7g099390	52	56	1
OS03G0394900	Bo8g080040	51	56	1
OS03G0394900	Bo9g160230	14	27	1
OS03G0395000	Bo5g049320	39	44	0
OS03G0395100	Bo5g071060	40	59	1
OS03G0395100	Bo6g009330	61	60	1
OS03G0395100	Bo8g018080	61	63	1
OS03G0395300	Bo01551s020	43	43	0
OS03G0395300	Bo02124s010	23	36	0
OS03G0395300	Bo1g008200	40	38	0
OS03G0395300	Bo4g078660	33	36	0
OS03G0395300	Bo6g006990	34	35	0
OS03G0395300	Bo7g116110	36	41	0
OS03G0395300	Bo8g020530	32	30	0
OS03G0395600	Bo8g079750	33	13	0
OS03G0395900	Bo1g005030	60	54	1
OS03G0396000	Bo1g084690	35	34	1
OS03G0396000	Bo7g064140	32	33	1
OS03G0396000	Bo8g079730	35	34	1
OS03G0396900	Bo06029s010	9	38	1
OS03G0397300	Bo3g184250	51	52	1
OS03G0397500	Bo5g012050	72	73	0
OS03G0397500	Bo8g059200	17	55	0
OS03G0397600	Bo2g023210	58	57	1
OS03G0397600	Bo3g015390	59	58	1
OS03G0397700	Bo1g134360	45	32	1
OS03G0397700	Bo3g184260	44	32	1
OS03G0397700	Bo5g130400	45	32	1
OS03G0397700	Bo6g031670	43	31	1
OS03G0399000	Bo3g041880	37	37	1
OS03G0399000	Bo7g116070	36	35	1
OS03G0399400	Bo1g008350	40	40	1
OS03G0399400	Bo7g116040	40	41	1
OS03G0399532	Bo1g008300	49	25	0
OS03G0399532	Bo1g128660	11	52	0
OS03G0399532	Bo1g134490	52	26	0
OS03G0399532	Bo3g066070	52	26	0
OS03G0400800	Bo2g081010	40	38	1
OS03G0400800	Bo6g118660	46	32	1
OS03G0400901	Bo8g010800	27	21	1
OS03G0401100	Bo3g028140	18	9	1
OS03G0401100	Bo4g183070	18	9	1
OS03G0401100	Bo5g021630	19	11	1
OS03G0401100	Bo6g123960	19	10	1
OS03G0401100	Bo8g105570	19	11	1
OS03G0401200	Bo00870s020	11	41	0
OS03G0401200	Bo00870s030	13	27	0
OS03G0401200	Bo02769s010	7	32	0
OS03G0401200	Bo1g021650	16	18	0
OS03G0401200	Bo1g021660	9	44	0
OS03G0401200	Bo1g021670	15	22	0
OS03G0401200	Bo3g085650	29	31	0
OS03G0401200	Bo3g159910	11	34	0
OS03G0401200	Bo4g135840	29	32	0
OS03G0401200	Bo4g158630	32	38	0
OS03G0401200	Bo6g005670	15	32	0
OS03G0401200	Bo8g030970	18	34	0
OS03G0401200	Bo8g099100	29	35	0
OS03G0401200	Bo9g109840	37	39	0
OS03G0402000	Bo9g058760	83	83	0
OS03G0402400	Bo2g075690	66	41	0
OS03G0402400	Bo2g080960	56	40	0
OS03G0402400	Bo2g095610	30	36	0
OS03G0402400	Bo4g154510	66	42	0
OS03G0402400	Bo6g091530	66	43	0
OS03G0402400	Bo6g115860	66	42	0
OS03G0402400	Bo8g099850	65	49	0
OS03G0402800	Bo2g076750	25	21	1
OS03G0402800	Bo2g082410	31	30	1
OS03G0402800	Bo5g023780	26	23	1
OS03G0402800	Bo5g027170	30	27	1
OS03G0402800	Bo6g086720	29	29	1
OS03G0402800	Bo6g115920	23	20	1
OS03G0402800	Bo6g119140	31	29	1
OS03G0402800	Bo8g067140	25	19	1
OS03G0402800	Bo8g068340	29	26	1
OS03G0402800	Bo8g102890	29	24	1
OS03G0402800	Bo8g104890	25	17	1
OS03G0403100	Bo2g125830	64	63	1
OS03G0403100	Bo7g070050	67	67	1
OS03G0404800	Bo6g009300	51	31	1
OS03G0404800	Bo8g018100	45	32	1
OS03G0404800	Bo8g098820	53	25	1
OS03G0405000	Bo6g009300	45	58	1
OS03G0405000	Bo8g018100	39	58	1
OS03G0405000	Bo8g098820	59	59	1
OS03G0405100	Bo5g027160	50	46	1
OS03G0405100	Bo8g068310	49	54	1
OS03G0405500	Bo1g091840	49	49	0
OS03G0405900	Bo1g091840	48	48	0
OS03G0406200	Bo3g147780	75	74	1
OS03G0406200	Bo4g025520	21	16	1
OS03G0406200	Bo5g062600	76	74	1
OS03G0406200	Bo5g062610	54	65	1
OS03G0406900	Bo8g076890	56	64	1
OS03G0407000	Bo5g027140	45	21	1
OS03G0407000	Bo6g115990	44	21	1
OS03G0407000	Bo8g068280	44	21	1
OS03G0407000	Bo8g102920	44	21	1
OS03G0407100	Bo00967s030	32	33	1
OS03G0407100	Bo3g015280	28	32	1
OS03G0407100	Bo6g033030	31	36	1
OS03G0407100	Bo6g116000	28	30	1
OS03G0407100	Bo9g151650	28	31	1
OS03G0407400	Bo2g022010	26	27	1
OS03G0407400	Bo3g015260	15	37	1
OS03G0407400	Bo9g151670	19	21	1
OS03G0407900	Bo2g076890	42	48	1
OS03G0407900	Bo4g134680	48	53	1
OS03G0407900	Bo4g160120	42	50	1
OS03G0407900	Bo6g091400	40	51	1
OS03G0407900	Bo6g116020	43	47	1
OS03G0407900	Bo7g026710	49	53	1
OS03G0408300	Bo2g068380	81	81	0
OS03G0408300	Bo5g039390	77	77	0
OS03G0408300	Bo6g094670	80	80	0
OS03G0408300	Bo6g112200	80	80	0
OS03G0408300	Bo7g056220	79	79	0
OS03G0408300	Bo7g095930	49	31	0
OS03G0408300	Bo8g073720	80	80	0
OS03G0408500	Bo6g033070	25	48	1
OS03G0409400	Bo2g021850	53	62	1
OS03G0409400	Bo9g151880	31	33	1
OS03G0410300	Bo6g091370	53	43	1
OS03G0410300	Bo6g116060	58	40	1
OS03G0410300	Bo8g104850	57	58	1
OS03G0410700	Bo6g116070	49	49	0
OS03G0410900	Bo1g141020	88	89	1
OS03G0410900	Bo5g136460	88	89	1
OS03G0411000	Bo1g134680	23	20	1
OS03G0411000	Bo5g131810	23	20	1
OS03G0411100	Bo1g134650	31	32	1
OS03G0411100	Bo2g079060	29	29	1
OS03G0411100	Bo3g184530	26	36	1
OS03G0411100	Bo4g121700	9	20	1
OS03G0411100	Bo6g050970	28	37	1
OS03G0411100	Bo6g090310	31	19	1
OS03G0411100	Bo6g116210	23	29	1
OS03G0411100	Bo6g116240	28	17	1
OS03G0411100	Bo6g116250	31	28	1
OS03G0411100	Bo8g104770	22	23	1
OS03G0411300	Bo3g037220	46	51	1
OS03G0411500	Bo8g061370	56	46	0
OS03G0411500	Bo8g108780	31	53	0
OS03G0411600	Bo4g124180	24	24	1
OS03G0411600	Bo7g064580	45	19	1
OS03G0411600	Bo7g118080	42	40	1
