Gene stable ID	Oryza punctata gene stable ID	% identity	Oryza punctata % identity	Orthology confidence [0 low, 1 high]
OS02G0795200	OPUNC02G33000	78	70	1
OS02G0795300	OPUNC01G00290	88	82	1
OS02G0795732	OPUNC02G33020	74	25	0
OS02G0795800	OPUNC02G33030	52	39	0
OS02G0795900	OPUNC02G33040	94	89	0
OS02G0796100	OPUNC02G33050	38	18	1
OS02G0796300	OPUNC02G33070	96	93	1
OS02G0796400	OPUNC02G33080	89	89	1
OS02G0796500	OPUNC02G33090	94	95	1
OS02G0796600	OPUNC02G33100	97	84	1
OS02G0796700	OPUNC02G33110	98	34	1
OS02G0796900	OPUNC02G33140	100	98	1
OS02G0797100	OPUNC02G33130	42	68	0
OS02G0797200	OPUNC02G33140	100	100	1
OS02G0797300	OPUNC02G33150	95	91	1
OS02G0797400	OPUNC02G33160	97	99	0
OS02G0797400	OPUNC06G14290	96	98	0
OS02G0797400	OPUNC08G12890	33	53	0
OS02G0797500	OPUNC02G33180	95	94	1
OS02G0797600	OPUNC02G33190	89	89	1
OS02G0797700	OPUNC02G33200	97	98	1
OS02G0798100	OPUNC02G33210	96	95	1
OS02G0798200	OPUNC02G33220	79	76	1
OS02G0798600	OPUNC02G33230	97	75	1
OS02G0798700	OPUNC02G33250	86	90	1
OS02G0798800	OPUNC02G33260	92	29	1
OS02G0798900	OPUNC02G33260	89	21	1
OS02G0799000	OPUNC02G33280	99	87	1
OS02G0799100	OPUNC02G33290	83	86	1
OS02G0799300	OPUNC02G33310	91	97	1
OS02G0799700	OPUNC02G33330	38	96	1
OS02G0800000	OPUNC02G33340	97	94	1
OS02G0800100	OPUNC02G33350	98	97	1
OS02G0800300	OPUNC02G34160	64	63	1
OS02G0800400	OPUNC02G34160	64	63	1
OS02G0800700	OPUNC02G34160	64	63	1
OS02G0800900	OPUNC02G34160	64	63	1
OS02G0801000	OPUNC02G34160	64	63	1
OS02G0801100	OPUNC02G34160	64	63	1
OS02G0801200	OPUNC02G33350	97	73	1
OS02G0801600	OPUNC02G34160	63	62	1
OS02G0802200	OPUNC02G33380	97	94	1
OS02G0802400	OPUNC02G33390	99	99	1
OS02G0802500	OPUNC02G33400	100	100	1
OS02G0802700	OPUNC02G33410	83	67	1
OS02G0803200	OPUNC02G33430	83	78	1
OS02G0803250	OPUNC02G33440	85	66	1
OS02G0803300	OPUNC02G33450	94	95	1
OS02G0803400	OPUNC02G33470	99	99	1
OS02G0803600	OPUNC02G33490	96	96	1
OS02G0803700	OPUNC02G33500	98	98	1
OS02G0803900	OPUNC02G33510	68	70	1
OS02G0803900	OPUNC02G33520	70	76	1
OS02G0804100	OPUNC02G33530	100	100	1
OS02G0804300	OPUNC02G33540	98	98	1
OS02G0804400	OPUNC02G33550	48	55	1
OS02G0804500	OPUNC02G33560	97	97	1
OS02G0804600	OPUNC02G33570	85	90	1
OS02G0804900	OPUNC02G33590	98	98	1
OS02G0805000	OPUNC02G33600	97	53	1
OS02G0805100	OPUNC02G33610	85	88	1
OS02G0805200	OPUNC02G33620	100	100	1
OS02G0805250	OPUNC02G33630	88	71	1
OS02G0805400	OPUNC02G33650	93	21	1
OS02G0805500	OPUNC02G33660	77	93	1
OS02G0805600	OPUNC02G33670	95	76	1
OS02G0805700	OPUNC02G33680	92	91	1
OS02G0805800	OPUNC02G33690	90	67	1
OS02G0806000	OPUNC02G33700	94	92	1
OS02G0806400	OPUNC02G33710	65	42	0
OS02G0806500	OPUNC02G33720	97	97	1
OS02G0806600	OPUNC02G33730	93	95	1
OS02G0806700	OPUNC02G33740	99	99	1
OS02G0806900	OPUNC02G33750	99	99	1
OS02G0807000	OPUNC02G33760	98	98	1
OS02G0807100	OPUNC02G33770	88	32	1
OS02G0807200	OPUNC02G33780	65	84	1
OS02G0807800	OPUNC02G33810	80	83	1
OS02G0808300	OPUNC02G33800	59	65	1
OS02G0808800	OPUNC02G33820	93	93	1
OS02G0809500	OPUNC02G33950	91	93	1
OS02G0809800	OPUNC02G33940	91	94	1
OS02G0809900	OPUNC02G33930	97	29	1
OS02G0810100	OPUNC02G33920	95	95	1
OS02G0810200	OPUNC02G33910	96	21	1
OS02G0810300	OPUNC02G33900	98	95	1
OS02G0810400	OPUNC02G33890	99	39	1
OS02G0810500	OPUNC02G33880	82	91	1
OS02G0810600	OPUNC02G33870	36	38	0
OS02G0810900	OPUNC02G33860	75	75	1
OS02G0811000	OPUNC02G33850	91	97	1
OS02G0811101	OPUNC02G33830	6	3	1
OS02G0811200	OPUNC02G33840	85	84	1
OS02G0811400	OPUNC02G33820	93	93	1
OS02G0812000	OPUNC02G33990	89	91	1
OS02G0812400	OPUNC02G34010	98	98	1
OS02G0812500	OPUNC02G34020	86	90	1
OS02G0813166	OPUNC02G34030	55	63	0
OS02G0813200	OPUNC02G17710	83	80	1
OS02G0813500	OPUNC02G34080	98	98	1
OS02G0813600	OPUNC02G34090	95	94	1
OS02G0813800	OPUNC02G34120	99	99	1
OS02G0814000	OPUNC02G34190	87	86	1
OS02G0814100	OPUNC02G34200	71	20	0
OS02G0814200	OPUNC02G34210	93	94	1
OS02G0814300	OPUNC02G34220	85	88	1
OS02G0814400	OPUNC02G34230	89	79	1
OS02G0814700	OPUNC02G34250	92	100	0
OS02G0814800	OPUNC02G34260	82	82	1
OS02G0815000	OPUNC02G34280	67	100	1
OS02G0815100	OPUNC02G34290	80	83	0
OS02G0815200	OPUNC02G34300	93	93	1
OS02G0815400	OPUNC02G34310	53	50	0
OS02G0815500	OPUNC02G34320	99	98	1
OS02G0815600	OPUNC02G34330	95	95	1
OS02G0815800	OPUNC02G34350	81	74	1
OS02G0815900	OPUNC02G34360	98	97	1
OS02G0816000	OPUNC02G34370	89	98	1
OS02G0816100	OPUNC02G34380	78	88	1
OS02G0816200	OPUNC02G34390	93	94	1
OS02G0816300	OPUNC02G34400	92	88	1
OS02G0816400	OPUNC02G34410	95	95	1
OS02G0816600	OPUNC02G34430	99	37	1
OS02G0816700	OPUNC02G34440	96	97	1
OS02G0816800	OPUNC02G34450	96	97	1
OS02G0816900	OPUNC02G34460	94	81	1
OS02G0817000	OPUNC02G34470	93	93	1
OS02G0817200	OPUNC02G34500	86	81	1
OS02G0817500	OPUNC02G34510	98	98	1
OS02G0817600	OPUNC02G34520	60	74	0
OS02G0817700	OPUNC02G34530	94	99	1
OS02G0817800	OPUNC02G34540	92	52	1
OS02G0817900	OPUNC02G34560	92	89	1
OS02G0818000	OPUNC02G34550	93	89	1
OS02G0818450	OPUNC02G34580	75	17	1
OS02G0818500	OPUNC02G34580	78	18	1
OS02G0818700	OPUNC02G34590	90	75	1
OS02G0818800	OPUNC02G34600	90	79	1
OS02G0818900	OPUNC02G34610	83	79	1
OS02G0819000	OPUNC02G34620	89	38	1
OS02G0819100	OPUNC02G34630	97	97	1
OS02G0819300	OPUNC02G34640	96	72	1
OS02G0819400	OPUNC02G34650	95	23	1
OS02G0819500	OPUNC02G34660	90	70	1
OS02G0819600	OPUNC02G34670	99	96	1
OS02G0819700	OPUNC02G34680	94	94	1
OS02G0819900	OPUNC02G34690	67	78	1
OS02G0820000	OPUNC02G34700	97	96	1
OS02G0820200	OPUNC02G34720	90	90	1
OS02G0820300	OPUNC02G34730	94	94	1
OS02G0820400	OPUNC02G34740	86	87	1
OS02G0820500	OPUNC02G34750	76	74	1
OS02G0820600	OPUNC02G34760	96	96	1
OS02G0820700	OPUNC02G34770	97	69	1
OS02G0820800	OPUNC02G34780	64	96	1
OS02G0820900	OPUNC02G34790	86	86	1
OS02G0821200	OPUNC02G34810	99	62	1
OS02G0821400	OPUNC02G34830	88	87	1
OS02G0821600	OPUNC02G34840	82	73	1
OS02G0821800	OPUNC02G34850	76	75	1
OS02G0821900	OPUNC02G34860	92	78	1
OS02G0822000	OPUNC02G34870	99	95	1
OS02G0822100	OPUNC02G34880	92	93	1
OS02G0822200	OPUNC02G34890	99	99	1
OS02G0822300	OPUNC02G34900	69	97	1
OS02G0822400	OPUNC02G34910	98	97	1
OS02G0822500	OPUNC02G34920	88	98	1
OS02G0822600	OPUNC02G34940	89	79	1
OS02G0822800	OPUNC02G34960	90	95	1
OS02G0822900	OPUNC02G34970	91	92	1
OS02G0823000	OPUNC02G34980	99	99	1
OS02G0823100	OPUNC02G34990	98	98	1
OS02G0823200	OPUNC02G35000	80	75	1
OS02G0823300	OPUNC02G35010	99	99	1
OS02G0823400	OPUNC02G35020	94	97	1
OS02G0823600	OPUNC02G35030	92	93	1
OS02G0823700	OPUNC02G35040	89	91	1
OS02G0823800	OPUNC02G35050	95	96	1
OS02G0823900	OPUNC02G35060	64	67	1
OS02G0824000	OPUNC02G35070	90	83	1
OS02G0824100	OPUNC02G35080	91	92	1
OS02G0824300	OPUNC02G35090	77	78	1
OS02G0824400	OPUNC02G35100	97	95	1
OS02G0824500	OPUNC02G35110	89	89	1
OS02G0824700	OPUNC02G35130	98	86	1
OS02G0825600	OPUNC06G10390	3	5	1
OS02G0826100	OPUNC02G35150	93	91	1
OS02G0826200	OPUNC02G35160	96	94	1
OS02G0826300	OPUNC02G35170	92	92	1
OS02G0826500	OPUNC02G35190	96	92	1
OS02G0826600	OPUNC02G35200	36	18	0
OS02G0826700	OPUNC02G35220	85	36	1
OS02G0827200	OPUNC02G35270	74	31	1
OS02G0827300	OPUNC02G35280	93	99	1
OS02G0827400	OPUNC02G35290	97	51	1
OS02G0827500	OPUNC02G35300	97	73	1
OS02G0827600	OPUNC02G35310	63	90	1
OS02G0827900	OPUNC02G35330	88	88	1
OS02G0828100	OPUNC02G35350	97	76	1
OS02G0828200	OPUNC02G35360	90	90	1
OS02G0828500	OPUNC08G08400	89	87	1
OS02G0828533	OPUNC12G12020	50	75	1
OS02G0828566	OPUNC02G35370	92	95	1
OS02G0828800	OPUNC02G35380	78	93	1
OS02G0828900	OPUNC02G35390	89	92	1
OS02G0829100	OPUNC02G35400	95	90	1
OS02G0829200	OPUNC02G35410	98	67	1
OS02G0829400	OPUNC02G35420	93	97	1
OS02G0829500	OPUNC02G35430	75	44	1
OS02G0829600	OPUNC02G35440	92	91	1
OS02G0829800	OPUNC02G35460	93	94	1
OS02G0830000	OPUNC02G35480	89	88	1
OS02G0830100	OPUNC02G35490	92	92	1
OS02G0830200	OPUNC02G35500	99	100	1
OS02G0830300	OPUNC02G35510	79	79	1
OS02G0830801	OPUNC02G35550	94	33	1
OS02G0830900	OPUNC02G35550	100	17	1
OS02G0831100	OPUNC02G35560	92	55	1
OS02G0831200	OPUNC02G35570	82	85	1
OS02G0831300	OPUNC02G35580	82	81	1
OS02G0831400	OPUNC02G35590	96	74	1
OS02G0831500	OPUNC02G35600	92	91	1
OS02G0831600	OPUNC02G35610	92	98	1
OS02G0831700	OPUNC02G35630	92	92	1
OS02G0832000	OPUNC02G35620	91	89	1
OS02G0832100	OPUNC02G35640	90	60	1
OS02G0832200	OPUNC02G35650	88	43	1
OS02G0832400	OPUNC02G35660	94	46	1
OS02G0832500	OPUNC02G35660	99	16	1
OS02G0832700	OPUNC02G35670	72	55	0
OS02G0832700	OPUNC11G00020	33	95	0
OS02G0832800	OPUNC02G35680	82	89	1
OS02G0832800	OPUNC11G00010	90	73	1
OS02G0832800	OPUNC12G00010	97	97	1
OS02G0833000	OPUNC02G35690	75	74	1
OS02G0833050	OPUNC02G35700	87	58	0
OS02G0833300	OPUNC02G35710	90	96	1
OS02G0833400	OPUNC02G35720	97	97	1
OS02G0833500	OPUNC02G35730	94	92	1
OS02G0833600	OPUNC02G35740	85	82	1
OS02G0834000	OPUNC02G35760	97	99	1
OS02G0834300	OPUNC02G35770	93	91	1
OS02G0834700	OPUNC02G35780	98	98	1
OS03G0100010	OPUNC03G00010	47	33	1
OS03G0100020	OPUNC03G00020	95	95	1
OS03G0100030	OPUNC03G00040	96	98	1
OS03G0100040	OPUNC03G00050	86	87	1
OS03G0100050	OPUNC03G00060	82	33	1
OS03G0100100	OPUNC03G00070	86	86	1
OS03G0100200	OPUNC03G00080	85	84	1
OS03G0100300	OPUNC03G00100	94	92	1
OS03G0100400	OPUNC03G00110	96	97	1
OS03G0100500	OPUNC03G00120	99	13	1
OS03G0100800	OPUNC03G00130	87	98	1
OS03G0100900	OPUNC03G00140	94	95	1
OS03G0101100	OPUNC03G00150	85	90	0
OS03G0101200	OPUNC03G00160	81	82	1
OS03G0101300	OPUNC03G00170	91	91	1
OS03G0101500	OPUNC03G00180	82	80	1
OS03G0101600	OPUNC03G00190	94	87	1
OS03G0101800	OPUNC03G00200	78	84	1
OS03G0101900	OPUNC03G00210	91	93	1
OS03G0102000	OPUNC03G00220	91	80	1
OS03G0102500	OPUNC03G00230	80	79	1
OS03G0102600	OPUNC03G11910	57	22	1
OS03G0102600	OPUNC03G18990	32	6	1
OS03G0102600	OPUNC07G07840	45	20	1
OS03G0102700	OPUNC03G00240	84	68	1
OS03G0103000	OPUNC03G00250	85	88	1
OS03G0103100	OPUNC03G00260	88	89	1
OS03G0103100	OPUNC03G00270	57	93	1
OS03G0103200	OPUNC03G00280	78	79	1
OS03G0103300	OPUNC03G00290	97	38	1
OS03G0103400	OPUNC03G00300	72	91	1
OS03G0103950	OPUNC10G08980	92	30	1
OS03G0104400	OPUNC09G14380	56	57	0
OS03G0104400	OPUNC09G14630	55	56	0
OS03G0104901	OPUNC06G07480	7	7	1
OS03G0105300	OPUNC09G14370	23	57	0
OS03G0105300	OPUNC09G14610	45	58	0
OS03G0105500	OPUNC12G03940	39	51	1
OS03G0105600	OPUNC03G00310	100	100	1
OS03G0105800	OPUNC03G00320	88	65	1
OS03G0106000	OPUNC03G00330	91	89	1
OS03G0106200	OPUNC03G00350	91	89	1
OS03G0106300	OPUNC03G00360	93	93	1
OS03G0106400	OPUNC03G00370	96	95	1
OS03G0106500	OPUNC03G00410	88	88	1
OS03G0106700	OPUNC03G00410	86	74	1
OS03G0106800	OPUNC03G00390	87	41	1
OS03G0106900	OPUNC03G00410	88	88	1
OS03G0107000	OPUNC03G00420	90	42	0
OS03G0107300	OPUNC03G00450	96	96	1
OS03G0107400	OPUNC03G00460	95	66	1
OS03G0107600	OPUNC03G00490	80	68	1
OS03G0107700	OPUNC03G00500	76	84	1
OS03G0107900	OPUNC03G00520	92	94	1
OS03G0108000	OPUNC03G00530	95	95	1
OS03G0108200	OPUNC03G00550	58	30	1
OS03G0108300	OPUNC03G00560	92	93	1
OS03G0108400	OPUNC03G00570	96	78	1
OS03G0108500	OPUNC03G00580	93	79	1
OS03G0108600	OPUNC03G00600	96	95	1
OS03G0108700	OPUNC09G00370	77	75	1
OS03G0109000	OPUNC03G00610	60	58	1
OS03G0109300	OPUNC03G00620	97	99	1
OS03G0109300	OPUNC03G00660	97	99	1
OS03G0109400	OPUNC03G00630	99	99	1
OS03G0109400	OPUNC03G00670	99	99	1
OS03G0109500	OPUNC03G00640	94	94	1
OS03G0109500	OPUNC03G00680	94	94	1
OS03G0109650	OPUNC03G00700	60	40	1
OS03G0109700	OPUNC03G00710	98	98	1
OS03G0109900	OPUNC03G00730	30	66	1
OS03G0110300	OPUNC03G00740	97	97	1
OS03G0110400	OPUNC03G00750	97	97	1
OS03G0110500	OPUNC03G00760	92	90	1
OS03G0110800	OPUNC03G00780	93	66	1
OS03G0110900	OPUNC03G00800	52	92	1
OS03G0111100	OPUNC03G00790	74	76	1
OS03G0111100	OPUNC07G09400	66	42	1
OS03G0111200	OPUNC03G00820	97	97	1
OS03G0111300	OPUNC03G00840	88	87	1
OS03G0111400	OPUNC03G00850	90	93	1
OS03G0111800	OPUNC03G00860	90	92	1
OS03G0112101	OPUNC03G00870	99	38	0
OS03G0112600	OPUNC03G00880	76	17	1
OS03G0112800	OPUNC03G00890	87	90	1
OS03G0112900	OPUNC03G00900	95	95	1
OS03G0113000	OPUNC03G00910	95	93	1
OS03G0113100	OPUNC03G00920	80	28	1
OS03G0113200	OPUNC07G05360	23	43	1
OS03G0113700	OPUNC03G00960	99	99	1
OS03G0113800	OPUNC03G00970	97	96	1
OS03G0113900	OPUNC03G00980	87	90	1
OS03G0114000	OPUNC03G00990	95	64	1
OS03G0114200	OPUNC03G01010	97	79	1
OS03G0114300	OPUNC03G01020	78	79	1
OS03G0114400	OPUNC03G01030	85	93	1
OS03G0114800	OPUNC03G01050	100	100	1
OS03G0114900	OPUNC03G01060	99	99	1
OS03G0115000	OPUNC03G01070	96	95	1
OS03G0115100	OPUNC03G01080	96	96	1
OS03G0115200	OPUNC03G01090	100	100	1
OS03G0115300	OPUNC03G01100	87	89	1
OS03G0115400	OPUNC03G01110	95	95	1
OS03G0115400	OPUNC03G01140	95	95	1
OS03G0115500	OPUNC03G01120	46	62	0
OS03G0115500	OPUNC03G01150	46	62	0
OS03G0115700	OPUNC03G01130	98	97	1
OS03G0115700	OPUNC03G01160	98	87	1
OS03G0115800	OPUNC03G37600	9	18	1
OS03G0116000	OPUNC03G01170	93	94	1
OS03G0116300	OPUNC03G01180	97	97	1
OS03G0116316	OPUNC03G01180	47	19	1
OS03G0116400	OPUNC03G01190	98	98	1
OS03G0116500	OPUNC03G01200	100	100	1
OS03G0116700	OPUNC03G01210	96	97	1
OS03G0116800	OPUNC03G01220	95	94	1
OS03G0116900	OPUNC03G01240	95	95	1
OS03G0117000	OPUNC03G01230	72	33	1
OS03G0117100	OPUNC03G01250	98	69	1
OS03G0117200	OPUNC03G01260	84	90	1
OS03G0117300	OPUNC03G01270	88	94	1
OS03G0117800	OPUNC03G01280	97	92	1
OS03G0117900	OPUNC03G01290	77	95	1
OS03G0118100	OPUNC03G01300	83	84	1
OS03G0118200	OPUNC03G01310	98	90	1
OS03G0118600	OPUNC03G01340	85	92	1
OS03G0118700	OPUNC03G01360	64	66	1
OS03G0118800	OPUNC03G01370	97	97	1
OS03G0118900	OPUNC03G01380	97	97	1
OS03G0119000	OPUNC03G01390	93	67	1
OS03G0119100	OPUNC03G01400	95	96	1
OS03G0119300	OPUNC03G01410	98	98	1
OS03G0119500	OPUNC03G01420	94	32	1
OS03G0119700	OPUNC03G01430	84	81	1
OS03G0119966	OPUNC03G01460	98	98	1
OS03G0120100	OPUNC03G01480	86	71	1
OS03G0120200	OPUNC03G01500	92	91	1
OS03G0120300	OPUNC03G01510	92	90	1
OS03G0120400	OPUNC03G01520	99	99	1
OS03G0120900	OPUNC03G01540	67	67	1
OS03G0121700	OPUNC03G01570	88	89	1
OS03G0121800	OPUNC03G01580	99	13	1
OS03G0122000	OPUNC03G01590	94	94	1
OS03G0122100	OPUNC03G01600	85	87	1
OS03G0122200	OPUNC03G01610	89	86	1
OS03G0122300	OPUNC03G01620	56	98	1
OS03G0122600	OPUNC03G01630	93	51	1
OS03G0123100	OPUNC03G01650	99	99	0
OS03G0123200	OPUNC03G01660	94	93	1
OS03G0123300	OPUNC03G01670	98	98	1
OS03G0123500	OPUNC03G01680	97	98	1
OS03G0123600	OPUNC03G01690	97	97	1
OS03G0123800	OPUNC03G01700	96	96	1
OS03G0124000	OPUNC03G01710	93	89	1
OS03G0124100	OPUNC03G01720	93	89	1
OS03G0124200	OPUNC03G01730	92	91	1
OS03G0124300	OPUNC03G01740	94	92	1
OS03G0124500	OPUNC03G01750	91	93	1
OS03G0124900	OPUNC03G01760	96	96	1
OS03G0125000	OPUNC03G01770	99	99	1
OS03G0125100	OPUNC03G01780	92	78	1
OS03G0125400	OPUNC03G01790	86	43	0
OS03G0125600	OPUNC03G01800	54	99	1
OS03G0125700	OPUNC03G01810	95	65	1
OS03G0125800	OPUNC03G01830	97	97	1
OS03G0126000	OPUNC03G01840	96	96	1
OS03G0126100	OPUNC03G01850	99	68	1
OS03G0126300	OPUNC03G01860	92	86	1
OS03G0126450	OPUNC03G01870	60	82	1
OS03G0126700	OPUNC03G01880	94	90	1
OS03G0126800	OPUNC03G01890	85	83	1
OS03G0126900	OPUNC03G01900	81	84	1
OS03G0127000	OPUNC03G01910	97	75	0
OS03G0127500	OPUNC03G01930	85	96	1
OS03G0127600	OPUNC03G01940	98	97	1
OS03G0127700	OPUNC03G01950	95	96	1
OS03G0127900	OPUNC03G01960	87	33	1
OS03G0128000	OPUNC03G01990	85	85	1
OS03G0128100	OPUNC03G02000	86	30	1
OS03G0128200	OPUNC03G02000	94	28	1
OS03G0128300	OPUNC03G02020	88	87	1
OS03G0128400	OPUNC03G02030	95	95	1
OS03G0128500	OPUNC03G02040	90	74	1
OS03G0128700	OPUNC03G02050	98	97	1
OS03G0128800	OPUNC03G02060	86	82	1
OS03G0128932	OPUNC03G02070	83	50	1
OS03G0129000	OPUNC03G02090	92	92	1
OS03G0129100	OPUNC03G02110	94	93	1
OS03G0129200	OPUNC03G02120	91	44	1
OS03G0129300	OPUNC03G02130	100	99	1
OS03G0129800	OPUNC03G02150	70	83	1
OS03G0129900	OPUNC03G02170	71	95	1
OS03G0130100	OPUNC03G02180	97	97	1
OS03G0130400	OPUNC03G02200	97	98	1
OS03G0130500	OPUNC03G02210	96	96	1
OS03G0130700	OPUNC03G02230	93	73	1
OS03G0130800	OPUNC03G02250	80	76	1
OS03G0131100	OPUNC03G02270	95	90	1
OS03G0131200	OPUNC03G02290	99	99	1
OS03G0131300	OPUNC03G02300	95	83	1
OS03G0131400	OPUNC03G02310	82	91	1
OS03G0131500	OPUNC03G02320	93	93	1
OS03G0131800	OPUNC03G02330	36	43	1
OS03G0131900	OPUNC03G02340	97	96	1
OS03G0132000	OPUNC03G02360	98	98	1
OS03G0132200	OPUNC03G02370	96	93	1
OS03G0132300	OPUNC03G02380	76	89	1
OS03G0132800	OPUNC03G02400	94	98	1
OS03G0132900	OPUNC03G02410	94	94	1
OS03G0133000	OPUNC03G02420	73	73	0
OS03G0133100	OPUNC03G02430	98	98	1
OS03G0133300	OPUNC03G02450	99	99	1
OS03G0133400	OPUNC03G02460	87	88	1
OS03G0133500	OPUNC03G02470	94	44	1
OS03G0133900	OPUNC03G02490	92	92	1
OS03G0134300	OPUNC03G02500	50	90	0
OS03G0134500	OPUNC03G02510	97	95	1
OS03G0134800	OPUNC03G02520	77	77	1
OS03G0134900	OPUNC03G02530	97	55	1
OS03G0135300	OPUNC03G02540	96	50	1
OS03G0135400	OPUNC03G02550	95	96	1
OS03G0135600	OPUNC03G02560	95	88	1
OS03G0135700	OPUNC03G02570	88	76	1
OS03G0135800	OPUNC03G02580	48	34	1
OS03G0136200	OPUNC03G02590	99	99	1
OS03G0136400	OPUNC03G02610	97	97	1
OS03G0136500	OPUNC03G02620	93	94	1
OS03G0136600	OPUNC03G02630	94	91	1
OS03G0136800	OPUNC03G02650	89	86	1
OS03G0136900	OPUNC03G02660	95	96	1
OS03G0137200	OPUNC03G02680	98	98	1
OS03G0137300	OPUNC03G02690	86	53	1
OS03G0137500	OPUNC03G02700	97	97	1
OS03G0137700	OPUNC03G02710	84	84	1
OS03G0137800	OPUNC03G02720	43	80	1
OS03G0138100	OPUNC03G02750	85	56	0
OS03G0138200	OPUNC03G02770	95	95	1
OS03G0138500	OPUNC03G02790	89	89	1
OS03G0138600	OPUNC03G02800	84	80	1
OS03G0138700	OPUNC03G02810	96	96	1
OS03G0138900	OPUNC03G02820	90	88	1
OS03G0139100	OPUNC02G34250	95	100	0
OS03G0139200	OPUNC03G02840	92	92	1
OS03G0139400	OPUNC03G02850	95	95	1
OS03G0139400	OPUNC03G03800	71	94	1
OS03G0139500	OPUNC03G02860	94	89	1
OS03G0139500	OPUNC03G03810	94	81	1
OS03G0139600	OPUNC03G02870	87	90	1
OS03G0139600	OPUNC03G02900	73	89	1
OS03G0140200	OPUNC03G02930	62	26	0
OS03G0140500	OPUNC03G02940	93	74	1
OS03G0140650	OPUNC03G02950	14	5	1
OS03G0140700	OPUNC03G02960	77	77	1
OS03G0140900	OPUNC03G02980	72	69	1
OS03G0141000	OPUNC03G02990	99	48	1
OS03G0141200	OPUNC03G03000	89	88	1
OS03G0142200	OPUNC03G03020	80	31	1
OS03G0142500	OPUNC03G03040	96	95	1
OS03G0142800	OPUNC03G03060	99	97	1
OS03G0142900	OPUNC03G03070	95	96	1
OS03G0143100	OPUNC03G03090	86	96	1
OS03G0143300	OPUNC03G03110	58	15	0
OS03G0143400	OPUNC03G03120	98	99	1
OS03G0143600	OPUNC03G03150	96	76	1
OS03G0143700	OPUNC03G03160	97	97	1
OS03G0143800	OPUNC03G03170	73	5	0
OS03G0143851	OPUNC03G03170	100	18	0
OS03G0144000	OPUNC02G08440	74	84	1
OS03G0144000	OPUNC03G03180	92	61	1
OS03G0144500	OPUNC03G03190	92	39	1
OS03G0145050	OPUNC04G01500	12	32	0
OS03G0145102	OPUNC03G03200	85	82	1
OS03G0145200	OPUNC03G03220	90	83	1
OS03G0145500	OPUNC03G03250	89	90	1
OS03G0145600	OPUNC03G03260	89	89	1
OS03G0145800	OPUNC03G03270	83	62	1
OS03G0145900	OPUNC03G03280	43	19	0
OS03G0146000	OPUNC03G03290	99	99	1
OS03G0146100	OPUNC03G03300	99	99	1
OS03G0146400	OPUNC03G03330	90	90	1
OS03G0146500	OPUNC03G03340	97	97	1
OS03G0146600	OPUNC03G03350	91	4	1
OS03G0147150	OPUNC07G00790	41	22	1
OS03G0147400	OPUNC03G03400	100	100	1
OS03G0147700	OPUNC03G03420	86	80	1
OS03G0147900	OPUNC03G03430	88	54	1
OS03G0148000	OPUNC03G03440	94	94	1
OS03G0148300	OPUNC03G03450	75	91	1
OS03G0148400	OPUNC03G03460	92	94	1
OS03G0148700	OPUNC03G03470	93	89	1
OS03G0148800	OPUNC03G03490	90	91	1
OS03G0149000	OPUNC03G03510	95	94	1
OS03G0149100	OPUNC03G03520	93	93	1
OS03G0149200	OPUNC03G03540	99	99	1
OS03G0149300	OPUNC03G03550	96	96	1
OS03G0149400	OPUNC03G03560	74	80	1
OS03G0149700	OPUNC03G03570	44	65	0
OS03G0149800	OPUNC03G03590	74	75	1
OS03G0150200	OPUNC03G03600	73	70	1
OS03G0150500	OPUNC03G03610	82	56	1
OS03G0150600	OPUNC03G03620	98	68	1
OS03G0150800	OPUNC03G03640	96	97	1
OS03G0151100	OPUNC03G03650	67	57	0
OS03G0151300	OPUNC03G03660	89	21	1
OS03G0151500	OPUNC03G03670	93	93	1
OS03G0151600	OPUNC03G03680	97	97	1
OS03G0151700	OPUNC03G03700	91	95	1
OS03G0151800	OPUNC03G03710	100	78	1
OS03G0152000	OPUNC03G03720	94	90	1
OS03G0152100	OPUNC03G03730	88	20	1
OS03G0152400	OPUNC03G03750	89	96	1
OS03G0152600	OPUNC03G03760	97	98	1
OS03G0152700	OPUNC03G03770	89	32	1
OS03G0152900	OPUNC03G03780	92	91	1
OS03G0153000	OPUNC03G03790	100	14	1
OS03G0154100	OPUNC03G03830	96	32	1
OS03G0154100	OPUNC03G03870	73	96	1
OS03G0154700	OPUNC11G15820	99	99	0
OS03G0155000	OPUNC03G03830	81	12	1
OS03G0155000	OPUNC03G03870	81	47	1
OS03G0155300	OPUNC03G03840	98	87	1
OS03G0155300	OPUNC03G03880	98	87	1
OS03G0155500	OPUNC03G03850	96	91	1
OS03G0155500	OPUNC03G03890	92	86	1
OS03G0155700	OPUNC03G03860	95	81	1
OS03G0155700	OPUNC03G03900	95	81	1
OS03G0155900	OPUNC03G03920	88	85	1
OS03G0156000	OPUNC03G03920	96	93	1
OS03G0156300	OPUNC03G03920	94	88	1
OS03G0156500	OPUNC03G03930	86	87	1
OS03G0156600	OPUNC03G03940	95	95	1
OS03G0156700	OPUNC03G03950	92	92	1
OS03G0157400	OPUNC03G03970	94	97	1
OS03G0157500	OPUNC03G03980	96	96	1
OS03G0157700	OPUNC03G03990	81	95	1
OS03G0157800	OPUNC03G04000	92	95	1
OS03G0157900	OPUNC03G04010	96	96	1
OS03G0158200	OPUNC03G04020	98	99	1
