Gene stable ID	Beta vulgaris subsp. vulgaris gene stable ID	% identity	Beta vulgaris subsp. vulgaris % identity	Orthology confidence [0 low, 1 high]
OS03G0124200	BVRB_3g053500	42.4528	43.4258	1
OS03G0124300	BVRB_1g004220	35.4077	35.5603	1
OS03G0124900	BVRB_3g053390	56.3319	52.8689	1
OS03G0124900	BVRB_5g100020	59.8253	58.2979	1
OS03G0125000	BVRB_1g004110	53.405	57.529	1
OS03G0125100	BVRB_3g053400	64.9123	56.7485	1
OS03G0125300	BVRB_5g099880	49.7396	51.7615	1
OS03G0125400	BVRB_1g004120	57.5843	58.7393	1
OS03G0125600	BVRB_1g004150	58.6792	58.349	0
OS03G0125700	BVRB_4g073400	49.5327	54.0816	1
OS03G0125800	BVRB_3g053250	49.6139	51.503	1
OS03G0126000	BVRB_5g117310	62.5316	60.3912	0
OS03G0126000	BVRB_8g199010	13.6709	38.5714	0
OS03G0126100	BVRB_1g004080	55.1253	37.9906	1
OS03G0126100	BVRB_4g084370	8.88383	66.1017	1
OS03G0126300	BVRB_4g091000	42.0896	42.3423	1
OS03G0126450	BVRB_7g158340	9.79228	29.2035	1
OS03G0126800	BVRB_1g002320	62.5523	67.6471	1
OS03G0127000	BVRB_1g005050	71.9101	54.2373	1
OS03G0127500	BVRB_1g005070	46.4789	37.218	1
OS03G0127600	BVRB_1g019400	43.2127	41.978	1
OS03G0127700	BVRB_5g101670	53.9843	54.7213	1
OS03G0127900	BVRB_3g067520	75.3425	28.6458	1
OS03G0128000	BVRB_1g019720	45.8853	45.098	0
OS03G0128500	BVRB_3g060210	69.697	68.1093	1
OS03G0128700	BVRB_9g215750	66.0517	61.9377	0
OS03G0128800	BVRB_9g215760	41.0053	40.7895	1
OS03G0129000	BVRB_2g044450	11.0092	46.1538	1
OS03G0129000	BVRB_4g078980	50.9174	50.6849	1
OS03G0129200	BVRB_6g135970	73.6364	34.764	1
OS03G0129300	BVRB_1g014260	82.4324	81.153	0
OS03G0129800	BVRB_6g131650	33.7237	53.1365	1
OS03G0129800	BVRB_9g218990	32.0843	38.3754	1
OS03G0129900	BVRB_6g131700	43.5374	65.9794	1
OS03G0130100	BVRB_016710	42.3875	52.017	0
OS03G0130100	BVRB_3g061450	14.0138	72.3214	0
OS03G0130100	BVRB_4g084650	59.5156	56.5789	0
OS03G0130300	BVRB_3g050680	43.2099	54.6875	1
OS03G0130300	BVRB_3g050690	41.9753	43.5897	1
OS03G0130300	BVRB_4g084090	41.9753	45.3333	1
OS03G0130300	BVRB_4g084100	37.037	41.0959	1
OS03G0130300	BVRB_5g115740	55.5556	56.962	1
OS03G0130300	BVRB_5g115750	53.0864	54.4304	1
OS03G0130300	BVRB_5g115760	53.0864	55.1282	1
OS03G0130300	BVRB_5g115780	49.3827	51.2821	1
OS03G0130300	BVRB_5g115790	56.7901	59.7403	1
OS03G0130300	BVRB_5g115800	48.1481	52.7027	1
OS03G0130300	BVRB_7g165350	50.6173	50.6173	1
OS03G0130400	BVRB_005300	64.1638	66.9039	1
OS03G0130400	BVRB_2g045910	64.5051	63.2107	1
OS03G0130500	BVRB_1g014450	35.6742	35.9095	1
OS03G0130500	BVRB_9g215600	34.5506	29.4728	1
OS03G0130700	BVRB_6g135670	28.2979	29.955	1
OS03G0130750	BVRB_5g123450	63.0137	47.9167	1
OS03G0130800	BVRB_1g023270	25.6866	23.7668	1
OS03G0130800	BVRB_9g215560	26.6559	22.2672	1
OS03G0130900	BVRB_1g020880	42.5197	46.8208	1
OS03G0130900	BVRB_9g212440	43.3071	47.8261	1
OS03G0131000	BVRB_6g130820	34.9462	25.1938	1
OS03G0131100	BVRB_1g020990	40.3397	41.5755	0
OS03G0131100	BVRB_9g212510	37.7919	38.1565	0
OS03G0131300	BVRB_9g212540	56.9288	55.1724	1
OS03G0131400	BVRB_6g130750	41.0394	30.092	1
OS03G0131500	BVRB_5g111100	49.4624	48.9362	1
OS03G0131800	BVRB_9g213220	60.7759	61.3043	1
OS03G0131900	BVRB_2g043100	45.953	44.2211	1
OS03G0132000	BVRB_1g022990	62.1377	61.1408	1
OS03G0132200	BVRB_9g212020	38.7097	41.3793	1
OS03G0132200	BVRB_9g212960	47.3118	50.5747	1
OS03G0132200	BVRB_9g212970	48.7455	52.3077	1
OS03G0132200	BVRB_9g212980	42.2939	45.3846	1
OS03G0132200	BVRB_9g212990	39.7849	44.2231	1
OS03G0132200	BVRB_9g213000	41.2186	44.9219	1
OS03G0132200	BVRB_9g213010	43.3692	47.0817	1
OS03G0132800	BVRB_1g022890	70.2448	76.2781	1
OS03G0132800	BVRB_9g212860	74.1996	78.1746	1
OS03G0132900	BVRB_1g007720	60.5469	47.2561	0
OS03G0133000	BVRB_9g212910	49.0506	52.0134	1
OS03G0133100	BVRB_1g022810	48.6957	54.3689	1
OS03G0133300	BVRB_1g022780	80.8023	63.3708	1
OS03G0133400	BVRB_9g212820	37.3596	36.6391	1
OS03G0133500	BVRB_1g021160	59.4545	58.9189	1
OS03G0133500	BVRB_1g021210	61.6364	61.5245	1
OS03G0133500	BVRB_6g152180	56.5455	44.1135	1
OS03G0133800	BVRB_1g021160	54.4601	62.7027	1
OS03G0133800	BVRB_1g021210	54.4601	63.1579	1
OS03G0133800	BVRB_6g152180	53.3646	48.3688	1
OS03G0134300	BVRB_6g143630	59.901	59.4595	1
OS03G0134500	BVRB_1g002500	49.7258	51.8095	1
OS03G0134500	BVRB_1g002510	49.543	54.8583	1
OS03G0134500	BVRB_5g104000	50.0914	50.5535	1
OS03G0134800	BVRB_6g152570	23.1023	27.3438	0
OS03G0135300	BVRB_014810	19.6429	61.9718	1
OS03G0135300	BVRB_014820	23.6607	54.0816	1
OS03G0135400	BVRB_9g213390	56.4263	56.1622	1
OS03G0135600	BVRB_6g152620	41.2698	39.3089	1
OS03G0135700	BVRB_1g021850	39.8305	39.6067	1
OS03G0136200	BVRB_009060	69.146	69.337	1
OS03G0136200	BVRB_2g024410	65.0138	65.1934	1
OS03G0136500	BVRB_6g152660	51.4493	56.3492	1
OS03G0136600	BVRB_008990	48.4277	51.6779	1
OS03G0136800	BVRB_6g145650	37.1622	37.2881	1
OS03G0136800	BVRB_9g213660	37.8378	37.9661	1
OS03G0137200	BVRB_9g213730	49.8747	79.9197	1
OS03G0137300	BVRB_9g213710	68.599	51.6364	1
OS03G0137400	BVRB_6g152720	62.7525	61.7391	1
OS03G0137500	BVRB_8g198650	56.5217	57.3529	1
OS03G0137600	BVRB_7g161430	57.3705	53.1365	1
OS03G0137700	BVRB_9g221120	47.5862	47.5862	0
OS03G0137800	BVRB_7g167530	43.4389	42.6667	1
OS03G0138500	BVRB_4g083990	30.7882	28.0899	1
OS03G0138500	BVRB_5g125340	26.1084	23.3996	1
OS03G0138600	BVRB_3g048530	48.5	45.3271	1
OS03G0138900	BVRB_4g093470	31.1897	36.3296	1
OS03G0139200	BVRB_3g048300	25.6014	23.955	1
OS03G0139500	BVRB_3g048290	30.6701	25.9259	1
OS03G0140500	BVRB_3g048260	44.4056	43.6426	1
OS03G0140500	BVRB_4g077480	26.5734	33.9286	1
OS03G0140500	BVRB_7g166720	42.6573	41.0774	1
OS03G0140700	BVRB_006620	20.649	19.4444	1
OS03G0140700	BVRB_7g166670	34.5133	32.3204	1
OS03G0140900	BVRB_7g166150	20.1681	13.7339	1
OS03G0141000	BVRB_3g068840	87.5	42.6829	0
OS03G0141200	BVRB_005770	63.5548	61.1399	1
OS03G0142800	BVRB_7g165990	68.5714	68.1188	1
OS03G0142900	BVRB_2g025470	55.6569	53.0435	1
OS03G0142900	BVRB_4g077460	59.854	60.0733	1
OS03G0142900	BVRB_7g166650	55.6569	56.3771	1
OS03G0143400	BVRB_002330	81.4558	82.1678	1
OS03G0143600	BVRB_2g024140	54.9407	58.159	1
OS03G0143700	BVRB_7g166510	32.9634	30.2752	1
OS03G0143800	BVRB_4g077110	65.9091	4.52771	0
OS03G0143851	BVRB_4g077110	71.6346	11.6315	0
OS03G0143900	BVRB_002300	55.2727	62.0408	1
OS03G0144000	BVRB_3g056540	34.7095	22.7455	1
OS03G0144800	BVRB_7g166580	66.2252	60.698	1
OS03G0145102	BVRB_013360	48.7879	47.2141	1
OS03G0145102	BVRB_4g077420	48.0808	46.5753	1
OS03G0145300	BVRB_002270	21.6117	13.948	1
OS03G0145500	BVRB_7g166130	42.7205	49.691	1
OS03G0145600	BVRB_013870	21.7799	43.8679	0
OS03G0145600	BVRB_019070	23.8876	45.1327	0
OS03G0145600	BVRB_1g020020	39.3443	37.2506	0
OS03G0145600	BVRB_8g191380	37.0023	38.2567	0
OS03G0145600	BVRB_8g191390	37.7049	36.2613	0
OS03G0145800	BVRB_7g179310	56.129	42.6471	1
OS03G0145900	BVRB_9g205900	12.0567	9.82659	1
OS03G0146000	BVRB_7g179280	75.2381	73.8318	1
OS03G0146300	BVRB_9g210460	87.7778	90.8046	1
OS03G0146400	BVRB_9g206230	67.4858	66.6045	1
OS03G0146500	BVRB_4g093800	66.5217	61.6936	1
OS03G0147400	BVRB_3g055010	59.7846	62.3596	0
OS03G0147700	BVRB_3g054970	48.0059	27.5657	1
OS03G0147900	BVRB_8g195590	52.0325	38.7879	1
OS03G0147900	BVRB_8g195620	35.7724	57.1429	1
OS03G0148000	BVRB_3g053690	18.5185	33.4928	1
OS03G0148300	BVRB_1g004440	36.3265	42.9952	1
OS03G0148700	BVRB_1g004350	51.1628	50.3433	1
OS03G0149100	BVRB_5g120860	42.0849	48.0176	1
OS03G0149200	BVRB_3g056840	66.879	66.879	1
OS03G0149300	BVRB_3g049340	53.7433	55.0685	0
OS03G0149300	BVRB_5g120930	46.5241	47.541	0
OS03G0149400	BVRB_5g120970	36.3454	28.1056	1
OS03G0149700	BVRB_3g049310	28.6174	25.1412	1
OS03G0149700	BVRB_5g121000	25.0804	22.1591	1
OS03G0149800	BVRB_3g049310	24.6667	20.904	1
OS03G0149800	BVRB_5g121000	21	17.8977	1
OS03G0150200	BVRB_3g049280	47.5177	47.1831	1
OS03G0150200	BVRB_5g121050	49.6454	52.2388	1
OS03G0151100	BVRB_6g137190	70.1266	49.2883	1
OS03G0151300	BVRB_6g156070	54.6742	14.5881	1
OS03G0151600	BVRB_2g023420	33.9207	32.3529	1
OS03G0151600	BVRB_2g038620	48.0176	46.5812	1
OS03G0151600	BVRB_2g045720	30.3965	32.5472	1
OS03G0151600	BVRB_2g045780	33.0396	32.1888	1
OS03G0151600	BVRB_2g045800	28.6344	35.3261	1
OS03G0151700	BVRB_7g179240	62.9787	61.6025	1
OS03G0151800	BVRB_4g079200	17.7998	70.936	0
OS03G0151800	BVRB_7g161730	89.9876	90.66	0
OS03G0151800	BVRB_8g188790	90.6057	91.1692	0
OS03G0151800	BVRB_8g188800	90.3585	91.0336	0
OS03G0152000	BVRB_7g161540	33.046	32.3944	1
OS03G0152100	BVRB_5g118130	61.6822	16.9666	1
OS03G0152300	BVRB_4g096690	24.8971	31.3472	1
OS03G0152300	BVRB_4g096700	24.2798	18.8198	1
OS03G0152300	BVRB_6g141270	24.2798	33.6182	1
OS03G0152300	BVRB_7g159170	24.8971	18.9655	1
OS03G0152400	BVRB_9g205510	55.7971	57.037	1
OS03G0152600	BVRB_7g161470	63.5983	59.6078	1
OS03G0152700	BVRB_4g079150	42.4096	51.1628	1
OS03G0152700	BVRB_6g142930	43.1325	47.9893	1
OS03G0152800	BVRB_6g154660	43.5689	44.7619	0
OS03G0152900	BVRB_6g143820	50.3704	40.2367	1
OS03G0153000	BVRB_9g213780	69.2308	8.37209	1
OS03G0153100	BVRB_8g199630	52.3114	50.8274	1
OS03G0153100	BVRB_9g213790	46.472	47.2772	1
OS03G0153100	BVRB_9g213800	47.4453	49.6183	1
OS03G0153100	BVRB_9g213820	50.6083	50.1205	1
OS03G0153500	BVRB_8g199630	53.3981	39.0071	1
OS03G0153500	BVRB_9g213790	48.8673	37.3762	1
OS03G0153500	BVRB_9g213800	51.1327	40.2036	1
OS03G0153500	BVRB_9g213820	51.4563	38.3133	1
OS03G0153900	BVRB_8g199630	53.317	51.3002	1
OS03G0153900	BVRB_9g213790	48.8943	49.2574	1
OS03G0153900	BVRB_9g213800	49.3857	51.145	1
OS03G0153900	BVRB_9g213820	51.1057	50.1205	1
OS03G0154000	BVRB_8g199630	46.1538	45.3901	1
OS03G0154000	BVRB_9g213790	43.0288	44.3069	1
OS03G0154000	BVRB_9g213800	40.625	43.0025	1
OS03G0154000	BVRB_9g213820	43.0288	43.1325	1
OS03G0154100	BVRB_8g199630	52.2167	50.1182	1
OS03G0154100	BVRB_9g213790	49.7537	50	1
OS03G0154100	BVRB_9g213800	47.5369	49.1094	1
OS03G0154100	BVRB_9g213820	50.2463	49.1566	1
OS03G0154700	BVRB_5g126750	89.2308	88.3249	0
OS03G0154700	BVRB_6g154250	88.7179	87.8173	0
OS03G0155000	BVRB_8g199630	41.9889	17.9669	1
OS03G0155000	BVRB_9g213790	42.5414	19.0594	1
OS03G0155000	BVRB_9g213800	40.3315	18.5751	1
OS03G0155000	BVRB_9g213820	39.779	17.3494	1
OS03G0155300	BVRB_005440	65.2	63.1783	1
OS03G0155300	BVRB_8g194900	66.8	64.9805	1
OS03G0155500	BVRB_005440	60.7438	56.9767	1
OS03G0155500	BVRB_8g194900	61.157	57.5875	1
OS03G0155700	BVRB_005440	64.2534	55.0388	1
OS03G0155700	BVRB_8g194900	65.1584	56.0311	1
OS03G0155900	BVRB_005440	60.6426	58.5271	1
OS03G0155900	BVRB_8g194900	61.0442	59.144	1
OS03G0156000	BVRB_005440	61.0442	58.9147	1
OS03G0156000	BVRB_8g194900	60.6426	58.7549	1
OS03G0156300	BVRB_005440	59.5833	55.4264	1
OS03G0156300	BVRB_8g194900	58.3333	54.4747	1
OS03G0156500	BVRB_005370	20.3742	20.1646	0
OS03G0156500	BVRB_6g134220	17.8794	16.1049	0
OS03G0156600	BVRB_9g214040	50.3226	49.3671	1
OS03G0156700	BVRB_9g213990	55.8989	52.0942	1
OS03G0157300	BVRB_1g020830	53.8278	55.4187	1
OS03G0157300	BVRB_6g134280	63.1579	64.8649	1
OS03G0157400	BVRB_5g109050	66.6667	68.9933	1
OS03G0157500	BVRB_1g009370	64.3564	65.2174	1
OS03G0157600	BVRB_4g092770	20.6897	14.2012	1
OS03G0157600	BVRB_5g109980	19.3966	20.9302	1
OS03G0157600	BVRB_5g110000	18.9655	19.1304	1
OS03G0157600	BVRB_7g171580	24.1379	24.7788	1
OS03G0157600	BVRB_7g171590	23.2759	22.0408	1
OS03G0157700	BVRB_5g109840	44.6043	42.9958	1
OS03G0157800	BVRB_5g109790	51.3333	31.9834	0
OS03G0157900	BVRB_6g130780	63.8498	63.4033	1
OS03G0158200	BVRB_7g161100	58.4158	59.4758	1
OS03G0158300	BVRB_3g056240	54.3175	52	1
OS03G0158500	BVRB_3g056220	33.8048	48.9754	0
OS03G0158600	BVRB_015560	39.0244	38.4615	1
OS03G0159100	BVRB_4g070860	73.1383	72.9443	1
OS03G0159200	BVRB_5g124010	43.2548	39.1473	1
OS03G0159400	BVRB_5g119370	28.972	37.1257	1
OS03G0159700	BVRB_2g031800	36.1858	34.9882	1
OS03G0159800	BVRB_009000	68.2927	69.1358	1
OS03G0159900	BVRB_7g163740	30.2469	27.2222	1
OS03G0160100	BVRB_4g082460	49.2625	51.5963	1
OS03G0160200	BVRB_5g119440	42.4731	38.1642	1
OS03G0160400	BVRB_4g081660	51.3034	50.2554	1
OS03G0160600	BVRB_5g119660	68.4028	70.483	1
OS03G0160600	BVRB_5g125150	63.3681	60.4305	1
OS03G0161200	BVRB_5g119830	63.7037	65.449	1
OS03G0161400	BVRB_3g070100	45.122	39.0295	1
OS03G0161600	BVRB_5g124040	33.6066	59.4203	1
OS03G0161800	BVRB_3g068320	72.7273	71.6418	1
OS03G0162000	BVRB_2g043460	47.981	51.5306	1
OS03G0162500	BVRB_5g120190	40.0651	33.0645	1
OS03G0162900	BVRB_4g078240	46.4156	44.0092	1
OS03G0163100	BVRB_4g079920	51.8648	51.7442	1
OS03G0163300	BVRB_5g120360	73.1532	71.8584	1
OS03G0163500	BVRB_3g063430	57.6142	57.3957	1
OS03G0164700	BVRB_5g120550	52.3404	50.7216	1
OS03G0164800	BVRB_4g083530	29.2582	24.5109	1
OS03G0164800	BVRB_5g120570	22.1154	23.6417	1
OS03G0165000	BVRB_4g078790	70.603	30.61	1
OS03G0165100	BVRB_4g073610	38.3242	38.0628	1
OS03G0165266	BVRB_9g214710	32.8678	42.3261	1
OS03G0165266	BVRB_9g216980	36.406	44.9942	1
OS03G0165300	BVRB_1g006740	40.1305	36.6617	1
OS03G0165400	BVRB_1g006620	66.8252	67.1446	1
OS03G0165600	BVRB_5g115420	51.6832	16.0025	1
OS03G0165800	BVRB_7g167050	69.9552	70.5882	0
OS03G0165900	BVRB_7g167070	48.254	52.4138	1
OS03G0166000	BVRB_7g167080	51.7799	41.9948	0
OS03G0166800	BVRB_3g068850	73.8056	74.9164	1
OS03G0166800	BVRB_4g085420	12.5206	44.9704	1
OS03G0167000	BVRB_3g068760	31.5508	32.9609	1
OS03G0167000	BVRB_4g071330	37.9679	37.5661	1
OS03G0167200	BVRB_3g068520	26.3934	32.2	1
OS03G0167200	BVRB_4g071130	45.5738	44.4089	1
OS03G0167400	BVRB_4g085350	35.5191	47.7941	1
OS03G0167500	BVRB_1g001140	46.1078	53.3487	1
OS03G0167600	BVRB_3g064390	49.5066	49.183	1
OS03G0167800	BVRB_8g194720	64.3836	65.7343	0
OS03G0168100	BVRB_8g183650	30	28.9855	1
OS03G0168200	BVRB_6g153350	56.2264	55.1852	1
OS03G0168300	BVRB_2g040230	31.0714	35.0806	1
OS03G0168400	BVRB_2g046940	30.9322	11.6613	1
OS03G0168500	BVRB_5g114440	24.2938	16.0448	1
OS03G0168600	BVRB_6g153550	72.0588	72.7273	1
OS03G0168700	BVRB_6g153530	41.2313	40.6998	1
OS03G0168900	BVRB_2g042030	34.5133	29.3233	1
OS03G0169000	BVRB_6g153420	63.5193	58.9641	1
OS03G0169100	BVRB_5g114350	79.927	77.1127	1
OS03G0169400	BVRB_2g036450	46.8571	47.9532	1
OS03G0169800	BVRB_5g114610	64.7059	62.6943	1
OS03G0169900	BVRB_6g139260	39.6552	46	1
OS03G0170100	BVRB_5g106110	44.5378	38.9706	1
OS03G0170300	BVRB_2g047210	58.4615	58.4615	1
OS03G0170500	BVRB_6g154340	49.1892	48.9247	1
OS03G0170800	BVRB_009400	37.5776	25.6356	1
OS03G0171300	BVRB_2g046530	64.1304	63.4409	1
OS03G0171300	BVRB_5g125090	71.7391	71.7391	1
OS03G0171300	BVRB_6g143450	70.6522	69.1489	1
OS03G0171600	BVRB_5g125110	50.8121	49.5475	1
OS03G0171600	BVRB_6g154280	58.4687	56.25	1
OS03G0171900	BVRB_4g076880	72.0165	73.3753	1
OS03G0172000	BVRB_3g051110	49.7512	47.619	1
OS03G0172200	BVRB_8g184840	57.5419	60.5882	0
OS03G0173900	BVRB_4g072440	46.8	47.7551	1
OS03G0174100	BVRB_4g072520	71.6346	69.4639	1
OS03G0174200	BVRB_2g029440	28.392	32.3782	1
OS03G0174300	BVRB_3g061230	65.2778	47.3552	1
OS03G0174400	BVRB_3g061260	39.6226	43.5986	1
OS03G0174500	BVRB_040650	6.96721	32.0755	1
OS03G0174600	BVRB_4g072600	62.5	57.1161	1
OS03G0174800	BVRB_2g029430	33.7662	40	1
OS03G0174800	BVRB_3g061280	41.5584	47.7612	1
OS03G0174900	BVRB_002120	36.3636	33.9286	0
OS03G0174900	BVRB_7g170190	37.799	27.8169	0
OS03G0175200	BVRB_2g034190	66.6667	15.9091	1
OS03G0175200	BVRB_7g170210	63.0952	15.1429	1
OS03G0175600	BVRB_002160	73.871	65.4286	1
OS03G0175600	BVRB_2g034070	74.8387	63.388	1
OS03G0176100	BVRB_7g172420	22.9167	50.3817	0
OS03G0176700	BVRB_2g033870	51.0823	50	1
OS03G0176900	BVRB_2g033850	36.7925	35.7798	1
OS03G0177000	BVRB_001280	35.6209	42.7451	1
OS03G0177000	BVRB_6g131790	39.5425	40.4682	1
OS03G0177300	BVRB_7g170020	46.0317	43.9394	1
OS03G0177400	BVRB_2g036340	95.9732	95.9732	0
OS03G0177400	BVRB_2g036360	94.8546	94.8546	0
OS03G0177400	BVRB_2g036370	95.7494	95.7494	0
OS03G0177400	BVRB_2g036380	95.7494	95.7494	0
OS03G0177400	BVRB_2g036410	95.9732	95.9732	0
OS03G0177500	BVRB_2g036340	95.9732	95.9732	0
OS03G0177500	BVRB_2g036360	94.8546	94.8546	0
OS03G0177500	BVRB_2g036370	95.7494	95.7494	0
OS03G0177500	BVRB_2g036380	95.7494	95.7494	0
OS03G0177500	BVRB_2g036410	95.9732	95.9732	0
OS03G0177900	BVRB_2g036340	95.9732	95.9732	0
OS03G0177900	BVRB_2g036360	94.8546	94.8546	0
OS03G0177900	BVRB_2g036370	95.7494	95.7494	0
OS03G0177900	BVRB_2g036380	95.7494	95.7494	0
OS03G0177900	BVRB_2g036410	95.9732	95.9732	0
OS03G0178000	BVRB_2g036340	95.9732	95.9732	0
OS03G0178000	BVRB_2g036360	94.8546	94.8546	0
OS03G0178000	BVRB_2g036370	95.7494	95.7494	0
OS03G0178000	BVRB_2g036380	95.7494	95.7494	0
OS03G0178000	BVRB_2g036410	95.9732	95.9732	0
OS03G0178100	BVRB_2g033770	6.87361	52.9915	1
OS03G0178100	BVRB_2g033780	4.43459	62.5	1
OS03G0178100	BVRB_2g033820	61.7517	62.3042	1
OS03G0178200	BVRB_2g033840	43.2773	41.3655	1
OS03G0178500	BVRB_7g170010	25.4545	37.1681	1
OS03G0179000	BVRB_001310	60.6369	55.4133	1
OS03G0179100	BVRB_6g155140	43.1111	54.4944	1
OS03G0179400	BVRB_001370	60.4706	55.6277	1
OS03G0179400	BVRB_7g169950	53.6471	53.3958	1
OS03G0179400	BVRB_7g169970	51.5294	48.0263	1
OS03G0179700	BVRB_005000	51.9802	49.5283	1
OS03G0179900	BVRB_7g169930	60.5664	60.6987	1
OS03G0180000	BVRB_004980	51.1737	56.8696	1
OS03G0180000	BVRB_7g169870	57.903	56.8356	1
OS03G0180100	BVRB_7g169800	19.3237	24.8447	1
OS03G0180300	BVRB_2g045410	35.8674	32.2242	1
OS03G0180400	BVRB_004950	84.9594	84.9594	1
OS03G0180700	BVRB_9g203860	55.6025	64.3032	1
OS03G0181400	BVRB_1g011330	50.5774	48.5588	1
OS03G0181500	BVRB_2g036090	51.107	54.1016	1
OS03G0181500	BVRB_2g044780	69.1882	68.5558	1
OS03G0181800	BVRB_7g169580	37.8709	38.0035	1
OS03G0182000	BVRB_8g190850	26.8953	45.7055	1
OS03G0182700	BVRB_8g191060	75.2212	71.73	1
OS03G0183100	BVRB_5g121420	32.8	31.2183	1
OS03G0183600	BVRB_7g169130	70.1646	63.7383	0
OS03G0183800	BVRB_7g168940	57.7994	58.6987	1
OS03G0183900	BVRB_7g168900	70.8178	40.5751	0
OS03G0184000	BVRB_6g153080	9.86159	21.9231	0
OS03G0184300	BVRB_1g022640	49.6743	52.3156	1
OS03G0184400	BVRB_9g218800	49.1329	49.5146	1
OS03G0184500	BVRB_009300	37.5527	39.2071	1
OS03G0184500	BVRB_9g218740	41.7722	39.4422	1
OS03G0184550	BVRB_1g012790	58.9443	58.7719	0
OS03G0184600	BVRB_1g012790	48.4536	13.7427	0
OS03G0184700	BVRB_3g066990	58.5752	61.326	0
OS03G0184700	BVRB_3g068370	10.0264	67.8571	0
OS03G0184700	BVRB_7g166570	10.0264	67.8571	0
OS03G0185000	BVRB_4g090050	48.1728	42.8994	1
OS03G0185500	BVRB_1g013150	60.6464	26.8745	1
OS03G0185600	BVRB_6g155120	86.4	85.7143	1
OS03G0186100	BVRB_1g013360	53.3113	53.1353	1
OS03G0186500	BVRB_6g134390	27.8287	30.2577	1
OS03G0186600	BVRB_9g214370	35.0806	39.0135	1
OS03G0186600	BVRB_9g221550	34.2742	38.8128	1
OS03G0186800	BVRB_003140	56.6524	56.8966	1
OS03G0186800	BVRB_7g161300	48.4979	48.7069	1
OS03G0186900	BVRB_1g007810	46.5753	46.4692	1
OS03G0186950	BVRB_9g208320	34.6591	42.3611	0
OS03G0187000	BVRB_5g114730	49.1379	50	1
OS03G0187100	BVRB_9g211340	23.3831	15.6667	1
OS03G0187300	BVRB_1g008160	52.4927	23.5217	0
OS03G0187400	BVRB_1g008150	23.5	22.8155	1
OS03G0187500	BVRB_1g008060	65.873	27.438	1
OS03G0187600	BVRB_1g008070	59.4697	57.9336	1
OS03G0187600	BVRB_6g138930	51.8939	46.7577	1
OS03G0187700	BVRB_3g058600	57.2581	56.3492	1
OS03G0188100	BVRB_6g138910	52.3132	49.1639	1
OS03G0188200	BVRB_1g008260	25.4958	28.3912	1
OS03G0188200	BVRB_1g008270	18.6969	22	1
OS03G0188200	BVRB_1g008280	22.9462	20.4545	1
OS03G0188200	BVRB_1g008300	24.6459	21.4286	1
OS03G0188200	BVRB_4g094390	24.9292	25.1429	1
OS03G0188200	BVRB_5g125620	18.9802	21.8241	1
OS03G0188200	BVRB_6g138820	25.2125	27.3006	1
OS03G0188400	BVRB_1g008320	46.2006	40.5333	1
OS03G0188900	BVRB_6g138670	31.5113	29.5181	1
OS03G0189300	BVRB_6g138560	25.3669	19.7068	1
OS03G0189400	BVRB_1g008590	60.105	59.4805	1
OS03G0189600	BVRB_1g008590	53.2982	52.4675	1
OS03G0190000	BVRB_1g008600	36.6936	32.7338	1
OS03G0190100	BVRB_9g215480	54.4715	50.6297	1
OS03G0190300	BVRB_1g009020	41.6667	38.806	1
OS03G0190900	BVRB_1g009120	62.9938	63.2568	1
OS03G0191000	BVRB_9g215020	44.5092	45.5721	0
OS03G0191100	BVRB_6g135080	61.9953	61.4118	1
OS03G0191200	BVRB_1g009190	31.1475	32.618	1
OS03G0191400	BVRB_6g135100	79.0698	82.1256	0
OS03G0191700	BVRB_1g009280	29.5198	25.6442	1
OS03G0191800	BVRB_4g071410	21.4022	20.1389	1
OS03G0191900	BVRB_1g009470	41.4141	32.1149	0
OS03G0192000	BVRB_9g214830	51.049	51.6509	1
OS03G0192100	BVRB_2g028900	44.5161	39.5793	1
OS03G0192300	BVRB_6g135470	32.4607	25.0505	1
OS03G0192400	BVRB_009540	80.2817	79.7203	1
OS03G0192500	BVRB_005030	27.4165	15.6942	0
OS03G0192600	BVRB_8g190310	32.7014	37.9121	1
OS03G0192700	BVRB_6g135490	87.6471	87.4755	1
OS03G0192800	BVRB_2g035690	70.418	20.3154	1
OS03G0192900	BVRB_2g035690	70.7865	5.84416	1
OS03G0193000	BVRB_4g089940	50.6542	58.1545	1
OS03G0193000	BVRB_8g184680	48.785	47.6277	1
OS03G0193000	BVRB_9g225940	52.3364	55.5556	1
OS03G0193075	BVRB_8g184760	60	59.4595	1
OS03G0193400	BVRB_7g169320	37.6238	15.5102	0
OS03G0193400	BVRB_7g178040	39.604	12.8205	0
OS03G0193600	BVRB_8g201690	42.8571	31.5789	1
OS03G0194100	BVRB_4g089850	48.0099	44.9883	1
OS03G0194300	BVRB_9g204760	49.4005	56.4384	1
OS03G0194400	BVRB_9g204770	53.9535	59.4872	1
OS03G0194500	BVRB_4g089830	48.7685	48.0583	1
OS03G0194600	BVRB_8g184820	29.0155	15.0134	1
OS03G0194600	BVRB_9g204790	30.5699	14.532	1
OS03G0194900	BVRB_8g184820	39.0625	40.2145	1
OS03G0194900	BVRB_9g204790	45.8333	43.3498	1
OS03G0195100	BVRB_1g021370	30.5785	9.41476	1
OS03G0195200	BVRB_1g019060	61.7647	60.8696	1
OS03G0195800	BVRB_010680	70.2417	70.5615	1
