Gene stable ID	Vitis vinifera gene stable ID	% identity	Vitis vinifera % identity	Orthology confidence [0 low, 1 high]
OS02G0816000	VIT_18s0072g01170	49	48	0
OS02G0816100	VIT_05s0049g02320	36	70	1
OS02G0816100	VIT_05s0049g02350	24	43	1
OS02G0816200	VIT_07s0255g00030	36	36	0
OS02G0816400	VIT_07s0005g04940	11	10	1
OS02G0816500	VIT_15s0021g01180	80	62	1
OS02G0816600	VIT_05s0136g00140	71	26	1
OS02G0816700	VIT_05s0049g02200	28	36	0
OS02G0816700	VIT_05s0049g02210	51	52	0
OS02G0816800	VIT_07s0005g04440	74	76	0
OS02G0816900	VIT_05s0051g00050	70	60	0
OS02G0816900	VIT_07s0005g04790	76	64	0
OS02G0817000	VIT_04s0023g00030	12	17	1
OS02G0817200	VIT_12s0028g01340	74	74	0
OS02G0817500	VIT_05s0051g00650	86	86	0
OS02G0817600	VIT_05s0049g01970	39	34	1
OS02G0817600	VIT_07s0005g04380	37	34	1
OS02G0817700	VIT_07s0005g05610	73	74	1
OS02G0817800	VIT_06s0004g04940	26	13	1
OS02G0817800	VIT_08s0007g00500	22	12	1
OS02G0817800	VIT_13s0019g01670	24	12	1
OS02G0817900	VIT_04s0023g00080	67	68	1
OS02G0818700	VIT_03s0017g01120	63	54	1
OS02G0818700	VIT_06s0061g00490	62	63	1
OS02G0818800	VIT_08s0007g04970	25	29	1
OS02G0819000	VIT_06s0061g00440	36	18	1
OS02G0819000	VIT_08s0040g01370	37	17	1
OS02G0819100	VIT_13s0019g04670	48	47	1
OS02G0819200	VIT_13s0019g04650	47	46	1
OS02G0819300	VIT_13s0019g04640	39	28	1
OS02G0819400	VIT_06s0061g00280	49	10	0
OS02G0819400	VIT_08s0040g01610	47	10	0
OS02G0819600	VIT_08s0040g01570	40	50	1
OS02G0819600	VIT_08s0040g01580	23	60	1
OS02G0819600	VIT_13s0019g04610	64	64	1
OS02G0819700	VIT_13s0019g04580	51	50	1
OS02G0819900	VIT_06s0004g02530	36	33	1
OS02G0819900	VIT_08s0040g01650	9	45	1
OS02G0819900	VIT_13s0019g04550	38	36	1
OS02G0820000	VIT_06s0004g05530	79	83	1
OS02G0820200	VIT_05s0049g00480	32	26	1
OS02G0820200	VIT_07s0005g03120	22	26	1
OS02G0820300	VIT_07s0005g03110	51	49	1
OS02G0820400	VIT_12s0134g00580	33	32	1
OS02G0820400	VIT_12s0134g00590	17	29	1
OS02G0820400	VIT_12s0134g00600	10	29	1
OS02G0820400	VIT_12s0134g00630	13	29	1
OS02G0820400	VIT_12s0134g00640	24	30	1
OS02G0820400	VIT_12s0134g00650	26	30	1
OS02G0820400	VIT_12s0134g00660	11	28	1
OS02G0820400	VIT_12s0134g00670	34	32	1
OS02G0820500	VIT_07s0005g03030	47	52	0
OS02G0820600	VIT_14s0081g00680	57	57	0
OS02G0820700	VIT_05s0051g00940	71	71	1
OS02G0820700	VIT_07s0005g02990	76	76	1
OS02G0820800	VIT_05s0049g00100	64	65	1
OS02G0820800	VIT_14s0081g00670	62	57	1
OS02G0820900	VIT_05s0049g00090	47	51	0
OS02G0820900	VIT_14s0081g00630	47	51	0
OS02G0821400	VIT_06s0004g06030	40	43	1
OS02G0821600	VIT_15s0046g01800	54	54	1
OS02G0821600	VIT_16s0050g00900	46	47	1
OS02G0821600	VIT_16s0050g00910	48	48	1
OS02G0821600	VIT_16s0050g00930	49	48	1
OS02G0821800	VIT_16s0050g00880	90	70	0
OS02G0821900	VIT_15s0046g02370	28	22	1
OS02G0822000	VIT_02s0025g03290	45	40	1
OS02G0822000	VIT_16s0050g00790	48	46	1
OS02G0822100	VIT_02s0025g03310	63	59	1
OS02G0822100	VIT_04s0008g04180	64	67	1
OS02G0822100	VIT_16s0050g00780	65	62	1
OS02G0822300	VIT_13s0019g05360	60	59	0
OS02G0822400	VIT_13s0019g05230	21	31	1
OS02G0822400	VIT_13s0019g05240	33	37	1
OS02G0822500	VIT_08s0007g04700	72	70	1
OS02G0822600	VIT_06s0061g00770	65	62	0
OS02G0822800	VIT_13s0019g05290	51	52	1
OS02G0822900	VIT_15s0046g02480	35	34	1
OS02G0822900	VIT_16s0050g00690	31	32	1
OS02G0823000	VIT_02s0012g02640	20	73	1
OS02G0823000	VIT_02s0025g03400	72	72	1
OS02G0823000	VIT_15s0046g02460	72	73	1
OS02G0823100	VIT_02s0025g03390	83	84	0
OS02G0823100	VIT_12s0034g00250	25	60	0
OS02G0823100	VIT_13s0067g00220	85	86	0
OS02G0823100	VIT_15s0046g02410	80	81	0
OS02G0823100	VIT_15s0046g02420	85	86	0
OS02G0823100	VIT_18s0001g06480	29	59	0
OS02G0823200	VIT_02s0025g00080	57	57	1
OS02G0823300	VIT_06s0061g00860	36	34	0
OS02G0823300	VIT_13s0019g05390	46	40	0
OS02G0823400	VIT_08s0007g04520	58	59	1
OS02G0823600	VIT_08s0007g04900	59	60	0
OS02G0823700	VIT_06s0061g00550	53	60	1
OS02G0823700	VIT_08s0007g04950	57	63	1
OS02G0823800	VIT_06s0061g00740	46	43	1
OS02G0824000	VIT_16s0013g00200	38	45	0
OS02G0824100	VIT_16s0050g00480	52	54	1
OS02G0824300	VIT_15s0046g02930	39	44	1
OS02G0824400	VIT_15s0046g02920	71	69	1
OS02G0824500	VIT_02s0025g03780	42	40	0
OS02G0824700	VIT_05s0062g00210	92	92	0
OS02G0826100	VIT_02s0025g03950	52	56	0
OS02G0826200	VIT_15s0046g03700	70	70	1
OS02G0826500	VIT_02s0025g02160	78	75	0
OS02G0826600	VIT_19s0014g03000	64	64	1
OS02G0827200	VIT_01s0026g01960	60	29	1
OS02G0827300	VIT_00s0818g00010	37	79	1
OS02G0827500	VIT_16s0039g00080	24	32	1
OS02G0827500	VIT_16s0039g00150	20	38	1
OS02G0827600	VIT_10s0071g01140	63	59	0
OS02G0827900	VIT_14s0083g00550	45	45	1
OS02G0828100	VIT_10s0071g00890	60	51	1
OS02G0828100	VIT_16s0039g00390	68	56	1
OS02G0828200	VIT_10s0071g00810	61	60	0
OS02G0828200	VIT_10s0071g00840	61	60	0
OS02G0828200	VIT_10s0071g00850	51	55	0
OS02G0828500	VIT_10s0071g00810	56	54	0
OS02G0828500	VIT_10s0071g00840	56	55	0
OS02G0828500	VIT_10s0071g00850	50	53	0
OS02G0828566	VIT_10s0042g00170	62	57	1
OS02G0829100	VIT_04s0008g02570	36	38	1
OS02G0829100	VIT_11s0052g00850	39	39	1
OS02G0829200	VIT_01s0010g01430	70	51	0
OS02G0829400	VIT_01s0010g01450	32	54	1
OS02G0829600	VIT_01s0010g01230	56	50	0
OS02G0829800	VIT_01s0010g01460	35	38	1
OS02G0829900	VIT_00s0211g00050	40	63	1
OS02G0830000	VIT_00s0270g00090	45	44	1
OS02G0830100	VIT_00s0211g00060	71	57	0
OS02G0830100	VIT_06s0061g01070	63	70	0
OS02G0830801	VIT_14s0083g00750	77	28	0
OS02G0830900	VIT_14s0083g00750	66	12	0
OS02G0831100	VIT_01s0010g01770	28	14	1
OS02G0831200	VIT_05s0102g00430	41	39	1
OS02G0831300	VIT_04s0079g00840	67	60	1
OS02G0831300	VIT_13s0175g00180	69	67	1
OS02G0831400	VIT_18s0001g06600	40	24	1
OS02G0831500	VIT_04s0079g00230	66	66	1
OS02G0831500	VIT_17s0053g00700	68	63	1
OS02G0831600	VIT_17s0053g00680	73	68	0
OS02G0831600	VIT_19s0014g01840	59	76	0
OS02G0831700	VIT_11s0016g02570	59	54	0
OS02G0831800	VIT_11s0037g00340	58	59	1
OS02G0832000	VIT_03s0038g03960	69	63	0
OS02G0832100	VIT_07s0031g02270	60	36	0
OS02G0832150	VIT_03s0038g03930	23	33	1
OS02G0832150	VIT_07s0031g02250	43	43	1
OS02G0832150	VIT_18s0122g00870	42	42	1
OS02G0832200	VIT_18s0122g00880	42	46	1
OS02G0832400	VIT_06s0004g01270	76	37	0
OS02G0832400	VIT_13s0156g00210	71	34	0
OS02G0832400	VIT_15s0024g01490	23	55	0
OS02G0832500	VIT_06s0004g01270	82	13	0
OS02G0832500	VIT_13s0156g00210	78	12	0
OS02G0832500	VIT_15s0024g01490	1	1	0
OS02G0832600	VIT_06s0004g01210	40	43	0
OS02G0832600	VIT_13s0156g00220	42	42	0
OS02G0832700	VIT_08s0007g06550	62	44	1
OS02G0832800	VIT_00s0585g00030	70	71	1
OS02G0832800	VIT_00s0921g00020	10	63	1
OS02G0832800	VIT_00s0972g00010	19	87	1
OS02G0833000	VIT_03s0038g03810	49	49	1
OS02G0833000	VIT_18s0122g01240	50	46	1
OS02G0833050	VIT_03s0038g03200	7	8	1
OS02G0833300	VIT_05s0029g01060	52	49	1
OS02G0833300	VIT_15s0021g02790	46	51	1
OS02G0833400	VIT_18s0001g00090	68	68	1
OS02G0833500	VIT_06s0009g00990	32	34	1
OS02G0833900	VIT_00s0510g00030	45	59	0
OS02G0833900	VIT_00s1677g00010	49	60	0
OS02G0833900	VIT_18s0001g01140	57	58	0
OS02G0834000	VIT_03s0038g02380	95	95	1
OS02G0834000	VIT_04s0023g03860	88	89	1
OS02G0834000	VIT_18s0001g14670	95	95	1
OS02G0834300	VIT_15s0021g00880	40	39	1
OS02G0834700	VIT_03s0038g00740	64	64	1
OS03G0100010	VIT_08s0007g01600	18	13	1
OS03G0100020	VIT_02s0012g01410	60	61	1
OS03G0100030	VIT_02s0012g01220	62	64	1
OS03G0100040	VIT_15s0021g00460	70	66	1
OS03G0100050	VIT_02s0012g00590	38	14	1
OS03G0100200	VIT_16s0013g00240	48	47	1
OS03G0100300	VIT_00s0208g00100	8	25	1
OS03G0100300	VIT_02s0236g00040	53	51	1
OS03G0100300	VIT_03s0063g00440	10	31	1
OS03G0100300	VIT_15s0021g01210	50	49	1
OS03G0100400	VIT_00s0591g00010	60	45	1
OS03G0100400	VIT_00s0809g00030	12	81	1
OS03G0100500	VIT_00s0204g00080	0	0	0
OS03G0100500	VIT_00s0204g00110	64	14	0
OS03G0100800	VIT_00s0760g00010	10	59	0
OS03G0100800	VIT_00s2844g00010	14	84	0
OS03G0100800	VIT_02s0025g03330	63	71	0
OS03G0100800	VIT_02s0488g00010	12	62	0
OS03G0100800	VIT_15s0021g01660	79	80	0
OS03G0101100	VIT_02s0488g00020	64	66	0
OS03G0101100	VIT_15s0021g01760	64	59	0
OS03G0101500	VIT_15s0021g02050	46	39	1
OS03G0101600	VIT_09s0002g07820	8	23	1
OS03G0101600	VIT_09s0002g08470	67	70	1
OS03G0101600	VIT_09s0002g08480	70	73	1
OS03G0101800	VIT_15s0021g02460	58	54	1
OS03G0101800	VIT_16s0022g00450	59	64	1
OS03G0101900	VIT_00s0229g00180	57	58	1
OS03G0102000	VIT_00s0229g00170	53	58	1
OS03G0102100	VIT_00s0229g00160	73	67	1
OS03G0102300	VIT_15s0021g02580	0	0	0
OS03G0102300	VIT_15s0021g02610	3	1	0
OS03G0102333	VIT_15s0021g02580	45	15	0
OS03G0102333	VIT_15s0021g02610	2	1	0
OS03G0102366	VIT_15s0021g02580	4	2	0
OS03G0102366	VIT_15s0021g02610	55	30	0
OS03G0102400	VIT_16s0013g02100	60	44	1
OS03G0103000	VIT_02s0154g00260	65	59	1
OS03G0103400	VIT_02s0154g00400	34	31	1
OS03G0103400	VIT_15s0048g00270	37	23	1
OS03G0103950	VIT_05s0020g03890	28	10	1
OS03G0103950	VIT_07s0151g00430	26	13	1
OS03G0104100	VIT_03s0091g00470	52	11	1
OS03G0104100	VIT_07s0129g00520	55	12	1
OS03G0104100	VIT_18s0001g09390	55	12	1
OS03G0105600	VIT_06s0004g05870	95	96	0
OS03G0105600	VIT_08s0007g01630	97	97	0
OS03G0105800	VIT_02s0025g03500	26	23	1
OS03G0106000	VIT_15s0046g02870	61	57	1
OS03G0106200	VIT_02s0025g03420	17	17	1
OS03G0106200	VIT_15s0046g02500	22	20	1
OS03G0106300	VIT_15s0046g02490	22	34	1
OS03G0106400	VIT_00s0558g00010	13	38	1
OS03G0106400	VIT_00s0657g00010	20	75	1
OS03G0107000	VIT_15s0046g02450	70	43	1
OS03G0107400	VIT_08s0007g04510	34	22	1
OS03G0107400	VIT_13s0019g05400	38	22	1
OS03G0107600	VIT_00s0338g00020	44	48	1
OS03G0107900	VIT_06s0061g00560	56	52	0
OS03G0108000	VIT_08s0007g04910	58	58	1
OS03G0108200	VIT_08s0007g04920	20	9	1
OS03G0108300	VIT_06s0061g00550	57	61	1
OS03G0108300	VIT_08s0007g04950	60	63	1
OS03G0108400	VIT_06s0061g00540	77	78	1
OS03G0108500	VIT_00s2125g00010	41	55	0
OS03G0108600	VIT_05s0020g01130	52	48	0
OS03G0108700	VIT_07s0005g02780	30	28	1
OS03G0109000	VIT_07s0005g03610	25	30	1
OS03G0109300	VIT_06s0004g02680	67	67	1
OS03G0109300	VIT_08s0040g01780	65	63	1
OS03G0109400	VIT_06s0004g02800	73	72	1
OS03G0109400	VIT_13s0019g04320	64	64	1
OS03G0109500	VIT_08s0007g02620	73	74	0
OS03G0109500	VIT_13s0073g00120	72	72	0
OS03G0109700	VIT_03s0063g00110	61	63	1
OS03G0109700	VIT_07s0031g00260	63	62	1
OS03G0110300	VIT_00s0270g00050	38	35	1
OS03G0110400	VIT_13s0084g00370	66	70	1
OS03G0110400	VIT_13s0084g00520	66	68	1
OS03G0110500	VIT_17s0053g00590	38	29	1
OS03G0110800	VIT_14s0066g01040	48	53	1
OS03G0110900	VIT_02s0025g03940	48	46	1
OS03G0111100	VIT_13s0019g02390	54	54	1
OS03G0111200	VIT_15s0046g03180	53	47	1
OS03G0111300	VIT_14s0006g02530	31	37	0
OS03G0111300	VIT_14s0006g02550	30	32	0
OS03G0111300	VIT_17s0000g03280	33	35	0
OS03G0111400	VIT_16s0050g00140	76	73	0
OS03G0111800	VIT_07s0005g02210	46	45	1
OS03G0112101	VIT_06s0061g01170	92	35	1
OS03G0112600	VIT_03s0038g00610	43	11	1
OS03G0112600	VIT_04s0023g02950	43	12	1
OS03G0112800	VIT_04s0023g02940	63	63	1
OS03G0112900	VIT_03s0038g00500	49	54	1
OS03G0112900	VIT_03s0038g00550	49	54	1
OS03G0112900	VIT_04s0023g02900	56	57	1
OS03G0112900	VIT_07s0031g01370	24	33	1
OS03G0112900	VIT_07s0031g01380	33	36	1
OS03G0112900	VIT_07s0031g01390	34	35	1
OS03G0112900	VIT_17s0000g03910	23	26	1
OS03G0112900	VIT_17s0000g03940	34	29	1
OS03G0113000	VIT_02s0025g03240	36	45	1
OS03G0113100	VIT_12s0057g00500	54	64	1
OS03G0113700	VIT_00s0415g00030	85	84	1
OS03G0113700	VIT_03s0097g00530	88	88	1
OS03G0113800	VIT_02s0025g02520	66	75	1
OS03G0114000	VIT_00s0218g00050	60	37	1
OS03G0114000	VIT_18s0001g07800	59	43	1
OS03G0114200	VIT_16s0098g01610	41	47	1
OS03G0114300	VIT_02s0025g02480	59	60	1
OS03G0114400	VIT_15s0048g02990	38	43	1
OS03G0114800	VIT_02s0025g02420	83	82	1
OS03G0114800	VIT_16s0098g01290	83	83	1
OS03G0114900	VIT_09s0002g01810	65	69	1
OS03G0115000	VIT_02s0025g02410	34	38	1
OS03G0115100	VIT_15s0046g00110	63	62	1
OS03G0115200	VIT_17s0000g04300	64	75	0
OS03G0115200	VIT_17s0000g04320	74	75	0
OS03G0115300	VIT_13s0064g00400	54	54	1
OS03G0115400	VIT_02s0025g02240	43	44	1
OS03G0115400	VIT_15s0046g00160	47	46	1
OS03G0115400	VIT_16s0098g01520	43	44	1
OS03G0115500	VIT_15s0046g00180	61	63	1
OS03G0115700	VIT_02s0025g02190	70	69	1
OS03G0116000	VIT_02s0025g01420	41	38	0
OS03G0116400	VIT_02s0025g04130	63	63	0
OS03G0116400	VIT_16s0100g00640	61	61	0
OS03G0116500	VIT_15s0048g01980	73	73	1
OS03G0116700	VIT_02s0025g04380	57	55	1
OS03G0116700	VIT_15s0048g01930	58	60	1
OS03G0116700	VIT_16s0100g00520	55	59	1
OS03G0116800	VIT_15s0048g01920	35	36	1
OS03G0116800	VIT_16s0100g00510	42	45	1
OS03G0116900	VIT_15s0048g01880	63	63	1
OS03G0117000	VIT_16s0100g00480	50	35	1
OS03G0117200	VIT_15s0046g02860	46	55	1
OS03G0117300	VIT_15s0048g01850	37	55	1
OS03G0117800	VIT_15s0048g01810	69	72	1
OS03G0117900	VIT_02s0025g04440	46	49	1
OS03G0117900	VIT_16s0100g00400	45	38	1
OS03G0118200	VIT_02s0025g04490	77	76	0
OS03G0118200	VIT_15s0048g01060	78	78	0
OS03G0118600	VIT_16s0100g00480	64	71	1
OS03G0118800	VIT_16s0022g01310	13	30	1
OS03G0118900	VIT_04s0044g01190	41	45	1
OS03G0119000	VIT_16s0022g02410	60	64	1
OS03G0119100	VIT_02s0025g04620	65	64	1
OS03G0119100	VIT_15s0048g01160	66	51	1
OS03G0119500	VIT_06s0004g01200	79	26	0
OS03G0119700	VIT_18s0001g05820	20	38	1
OS03G0119966	VIT_04s0079g00280	50	48	1
OS03G0120000	VIT_04s0079g00260	43	15	1
OS03G0120100	VIT_00s1667g00010	60	66	1
OS03G0120100	VIT_00s2279g00010	47	67	1
OS03G0120100	VIT_16s0115g00160	31	49	1
OS03G0120300	VIT_00s0481g00010	18	63	0
OS03G0120300	VIT_01s0010g01740	76	74	0
OS03G0120300	VIT_18s0001g01040	18	63	0
OS03G0120300	VIT_18s0001g01330	18	65	0
OS03G0120400	VIT_02s0025g03010	51	70	1
OS03G0120900	VIT_02s0025g03000	44	30	1
OS03G0120900	VIT_15s0048g02370	42	29	1
OS03G0121700	VIT_16s0098g00830	62	65	0
OS03G0121800	VIT_15s0048g02380	74	9	1
OS03G0122000	VIT_15s0048g02400	40	38	1
OS03G0122100	VIT_15s0048g02510	29	25	1
OS03G0122200	VIT_02s0025g02890	63	65	0
OS03G0122300	VIT_13s0047g00210	64	65	1
OS03G0122300	VIT_16s0098g00860	65	66	1
OS03G0122600	VIT_02s0025g04650	48	52	1
OS03G0122600	VIT_15s0048g01250	30	43	1
OS03G0123100	VIT_07s0031g00160	92	91	0
OS03G0123100	VIT_18s0001g10100	83	68	0
OS03G0123300	VIT_02s0025g04680	65	75	1
OS03G0123500	VIT_02s0025g04630	68	74	1
OS03G0123600	VIT_02s0025g00130	70	81	1
OS03G0123800	VIT_13s0067g00700	35	37	1
OS03G0124000	VIT_02s0025g00200	42	39	0
OS03G0124100	VIT_02s0025g00210	52	50	0
OS03G0124200	VIT_00s1542g00010	28	53	1
OS03G0124200	VIT_00s1542g00020	25	51	1
OS03G0124200	VIT_07s0129g00870	39	40	1
OS03G0124200	VIT_07s0129g00880	39	40	1
OS03G0124200	VIT_07s0129g00890	34	41	1
OS03G0124200	VIT_07s0129g00910	39	40	1
OS03G0124200	VIT_07s0129g00920	39	38	1
OS03G0124200	VIT_07s0129g00950	24	58	1
OS03G0124200	VIT_07s0129g00960	40	41	1
OS03G0124200	VIT_07s0129g00970	41	41	1
OS03G0124200	VIT_07s0129g00990	41	42	1
OS03G0124200	VIT_16s0050g01020	42	46	1
OS03G0124300	VIT_07s0129g00940	18	29	1
OS03G0124300	VIT_15s0045g01220	10	38	1
OS03G0124300	VIT_15s0046g01930	38	36	1
OS03G0124900	VIT_00s2630g00010	8	58	1
OS03G0124900	VIT_02s0025g00260	61	58	1
OS03G0124900	VIT_13s0139g00110	9	44	1
OS03G0124900	VIT_15s0046g02000	59	57	1
OS03G0124900	VIT_16s0050g01110	59	26	1
OS03G0125000	VIT_15s0046g01780	53	56	1
OS03G0125100	VIT_02s0025g00240	64	61	0
OS03G0125100	VIT_16s0050g01090	65	61	0
OS03G0125300	VIT_02s0025g00400	53	55	1
OS03G0125400	VIT_15s0046g01770	59	61	1
OS03G0125600	VIT_15s0046g02030	60	64	1
OS03G0125600	VIT_16s0050g01130	35	53	1
OS03G0125700	VIT_02s0025g00390	56	63	1
OS03G0125800	VIT_16s0050g01290	58	55	1
OS03G0126000	VIT_14s0066g00970	64	59	1
OS03G0126000	VIT_17s0000g08660	63	63	1
OS03G0126100	VIT_03s0088g00460	15	82	1
OS03G0126100	VIT_15s0046g02250	67	46	1
OS03G0126300	VIT_03s0017g02300	44	45	1
OS03G0126450	VIT_08s0007g02550	13	24	0
OS03G0126700	VIT_16s0050g01190	30	18	1
OS03G0126700	VIT_16s0050g01220	22	48	1
OS03G0126700	VIT_16s0050g01240	26	40	1
OS03G0126700	VIT_16s0050g01250	30	44	1
OS03G0126800	VIT_15s0048g02740	64	73	1
OS03G0127000	VIT_18s0001g13700	72	55	1
OS03G0127500	VIT_03s0038g00860	50	32	0
OS03G0127500	VIT_18s0001g13740	18	59	0
OS03G0127600	VIT_15s0048g00720	31	44	1
OS03G0127600	VIT_15s0048g00730	16	35	1
OS03G0127700	VIT_00s1764g00020	34	64	1
OS03G0127900	VIT_16s0022g02060	81	31	1
OS03G0128000	VIT_15s0048g01750	46	44	1
OS03G0128100	VIT_06s0004g01270	82	26	0
OS03G0128100	VIT_13s0156g00210	79	25	0
OS03G0128100	VIT_15s0024g01490	1	1	0
OS03G0128200	VIT_06s0004g01270	78	21	0
OS03G0128200	VIT_13s0156g00210	75	21	0
OS03G0128200	VIT_15s0024g01490	30	42	0
OS03G0128300	VIT_08s0007g06500	30	35	1
OS03G0128500	VIT_08s0007g06490	73	71	1
OS03G0128800	VIT_03s0038g03970	39	39	0
OS03G0128932	VIT_07s0031g02270	47	27	0
OS03G0129000	VIT_09s0018g01760	52	46	1
OS03G0129100	VIT_07s0031g02230	10	50	1
OS03G0129100	VIT_18s0122g00930	56	57	1
OS03G0129200	VIT_07s0031g02190	75	35	1
OS03G0129300	VIT_18s0122g00960	84	82	0
OS03G0129800	VIT_01s0010g02150	19	43	1
OS03G0129900	VIT_01s0137g00010	46	67	0
OS03G0130100	VIT_04s0079g00790	63	62	0
OS03G0130300	VIT_01s0010g02030	54	57	0
OS03G0130400	VIT_13s0067g03360	66	68	1
OS03G0130500	VIT_03s0038g03870	36	42	0
OS03G0130500	VIT_18s0122g01080	41	43	0
OS03G0130700	VIT_04s0044g00140	31	32	1
OS03G0130750	VIT_04s0044g00120	67	51	1
OS03G0130800	VIT_03s0038g03820	23	19	1
OS03G0130800	VIT_03s0038g03830	10	17	1
OS03G0130800	VIT_18s0122g01220	27	26	1
OS03G0130900	VIT_03s0038g03810	51	53	1
OS03G0130900	VIT_18s0122g01240	51	48	1
OS03G0131000	VIT_11s0016g01010	26	29	0
OS03G0131100	VIT_03s0038g03710	43	43	1
OS03G0131100	VIT_18s0122g01290	39	45	1
OS03G0131300	VIT_03s0038g03680	60	55	1
OS03G0131300	VIT_04s0210g00220	51	53	1
OS03G0131400	VIT_04s0210g00210	35	25	1
OS03G0131500	VIT_00s0338g00050	12	61	1
OS03G0131500	VIT_00s0684g00040	36	47	1
OS03G0131800	VIT_03s0038g03610	69	70	0
OS03G0131900	VIT_03s0038g03560	48	49	1
OS03G0132000	VIT_18s0001g00280	57	58	1
OS03G0132000	VIT_18s0001g00290	62	62	1
OS03G0132200	VIT_03s0038g03430	50	54	1
OS03G0132300	VIT_03s0038g01370	33	42	1
OS03G0132300	VIT_18s0001g14100	44	44	1
OS03G0132800	VIT_03s0038g03270	73	78	0
OS03G0132800	VIT_18s0001g00180	74	77	0
OS03G0133000	VIT_03s0038g03410	45	51	1
OS03G0133000	VIT_04s0008g00150	41	47	1
OS03G0133100	VIT_18s0001g00140	47	60	1
OS03G0133300	VIT_03s0038g02700	15	38	1
OS03G0133300	VIT_18s0001g00110	83	67	1
OS03G0133400	VIT_03s0038g03210	40	39	1
OS03G0133400	VIT_03s0038g03220	41	39	1
OS03G0133500	VIT_04s0210g00140	19	71	0
OS03G0133500	VIT_18s0122g01440	66	64	0
OS03G0133800	VIT_04s0210g00140	16	71	0
OS03G0133800	VIT_18s0122g01440	56	63	0
OS03G0133900	VIT_04s0210g00190	60	64	1
OS03G0134300	VIT_12s0035g00760	63	65	1
OS03G0134500	VIT_02s0025g02570	53	55	1
OS03G0134500	VIT_15s0048g02900	52	54	1
OS03G0134800	VIT_16s0100g00620	11	10	1
OS03G0135300	VIT_18s0001g00690	62	62	1
OS03G0135400	VIT_03s0038g03050	53	20	1
OS03G0135600	VIT_00s0264g00130	47	43	1
OS03G0135700	VIT_00s1312g00010	37	39	1
OS03G0135700	VIT_17s0000g03550	32	36	1
OS03G0135700	VIT_18s0001g08040	40	43	1
OS03G0136200	VIT_03s0038g02920	72	74	1
OS03G0136200	VIT_18s0001g00810	69	70	1
OS03G0136500	VIT_00s0264g00060	57	63	1
OS03G0136600	VIT_18s0001g00900	52	53	1
OS03G0136800	VIT_03s0088g00390	47	40	1
OS03G0136900	VIT_00s0264g00030	78	84	1
OS03G0137300	VIT_03s0038g02670	69	49	1
OS03G0137400	VIT_00s0434g00060	45	42	1
OS03G0137400	VIT_00s0462g00010	10	51	1
OS03G0137500	VIT_11s0052g01030	59	59	1
OS03G0137600	VIT_08s0007g05010	60	58	1
OS03G0137700	VIT_12s0034g02550	46	44	0
OS03G0137800	VIT_05s0029g00040	44	37	0
OS03G0137800	VIT_07s0005g06340	43	43	0
OS03G0138100	VIT_05s0049g01490	23	15	1
OS03G0138500	VIT_05s0049g01720	19	24	1
OS03G0138500	VIT_07s0005g03990	30	28	1
OS03G0138500	VIT_14s0036g01120	22	29	1
OS03G0138600	VIT_05s0049g01560	50	49	1
OS03G0138900	VIT_09s0054g00840	30	41	1
OS03G0139100	VIT_05s0049g01790	95	100	0
OS03G0139200	VIT_05s0049g01820	29	27	0
OS03G0139500	VIT_05s0049g01830	26	23	1
OS03G0140500	VIT_05s0049g01860	50	48	1
OS03G0140500	VIT_07s0005g04220	45	41	1
OS03G0140700	VIT_07s0005g04340	21	58	1
OS03G0140900	VIT_07s0005g04560	18	17	1
OS03G0141000	VIT_08s0007g06890	93	45	1
OS03G0141000	VIT_08s0007g07010	90	44	1
OS03G0141200	VIT_05s0051g00010	56	68	1
OS03G0141200	VIT_05s0077g00280	64	62	1
OS03G0142500	VIT_06s0004g02630	52	49	1
OS03G0142500	VIT_13s0019g04440	51	50	1
OS03G0142600	VIT_05s0049g02260	47	45	1
OS03G0142600	VIT_14s0083g01060	42	42	1
OS03G0142800	VIT_07s0005g04460	70	69	0
OS03G0142900	VIT_07s0005g04360	61	53	1
OS03G0142900	VIT_14s0036g01450	59	57	1
OS03G0143100	VIT_07s0005g04410	62	64	1
OS03G0143300	VIT_00s0265g00020	39	11	1
OS03G0143300	VIT_03s0017g01640	42	11	1
OS03G0143400	VIT_05s0051g00340	87	87	0
OS03G0143600	VIT_05s0051g00350	56	60	1
OS03G0143700	VIT_07s0005g04940	34	31	1
OS03G0143800	VIT_04s0043g00740	58	4	0
OS03G0143851	VIT_04s0043g00740	71	12	0
OS03G0143900	VIT_05s0051g00390	60	66	1
OS03G0143900	VIT_05s0051g00400	62	67	1
OS03G0144000	VIT_05s0051g00490	31	27	1
OS03G0144800	VIT_07s0005g04420	68	56	1
OS03G0145102	VIT_07s0005g04390	43	30	1
OS03G0145300	VIT_14s0066g02440	18	11	0
OS03G0145500	VIT_07s0005g04510	39	54	1
OS03G0145600	VIT_03s0091g00920	7	34	1
OS03G0145600	VIT_03s0091g00940	37	34	1
OS03G0145600	VIT_04s0023g00220	36	34	1
OS03G0145600	VIT_10s0071g00410	37	33	1
OS03G0145600	VIT_10s0071g00460	31	41	1
OS03G0145600	VIT_10s0071g00490	37	32	1
OS03G0145600	VIT_10s0071g00520	37	33	1
OS03G0145600	VIT_10s0071g00570	36	35	1
OS03G0145600	VIT_13s0047g01130	36	32	1
OS03G0145800	VIT_08s0007g04760	58	45	1
OS03G0145900	VIT_06s0061g00710	42	20	1
