Gene stable ID	Oryza meridionalis gene stable ID	% identity	Oryza meridionalis % identity	Orthology confidence [0 low, 1 high]
OS02G0151400	OMERI02G04850	93	89	0
OS02G0151600	OMERI02G04860	100	100	1
OS02G0152200	OMERI03G09470	11	22	0
OS02G0152300	OMERI02G04880	99	99	0
OS02G0152400	OMERI02G04900	90	71	0
OS02G0152500	OMERI02G04890	99	99	1
OS02G0152600	OMERI02G04910	79	65	1
OS02G0152800	OMERI02G04920	100	25	1
OS02G0152900	OMERI02G04930	98	98	1
OS02G0153000	OMERI02G04940	85	59	0
OS02G0153300	OMERI02G04970	93	53	0
OS02G0154000	OMERI02G04990	37	98	1
OS02G0154300	OMERI02G04950	57	40	0
OS02G0154600	OMERI02G05010	38	61	1
OS02G0155000	OMERI02G05030	80	83	0
OS02G0155300	OMERI02G05050	81	51	1
OS02G0155400	OMERI02G05060	96	99	1
OS02G0155900	OMERI02G05070	84	11	1
OS02G0156000	OMERI02G05090	88	70	1
OS02G0156100	OMERI02G05100	30	72	0
OS02G0156200	OMERI02G05110	86	81	1
OS02G0156300	OMERI02G05080	88	70	1
OS02G0156300	OMERI02G05120	96	33	1
OS02G0156400	OMERI10G02700	68	70	0
OS02G0156500	OMERI02G05130	95	78	0
OS02G0157000	OMERI02G05140	97	40	1
OS02G0157900	OMERI02G05180	95	98	1
OS02G0158100	OMERI02G05200	99	92	1
OS02G0158300	OMERI02G05280	99	99	1
OS02G0158500	OMERI02G05290	82	94	1
OS02G0158800	OMERI02G05300	95	95	1
OS02G0158900	OMERI02G05310	92	93	1
OS02G0159200	OMERI02G05320	97	97	1
OS02G0159250	OMERI02G05330	94	95	1
OS02G0159400	OMERI02G05350	85	48	1
OS02G0159800	OMERI02G05360	89	94	1
OS02G0159900	OMERI02G05380	96	95	1
OS02G0160200	OMERI02G05410	99	99	1
OS02G0160250	OMERI02G05420	81	94	1
OS02G0160300	OMERI02G05430	74	58	1
OS02G0160400	OMERI02G05450	65	100	1
OS02G0160900	OMERI02G05460	92	92	1
OS02G0161000	OMERI02G05470	99	99	1
OS02G0161100	OMERI02G05480	96	96	1
OS02G0161500	OMERI02G05550	69	49	0
OS02G0162000	OMERI02G05580	100	100	1
OS02G0162200	OMERI02G05600	48	37	0
OS02G0162500	OMERI02G05610	100	100	1
OS02G0162600	OMERI02G05630	95	97	1
OS02G0162733	OMERI02G05620	82	5	1
OS02G0162766	OMERI02G05620	90	19	1
OS02G0163300	OMERI02G05650	98	97	1
OS02G0163400	OMERI02G05660	73	99	1
OS02G0163500	OMERI02G05670	100	63	1
OS02G0163533	OMERI02G05680	100	100	1
OS02G0163600	OMERI02G05690	99	99	1
OS02G0164000	OMERI02G05710	90	70	1
OS02G0164300	OMERI02G05730	100	46	0
OS02G0164400	OMERI02G05740	93	94	1
OS02G0164600	OMERI02G05760	95	83	1
OS02G0164800	OMERI02G05770	96	38	1
OS02G0164900	OMERI02G05780	99	99	1
OS02G0165000	OMERI02G05790	96	96	1
OS02G0165100	OMERI02G05800	98	77	1
OS02G0166800	OMERI02G05930	96	54	1
OS02G0167100	OMERI02G05940	98	98	1
OS02G0167300	OMERI02G05960	100	97	1
OS02G0167500	OMERI02G05970	94	75	1
OS02G0167700	OMERI02G05990	99	100	1
OS02G0168000	OMERI02G06010	86	98	1
OS02G0168100	OMERI02G06000	100	54	1
OS02G0168200	OMERI02G06020	76	77	1
OS02G0168300	OMERI02G06030	96	88	1
OS02G0168400	OMERI02G06040	97	56	1
OS02G0168500	OMERI02G06060	98	98	1
OS02G0168600	OMERI02G06050	100	78	1
OS02G0168700	OMERI02G06070	97	98	1
OS02G0168800	OMERI02G06080	99	95	1
OS02G0168800	OMERI02G06110	99	95	1
OS02G0168900	OMERI02G06090	70	92	1
OS02G0168900	OMERI02G06120	70	92	1
OS02G0169000	OMERI02G06100	95	95	1
OS02G0169000	OMERI02G06130	95	95	1
OS02G0169300	OMERI02G06140	100	91	1
OS02G0169400	OMERI02G06160	89	95	0
OS02G0169700	OMERI02G06190	83	22	1
OS02G0169800	OMERI02G06200	90	38	1
OS02G0169900	OMERI02G06210	98	98	1
OS02G0170000	OMERI02G06220	68	98	0
OS02G0170100	OMERI02G06230	100	60	1
OS02G0170200	OMERI02G06240	95	95	0
OS02G0170300	OMERI02G06250	94	96	1
OS02G0170500	OMERI02G06270	98	99	1
OS02G0170701	OMERI02G06280	69	88	1
OS02G0173000	OMERI02G06330	50	22	0
OS02G0173200	OMERI02G06350	95	95	1
OS02G0173500	OMERI02G06360	39	73	0
OS02G0173700	OMERI02G06370	98	78	1
OS02G0173800	OMERI02G06380	91	95	0
OS02G0173900	OMERI02G06390	96	56	1
OS02G0174100	OMERI02G06420	82	63	1
OS02G0174200	OMERI02G06410	100	100	1
OS02G0174400	OMERI02G06430	51	53	0
OS02G0174800	OMERI02G06440	98	98	1
OS02G0175000	OMERI02G06460	92	89	0
OS02G0175100	OMERI02G06470	96	93	1
OS02G0175200	OMERI02G06480	67	34	1
OS02G0175301	OMERI02G06480	90	55	1
OS02G0175400	OMERI02G06490	100	100	1
OS02G0175500	OMERI02G06560	99	98	1
OS02G0175600	OMERI02G06580	97	94	1
OS02G0175700	OMERI02G06570	88	88	1
OS02G0175750	OMERI02G06590	65	94	1
OS02G0175800	OMERI02G06600	97	98	1
OS02G0175900	OMERI02G06610	98	97	1
OS02G0176000	OMERI02G06630	96	95	1
OS02G0176100	OMERI02G06640	97	97	1
OS02G0176400	OMERI02G06660	100	100	1
OS02G0176700	OMERI02G06690	94	72	1
OS02G0176900	OMERI02G06710	76	96	1
OS02G0177300	OMERI02G06720	81	82	1
OS02G0177400	OMERI02G06730	86	86	0
OS02G0177500	OMERI02G06740	100	100	1
OS02G0177600	OMERI02G06750	97	98	1
OS02G0177700	OMERI02G06760	84	94	1
OS02G0177800	OMERI02G06770	99	99	1
OS02G0177900	OMERI02G06780	91	61	1
OS02G0178000	OMERI02G06790	89	90	0
OS02G0178100	OMERI02G06800	67	43	1
OS02G0178400	OMERI02G06830	94	92	0
OS02G0178500	OMERI02G06840	99	99	1
OS02G0178600	OMERI02G06850	96	27	1
OS02G0178700	OMERI02G06870	76	80	1
OS02G0178800	OMERI02G06880	99	93	1
OS02G0179000	OMERI02G06890	94	70	1
OS02G0179100	OMERI02G06900	96	94	1
OS02G0179200	OMERI02G06910	95	95	1
OS02G0179300	OMERI02G06920	44	86	1
OS02G0179400	OMERI02G06930	71	70	1
OS02G0179500	OMERI02G06940	92	61	0
OS02G0179600	OMERI02G06950	95	95	1
OS02G0179800	OMERI02G06960	98	96	1
OS02G0179900	OMERI02G06970	80	20	0
OS02G0180000	OMERI02G06980	98	93	1
OS02G0180100	OMERI02G06990	84	98	1
OS02G0180200	OMERI02G07000	86	85	1
OS02G0180400	OMERI02G07010	90	91	1
OS02G0180500	OMERI02G07030	83	82	1
OS02G0180700	OMERI02G07040	98	98	1
OS02G0181800	OMERI02G07100	84	98	1
OS02G0181900	OMERI02G07110	95	91	1
OS02G0182100	OMERI02G07120	93	93	1
OS02G0182300	OMERI02G07130	91	88	1
OS02G0182500	OMERI02G07140	89	55	1
OS02G0182700	OMERI02G07160	97	96	1
OS02G0182900	OMERI02G07180	89	52	0
OS02G0183000	OMERI02G07200	46	57	0
OS02G0183500	OMERI02G07210	57	54	1
OS02G0183900	OMERI02G07230	16	4	0
OS02G0184000	OMERI02G07240	92	99	1
OS02G0184100	OMERI02G07260	97	72	1
OS02G0184200	OMERI02G07250	98	39	1
OS02G0184400	OMERI02G07270	88	93	1
OS02G0184500	OMERI02G07280	97	74	0
OS02G0184700	OMERI02G07300	98	98	1
OS02G0185200	OMERI02G07360	98	93	1
OS02G0185900	OMERI02G07370	96	15	1
OS02G0186400	OMERI02G07380	96	96	1
OS02G0186500	OMERI02G07390	83	99	1
OS02G0186700	OMERI02G07590	84	99	1
OS02G0187100	OMERI02G07620	74	75	1
OS02G0187200	OMERI02G07660	87	45	1
OS02G0187400	OMERI02G07670	90	83	1
OS02G0187500	OMERI02G07680	98	67	1
OS02G0187600	OMERI02G07690	99	99	1
OS02G0187700	OMERI02G07700	86	84	1
OS02G0187800	OMERI02G07710	100	100	1
OS02G0188000	OMERI02G07730	98	89	1
OS02G0188500	OMERI02G07750	83	70	1
OS02G0188600	OMERI02G07760	95	95	1
OS02G0189000	OMERI02G07790	95	95	1
OS02G0189100	OMERI02G07800	100	100	1
OS02G0189200	OMERI02G07810	97	68	1
OS02G0189300	OMERI02G07820	98	98	1
OS02G0189400	OMERI02G07830	81	93	1
OS02G0189800	OMERI02G07850	78	91	1
OS02G0189900	OMERI02G07870	45	29	0
OS02G0190100	OMERI02G07890	53	32	1
OS02G0190300	OMERI02G07880	96	98	1
OS02G0190500	OMERI02G07920	89	86	1
OS02G0190600	OMERI02G07930	94	95	1
OS02G0190700	OMERI02G07940	98	98	1
OS02G0190800	OMERI02G07950	94	96	1
OS02G0190900	OMERI02G07960	98	95	1
OS02G0191300	OMERI02G07990	86	97	1
OS02G0191500	OMERI02G08000	95	92	1
OS02G0191600	OMERI02G08010	81	96	1
OS02G0191700	OMERI02G08020	95	96	1
OS02G0191800	OMERI02G08030	89	94	1
OS02G0192001	OMERI02G08040	97	90	1
OS02G0192100	OMERI02G08060	92	48	1
OS02G0192400	OMERI02G08070	99	48	1
OS02G0192500	OMERI02G08080	100	99	1
OS02G0192700	OMERI02G08090	86	83	1
OS02G0193100	OMERI02G08110	87	84	1
OS02G0193300	OMERI02G08120	90	86	1
OS02G0193300	OMERI02G08130	92	90	1
OS02G0193600	OMERI02G08160	96	93	1
OS02G0193732	OMERI02G08170	96	32	1
OS02G0193900	OMERI02G08200	99	95	1
OS02G0194000	OMERI02G08210	84	64	1
OS02G0194100	OMERI02G08220	99	99	1
OS02G0194200	OMERI02G08230	99	99	1
OS02G0194600	OMERI02G08270	88	79	0
OS02G0194700	OMERI02G08280	96	96	1
OS02G0194800	OMERI02G08290	98	98	1
OS02G0194900	OMERI02G08300	20	28	0
OS02G0194900	OMERI02G08310	39	84	0
OS02G0195000	OMERI02G08320	99	94	1
OS02G0195300	OMERI02G08340	62	85	1
OS02G0195500	OMERI02G08350	93	93	1
OS02G0195600	OMERI02G08360	99	99	1
OS02G0195800	OMERI02G08370	93	94	1
OS02G0195900	OMERI02G08380	97	96	1
OS02G0196000	OMERI02G08390	100	100	1
OS02G0196100	OMERI02G08400	79	57	1
OS02G0196300	OMERI02G08410	94	89	1
OS02G0196600	OMERI02G08420	95	74	1
OS02G0196800	OMERI02G08430	98	94	1
OS02G0196900	OMERI02G08440	62	45	0
OS02G0197200	OMERI02G08450	94	73	1
OS02G0197300	OMERI02G08460	88	94	1
OS02G0197400	OMERI02G08470	100	100	1
OS02G0197600	OMERI02G08480	100	100	1
OS02G0197700	OMERI02G08490	88	82	1
OS02G0197750	OMERI02G08510	87	34	1
OS02G0197800	OMERI02G08520	98	98	1
OS02G0197900	OMERI02G08530	97	80	1
OS02G0198000	OMERI02G08540	91	87	1
OS02G0198300	OMERI02G08550	78	92	1
OS02G0198400	OMERI02G08560	79	89	1
OS02G0198500	OMERI02G08570	96	92	1
OS02G0198600	OMERI02G08580	100	100	1
OS02G0198700	OMERI02G08590	97	98	1
OS02G0199200	OMERI02G08620	96	96	1
OS02G0199300	OMERI02G08610	95	97	1
OS02G0199500	OMERI02G08630	75	64	0
OS02G0199600	OMERI02G08640	97	33	1
OS02G0199800	OMERI02G08650	99	98	1
OS02G0199900	OMERI02G08660	98	98	1
OS02G0200000	OMERI02G08670	99	99	1
OS02G0200300	OMERI02G08680	95	94	1
OS02G0200800	OMERI02G08690	87	88	1
OS02G0200900	OMERI02G08700	91	92	1
OS02G0203300	OMERI11G10470	30	30	0
OS02G0205000	OMERI02G08710	96	67	1
OS02G0205200	OMERI02G08720	96	92	1
OS02G0205300	OMERI02G08730	92	92	1
OS02G0205400	OMERI02G08740	98	98	1
OS02G0205500	OMERI02G08750	96	95	1
OS02G0206100	OMERI02G08770	95	90	1
OS02G0206700	OMERI02G08780	96	96	0
OS02G0207100	OMERI02G08790	6	58	1
OS02G0207400	OMERI02G08810	87	67	1
OS02G0207900	OMERI02G08850	96	98	1
OS02G0208100	OMERI02G08860	97	94	1
OS02G0208200	OMERI02G08870	63	13	0
OS02G0208500	OMERI02G08890	97	97	1
OS02G0208600	OMERI02G08900	91	74	1
OS02G0208700	OMERI02G08910	95	76	1
OS02G0208900	OMERI02G08920	98	98	1
OS02G0209000	OMERI02G08930	95	47	1
OS02G0209100	OMERI02G08930	98	42	1
OS02G0209300	OMERI02G08940	94	92	1
OS02G0209400	OMERI02G08950	92	94	1
OS02G0209900	OMERI02G08970	100	100	1
OS02G0210600	OMERI01G15410	31	15	1
OS02G0210600	OMERI06G19830	35	16	1
OS02G0210700	OMERI02G08990	99	96	1
OS02G0210800	OMERI02G09000	47	19	0
OS02G0210900	OMERI02G09010	91	95	1
OS02G0211800	OMERI02G09630	98	91	0
OS02G0211900	OMERI02G09560	54	82	0
OS02G0212100	OMERI02G09660	84	88	0
OS02G0212400	OMERI02G09670	88	95	0
OS02G0212500	OMERI02G09680	98	98	0
OS02G0213100	OMERI02G09730	85	84	1
OS02G0213450	OMERI02G09690	53	31	0
OS02G0214300	OMERI02G09780	98	98	0
OS02G0214400	OMERI02G09790	98	95	1
OS02G0214500	OMERI02G09800	88	88	1
OS02G0214900	OMERI02G09820	98	78	1
OS02G0215000	OMERI02G09830	94	94	1
OS02G0215200	OMERI02G09860	80	95	1
OS02G0215950	OMERI02G09950	53	61	1
OS02G0216000	OMERI02G09940	86	96	1
OS02G0216300	OMERI02G09990	35	44	0
OS02G0217400	OMERI02G10050	94	47	1
OS02G0217500	OMERI02G10070	98	99	0
OS02G0217600	OMERI02G10080	100	100	1
OS02G0217800	OMERI02G10090	95	96	0
OS02G0217900	OMERI02G10100	94	94	1
OS02G0218200	OMERI02G10110	99	98	1
OS02G0218400	OMERI02G10130	98	98	1
OS02G0218600	OMERI02G10140	89	37	0
OS02G0218800	OMERI02G10150	92	91	1
OS02G0219000	OMERI02G10160	91	91	1
OS02G0219050	OMERI02G10170	87	96	1
OS02G0219200	OMERI02G10190	99	63	1
OS02G0219400	OMERI02G10200	97	93	1
OS02G0219800	OMERI02G10210	100	88	1
OS02G0219900	OMERI02G10230	95	96	1
OS02G0220000	OMERI02G10240	96	48	1
OS02G0220400	OMERI02G10250	95	97	1
OS02G0220500	OMERI02G10270	99	95	1
OS02G0220700	OMERI02G10280	91	84	1
OS02G0221100	OMERI02G10300	88	81	1
OS02G0221300	OMERI02G10340	86	71	1
OS02G0221500	OMERI02G10350	100	99	1
OS02G0221600	OMERI02G10360	86	100	1
OS02G0221800	OMERI02G10370	85	53	1
OS02G0221900	OMERI02G10380	96	96	0
OS02G0222100	OMERI02G10390	81	30	1
OS02G0223300	OMERI12G01690	35	49	1
OS02G0223700	OMERI02G10470	93	94	1
OS02G0224100	OMERI02G10480	81	82	1
OS02G0224200	OMERI02G10490	98	99	0
OS02G0224300	OMERI02G10500	90	55	0
OS02G0224400	OMERI02G10520	97	97	1
OS02G0224800	OMERI02G10530	99	99	1
OS02G0225000	OMERI02G10540	95	87	1
OS02G0225100	OMERI02G10550	94	93	1
OS02G0225300	OMERI02G10590	79	30	1
OS02G0225900	OMERI02G10600	89	90	1
OS02G0226000	OMERI02G10610	74	87	1
OS02G0226200	OMERI02G10620	97	97	1
OS02G0226300	OMERI02G10640	80	85	1
OS02G0226600	OMERI02G10650	97	90	1
OS02G0226801	OMERI02G10670	85	89	1
OS02G0227100	OMERI02G10690	96	92	1
OS02G0227400	OMERI02G10700	91	81	1
OS02G0227500	OMERI02G10710	93	90	1
OS02G0227600	OMERI02G10720	91	33	1
OS02G0227700	OMERI02G10750	97	97	1
OS02G0227900	OMERI02G10790	44	75	1
OS02G0228000	OMERI02G10800	88	42	1
OS02G0228300	OMERI02G10820	92	78	1
OS02G0228900	OMERI02G10830	89	82	0
OS02G0229000	OMERI02G10840	100	100	1
OS02G0229400	OMERI02G10860	100	91	1
OS02G0229600	OMERI02G10870	97	40	1
OS02G0229800	OMERI02G10880	91	89	1
OS02G0229900	OMERI02G10900	79	79	1
OS02G0230000	OMERI02G10890	97	68	1
OS02G0230100	OMERI02G10910	97	96	0
OS02G0230200	OMERI02G10920	97	98	1
OS02G0230300	OMERI02G10930	99	32	1
OS02G0230875	OMERI08G00510	43	26	1
OS02G0231700	OMERI02G10990	75	96	1
OS02G0232000	OMERI02G11000	78	81	0
OS02G0232100	OMERI02G11010	93	67	1
OS02G0232400	OMERI02G11020	96	96	1
OS02G0232500	OMERI02G11030	78	63	1
OS02G0232900	OMERI02G11040	99	99	1
OS02G0233100	OMERI02G11050	98	99	1
OS02G0233200	OMERI02G11060	92	93	1
OS02G0233333	OMERI02G11080	99	75	1
OS02G0234200	OMERI02G11100	97	91	1
OS02G0234300	OMERI02G11110	97	77	1
OS02G0234400	OMERI02G11120	85	34	0
OS02G0234450	OMERI02G11130	96	59	1
OS02G0234700	OMERI02G11140	92	95	1
OS02G0234800	OMERI02G11150	99	99	1
OS02G0235000	OMERI02G11160	86	73	1
OS02G0235900	OMERI03G32460	94	69	1
OS02G0238500	OMERI04G19840	71	67	1
OS02G0241300	OMERI10G00300	65	48	1
OS02G0242600	OMERI02G11180	95	95	1
OS02G0242900	OMERI02G11200	94	72	1
OS02G0243300	OMERI02G11230	93	95	0
OS02G0244100	OMERI02G11260	99	99	1
OS02G0244300	OMERI02G11270	96	96	1
OS02G0244600	OMERI02G11290	95	94	1
OS02G0244700	OMERI01G12820	100	100	1
OS02G0245000	OMERI02G11300	99	99	1
OS02G0245100	OMERI02G11310	99	99	1
OS02G0245200	OMERI07G06170	18	54	1
OS02G0245301	OMERI07G03520	56	42	1
OS02G0245800	OMERI02G11360	98	73	1
OS02G0246300	OMERI02G11370	71	79	1
OS02G0246500	OMERI02G11250	26	30	0
OS02G0246500	OMERI02G11320	59	27	0
OS02G0246900	OMERI02G11390	92	94	1
OS02G0247000	OMERI02G11400	15	2	0
OS02G0247200	OMERI02G11420	86	97	1
OS02G0247800	OMERI02G11440	74	22	1
OS02G0248100	OMERI02G11480	51	27	0
OS02G0248200	OMERI02G11490	46	83	1
OS02G0248440	OMERI02G11490	0	0	1
OS02G0248800	OMERI02G11650	35	58	1
OS02G0249000	OMERI02G11550	85	38	1
OS02G0249200	OMERI02G11570	94	94	1
OS02G0249300	OMERI06G14760	58	78	1
OS02G0249600	OMERI02G11620	82	97	1
OS02G0249700	OMERI02G11630	77	76	1
OS02G0249800	OMERI02G11640	99	99	1
OS02G0249900	OMERI02G11640	99	99	1
OS02G0250300	OMERI02G11670	98	99	1
OS02G0250600	OMERI02G11690	84	89	1
OS02G0251700	OMERI02G11710	97	95	1
OS02G0251800	OMERI02G11720	86	85	1
OS02G0252100	OMERI02G11740	50	46	0
OS02G0252100	OMERI08G15900	49	51	0
OS02G0252600	OMERI06G07010	84	61	1
OS02G0254600	OMERI06G06940	80	61	1
OS02G0254700	OMERI06G06930	88	29	1
OS02G0255000	OMERI01G05550	98	65	1
OS02G0255100	OMERI01G05560	95	95	1
OS02G0255200	OMERI01G05570	100	100	1
OS02G0255300	OMERI01G05580	89	88	1
OS02G0255500	OMERI02G11750	100	99	1
OS02G0255700	OMERI02G11760	82	30	1
OS02G0256100	OMERI02G11790	98	97	1
OS02G0256200	OMERI02G11800	87	86	1
OS02G0257100	OMERI02G11820	46	93	1
OS02G0257200	OMERI02G11830	97	97	1
OS02G0257300	OMERI02G11840	95	75	1
OS02G0257500	OMERI02G11850	82	84	1
OS02G0258000	OMERI02G11880	96	92	1
OS02G0258200	OMERI02G11890	92	49	1
OS02G0258250	OMERI02G11890	98	37	1
OS02G0258300	OMERI02G11900	97	98	1
OS02G0258800	OMERI02G11920	88	86	0
OS02G0258900	OMERI02G11910	93	95	1
OS02G0259100	OMERI02G11930	99	99	1
OS02G0259600	OMERI02G11940	92	93	1
OS02G0259850	OMERI02G11950	93	18	1
OS02G0259900	OMERI02G11950	93	32	1
OS02G0260200	OMERI02G11960	100	100	1
OS02G0260400	OMERI02G11970	95	80	1
OS02G0260500	OMERI02G11990	86	63	1
OS02G0260700	OMERI02G12000	99	99	1
OS02G0261000	OMERI02G12010	79	93	0
OS02G0261100	OMERI02G12030	80	99	1
OS02G0262800	OMERI02G12040	78	93	0
OS02G0263432	OMERI08G16040	0	1	1
OS02G0264300	OMERI02G12100	98	98	1
OS02G0264700	OMERI12G04720	51	52	1
OS02G0264800	OMERI02G12130	100	96	1
OS02G0265200	OMERI02G12140	96	94	1
OS02G0265400	OMERI02G12150	100	98	1
OS02G0265700	OMERI02G12160	70	18	1
OS02G0266000	OMERI02G12180	97	97	1
OS02G0266300	OMERI02G12190	96	99	1
OS02G0266500	OMERI02G12210	85	24	1
OS02G0266800	OMERI02G12230	90	81	0
OS02G0267000	OMERI02G12240	45	76	1
OS02G0267200	OMERI02G12250	97	97	1
OS02G0267700	OMERI02G12270	96	92	1
OS02G0267900	OMERI02G12280	94	93	1
OS02G0269000	OMERI02G12290	92	93	1
OS02G0269200	OMERI02G12300	99	87	1
OS02G0269600	OMERI02G12320	37	72	0
OS02G0270800	OMERI02G12330	98	51	1
OS02G0270900	OMERI02G12340	86	37	1
OS02G0271900	OMERI02G12630	89	87	1
OS02G0272200	OMERI02G12660	94	96	1
OS02G0272300	OMERI02G12670	100	100	1
OS02G0272400	OMERI02G12680	96	100	1
OS02G0272600	OMERI02G12700	99	99	1
OS02G0272900	OMERI12G03730	8	44	0
OS02G0273100	OMERI02G12730	99	99	1
OS02G0273700	OMERI02G12780	97	99	0
OS02G0273800	OMERI02G12870	94	92	0
OS02G0273900	OMERI02G12880	90	79	0
OS02G0274000	OMERI02G12890	94	38	0
OS02G0274100	OMERI02G12900	100	75	1
OS02G0274600	OMERI01G33760	57	83	0
OS02G0274600	OMERI02G12920	57	83	0
OS02G0274600	OMERI02G12930	55	97	0
OS02G0274700	OMERI02G12960	98	70	1
OS02G0274900	OMERI02G12970	90	59	0
OS02G0275200	OMERI02G12980	76	65	0
OS02G0275200	OMERI02G13000	92	90	0
OS02G0276200	OMERI02G13020	21	54	0
OS02G0276400	OMERI02G13040	89	74	1
OS02G0276500	OMERI02G13050	53	94	1
OS02G0276900	OMERI02G13100	84	90	1
OS02G0277600	OMERI02G13110	97	97	1
OS02G0277700	OMERI02G13120	12	22	0
OS02G0278400	OMERI02G13130	84	87	1
OS02G0278700	OMERI02G13150	88	88	1
OS02G0279600	OMERI02G13170	98	97	1
OS02G0280100	OMERI02G13200	99	98	1
OS02G0280200	OMERI02G13210	54	55	1
OS02G0280400	OMERI02G13240	89	99	1
OS02G0280500	OMERI05G08840	0	0	0
OS02G0280700	OMERI02G13260	95	96	1
OS02G0281000	OMERI02G13280	97	97	1
OS02G0281150	OMERI02G13290	96	96	1
OS02G0281200	OMERI02G13300	70	87	1
OS02G0282100	OMERI02G13320	98	51	1
OS02G0283800	OMERI02G13350	100	100	1
OS02G0284600	OMERI02G13390	100	100	1
OS02G0285300	OMERI02G13410	97	98	1
OS02G0285800	OMERI02G13430	95	95	1
OS02G0285900	OMERI02G13440	73	75	1
OS02G0286200	OMERI02G13480	97	98	1
OS02G0286500	OMERI01G31880	48	71	1
OS02G0287000	OMERI02G13490	96	100	1
OS02G0287900	OMERI02G13510	93	93	1
OS02G0288000	OMERI02G13520	94	93	1
OS02G0288100	OMERI02G13530	96	97	1
OS02G0288600	OMERI02G13560	97	30	1
OS02G0289000	OMERI02G13560	47	17	1
OS02G0291400	OMERI02G13570	41	90	0
OS02G0291500	OMERI02G13580	98	43	1
OS02G0291600	OMERI02G13590	92	92	1
OS02G0292600	OMERI02G13660	80	71	1
OS02G0292800	OMERI02G13670	93	92	1
OS02G0293300	OMERI02G13680	96	99	1
OS02G0293500	OMERI02G13690	100	34	1
OS02G0293800	OMERI02G13700	97	65	1
OS02G0293900	OMERI02G13710	86	82	1
OS02G0294000	OMERI02G13720	83	86	1
OS02G0294100	OMERI02G13730	90	78	1
OS02G0294600	OMERI02G13740	96	83	1
OS02G0294700	OMERI02G13790	52	66	1
OS02G0295700	OMERI02G13790	59	91	1
OS02G0296400	OMERI02G13810	94	98	1
OS02G0296800	OMERI02G13820	85	42	1
OS02G0297132	OMERI02G13840	95	91	1
OS02G0297600	OMERI02G13910	95	96	1
OS02G0297900	OMERI02G13930	52	13	1
OS02G0298200	OMERI02G13950	80	69	1
OS02G0299000	OMERI02G13950	78	67	1
OS02G0299200	OMERI02G13970	85	85	1
OS02G0299600	OMERI02G14000	63	98	1
OS02G0300700	OMERI02G14020	100	100	1
OS02G0301000	OMERI02G14030	97	97	1
OS02G0301100	OMERI02G14060	99	75	1
OS02G0301400	OMERI01G13680	13	15	0
OS02G0301500	OMERI02G14070	100	44	1
OS02G0301700	OMERI02G14090	86	84	1
OS02G0302200	OMERI02G14110	87	75	1
OS02G0302700	OMERI02G14120	86	93	1
OS02G0302900	OMERI02G14140	88	72	1
OS02G0304500	OMERI02G14200	68	64	1
OS02G0304900	OMERI02G14220	86	82	1
OS02G0305600	OMERI02G14250	85	96	1
OS02G0305950	OMERI06G13760	84	73	1
OS02G0306401	OMERI02G14260	86	94	1
OS02G0306550	OMERI06G07770	97	94	1
OS02G0306900	OMERI06G07780	99	77	1
OS02G0307000	OMERI06G07790	95	95	1
OS02G0307075	OMERI06G07800	23	5	0
OS02G0307200	OMERI01G34840	95	39	1
OS02G0307400	OMERI06G07800	14	3	0
OS02G0310400	OMERI12G08940	23	24	0
OS02G0311600	OMERI07G07380	60	64	1
OS02G0312500	OMERI02G14390	72	99	1
OS02G0312600	OMERI02G14410	100	100	1
OS02G0312700	OMERI02G14420	94	93	1
OS02G0312800	OMERI02G14430	97	97	1
OS02G0313400	OMERI02G14480	100	50	1
OS02G0313450	OMERI04G20670	25	21	1
OS02G0313700	OMERI02G14500	98	96	1
OS02G0314300	OMERI02G14510	76	90	1
OS02G0314600	OMERI02G14530	97	98	1
OS02G0314925	OMERI02G34120	45	17	1
OS02G0315200	OMERI01G40310	46	40	1
OS02G0315600	OMERI02G14580	98	96	1
OS02G0316200	OMERI02G14590	97	97	1
OS02G0316900	OMERI02G14610	91	31	1
OS02G0317700	OMERI01G26260	35	26	1
OS02G0317800	OMERI02G14290	95	97	1
OS02G0318100	OMERI02G14300	38	81	1
OS02G0318600	OMERI02G14340	91	89	1
OS02G0319100	OMERI02G14640	99	85	1
OS02G0319300	OMERI02G14660	96	20	1
OS02G0319400	OMERI10G01970	84	41	1
OS02G0319800	OMERI02G14690	84	96	1
OS02G0320000	OMERI02G14700	69	62	1
OS02G0320100	OMERI02G14710	96	82	1
OS02G0320300	OMERI02G14720	99	99	1
OS02G0320600	OMERI02G14750	87	88	0
OS02G0322400	OMERI02G14810	76	83	0
OS02G0323000	OMERI04G01680	35	14	1
OS02G0324700	OMERI02G14840	80	99	1
OS02G0325100	OMERI02G14860	100	100	0
OS02G0325300	OMERI08G00380	23	12	1
OS02G0325401	OMERI03G28570	21	29	1
OS02G0325600	OMERI02G14870	94	93	1
OS02G0326000	OMERI02G14890	92	99	1
OS02G0326600	OMERI02G14910	99	69	1
OS02G0326700	OMERI02G14920	75	65	1
OS02G0327000	OMERI02G14940	100	100	1
OS02G0327100	OMERI01G18140	94	87	1
OS02G0327100	OMERI02G14950	90	100	1
OS02G0327500	OMERI02G14960	94	89	1
OS02G0327700	OMERI02G14970	94	99	1
OS02G0328300	OMERI02G14990	90	88	0
OS02G0329300	OMERI02G15010	90	93	1
OS02G0329800	OMERI02G15020	99	99	1
OS02G0330200	OMERI02G23870	98	97	1
OS02G0331400	OMERI03G10140	87	98	1
