Gene stable ID	Solanum lycopersicum str. Heinz 1706 gene stable ID	% identity	Solanum lycopersicum str. Heinz 1706 % identity	Orthology confidence [0 low, 1 high]
OS02G0159900	Solyc11g067230.1	73	74	0
OS02G0159900	Solyc11g067240.1	74	74	0
OS02G0160250	Solyc02g079200.1	33	38	1
OS02G0160400	Solyc02g079220.2	42	42	1
OS02G0160400	Solyc03g006650.1	42	42	1
OS02G0160400	Solyc03g078600.1	33	40	1
OS02G0160400	Solyc08g080300.1	43	42	1
OS02G0161000	Solyc05g052270.1	54	60	1
OS02G0161000	Solyc06g007430.1	54	56	1
OS02G0161000	Solyc06g050270.1	48	55	1
OS02G0161000	Solyc06g050280.1	48	55	1
OS02G0161000	Solyc06g050290.1	44	54	1
OS02G0161000	Solyc06g050300.1	48	54	1
OS02G0161000	Solyc09g042660.2	51	57	1
OS02G0161100	Solyc05g046120.2	37	35	1
OS02G0161100	Solyc07g052730.2	36	34	1
OS02G0161100	Solyc07g064010.2	35	35	1
OS02G0161100	Solyc10g006540.2	36	34	1
OS02G0161200	Solyc12g005770.1	31	30	1
OS02G0161300	Solyc08g074510.1	3	9	1
OS02G0161800	Solyc04g056420.1	36	46	1
OS02G0161800	Solyc05g046010.2	47	50	1
OS02G0161800	Solyc05g046020.2	49	53	1
OS02G0161800	Solyc05g046030.2	49	52	1
OS02G0161800	Solyc07g047740.2	48	51	1
OS02G0161800	Solyc07g049240.2	48	51	1
OS02G0161800	Solyc07g052510.2	51	54	1
OS02G0161800	Solyc07g052530.2	49	52	1
OS02G0161800	Solyc07g052540.2	49	52	1
OS02G0161800	Solyc07g052550.1	48	51	1
OS02G0161900	Solyc11g005670.1	94	85	1
OS02G0162200	Solyc07g064240.2	28	37	0
OS02G0162500	Solyc02g070570.2	94	94	0
OS02G0162500	Solyc09g010100.2	93	93	0
OS02G0162500	Solyc10g083280.1	93	93	0
OS02G0164300	Solyc07g052320.2	79	35	0
OS02G0164300	Solyc07g064670.2	82	37	0
OS02G0164300	Solyc12g005880.1	77	36	0
OS02G0164600	Solyc02g080350.1	32	33	0
OS02G0164800	Solyc07g064590.2	83	37	1
OS02G0164900	Solyc07g043620.2	44	76	0
OS02G0164900	Solyc12g006340.1	17	80	0
OS02G0164900	Solyc12g006350.1	17	82	0
OS02G0165000	Solyc07g044780.2	46	43	1
OS02G0165100	Solyc07g062620.2	59	59	1
OS02G0165100	Solyc10g005630.2	60	61	1
OS02G0165500	Solyc07g066350.1	36	37	1
OS02G0165500	Solyc10g005610.1	36	39	1
OS02G0166800	Solyc04g009980.2	53	57	1
OS02G0166800	Solyc05g055020.2	55	50	1
OS02G0166800	Solyc06g083860.2	62	54	1
OS02G0166800	Solyc09g025280.1	59	66	1
OS02G0166800	Solyc09g090180.1	61	56	1
OS02G0167000	Solyc11g013200.1	50	50	1
OS02G0167500	Solyc08g077310.2	57	54	0
OS02G0167700	Solyc01g103010.2	79	80	1
OS02G0168000	Solyc03g031430.1	52	63	1
OS02G0168100	Solyc05g041200.2	74	40	1
OS02G0168100	Solyc07g045050.2	74	40	1
OS02G0168200	Solyc07g045000.2	13	18	1
OS02G0168200	Solyc12g006280.1	19	26	1
OS02G0168400	Solyc02g069290.2	41	25	1
OS02G0168500	Solyc02g069240.1	55	56	0
OS02G0168600	Solyc05g016250.2	64	63	1
OS02G0168600	Solyc07g043510.2	45	72	1
OS02G0168700	Solyc02g069130.2	61	60	1
OS02G0168800	Solyc07g066470.2	68	67	0
OS02G0168900	Solyc02g069070.2	45	44	1
OS02G0169000	Solyc07g066620.2	61	63	1
OS02G0169300	Solyc07g066600.2	85	85	1
OS02G0169400	Solyc03g098280.2	53	48	0
OS02G0169400	Solyc06g072300.2	54	45	0
OS02G0169700	Solyc02g068740.2	51	48	0
OS02G0169800	Solyc01g103010.2	69	18	1
OS02G0169900	Solyc02g069010.2	65	65	1
OS02G0170000	Solyc02g068760.2	60	45	1
OS02G0170100	Solyc02g068740.2	64	66	0
OS02G0170200	Solyc05g008750.2	46	47	1
OS02G0170300	Solyc11g005120.1	33	37	1
OS02G0171100	Solyc10g005510.2	80	78	1
OS02G0172600	Solyc02g068490.2	68	68	1
OS02G0172800	Solyc02g068510.1	50	50	1
OS02G0173000	Solyc02g031980.2	30	14	1
OS02G0173100	Solyc05g016330.2	73	72	1
OS02G0173500	Solyc02g068430.2	61	62	1
OS02G0173600	Solyc02g081820.2	45	18	1
OS02G0173600	Solyc02g081830.2	65	24	1
OS02G0173800	Solyc05g054800.1	66	66	1
OS02G0173900	Solyc09g090700.1	66	39	0
OS02G0174000	Solyc07g049640.2	12	37	1
OS02G0174000	Solyc09g005370.1	12	37	1
OS02G0174100	Solyc07g053810.2	21	36	1
OS02G0174200	Solyc07g042680.2	70	71	1
OS02G0174200	Solyc07g042890.2	70	72	1
OS02G0174200	Solyc12g009340.1	66	69	1
OS02G0174200	Solyc12g009350.1	42	68	1
OS02G0174200	Solyc12g015980.1	41	66	1
OS02G0174200	Solyc12g016060.1	32	69	1
OS02G0174200	Solyc12g016100.1	42	68	1
OS02G0174200	Solyc12g016140.1	37	68	1
OS02G0174300	Solyc08g069160.2	19	22	1
OS02G0174400	Solyc03g124050.2	28	29	1
OS02G0174400	Solyc05g047570.2	28	31	1
OS02G0174400	Solyc07g017230.2	27	32	1
OS02G0174400	Solyc08g069170.1	28	33	1
OS02G0174800	Solyc07g017220.2	39	40	1
OS02G0174800	Solyc12g017850.1	37	37	1
OS02G0175000	Solyc07g014680.2	33	45	1
OS02G0175000	Solyc07g014690.2	43	41	1
OS02G0175100	Solyc08g006110.2	39	30	1
OS02G0175200	Solyc03g120140.2	13	15	1
OS02G0175301	Solyc03g120140.2	1	1	1
OS02G0175400	Solyc06g063330.2	89	89	1
OS02G0175400	Solyc12g055800.1	90	89	1
OS02G0175500	Solyc07g008940.2	62	62	1
OS02G0175600	Solyc03g112360.1	81	79	0
OS02G0175600	Solyc06g071720.1	81	78	0
OS02G0175700	Solyc02g043810.2	57	57	1
OS02G0175800	Solyc06g063310.1	49	54	0
OS02G0175900	Solyc09g055850.2	10	70	1
OS02G0176000	Solyc06g063280.1	28	24	1
OS02G0176100	Solyc02g078780.2	41	44	1
OS02G0176100	Solyc07g054500.2	45	45	1
OS02G0176100	Solyc12g010740.1	46	47	1
OS02G0176400	Solyc07g006950.2	69	69	1
OS02G0176700	Solyc03g123890.2	66	58	1
OS02G0176700	Solyc07g008320.2	69	59	1
OS02G0176900	Solyc07g017900.2	69	69	0
OS02G0177300	Solyc01g090730.2	19	29	1
OS02G0177300	Solyc10g018780.1	20	32	1
OS02G0177500	Solyc10g081370.1	87	85	0
OS02G0177600	Solyc03g117870.2	63	65	0
OS02G0177600	Solyc06g068650.2	64	66	0
OS02G0177600	Solyc07g008360.1	61	60	0
OS02G0177600	Solyc12g042460.1	60	61	0
OS02G0177800	Solyc02g079040.2	63	63	1
OS02G0177800	Solyc07g006830.2	65	63	1
OS02G0177800	Solyc10g009210.2	60	60	1
OS02G0177900	Solyc07g006780.2	77	46	1
OS02G0178100	Solyc02g089500.2	16	37	1
OS02G0178500	Solyc01g108250.2	63	64	1
OS02G0178500	Solyc04g078940.2	64	65	1
OS02G0178600	Solyc02g067700.1	48	14	1
OS02G0178600	Solyc02g086950.1	46	15	1
OS02G0178600	Solyc03g114190.1	50	18	1
OS02G0178800	Solyc07g006300.2	61	61	1
OS02G0178800	Solyc12g010580.1	30	71	1
OS02G0179100	Solyc07g006200.2	70	66	1
OS02G0179200	Solyc07g006090.1	48	55	1
OS02G0179300	Solyc03g117780.2	63	64	1
OS02G0179400	Solyc03g117730.2	28	29	1
OS02G0179500	Solyc07g006020.2	47	30	1
OS02G0179500	Solyc12g010480.1	47	29	1
OS02G0179600	Solyc01g009530.1	16	49	0
OS02G0179600	Solyc01g009540.1	8	58	0
OS02G0179600	Solyc09g089940.1	52	54	0
OS02G0179800	Solyc07g005970.2	49	48	1
OS02G0179900	Solyc03g025280.2	66	17	1
OS02G0180000	Solyc08g006060.2	67	72	1
OS02G0180000	Solyc08g074230.1	49	66	1
OS02G0180000	Solyc12g042570.1	56	61	1
OS02G0180100	Solyc09g018730.2	66	69	0
OS02G0180200	Solyc08g006780.2	62	60	0
OS02G0180200	Solyc12g009980.1	62	62	0
OS02G0180400	Solyc03g116860.2	39	40	1
OS02G0180500	Solyc11g017240.1	48	48	1
OS02G0180700	Solyc03g116910.2	57	59	1
OS02G0180700	Solyc06g068440.2	55	57	1
OS02G0182500	Solyc04g009410.2	84	84	1
OS02G0182900	Solyc03g120000.2	62	47	1
OS02G0183000	Solyc07g007320.1	69	64	1
OS02G0183000	Solyc12g010470.1	63	61	1
OS02G0183500	Solyc03g117280.2	29	28	0
OS02G0183500	Solyc06g065860.2	3	8	0
OS02G0183500	Solyc06g065870.2	26	34	0
OS02G0183500	Solyc08g041710.2	29	28	0
OS02G0183900	Solyc11g012140.1	64	13	0
OS02G0184000	Solyc07g007430.2	63	66	1
OS02G0184200	Solyc03g117480.2	97	40	0
OS02G0184200	Solyc06g068240.2	96	39	0
OS02G0184200	Solyc07g007600.2	97	40	0
OS02G0184200	Solyc12g009840.1	96	39	0
OS02G0184400	Solyc07g007790.2	59	56	0
OS02G0184400	Solyc08g042000.2	56	54	0
OS02G0184500	Solyc03g116780.2	53	43	1
OS02G0184500	Solyc06g068190.1	26	39	1
OS02G0184500	Solyc07g007960.2	55	44	1
OS02G0184500	Solyc12g009620.1	56	42	1
OS02G0184500	Solyc12g042750.1	46	40	1
OS02G0186400	Solyc08g022030.2	31	31	1
OS02G0186500	Solyc03g116760.2	69	71	1
OS02G0186700	Solyc02g065370.2	39	48	1
OS02G0187200	Solyc11g010890.1	72	71	1
OS02G0187400	Solyc02g014490.2	41	40	1
OS02G0187400	Solyc02g014530.2	43	38	1
OS02G0187500	Solyc12g095770.1	81	62	1
OS02G0187600	Solyc01g107640.2	56	54	1
OS02G0187700	Solyc04g078420.1	43	39	1
OS02G0187800	Solyc01g107590.2	75	76	1
OS02G0188000	Solyc01g107560.2	41	36	1
OS02G0188000	Solyc08g014050.1	41	36	1
OS02G0188000	Solyc12g096870.1	41	36	1
OS02G0188500	Solyc06g066010.2	18	24	1
OS02G0188500	Solyc06g068170.1	19	29	1
OS02G0188500	Solyc08g023630.2	18	28	1
OS02G0189000	Solyc02g068090.2	40	32	1
OS02G0189000	Solyc03g110930.2	32	26	1
OS02G0189100	Solyc04g014700.2	43	54	1
OS02G0189200	Solyc05g043320.1	27	45	0
OS02G0189200	Solyc05g043330.2	45	48	0
OS02G0189200	Solyc07g049430.2	46	50	0
OS02G0189200	Solyc07g049440.2	48	51	0
OS02G0189300	Solyc05g043320.1	26	41	0
OS02G0189300	Solyc05g043330.2	47	48	0
OS02G0189300	Solyc07g049430.2	50	52	0
OS02G0189300	Solyc07g049440.2	49	50	0
OS02G0189700	Solyc03g122060.1	33	58	1
OS02G0189800	Solyc12g049120.1	21	45	1
OS02G0190000	Solyc02g087410.2	67	66	1
OS02G0190300	Solyc02g087410.2	69	68	1
OS02G0190500	Solyc02g081070.2	63	62	1
OS02G0190600	Solyc04g040190.1	66	64	0
OS02G0190600	Solyc10g079480.1	67	65	0
OS02G0190800	Solyc02g065700.2	50	69	1
OS02G0190800	Solyc02g089320.2	59	64	1
OS02G0190900	Solyc02g065690.2	65	69	1
OS02G0191200	Solyc06g060050.1	27	31	0
OS02G0191300	Solyc02g065680.2	63	62	1
OS02G0191300	Solyc02g089400.2	63	63	1
OS02G0191600	Solyc02g089420.1	26	29	1
OS02G0191600	Solyc03g046440.1	25	28	1
OS02G0191600	Solyc04g005170.1	28	29	1
OS02G0192100	Solyc02g065630.2	47	26	0
OS02G0192200	Solyc05g053200.1	44	42	0
OS02G0192500	Solyc06g074630.2	69	67	1
OS02G0192500	Solyc09g009010.2	42	73	1
OS02G0192500	Solyc10g083670.1	69	68	1
OS02G0192500	Solyc11g066820.1	68	68	1
OS02G0192700	Solyc10g083650.1	58	57	0
OS02G0193100	Solyc04g082960.1	25	28	1
OS02G0193200	Solyc04g082960.1	28	29	1
OS02G0193300	Solyc04g082960.1	28	29	1
OS02G0193500	Solyc02g068290.1	33	36	1
OS02G0193600	Solyc04g082900.2	46	47	1
OS02G0193900	Solyc03g046360.1	52	68	1
OS02G0193900	Solyc03g046370.1	60	64	1
OS02G0193900	Solyc06g008010.2	73	75	1
OS02G0194000	Solyc04g082760.2	38	31	1
OS02G0194100	Solyc01g073740.2	77	76	0
OS02G0194200	Solyc01g014850.2	48	58	1
OS02G0194200	Solyc01g073940.2	51	53	1
OS02G0194600	Solyc03g059020.1	32	30	1
OS02G0194700	Solyc01g005750.1	6	62	0
OS02G0194700	Solyc01g006540.2	53	55	0
OS02G0194700	Solyc01g006560.2	53	54	0
OS02G0194700	Solyc01g009680.2	29	61	0
OS02G0194700	Solyc12g011040.1	51	53	0
OS02G0194800	Solyc10g080440.1	59	60	0
OS02G0194900	Solyc10g078670.1	43	33	1
OS02G0194900	Solyc10g080410.1	43	35	1
OS02G0195000	Solyc03g064030.2	72	74	1
OS02G0195300	Solyc09g007630.2	63	61	1
OS02G0195500	Solyc11g061700.1	55	57	0
OS02G0195500	Solyc12g100120.1	57	59	0
OS02G0195600	Solyc01g086970.2	50	63	1
OS02G0195800	Solyc10g079090.1	62	60	1
OS02G0196000	Solyc11g062020.1	85	85	1
OS02G0196100	Solyc01g087050.2	53	39	0
OS02G0196100	Solyc03g059270.2	39	25	0
OS02G0196100	Solyc11g062060.1	50	43	0
OS02G0196300	Solyc10g079290.1	68	61	1
OS02G0196300	Solyc11g062070.1	68	61	1
OS02G0196600	Solyc11g062100.1	48	69	1
OS02G0196600	Solyc11g062120.1	22	71	1
OS02G0196800	Solyc04g014730.2	66	58	1
OS02G0196800	Solyc11g012160.1	69	70	1
OS02G0196900	Solyc07g049570.2	77	39	1
OS02G0197200	Solyc01g102520.2	56	46	1
OS02G0197300	Solyc07g066250.1	38	39	1
OS02G0197500	Solyc10g007680.2	49	22	1
OS02G0197600	Solyc10g007690.2	78	77	0
OS02G0197600	Solyc12g011280.1	78	77	0
OS02G0197700	Solyc06g060810.2	33	38	1
OS02G0197800	Solyc02g093730.2	67	69	1
OS02G0197900	Solyc04g015300.2	54	44	1
OS02G0198200	Solyc10g005750.2	69	68	1
OS02G0198300	Solyc02g024020.2	64	62	1
OS02G0198400	Solyc07g056060.2	48	44	1
OS02G0198600	Solyc10g005890.2	70	72	1
OS02G0198700	Solyc07g056170.2	58	59	1
OS02G0198700	Solyc12g011140.1	52	53	1
OS02G0198800	Solyc03g121220.2	35	41	1
OS02G0198800	Solyc12g015900.1	27	34	1
OS02G0198800	Solyc12g044670.1	35	43	1
OS02G0198900	Solyc09g010030.1	54	54	1
OS02G0199300	Solyc10g005870.2	55	54	0
OS02G0199800	Solyc04g015160.2	44	46	1
OS02G0199900	Solyc01g109940.2	90	91	0
OS02G0199900	Solyc10g054040.1	83	83	0
OS02G0200000	Solyc07g065700.2	39	70	1
OS02G0200000	Solyc11g012790.1	65	62	1
OS02G0200300	Solyc06g073710.2	49	50	1
OS02G0200300	Solyc07g008150.2	49	53	1
OS02G0200300	Solyc11g071520.1	49	54	1
OS02G0200800	Solyc06g066030.2	32	26	1
OS02G0200800	Solyc08g059800.2	30	26	1
OS02G0200900	Solyc06g049010.1	37	39	1
OS02G0200900	Solyc07g008250.2	46	48	1
OS02G0200900	Solyc08g060810.2	45	45	1
OS02G0200900	Solyc12g009560.1	46	47	1
OS02G0201000	Solyc12g042830.1	14	38	1
OS02G0201500	Solyc03g118090.2	59	69	1
OS02G0201500	Solyc06g068720.2	59	69	1
OS02G0201900	Solyc01g006340.2	59	61	1
OS02G0202000	Solyc03g116610.2	46	58	1
OS02G0202000	Solyc12g009490.1	46	53	1
OS02G0202200	Solyc08g060920.2	46	48	1
OS02G0202200	Solyc12g009480.1	53	51	1
OS02G0202250	Solyc12g006480.1	58	37	0
OS02G0202300	Solyc12g006480.1	55	12	0
OS02G0202400	Solyc08g061090.2	49	52	1
OS02G0202600	Solyc12g006670.1	59	70	1
OS02G0203000	Solyc08g061130.2	50	63	1
OS02G0203300	Solyc01g066100.1	20	21	1
OS02G0203300	Solyc01g066110.1	13	16	1
OS02G0203300	Solyc01g066140.1	13	26	1
OS02G0203300	Solyc03g058370.1	17	25	1
OS02G0203300	Solyc05g053820.2	21	24	1
OS02G0203300	Solyc07g008230.1	18	20	1
OS02G0203300	Solyc09g092480.1	19	21	1
OS02G0203300	Solyc09g092500.1	22	24	1
OS02G0203300	Solyc12g098580.1	20	22	1
OS02G0203300	Solyc12g098590.1	22	24	1
OS02G0203300	Solyc12g098600.1	18	19	1
OS02G0203700	Solyc08g067180.2	20	56	1
OS02G0204000	Solyc04g076470.1	38	42	1
OS02G0204000	Solyc11g010720.1	37	42	1
OS02G0204400	Solyc12g042910.1	63	65	1
OS02G0204500	Solyc05g055340.2	27	24	1
OS02G0204500	Solyc11g007340.1	30	32	1
OS02G0204700	Solyc03g120060.2	50	54	1
OS02G0204700	Solyc06g067930.1	43	47	1
OS02G0204700	Solyc12g006860.1	51	51	1
OS02G0205000	Solyc01g008340.2	49	43	1
OS02G0205200	Solyc03g120040.2	38	54	1
OS02G0205200	Solyc06g067910.2	57	56	1
OS02G0205200	Solyc08g067030.2	62	61	1
OS02G0205200	Solyc12g042930.1	56	54	1
OS02G0205300	Solyc05g018570.2	89	90	1
OS02G0205300	Solyc05g018590.2	89	91	1
OS02G0205400	Solyc03g120010.2	76	73	1
OS02G0205400	Solyc06g052000.1	28	54	1
OS02G0205500	Solyc06g065560.1	73	74	1
OS02G0205500	Solyc08g067410.1	71	73	1
OS02G0207900	Solyc03g119980.2	58	61	1
OS02G0208100	Solyc08g066920.1	12	38	1
OS02G0208600	Solyc08g067790.2	31	26	1
OS02G0208650	Solyc05g018490.2	35	15	1
OS02G0208650	Solyc08g067880.2	30	13	1
OS02G0208650	Solyc08g067890.2	28	18	1
OS02G0208650	Solyc08g067900.2	2	3	1
OS02G0208700	Solyc03g120320.1	40	35	1
OS02G0208700	Solyc03g120330.1	37	32	1
OS02G0208700	Solyc06g066770.1	40	33	1
OS02G0208900	Solyc08g067930.2	28	32	1
OS02G0208900	Solyc12g006990.1	35	36	1
OS02G0209900	Solyc12g005580.1	63	63	1
OS02G0210800	Solyc01g104410.2	33	13	1
OS02G0212900	Solyc07g005110.2	35	6	0
OS02G0213700	Solyc07g005520.1	30	9	1
OS02G0213700	Solyc12g010080.1	10	3	1
OS02G0213700	Solyc12g010090.1	3	5	1
OS02G0213700	Solyc12g010100.1	18	6	1
OS02G0214300	Solyc03g113140.2	62	62	1
OS02G0214400	Solyc01g010740.2	52	53	1
OS02G0214400	Solyc02g067450.2	50	36	1
OS02G0214400	Solyc02g087670.2	56	56	1
OS02G0214400	Solyc03g058890.2	53	52	1
OS02G0214400	Solyc03g058910.2	45	50	1
OS02G0214400	Solyc03g113150.2	55	57	1
OS02G0214400	Solyc05g007080.2	49	48	1
OS02G0214400	Solyc06g071020.2	55	57	1
OS02G0214633	Solyc11g020270.1	1	1	0
OS02G0214900	Solyc09g091440.2	68	70	0
OS02G0215000	Solyc06g071040.2	38	33	0
OS02G0215200	Solyc09g091440.2	69	70	0
OS02G0215500	Solyc03g096190.1	33	36	1
OS02G0215500	Solyc07g018190.2	36	40	1
OS02G0215500	Solyc10g085120.1	38	43	1
OS02G0215700	Solyc03g096190.1	38	36	1
OS02G0215700	Solyc07g018190.2	39	37	1
OS02G0215700	Solyc10g085120.1	42	41	1
OS02G0215900	Solyc11g020270.1	10	34	0
OS02G0216000	Solyc03g019980.1	38	41	1
OS02G0216000	Solyc03g098400.1	38	43	1
OS02G0216000	Solyc04g009040.2	38	43	1
OS02G0216000	Solyc06g076910.1	38	43	1
OS02G0217400	Solyc01g008640.2	44	45	1
OS02G0217400	Solyc01g008650.2	44	44	1
OS02G0217400	Solyc01g008670.2	43	44	1
OS02G0217400	Solyc02g062030.1	44	45	1
OS02G0217400	Solyc02g082070.2	43	43	1
OS02G0217400	Solyc02g092250.2	43	43	1
OS02G0217400	Solyc04g083140.1	46	46	1
OS02G0217400	Solyc06g060190.2	42	43	1
OS02G0217400	Solyc06g066230.2	42	42	1
OS02G0217400	Solyc06g066240.2	42	41	1
OS02G0217400	Solyc07g007460.1	41	43	1
OS02G0217400	Solyc07g052370.2	42	42	1
OS02G0217400	Solyc08g005650.2	37	37	1
OS02G0217400	Solyc08g074260.2	39	39	1
OS02G0217400	Solyc08g076250.1	42	43	1
OS02G0217400	Solyc09g066370.1	38	38	1
OS02G0217400	Solyc09g066400.1	39	39	1
OS02G0217400	Solyc10g017510.2	44	44	1
OS02G0217400	Solyc10g084590.2	46	46	1
OS02G0217400	Solyc10g087010.1	44	44	1
OS02G0217400	Solyc10g087030.1	43	43	1
OS02G0217400	Solyc11g007980.1	42	42	1
OS02G0217500	Solyc01g009290.2	66	65	1
OS02G0217600	Solyc01g011340.2	93	93	1
OS02G0217600	Solyc05g006590.2	93	93	1
OS02G0217800	Solyc08g062440.1	13	30	1
OS02G0217800	Solyc08g062560.2	53	58	1
OS02G0217900	Solyc08g062340.2	47	53	0
OS02G0217900	Solyc08g062450.1	47	52	0
OS02G0218400	Solyc06g043250.2	49	53	1
OS02G0218400	Solyc12g096010.1	46	51	1
OS02G0218600	Solyc07g040940.2	51	25	1
OS02G0218600	Solyc12g008990.1	52	25	1
OS02G0218700	Solyc01g109140.2	39	41	1
OS02G0218700	Solyc01g109150.2	41	41	1
OS02G0218700	Solyc01g109160.2	40	41	1
OS02G0218700	Solyc10g007960.1	41	42	1
OS02G0218800	Solyc01g109140.2	39	41	1
OS02G0218800	Solyc01g109150.2	41	43	1
OS02G0218800	Solyc01g109160.2	40	41	1
OS02G0218800	Solyc10g007960.1	41	43	1
OS02G0219000	Solyc01g106150.1	17	20	1
OS02G0219000	Solyc04g077920.2	23	24	1
OS02G0219000	Solyc12g088370.1	24	25	1
OS02G0219050	Solyc01g106150.1	18	22	1
OS02G0219050	Solyc04g077920.2	24	27	1
OS02G0219050	Solyc12g088370.1	24	26	1
OS02G0219200	Solyc03g121540.2	63	38	1
OS02G0219200	Solyc06g062580.2	65	39	1
OS02G0219200	Solyc07g038120.1	37	43	1
OS02G0219200	Solyc12g008840.1	63	44	1
OS02G0219200	Solyc12g044880.1	63	38	1
OS02G0219400	Solyc10g007850.2	66	72	1
OS02G0219800	Solyc03g059390.2	49	50	1
OS02G0219800	Solyc07g025510.2	53	53	1
OS02G0219900	Solyc12g005070.1	31	37	1
OS02G0220000	Solyc10g017990.1	40	45	1
OS02G0220000	Solyc12g008900.1	45	45	1
OS02G0220000	Solyc12g008920.1	38	44	1
OS02G0220100	Solyc10g017990.1	4	5	1
OS02G0220100	Solyc12g008900.1	4	4	1
OS02G0220100	Solyc12g008920.1	4	4	1
OS02G0220400	Solyc07g038160.2	22	29	1
OS02G0220400	Solyc12g008830.1	25	30	1
OS02G0220500	Solyc06g011280.2	79	79	0
OS02G0220500	Solyc11g028090.1	24	50	0
OS02G0220500	Solyc11g028100.1	79	79	0
OS02G0220600	Solyc06g011280.2	78	78	0
OS02G0220600	Solyc11g028090.1	23	49	0
OS02G0220600	Solyc11g028100.1	78	79	0
OS02G0220700	Solyc08g065250.2	34	36	1
OS02G0221100	Solyc07g039570.2	22	27	1
OS02G0221500	Solyc03g121710.2	39	57	1
OS02G0221500	Solyc06g062730.1	33	36	1
OS02G0221500	Solyc06g062740.1	20	40	1
OS02G0221600	Solyc02g086110.2	63	51	0
OS02G0221600	Solyc03g034250.2	74	69	0
OS02G0221600	Solyc03g119350.1	68	61	0
OS02G0224100	Solyc08g065500.1	39	45	1
OS02G0224100	Solyc08g065540.2	40	46	1
OS02G0224100	Solyc08g065670.2	38	49	1
OS02G0224100	Solyc08g065680.1	22	41	1
OS02G0224200	Solyc03g121410.2	78	79	1
OS02G0224200	Solyc06g062530.2	75	77	1
OS02G0224200	Solyc12g044800.1	79	80	1
OS02G0224300	Solyc12g095960.1	0	1	1
OS02G0224400	Solyc07g026950.2	23	57	1
OS02G0224400	Solyc07g026960.2	30	68	1
OS02G0224800	Solyc05g026360.2	72	71	1
OS02G0224800	Solyc07g021700.2	73	72	1
OS02G0224800	Solyc08g065430.2	71	71	1
OS02G0224900	Solyc01g091700.2	32	26	1
OS02G0224900	Solyc03g026160.2	24	37	1
OS02G0224900	Solyc08g080360.2	36	29	1
OS02G0224900	Solyc10g017960.1	32	26	1
OS02G0224900	Solyc12g056410.1	37	30	1
OS02G0225000	Solyc04g005650.1	66	68	1
OS02G0225100	Solyc11g008230.1	22	27	0
OS02G0225100	Solyc11g008240.1	18	23	0
OS02G0225100	Solyc11g008400.1	21	23	0
OS02G0225100	Solyc11g008420.1	22	23	0
OS02G0225300	Solyc08g076740.2	8	4	1
OS02G0225300	Solyc08g076770.2	35	16	1
OS02G0225300	Solyc10g074830.1	24	14	1
OS02G0225900	Solyc02g080830.1	40	42	0
OS02G0225900	Solyc02g080840.1	42	45	0
OS02G0225900	Solyc02g080850.1	41	42	0
OS02G0226000	Solyc02g080820.2	60	66	1
OS02G0226000	Solyc03g031600.2	60	66	1
OS02G0226300	Solyc12g008770.1	54	57	1
OS02G0226600	Solyc08g065420.2	23	23	0
OS02G0226801	Solyc08g065410.1	47	68	1
OS02G0226801	Solyc12g095970.1	54	60	1
OS02G0226900	Solyc03g121110.2	59	57	1
OS02G0227000	Solyc08g066180.2	45	42	1
OS02G0227200	Solyc08g066160.2	47	40	0
OS02G0227400	Solyc08g066200.2	59	45	1
OS02G0227400	Solyc12g095890.1	58	58	1
OS02G0227500	Solyc08g066270.1	30	15	1
OS02G0227500	Solyc08g066300.1	13	12	1
OS02G0227500	Solyc08g066310.1	31	14	1
OS02G0227500	Solyc08g066320.2	30	16	1
OS02G0227600	Solyc02g032060.1	27	32	1
OS02G0227700	Solyc08g066210.2	42	40	1
OS02G0227700	Solyc12g008500.1	40	40	1
OS02G0227900	Solyc02g032060.1	23	40	1
OS02G0228000	Solyc08g066270.1	39	9	1
OS02G0228000	Solyc08g066300.1	20	9	1
OS02G0228000	Solyc08g066310.1	40	8	1
OS02G0228000	Solyc08g066320.2	40	10	1
OS02G0228300	Solyc08g066210.2	42	41	1
OS02G0228300	Solyc12g008500.1	40	41	1
OS02G0228900	Solyc03g121060.2	36	38	1
OS02G0229000	Solyc01g097870.2	80	83	1
OS02G0229000	Solyc06g084230.2	80	83	1
OS02G0229000	Solyc09g065330.2	80	83	1
OS02G0229400	Solyc02g082410.2	67	70	0
OS02G0229400	Solyc03g032040.2	69	71	0
OS02G0229600	Solyc06g069130.2	52	29	1
OS02G0229600	Solyc12g036810.1	31	18	1
OS02G0229800	Solyc03g120930.1	15	29	1
OS02G0229800	Solyc06g066490.1	10	32	1
OS02G0229800	Solyc06g066500.1	17	34	1
OS02G0229800	Solyc06g066520.1	18	36	1
OS02G0229800	Solyc12g008380.1	22	30	1
OS02G0229800	Solyc12g044420.1	22	30	1
OS02G0230100	Solyc05g018150.2	71	71	1
OS02G0230200	Solyc07g055940.1	43	44	0
OS02G0230300	Solyc07g055950.2	47	14	1
OS02G0230300	Solyc10g007800.2	49	9	1
OS02G0230300	Solyc12g011010.1	47	9	1
OS02G0231600	Solyc05g056330.2	33	34	1
OS02G0232000	Solyc12g007070.1	34	27	1
OS02G0232100	Solyc08g015770.2	64	67	1
OS02G0232300	Solyc05g053850.2	37	39	0
OS02G0232300	Solyc11g008640.1	36	38	0
OS02G0232300	Solyc11g008660.1	31	44	0
OS02G0232400	Solyc07g055840.2	79	77	0
OS02G0232400	Solyc12g011000.1	80	78	0
