Gene stable ID	Arabidopsis thaliana gene stable ID	% identity	Arabidopsis thaliana % identity	Orthology confidence [0 low, 1 high]
OS03G0171600	AT1G14330	54	53	1
OS03G0171600	AT1G26930	49	50	1
OS03G0171600	AT1G74510	52	49	1
OS03G0171600	AT2G02870	55	51	1
OS03G0171700	AT1G26945	59	57	0
OS03G0171700	AT1G74500	53	52	0
OS03G0171700	AT3G28857	51	50	0
OS03G0171700	AT3G47710	52	51	0
OS03G0171700	AT5G15160	49	48	0
OS03G0171700	AT5G39860	48	48	0
OS03G0171900	AT4G39660	73	74	1
OS03G0172000	AT1G80680	51	49	1
OS03G0172200	AT2G03410	49	51	1
OS03G0172200	AT4G17270	55	57	1
OS03G0172200	AT5G47540	58	61	1
OS03G0173900	AT3G63530	47	47	0
OS03G0174100	AT5G19350	65	64	1
OS03G0174200	AT3G52110	30	33	1
OS03G0174300	AT3G57630	64	47	1
OS03G0174400	AT3G57600	30	35	1
OS03G0174500	AT3G57610	72	72	0
OS03G0174600	AT1G51310	59	58	0
OS03G0174800	AT3G52105	39	43	1
OS03G0174900	AT1G17590	38	24	1
OS03G0174900	AT1G54160	38	26	1
OS03G0174900	AT1G72830	39	24	1
OS03G0174900	AT3G14020	35	24	1
OS03G0175200	AT1G72820	61	15	0
OS03G0175200	AT5G26200	58	14	0
OS03G0175600	AT5G12040	73	61	1
OS03G0176100	AT4G20330	50	51	0
OS03G0176100	AT4G21010	45	47	0
OS03G0176300	AT1G72570	90	37	1
OS03G0176700	AT2G26340	46	40	1
OS03G0176900	AT5G21910	48	46	1
OS03G0177000	AT2G06025	41	43	1
OS03G0177300	AT1G54150	39	38	1
OS03G0177400	AT1G07920	96	95	0
OS03G0177400	AT1G07930	96	95	0
OS03G0177400	AT1G07940	96	95	0
OS03G0177400	AT1G35550	18	76	0
OS03G0177400	AT5G60390	96	95	0
OS03G0177500	AT1G07920	96	95	0
OS03G0177500	AT1G07930	96	95	0
OS03G0177500	AT1G07940	96	95	0
OS03G0177500	AT1G35550	18	76	0
OS03G0177500	AT5G60390	96	95	0
OS03G0177900	AT1G07920	96	95	0
OS03G0177900	AT1G07930	96	95	0
OS03G0177900	AT1G07940	96	95	0
OS03G0177900	AT1G35550	18	76	0
OS03G0177900	AT5G60390	96	95	0
OS03G0178000	AT1G07920	96	95	0
OS03G0178000	AT1G07930	96	95	0
OS03G0178000	AT1G07940	96	95	0
OS03G0178000	AT1G35550	18	76	0
OS03G0178000	AT5G60390	96	95	0
OS03G0178100	AT5G21930	59	61	1
OS03G0178200	AT5G21920	40	38	0
OS03G0178300	AT4G33180	33	28	0
OS03G0178300	AT5G21950	34	29	0
OS03G0178400	AT4G33180	36	38	0
OS03G0178400	AT5G21950	37	39	0
OS03G0178500	AT1G17430	38	38	1
OS03G0178500	AT1G72620	35	35	1
OS03G0179000	AT1G77550	59	55	1
OS03G0179100	AT1G10460	46	47	1
OS03G0179400	AT1G72540	51	48	1
OS03G0179400	AT2G05940	60	55	1
OS03G0179400	AT2G26290	52	52	1
OS03G0179400	AT5G35580	56	48	1
OS03G0179700	AT2G05910	48	51	1
OS03G0179700	AT5G20640	47	44	1
OS03G0179900	AT1G17420	64	64	1
OS03G0179900	AT1G72520	63	63	1
OS03G0180000	AT1G54115	58	57	1
OS03G0180000	AT3G14070	58	58	1
OS03G0180100	AT1G54095	15	21	1
OS03G0180100	AT1G72510	19	24	1
OS03G0180100	AT2G09970	17	22	1
OS03G0180100	AT5G20670	18	24	1
OS03G0180300	AT2G26280	34	31	0
OS03G0180400	AT2G05840	85	85	1
OS03G0180400	AT5G35590	85	85	1
OS03G0180700	AT1G16570	63	60	1
OS03G0181400	AT5G21970	50	49	1
OS03G0181500	AT2G26250	71	70	1
OS03G0181800	AT3G14170	35	40	1
OS03G0182000	AT1G19250	32	33	1
OS03G0182000	AT5G45180	29	35	1
OS03G0182400	AT3G43220	54	51	1
OS03G0182400	AT5G20840	54	51	1
OS03G0182700	AT4G33250	70	70	1
OS03G0183100	AT1G06190	33	31	1
OS03G0183100	AT2G31150	27	32	1
OS03G0183800	AT1G53730	59	58	1
OS03G0183800	AT3G14350	58	58	1
OS03G0183900	AT1G17260	69	39	1
OS03G0184000	AT4G14210	76	78	0
OS03G0184300	AT4G33330	50	49	1
OS03G0184400	AT3G19230	51	51	1
OS03G0184500	AT5G42700	37	42	0
OS03G0184550	AT4G33360	63	63	0
OS03G0184600	AT4G33360	62	17	0
OS03G0184700	AT2G37560	57	59	0
OS03G0185500	AT4G34310	61	26	1
OS03G0185600	AT5G64816	80	77	0
OS03G0186100	AT2G26540	56	53	1
OS03G0186500	AT5G66820	12	29	1
OS03G0186600	AT2G22540	49	50	1
OS03G0186600	AT4G24540	38	43	1
OS03G0186800	AT2G36680	56	60	1
OS03G0186800	AT3G53120	55	59	1
OS03G0186900	AT1G09750	50	49	1
OS03G0186950	AT2G33740	60	58	0
OS03G0187000	AT5G62440	48	55	1
OS03G0187100	AT3G21290	23	16	1
OS03G0187300	AT5G10940	57	26	1
OS03G0187500	AT4G24390	62	25	1
OS03G0187500	AT5G49980	65	26	1
OS03G0187700	AT1G29060	56	51	1
OS03G0187700	AT4G14600	56	51	1
OS03G0187800	AT1G28220	36	40	1
OS03G0187800	AT1G28230	36	41	1
OS03G0187800	AT2G33750	35	39	1
OS03G0188400	AT1G22490	41	45	1
OS03G0188400	AT1G72210	47	48	1
OS03G0188400	AT5G65320	32	35	1
OS03G0188900	AT2G22430	25	25	1
OS03G0188900	AT4G40060	23	25	1
OS03G0188900	AT5G65310	25	25	1
OS03G0189300	AT4G40020	25	19	1
OS03G0189400	AT1G22430	57	56	1
OS03G0189400	AT1G22440	56	55	1
OS03G0189400	AT4G22110	56	55	1
OS03G0189400	AT5G42250	56	55	1
OS03G0189600	AT1G22430	46	45	1
OS03G0189600	AT1G22440	48	47	1
OS03G0189600	AT4G22110	46	45	1
OS03G0189600	AT5G42250	50	48	1
OS03G0190000	AT1G78310	36	29	1
OS03G0190100	AT1G60600	53	51	1
OS03G0190300	AT1G78230	37	34	1
OS03G0190800	AT2G22310	80	77	1
OS03G0190800	AT4G39910	81	80	1
OS03G0190900	AT1G34630	64	64	0
OS03G0191000	AT2G22300	46	45	1
OS03G0191000	AT5G09410	43	42	1
OS03G0191000	AT5G64220	46	45	1
OS03G0191100	AT5G64970	60	59	1
OS03G0191400	AT2G22290	75	78	1
OS03G0191400	AT5G10260	78	81	1
OS03G0191400	AT5G64990	68	69	1
OS03G0191700	AT1G22240	24	34	1
OS03G0191700	AT1G35730	25	32	1
OS03G0191700	AT1G35750	22	30	1
OS03G0191700	AT1G78160	26	29	1
OS03G0191700	AT4G08840	24	31	1
OS03G0191800	AT2G22180	25	24	1
OS03G0191800	AT4G39745	20	22	1
OS03G0191900	AT1G22190	35	39	0
OS03G0191900	AT1G36060	35	33	0
OS03G0191900	AT1G78080	40	36	0
OS03G0191900	AT2G22200	33	38	0
OS03G0191900	AT4G39780	39	42	0
OS03G0191900	AT5G65130	39	42	0
OS03G0192000	AT2G13840	50	50	1
OS03G0192100	AT2G05850	40	38	1
OS03G0192100	AT3G52000	40	38	1
OS03G0192100	AT3G52010	39	37	1
OS03G0192100	AT3G52020	39	37	1
OS03G0192100	AT3G63470	43	40	1
OS03G0192300	AT5G10150	30	28	1
OS03G0192400	AT1G04630	77	76	0
OS03G0192400	AT2G33220	79	78	0
OS03G0192500	AT4G33500	25	20	1
OS03G0192600	AT2G13820	31	38	1
OS03G0192600	AT5G09370	24	32	1
OS03G0192600	AT5G64080	33	38	1
OS03G0192700	AT2G22240	88	88	1
OS03G0192700	AT4G39800	87	87	1
OS03G0192700	AT5G10170	86	86	1
OS03G0192800	AT3G49600	70	20	0
OS03G0192900	AT3G49600	66	6	0
OS03G0193000	AT1G50600	53	47	1
OS03G0193000	AT2G04890	46	59	1
OS03G0193000	AT4G17230	47	47	1
OS03G0193000	AT5G48150	52	57	1
OS03G0193225	AT1G31814	18	20	1
OS03G0193225	AT5G16320	21	23	1
OS03G0193400	AT5G13700	32	14	0
OS03G0193600	AT3G29380	32	29	1
OS03G0193600	AT4G10680	16	27	1
OS03G0194100	AT1G50570	45	47	1
OS03G0194100	AT5G55530	46	45	1
OS03G0194300	AT2G04850	52	53	1
OS03G0194400	AT2G04845	55	55	1
OS03G0194500	AT4G26670	54	52	1
OS03G0194500	AT5G55510	53	50	1
OS03G0194600	AT4G17280	30	14	1
OS03G0194600	AT5G35735	32	15	1
OS03G0194600	AT5G47530	30	14	1
OS03G0194900	AT4G17280	43	41	1
OS03G0194900	AT5G35735	43	41	1
OS03G0194900	AT5G47530	42	41	1
OS03G0195100	AT2G13810	43	11	1
OS03G0195200	AT5G10070	60	62	1
OS03G0195300	AT1G77990	55	54	0
OS03G0195300	AT5G10180	58	56	0
OS03G0195450	AT1G77990	40	5	0
OS03G0195450	AT5G10180	40	5	0
OS03G0195500	AT1G77990	55	23	0
OS03G0195500	AT5G10180	54	23	0
OS03G0195800	AT1G22150	69	70	1
OS03G0195800	AT1G78000	70	71	1
OS03G0195800	AT4G08620	66	67	1
OS03G0196000	AT1G22150	63	63	1
OS03G0196000	AT1G78000	64	64	1
OS03G0196000	AT4G08620	63	63	1
OS03G0196400	AT2G35760	28	30	0
OS03G0196400	AT4G16442	24	29	0
OS03G0196450	AT4G03030	28	12	1
OS03G0196500	AT5G48170	43	49	1
OS03G0196800	AT3G13120	57	55	0
OS03G0196900	AT4G36650	41	24	0
OS03G0197000	AT1G11755	39	39	1
OS03G0197100	AT2G16120	57	58	1
OS03G0197100	AT2G16130	56	57	1
OS03G0197100	AT3G18830	57	55	1
OS03G0197300	AT2G18540	32	29	1
OS03G0197300	AT4G36700	30	36	1
OS03G0197400	AT5G42970	84	84	1
OS03G0197800	AT3G50700	39	48	1
OS03G0197800	AT5G66730	43	47	1
OS03G0197900	AT2G18500	24	21	1
OS03G0198300	AT1G75100	22	20	1
OS03G0198400	AT5G27470	69	68	0
OS03G0198500	AT1G47740	63	56	1
OS03G0198600	AT2G18550	31	34	1
OS03G0198600	AT4G36740	32	36	1
OS03G0198600	AT5G66700	28	30	1
OS03G0198900	AT1G19340	46	47	1
OS03G0199000	AT4G24460	44	31	1
OS03G0199100	AT4G34320	62	64	0
OS03G0199100	AT4G34330	51	55	0
OS03G0200200	AT5G67620	34	41	1
OS03G0200500	AT3G04840	81	81	0
OS03G0200500	AT4G34670	82	82	0
OS03G0200600	AT1G27460	49	51	1
OS03G0200700	AT1G48510	35	32	1
OS03G0200700	AT3G17910	50	49	1
OS03G0200800	AT3G49860	68	71	1
OS03G0200800	AT3G49870	86	86	1
OS03G0200800	AT5G67560	84	84	1
OS03G0201000	AT5G54540	25	28	1
OS03G0201200	AT3G49890	37	39	1
OS03G0201400	AT2G16880	24	25	1
OS03G0201500	AT2G14690	36	36	1
OS03G0201500	AT4G33810	37	40	1
OS03G0201500	AT4G33820	36	36	1
OS03G0201500	AT4G33830	49	48	1
OS03G0201500	AT4G33840	49	49	1
OS03G0201500	AT4G33860	49	48	1
OS03G0201600	AT5G60590	54	51	1
OS03G0201700	AT2G18410	42	43	1
OS03G0201800	AT2G14690	32	33	1
OS03G0201800	AT4G33810	32	35	1
OS03G0201800	AT4G33820	32	33	1
OS03G0201800	AT4G33830	38	39	1
OS03G0201800	AT4G33840	37	38	1
OS03G0201800	AT4G33860	39	39	1
OS03G0201901	AT2G14690	36	36	1
OS03G0201901	AT4G33810	35	37	1
OS03G0201901	AT4G33820	35	35	1
OS03G0201901	AT4G33830	51	50	1
OS03G0201901	AT4G33840	51	50	1
OS03G0201901	AT4G33860	49	49	1
OS03G0202001	AT2G14750	58	58	1
OS03G0202001	AT4G39940	53	49	1
OS03G0202001	AT5G67520	56	49	1
OS03G0202200	AT3G49920	44	54	1
OS03G0202200	AT5G67500	56	51	1
OS03G0202300	AT3G19630	66	69	1
OS03G0203000	AT3G19650	26	31	1
OS03G0203100	AT4G30150	31	15	1
OS03G0203200	AT3G03990	61	73	1
OS03G0203700	AT1G27770	77	77	1
OS03G0203700	AT2G22950	79	79	1
OS03G0203700	AT4G37640	80	80	1
OS03G0203800	AT4G37630	24	26	1
OS03G0204100	AT5G67470	47	46	1
OS03G0205000	AT1G27752	44	47	0
OS03G0205300	AT1G27740	28	37	1
OS03G0205300	AT5G43175	28	42	1
OS03G0205400	AT3G28030	41	36	0
OS03G0205500	AT4G14965	66	64	1
OS03G0205700	AT2G14820	50	47	1
OS03G0205700	AT2G23050	42	53	1
OS03G0205700	AT4G37590	48	50	1
OS03G0205700	AT5G67440	48	50	1
OS03G0205800	AT2G23060	50	49	1
OS03G0205800	AT4G37580	51	51	1
OS03G0205800	AT5G67430	45	48	1
OS03G0206300	AT1G49880	34	22	0
OS03G0206400	AT5G43150	29	29	1
OS03G0206600	AT2G28370	63	63	1
OS03G0206600	AT2G37200	60	59	1
OS03G0206700	AT3G49970	41	48	1
OS03G0206700	AT5G67385	51	53	1
OS03G0206900	AT1G49850	29	32	1
OS03G0207200	AT1G27700	30	37	1
OS03G0207250	AT3G59650	82	66	1
OS03G0207300	AT2G23080	85	85	0
OS03G0207300	AT3G50000	87	72	0
OS03G0207300	AT5G67380	87	70	0
OS03G0207400	AT4G33920	55	57	1
OS03G0207800	AT3G50030	32	46	1
OS03G0207800	AT5G43120	36	43	1
OS03G0207900	AT3G21060	55	57	1
OS03G0208500	AT1G47240	64	63	0
OS03G0208500	AT2G23150	64	66	0
OS03G0208500	AT4G18790	58	58	0
OS03G0208500	AT5G67330	63	64	0
OS03G0208600	AT1G02420	49	53	1
OS03G0208900	AT1G74910	82	82	1
OS03G0208900	AT2G04650	74	76	1
OS03G0209000	AT1G47200	35	30	1
OS03G0209000	AT5G27940	26	26	1
OS03G0209000	AT5G43070	32	32	1
OS03G0209400	AT3G03180	76	76	1
OS03G0209400	AT3G49420	78	78	1
OS03G0209400	AT5G01430	78	78	1
OS03G0209500	AT1G69420	53	53	0
OS03G0209600	AT3G55400	67	65	1
OS03G0209700	AT3G29280	54	54	1
OS03G0209800	AT4G24580	43	39	1
OS03G0210100	AT5G47550	27	26	0
OS03G0210200	AT5G47550	24	28	0
OS03G0210400	AT1G04080	49	47	1
OS03G0210500	AT2G03350	61	35	1
OS03G0210600	AT1G13930	8	15	1
OS03G0210600	AT2G03440	9	14	1
OS03G0210700	AT2G03420	32	18	1
OS03G0210800	AT3G61690	22	14	1
OS03G0210900	AT4G30845	44	32	0
OS03G0211100	AT1G69330	50	49	1
OS03G0211100	AT3G29270	59	59	1
OS03G0211400	AT5G07820	12	16	1
OS03G0211400	AT5G61260	10	16	1
OS03G0211500	AT1G13920	21	19	1
OS03G0211500	AT1G69325	8	22	1
OS03G0211500	AT5G61280	18	22	1
OS03G0211600	AT3G29290	38	30	1
OS03G0211700	AT5G07830	54	54	1
OS03G0211700	AT5G61250	55	55	1
OS03G0211800	AT3G01040	64	70	1
OS03G0211800	AT5G15470	65	70	1
OS03G0211900	AT5G61240	73	72	1
OS03G0212200	AT5G07910	55	30	0
OS03G0212600	AT3G01015	44	29	0
OS03G0212600	AT5G15510	43	26	0
OS03G0212700	AT3G02090	64	64	0
OS03G0212800	AT1G26560	69	70	1
OS03G0213100	AT1G78720	89	89	0
OS03G0213200	AT5G07950	45	44	1
OS03G0213300	AT3G29385	4	30	1
OS03G0213300	AT5G07940	20	20	1
OS03G0213300	AT5G07970	14	20	1
OS03G0213300	AT5G07980	18	19	1
OS03G0213400	AT5G61140	75	39	1
OS03G0213700	AT1G13770	45	15	1
OS03G0213800	AT1G74240	62	63	1
OS03G0213900	AT3G29390	32	21	0
OS03G0214000	AT1G13750	66	66	1
OS03G0214100	AT5G08020	63	66	0
OS03G0214100	AT5G61000	62	62	0
OS03G0214200	AT1G13740	28	32	1
OS03G0214200	AT1G69260	26	30	1
OS03G0214200	AT3G02140	22	28	1
OS03G0214200	AT3G29575	25	44	1
OS03G0214400	AT4G00550	64	64	1
OS03G0214600	AT4G19006	77	77	1
OS03G0214600	AT5G45620	75	75	1
OS03G0214900	AT3G26850	9	34	1
OS03G0215000	AT1G76340	67	69	0
OS03G0215200	AT1G69180	45	49	1
OS03G0215700	AT4G17220	38	38	1
OS03G0215800	AT1G55880	67	71	1
OS03G0215900	AT4G16390	50	48	1
OS03G0216000	AT2G41940	27	31	1
OS03G0216000	AT3G58070	25	30	1
OS03G0216000	AT5G06650	19	29	1
OS03G0216500	AT3G08490	26	34	1
OS03G0216600	AT5G63840	68	64	1
OS03G0216700	AT3G08040	51	55	1
OS03G0216800	AT2G41850	42	42	0
OS03G0216800	AT3G07970	43	43	0
OS03G0216800	AT3G57510	39	40	0
OS03G0216900	AT1G51405	25	17	1
OS03G0217000	AT3G52070	24	31	1
OS03G0218400	AT5G26340	82	80	0
OS03G0218500	AT2G32120	64	66	0
OS03G0219100	AT1G05370	48	51	1
OS03G0219100	AT3G22410	44	48	1
OS03G0219200	AT5G18100	64	63	1
OS03G0219300	AT1G64740	89	89	1
OS03G0219400	AT1G05590	52	55	0
OS03G0219700	AT1G12770	59	62	1
OS03G0219900	AT3G25920	55	52	0
OS03G0220100	AT1G25450	76	77	0
OS03G0220100	AT1G68530	79	78	0
OS03G0221200	AT3G25900	67	58	1
OS03G0221300	AT5G16610	29	29	0
OS03G0221500	AT1G66250	64	64	1
OS03G0221500	AT2G01630	66	66	1
OS03G0221800	AT1G48540	37	39	1
OS03G0221800	AT3G17920	38	42	1
OS03G0222100	AT1G22730	57	52	1
OS03G0223000	AT1G48480	51	53	1
OS03G0223000	AT3G02880	46	50	1
OS03G0223000	AT3G17840	50	52	1
OS03G0223000	AT5G16590	45	49	1
OS03G0223100	AT1G34540	48	52	1
OS03G0223100	AT3G56630	48	52	1
OS03G0223200	AT4G37970	51	54	1
OS03G0223400	AT1G48470	76	77	0
OS03G0223400	AT3G17820	82	82	0
OS03G0223700	AT2G01690	74	71	0
OS03G0223900	AT1G24793	48	48	1
OS03G0223900	AT1G24880	48	42	1
OS03G0223900	AT1G25054	48	42	1
OS03G0223900	AT1G25145	48	48	1
OS03G0223900	AT1G25210	48	42	1
OS03G0224200	AT2G01760	24	43	1
OS03G0224700	AT1G67970	24	27	1
OS03G0225200	AT1G14750	36	30	1
OS03G0225300	AT5G47360	28	28	1
OS03G0225500	AT2G05120	48	48	0
OS03G0225600	AT1G31780	60	10	1
OS03G0225700	AT2G23450	41	41	0
OS03G0225700	AT5G66790	37	42	0
OS03G0226200	AT2G16060	64	68	1
OS03G0226300	AT2G41970	70	70	1
OS03G0226400	AT3G58060	69	66	1
OS03G0226600	AT2G41960	32	23	1
OS03G0226600	AT3G58050	34	26	1
OS03G0226700	AT2G41950	37	37	1
OS03G0226800	AT1G69770	36	46	1
OS03G0226800	AT1G80740	35	47	1
OS03G0226901	AT1G49270	44	44	1
OS03G0226901	AT2G18470	44	49	1
OS03G0226901	AT3G18810	43	43	1
OS03G0226901	AT4G34440	43	45	1
OS03G0227000	AT2G16200	5	57	1
OS03G0227000	AT4G34450	78	79	1
OS03G0227300	AT3G52050	56	53	0
OS03G0227400	AT2G16230	51	37	1
OS03G0227400	AT4G34480	55	40	1
OS03G0227400	AT5G42720	53	45	1
OS03G0227500	AT1G20460	40	40	0
OS03G0227500	AT1G76185	40	40	0
OS03G0227700	AT3G50660	67	66	1
OS03G0227900	AT4G34500	52	57	0
OS03G0228400	AT3G50860	61	61	1
OS03G0228500	AT1G12530	33	37	1
OS03G0228800	AT5G65700	64	64	1
OS03G0229100	AT2G22750	24	23	1
OS03G0229100	AT2G22760	24	24	1
OS03G0229100	AT2G22770	25	23	1
OS03G0229100	AT4G37850	25	22	1
OS03G0230500	AT4G08170	62	61	1
OS03G0230500	AT4G33770	57	51	1
OS03G0231150	AT2G22800	49	19	0
OS03G0231150	AT4G37790	50	19	0
OS03G0231600	AT1G10060	49	53	1
OS03G0231600	AT1G10070	55	59	1
OS03G0231600	AT1G50090	49	56	1
OS03G0231600	AT1G50110	49	57	1
OS03G0231600	AT3G19710	42	49	1
OS03G0231700	AT1G58440	71	70	1
OS03G0231700	AT2G22830	69	62	1
OS03G0231700	AT4G37760	71	71	1
OS03G0231800	AT1G58440	72	72	1
OS03G0231800	AT2G22830	71	64	1
OS03G0231800	AT4G37760	72	73	1
OS03G0231950	AT1G10120	29	24	1
OS03G0232000	AT1G23770	19	25	1
OS03G0232000	AT1G23780	27	27	1
OS03G0232000	AT1G70360	11	31	1
OS03G0232200	AT4G37750	40	46	0
OS03G0232500	AT2G22870	56	60	1
OS03G0232600	AT3G49810	59	61	0
OS03G0232600	AT5G65920	55	57	0
OS03G0232800	AT1G27480	36	36	0
OS03G0232900	AT2G40710	19	81	0
OS03G0232900	AT4G37680	65	68	0
OS03G0232900	AT4G38290	17	62	0
OS03G0232900	AT4G38320	62	67	0
OS03G0233000	AT2G23790	36	38	0
OS03G0233000	AT4G36820	32	33	0
OS03G0233000	AT5G42610	32	39	0
OS03G0233000	AT5G66650	35	38	0
OS03G0233200	AT1G19320	44	54	1
OS03G0233200	AT1G75030	46	57	1
OS03G0233200	AT1G75040	46	59	1
OS03G0233200	AT1G75050	46	57	1
OS03G0233200	AT2G24810	25	39	1
OS03G0233500	AT2G16090	59	61	1
OS03G0233500	AT3G27710	47	53	1
OS03G0233500	AT3G27720	41	51	1
OS03G0233500	AT4G34370	57	58	1
OS03G0233800	AT2G23700	38	33	1
OS03G0233800	AT3G18900	26	21	1
OS03G0233800	AT5G66600	37	36	1
OS03G0233900	AT2G16060	63	66	1
OS03G0234000	AT2G16060	63	67	1
OS03G0234100	AT2G16060	61	64	1
OS03G0234500	AT2G38380	49	47	1
OS03G0234500	AT2G38390	48	46	1
OS03G0234500	AT3G32980	48	45	1
OS03G0234500	AT3G49110	48	45	1
OS03G0234500	AT3G49120	48	45	1
OS03G0234500	AT4G08770	49	47	1
OS03G0234500	AT4G08780	48	47	1
OS03G0234500	AT5G06720	53	53	1
OS03G0234500	AT5G06730	54	50	1
OS03G0234500	AT5G19880	49	50	1
OS03G0234600	AT1G04930	22	16	1
OS03G0234600	AT2G32840	22	18	1
OS03G0234900	AT2G38380	55	53	1
OS03G0234900	AT2G38390	52	49	1
OS03G0234900	AT3G32980	53	50	1
OS03G0234900	AT3G49110	52	49	1
OS03G0234900	AT3G49120	53	50	1
OS03G0234900	AT4G08770	53	51	1
OS03G0234900	AT4G08780	52	50	1
OS03G0234900	AT5G06720	57	56	1
OS03G0234900	AT5G06730	54	50	1
OS03G0234900	AT5G19880	50	51	1
OS03G0235100	AT1G11110	50	44	1
OS03G0235100	AT1G61150	72	73	1
OS03G0235100	AT4G09300	52	57	1
OS03G0235200	AT4G37170	48	45	0
OS03G0235700	AT1G62200	54	53	1
OS03G0235700	AT2G02020	51	54	1
OS03G0235700	AT2G02040	60	60	1
OS03G0236200	AT3G17720	25	64	0
OS03G0236200	AT5G17330	84	83	0
OS03G0236966	AT1G78770	68	72	1
OS03G0237000	AT1G14670	81	82	1
OS03G0237000	AT2G01970	82	82	1
OS03G0237000	AT5G37310	78	79	1
OS03G0237100	AT1G59950	53	53	0
OS03G0237100	AT1G59960	52	51	0
OS03G0237250	AT1G25250	38	46	0
OS03G0237250	AT1G68130	39	41	0
OS03G0237250	AT2G01940	39	39	0
OS03G0237500	AT1G66080	43	49	1
OS03G0237600	AT1G14690	53	54	0
OS03G0237600	AT2G01910	53	53	0
OS03G0238300	AT2G01900	47	56	1
OS03G0238600	AT1G14700	55	51	1
OS03G0238600	AT1G25230	53	53	1
OS03G0238600	AT2G01880	55	57	1
OS03G0238600	AT2G01890	55	56	1
OS03G0238600	AT3G17790	54	54	1
OS03G0238700	AT1G68080	51	42	1
OS03G0238800	AT1G14710	31	34	1
OS03G0239000	AT1G14720	54	55	0
OS03G0239000	AT2G01850	56	56	0
OS03G0239200	AT1G14740	38	38	1
OS03G0239300	AT1G66140	35	32	1
OS03G0240400	AT3G18310	26	26	1
OS03G0240500	AT5G05000	58	61	0
OS03G0240600	AT1G66160	36	37	1
OS03G0240600	AT3G02840	29	34	1
OS03G0240600	AT5G37490	36	37	1
OS03G0240700	AT1G48440	65	65	0
OS03G0240700	AT3G17780	65	65	0
OS03G0240800	AT1G20580	77	78	0
OS03G0240800	AT1G76300	73	75	0
OS03G0240900	AT4G37190	54	55	1
OS03G0241001	AT1G49560	29	13	1
OS03G0241001	AT4G37180	26	10	1
OS03G0241100	AT2G36960	44	42	1
OS03G0241200	AT4G12600	90	63	1
OS03G0241200	AT4G22380	91	91	1
OS03G0241200	AT5G20160	91	73	1
OS03G0241600	AT2G16750	41	43	1
OS03G0241600	AT4G35030	31	45	1
OS03G0242100	AT5G66130	24	4	1
OS03G0242200	AT5G09910	57	58	0
OS03G0242200	AT5G64813	61	61	0
OS03G0242900	AT4G34980	63	65	1
OS03G0243100	AT2G16700	73	73	1
OS03G0243100	AT4G34970	69	70	1
OS03G0243200	AT3G07530	36	10	1
OS03G0243300	AT4G38630	64	66	0
OS03G0243600	AT4G24230	17	27	0
OS03G0243700	AT4G38300	38	56	1
OS03G0243700	AT4G38650	59	43	1
OS03G0243800	AT4G35987	48	55	1
OS03G0243900	AT4G36000	34	55	1
OS03G0243900	AT4G38660	53	52	1
OS03G0244000	AT1G75690	68	68	1
OS03G0244200	AT1G20030	48	50	0
OS03G0244200	AT1G75800	46	46	0
OS03G0244200	AT2G17860	46	60	0
OS03G0244200	AT4G36010	50	55	0
OS03G0244200	AT4G38670	48	56	0
OS03G0244700	AT4G34940	50	49	1
OS03G0244700	AT4G36030	48	46	1
OS03G0244700	AT5G66200	50	50	1
OS03G0244950	AT2G17880	34	36	1
OS03G0244950	AT4G36040	33	35	1
OS03G0245100	AT2G44040	58	55	1
OS03G0245100	AT3G59890	59	55	1
OS03G0245200	AT2G21140	20	15	1
OS03G0245200	AT4G38770	20	10	1
OS03G0245300	AT2G21140	19	15	1
OS03G0245300	AT4G38770	23	13	1
OS03G0245700	AT1G01120	62	62	0
OS03G0245700	AT2G46720	47	54	0
OS03G0245700	AT3G10280	46	53	0
OS03G0245800	AT4G27670	43	46	1
OS03G0246100	AT1G32860	43	44	1
OS03G0246100	AT5G42100	45	46	1
OS03G0246500	AT1G19835	46	49	1
OS03G0246500	AT1G47900	45	44	1
OS03G0246500	AT4G36120	38	40	1
OS03G0246800	AT1G01960	67	27	0
OS03G0246800	AT3G60860	65	26	0
OS03G0246900	AT2G45420	58	61	0
OS03G0247000	AT4G12060	47	45	1
OS03G0247000	AT4G25370	46	45	1
OS03G0247100	AT3G60850	51	51	1
OS03G0247900	AT1G12420	52	52	1
OS03G0247900	AT4G22780	48	47	1
OS03G0248000	AT2G31260	49	51	1
OS03G0249100	AT1G12330	37	32	0
OS03G0249200	AT1G62850	63	61	1
OS03G0249300	AT5G62290	46	46	1
OS03G0249400	AT3G45030	78	80	0
OS03G0249400	AT3G47370	77	80	0
OS03G0249400	AT5G62300	78	80	0
OS03G0249500	AT1G02000	61	68	0
OS03G0249500	AT2G45310	60	66	0
OS03G0249500	AT4G00110	61	68	0
OS03G0249500	AT4G12250	59	66	0
OS03G0249700	AT2G21180	46	46	1
OS03G0249900	AT1G19990	30	38	1
OS03G0250000	AT4G38810	51	40	1
OS03G0250200	AT1G19950	36	38	1
OS03G0250200	AT1G75700	30	56	1
OS03G0250200	AT5G42560	37	42	1
OS03G0251350	AT3G48590	60	63	1
OS03G0251350	AT5G63470	63	62	1
OS03G0251425	AT3G19990	47	16	0
OS03G0251500	AT2G21410	74	74	0
OS03G0251500	AT4G39080	76	76	0
OS03G0251600	AT3G60950	36	30	0
OS03G0251600	AT3G61030	35	36	0
OS03G0251600	AT3G61050	59	61	0
