Gene stable ID	Cyanidioschyzon merolae gene stable ID	%id. target Cyanidioschyzon merolae gene identical to query gene	%id. query gene identical to target Cyanidioschyzon merolae gene
Os03g0409100	CMD100C	24.5902	19.685
Os03g0409400	CMA101C	22.449	24.7748
Os03g0412800	CMI224C	40.208	40
Os03g0412800	CMI225C	9.18544	51.4563
Os03g0412800	CMR014C	46.6204	44.2434
Os03g0413000	CMR350C	31.5068	45.098
Os03g0415500	CMS471C	40.3846	35.8974
Os03g0415600	CMS471C	12.2881	12.3932
Os03g0415700	CMS471C	2.37154	2.5641
Os03g0416500	CMC120C	20.9459	19.8718
Os03g0417900	CMS023C	22.792	20.202
Os03g0421700	CMJ301C	39.8148	13.1498
Os03g0423200	CMS225C	44.8276	7.85498
Os03g0424500	CMR148C	45.8904	44.3709
Os03g0424800	CMR148C	45.8904	44.3709
Os03g0425200	CMS084C	22.9814	17.7458
Os03g0425600	CMT471C	59.6674	58.4521
Os03g0426900	CMI251C	55.317	57.0675
Os03g0427900	CMS041C	25.0965	22.4719
Os03g0431200	CMB127C	0	0
Os03g0432200	CMM010C	15.0943	7.76699
Os03g0432900	CMR181C	7.50988	4.12148
Os03g0440200	CMP054C	20.1814	14.24
Os03g0452300	CMV180C	22.0859	47.0588
Os03g0563300	CMV024C	53.9759	64.7399
Os03g0565200	CMJ188C	43.75	45.1613
Os03g0565500	CMG196C	51.3871	46.4755
Os03g0568900	CME135C	35.3191	28.9199
Os03g0568900	CMG168C	32.1277	26.1698
Os03g0569800	CMQ136C	15.528	12.4224
Os03g0570300	CMG137C	18.8372	23.4104
Os03g0576400	CMS045C	28.1818	7.39857
Os03g0576600	CMP278C	25.1613	42.3913
Os03g0576700	CMP006C	51.4423	50.4717
Os03g0576900	CMR055C	25.8182	29.1581
Os03g0577000	CMN148C	72.807	63.3588
Os03g0577100	CMB012C	19.0871	18.4
Os03g0577200	CMA101C	28.5047	27.4775
Os03g0579000	CMR030C	35.0962	33.9535
Os03g0579300	CMJ057C	52.4272	49.3151
Os03g0586600	CMH017C	43.662	37.3494
Os03g0587000	CMH255C	33.3333	24.5179
Os03g0588400	CMS469C	28.125	11.4716
Os03g0593200	CMJ172C	32.7613	31.25
Os03g0597200	CMQ136C	17.7898	16.3975
Os03g0598700	CMG008C	19.7183	11.5385
Os03g0598800	CMJ110C	68.4211	69.7561
Os03g0604200	CMT471C	59.3361	58.2485
Os03g0607500	CMG076C	21.3115	8.31557
Os03g0611200	CMT304C	44.6914	41.1364
Os03g0616400	CMQ379C	34.6563	29.9582
Os03g0616500	CMA089C	14.6621	9.13633
Os03g0617900	CMN048C	47.7108	46.6981
Os03g0619400	CMT322C	59.619	58.2868
Os03g0620800	CML009C	31.4607	22.3489
Os03g0620800	CMR273C	31.7817	22.7586
Os03g0622700	CMK248C	13.1078	16.0207
Os03g0625900	CMR267C	26.2231	22.2962
Os03g0627300	CML231C	29.2208	14.2857
Os03g0628900	CML237C	34.127	29.6552
Os03g0634000	CMT491C	19.4118	21.0191
Os03g0634400	CMO207C	27.5168	19.279
Os03g0638300	CMA050C	26.5487	4.24328
Os03g0638300	CMH162C	23.8938	2.897
Os03g0638800	CMG108C	25.8575	22.0721
Os03g0638800	CMR089C	23.219	27.0769
Os03g0639700	CMK061C	40.2778	41.3302
Os03g0639800	CMB008C	28.3843	20.2492
Os03g0640100	CMT515C	52.5701	46.6805
Os03g0643300	CML323C	41.8605	41.7722
Os03g0645100	CMV154C	66.055	66.2577
Os03g0645200	CMT047C	38	13.4118
Os03g0646100	CMO089C	39.823	37.037
Os03g0646100	CMS004C	46.9027	42.1471
Os03g0647500	CMQ345C	29.0941	28.2572
Os03g0648400	CML030C	48.9209	47.7752
Os03g0650700	CMI098C	32.8474	26.6983
Os03g0651100	CMA063C	26.5766	13.8824
Os03g0652100	CML135C	26.8692	32.2581
Os03g0654600	CMP155C	2.62391	2.34987
Os03g0654700	CMH078C	20	22.7129
Os03g0655100	CMH078C	20.9302	19.8738
Os03g0655300	CMQ190C	26.4151	17.7966
Os03g0655500	CMS172C	22.6619	10.7784
Os03g0655700	CMM229C	51.2315	49.2891
Os03g0657000	CMF095C	56.6502	44.2308
Os03g0659233	CMV231C	72.2892	74.0741
Os03g0659266	CMV230C	71.7949	70
Os03g0659400	CMQ079C	13.1994	9.08193
Os03g0659900	CMN088C	17.0181	19.4828
Os03g0661300	CMN263C	74.6637	72.2343
Os03g0662000	CMM299C	36.5854	5.44465
Os03g0663700	CMD080C	10.3093	3.6855
Os03g0664700	CMJ135C	22.9333	15.9259
Os03g0666100	CMP281C	21.2221	10.7712
Os03g0666700	CMF094C	19.9248	16.1094
Os03g0667201	CMV229C	78.9474	78.9474
Os03g0667300	CMS155C	25.1351	23.5443
Os03g0667500	CMS155C	25.9358	24.557
Os03g0667800	CMQ051C	52.439	41.3462
Os03g0668900	CMO169C	32.3529	26.1905
Os03g0669000	CMK083C	46.6102	48.5651
Os03g0669100	CMO126C	5.64103	7.33333
Os03g0670100	CMR180C	38.5269	21.3836
Os03g0672300	CMA030C	30.6569	23.662
Os03g0673000	CMR153C	33.7662	8.125
Os03g0673500	CMR153C	16.2791	17.5
Os03g0674300	CMC089C	27.6596	6.59898
Os03g0674300	CMI026C	24.4681	5.94315
Os03g0676100	CMO268C	20.4	21.7021
Os03g0678400	CME171C	28.7554	23.6749
Os03g0679100	CMQ086C	8.62069	1.51976
Os03g0679700	CMG171C	61.1894	58.0981
Os03g0680700	CMR176C	19.3642	18.5596
Os03g0680800	CMR176C	10.8148	20.2216
Os03g0681000	CMR105C	25	10.7456
Os03g0681400	CMQ038C	54.6584	42.3077
Os03g0681700	CMH260C	41.4557	35.7924
Os03g0681800	CMF150C	47.4766	32.1926
Os03g0683866	CMM271C	28.6285	24.4041
Os03g0684400	CMI065C	23.2068	23.2558
Os03g0684400	CMI180C	21.9409	19.403
Os03g0685000	CML015C	32.2404	30.8901
Os03g0685000	CMR278C	32.2404	30.8901
Os03g0685100	CMT543C	22.9412	17.1806
Os03g0685300	CMH040C	25.256	28.0303
Os03g0689100	CMI210C	14.8467	44.9275
Os03g0689300	CMQ247C	55.3347	55.4507
Os03g0692300	CMK192C	37.3134	47.3684
Os03g0695500	CMD107C	30.402	31.2661
Os03g0695500	CMN056C	19.0955	20.0528
Os03g0695500	CMR394C	30.402	31.2661
Os03g0695600	CMH119C	43.3962	42.7907
Os03g0695700	CMQ133C	17.1004	6.43357
Os03g0697200	CMH205C	16.4609	12.5
Os03g0697200	CMQ414C	16.4609	12.5
Os03g0698350	CMS164C	38.2151	26.72
Os03g0699200	CMT105C	31.457	29.0965
Os03g0699300	CMM162C	47.4438	52.6077
Os03g0699400	CML218C	42.5287	41.8079
Os03g0700800	CMT180C	9.16089	20.3072
Os03g0701000	CMI255C	31.0559	12.215
Os03g0701500	CMT175C	31.1828	27.1028
Os03g0701800	CME153C	13.9373	5.21512
Os03g0701800	CMN333C	24.0418	8.75634
Os03g0702700	CMK248C	23.4127	15.2455
Os03g0702800	CMM111C	61.5561	58.8621
Os03g0704000	CMV183C	27.4854	38.2114
Os03g0704100	CMP332C	25.9124	31.0044
Os03g0704400	CMB064C	27.2605	20.0995
Os03g0704400	CMB108C	27.2605	20.0795
Os03g0705300	CME153C	19.2886	18.3833
Os03g0705300	CMN333C	26.9494	25
Os03g0707200	CMT050C	20.2934	16.8016
Os03g0708500	CMT472C	25.3968	28.5714
Os03g0709000	CMS309C	33.7838	34.965
Os03g0710500	CMT579C	63.5277	61.8632
Os03g0710800	CMP239C	68.0769	67.8161
Os03g0711300	CMF114C	22.77	13.798
Os03g0711400	CMD156C	9.60591	8.18754
Os03g0711500	CMD156C	19.4783	7.83765
Os03g0711800	CML232C	30.4657	14.716
Os03g0712000	CMI173C	19.4332	7.32824
Os03g0712300	CMP178C	47.205	49.6732
Os03g0712700	CMJ272C	43.299	34.8066
Os03g0712800	CMI233C	53.5135	54.2466
Os03g0713000	CMH271C	44.3522	44.0594
Os03g0713000	CMR420C	44.5183	44.2975
Os03g0713400	CMM034C	31.0576	41.0619
Os03g0714400	CME013C	44.3609	41.115
Os03g0718000	CMV076C	23.0769	33.6898
Os03g0718100	CMM237C	83.2891	83.2891
Os03g0718600	CMG064C	42.623	29.4618
Os03g0719100	CMG063C	6.88807	7.33945
Os03g0719400	CMS228C	20.1531	20.5729
Os03g0720300	CMF072C	47.1545	50.655
Os03g0720800	CMJ282C	25.7143	12.0459
Os03g0720800	CMK280C	24.898	11.7308
Os03g0720800	CMQ253C	22.449	12.7021
Os03g0721200	CMH194C	25.456	10.2067
Os03g0721400	CMJ114C	21.0526	25.1429
Os03g0722400	CMJ200C	33.3333	33.3333
Os03g0722600	CMM165C	17.4797	17.2691
Os03g0724700	CMB088C	23.6025	36.715
Os03g0725300	CMK205C	31.4496	33.8624
Os03g0725400	CMC158C	51.5432	45.3804
Os03g0726100	CMT504C	81.153	81.6964
Os03g0726500	CMH234C	19.3684	14.1757
Os03g0726500	CMJ184C	19.1579	11.3184
Os03g0726500	CMK237C	18.7368	14.6865
Os03g0726500	CMO114C	21.6842	16.9687
Os03g0726800	CMT035C	23.3766	19.6937
Os03g0726900	CMQ058C	17.6	16.0584
Os03g0727000	CMR153C	16.8975	19.0625
Os03g0727200	CMR153C	14.2466	16.25
Os03g0727600	CMS398C	27.9261	27.5862
Os03g0728800	CML336C	23.4328	28.442
Os03g0729000	CMT282C	20.1365	21.6912
Os03g0729200	CMO150C	20.9302	19.2857
Os03g0729300	CMO150C	20.8494	19.2857
Os03g0730800	CMT241C	50.4688	32.1393
Os03g0731900	CMJ152C	52.7233	52.2678
Os03g0732000	CMJ152C	45.2282	47.0842
Os03g0732100	CMR176C	11.8987	26.0388
Os03g0733800	CMC022C	33.1224	29.9048
Os03g0734400	CMR179C	37.1429	29.9539
Os03g0734700	CMI146C	38.9937	30.9227
Os03g0736000	CMJ013C	16.7123	9.93485
Os03g0736400	CMN226C	26.3666	23.1638
Os03g0736500	CMI249C	22.508	21.0843
Os03g0736500	CMK304C	24.1158	19.0355
Os03g0737000	CMP031C	29.9517	23.8462
Os03g0737000	CMS027C	28.5024	18.9103
Os03g0738200	CMR018C	9.69163	0.8038
Os03g0738400	CMO142C	57.6998	55.9546
Os03g0740600	CMA098C	53.3333	52.356
Os03g0742400	CMI181C	26.9076	10.9656
Os03g0742400	CMM153C	27.7108	14.6809
Os03g0742400	CMM287C	24.8996	10.8014
Os03g0742400	CMM288C	27.3092	15.6682
Os03g0742800	CMF170C	42.4042	41.4194
Os03g0743400	CMR457C	61.3139	69.4215
Os03g0743500	CMK219C	40.2597	53.4483
Os03g0743800	CML192C	16.6511	19.5939
Os03g0743900	CMS096C	52.8302	51.6393
Os03g0745000	CMO187C	25.3731	7.45614
Os03g0745000	CMT597C	29.8507	8.88889
Os03g0745600	CMD017C	30.5221	27.9412
Os03g0745700	CMG108C	21.3759	19.5946
Os03g0745700	CMR089C	20.6388	25.8462
Os03g0746800	CMO159C	22.7586	15.9677
Os03g0747600	CMR472C	10.4575	14.8148
Os03g0747800	CMT313C	64	53.4704
Os03g0748200	CMQ358C	28.4585	28.0156
Os03g0748400	CMK182C	37.4083	17.1525
Os03g0748700	CML104C	30.6723	27.8095
Os03g0748800	CMC171C	22.6087	13.013
Os03g0749800	CMQ173C	41.2979	31.1457
Os03g0750100	CMT570C	16.4306	13.3028
Os03g0750800	CMP134C	25.2205	17.6108
Os03g0750800	CMS495C	25.0441	28.5141
Os03g0751000	CMS407C	38.3333	29.4872
Os03g0751400	CMV178C	34.0708	44.2529
Os03g0754900	CMN161C	19.1244	11.0667
Os03g0755600	CMR087C	8.44749	8.70588
Os03g0755700	CMR122C	40.1515	26.1084
Os03g0755800	CMR087C	29.3478	12.7059
Os03g0756000	CMR122C	54.3689	55.1724
Os03g0757900	CMT471C	59.5833	58.2485
Os03g0758100	CMD184C	43.8479	43.0296
Os03g0758400	CMS172C	27.381	5.90248
Os03g0758800	CMS351C	34.1615	34.375
Os03g0760600	CMM193C	31.0345	20.8817
Os03g0760700	CMG123C	24.5333	20.6742
Os03g0762000	CMP128C	48.2759	16.8269
Os03g0763000	CMP128C	55.6373	54.5673
Os03g0764450	CMM087C	17.0526	20.1995
Os03g0765000	CMQ044C	53.7217	36.6446
Os03g0765200	CMB139C	19.1489	26.7857
Os03g0769000	CMH064C	10.6287	13.0275
Os03g0769100	CMV187C	24.2152	44.6281
Os03g0771500	CMR153C	16.6667	17.5
Os03g0772100	CMR153C	11.7788	15.3125
Os03g0774200	CMS223C	54.2601	49.187
Os03g0774300	CMC020C	34.0949	31.9079
Os03g0775000	CMN118C	24.058	12.0815
Os03g0775500	CML160C	37.013	34.9693
Os03g0776000	CMO124C	56.9665	49.8457
Os03g0776000	CMT497C	59.2593	58.5366
Os03g0776900	CMP334C	31.8182	49.5575
Os03g0778100	CMV201C	33.0508	42.1622
Os03g0780400	CMN147C	33.7931	31.8182
Os03g0780500	CML243C	40.6504	37.1747
Os03g0780600	CMN263C	76.1261	73.3189
Os03g0780800	CMO346C	36.7089	26.2048
Os03g0783700	CMR144C	44.7205	37.6963
Os03g0784800	CMJ164C	56.3636	67.3913
Os03g0784850	CMK118C	44.1176	10.2041
Os03g0785200	CMT470C	20.3226	10.6961
Os03g0785500	CMT246C	30.1994	20.1139
Os03g0786100	CMQ436C	58.5366	55.527
Os03g0786800	CMT046C	32.9032	5.02959
Os03g0787000	CMI249C	23.9394	23.7952
Os03g0787000	CMK304C	23.0303	19.2893
Os03g0787300	CML030C	48.4412	47.3068
Os03g0790600	CMT078C	22.6684	19.5095
Os03g0791500	CMF111C	43.578	40.0844
Os03g0791800	CMK253C	68.4211	41.6
Os03g0792400	CMQ013C	26.8398	19.8718
Os03g0792600	CMP045C	41.2429	37.8238
Os03g0793500	CMF099C	32.2489	29.4955
Os03g0793600	CMD080C	24.0708	16.7076
Os03g0794500	CMM119C	40.146	36.5044
Os03g0794700	CMB004C	36.1842	35.7143
Os03g0794800	CMK068C	11.7409	16.6906
Os03g0795000	CMN318C	47.6293	36.1702
Os03g0795600	CMD017C	27.9352	25.3676
Os03g0795800	CMD017C	31.5353	27.9412
Os03g0796501	CMQ293C	49.0099	51.8325
Os03g0797000	CMV006C	36.2007	41.5638
Os03g0797300	CMV006C	21.4286	2.46914
Os03g0797400	CMV006C	25.9259	34.5679
Os03g0797500	CMV006C	26.0062	34.5679
Os03g0797700	CMR495C	20.4403	16.7526
Os03g0798600	CMG109C	62.3377	64.8649
Os03g0800500	CMD186C	23.6025	28.8973
Os03g0800700	CMJ096C	31.3433	40
Os03g0800700	CMM285C	29.8507	8.86918
Os03g0801600	CMH220C	16.3763	13.8507
Os03g0801700	CMT190C	24.5524	22.8029
Os03g0801800	CMR019C	16.684	20.8877
Os03g0802700	CMS416C	47.2881	39.021
Os03g0803000	CMC018C	26.8182	21.5328
Os03g0803000	CMH176C	29.5455	25.6917
Os03g0804300	CMD119C	29.1139	26.513
Os03g0804800	CMT318C	43.956	41.8118
Os03g0805100	CMG178C	43.1762	35.0806
Os03g0805200	CMT173C	47.0958	47.8469
Os03g0805300	CML332C	78.5016	71.7262
Os03g0806900	CMK031C	33.3333	35.8974
Os03g0807800	CMA082C	60.219	60
Os03g0809300	CME177C	23.382	28.7179
Os03g0810600	CMJ069C	37.8505	36.6516
Os03g0810700	CMJ069C	39.3939	11.7647
Os03g0810900	CMJ049C	24.1463	25.3846
Os03g0811100	CMM270C	48.0106	49.0515
Os03g0811300	CMR144C	44.7205	37.6963
Os03g0811600	CMO300C	47.0588	57.1429
Os03g0812000	CMS243C	4.10959	1.85759
Os03g0813200	CMD067C	41.5254	16.1184
Os03g0814600	CMD067C	18.5615	26.3158
Os03g0815200	CMT610C	48.1481	45.0394
Os03g0815400	CMM190C	41.4286	35.6557
Os03g0815700	CMA075C	39.5018	17.1561
Os03g0815900	CMM321C	11.4441	14.5833
Os03g0815900	CMT501C	25.8856	11.9647
Os03g0816100	CMG108C	30.4196	19.5946
Os03g0816100	CMR089C	29.3706	25.8462
Os03g0816200	CMN126C	30.9859	16.6667
Os03g0817200	CMG103C	26.7943	17.6101
Os03g0818400	CMI059C	71.1268	69.6552
Os03g0820100	CMO058C	11.1111	9.81697
Os03g0820500	CMN147C	37.3333	36.3636
Os03g0820600	CMN147C	37.4101	33.7662
Os03g0821800	CMK197C	42.6136	40.5405
Os03g0822300	CMJ252C	25.7511	7.07547
Os03g0822800	CMD125C	25	12.3596
Os03g0823700	CMD062C	67.4419	64.7321
Os03g0824300	CMR019C	19.5029	13.3159
Os03g0824400	CMS169C	51.8519	47.191
Os03g0825400	CMG033C	33.7349	31.8182
Os03g0826500	CMN228C	48.3536	43.1221
Os03g0827500	CMB074C	23.4375	13.0662
Os03g0828100	CMV179C	30	46.789
Os03g0829000	CMJ301C	46.4602	32.1101
Os03g0830900	CMH156C	13.468	14.6252
Os03g0831100	CML268C	16.8437	20.1087
Os03g0831500	CMN264C	37.1859	32.816
Os03g0831800	CMJ112C	36.5448	14.4928
Os03g0832600	CMN198C	23.3202	28.6408
Os03g0834000	CMG106C	38.835	42.1053
Os03g0835100	CMP284C	7.87728	19.4274
Os03g0835400	CMS395C	41.3408	26.2877
Os03g0835600	CMK275C	19.2366	11.9318
Os03g0836000	CMM237C	83.5544	83.5544
Os03g0837000	CMM070C	23.3766	4.1958
Os03g0837300	CMG156C	48.75	49.3671
Os03g0837900	CMA013C	9.55679	21.6301
Os03g0839100	CMQ068C	26.0274	27.5934
Os03g0839200	CMI258C	26.938	24.9551
Os03g0840500	CMD181C	5.8548	4.87329
Os03g0841700	CMD067C	44.1379	42.1053
Os03g0841800	CMH187C	20.5189	20.9135
Os03g0841900	CMP341C	30.8527	36.9202
Os03g0842900	CMK247C	22.8169	22.3757
Os03g0843100	CMD062C	62.7803	62.5
Os03g0843800	CMS191C	34.1463	38.5321
Os03g0844500	CMF150C	46.0348	30.1648
Os03g0844700	CMT063C	28.4404	19.0574
Os03g0845000	CMR099C	38.2271	43.2602
Os03g0845500	CMT459C	36.4	33.1311
Os03g0845700	CMT451C	37.1622	35.2564
Os03g0847500	CMI243C	18.8312	6.20985
Os03g0847500	CMI244C	24.026	8.60465
Os03g0848200	CME135C	33.4071	26.3066
Os03g0848200	CMG168C	30.531	23.9168
Os03g0849600	CMR262C	19.8939	16.4654
Os03g0850100	CMQ110C	27.9279	20.2946
Os03g0850400	CMJ016C	45.9963	40.5583
Os03g0850600	CMP280C	29.021	26.8608
Os03g0850700	CMH189C	18.0077	13.5447
Os03g0851000	CML310C	44.3038	37.8378
Os03g0851200	CMM250C	33.9286	28.6432
Os03g0851300	CMG093C	30.474	30.1339
Os03g0851800	CMH138C	32.5879	28.8952
Os03g0851900	CMJ050C	23.0016	27.5391
Os03g0852200	CMK163C	43.7751	48.8789
Os03g0852900	CMH020C	44.5714	41.6555
Os03g0854000	CMC172C	26.5957	9.96016
Os03g0854100	CMJ230C	25.2427	19.9234
Os03g0854300	CMO334C	19.2744	20.936
Os03g0856500	CMQ241C	24.9191	23.7654
Os03g0857400	CMT288C	31.1728	30.7927
Os03g0857900	CMH205C	29.2683	22.5
Os03g0857900	CMQ414C	29.2683	22.5
Os03g0858100	CMS276C	47.9439	46.0916
Os03g0858800	CMI258C	26.9311	23.1598
Os03g0859500	CMI088C	24.3394	26.5957
Os03g0859600	CMB021C	49.359	25.9259
Os03g0859700	CMB021C	44.3243	13.8047
Os03g0859900	CMH064C	12.4542	12.4771
Os03g0861700	CMS493C	23.9506	12.5648
Os04g0100300	CMF060C	18.226	9.41029
Os04g0101300	CMS194C	23.9186	28.3988
Os04g0101700	CML334C	25.641	19.2926
Os04g0102600	CMR131C	33.4951	23.3898
Os04g0102700	CMG172C	24.1776	21.7134
Os04g0105300	CME068C	23.6934	20.9877
Os04g0105500	CMI204C	27.758	28.9963
Os04g0105500	CMT083C	31.6726	20.6019
Os04g0106400	CMQ289C	30.0912	29.2035
Os04g0107200	CMQ289C	30.3951	29.4985
Os04g0107300	CMQ289C	27.6074	26.5487
Os04g0107500	CMQ289C	29.1139	27.1386
Os04g0107900	CMQ224C	59.0361	20.8215
Os04g0111200	CMS096C	65.3333	30.123
Os04g0111225	CMS096C	29.2929	11.8852
Os04g0112200	CMT067C	18.3333	9.9435
Os04g0116600	CMK308C	21.3166	15.814
Os04g0117300	CMP281C	22.452	6.37049
Os04g0118500	CMH210C	24.3902	6.91244
Os04g0118900	CMO009C	24.4898	19.9336
Os04g0119400	CMV153C	48.7059	65.0943
Os04g0129500	CMQ471C	32.8807	22.7976
Os04g0136200	CMI002C	40.6199	39.3365
Os04g0136200	CMS002C	41.1093	40.2556
Os04g0136200	CMT003C	40.783	39.9361
Os04g0137500	CMQ237C	42.3077	42.9688
Os04g0146800	CMJ049C	11.2676	1.02564
Os04g0151900	CMH078C	23.1061	19.2429
Os04g0164900	CMP300C	21.982	6.82327
Os04g0165400	CMK186C	33.2143	17.5472
Os04g0165600	CMR326C	40.2439	33.1658
Os04g0165600	CMR333C	40.2439	33.1658
Os04g0165700	CMT313C	50.3979	48.8432
Os04g0166600	CMG099C	27.6018	12.7083
Os04g0174900	CMF176C	28.7402	25.9786
Os04g0177400	CMS352C	27.9703	21.5649
Os04g0182800	CMS315C	55.7312	51.6483
Os04g0185600	CMM113C	25.7299	21.7257
Os04g0185600	CMN019C	26.2774	22.5705
Os04g0186400	CMM113C	25.6506	21.2635
Os04g0186400	CMN019C	27.5093	23.1975
Os04g0186800	CMM113C	25.3937	19.8767
Os04g0186800	CMN019C	26.9685	21.4734
Os04g0194500	CMD135C	13.5211	17.4545
Os04g0195000	CMR212C	18.3351	18.6896
Os04g0201200	CMR410C	17.0819	6.3745
Os04g0224900	CML209C	53.4392	25.2185
Os04g0225001	CML209C	45.5224	7.61548
Os04g0229100	CMQ301C	45.5556	45.0549
Os04g0234600	CMI196C	44.1327	45.5263
Os04g0244400	CMH214C	41.0658	37.7522
Os04g0244400	CMM110C	41.0658	37.7522
Os04g0244500	CMS100C	34.9162	32.8947
Os04g0249600	CMQ465C	26.1438	22.5989
Os04g0252200	CMS297C	14.5228	1.8617
Os04g0252400	CMC019C	24.4275	2.36162
Os04g0252400	CMS036C	25.1908	3.40909
Os04g0254000	CME179C	24.4737	26.2712
Os04g0266900	CMO121C	50	47.5366
Os04g0266900	CMO128C	41.5966	50.2538
Os04g0269100	CMP126C	17.3228	16
Os04g0269700	CMN032C	17.2249	9.2545
Os04g0269700	CMS019C	17.7034	9.51157
Os04g0271000	CMM136C	27.5362	23.5816
Os04g0271200	CMR006C	32.5792	23.7624
Os04g0276200	CMR410C	15.6164	3.78486
Os04g0278900	CMK105C	44.837	34.375
Os04g0284600	CMP294C	40.6162	29.4715
Os04g0290800	CMI082C	21.4165	17.6634
Os04g0303950	CMT315C	16.9014	12.766
Os04g0304200	CMT328C	21.5305	34.874
Os04g0307200	CMQ208C	22.1733	17.4769
Os04g0309100	CMW022C	10.1695	2.4
Os04g0310500	CMI200C	31	28.1818
Os04g0319600	CMB123C	27.2171	20.5069
Os04g0320100	CMJ076C	51.9878	33.4646
Os04g0321500	CMV035C	6.89655	9.61539
Os04g0321600	CMS358C	25.7576	22.5352
Os04g0321800	CMG203C	22.6087	15.3846
Os04g0343050	CMW010C	46.5116	22.9885
Os04g0345800	CMQ369C	25.5556	35.0254
Os04g0346100	CMT197C	72.093	72.9412
Os04g0349500	CMT159C	61.086	64.5933
Os04g0352400	CMH076C	5.81197	20.3593
Os04g0376000	CMC053C	55.2846	51.5152
Os04g0376300	CMS393C	64.2857	33.6449
Os04g0376500	CMS354C	29.683	19.5817
Os04g0376700	CMR190C	53.0233	53.5211
Os04g0377932	CMA124C	15.7895	6.40244
Os04g0381000	CME019C	33.2512	35.1562
Os04g0381100	CMR370C	35.2217	33.5681
Os04g0382100	CMT195C	26.3006	14.0216
Os04g0385700	CMI292C	19.7772	21.8462
Os04g0386600	CMO317C	34.7044	36.5854
Os04g0388900	CMP138C	46.3918	45.4545
Os04g0389800	CMO344C	22.0211	13.2366
Os04g0390000	CMF068C	49.6063	47.2795
Os04g0390700	CMK247C	23.6413	24.0331
Os04g0390800	CMK247C	22.4377	22.3757
Os04g0394100	CMI096C	15.3086	6.7027
Os04g0394100	CMR112C	15.3086	8.33333
Os04g0394200	CMJ055C	47.2727	43.2432
Os04g0397000	CMT294C	33.3333	31.9328
Os04g0397100	CMV107C	65.2605	32.0341
Os04g0398300	CMC037C	41.4384	18.6728
Os04g0399000	CMT197C	32.2917	72.9412
Os04g0401800	CMT487C	22.2453	15.4179
Os04g0402100	CMI213C	42.0857	34.2424
Os04g0402200	CMT115C	18.1818	16.0133
Os04g0404800	CMK098C	48.4605	47.2585
Os04g0406600	CML204C	35.5505	45.4545
Os04g0409200	CMH144C	34.5098	12.828
Os04g0409600	CMS068C	43.0851	18.9696
Os04g0410200	CMT328C	10.7356	11.3445
Os04g0410600	CME135C	34.292	27.0035
Os04g0410600	CMG168C	32.7434	25.6499
Os04g0412200	CMV193C	41.4474	64.9485
Os04g0413000	CMO105C	20.3762	19.432
Os04g0413600	CMH046C	74.1722	74.6667
Os04g0414700	CMP086C	30.2817	27.7419
Os04g0416000	CMS389C	29.9465	25.1121
Os04g0416100	CMT067C	27.5862	9.9435
Os04g0417800	CMA125C	22.6471	13.438
Os04g0419600	CMN165C	47.4453	95.5882
Os04g0422000	CMK306C	25.5396	24.2321
Os04g0423100	CMN131C	23.2816	22.7273
Os04g0424200	CMP054C	19.3059	14.24
Os04g0429100	CML152C	15.444	15.1229
Os04g0429100	CMN313C	20.0772	7.68095
Os04g0429800	CMG156C	47.4245	48.2821
Os04g0430100	CMJ285C	35.5191	36.1111
Os04g0430800	CMV012C	22.8571	39.2157
Os04g0430900	CMI181C	22.3005	15.5483
Os04g0430900	CMM153C	22.0657	20
Os04g0430900	CMM287C	20.1878	14.9826
Os04g0430900	CMM288C	20.1878	19.8157
Os04g0431100	CMT423C	22.069	17.8273
Os04g0431200	CMC028C	16.7785	6.88705
Os04g0432500	CMC180C	19.1489	15.3409
Os04g0433900	CMR472C	5.56761	14.2593
Os04g0434800	CMM158C	37.3259	35.6383
Os04g0434900	CMT368C	18.0723	11.236
Os04g0435700	CMH019C	27.3731	27.1335
Os04g0438500	CMK175C	37.2434	39.1975
Os04g0438600	CMO068C	10.2041	2.87356
Os04g0439300	CMJ244C	33.3333	5.08475
Os04g0439400	CMJ244C	39.0476	4.08774
Os04g0443500	CMP230C	39.0671	30.1124
Os04g0444600	CMS045C	46.5882	47.2554
Os04g0445700	CMM286C	56.2771	53.0612
Os04g0445800	CMT394C	38.7597	40.3226
Os04g0447400	CMF072C	45.4545	48.0349
Os04g0447800	CMF072C	45	49.1266
Os04g0448600	CMJ221C	34.7594	28.7611
Os04g0452000	CMK117C	31.6901	17.1756
Os04g0452100	CMM076C	32.5714	18.6122
Os04g0452100	CMQ453C	29.5714	19.7519
Os04g0455900	CMH158C	35.786	21.4429
Os04g0457200	CMP110C	20.5607	17.7898
Os04g0459500	CMJ042C	55.4726	55.335
Os04g0459800	CMP140C	32.97	28.707
Os04g0459900	CML090C	30.5618	26.3566
Os04g0460500	CMN213C	30.3571	36.9565
Os04g0461100	CMV085C	18.0328	35.8696
Os04g0461800	CMF060C	19.5678	10.2258
Os04g0462300	CMB039C	25.2941	22.3958
Os04g0462500	CMP239C	67.5573	67.8161
Os04g0462900	CMJ078C	50	52.1127
Os04g0463400	CMT466C	45.6349	38.4615
Os04g0463500	CMV076C	22.9167	35.2941
Os04g0464500	CMS005C	33.119	32.1875
Os04g0466600	CML290C	49.2105	46.9849
Os04g0467700	CMJ081C	32.1138	20.3085
