Gene stable ID	Oryza nivara gene stable ID	%id. target Oryza nivara gene identical to query gene	%id. query gene identical to target Oryza nivara gene
Os03g0110500	ONIVA11G21250	99.7151	46.1741
Os03g0110800	ONIVA11G21270	85.9296	60.6383
Os03g0111100	ONIVA11G21280	86.2816	76.236
Os03g0111200	ONIVA11G21290	100	100
Os03g0111300	ONIVA11G21300	96.875	96.875
Os03g0111400	ONIVA11G21320	97.1429	97.1429
Os03g0111500	ONIVA03G01040	37.5	10.7143
Os03g0111600	ONIVA03G01060	89.7391	96.6292
Os03g0111800	ONIVA03G01090	97.5207	97.8884
Os03g0112101	ONIVA03G01100	99.7436	38.668
Os03g0112600	ONIVA03G01110	86.5823	19
Os03g0112800	ONIVA03G01120	99.8487	99.8487
Os03g0112900	ONIVA03G01130	99.0366	99.0366
Os03g0113000	ONIVA03G01140	97.6676	97.6676
Os03g0113100	ONIVA03G01150	99.639	100
Os03g0113200	ONIVA03G01160	98.8636	94.5652
Os03g0113700	ONIVA03G01190	99.8521	99.8521
Os03g0113800	ONIVA03G01200	99.3776	99.3776
Os03g0113900	ONIVA03G01210	98.4772	98.4772
Os03g0114000	ONIVA03G01220	98.7441	60.9496
Os03g0114200	ONIVA03G01240	99.4012	99.4012
Os03g0114300	ONIVA03G01250	75.7085	95.4082
Os03g0114400	ONIVA03G01260	96.1759	96.5451
Os03g0114800	ONIVA03G01280	99.5624	99.5624
Os03g0114900	ONIVA09G11270	100	100
Os03g0115000	ONIVA09G11280	99.4898	98.4848
Os03g0115100	ONIVA09G11290	100	100
Os03g0115200	ONIVA09G11300	88.5463	97.5728
Os03g0115300	ONIVA09G11310	90.4082	98.4444
Os03g0115400	ONIVA09G11320	99.866	99.866
Os03g0115500	ONIVA09G11330	50.7317	33.4405
Os03g0115700	ONIVA09G11350	99.6988	99.6988
Os03g0116000	ONIVA09G11370	80.622	80.622
Os03g0116300	ONIVA09G11380	99.7199	73.4021
Os03g0116316	ONIVA10G17630	35.6643	49.5146
Os03g0116400	ONIVA09G11390	100	100
Os03g0116500	ONIVA09G11400	100	100
Os03g0116600	ONIVA09G11410	98.8889	98.8889
Os03g0116700	ONIVA09G11420	100	100
Os03g0116800	ONIVA09G11430	100	100
Os03g0116900	ONIVA09G11460	99.4671	97.3913
Os03g0117100	ONIVA09G11470	100	100
Os03g0117200	ONIVA09G11480	99.5272	99.5272
Os03g0117300	ONIVA09G11490	99.6795	99.6795
Os03g0117800	ONIVA09G11500	99.4152	99.4152
Os03g0117900	ONIVA09G11510	99	99.4975
Os03g0118100	ONIVA09G11520	98.4582	89.759
Os03g0118200	ONIVA09G11530	99.7135	77.3333
Os03g0118400	ONIVA09G11540	100	43.8172
Os03g0118600	ONIVA09G11550	89.2537	94.0252
Os03g0118700	ONIVA09G11560	59.4814	60.3618
Os03g0118800	ONIVA09G11570	100	100
Os03g0118900	ONIVA09G11580	99.568	99.568
Os03g0119000	ONIVA09G11590	96.0938	100
Os03g0119100	ONIVA09G11600	99.521	91.9248
Os03g0119300	ONIVA09G11610	99.8674	99.8674
Os03g0119500	ONIVA09G11620	90.2413	99.7101
Os03g0119700	ONIVA09G11630	96.5596	99.2924
Os03g0119800	ONIVA09G11640	85.124	73.5714
Os03g0119900	ONIVA09G20140	100	100
Os03g0119966	ONIVA09G11670	99.8462	99.8462
Os03g0120100	ONIVA09G11680	99.4118	80.4762
Os03g0120200	ONIVA09G11690	97.6359	93.4389
Os03g0120300	ONIVA09G11700	100	100
Os03g0120400	ONIVA02G30770	86.5285	100
Os03g0120900	ONIVA02G30750	98.7138	99.6753
Os03g0121200	ONIVA02G30700	52.2659	51.7964
Os03g0121300	ONIVA02G30700	51.2422	49.4012
Os03g0121800	ONIVA02G30680	99.8407	99.8407
Os03g0122000	ONIVA02G30670	99.3865	97.7376
Os03g0122100	ONIVA02G30660	95.8199	98.6755
Os03g0122200	ONIVA02G30640	93.3333	100
Os03g0122300	ONIVA03G01410	99.7076	99.7076
Os03g0122600	ONIVA03G01420	99.1304	63.5098
Os03g0123100	ONIVA03G01450	100	100
Os03g0123200	ONIVA03G01460	99.6032	99.6032
Os03g0123300	ONIVA03G01470	99.8088	99.8088
Os03g0123500	ONIVA03G01480	99.6815	99.6815
Os03g0123600	ONIVA03G01490	97.0803	90.785
Os03g0123800	ONIVA03G01510	99.0566	99.0566
Os03g0124000	ONIVA03G01520	96.7851	99.4783
Os03g0124100	ONIVA03G01540	83.004	95.2381
Os03g0124200	ONIVA03G01550	99.5283	88.377
Os03g0124300	ONIVA03G01560	89.0558	94.9657
Os03g0124500	ONIVA03G01580	98.3806	79.4118
Os03g0124900	ONIVA03G01600	99.7817	99.7817
Os03g0125000	ONIVA03G01620	100	100
Os03g0125100	ONIVA03G01630	98.5965	88.3648
Os03g0125300	ONIVA03G01640	99.4792	99.4792
Os03g0125600	ONIVA03G01650	100	100
Os03g0125700	ONIVA03G01660	99.0654	71.6216
Os03g0125800	ONIVA03G01670	100	97.5518
Os03g0125900	ONIVA03G01680	98.7069	98.7069
Os03g0126000	ONIVA03G01690	97.2152	93.4307
Os03g0126100	ONIVA03G01700	99.7722	70.305
Os03g0126300	ONIVA03G01710	81.791	94.4828
Os03g0126450	ONIVA03G01720	63.7982	88.1148
Os03g0126700	ONIVA03G01730	96.9231	93.1034
Os03g0126800	ONIVA03G01760	86.6109	90.7895
Os03g0126900	ONIVA03G01770	94.1176	53.3333
Os03g0127000	ONIVA03G01780	97.7528	76.3158
Os03g0127500	ONIVA03G01800	99.7653	98.6079
Os03g0127600	ONIVA03G01810	99.6606	99.6606
Os03g0127700	ONIVA03G01820	99.4388	99.4388
Os03g0127900	ONIVA03G01830	88.1279	34.4029
Os03g0128000	ONIVA03G01840	100	100
Os03g0128100	ONIVA03G01850	82.7476	30.2747
Os03g0128200	ONIVA03G01850	85.7143	27.0018
Os03g0128300	ONIVA03G01870	99.3827	99.3827
Os03g0128400	ONIVA03G01880	99.2188	99.2188
Os03g0128500	ONIVA03G01890	96.2704	94.508
Os03g0128700	ONIVA03G01900	100	100
Os03g0128800	ONIVA03G01910	92.8571	99.4334
Os03g0128932	ONIVA03G01920	87.037	42.1525
Os03g0129100	ONIVA03G01930	100	95.1973
Os03g0129200	ONIVA03G01940	92.9545	45.1934
Os03g0129300	ONIVA03G01950	100	100
Os03g0129400	ONIVA03G01960	65.2632	45.5882
Os03g0129800	ONIVA03G01970	78.2201	78.7736
Os03g0129900	ONIVA03G01990	74.1497	100
Os03g0130100	ONIVA03G02000	99.654	99.654
Os03g0130200	ONIVA03G02010	21.0317	60.5714
Os03g0130300	ONIVA03G02020	100	100
Os03g0130400	ONIVA03G02030	100	100
Os03g0130500	ONIVA03G02040	99.8127	99.8127
Os03g0130700	ONIVA03G02050	97.0213	77.2881
Os03g0130800	ONIVA03G02060	89.3376	83.5347
Os03g0130900	ONIVA03G02080	99.2126	45.1074
Os03g0131100	ONIVA03G02090	99.7877	99.7877
Os03g0131200	ONIVA03G02100	94.1057	100
Os03g0131300	ONIVA03G02110	98.3146	98.3146
Os03g0131400	ONIVA03G02130	92.8315	99.8073
Os03g0131500	ONIVA03G02140	99.7312	99.7312
Os03g0131800	ONIVA03G02150	99.1379	99.1379
Os03g0131900	ONIVA03G02160	99.2268	99.2268
Os03g0132000	ONIVA03G02180	100	100
Os03g0132200	ONIVA03G02200	100	100
Os03g0132300	ONIVA03G02210	99.6528	99.6528
Os03g0132800	ONIVA03G02230	99.8117	99.4371
Os03g0132900	ONIVA03G02240	99.2188	99.2188
Os03g0133000	ONIVA03G02250	99.6835	99.6835
Os03g0133100	ONIVA03G02260	99.1304	99.1304
Os03g0133300	ONIVA03G02280	100	80.9745
Os03g0133400	ONIVA03G02290	91.0112	75.8782
Os03g0133500	ONIVA03G02300	99.8182	43.0926
Os03g0133900	ONIVA03G02310	98.8701	95.1087
Os03g0134300	ONIVA03G02320	99.7525	99.7525
Os03g0134500	ONIVA03G02330	99.6344	99.6344
Os03g0134800	ONIVA03G02350	100	100
Os03g0134900	ONIVA03G02360	100	99.3769
Os03g0135100	ONIVA03G02370	99.5556	99.5556
Os03g0135200	ONIVA03G02380	99.2248	57.6577
Os03g0135300	ONIVA03G02390	99.5536	99.5536
Os03g0135400	ONIVA03G02400	100	100
Os03g0135600	ONIVA03G02420	97.0522	92.6407
Os03g0135700	ONIVA03G02430	98.0226	86.1042
Os03g0135800	ONIVA03G02440	80.8989	33.9623
Os03g0136200	ONIVA03G02460	100	100
Os03g0136400	ONIVA03G02490	99.8099	99.8099
Os03g0136800	ONIVA03G02510	99.6622	99.6622
Os03g0136900	ONIVA03G02670	99.7972	98.8945
Os03g0137200	ONIVA03G02690	99.7494	99.7494
Os03g0137300	ONIVA03G02700	100	73.6655
Os03g0137500	ONIVA03G02710	99.6377	99.6377
Os03g0137700	ONIVA03G02720	99.3103	99.3103
Os03g0137800	ONIVA03G02730	99.095	99.095
Os03g0138100	ONIVA03G02750	91.7574	60.5749
Os03g0138200	ONIVA03G02770	98.659	99.4209
Os03g0138400	ONIVA03G02790	98.1481	98.1481
Os03g0138500	ONIVA03G02800	98.7685	99.5037
Os03g0138600	ONIVA03G02810	93.2	86.9403
Os03g0138700	ONIVA03G02820	98.1667	99.6616
Os03g0138900	ONIVA03G02830	99.6785	99.6785
Os03g0139200	ONIVA03G02850	99.8282	96.1921
Os03g0139400	ONIVA03G02860	68.5039	100
Os03g0139500	ONIVA03G02870	98.9691	93.4307
Os03g0139600	ONIVA03G02890	86.907	45.4816
Os03g0140100	ONIVA03G02980	99.0157	97.4806
Os03g0140400	ONIVA03G03000	100	100
Os03g0140500	ONIVA03G03010	98.951	77.1117
Os03g0140650	ONIVA03G02910	5.06329	5.33333
Os03g0140700	ONIVA03G02920	98.5251	98.8166
Os03g0140900	ONIVA03G02930	99.7899	90.6489
Os03g0141000	ONIVA03G02940	100	48.7805
Os03g0141200	ONIVA03G02950	99.8205	99.8205
Os03g0141700	ONIVA02G07020	97.8118	76.5411
Os03g0141800	ONIVA02G07010	87.8912	98.626
Os03g0142200	ONIVA03G03030	99.6454	37.9217
Os03g0142500	ONIVA03G03040	97.5504	98.9766
Os03g0142900	ONIVA03G03070	99.4526	99.4526
Os03g0143150	ONIVA04G20920	28.3372	28.9474
Os03g0143300	ONIVA03G03110	62.7737	17.4442
Os03g0143400	ONIVA03G03120	100	85.229
Os03g0143600	ONIVA03G03130	96.8379	96.0784
Os03g0143700	ONIVA03G03140	99.778	99.778
Os03g0143800	ONIVA03G03150	91.9907	90.7905
Os03g0144000	ONIVA03G03160	94.0367	60.2351
Os03g0144500	ONIVA03G03190	99.7758	41.3569
Os03g0144700	ONIVA03G03220	94.695	96.4865
Os03g0144800	ONIVA03G03230	99.3377	99.0099
Os03g0144951	ONIVA03G03240	24.1667	11.3725
Os03g0145102	ONIVA03G03250	86.4646	83.1068
Os03g0145200	ONIVA03G03270	100	100
Os03g0145300	ONIVA03G03290	41.0256	26.8585
Os03g0145500	ONIVA03G03310	99.4687	96.3955
Os03g0145600	ONIVA03G03320	99.2974	99.2974
Os03g0145700	ONIVA03G03340	98.8327	97.318
Os03g0145775	ONIVA03G03350	63.3929	31.4159
Os03g0145800	ONIVA03G03360	96.7742	73.1707
Os03g0145900	ONIVA03G03370	50.3546	16.0271
Os03g0146000	ONIVA03G03380	94.2857	92.093
Os03g0146100	ONIVA03G03390	100	100
Os03g0146300	ONIVA03G03410	100	100
Os03g0146400	ONIVA03G03420	100	80.8868
Os03g0146500	ONIVA03G03430	99.5652	94.6281
Os03g0146600	ONIVA03G03440	98.4848	4.30464
Os03g0147400	ONIVA03G03480	99.1023	81.1765
Os03g0147700	ONIVA03G03490	97.1935	82.3529
Os03g0148000	ONIVA03G03510	99.4709	99.4709
Os03g0148300	ONIVA03G03520	81.6327	93.8967
Os03g0148400	ONIVA03G03530	99.3213	99.0971
Os03g0148700	ONIVA03G03540	100	100
Os03g0148800	ONIVA03G03550	99.2319	99.2319
Os03g0149000	ONIVA03G03570	54.5946	97.1154
Os03g0149100	ONIVA03G03580	99.6139	99.6139
Os03g0149200	ONIVA03G03600	99.3631	99.3631
Os03g0149300	ONIVA03G03610	99.7326	90.3148
Os03g0149400	ONIVA03G03620	99.5984	89.2086
Os03g0149700	ONIVA03G03640	99.0354	97.7778
Os03g0149800	ONIVA03G03650	96.3333	99.6552
Os03g0150200	ONIVA03G03670	100	100
Os03g0150500	ONIVA03G03690	98.3364	99.2537
Os03g0150600	ONIVA03G03700	100	100
Os03g0150700	ONIVA03G03710	67.581	74.4505
Os03g0150800	ONIVA03G03720	100	100
Os03g0151100	ONIVA03G03730	100	67.2913
Os03g0151300	ONIVA03G03740	99.1501	23.6967
Os03g0151500	ONIVA03G03750	90.1961	97.8723
Os03g0151600	ONIVA03G03760	100	100
Os03g0151700	ONIVA03G03770	98.617	98.617
Os03g0151800	ONIVA03G03780	99.8764	99.8764
Os03g0151900	ONIVA03G03790	100	100
Os03g0152000	ONIVA03G03800	99.4253	99.4253
Os03g0152100	ONIVA03G03810	74.7664	18.018
Os03g0152400	ONIVA03G03830	99.6377	94.3396
Os03g0152600	ONIVA03G03840	99.5816	99.5816
Os03g0152800	ONIVA03G03850	79.2584	60.2643
Os03g0152900	ONIVA03G03860	99.0476	99.7868
Os03g0153000	ONIVA03G03870	100	13.7324
Os03g0153400	ONIVA03G03900	60	89.7196
Os03g0154000	ONIVA03G03890	98.7981	25.528
Os03g0154700	ONIVA03G03940	100	100
Os03g0155000	ONIVA03G03950	96.6851	65.2985
Os03g0155300	ONIVA03G03970	100	100
Os03g0155700	ONIVA03G03980	100	38.8401
Os03g0155900	ONIVA03G03990	100	100
Os03g0156000	ONIVA03G04000	99.5984	99.5984
Os03g0156000	ONIVA03G04010	99.1968	86.3636
Os03g0156500	ONIVA03G04020	83.9917	79.2157
Os03g0156600	ONIVA03G04030	99.3548	99.3548
Os03g0156700	ONIVA03G04040	76.1236	88.5621
Os03g0157400	ONIVA03G04050	99.8703	99.8703
Os03g0157500	ONIVA03G04060	99.67	99.67
Os03g0157600	ONIVA03G04070	86.2069	100
Os03g0157700	ONIVA03G04080	97.9856	99.5614
Os03g0157800	ONIVA03G04090	86.1667	99.0421
Os03g0157900	ONIVA03G04100	99.2958	99.7642
Os03g0158200	ONIVA03G04110	100	100
Os03g0158300	ONIVA03G04120	97.2145	97.2145
Os03g0158500	ONIVA03G04130	99.4342	99.4342
Os03g0158700	ONIVA03G04150	99.1261	98.1459
Os03g0158900	ONIVA03G04160	98.7755	99.1803
Os03g0159100	ONIVA03G04170	100	100
Os03g0159200	ONIVA03G04180	100	100
Os03g0159400	ONIVA03G04190	90.1869	99.4845
Os03g0159600	ONIVA03G04200	90.2174	90.2174
Os03g0159700	ONIVA03G04210	99.511	99.511
Os03g0159800	ONIVA03G04220	97.561	46.5116
Os03g0159900	ONIVA03G04230	100	100
Os03g0160100	ONIVA03G04240	95.0836	93.9747
Os03g0160300	ONIVA03G04250	98.9362	98.9362
Os03g0160400	ONIVA03G04260	98.6444	89.7533
Os03g0160600	ONIVA03G04280	99.8264	82.2604
Os03g0160900	ONIVA03G04290	83.2636	84.6809
Os03g0161000	ONIVA03G04320	47.2973	46.0526
Os03g0161100	ONIVA03G04330	91.8578	92.8516
Os03g0161200	ONIVA03G04340	96.1481	99.084
Os03g0161400	ONIVA03G04360	98.5366	99.2629
Os03g0161500	ONIVA03G04370	89.9281	32.7225
Os03g0161600	ONIVA03G04380	68.0328	54.9669
Os03g0161800	ONIVA03G04390	100	100
Os03g0161900	ONIVA03G04400	99.7361	99.7361
Os03g0162000	ONIVA03G04410	99.0499	95.2055
Os03g0162200	ONIVA03G04420	100	100
Os03g0162500	ONIVA03G04430	99.0228	100
Os03g0162650	ONIVA03G04450	99.262	49.4485
Os03g0163100	ONIVA03G04460	94.1725	83.4711
Os03g0163300	ONIVA03G04470	98.018	98.9091
Os03g0163400	ONIVA03G04480	81.8182	99.3103
Os03g0163500	ONIVA03G04490	73.0964	99.654
Os03g0163600	ONIVA03G04500	75	100
Os03g0164200	ONIVA03G04540	96.129	100
Os03g0164300	ONIVA03G04550	53.012	21.7822
Os03g0164700	ONIVA03G04570	99.5745	95.9016
Os03g0164800	ONIVA03G04580	99.5879	99.5879
Os03g0165000	ONIVA03G04610	97.7387	38.9
Os03g0165100	ONIVA03G04630	88.1868	99.0741
Os03g0165266	ONIVA03G04640	88.8268	73.668
Os03g0165300	ONIVA03G04660	97.7161	99.8333
Os03g0165375	ONIVA03G04670	95.8042	97.1631
Os03g0165400	ONIVA03G04680	99.1677	97.3162
Os03g0165600	ONIVA03G04690	65.7426	21.4332
Os03g0165800	ONIVA03G04700	100	100
Os03g0165900	ONIVA03G04710	99.6825	99.6825
Os03g0166000	ONIVA03G04720	45.6311	41.9643
Os03g0166100	ONIVA03G04730	89.1626	27.0553
Os03g0166600	ONIVA03G04740	98.8048	52.5424
Os03g0166800	ONIVA03G04760	99.8353	99.8353
Os03g0166900	ONIVA02G20160	0.510204	0.431034
Os03g0167000	ONIVA03G04770	100	100
Os03g0167400	ONIVA03G04800	100	67.156
Os03g0167500	ONIVA03G04810	95.6848	96.7742
Os03g0167600	ONIVA03G04820	99.8355	99.8355
Os03g0167700	ONIVA03G04830	100	100
Os03g0167800	ONIVA03G04840	99.5434	99.5434
Os03g0168000	ONIVA03G04850	97.8118	91.5984
Os03g0168100	ONIVA03G04860	21.5	76.7857
Os03g0168200	ONIVA03G04870	99.2453	99.2453
Os03g0168300	ONIVA03G04880	100	100
Os03g0168400	ONIVA03G04890	97.2458	33.4792
Os03g0168500	ONIVA03G04900	99.435	75.8621
Os03g0168550	ONIVA03G04910	89.5413	93.3078
Os03g0168600	ONIVA03G04920	99.6324	99.6324
Os03g0168700	ONIVA03G04930	99.6269	99.6269
Os03g0168900	ONIVA03G04960	99.115	99.115
Os03g0169000	ONIVA03G04980	99.5708	99.3576
Os03g0169100	ONIVA03G04970	95.6204	100
Os03g0169300	ONIVA03G04990	99.2157	99.2157
Os03g0169400	ONIVA03G05000	100	100
Os03g0169500	ONIVA03G05010	93.0783	92.9091
Os03g0169600	ONIVA03G05020	99.7727	99.7727
Os03g0169800	ONIVA03G05030	83.4225	66.383
Os03g0169900	ONIVA03G05040	87.069	82.1138
Os03g0170100	ONIVA03G05060	100	100
Os03g0170300	ONIVA03G05080	100	100
Os03g0170500	ONIVA03G05100	100	100
Os03g0170800	ONIVA03G05130	100	100
Os03g0170900	ONIVA03G05140	98.8848	95.1699
Os03g0171300	ONIVA03G05170	64.1304	47.5806
Os03g0171600	ONIVA03G05180	100	100
Os03g0171700	ONIVA03G05190	100	100
Os03g0171900	ONIVA03G05210	99.5885	99.5885
Os03g0172000	ONIVA03G05220	99.801	99.801
Os03g0172100	ONIVA03G05230	98.7805	100
Os03g0172200	ONIVA03G05240	98.6034	98.6034
Os03g0172700	ONIVA03G05260	88.189	91.8033
Os03g0172850	ONIVA03G05270	64.9717	95.0413
Os03g0173700	ONIVA03G05290	98.4375	92.6471
Os03g0173900	ONIVA03G05310	100	100
Os03g0174100	ONIVA03G05320	91.8269	95.5
Os03g0174200	ONIVA03G05330	98.995	98.995
Os03g0174300	ONIVA03G05340	96.7014	71.2276
Os03g0174400	ONIVA03G05350	99.0566	100
Os03g0174500	ONIVA03G05360	98.5656	98.768
Os03g0174600	ONIVA03G05370	99.5902	99.5902
Os03g0174800	ONIVA03G05380	84.4156	98.4848
Os03g0174900	ONIVA03G05390	91.3876	68.2143
Os03g0175200	ONIVA03G05400	100	25.4545
Os03g0175600	ONIVA03G05440	99.6774	87.7841
Os03g0175800	ONIVA03G05450	99.6774	99.6774
Os03g0176100	ONIVA03G05470	91.6667	97.0588
Os03g0176300	ONIVA03G05480	98.2353	30.5861
Os03g0176700	ONIVA03G05490	99.1342	99.1342
Os03g0176800	ONIVA03G05500	99.5763	80.3419
Os03g0177000	ONIVA03G05510	100	100
Os03g0177100	ONIVA03G05520	54.6875	32.7103
Os03g0177300	ONIVA03G05530	96.0317	93.3162
Os03g0177400	ONIVA03G05550	100	100
Os03g0177500	ONIVA03G05590	78.9709	100
Os03g0177900	ONIVA03G05550	100	100
Os03g0178000	ONIVA03G05540	100	100
Os03g0178100	ONIVA03G05600	96.1197	95.2747
Os03g0178200	ONIVA03G05610	100	100
Os03g0178300	ONIVA03G05620	87.9845	71.6088
Os03g0178400	ONIVA03G05630	99.3902	91.3165
Os03g0179000	ONIVA03G05660	91.465	82.151
Os03g0179400	ONIVA03G05670	98.3529	99.0521
Os03g0179700	ONIVA03G05700	99.505	99.505
Os03g0179900	ONIVA03G05820	98.4749	99.8895
Os03g0180000	ONIVA03G05830	99.8435	99.8435
Os03g0180100	ONIVA03G05850	67.6329	99.2908
Os03g0180300	ONIVA03G05870	99.4152	99.4152
Os03g0180400	ONIVA03G05880	99.5935	99.5935
Os03g0180600	ONIVA03G05890	75.3521	92.2414
Os03g0180700	ONIVA03G05900	91.1205	94.9339
Os03g0180800	ONIVA03G05920	100	100
Os03g0180900	ONIVA03G05930	100	100
Os03g0181100	ONIVA03G05940	86.0963	87.027
Os03g0181400	ONIVA03G05950	96.5358	99.2874
Os03g0181500	ONIVA03G05960	99.8155	99.8155
Os03g0181800	ONIVA03G05990	99.4764	99.4764
Os03g0182000	ONIVA03G06000	54.1516	55.6586
Os03g0182400	ONIVA03G06040	93.1034	88.9024
Os03g0182600	ONIVA03G06050	96.7213	96.7213
Os03g0182700	ONIVA03G06060	100	100
Os03g0182800	ONIVA03G06070	99.6933	99.6933
Os03g0183000	ONIVA03G06080	99.7006	99.7006
Os03g0183100	ONIVA03G06090	86.9333	65.5936
Os03g0183200	ONIVA03G06100	98.8701	54.5171
Os03g0183300	ONIVA03G06110	98.1763	95
Os03g0183500	ONIVA03G06130	88.3436	92.3077
Os03g0183600	ONIVA02G06810	97.9424	85.4578
Os03g0183800	ONIVA02G06790	100	100
Os03g0183900	ONIVA02G06780	99.8141	55.1901
Os03g0184000	ONIVA02G06770	95.6747	97.188
Os03g0184100	ONIVA02G06760	97.6415	94.5205
Os03g0184201	ONIVA02G06750	76.2712	97.8261
Os03g0184300	ONIVA02G06730	96.7427	99.6644
Os03g0184400	ONIVA02G06720	91.1368	96.334
Os03g0184500	ONIVA02G06710	100	100
Os03g0184600	ONIVA02G06700	97.9381	14.4817
Os03g0184700	ONIVA02G06690	95.2507	99.7238
Os03g0185000	ONIVA02G06670	82.0598	95.3668
Os03g0185200	ONIVA02G06650	99.3658	77.0492
Os03g0185400	ONIVA02G06640	87.7934	78.903
Os03g0185500	ONIVA02G06630	95.6274	36.9581
Os03g0185700	ONIVA02G06620	98.0263	98.6755
Os03g0186100	ONIVA02G06580	99.3377	99.3377
Os03g0186500	ONIVA02G06560	98.4709	99.3061
Os03g0186600	ONIVA02G06550	99.5968	99.5968
Os03g0186800	ONIVA02G06540	99.5708	99.1453
Os03g0186900	ONIVA02G06530	99.5434	99.3166
Os03g0187000	ONIVA02G06520	100	100
Os03g0187100	ONIVA02G06500	99.8756	68.0508
Os03g0187300	ONIVA02G06490	78.5924	35.8768
Os03g0187350	ONIVA02G06480	100	82.7869
Os03g0187400	ONIVA02G06460	97	99.4872
Os03g0187500	ONIVA02G06450	99.6032	41.6252
Os03g0187600	ONIVA02G06440	99.2424	99.2424
Os03g0187700	ONIVA02G06430	100	100
Os03g0187800	ONIVA02G06420	99.4987	99.7487
Os03g0188200	ONIVA02G06390	99.7167	96.7033
Os03g0188400	ONIVA02G06380	99.696	99.696
Os03g0188900	ONIVA02G06360	100	100
Os03g0189100	ONIVA02G06350	100	100
Os03g0189300	ONIVA02G06320	99.7904	99.7904
Os03g0189400	ONIVA02G06310	12.336	69.1176
Os03g0189600	ONIVA02G06300	94.4591	98.895
Os03g0190100	ONIVA02G06280	99.729	99.729
Os03g0190300	ONIVA02G06270	95.0321	99.6639
Os03g0190800	ONIVA02G06250	100	100
Os03g0190900	ONIVA02G06240	99.5842	99.5842
Os03g0191000	ONIVA02G06230	96.5015	95.942
Os03g0191100	ONIVA02G06220	100	100
Os03g0191200	ONIVA03G06320	100	100
Os03g0191400	ONIVA03G06330	75.3488	79.803
Os03g0191700	ONIVA03G06340	99.2938	98.736
Os03g0191800	ONIVA03G06350	98.524	99.6269
Os03g0191900	ONIVA03G06360	100	99.6644
Os03g0192000	ONIVA03G06370	96.7366	98.1087
Os03g0192100	ONIVA03G06390	99.7849	99.7849
Os03g0192300	ONIVA03G06400	100	98.4536
Os03g0192400	ONIVA03G06410	100	66.9811
Os03g0192500	ONIVA03G06420	98.7698	99.469
Os03g0192600	ONIVA03G06430	100	100
Os03g0192700	ONIVA03G06440	97.8431	94.1509
Os03g0192800	ONIVA03G06460	99.6785	28.7303
Os03g0193000	ONIVA03G06470	99.4393	98.155
Os03g0193075	ONIVA03G06480	100	95.6522
Os03g0193225	ONIVA03G06500	99.2218	96.2264
Os03g0193600	ONIVA03G06530	99.6753	99.6753
Os03g0193700	ONIVA12G10780	81.6514	67.9389
Os03g0194100	ONIVA03G06550	100	100
Os03g0194300	ONIVA03G06560	99.7602	99.7602
Os03g0194400	ONIVA03G06570	95.814	95.814
Os03g0194600	ONIVA03G06580	99.4819	99.4819
Os03g0194900	ONIVA03G06590	98.1771	98.1771
Os03g0195100	ONIVA03G06610	97.0455	96.6063
Os03g0195200	ONIVA03G06620	99.2647	95.7447
Os03g0195300	ONIVA03G06630	99.3902	99.3902
Os03g0195450	ONIVA03G06640	100	13.3238
Os03g0195500	ONIVA03G06640	92.9329	37.6791
Os03g0195800	ONIVA03G06660	99.6979	99.6979
Os03g0196000	ONIVA03G06670	100	100
Os03g0196250	ONIVA03G06680	99.2754	99.2754
Os03g0196400	ONIVA03G06690	38.5321	100
Os03g0196400	ONIVA03G06700	35.3211	100
Os03g0196500	ONIVA03G06710	100	100
Os03g0196600	ONIVA03G06720	87.3016	87.3016
Os03g0196900	ONIVA03G06740	100	55.7656
Os03g0197000	ONIVA03G06750	96.4286	83.5052
Os03g0197100	ONIVA03G06760	100	100
Os03g0197200	ONIVA03G06770	100	56.6219
Os03g0197300	ONIVA03G06780	98.7179	93.617
Os03g0197400	ONIVA03G06790	93.7343	81.4815
Os03g0197900	ONIVA03G06810	98.1818	98.1818
Os03g0198200	ONIVA03G06830	60.6742	50.9434
Os03g0198300	ONIVA03G06840	100	100
Os03g0198500	ONIVA03G06850	99.5951	99.5951
Os03g0198600	ONIVA03G06860	99.1632	99.1632
Os03g0199000	ONIVA03G06880	82.8479	63.2099
Os03g0199100	ONIVA03G06890	100	100
Os03g0199300	ONIVA03G06900	43.1535	80.6202
Os03g0199500	ONIVA03G06910	98.1043	100
Os03g0200000	ONIVA03G06920	99.7361	99.7361
Os03g0200200	ONIVA03G06930	99.0698	99.0698
Os03g0200400	ONIVA03G06940	61.0465	58.6592
Os03g0200500	ONIVA03G06950	100	100
Os03g0200600	ONIVA03G06960	97.6519	100
Os03g0200700	ONIVA03G06970	93.2945	88.1543
Os03g0200800	ONIVA03G06980	100	65.4804
Os03g0201000	ONIVA03G06990	99.6942	79.3187
Os03g0201200	ONIVA03G07010	100	100
Os03g0201400	ONIVA03G07020	70.2261	99.2895
Os03g0201500	ONIVA03G07680	97.7352	100
Os03g0201600	ONIVA03G07690	99.635	99.635
Os03g0201700	ONIVA03G07700	99.7396	99.7396
Os03g0201901	ONIVA03G07710	97.3684	49.5536
Os03g0202001	ONIVA03G07720	99.6364	99.6364
Os03g0202200	ONIVA03G07730	100	100
Os03g0202300	ONIVA03G07740	99.7423	99.7423
Os03g0202500	ONIVA03G07770	94.5098	98.9733
Os03g0203000	ONIVA03G07810	99.449	65.3986
Os03g0203100	ONIVA03G07820	90.3455	25.8731
