Gene stable ID	Oryza rufipogon gene stable ID	%id. target Oryza rufipogon gene identical to query gene	%id. query gene identical to target Oryza rufipogon gene
Os01g0850000	ORUFI01G40730	100	100
Os01g0850100	ORUFI01G40740	100	100
Os01g0850200	ORUFI01G40760	99.5951	98.008
Os01g0850400	ORUFI01G40770	99.7579	99.7579
Os01g0851000	ORUFI01G40790	99.6234	64.6699
Os01g0851100	ORUFI01G40800	100	69.5935
Os01g0851300	ORUFI01G40810	99.0148	65.2597
Os01g0851400	ORUFI01G40820	99.4048	99.4048
Os01g0851600	ORUFI01G40830	99.2537	99.2537
Os01g0851700	ORUFI01G40840	100	100
Os01g0852200	ORUFI01G40860	99.8073	99.8073
Os01g0852400	ORUFI01G40880	91.0906	96.1102
Os01g0852500	ORUFI01G40890	100	100
Os01g0852900	ORUFI01G40910	99.431	81.9461
Os01g0853000	ORUFI01G40920	99.6154	99.6154
Os01g0853400	ORUFI01G40930	100	94.2948
Os01g0853600	ORUFI01G40940	8.18713	6.03448
Os01g0853700	ORUFI01G40950	99.6656	99.6656
Os01g0853800	ORUFI01G40960	97.8593	97.8593
Os01g0854000	ORUFI01G40970	100	100
Os01g0854400	ORUFI01G41000	99.2754	99.2754
Os01g0854500	ORUFI01G41010	100	100
Os01g0854800	ORUFI01G41020	99.8165	99.8165
Os01g0855000	ORUFI01G41030	100	84.6678
Os01g0855200	ORUFI01G41040	99.8047	99.8047
Os01g0855400	ORUFI01G41050	99.5536	99.5536
Os01g0855600	ORUFI01G41060	99.5781	99.5781
Os01g0856000	ORUFI01G41070	87.9612	73.301
Os01g0856500	ORUFI01G41080	100	100
Os01g0856600	ORUFI01G41090	45.4918	77.0833
Os01g0856800	ORUFI01G41110	93.6709	99.3289
Os01g0856900	ORUFI01G41120	99.2084	97.1576
Os01g0857000	ORUFI01G41130	96.9577	95.4427
Os01g0857200	ORUFI01G41140	100	100
Os01g0857300	ORUFI01G41150	96.2264	44.639
Os01g0857400	ORUFI01G41160	100	97.6496
Os01g0857500	ORUFI01G41170	99.2095	36.9118
Os01g0857600	ORUFI01G41180	99.4516	79.0698
Os01g0857700	ORUFI01G41190	100	100
Os01g0858000	ORUFI01G41210	55.1253	58.7379
Os01g0858350	ORUFI01G41250	99.4275	99.4275
Os01g0858500	ORUFI01G41260	76.0797	41.2613
Os01g0858700	ORUFI01G41270	100	100
Os01g0858900	ORUFI01G41280	100	100
Os01g0859100	ORUFI01G41290	99.4681	100
Os01g0859200	ORUFI01G41300	100	80.6977
Os01g0859300	ORUFI01G41310	99.6904	82.9897
Os01g0859400	ORUFI01G41320	94.5946	69.0141
Os01g0859500	ORUFI01G41330	94.6197	87.0307
Os01g0859600	ORUFI01G41340	99.7602	99.7602
Os01g0860300	ORUFI01G41350	100	75.5245
Os01g0860400	ORUFI01G41360	100	99.6644
Os01g0860500	ORUFI01G41370	97.0492	100
Os01g0860601	ORUFI01G41380	97.5758	99.3827
Os01g0860700	ORUFI03G09900	76.1905	46.2428
Os01g0860800	ORUFI01G41410	95.2261	79.7895
Os01g0860900	ORUFI01G41420	98.7952	84.2466
Os01g0861000	ORUFI01G41430	98.1818	84.375
Os01g0861400	ORUFI01G09050	34.1772	40
Os01g0861700	ORUFI01G41470	100	100
Os01g0861900	ORUFI01G41480	77.7551	97.6923
Os01g0862000	ORUFI01G41490	94.6237	51.1628
Os01g0862200	ORUFI01G41500	100	100
Os01g0862300	ORUFI01G41510	90.7268	99.4505
Os01g0862600	ORUFI01G41530	100	100
Os01g0862800	ORUFI01G41540	100	100
Os01g0863166	ORUFI01G41570	87.3239	62
Os01g0863300	ORUFI01G41590	100	85.5491
Os01g0863400	ORUFI01G41600	100	100
Os01g0863800	ORUFI01G41630	99.1803	99.1803
Os01g0864000	ORUFI01G41640	99.5614	99.5614
Os01g0864200	ORUFI01G41650	98.6755	98.6755
Os01g0864300	ORUFI01G41660	97.9253	100
Os01g0864500	ORUFI01G41680	98.7395	98.7395
Os01g0865100	ORUFI01G41730	99.6743	99.6743
Os01g0865400	ORUFI01G41740	98.9429	98.9429
Os01g0865600	ORUFI01G41760	90.9292	92.9864
Os01g0865700	ORUFI01G41770	99.0172	99.7525
Os01g0865800	ORUFI01G41780	100	100
Os01g0866000	ORUFI01G41790	99.061	100
Os01g0866100	ORUFI01G41800	70.936	38.2979
Os01g0866300	ORUFI01G41810	93.5185	98.0583
Os01g0866400	ORUFI01G41820	99.41	85.9694
Os01g0866500	ORUFI01G41830	100	100
Os01g0866600	ORUFI01G41850	100	30.0412
Os01g0866800	ORUFI01G41860	100	100
Os01g0867300	ORUFI01G41890	99.6241	100
Os01g0867600	ORUFI01G41920	96.4516	99.6667
Os01g0867700	ORUFI01G41930	100	100
Os01g0867800	ORUFI01G41940	82.6879	94.7781
Os01g0867900	ORUFI01G41950	83.737	86.4286
Os01g0868000	ORUFI01G41960	89.4587	89.7143
Os01g0868200	ORUFI01G41970	90.0943	91.6067
Os01g0868300	ORUFI01G41980	98.0443	99.8672
Os01g0868600	ORUFI01G41990	99.3852	75.5452
Os01g0868800	ORUFI01G42000	99.8	32.7213
Os01g0868900	ORUFI01G42000	99.8684	49.7705
Os01g0869000	ORUFI01G42010	99.8795	99.8795
Os01g0869200	ORUFI01G42030	95.6938	100
Os01g0869300	ORUFI01G42040	89.9729	25.5778
Os01g0869400	ORUFI01G42050	93.0591	85.1765
Os01g0869500	ORUFI01G42060	100	100
Os01g0869600	ORUFI01G42070	100	88.535
Os01g0869800	ORUFI01G42080	100	100
Os01g0869900	ORUFI01G42090	100	100
Os01g0870100	ORUFI01G42100	99.3782	97.2617
Os01g0870201	ORUFI01G42110	75.1724	30.069
Os01g0870400	ORUFI01G42120	99.2718	50.4316
Os01g0871000	ORUFI01G42130	99.4966	72.4939
Os01g0871100	ORUFI01G42140	99.6564	99.6564
Os01g0871200	ORUFI01G42150	99.4253	99.4253
Os01g0871300	ORUFI01G42160	100	100
Os01g0871350	ORUFI01G42170	61.6352	100
Os01g0871900	ORUFI01G42180	100	20.4703
Os01g0872100	ORUFI01G42190	100	100
Os01g0872400	ORUFI01G42200	87.451	33.6858
Os01g0872700	ORUFI01G42230	99.9064	99.9064
Os01g0872800	ORUFI01G42240	99.7992	99.7992
Os01g0873100	ORUFI01G42250	100	19.0563
Os01g0873700	ORUFI01G42260	99.7245	99.7245
Os01g0873800	ORUFI01G42270	99.7839	98.9286
Os01g0873900	ORUFI01G42280	98.2955	53.7267
Os01g0874100	ORUFI01G42300	97.2789	86.1446
Os01g0874700	ORUFI01G42320	98.3687	84.4538
Os01g0874800	ORUFI01G42330	98.0447	85.1942
Os01g0874900	ORUFI01G42340	99.6667	99.6667
Os01g0875000	ORUFI01G42350	95.9119	95.9119
Os01g0875300	ORUFI01G42360	61.7834	80.4979
Os01g0875400	ORUFI01G42370	99.1429	99.1429
Os01g0875500	ORUFI01G42380	92.1654	99.53
Os01g0875700	ORUFI01G42390	99.0826	76.4151
Os01g0875800	ORUFI01G42400	100	100
Os01g0876100	ORUFI01G42410	84.1743	93.6225
Os01g0876300	ORUFI01G42420	88.3978	100
Os01g0876400	ORUFI01G42430	91.68	83.2849
Os01g0876500	ORUFI01G42440	73	17.4224
Os01g0876800	ORUFI01G42470	100	100
Os01g0877001	ORUFI01G42490	81.7204	41.5301
Os01g0877300	ORUFI01G42500	91.25	92.7966
Os01g0877400	ORUFI01G42510	99.7549	99.7549
Os01g0877500	ORUFI01G42520	99.8603	99.8603
Os01g0877900	ORUFI01G42540	100	100
Os01g0878000	ORUFI01G42550	84.7619	94.6809
Os01g0878300	ORUFI01G42570	99.8963	97.7665
Os01g0878400	ORUFI01G42580	99.7849	99.7849
Os01g0878700	ORUFI01G42590	99.7854	100
Os01g0878800	ORUFI01G42600	99.0683	99.0683
Os01g0878900	ORUFI01G42610	99.2857	99.2857
Os01g0879100	ORUFI01G42620	51.1211	83.8235
Os01g0879200	ORUFI01G42630	99.4872	99.4872
Os01g0879300	ORUFI01G42640	99.5556	98.6784
Os01g0879400	ORUFI01G42650	100	88.2243
Os01g0879500	ORUFI01G42660	99.798	99.798
Os01g0879600	ORUFI01G42670	70.1987	85.4839
Os01g0880200	ORUFI01G42690	100	100
Os01g0880300	ORUFI01G42700	99.6296	99.6296
Os01g0880400	ORUFI01G42710	91.0798	97.4874
Os01g0880800	ORUFI01G42740	100	100
Os01g0880900	ORUFI01G42750	100	100
Os01g0881000	ORUFI01G42760	99.3642	96.4727
Os01g0881100	ORUFI01G42770	100	100
Os01g0881400	ORUFI01G42790	99.5702	99.5702
Os01g0881500	ORUFI01G42800	88.7884	99.7967
Os01g0881800	ORUFI01G42810	79.8913	95.1456
Os01g0881900	ORUFI01G42830	99.7361	95.6962
Os01g0882200	ORUFI01G42870	80.2817	75.4967
Os01g0882300	ORUFI01G42880	97.5	59.2905
Os01g0882500	ORUFI01G42890	100	100
Os01g0882800	ORUFI01G42900	100	100
Os01g0883000	ORUFI05G05960	71.734	93.6434
Os01g0883100	ORUFI05G05970	94.7368	88
Os01g0883200	ORUFI05G05980	97.5309	55.8699
Os01g0883400	ORUFI05G06000	77.3756	97.7143
Os01g0883800	ORUFI01G42920	99.4859	99.4859
Os01g0883900	ORUFI01G42930	99.8759	99.8759
Os01g0884300	ORUFI01G42940	100	100
Os01g0884400	ORUFI01G42950	95.9427	82.4615
Os01g0884500	ORUFI01G42960	96.9731	100
Os01g0884700	ORUFI01G42970	64.0244	79.2453
Os01g0884800	ORUFI01G42980	78.8668	99.6132
Os01g0884900	ORUFI01G42990	100	68.7805
Os01g0885000	ORUFI01G43000	100	100
Os01g0885200	ORUFI01G43010	98.9924	75.4319
Os01g0885300	ORUFI01G43020	75.5672	80.4833
Os01g0885500	ORUFI01G43030	98.9583	98.9583
Os01g0885600	ORUFI01G43040	99.5	96.368
Os01g0885700	ORUFI01G43050	99.6368	100
Os01g0885900	ORUFI01G43070	79.661	99.4709
Os01g0886000	ORUFI01G43080	100	100
Os01g0886200	ORUFI01G43090	99.6226	99.6226
Os01g0886300	ORUFI01G43100	100	100
Os01g0886500	ORUFI01G43120	100	100
Os01g0886600	ORUFI01G43130	89.1129	76.3385
Os01g0886700	ORUFI01G43140	98.1132	95.1219
Os01g0886900	ORUFI01G43150	80.3056	99.5789
Os01g0887100	ORUFI01G43160	100	58.5859
Os01g0887400	ORUFI01G43170	100	100
Os01g0887700	ORUFI01G43190	99.2647	100
Os01g0888300	ORUFI01G43220	99.3363	96.5591
Os01g0888500	ORUFI01G43230	99.8739	56.8149
Os01g0888600	ORUFI01G43240	99.6016	99.6016
Os01g0888700	ORUFI01G43250	100	100
Os01g0888800	ORUFI01G43260	99.3197	99.3197
Os01g0888900	ORUFI01G43280	100	100
Os01g0889000	ORUFI01G43290	80.1196	99.6283
Os01g0889400	ORUFI01G43320	100	88.4868
Os01g0889800	ORUFI01G43330	99.723	88.0196
Os01g0889900	ORUFI01G43340	99.3947	99.3947
Os01g0890100	ORUFI01G43360	96.4539	50.7463
Os01g0890200	ORUFI01G43370	99.6193	99.3671
Os01g0890600	ORUFI01G43390	99.1857	73.9078
Os01g0890900	ORUFI01G43400	89.1945	98.803
Os01g0891000	ORUFI01G43410	93.346	97.6143
Os01g0891100	ORUFI01G26880	28.4768	21.8274
Os01g0891400	ORUFI01G43440	97.0711	93.1727
Os01g0891601	ORUFI01G43430	98.4496	38.4266
Os01g0892300	ORUFI01G43450	82.0788	100
Os01g0892600	ORUFI01G43460	98.2323	32.6891
Os01g0892800	ORUFI01G43470	96.2264	100
Os01g0893400	ORUFI01G43500	88.3777	62.0748
Os01g0893700	ORUFI01G43510	63.5628	51.1401
Os01g0894000	ORUFI01G43530	100	100
Os01g0894050	ORUFI10G14890	25.7919	20.5036
Os01g0894300	ORUFI01G43540	98.1424	70.1327
Os01g0894500	ORUFI01G43550	100	100
Os01g0894600	ORUFI01G43560	89.0411	83.691
Os01g0894700	ORUFI01G43570	100	100
Os01g0895000	ORUFI01G43590	100	100
Os01g0895100	ORUFI01G43600	100	97.2393
Os01g0895200	ORUFI01G43610	100	100
Os01g0895300	ORUFI01G43620	99.7297	88.2775
Os01g0895500	ORUFI01G43630	100	100
Os01g0895600	ORUFI01G43640	92.1875	69.4118
Os01g0896200	ORUFI01G43670	99.7033	59.6803
Os01g0896300	ORUFI01G43680	96.2766	100
Os01g0896400	ORUFI01G43690	100	100
Os01g0896500	ORUFI01G43700	94.8636	98.3361
Os01g0897000	ORUFI01G43730	100	100
Os01g0897100	ORUFI01G43740	99.4106	99.0215
Os01g0897200	ORUFI01G43750	99.2958	100
Os01g0897300	ORUFI01G43760	78.4173	82.5758
Os01g0897500	ORUFI01G43780	100	19.1489
Os01g0897600	ORUFI01G43790	99.793	88.9299
Os01g0897700	ORUFI01G43800	100	25.4167
Os01g0897800	ORUFI01G43810	98.673	100
Os01g0898300	ORUFI01G43850	95.7143	98.8409
Os01g0898500	ORUFI01G43860	100	100
Os01g0898600	ORUFI01G43870	73.5043	100
Os01g0898800	ORUFI01G43880	87.4214	61.5044
Os01g0898900	ORUFI01G43890	99.7512	99.7512
Os01g0899000	ORUFI01G43900	96.206	92.4479
Os01g0899100	ORUFI01G43920	94.0171	90.9091
Os01g0899200	ORUFI04G05180	19.4969	24.8
Os01g0899387	ORUFI12G11130	75	20.4969
Os01g0899500	ORUFI01G43940	83.9286	94.4724
Os01g0899700	ORUFI01G43960	98.301	98.301
Os01g0899800	ORUFI01G43970	96.4029	96.8208
Os01g0900200	ORUFI01G43980	100	45.6683
Os01g0900400	ORUFI01G43990	100	100
Os01g0900700	ORUFI01G44000	93.7778	99.7636
Os01g0900800	ORUFI01G44010	81.6537	100
Os01g0900900	ORUFI01G44020	90.9639	45.4819
Os01g0901000	ORUFI01G44030	99.75	99.8748
Os01g0901200	ORUFI01G44040	100	100
Os01g0901300	ORUFI01G44050	78.9116	34.4214
Os01g0901600	ORUFI01G44060	90.301	84.6395
Os01g0901700	ORUFI01G44070	87.6011	43.9189
Os01g0901800	ORUFI01G44080	90.0585	100
Os01g0901900	ORUFI01G44090	97.0085	69.7389
Os01g0902200	ORUFI01G44120	100	100
Os01g0902300	ORUFI01G44130	99.7561	99.7561
Os01g0902700	ORUFI01G44150	94.0754	99.6198
Os01g0902800	ORUFI01G44160	88.8483	97.3948
Os01g0904200	ORUFI01G44220	89.9384	96.4758
Os01g0904300	ORUFI01G44230	91.3793	75.1773
Os01g0904400	ORUFI01G44240	99.6596	100
Os01g0904500	ORUFI01G44250	100	100
Os01g0904700	ORUFI01G44260	100	100
Os01g0905200	ORUFI01G44280	99.2819	99.2819
Os01g0905300	ORUFI01G35510	0	0
Os01g0905400	ORUFI01G44300	90.4903	94.2724
Os01g0905700	ORUFI01G44320	100	100
Os01g0905800	ORUFI01G44330	100	100
Os01g0906000	ORUFI01G44340	100	16.501
Os01g0906200	ORUFI01G44360	100	48.9209
Os01g0906600	ORUFI01G44410	100	100
Os01g0907200	ORUFI01G44420	87.2449	99.4186
Os01g0907300	ORUFI01G44430	94.9675	93.3014
Os01g0907400	ORUFI01G44440	99.9222	99.9222
Os01g0907600	ORUFI01G44450	100	100
Os01g0907900	ORUFI01G44460	54.612	100
Os01g0908100	ORUFI01G44470	99.4565	99.4565
Os01g0908200	ORUFI01G44480	79.8271	92.6421
Os01g0908400	ORUFI01G44490	100	100
Os01g0908500	ORUFI01G44500	88.964	100
Os01g0908600	ORUFI01G44510	100	96.129
Os01g0908700	ORUFI01G44520	98.8789	93.6306
Os01g0908800	ORUFI01G44530	100	100
Os01g0909000	ORUFI01G44550	100	100
Os01g0909100	ORUFI01G44560	73.7705	56.0748
Os01g0909150	ORUFI01G44570	78.9916	32.9825
Os01g0909200	ORUFI01G44580	97.8801	99.8764
Os01g0909300	ORUFI01G44600	94.8529	43.0718
Os01g0909400	ORUFI01G44610	99.0769	100
Os01g0909500	ORUFI01G44620	81.7797	62.4595
Os01g0910200	ORUFI01G44650	91.1765	53.4483
Os01g0910300	ORUFI01G44660	46.6667	23.4899
Os01g0910500	ORUFI01G44690	97.0588	96.8215
Os01g0910800	ORUFI01G44700	100	100
Os01g0910900	ORUFI01G44710	100	95.7895
Os01g0911100	ORUFI01G44720	98.7421	44.9427
Os01g0911200	ORUFI01G44730	98.7106	98.8522
Os01g0911300	ORUFI01G44740	98.895	55.5039
Os01g0911700	ORUFI01G44750	100	99.8626
Os01g0911800	ORUFI01G44760	100	100
Os01g0911900	ORUFI01G44770	100	100
Os01g0912400	ORUFI01G44790	89.1697	88.2143
Os01g0912600	ORUFI01G44800	100	45.0253
Os01g0912700	ORUFI01G44810	99.359	94.2249
Os01g0912850	ORUFI01G44830	43.7037	40.1361
Os01g0912900	ORUFI01G44850	100	100
Os01g0913000	ORUFI01G44840	100	100
Os01g0913100	ORUFI01G44860	100	100
Os01g0913300	ORUFI01G44870	99.8333	99.8333
Os01g0913400	ORUFI01G44880	99.7191	99.7191
Os01g0913600	ORUFI01G44890	100	93.9394
Os01g0913800	ORUFI01G44900	74.1273	73.0769
Os01g0913900	ORUFI01G44910	100	80.7933
Os01g0914000	ORUFI01G44920	87.8571	84.8276
Os01g0914100	ORUFI01G44930	93.6937	50.2415
Os01g0914400	ORUFI01G44950	98.374	92.3664
Os01g0914600	ORUFI01G44960	96.4346	91.9094
Os01g0914700	ORUFI01G44970	99.8088	98.6768
Os01g0914800	ORUFI01G44980	96.2151	98.5714
Os01g0915000	ORUFI01G45000	100	100
Os01g0915200	ORUFI01G45010	100	100
Os01g0915400	ORUFI01G45040	96.1538	15.2905
Os01g0915401	ORUFI01G45020	100	100
Os01g0915600	ORUFI01G45060	100	100
Os01g0915800	ORUFI01G45070	100	100
Os01g0916000	ORUFI01G45080	99.2481	95.3069
Os01g0916100	ORUFI01G45090	95.9064	75.2294
Os01g0916200	ORUFI01G45100	94.0618	87.8049
Os01g0916300	ORUFI01G45110	79.771	87.8151
Os01g0916400	ORUFI01G45120	100	100
Os01g0916800	ORUFI01G45150	98.0804	92.0608
Os01g0917100	ORUFI01G45160	100	100
Os01g0917200	ORUFI01G45180	99.8182	99.8182
Os01g0917300	ORUFI01G45170	95.2	94.4444
Os01g0917400	ORUFI01G45190	99.7722	99.5455
Os01g0917500	ORUFI01G45200	99.9227	99.9227
Os01g0917900	ORUFI01G45210	100	100
Os01g0918100	ORUFI01G45230	98.9865	97.6667
Os01g0918200	ORUFI01G45240	100	100
Os01g0918300	ORUFI01G45250	100	100
Os01g0918400	ORUFI01G45260	51.7241	38.4615
Os01g0919100	ORUFI01G45300	93.9799	98.5965
Os01g0919400	ORUFI01G45310	96.31	85.2245
Os01g0919500	ORUFI01G45320	99.5851	94.8617
Os01g0919600	ORUFI01G45330	99.7701	99.7701
Os01g0919700	ORUFI01G45340	98.4169	95.1531
Os01g0919800	ORUFI01G45350	96.6942	91.1688
Os01g0919900	ORUFI01G45360	100	100
Os01g0920000	ORUFI01G45370	96.3542	91.8114
Os01g0920100	ORUFI01G45380	99.5671	99.5671
Os01g0920200	ORUFI01G45390	99.115	69.1358
Os01g0920300	ORUFI01G45400	90.8805	58.1489
Os01g0920400	ORUFI01G45410	99.7555	99.5122
Os01g0921100	ORUFI01G45420	94.9602	27.1624
Os01g0921200	ORUFI01G45430	99.5413	99.6556
Os01g0921300	ORUFI01G45440	99.7712	99.7712
Os01g0921500	ORUFI01G45460	91.2644	89.2135
Os01g0921600	ORUFI01G45470	92.0792	82.3009
Os01g0921800	ORUFI01G45490	87.6289	94.7075
Os01g0922000	ORUFI01G45510	100	78.2946
Os01g0922100	ORUFI01G45530	100	100
Os01g0922600	ORUFI01G45560	100	75.4854
Os01g0922700	ORUFI01G45570	100	100
Os01g0922800	ORUFI01G45590	98.7805	67.7824
Os01g0923000	ORUFI01G45600	100	100
Os01g0923200	ORUFI01G45610	100	100
Os01g0923300	ORUFI01G45630	100	43.1159
Os01g0923600	ORUFI01G45640	99.7722	99.7722
Os01g0923700	ORUFI01G45650	99.3157	99.0253
Os01g0923800	ORUFI01G45660	100	100
Os01g0923900	ORUFI01G45670	94.5824	100
Os01g0924000	ORUFI01G45680	100	100
Os01g0924200	ORUFI01G45690	82.9787	100
Os01g0924300	ORUFI01G45700	97.1253	100
Os01g0924400	ORUFI01G09990	28.3912	84.9057
Os01g0924600	ORUFI01G45720	84.6491	25.2288
Os01g0924700	ORUFI01G45740	99.1525	99.1525
Os01g0924800	ORUFI01G45750	97.4684	59.0038
Os01g0924900	ORUFI01G45760	99.4106	99.4106
Os01g0924933	ORUFI01G45770	55.0336	99.5951
Os01g0924966	ORUFI01G45780	98.2659	96.5909
Os01g0925000	ORUFI01G45790	79.7959	83.3689
Os01g0925100	ORUFI01G45800	74.8663	14.7679
Os01g0925200	ORUFI01G45810	97.5945	97.2603
Os01g0925300	ORUFI01G45820	97.5787	93.287
Os01g0925400	ORUFI01G45830	100	100
Os01g0925600	ORUFI01G45840	100	100
Os01g0925700	ORUFI01G45850	100	61.6279
Os01g0925800	ORUFI01G45860	99.4872	99.4872
Os01g0926200	ORUFI01G45880	83.8428	86.8778
Os01g0926300	ORUFI01G45890	92.8241	95.933
Os01g0926400	ORUFI01G45910	100	100
Os01g0926700	ORUFI01G45920	95.3571	28.1349
Os01g0927000	ORUFI01G45940	92.911	88.8889
Os01g0927300	ORUFI01G45950	95.0355	98.5294
Os01g0927500	ORUFI01G45970	99.7585	93.4389
Os01g0927600	ORUFI01G45980	99.0099	96.7352
Os01g0927900	ORUFI01G46000	87.8947	93.9962
Os01g0928000	ORUFI01G46010	98.9501	90.1914
Os01g0928100	ORUFI01G46020	92.6316	99.435
Os01g0928300	ORUFI01G46030	80.6723	22.8571
Os01g0928400	ORUFI01G46040	84.0989	72.561
Os01g0928800	ORUFI01G46060	99.182	32.8146
Os01g0929000	ORUFI01G46070	99.1803	65.7609
Os01g0929200	ORUFI01G46080	82.967	91.5152
Os01g0929500	ORUFI01G46090	100	100
Os01g0929967	ORUFI10G16580	88.4615	89.3204
Os01g0930000	ORUFI01G46110	100	100
Os01g0930200	ORUFI01G46120	83.7209	76.1905
Os01g0930400	ORUFI01G46140	100	96.064
Os01g0930500	ORUFI01G46150	95.2586	94.8498
Os01g0930800	ORUFI01G46160	89.4737	96.8354
Os01g0930900	ORUFI01G46170	98.5765	45.0406
Os01g0931100	ORUFI01G46180	99.7951	99.7951
Os01g0931200	ORUFI01G46190	100	100
Os01g0931300	ORUFI01G46200	99.0138	99.6032
Os01g0931400	ORUFI01G46210	99.6212	99.6212
Os01g0931600	ORUFI01G46220	98.1481	99.0654
Os01g0931700	ORUFI01G46230	59.1463	44.7005
Os01g0932500	ORUFI01G46350	96.6578	99.4498
Os01g0932600	ORUFI01G46370	99.8759	98.2906
Os01g0932700	ORUFI01G46380	69.0266	93.9759
Os01g0932950	ORUFI01G46390	100	100
Os01g0933200	ORUFI01G46410	99.7024	99.7024
Os01g0933500	ORUFI01G46420	96.8504	98.4
Os01g0933900	ORUFI01G46440	100	100
Os01g0934000	ORUFI01G46450	100	100
Os01g0934100	ORUFI01G46460	85.7542	96.5409
Os01g0934200	ORUFI01G46470	91.0714	74.8166
Os01g0934300	ORUFI01G46480	99.6967	84.4178
Os01g0934350	ORUFI01G46490	66.4835	42.7562
Os01g0934500	ORUFI01G46500	86.5248	36.3095
Os01g0934600	ORUFI01G46510	66.8874	31.1728
Os01g0934800	ORUFI01G46520	96.1832	32.3907
Os01g0935000	ORUFI01G46530	100	100
Os01g0935200	ORUFI01G46550	100	100
Os01g0935300	ORUFI01G46560	99.6667	99.6667
Os01g0935400	ORUFI01G46570	99.7268	99.7268
Os01g0935500	ORUFI01G46580	97.7011	99.7392
Os01g0935600	ORUFI01G46590	99.0654	39.75
Os01g0935700	ORUFI01G46600	99.6711	99.6711
Os01g0935800	ORUFI01G46610	99.6047	65.625
Os01g0935900	ORUFI01G46620	100	100
Os01g0936000	ORUFI01G46630	83.2	100
Os01g0936100	ORUFI01G46640	100	100
Os01g0936200	ORUFI01G46650	98.9691	54.2373
Os01g0936700	ORUFI01G46680	99.6071	100
Os01g0936800	ORUFI01G46690	92.6316	83.8095
Os01g0936900	ORUFI01G46730	78.7383	87.9896
Os01g0937000	ORUFI01G46740	99.7468	48.0488
Os01g0937100	ORUFI01G46750	100	100
Os01g0937300	ORUFI01G46760	99.2974	32.478
Os01g0937366	ORUFI01G46770	82.9457	33.2298
Os01g0937400	ORUFI01G46760	25.8191	7.545
Os01g0937800	ORUFI01G46790	95.3917	48.0278
Os01g0937900	ORUFI01G46800	96.8354	97.4522
Os01g0938100	ORUFI01G46820	99.4444	99.4444
Os01g0938200	ORUFI01G46830	100	100
Os01g0938400	ORUFI01G46840	100	100
Os01g0938600	ORUFI01G46850	60.6238	71.4943
Os01g0938900	ORUFI01G46860	85.6436	92.0213
Os01g0939000	ORUFI01G46870	100	71.2963
Os01g0939100	ORUFI01G46880	91.1793	94.1584
Os01g0939200	ORUFI01G46890	67.59	60.8479
Os01g0939300	ORUFI01G46900	96.1252	97.1386
Os01g0939400	ORUFI01G46910	100	100
Os01g0939500	ORUFI01G46920	98.6239	98.8506
Os01g0939600	ORUFI01G46930	100	100
Os01g0939700	ORUFI01G46940	100	100
Os01g0940000	ORUFI01G46950	63.327	99.7024
Os01g0940100	ORUFI01G46960	99.7199	81.0934
Os01g0940600	ORUFI01G46970	100	100
Os01g0940700	ORUFI01G46980	83.0303	100
Os01g0940800	ORUFI01G46990	100	100
Os01g0941500	ORUFI01G47000	89.049	49.0476
Os01g0941800	ORUFI01G47010	100	100
Os01g0942200	ORUFI01G47040	99.3182	99.3182
Os01g0942300	ORUFI01G47050	100	41.0029
Os01g0943950	ORUFI01G05010	32.2368	34.507
Os01g0943950	ORUFI08G16510	50	46.9136
Os01g0944000	ORUFI01G47080	35.2459	15.8672
Os01g0944100	ORUFI01G47090	100	69.5312
Os01g0944200	ORUFI01G47100	88.1092	84.486
Os01g0944500	ORUFI01G47110	67.8112	94.6108
Os01g0944700	ORUFI01G47120	99.7006	99.7006
Os01g0944800	ORUFI01G47130	97.7848	91.9643
Os01g0945100	ORUFI01G47150	97.0516	38.499
Os01g0945300	ORUFI01G47160	92	92.8846
Os01g0945800	ORUFI01G47170	93.6639	97.1429
Os01g0946100	ORUFI01G47180	98.8399	98.3834
Os01g0946200	ORUFI01G47190	100	100
Os01g0946300	ORUFI01G47200	61.9565	45.4183
Os01g0946500	ORUFI01G47210	60.6918	32.2204
Os01g0946800	ORUFI04G20960	93.5243	46.5592
Os01g0947000	ORUFI01G47220	97.6266	73.7157
Os01g0947700	ORUFI01G47250	90.8676	23.0591
Os01g0947767	ORUFI01G47260	20.0913	27.673
Os01g0948100	ORUFI01G47290	100	100
Os01g0948200	ORUFI01G47300	68.0995	73.0583
Os01g0948400	ORUFI01G47310	93.3333	71.8919
Os01g0948500	ORUFI01G47320	100	100
Os01g0948900	ORUFI01G47340	98.5163	65.6126
Os01g0949060	ORUFI01G47350	100	100
Os01g0949400	ORUFI01G47370	73.4219	46.1378
Os01g0950800	ORUFI01G47410	100	48.4988
Os01g0950900	ORUFI01G47420	92.582	98.6322
Os01g0951000	ORUFI01G47430	100	40.6026
Os01g0951100	ORUFI01G47440	99.7375	99.7375
Os01g0951400	ORUFI01G47450	100	50.911
Os01g0951800	ORUFI01G47460	100	100
Os01g0952000	ORUFI01G47470	100	100
Os01g0952100	ORUFI01G47480	100	100
Os01g0952200	ORUFI01G47490	99.8459	99.8459
Os01g0952300	ORUFI01G47510	91.6011	96.1432
Os01g0952500	ORUFI01G47520	100	100
Os01g0952600	ORUFI01G47530	95.3447	98.2472
Os01g0952700	ORUFI01G47540	85.614	98.3871
Os01g0952800	ORUFI01G47560	93.9271	93.1727
