Gene stable ID	Oryza sativa Indica gene stable ID	%id. target Oryza sativa Indica gene identical to query gene	%id. query gene identical to target Oryza sativa Indica gene
Os01g0842500	BGIOSGA000508	99.6534	99.6534
Os01g0842600	BGIOSGA000507	99.7506	99.7506
Os01g0842801	BGIOSGA000506	81.5385	45.4286
Os01g0843300	BGIOSGA004780	92.916	91.2621
Os01g0843500	BGIOSGA000502	100	100
Os01g0843700	BGIOSGA004781	89.2473	92.2222
Os01g0844200	BGIOSGA004783	98.6842	98.6842
Os01g0844300	BGIOSGA004784	99.4595	99.4595
Os01g0844400	BGIOSGA000501	95.4225	89.4389
Os01g0844500	BGIOSGA000500	98.2143	99.7732
Os01g0844700	BGIOSGA000499	99.5745	99.5745
Os01g0844800	BGIOSGA004785	98.0189	99.3308
Os01g0844900	BGIOSGA004786	100	100
Os01g0845100	BGIOSGA000498	98.3333	62.6327
Os01g0845950	BGIOSGA003142	83.0986	57.2816
Os01g0846000	BGIOSGA001989	97.3118	69.3487
Os01g0846300	BGIOSGA004789	100	100
Os01g0846400	BGIOSGA004790	100	100
Os01g0846450	BGIOSGA004791	92.7184	34.2908
Os01g0846500	BGIOSGA004792	99.7375	99.7375
Os01g0846600	BGIOSGA000497	88.9374	94.2901
Os01g0846800	BGIOSGA004794	100	43.3255
Os01g0846900	BGIOSGA000496	99.4465	98.8991
Os01g0847100	BGIOSGA004795	98.8372	98.8372
Os01g0847200	BGIOSGA004796	59.8338	91.1392
Os01g0847300	BGIOSGA000495	100	100
Os01g0847600	BGIOSGA004797	83.6013	98.8593
Os01g0847700	BGIOSGA004799	99.3569	99.3569
Os01g0847800	BGIOSGA004800	100	99.6721
Os01g0847900	BGIOSGA000494	100	100
Os01g0848200	BGIOSGA004801	100	100
Os01g0848300	BGIOSGA000493	66.2121	100
Os01g0848400	BGIOSGA000492	99.8366	99.8366
Os01g0848550	BGIOSGA000491	100	100
Os01g0848700	BGIOSGA000490	100	100
Os01g0848900	BGIOSGA004802	92.9487	92.9487
Os01g0849000	BGIOSGA000489	27.972	100
Os01g0849100	BGIOSGA000488	99.8168	99.8168
Os01g0849500	BGIOSGA004803	100	100
Os01g0849600	BGIOSGA000487	100	100
Os01g0850000	BGIOSGA004804	98.6226	98.6226
Os01g0850100	BGIOSGA004805	100	100
Os01g0850400	BGIOSGA000485	99.5157	99.5157
Os01g0850900	BGIOSGA004812	99.0741	99.0741
Os01g0851000	BGIOSGA004813	70.6215	94.2211
Os01g0851100	BGIOSGA000481	99.7664	74.3902
Os01g0851300	BGIOSGA000480	99.0148	99.0148
Os01g0851400	BGIOSGA000479	99.4048	96.5318
Os01g0851600	BGIOSGA004814	96.6418	96.6418
Os01g0851700	BGIOSGA000478	99.8811	99.8811
Os01g0852400	BGIOSGA000476	79.5699	86.0465
Os01g0852500	BGIOSGA000475	99.7519	94.1452
Os01g0852800	BGIOSGA021109	100	100
Os01g0852900	BGIOSGA004816	99.5733	99.5733
Os01g0853000	BGIOSGA000474	75.7692	99.4949
Os01g0853400	BGIOSGA004817	100	100
Os01g0853600	BGIOSGA004818	4.09357	3.18182
Os01g0853700	BGIOSGA000472	99.6656	99.6656
Os01g0853800	BGIOSGA004819	97.8593	97.8593
Os01g0854000	BGIOSGA004820	100	100
Os01g0854400	BGIOSGA004821	100	100
Os01g0854500	BGIOSGA000469	100	100
Os01g0854800	BGIOSGA004822	100	100
Os01g0855000	BGIOSGA000468	99.7988	99.7988
Os01g0855200	BGIOSGA004823	99.6094	67.1937
Os01g0855400	BGIOSGA004824	94.4196	99.5294
Os01g0855600	BGIOSGA000466	99.789	99.789
Os01g0856000	BGIOSGA004825	82.3301	80.916
Os01g0856500	BGIOSGA004826	99.7967	99.7967
Os01g0856600	BGIOSGA000465	52.459	51.2
Os01g0856800	BGIOSGA004828	88.6076	98.5916
Os01g0856900	BGIOSGA004829	99.2084	97.1576
Os01g0857000	BGIOSGA000463	96.9577	98.3893
Os01g0857200	BGIOSGA000462	76.9492	99.5614
Os01g0857250	BGIOSGA004830	98.8372	98.8372
Os01g0857300	BGIOSGA000461	96.6981	44.8578
Os01g0857400	BGIOSGA000460	100	87.7159
Os01g0857500	BGIOSGA004831	99.2095	36.9118
Os01g0857700	BGIOSGA000457	96.5517	96.5517
Os01g0858000	BGIOSGA000456	98.2916	76.4393
Os01g0858350	BGIOSGA000455	99.8092	99.8092
Os01g0858500	BGIOSGA000453	74.7508	45.5466
Os01g0858700	BGIOSGA004834	99.5037	99.5037
Os01g0858900	BGIOSGA004835	99.7455	99.7455
Os01g0859100	BGIOSGA000452	99.4681	100
Os01g0859200	BGIOSGA004836	99.7118	99.7118
Os01g0859300	BGIOSGA004837	98.7616	83.0729
Os01g0859400	BGIOSGA004838	94.2085	69.7143
Os01g0859500	BGIOSGA000451	99.6289	99.8141
Os01g0859600	BGIOSGA000450	100	100
Os01g0860300	BGIOSGA004839	100	90.7563
Os01g0860400	BGIOSGA004840	99.6633	99.6633
Os01g0860500	BGIOSGA004841	96.7213	99.6622
Os01g0860601	BGIOSGA004842	98.1818	100
Os01g0860700	BGIOSGA011156	15.2381	10
Os01g0860800	BGIOSGA004843	95.7286	92.029
Os01g0860900	BGIOSGA000449	97.992	81.8792
Os01g0861000	BGIOSGA000448	98.1818	84.375
Os01g0861400	BGIOSGA003069	79.7468	60
Os01g0861400	BGIOSGA007362	77.8481	60.2941
Os01g0861400	BGIOSGA034771	78.481	59.9034
Os01g0861700	BGIOSGA004844	86.4532	96.4286
Os01g0861900	BGIOSGA000447	98.5714	98.5714
Os01g0862000	BGIOSGA000446	94.6237	48.0874
Os01g0862200	BGIOSGA004845	99.4624	99.4624
Os01g0862300	BGIOSGA000445	98.7469	99.4949
Os01g0862500	BGIOSGA004846	99.4382	99.4382
Os01g0862600	BGIOSGA004847	100	100
Os01g0862800	BGIOSGA004848	100	100
Os01g0863166	BGIOSGA000444	87.3239	62.6263
Os01g0863300	BGIOSGA004852	100	85.5491
Os01g0863400	BGIOSGA000443	99.6644	99.6644
Os01g0863500	BGIOSGA004853	100	100
Os01g0863800	BGIOSGA004855	100	100
Os01g0864000	BGIOSGA000442	100	100
Os01g0864200	BGIOSGA004856	98.6755	98.6755
Os01g0864300	BGIOSGA000441	97.9253	100
Os01g0864500	BGIOSGA000440	98.7395	98.7395
Os01g0865100	BGIOSGA000438	100	100
Os01g0865400	BGIOSGA000437	62.1564	85.4651
Os01g0865600	BGIOSGA004859	89.3805	90.2793
Os01g0865700	BGIOSGA000435	99.0172	99.7525
Os01g0865800	BGIOSGA000434	97.2644	100
Os01g0866000	BGIOSGA004861	99.5305	99.5305
Os01g0866100	BGIOSGA004862	52.7094	29.6399
Os01g0866300	BGIOSGA004864	100	100
Os01g0866400	BGIOSGA004865	99.41	99.41
Os01g0866500	BGIOSGA000433	100	100
Os01g0866600	BGIOSGA000432	100	77.6596
Os01g0866700	BGIOSGA000431	100	100
Os01g0866800	BGIOSGA004867	100	100
Os01g0867200	BGIOSGA004869	99.169	99.169
Os01g0867300	BGIOSGA000430	98.8722	94.2652
Os01g0867600	BGIOSGA004871	71.6129	84.4106
Os01g0867700	BGIOSGA004872	100	100
Os01g0867800	BGIOSGA004873	100	99.0971
Os01g0867900	BGIOSGA000429	76.8166	85.7143
Os01g0868000	BGIOSGA000428	100	100
Os01g0868200	BGIOSGA000427	80.1887	90.1857
Os01g0868300	BGIOSGA000426	99.4785	99.6084
Os01g0868600	BGIOSGA004875	99.1803	98.374
Os01g0868800	BGIOSGA004876	93	84.392
Os01g0868900	BGIOSGA004876	0.263158	0.362976
Os01g0869000	BGIOSGA000425	83.6145	99.8561
Os01g0869200	BGIOSGA004878	100	100
Os01g0869300	BGIOSGA000423	94.851	26.435
Os01g0869400	BGIOSGA000422	87.9177	62.9834
Os01g0869500	BGIOSGA000421	48.0363	87.8453
Os01g0869550	BGIOSGA004879	83.6066	60.7143
Os01g0869600	BGIOSGA004880	86.3309	69.9708
Os01g0869750	BGIOSGA021109	100	100
Os01g0869800	BGIOSGA004881	100	100
Os01g0869900	BGIOSGA004882	100	100
Os01g0870100	BGIOSGA000420	97.513	99.7879
Os01g0870201	BGIOSGA004883	91.0345	34.6912
Os01g0870300	BGIOSGA004884	100	100
Os01g0870400	BGIOSGA000419	97.2087	99.3797
Os01g0871100	BGIOSGA004887	99.6564	99.6564
Os01g0871200	BGIOSGA004888	96.1686	99.6032
Os01g0871300	BGIOSGA004889	100	100
Os01g0871350	BGIOSGA000416	61.0063	98.9796
Os01g0871500	BGIOSGA004890	100	100
Os01g0871600	BGIOSGA004891	97.6103	99.812
Os01g0871800	BGIOSGA004893	100	100
Os01g0871900	BGIOSGA004894	85.5856	87.7598
Os01g0872000	BGIOSGA004895	86.9646	99.1507
Os01g0872100	BGIOSGA004896	93.3457	98.249
Os01g0872500	BGIOSGA004898	96.3989	63.5037
Os01g0872600	BGIOSGA004898	58.0952	22.2628
Os01g0872700	BGIOSGA000413	99.7191	99.7191
Os01g0872800	BGIOSGA000412	99.5984	99.5984
Os01g0873000	BGIOSGA000411	91.7582	56.4189
Os01g0873000	BGIOSGA000415	96.1538	47.1698
Os01g0873100	BGIOSGA000410	100	19.0909
Os01g0873700	BGIOSGA004901	99.7245	99.7245
Os01g0873800	BGIOSGA000407	99.7839	98.9286
Os01g0873900	BGIOSGA000406	98.0114	52.0362
Os01g0874100	BGIOSGA000405	93.8775	86.4301
Os01g0874300	BGIOSGA004902	100	100
Os01g0874700	BGIOSGA004903	99.1843	99.6721
Os01g0874800	BGIOSGA000404	96.648	97.191
Os01g0874900	BGIOSGA004904	100	100
Os01g0875000	BGIOSGA000403	95.9119	95.9119
Os01g0875300	BGIOSGA004906	36.3057	91.9355
Os01g0875400	BGIOSGA000402	100	75.1073
Os01g0875500	BGIOSGA004907	92.0566	99.4125
Os01g0875700	BGIOSGA004908	100	100
Os01g0875800	BGIOSGA000401	98.4375	99.4737
Os01g0876100	BGIOSGA004909	86.9266	95.5864
Os01g0876300	BGIOSGA000400	99.1713	99.446
Os01g0876400	BGIOSGA000399	97.76	97.9167
Os01g0876500	BGIOSGA004910	95	44.3925
Os01g0876800	BGIOSGA004912	100	100
Os01g0877400	BGIOSGA004913	93.8726	33.7743
Os01g0877500	BGIOSGA004914	99.8603	99.8603
Os01g0877900	BGIOSGA000397	100	100
Os01g0878000	BGIOSGA000396	90.9524	95.9799
Os01g0878300	BGIOSGA004915	99.6888	99.6888
Os01g0878400	BGIOSGA000395	99.7849	99.7849
Os01g0878700	BGIOSGA000394	99.7854	99.7854
Os01g0878800	BGIOSGA000393	99.3789	99.3789
Os01g0878900	BGIOSGA000392	99.2857	99.2857
Os01g0879200	BGIOSGA004916	98.9744	98.9744
Os01g0879300	BGIOSGA004917	99.1111	97.807
Os01g0879400	BGIOSGA004918	100	88.2243
Os01g0879500	BGIOSGA000391	99.798	99.798
Os01g0879600	BGIOSGA004919	69.8675	85.0806
Os01g0880200	BGIOSGA004921	99.8425	99.8425
Os01g0880300	BGIOSGA000390	99.6296	99.6296
Os01g0880400	BGIOSGA000389	96.9484	94.7248
Os01g0880800	BGIOSGA004922	100	100
Os01g0880900	BGIOSGA000386	99.8175	99.8175
Os01g0881000	BGIOSGA000385	95.5495	95.2036
Os01g0881100	BGIOSGA000384	99.6161	99.6161
Os01g0881300	BGIOSGA004923	100	86.9427
Os01g0881400	BGIOSGA004924	85.9599	93.4579
Os01g0881500	BGIOSGA000383	62.7486	99.4269
Os01g0881800	BGIOSGA004926	35.5978	76.1628
Os01g0881800	BGIOSGA023930	35.0543	69.3548
Os01g0881900	BGIOSGA000382	100	100
Os01g0882300	BGIOSGA004928	100	100
Os01g0882400	BGIOSGA004929	94.1423	99.1189
Os01g0882500	BGIOSGA000379	100	100
Os01g0882800	BGIOSGA000378	100	100
Os01g0883000	BGIOSGA004930	66.5083	93.0233
Os01g0883100	BGIOSGA000377	100	100
Os01g0883200	BGIOSGA004931	99.0123	53.6096
Os01g0883400	BGIOSGA004932	78.2805	98.8571
Os01g0883800	BGIOSGA004933	88.946	99.7118
Os01g0883900	BGIOSGA000375	98.6352	99.6241
Os01g0884300	BGIOSGA000374	99.3399	99.3399
Os01g0884400	BGIOSGA004934	95.5847	92.3875
Os01g0884500	BGIOSGA000373	99.7758	99.7758
Os01g0884700	BGIOSGA000372	17.0732	57.732
Os01g0884800	BGIOSGA004935	75.4977	99.7976
Os01g0884900	BGIOSGA000371	100	40.7514
Os01g0885000	BGIOSGA004936	97.2973	96.4286
Os01g0885200	BGIOSGA000370	100	100
Os01g0885300	BGIOSGA000369	77.1379	81.7006
Os01g0885500	BGIOSGA000368	91.6667	97.2376
Os01g0885600	BGIOSGA004937	98.5	99.2443
Os01g0885700	BGIOSGA004938	99.3947	99.757
Os01g0885900	BGIOSGA004939	79.2373	96.8912
Os01g0886000	BGIOSGA000366	99.7175	99.7175
Os01g0886200	BGIOSGA004940	100	100
Os01g0886300	BGIOSGA004942	100	100
Os01g0886500	BGIOSGA000364	100	100
Os01g0886600	BGIOSGA000363	98.3871	77.4603
Os01g0886700	BGIOSGA004944	42.1384	95.7143
Os01g0886900	BGIOSGA004945	85.9083	99.6063
Os01g0887100	BGIOSGA004947	100	58.5859
Os01g0887400	BGIOSGA000362	100	100
Os01g0887700	BGIOSGA000361	99.6324	99.6324
Os01g0888300	BGIOSGA004950	99.3363	98.8987
Os01g0888300	BGIOSGA004951	99.5575	99.1189
Os01g0888500	BGIOSGA000359	99.6217	55.673
Os01g0888600	BGIOSGA004952	100	100
Os01g0888700	BGIOSGA000358	99.7963	99.7963
Os01g0888800	BGIOSGA004953	97.9592	97.9592
Os01g0888900	BGIOSGA000356	100	100
Os01g0889000	BGIOSGA004954	99.8505	99.7015
Os01g0889400	BGIOSGA004955	100	100
Os01g0889800	BGIOSGA000353	93.6288	99.4118
Os01g0889900	BGIOSGA000352	99.0315	99.5134
Os01g0890001	BGIOSGA000350	100	100
Os01g0890100	BGIOSGA004958	28.7234	21.039
Os01g0890300	BGIOSGA000349	56.2264	75.6345
Os01g0890300	BGIOSGA008275	23.0189	21.6312
Os01g0890300	BGIOSGA013379	36.6038	11.5202
Os01g0890300	BGIOSGA016130	24.1509	15.5718
Os01g0890300	BGIOSGA024515	24.9057	19.8198
Os01g0890400	BGIOSGA004960	96.4427	90.0369
Os01g0890500	BGIOSGA000348	92.6471	98.4375
Os01g0890900	BGIOSGA004961	93.222	99.5803
Os01g0891000	BGIOSGA000347	71.673	96.1735
Os01g0891300	BGIOSGA004956	82.7298	87.8698
Os01g0891300	BGIOSGA004957	23.1198	58.042
Os01g0891300	BGIOSGA004963	97.493	99.7151
Os01g0891400	BGIOSGA000346	99.5816	99.5816
Os01g0891601	BGIOSGA004964	87.9845	53.2864
Os01g0891700	BGIOSGA004965	100	100
Os01g0892300	BGIOSGA004966	92.1147	60.9005
Os01g0892500	BGIOSGA000344	99.2424	99.2424
Os01g0892600	BGIOSGA000343	99.2424	99.2424
Os01g0892800	BGIOSGA004967	100	100
Os01g0893400	BGIOSGA004968	96.6102	96.6102
Os01g0893700	BGIOSGA000342	61.9433	51.5152
Os01g0894000	BGIOSGA004969	98.09	98.09
Os01g0894050	BGIOSGA006245	93.2127	61.4925
Os01g0894300	BGIOSGA000339	75.5418	99.5918
Os01g0894500	BGIOSGA004970	99.3827	99.3827
Os01g0894600	BGIOSGA000338	89.0411	83.691
Os01g0894700	BGIOSGA000337	100	100
Os01g0895000	BGIOSGA000335	100	100
Os01g0895100	BGIOSGA000334	99.0536	99.0536
Os01g0895200	BGIOSGA004971	99.5423	99.5423
Os01g0895300	BGIOSGA004972	99.4595	96.5879
Os01g0895500	BGIOSGA004973	99.6337	99.6337
Os01g0895600	BGIOSGA000333	92.1875	69.4118
Os01g0896200	BGIOSGA004975	99.1098	59.7496
Os01g0896300	BGIOSGA004976	99.5745	99.5745
Os01g0896400	BGIOSGA000332	100	100
Os01g0896500	BGIOSGA000331	97.2713	99.5074
Os01g0896700	BGIOSGA004977	100	100
Os01g0896800	BGIOSGA004978	90.991	99.6711
Os01g0897000	BGIOSGA000329	99.67	99.67
Os01g0897100	BGIOSGA004979	95.4813	97.3948
Os01g0897200	BGIOSGA000328	98.2394	99.2883
Os01g0897300	BGIOSGA000327	92.0863	98.8417
Os01g0897500	BGIOSGA004981	100	19.1489
Os01g0897600	BGIOSGA004982	97.7226	100
Os01g0897700	BGIOSGA000326	100	55.7078
Os01g0897800	BGIOSGA000325	99.7156	99.7156
Os01g0898300	BGIOSGA000322	95.9184	98.2236
Os01g0898400	BGIOSGA004984	92.1569	89.0995
Os01g0898500	BGIOSGA004985	99.7567	99.7567
Os01g0898600	BGIOSGA000321	99.1453	99.1453
Os01g0898800	BGIOSGA004986	100	100
Os01g0898900	BGIOSGA004987	100	100
Os01g0899000	BGIOSGA000320	99.729	99.729
Os01g0899200	BGIOSGA031531	45.9119	13.1769
Os01g0899500	BGIOSGA000318	99.7768	94.3038
Os01g0899700	BGIOSGA000317	99.7573	99.7573
Os01g0899800	BGIOSGA000316	99.5683	99.7118
Os01g0900200	BGIOSGA004989	99.729	47.6067
Os01g0900400	BGIOSGA004990	100	100
Os01g0900700	BGIOSGA004991	97.1111	99.3182
Os01g0900800	BGIOSGA004992	100	100
Os01g0900900	BGIOSGA000315	90.9639	87.2832
Os01g0901000	BGIOSGA000314	99.375	99.6241
Os01g0901200	BGIOSGA000313	77.6224	98.2301
Os01g0901300	BGIOSGA004993	91.8367	37.8151
Os01g0901500	BGIOSGA026900	94.1176	74.0214
Os01g0901600	BGIOSGA004994	96.99	95.8678
Os01g0901700	BGIOSGA004995	90.027	51.8634
Os01g0901800	BGIOSGA000312	100	100
Os01g0901900	BGIOSGA000311	96.3675	69.278
Os01g0902200	BGIOSGA004996	99.1367	99.1367
Os01g0902300	BGIOSGA000309	99.7561	99.7561
Os01g0902700	BGIOSGA004997	99.4614	99.4614
Os01g0902800	BGIOSGA004998	90.3108	99.5968
Os01g0903800	BGIOSGA002178	50.7042	25.8993
Os01g0903800	BGIOSGA018621	49.2958	25.3623
Os01g0904200	BGIOSGA000307	99.5893	99.5893
Os01g0904300	BGIOSGA005003	90.5172	74.4681
Os01g0904400	BGIOSGA000306	99.5745	99.9146
Os01g0904500	BGIOSGA000305	85.258	99.0014
Os01g0904700	BGIOSGA000304	99.8282	99.8282
Os01g0905200	BGIOSGA005005	99.1023	98.7478
Os01g0905200	BGIOSGA005007	66.9659	91.6462
Os01g0905300	BGIOSGA000749	0	0
Os01g0905400	BGIOSGA000302	98.9599	98.9599
Os01g0905700	BGIOSGA005008	100	100
Os01g0905800	BGIOSGA000301	54.4693	96.0591
Os01g0906000	BGIOSGA000299	100	16.4683
Os01g0906200	BGIOSGA000298	99.7549	48.801
Os01g0906600	BGIOSGA000294	100	100
Os01g0907200	BGIOSGA005009	87.2449	99.4186
Os01g0907300	BGIOSGA005010	71.2662	86.5878
Os01g0907400	BGIOSGA005011	99.689	99.689
Os01g0907600	BGIOSGA005012	100	100
Os01g0907900	BGIOSGA005013	99.2679	99.7059
Os01g0908100	BGIOSGA000293	99.1848	99.1848
Os01g0908200	BGIOSGA005014	55.3314	97.4619
Os01g0908400	BGIOSGA000292	100	100
Os01g0908500	BGIOSGA000291	100	100
Os01g0908600	BGIOSGA005015	100	100
Os01g0908700	BGIOSGA000290	94.843	90.7725
Os01g0908800	BGIOSGA005016	99.2095	99.2095
Os01g0909000	BGIOSGA000288	99.3407	99.3407
Os01g0909100	BGIOSGA005017	58.1967	50.7143
Os01g0909200	BGIOSGA000287	94.0642	83.5845
Os01g0909300	BGIOSGA005018	96.6912	55.1363
Os01g0909400	BGIOSGA000286	100	99.3884
Os01g0909500	BGIOSGA000285	81.7797	55.3009
Os01g0909600	BGIOSGA005019	86.1027	100
Os01g0910300	BGIOSGA005023	58.6667	23.0366
Os01g0910500	BGIOSGA000283	89.951	85.5478
Os01g0910800	BGIOSGA000282	98.0392	99.0099
Os01g0910900	BGIOSGA000281	97.8022	92.7083
Os01g0911000	BGIOSGA000280	98.806	98.806
Os01g0911100	BGIOSGA000279	97.9036	81.7863
Os01g0911200	BGIOSGA005026	99.7135	99.7135
Os01g0911300	BGIOSGA000277	92.5414	46.3347
Os01g0911700	BGIOSGA000276	99.7249	99.7249
Os01g0911800	BGIOSGA005028	99.8684	99.8684
Os01g0911900	BGIOSGA000275	99.7758	99.7758
Os01g0912400	BGIOSGA005027	96.3899	98.8889
Os01g0912600	BGIOSGA005030	88.015	41.8895
Os01g0912700	BGIOSGA005031	100	100
Os01g0912850	BGIOSGA005032	42.963	41.1348
Os01g0912900	BGIOSGA000273	97.1857	91.6814
Os01g0913000	BGIOSGA005033	100	100
Os01g0913100	BGIOSGA000272	99.4152	99.4152
Os01g0913300	BGIOSGA005034	82.3333	98.2107
Os01g0913400	BGIOSGA000271	55.1966	77.8218
Os01g0913600	BGIOSGA000270	100	100
Os01g0913800	BGIOSGA005035	73.5113	72.4696
Os01g0913900	BGIOSGA000269	98.9664	79.9582
Os01g0914000	BGIOSGA000268	86.4286	59.0244
Os01g0914100	BGIOSGA005036	100	100
Os01g0914300	BGIOSGA005038	99.0291	99.0291
Os01g0914400	BGIOSGA005039	100	100
Os01g0914600	BGIOSGA000267	99.3209	99.3209
Os01g0914700	BGIOSGA005040	99.6176	99.6176
Os01g0914800	BGIOSGA005041	99.6016	99.6016
Os01g0915000	BGIOSGA000264	99.6587	99.6587
Os01g0915200	BGIOSGA005042	99.3671	98.7421
Os01g0915400	BGIOSGA000263	96.7949	16.9663
Os01g0915401	BGIOSGA005043	100	100
Os01g0915600	BGIOSGA000262	100	100
Os01g0915800	BGIOSGA000261	99.3671	99.3671
Os01g0915900	BGIOSGA000260	82.2064	82.5
Os01g0916000	BGIOSGA000259	98.1203	99.2395
Os01g0916100	BGIOSGA000258	95.9064	75.2294
Os01g0916200	BGIOSGA000257	99.5249	88.2105
Os01g0916300	BGIOSGA000256	98.6641	99.2322
Os01g0916400	BGIOSGA005044	100	100
Os01g0916600	BGIOSGA005046	100	100
Os01g0916700	BGIOSGA005047	100	100
Os01g0916800	BGIOSGA000255	98.5003	91.6295
Os01g0917100	BGIOSGA005053	99.5455	99.5455
Os01g0917200	BGIOSGA005054	94.1818	99.6154
Os01g0917300	BGIOSGA000251	98.4	100
Os01g0917400	BGIOSGA000249	99.7722	99.5455
Os01g0917500	BGIOSGA005055	60.5873	99.7455
Os01g0917900	BGIOSGA000247	79.2332	87.6325
Os01g0918100	BGIOSGA000245	99.6622	99.6622
Os01g0918200	BGIOSGA000244	100	100
Os01g0918300	BGIOSGA000243	100	100
Os01g0918400	BGIOSGA005057	51.2315	38.0952
Os01g0919100	BGIOSGA005059	98.6622	98.8275
Os01g0919200	BGIOSGA000240	89.881	96.1783
Os01g0919400	BGIOSGA000239	99.8155	87.2581
Os01g0919500	BGIOSGA005060	99.1701	99.1701
Os01g0919600	BGIOSGA005061	96.3218	99.5249
Os01g0919700	BGIOSGA005062	91.029	99.4236
Os01g0919800	BGIOSGA000238	100	100
Os01g0919900	BGIOSGA000237	99	100
Os01g0920000	BGIOSGA000236	97.1354	92.3267
Os01g0920100	BGIOSGA005063	99.5671	99.5671
Os01g0920200	BGIOSGA000235	99.115	69.1358
Os01g0920300	BGIOSGA005064	99.3711	54.0171
Os01g0920400	BGIOSGA000233	97.555	93.1155
Os01g0920500	BGIOSGA005065	97.0238	44.4142
Os01g0921000	BGIOSGA005068	99.7312	99.7312
Os01g0921100	BGIOSGA005069	97.878	99.4609
Os01g0921200	BGIOSGA005070	93.4633	95.6573
Os01g0921300	BGIOSGA005071	94.508	99.2788
Os01g0921500	BGIOSGA000232	100	100
Os01g0921600	BGIOSGA005073	98.0198	98.5075
Os01g0921800	BGIOSGA000231	99.4845	99.2288
Os01g0922100	BGIOSGA000230	99.7608	99.7608
Os01g0922600	BGIOSGA005075	99.6785	75.2427
Os01g0922700	BGIOSGA000229	100	100
Os01g0922800	BGIOSGA005076	38.4146	90
Os01g0923000	BGIOSGA005078	97.7099	97.7099
Os01g0923200	BGIOSGA005079	100	100
Os01g0923300	BGIOSGA005080	76.8908	36.8209
Os01g0923600	BGIOSGA005081	98.9749	98.9749
Os01g0923700	BGIOSGA000228	99.9022	99.9022
Os01g0923800	BGIOSGA005082	99.8656	99.8656
Os01g0923900	BGIOSGA000227	96.3883	97.7117
Os01g0924000	BGIOSGA005083	99.4872	99.4872
Os01g0924200	BGIOSGA005084	98.9362	98.9362
Os01g0924300	BGIOSGA000226	100	100
Os01g0924600	BGIOSGA000225	84.4298	25.0162
Os01g0924700	BGIOSGA005086	98.3051	98.3051
Os01g0924800	BGIOSGA000224	97.4684	59.4595
Os01g0924900	BGIOSGA005087	99.0177	99.0177
Os01g0924933	BGIOSGA005088	97.3154	99.5423
Os01g0924966	BGIOSGA000223	97.6879	96.0227
Os01g0925000	BGIOSGA000222	64.2857	76.8293
Os01g0925100	BGIOSGA000221	74.8663	12.6812
Os01g0925200	BGIOSGA005089	42.268	98.4
Os01g0925300	BGIOSGA000220	97.0944	97.3301
Os01g0925400	BGIOSGA005090	100	100
Os01g0925600	BGIOSGA005091	99.5025	98.0392
Os01g0925700	BGIOSGA000219	100	64.6341
Os01g0925800	BGIOSGA000218	100	100
Os01g0926200	BGIOSGA005093	100	100
Os01g0926300	BGIOSGA000215	100	100
Os01g0926300	BGIOSGA000217	57.8704	96.8992
Os01g0926400	BGIOSGA000214	99.763	99.763
Os01g0926600	BGIOSGA000213	100	100
Os01g0926700	BGIOSGA000212	100	67.1463
Os01g0926800	BGIOSGA005094	100	100
Os01g0927000	BGIOSGA005096	74.0573	100
Os01g0927400	BGIOSGA000208	62.88	97.037
Os01g0927500	BGIOSGA005098	97.8261	98.7805
Os01g0927600	BGIOSGA005099	99.3812	100
Os01g0927900	BGIOSGA000207	99.4737	99.4737
Os01g0928000	BGIOSGA000206	100	100
Os01g0928100	BGIOSGA000205	77.5439	99.5496
Os01g0928300	BGIOSGA005102	81.5126	23.7745
Os01g0928400	BGIOSGA000203	82.6855	90.6977
Os01g0928600	BGIOSGA000202	99.5992	99.5992
Os01g0928600	BGIOSGA000204	64.5291	95.549
Os01g0928700	BGIOSGA000201	100	100
Os01g0928800	BGIOSGA000200	100	100
Os01g0929000	BGIOSGA005103	98.9754	64.486
Os01g0929200	BGIOSGA000199	100	100
Os01g0929500	BGIOSGA000198	99.0909	98.7915
Os01g0929600	BGIOSGA000197	98.9011	95.7447
Os01g0929967	BGIOSGA027395	52.8846	41.0448
Os01g0930000	BGIOSGA005104	99.3103	99.3103
Os01g0930200	BGIOSGA005105	100	98.2857
Os01g0930300	BGIOSGA014431	28.5714	53.4884
Os01g0930300	BGIOSGA033724	39.441	40.4459
Os01g0930300	BGIOSGA037370	47.205	52.4138
Os01g0930400	BGIOSGA005106	78.7452	98.7159
Os01g0930500	BGIOSGA000196	86.6379	86.6379
Os01g0930800	BGIOSGA005107	97.8558	98.0469
Os01g0930900	BGIOSGA005108	98.9324	98.9324
Os01g0931000	BGIOSGA005109	98.6842	54.1516
Os01g0931100	BGIOSGA000194	99.1803	99.1803
Os01g0931100	BGIOSGA000195	79.0984	95.0739
Os01g0931200	BGIOSGA000193	98.1073	98.1073
Os01g0931300	BGIOSGA000192	98.6193	99.2064
Os01g0931400	BGIOSGA000191	99.6212	99.6212
Os01g0931600	BGIOSGA000190	98.1481	99.0654
Os01g0931700	BGIOSGA005110	58.5366	44.2396
Os01g0932000	BGIOSGA004764	28.7234	13.602
Os01g0932000	BGIOSGA015665	28.7234	11.8681
Os01g0932500	BGIOSGA000184	99.7326	99.0704
Os01g0932600	BGIOSGA005116	99.8759	98.2906
