Gene stable ID	Amborella trichopoda gene stable ID	%id. target Amborella trichopoda gene identical to query gene	%id. query gene identical to target Amborella trichopoda gene
Os03g0639800	AMTR_s00092p00139430	39.738	75.2066
Os03g0640000	AMTR_s00092p00125490	39.229	41.1905
Os03g0640100	AMTR_s00092p00161430	84.5794	79.5604
Os03g0640300	AMTR_s00025p00195660	41.7582	21.3483
Os03g0640400	AMTR_s00155p00068710	34.9594	42.1569
Os03g0640800	AMTR_s00155p00069240	78.4633	79.8578
Os03g0641200	AMTR_s00092p00049320	57.9832	11.6554
Os03g0641700	AMTR_s00007p00222040	23.6364	57.7778
Os03g0641700	AMTR_s00169p00040710	53.6364	56.1905
Os03g0642300	AMTR_s00092p00027310	49.0239	52.0737
Os03g0642600	AMTR_s00022p00031050	33.142	32.8125
Os03g0642600	AMTR_s00022p00031870	33.2855	31.5646
Os03g0642600	AMTR_s00022p00099860	13.4864	30.0319
Os03g0642600	AMTR_s00022p00101660	32.9986	30.8311
Os03g0642900	AMTR_s00092p00106290	58.5455	48.2036
Os03g0643000	AMTR_s00092p00106290	50.4065	18.5629
Os03g0643250	AMTR_s00092p00106290	63.141	58.982
Os03g0643300	AMTR_s00092p00114940	72.093	71.7895
Os03g0643700	AMTR_s00044p00066870	27.1552	54.7826
Os03g0643700	AMTR_s00044p00067010	21.5517	40.6504
Os03g0644000	AMTR_s00162p00012530	60.8782	57.3308
Os03g0644000	AMTR_s00162p00024920	15.1697	45.509
Os03g0644000	AMTR_s00162p00027280	17.1657	42.3645
Os03g0644200	AMTR_s00010p00220510	45.1299	45.1299
Os03g0644400	AMTR_s00029p00192090	70.1903	68.8797
Os03g0645100	AMTR_s00092p00171180	88.3792	69.3046
Os03g0645200	AMTR_s00003p00268020	0	0
Os03g0645200	AMTR_s00003p00268030	23.3333	46.0526
Os03g0645200	AMTR_s00147p00076810	82.6667	18.9602
Os03g0645900	AMTR_s00092p00172590	60.0329	59.8361
Os03g0646200	AMTR_s00032p00206100	35.6502	30.9942
Os03g0646200	AMTR_s00032p00243390	19.7309	30.0341
Os03g0646200	AMTR_s01527p00007970	33.6323	31.9829
Os03g0646300	AMTR_s00210p00019190	62.069	55.9585
Os03g0646400	AMTR_s00062p00041640	40.9639	41.2121
Os03g0646800	AMTR_s00068p00180820	3.58974	3.09735
Os03g0646900	AMTR_s00276p00018700	0	0
Os03g0647400	AMTR_s00012p00219010	29.0816	19.1275
Os03g0647600	AMTR_s00004p00174960	33.0508	42.8571
Os03g0647800	AMTR_s00002p00262020	40.8163	63.6943
Os03g0647800	AMTR_s00009p00088580	27.3469	63.8095
Os03g0647800	AMTR_s00078p00138630	58.7755	59.5041
Os03g0648100	AMTR_s00004p00174320	51.6575	51.9444
Os03g0648300	AMTR_s00004p00174140	38.1818	40.5797
Os03g0648400	AMTR_s00004p00172570	86.0911	85.6802
Os03g0648500	AMTR_s00078p00022070	33.8028	28.0702
Os03g0648500	AMTR_s00078p00022690	32.3944	25.8427
Os03g0648800	AMTR_s00004p00169780	32.4074	22.4359
Os03g0648900	AMTR_s00004p00168690	60.7345	51.8072
Os03g0649000	AMTR_s00269p00001410	6.12245	41.0256
Os03g0650000	AMTR_s00004p00165390	52.1505	46.1905
Os03g0650400	AMTR_s00033p00232360	22.5405	23.1754
Os03g0650700	AMTR_s00004p00150000	37.2206	60.4101
Os03g0650700	AMTR_s00004p00150090	6.80272	49.2958
Os03g0650700	AMTR_s00004p00150160	12.3421	59.6244
Os03g0650800	AMTR_s00004p00148130	27.6	24.2105
Os03g0650900	AMTR_s00077p00135610	57.8171	58.8589
Os03g0651000	AMTR_s00064p00057830	43.1373	51.1628
Os03g0651000	AMTR_s00100p00082990	42.4837	50.3876
Os03g0651100	AMTR_s00004p00133880	66.2162	22.2727
Os03g0651300	AMTR_s00004p00088400	27.3292	28.2655
Os03g0651800	AMTR_s00045p00155350	57.2072	57.7273
Os03g0652000	AMTR_s00004p00091660	46.2085	19.6177
Os03g0652100	AMTR_s00004p00093740	60.3972	57.4444
Os03g0652100	AMTR_s00012p00217710	60.6308	57.6667
Os03g0654400	AMTR_s00004p00102960	67.6056	66.1562
Os03g0654500	AMTR_s00029p00139330	37.1058	42.6439
Os03g0654600	AMTR_s00059p00121300	66.7638	64.6893
Os03g0655300	AMTR_s00004p00112630	50.9434	51.2658
Os03g0655500	AMTR_s00004p00114250	44.7842	47.8846
Os03g0655600	AMTR_s00079p00050740	9.09944	22.9314
Os03g0655700	AMTR_s00155p00043060	69.2118	71.867
Os03g0656100	AMTR_s00004p00123620	11.5854	5.42857
Os03g0656800	AMTR_s00004p00082670	62.1951	63.6175
Os03g0656900	AMTR_s00004p00077740	47.7352	48.0702
Os03g0657000	AMTR_s00064p00125250	93.5961	95
Os03g0657100	AMTR_s00044p00145170	52.5485	53.1941
Os03g0657400	AMTR_s00004p00067720	33.8028	46.1538
Os03g0658000	AMTR_s00064p00203880	25.5144	25.3061
Os03g0659200	AMTR_s00004p00044800	57.8231	54.4872
Os03g0659233	AMTR_s00334p00011530	97.5904	50
Os03g0659300	AMTR_s00004p00044030	29.078	39.0476
Os03g0659800	AMTR_s00032p00144930	69.4657	26.2248
Os03g0659900	AMTR_s00032p00148750	50.6024	58.6387
Os03g0660300	AMTR_s00032p00074540	27.3585	29.8969
Os03g0660300	AMTR_s00032p00075540	28.3019	30.6122
Os03g0660400	AMTR_s00032p00074540	25.9615	27.8351
Os03g0660400	AMTR_s00032p00075540	25.9615	27.551
Os03g0660500	AMTR_s00032p00074540	23.5849	25.7732
Os03g0660500	AMTR_s00032p00075540	23.5849	25.5102
Os03g0660700	AMTR_s00032p00067030	19.7917	18.2692
Os03g0661600	AMTR_s00032p00038020	34.1637	44.2396
Os03g0661600	AMTR_s00032p00039030	51.9573	63.2035
Os03g0661600	AMTR_s00032p00040640	35.5872	50.2513
Os03g0662000	AMTR_s00014p00243510	65.8537	10.6509
Os03g0662000	AMTR_s00064p00129240	63.4146	10.2564
Os03g0663500	AMTR_s00032p00038020	44.2922	44.7005
Os03g0663500	AMTR_s00032p00039030	65.7534	62.3377
Os03g0663500	AMTR_s00032p00040640	46.5753	51.2563
Os03g0663700	AMTR_s00002p00271960	54.6392	26.0229
Os03g0663800	AMTR_s00002p00272020	0.4	0.675676
Os03g0663800	AMTR_s00002p00272040	31.2	14.914
Os03g0664700	AMTR_s00002p00272130	53.8667	43.6285
Os03g0665200	AMTR_s00004p00011050	32.1192	17.6044
Os03g0665700	AMTR_s00004p00017060	60.1695	69.6078
Os03g0666100	AMTR_s00002p00269600	73.9059	60.9258
Os03g0666200	AMTR_s00032p00118010	64.4	64.1434
Os03g0666500	AMTR_s00032p00115610	35.9606	59.3496
Os03g0666700	AMTR_s00032p00113970	62.782	62.5468
Os03g0667100	AMTR_s00032p00112510	46.6893	46.2185
Os03g0667300	AMTR_s00032p00182160	18.1081	55.8333
Os03g0667300	AMTR_s00032p00182180	25.1351	59.6154
Os03g0667300	AMTR_s00032p00182850	54.8649	58.3333
Os03g0667300	AMTR_s00032p00184330	55.4054	58.908
Os03g0667400	AMTR_s00032p00102420	59.4286	26
Os03g0667500	AMTR_s00032p00182160	18.1818	56.6667
Os03g0667500	AMTR_s00032p00182180	24.8663	59.6154
Os03g0667500	AMTR_s00032p00182850	52.9412	56.8966
Os03g0667500	AMTR_s00032p00184330	54.0107	58.046
Os03g0667700	AMTR_s00069p00148420	38.992	48.5149
Os03g0667800	AMTR_s00016p00256280	79.2683	80.2469
Os03g0667800	AMTR_s00045p00200410	78.0488	79.0123
Os03g0668400	AMTR_s00032p00102420	55.2288	42.25
Os03g0669000	AMTR_s00007p00250280	57.4153	61.5909
Os03g0669100	AMTR_s00171p00042920	60	54.4186
Os03g0669200	AMTR_s00059p00065870	81.8421	82.4934
Os03g0669300	AMTR_s00059p00061500	55.819	56.674
Os03g0669600	AMTR_s00059p00058530	57.3034	48.5714
Os03g0669800	AMTR_s00043p00170080	39.5923	31.5115
Os03g0670100	AMTR_s00049p00037660	66.5722	65.8263
Os03g0670200	AMTR_s00155p00014230	60.5856	51.434
Os03g0670700	AMTR_s00030p00195240	51.0204	64.9351
Os03g0670700	AMTR_s00030p00198740	52.0408	65.3846
Os03g0671000	AMTR_s00033p00078670	9.05512	6.78466
Os03g0672300	AMTR_s00033p00122000	54.1971	38.0769
Os03g0672400	AMTR_s00033p00132840	19.9741	20.1835
Os03g0672500	AMTR_s00026p00199790	24.2604	30.8271
Os03g0672700	AMTR_s00019p00120880	23.9362	2.69139
Os03g0673000	AMTR_s00026p00244220	81.8182	15.8291
Os03g0673500	AMTR_s00026p00244220	39.5349	34.1709
Os03g0673800	AMTR_s00044p00184510	59.0659	28.4392
Os03g0674300	AMTR_s00137p00060840	63.8298	28.436
Os03g0676100	AMTR_s00065p00114990	29.6	49.3333
Os03g0676300	AMTR_s00003p00261880	45.7317	49.6689
Os03g0678400	AMTR_s00059p00153580	49.7854	49.3617
Os03g0678800	AMTR_s00059p00154780	60.2778	63.4503
Os03g0679000	AMTR_s00012p00253320	67.4312	65.9193
Os03g0679100	AMTR_s00092p00158340	63.7931	12.2924
Os03g0679300	AMTR_s00015p00258340	16.2651	4.90909
Os03g0679700	AMTR_s00010p00259490	81.8466	81.4642
Os03g0680800	AMTR_s00002p00243900	40.1481	38.8809
Os03g0681000	AMTR_s00001p00253330	36.2245	15.3348
Os03g0681000	AMTR_s00001p00253690	37.7551	11.4374
Os03g0681201	AMTR_s00033p00218820	60.6383	2.11738
Os03g0681300	AMTR_s00033p00218820	60.6061	1.48588
Os03g0681400	AMTR_s00002p00234950	55.2795	53.9394
Os03g0681700	AMTR_s00012p00206700	84.8101	84.8101
Os03g0681800	AMTR_s00002p00250530	66.1682	68.0769
Os03g0681900	AMTR_s00002p00251200	43.1818	55.6485
Os03g0682100	AMTR_s00002p00250920	56.9307	58.4746
Os03g0682200	AMTR_s00002p00265690	63.871	31.1321
Os03g0682200	AMTR_s00024p00238500	59.5699	26.7892
Os03g0682600	AMTR_s00002p00265690	54.2169	42.4528
Os03g0682600	AMTR_s00024p00238500	49.9331	36.0735
Os03g0683700	AMTR_s00095p00045160	61.9231	14.9351
Os03g0683866	AMTR_s00002p00255750	61.1185	39.6716
Os03g0684000	AMTR_s00033p00221090	35.4232	48.2906
Os03g0684100	AMTR_s00002p00255500	27.0968	34.2857
Os03g0684300	AMTR_s00002p00255640	30.8571	40.6015
Os03g0684400	AMTR_s00002p00254720	64.135	68.3146
Os03g0684500	AMTR_s00002p00253220	53.9811	52.4934
Os03g0684700	AMTR_s00002p00252250	49.6	49.6
Os03g0685000	AMTR_s00045p00150380	68.306	67.5676
Os03g0685300	AMTR_s00025p00234250	16.3823	30.3797
Os03g0685500	AMTR_s00033p00217810	63.0435	63.5037
Os03g0685600	AMTR_s00133p00094810	50.5076	56.8571
Os03g0685750	AMTR_s00042p00226140	34.8485	3.24248
Os03g0685900	AMTR_s00016p00193880	64.8936	70.1149
Os03g0686300	AMTR_s00146p00059560	78.3452	77.5928
Os03g0686900	AMTR_s00002p00258790	29.1115	30.1961
Os03g0687000	AMTR_s00002p00259450	50.5963	53.0357
Os03g0688200	AMTR_s00002p00260390	30.0429	30.2376
Os03g0688300	AMTR_s00002p00260590	66.5505	70.872
Os03g0689100	AMTR_s00054p00189880	83.5249	82.1092
Os03g0689300	AMTR_s00002p00260210	89.0167	89.0167
Os03g0689900	AMTR_s00133p00062230	50.3145	53.5714
Os03g0690000	AMTR_s00033p00221650	75.8621	69.4737
Os03g0690500	AMTR_s00021p00210180	41.3098	45.4294
Os03g0690500	AMTR_s00053p00198220	29.2191	45.6693
Os03g0690600	AMTR_s00012p00239560	48.974	48.248
Os03g0691400	AMTR_s00045p00131120	59.7561	62.0253
Os03g0691500	AMTR_s00033p00237650	13.9085	16.6667
Os03g0691800	AMTR_s00133p00052350	58.1662	57.5071
Os03g0692000	AMTR_s00133p00049080	29.8441	50.1873
Os03g0692300	AMTR_s00106p00132730	8.78939	53
Os03g0692400	AMTR_s00089p00083270	40.3071	42.7699
Os03g0693000	AMTR_s00133p00080150	51.2104	52.381
Os03g0693400	AMTR_s00133p00097780	32.7684	33.1429
Os03g0693600	AMTR_s00036p00237560	31.2621	39.4608
Os03g0693600	AMTR_s00066p00176700	34.9515	35.2941
Os03g0693600	AMTR_s00066p00177000	35.7282	38.9006
Os03g0693600	AMTR_s00066p00177320	36.5049	40.257
Os03g0693600	AMTR_s00066p00177490	35.9223	39.9568
Os03g0693600	AMTR_s00066p00177790	37.8641	41.7559
Os03g0693600	AMTR_s00066p00177980	32.233	39.6181
Os03g0693600	AMTR_s00066p00178850	35.9223	39.6146
Os03g0693600	AMTR_s00066p00178960	36.8932	40.5117
Os03g0693600	AMTR_s00066p00179570	35.9223	39.9568
Os03g0693600	AMTR_s00066p00179760	36.8932	40.6852
Os03g0693600	AMTR_s01831p00003710	27.3786	38.843
Os03g0693600	AMTR_s02925p00003630	35.1456	40.4922
Os03g0694500	AMTR_s00065p00152120	59.7723	58.8785
Os03g0694700	AMTR_s00006p00249060	48.5714	34.6939
Os03g0694800	AMTR_s00045p00201530	67.5439	67.5439
Os03g0694900	AMTR_s00038p00088230	68.8805	66.1805
Os03g0695400	AMTR_s00005p00190510	38.8889	8.97436
Os03g0695500	AMTR_s00068p00047550	56.5327	58.1395
Os03g0695600	AMTR_s00002p00272050	62.7358	74.3017
Os03g0695600	AMTR_s00002p00272080	70.283	72.3301
Os03g0695700	AMTR_s00103p00080940	68.0297	23.1939
Os03g0696000	AMTR_s00070p00082830	35.8407	23.9645
Os03g0696150	AMTR_s00103p00118930	33.3333	35.3982
Os03g0696300	AMTR_s00103p00144230	40	29.7143
Os03g0697200	AMTR_s00224p00024190	9.46502	20
Os03g0697200	AMTR_s01065p00004230	5.34979	12.7451
Os03g0698350	AMTR_s00029p00244070	64.5309	52.3191
Os03g0698900	AMTR_s00002p00261130	55.642	52
Os03g0699000	AMTR_s00014p00251930	38.9535	44.6667
Os03g0699100	AMTR_s00014p00252440	39.5918	15.1562
Os03g0699200	AMTR_s00072p00157670	63.5762	64.1068
Os03g0699300	AMTR_s00022p00251070	68.9162	67.1315
Os03g0699400	AMTR_s00103p00042330	89.0805	89.0805
Os03g0699600	AMTR_s00103p00062900	53.6036	43.2727
Os03g0699700	AMTR_s00022p00225700	40.0927	55.9871
Os03g0699700	AMTR_s00022p00225940	17.7289	60.2362
Os03g0700400	AMTR_s00103p00053790	41.2698	20.0772
Os03g0700700	AMTR_s00022p00225700	42.3033	60.0324
Os03g0700700	AMTR_s00022p00225940	18.016	62.2047
Os03g0700800	AMTR_s00148p00061600	35.8737	36.0961
Os03g0701000	AMTR_s00068p00103300	59.4203	26.476
Os03g0701100	AMTR_s00016p00240330	38.6792	30.2211
Os03g0701200	AMTR_s00103p00040030	35.8696	51.2953
Os03g0701300	AMTR_s00103p00025680	59.596	28.2297
Os03g0701400	AMTR_s00024p00225420	42.1855	42.3469
Os03g0701500	AMTR_s00157p00060290	46.2366	47.2527
Os03g0701600	AMTR_s00127p00057200	36.0465	36.3281
Os03g0701700	AMTR_s00032p00053220	74.3711	62.4011
Os03g0701800	AMTR_s00173p00020990	53.6585	19.7689
Os03g0701900	AMTR_s00173p00035440	54.7893	33.5681
Os03g0702700	AMTR_s00071p00144670	75.7936	44.8357
Os03g0702800	AMTR_s00006p00249860	92.2197	92.2197
Os03g0702800	AMTR_s00019p00147090	27.9176	80.7947
Os03g0702800	AMTR_s00031p00031720	91.9908	91.9908
Os03g0703000	AMTR_s00005p00265710	55.9524	58.8727
Os03g0703000	AMTR_s00005p00265850	55.754	58.6639
Os03g0703000	AMTR_s00005p00266150	58.3333	60.9958
Os03g0703000	AMTR_s00095p00053110	58.1349	57.5639
Os03g0703100	AMTR_s00005p00265710	49.4718	58.6639
Os03g0703100	AMTR_s00005p00265850	49.2958	58.4551
Os03g0703100	AMTR_s00005p00266150	51.7606	60.9958
Os03g0703100	AMTR_s00095p00053110	53.3451	59.5285
Os03g0703300	AMTR_s00156p00052920	32.7172	21.5591
Os03g0703400	AMTR_s00156p00048240	50.4587	44.4145
Os03g0703900	AMTR_s00017p00127520	57.0397	54.8611
Os03g0704000	AMTR_s00008p00089340	56.1404	57.485
Os03g0704100	AMTR_s00008p00118590	52.1898	55
Os03g0704200	AMTR_s00008p00145610	47.1264	15.8607
Os03g0704400	AMTR_s00008p00132430	42.915	33.4737
Os03g0704400	AMTR_s00008p00138530	12.4157	58.9744
Os03g0704400	AMTR_s00030p00135300	10.9312	82.6531
Os03g0705300	AMTR_s00002p00056060	57.4555	60.4317
Os03g0705800	AMTR_s00002p00087350	16.5899	19.1489
Os03g0706900	AMTR_s00010p00071580	67.8647	71.9731
Os03g0707200	AMTR_s00002p00110970	50.6112	44.5161
Os03g0707300	AMTR_s00002p00215720	32.4675	29.1667
Os03g0707600	AMTR_s00010p00148880	55.04	61.8705
Os03g0707600	AMTR_s00012p00140480	20.96	63.285
Os03g0707900	AMTR_s00010p00149200	61.6041	61.0829
Os03g0708000	AMTR_s00010p00131910	50.3067	51.8987
Os03g0708100	AMTR_s00010p00124010	66.1922	65.9574
Os03g0708400	AMTR_s00091p00083260	74.2268	75
Os03g0708400	AMTR_s00091p00088260	41.2371	69.7674
Os03g0708500	AMTR_s00091p00081150	50	50.1992
Os03g0708600	AMTR_s00024p00248520	69.0217	75.1479
Os03g0708700	AMTR_s00060p00048940	42.7918	19.0428
Os03g0708800	AMTR_s00060p00077350	22.6667	37.7778
Os03g0708900	AMTR_s00060p00085440	32.1429	42.6316
Os03g0709000	AMTR_s00060p00085140	68.2432	70.6294
Os03g0709100	AMTR_s00010p00134160	51.145	54.0323
Os03g0709100	AMTR_s00010p00134400	46.5649	49.5935
Os03g0709100	AMTR_s00010p00135470	45.8015	48.7805
Os03g0709100	AMTR_s00010p00136010	41.2214	48.6486
Os03g0709100	AMTR_s00010p00136250	42.7481	44.8
Os03g0709200	AMTR_s00006p00245940	18.3525	26.1905
Os03g0709200	AMTR_s00061p00205330	25.2346	26.1905
Os03g0709200	AMTR_s00061p00205780	15.8498	27.9412
Os03g0709200	AMTR_s00061p00207600	24.609	26.1351
Os03g0709200	AMTR_s00071p00016730	12.3045	23.7903
Os03g0709200	AMTR_s00090p00087950	8.0292	30.9237
Os03g0709200	AMTR_s00090p00137350	11.1575	30.7471
Os03g0709200	AMTR_s02154p00002280	24.2961	25.7743
Os03g0709300	AMTR_s00010p00134160	62.7907	65.3226
Os03g0709300	AMTR_s00010p00134400	53.4884	56.0976
Os03g0709300	AMTR_s00010p00135470	52.7132	55.2846
Os03g0709300	AMTR_s00010p00136010	48.062	55.8559
Os03g0709300	AMTR_s00010p00136250	45.7364	47.2
Os03g0710000	AMTR_s00002p00106850	37.7465	23.1034
Os03g0710100	AMTR_s00002p00104450	33.1234	22.4979
Os03g0710500	AMTR_s00029p00199940	27.9522	66.548
Os03g0710500	AMTR_s02709p00005830	32.7354	68.4375
Os03g0710600	AMTR_s00002p00100650	37.6884	41.2088
Os03g0710700	AMTR_s00127p00103770	55.6034	61.1374
Os03g0710800	AMTR_s00038p00055100	89.6154	88.2576
Os03g0710900	AMTR_s00138p00085700	68.5714	69.0648
Os03g0711100	AMTR_s00073p00061640	38.9549	42.0513
Os03g0711200	AMTR_s00064p00131270	80.7496	23.3383
Os03g0711300	AMTR_s00175p00041650	51.4085	54.2079
Os03g0711400	AMTR_s00001p00220200	79.3924	79.523
Os03g0711500	AMTR_s00001p00220200	70.7826	33.4704
Os03g0711700	AMTR_s00111p00127690	41.2698	50.9804
Os03g0711800	AMTR_s00091p00037050	57.0639	70.3307
Os03g0712000	AMTR_s00010p00164460	40.081	22.5
Os03g0712100	AMTR_s00060p00092070	34.0067	43.913
Os03g0712200	AMTR_s00088p00130080	36.9025	36.4151
Os03g0712300	AMTR_s00010p00151210	74.5342	65.5738
Os03g0712400	AMTR_s00075p00180080	30.6667	37.9121
Os03g0712700	AMTR_s00010p00159850	83.1615	83.0189
Os03g0712900	AMTR_s00008p00117710	48.2955	21.5736
Os03g0713000	AMTR_s00004p00101110	69.103	67.5325
Os03g0713100	AMTR_s00176p00051440	84.2881	84.0131
Os03g0713200	AMTR_s00176p00047500	40.5882	39.6552
Os03g0713400	AMTR_s00176p00030330	76.4391	73.9637
Os03g0713600	AMTR_s00138p00027500	60.2113	47.2376
Os03g0714400	AMTR_s00060p00125310	81.9549	80.1471
Os03g0715332	AMTR_s00138p00039840	50	5.62914
Os03g0715400	AMTR_s00138p00039840	53.5156	45.3642
Os03g0715500	AMTR_s00066p00149360	57.8252	56.3925
Os03g0716200	AMTR_s00043p00041380	17.3601	28.5377
Os03g0716200	AMTR_s00043p00041500	5.45194	48.7179
Os03g0716200	AMTR_s00043p00043490	11.9082	35.4701
Os03g0716200	AMTR_s00043p00044190	8.46485	35.119
Os03g0716200	AMTR_s00043p00044990	11.9082	30.5147
Os03g0716200	AMTR_s00043p00045130	18.3644	35.4571
Os03g0716200	AMTR_s00043p00048200	13.9168	32.2259
Os03g0716200	AMTR_s00138p00031220	34.7202	34.7202
Os03g0716200	AMTR_s00138p00033180	36.2984	36.1946
Os03g0716200	AMTR_s00138p00035380	11.0473	32.6271
Os03g0717000	AMTR_s00138p00056480	40.6176	42.75
Os03g0717200	AMTR_s00008p00251350	41.2281	42.3423
Os03g0717600	AMTR_s00021p00243200	70.6114	70.334
Os03g0717600	AMTR_s00021p00248250	32.1499	83.5897
Os03g0717900	AMTR_s00024p00021530	50.5494	52.3918
Os03g0718000	AMTR_s00024p00026220	58.6081	56.338
Os03g0718000	AMTR_s00126p00075040	56.4103	54.6099
Os03g0718200	AMTR_s00079p00050740	4.05904	2.60047
Os03g0718500	AMTR_s00024p00085480	30.2521	38.9189
Os03g0718600	AMTR_s00025p00215310	63.9344	51.6556
Os03g0719000	AMTR_s00024p00078360	48.0932	38.0234
Os03g0719100	AMTR_s00108p00092680	42.1894	38.5393
Os03g0719300	AMTR_s00024p00082030	74.5791	74.9577
Os03g0719500	AMTR_s00024p00121650	70.5357	19.9327
Os03g0719800	AMTR_s00045p00153850	62.1454	62.4221
Os03g0719850	AMTR_s00024p00246360	67.1233	67.867
Os03g0719900	AMTR_s00024p00147790	75.0422	75.5518
Os03g0719900	AMTR_s00024p00148850	66.1046	66.5535
Os03g0719900	AMTR_s00024p00149600	64.7555	66.899
Os03g0720300	AMTR_s00024p00142920	83.3333	83.5031
Os03g0720800	AMTR_s00024p00137930	51.0204	57.8704
Os03g0721200	AMTR_s00039p00177200	79.2228	51.4153
Os03g0721200	AMTR_s00039p00180270	0	0
Os03g0721400	AMTR_s00024p00175750	59.8086	68.6813
Os03g0722100	AMTR_s00059p00072490	28.5981	17.7083
Os03g0722400	AMTR_s00059p00063470	55.477	61.4883
Os03g0722500	AMTR_s00059p00061500	44.8661	43.9825
Os03g0722600	AMTR_s00059p00060020	63.6179	66.1734
Os03g0723000	AMTR_s00059p00051820	45.5017	42.0128
Os03g0723400	AMTR_s00059p00050970	27.7457	27.2727
Os03g0723600	AMTR_s00059p00043440	15.6904	58.1395
Os03g0724100	AMTR_s00059p00041690	53.5117	53.6913
Os03g0724300	AMTR_s00059p00018370	47.3424	48.9144
Os03g0724500	AMTR_s00010p00262540	56.3107	67.4419
Os03g0724700	AMTR_s00059p00024750	32.9193	51.4563
Os03g0725000	AMTR_s00017p00249300	75.7282	75
Os03g0725000	AMTR_s00101p00055090	55.3398	70.3704
Os03g0725100	AMTR_s00065p00171490	34.3419	16.1451
Os03g0725300	AMTR_s00016p00181200	13.0221	48.6239
Os03g0725300	AMTR_s00033p00066570	62.1622	52.381
Os03g0725400	AMTR_s00103p00032160	66.358	68.9103
Os03g0725800	AMTR_s00033p00078670	34.2618	36.2832
Os03g0726200	AMTR_s00056p00164210	62.7451	55.5831
Os03g0726300	AMTR_s00044p00184510	58.8156	57.8042
Os03g0726400	AMTR_s00033p00139500	18.7805	15.3693
Os03g0726500	AMTR_s00002p00254220	64.6316	65.0424
Os03g0726700	AMTR_s00026p00199790	20.3947	23.3083
Os03g0726800	AMTR_s00026p00200500	49.0909	49.0909
Os03g0726900	AMTR_s00026p00236160	38.4	38.4
Os03g0727000	AMTR_s00026p00244220	55.4017	50.2513
Os03g0727100	AMTR_s00185p00040630	56.6038	63.1579
Os03g0727100	AMTR_s00639p00007980	39.6226	67.7419
Os03g0727200	AMTR_s00026p00244220	43.8356	40.201
Os03g0727600	AMTR_s00044p00180330	61.191	63.9485
Os03g0727900	AMTR_s00137p00063430	55.6338	48.6903
Os03g0728100	AMTR_s00137p00055240	42.0168	56.4972
Os03g0728200	AMTR_s00045p00130470	42.1304	36.0544
Os03g0728500	AMTR_s00003p00103470	16.7373	25
Os03g0728600	AMTR_s00065p00045180	45.098	21.0046
Os03g0728800	AMTR_s00065p00048130	52.6866	58.8333
Os03g0728900	AMTR_s00065p00068810	36.6667	24.0291
Os03g0729000	AMTR_s00065p00071620	54.7782	64.8485
Os03g0729100	AMTR_s00065p00080270	51.5982	45.3815
Os03g0729200	AMTR_s00065p00100900	54.6512	67.4641
Os03g0729200	AMTR_s00065p00101300	25.969	60.3604
Os03g0729300	AMTR_s00065p00100900	43.6293	54.067
Os03g0729300	AMTR_s00065p00101300	22.0077	51.3514
Os03g0729500	AMTR_s00065p00092420	43.2018	31.52
Os03g0729700	AMTR_s00065p00117290	47.5758	53.2203
Os03g0729800	AMTR_s00065p00123930	40.4059	37.7586
Os03g0729900	AMTR_s00065p00124890	29.2398	40.2145
Os03g0730000	AMTR_s00065p00129700	33.1183	52.381
Os03g0730000	AMTR_s00065p00129790	13.5484	55.2632
Os03g0730400	AMTR_s00037p00227730	38.9578	30.1344
Os03g0730400	AMTR_s00089p00129670	31.2655	38.0665
Os03g0730400	AMTR_s00089p00130140	27.0471	30.618
Os03g0730500	AMTR_s00037p00227730	36.3395	26.2956
Os03g0730500	AMTR_s00089p00129670	32.3607	36.858
Os03g0730500	AMTR_s00089p00130140	25.1989	26.6854
Os03g0730700	AMTR_s00037p00227730	40.7166	23.9923
Os03g0730700	AMTR_s00089p00129670	35.1792	32.6284
Os03g0730700	AMTR_s00089p00130140	23.7785	20.5056
Os03g0730800	AMTR_s00065p00134450	85	54.3457
Os03g0731050	AMTR_s00036p00191120	50.9346	66.6667
Os03g0731100	AMTR_s00065p00138660	37.0968	55.4217
Os03g0731500	AMTR_s00059p00146300	76.3314	77.431
Os03g0731800	AMTR_s00002p00179370	42.1652	42.4069
Os03g0731900	AMTR_s00059p00159100	76.0349	74.5726
Os03g0732000	AMTR_s00059p00159100	56.0166	57.6923
Os03g0732100	AMTR_s00059p00164750	24.557	52.2911
Os03g0733400	AMTR_s00180p00017340	43.0748	36.9798
Os03g0733600	AMTR_s00079p00157130	49.7797	45.935
Os03g0733800	AMTR_s00002p00243350	70.0422	74.1071
Os03g0734400	AMTR_s00002p00244430	46.8571	37.788
Os03g0734500	AMTR_s00025p00238090	26.9231	37.8378
Os03g0734500	AMTR_s00025p00239240	28.8462	33.3333
Os03g0734700	AMTR_s00037p00148350	68.239	65.5589
Os03g0734900	AMTR_s00033p00221090	36.1624	41.8803
Os03g0735000	AMTR_s00025p00042290	33.2681	75.5556
Os03g0735100	AMTR_s00065p00140150	54.6468	53.1325
Os03g0735200	AMTR_s00017p00256920	31.6418	21.7213
Os03g0735300	AMTR_s00067p00150350	46.9595	45.8746
Os03g0735800	AMTR_s00019p00207760	1.13636	0.621118
Os03g0735800	AMTR_s00019p00208020	52.2727	13.4503
Os03g0735800	AMTR_s00039p00100360	51.1364	7.86713
Os03g0735800	AMTR_s00064p00137280	48.8636	7.41379
Os03g0735900	AMTR_s00133p00084160	71.3748	75.0495
