Gene stable ID	Beta vulgaris subsp. vulgaris gene stable ID	%id. target Beta vulgaris subsp. vulgaris gene identical to query gene	%id. query gene identical to target Beta vulgaris subsp. vulgaris gene
Os02g0781400	BVRB_3g057630	12.549	42.6667
Os02g0781600	BVRB_6g133660	48.2863	48.6294
Os02g0781700	BVRB_1g007860	37.8205	50.6438
Os02g0782100	BVRB_7g179940	3.24846	62.7119
Os02g0782100	BVRB_8g190570	47.6734	42.6217
Os02g0782200	BVRB_3g052400	55.3055	59.0051
Os02g0782200	BVRB_6g132040	54.0193	51.2977
Os02g0782300	BVRB_7g169520	34.1317	22.2656
Os02g0782500	BVRB_7g169490	43.6047	51.3699
Os02g0782600	BVRB_8g191080	41.8919	18.4964
Os02g0782800	BVRB_6g133090	49.7917	18.4271
Os02g0782900	BVRB_7g169160	23.4848	22.963
Os02g0783100	BVRB_2g038060	58.7629	64.4796
Os02g0783625	BVRB_8g191190	57.1429	29.3893
Os02g0783625	BVRB_8g191220	1.85529	2.0202
Os02g0783700	BVRB_8g191190	73.6842	17.3664
Os02g0783700	BVRB_8g191220	69.2308	34.5455
Os02g0784100	BVRB_6g133090	63.9344	12.0278
Os02g0784700	BVRB_3g062770	77.6596	35.0962
Os02g0784900	BVRB_5g124250	44.3038	48.951
Os02g0785000	BVRB_8g198670	46.3415	44.3149
Os02g0785200	BVRB_8g198670	29.3103	34.6939
Os02g0785700	BVRB_8g198670	43.131	39.3586
Os02g0785800	BVRB_2g024450	76.7857	76.7857
Os02g0785900	BVRB_8g199840	64.8276	12.1762
Os02g0786000	BVRB_1g004240	67.3197	67.6813
Os02g0786200	BVRB_8g198740	32.5255	23.3945
Os02g0786400	BVRB_8g198730	31.8807	37.7717
Os02g0786500	BVRB_3g060450	44.7674	32.4895
Os02g0786500	BVRB_3g060460	47.6744	35.3448
Os02g0786900	BVRB_8g198800	46.7337	65.493
Os02g0787100	BVRB_8g198810	46.4363	47.7778
Os02g0787200	BVRB_2g035350	54.0155	53.1888
Os02g0787200	BVRB_2g035920	52.5907	48.6228
Os02g0787300	BVRB_8g189020	58.2656	57.9515
Os02g0787600	BVRB_2g045100	38.4615	41.9426
Os02g0787600	BVRB_2g045110	39.0688	40.1247
Os02g0787600	BVRB_2g045120	38.1579	39.3118
Os02g0787600	BVRB_5g106310	38.2591	40.1274
Os02g0787800	BVRB_8g198900	61.4754	60.3622
Os02g0788133	BVRB_7g167470	33.557	17.6678
Os02g0788300	BVRB_7g173200	53.5593	54.8611
Os02g0788400	BVRB_7g173200	69.5502	69.7917
Os02g0788500	BVRB_7g165730	46.6667	43.75
Os02g0788600	BVRB_8g198940	37.8196	27.0713
Os02g0788800	BVRB_3g062920	49.5356	30.1318
Os02g0789100	BVRB_2g045250	58.3815	54.6685
Os02g0789100	BVRB_2g045260	56.2139	51.9359
Os02g0789100	BVRB_8g192330	63.7283	61.4206
Os02g0789400	BVRB_2g045280	70.2703	67.7083
Os02g0789600	BVRB_9g218480	60.778	57.4273
Os02g0790500	BVRB_8g192320	63.3858	37.5729
Os02g0791200	BVRB_8g192200	61.3936	63.9216
Os02g0791300	BVRB_8g192140	24.1379	24.6231
Os02g0791400	BVRB_8g192050	58.1395	64.9351
Os02g0791500	BVRB_8g191980	79.6339	80.1843
Os02g0791700	BVRB_8g189300	50.1479	49.2017
Os02g0791800	BVRB_8g191900	54.8128	56.0109
Os02g0792800	BVRB_2g044830	62.5232	59.0193
Os02g0792900	BVRB_8g189290	76.3285	76.5133
Os02g0793000	BVRB_2g044790	57.1429	55.3846
Os02g0793100	BVRB_6g143720	70.5373	69.2766
Os02g0793200	BVRB_4g076260	43.5518	45.1754
Os02g0793300	BVRB_8g189340	68.0412	67.9537
Os02g0793700	BVRB_2g044240	62.7451	64.6465
Os02g0793800	BVRB_8g189450	44.8276	24.8092
Os02g0793800	BVRB_8g191710	44.1379	23.4432
Os02g0793900	BVRB_8g189460	52.381	52.6316
Os02g0794300	BVRB_8g191470	56.25	14.658
Os02g0794400	BVRB_8g191450	46.875	35.7143
Os02g0794600	BVRB_4g096790	62.0253	66.2162
Os02g0794700	BVRB_8g192350	88.6076	53.2319
Os02g0794900	BVRB_8g192370	36.3307	41.5423
Os02g0795000	BVRB_7g164400	27.0042	35.6745
Os02g0795200	BVRB_2g031490	22.7011	23.1672
Os02g0795300	BVRB_9g209770	60.9756	61.9835
Os02g0795900	BVRB_8g189970	47.2169	47.6744
Os02g0796000	BVRB_4g085700	6.42857	18.3673
Os02g0796000	BVRB_5g123040	14.0476	22.0974
Os02g0796000	BVRB_5g123060	13.5714	21.3483
Os02g0796000	BVRB_5g123070	13.5714	21.4286
Os02g0796000	BVRB_7g160200	14.5238	32.4468
Os02g0796000	BVRB_8g191500	13.3333	20.6642
Os02g0796000	BVRB_9g222440	17.619	26.3345
Os02g0796500	BVRB_2g031200	37.5	43.8776
Os02g0796600	BVRB_8g192460	75	66.6667
Os02g0796700	BVRB_8g197640	57.0564	18.6062
Os02g0796900	BVRB_2g047340	94	92.1569
Os02g0796900	BVRB_8g192440	94	92.1569
Os02g0797100	BVRB_2g031130	56.3953	51.3228
Os02g0797200	BVRB_2g047340	94.1176	94.1176
Os02g0797200	BVRB_8g192440	94.1176	94.1176
Os02g0797300	BVRB_8g192430	83.0317	77.8367
Os02g0797300	BVRB_9g223310	82.5792	76.8421
Os02g0797400	BVRB_041230	5.62414	42.7083
Os02g0797500	BVRB_2g031080	75.9825	84.8781
Os02g0797700	BVRB_8g192640	79.5489	80.6402
Os02g0798100	BVRB_1g001650	10.5023	50
Os02g0798100	BVRB_9g206370	53.4247	51.5419
Os02g0798600	BVRB_8g192650	32.5	24.8566
Os02g0798700	BVRB_3g060190	36.3905	42.1955
Os02g0798800	BVRB_9g218950	35.5872	20.9644
Os02g0798900	BVRB_9g218950	53.1401	23.0608
Os02g0799000	BVRB_8g192810	67.7966	64.69
Os02g0799100	BVRB_9g205820	16.2325	27.551
Os02g0799300	BVRB_2g030900	53.1136	49.8282
Os02g0799300	BVRB_8g192950	55.1282	56.7925
Os02g0800000	BVRB_9g219160	65.7718	64.9007
Os02g0800100	BVRB_5g109760	58.156	57.7465
Os02g0800500	BVRB_7g166550	11.1111	4.05063
Os02g0801200	BVRB_5g109760	52.7778	40.1408
Os02g0801300	BVRB_7g166550	11.1111	4.05063
Os02g0802200	BVRB_2g030780	53.0499	53.8462
Os02g0802200	BVRB_8g193330	58.5952	58.0586
Os02g0802200	BVRB_8g198220	44.3623	44.6927
Os02g0802400	BVRB_9g221190	66.8571	66.8571
Os02g0802700	BVRB_8g193150	62.5616	53.8136
Os02g0803200	BVRB_4g074360	9.61969	44.3299
Os02g0803200	BVRB_4g092950	7.38255	42.8571
Os02g0803200	BVRB_8g200090	9.39597	43.299
Os02g0803200	BVRB_9g218860	32.2148	33.1034
Os02g0803250	BVRB_8g193630	50.3521	39.3939
Os02g0803300	BVRB_8g193670	59.754	61.4828
Os02g0803400	BVRB_5g123310	66.9118	65.4676
Os02g0803600	BVRB_2g030620	67.2566	69.0909
Os02g0803600	BVRB_8g193700	66.8142	68.9498
Os02g0803700	BVRB_4g075850	89.9767	91.6865
Os02g0803700	BVRB_5g120410	90.2098	91.924
Os02g0803900	BVRB_1g005540	33.8174	35.0538
Os02g0803900	BVRB_6g133890	34.0249	35.0427
Os02g0804100	BVRB_2g042070	98.3871	98.3871
Os02g0804100	BVRB_3g064990	98.3871	98.3871
Os02g0804300	BVRB_8g198180	72.8814	73.8832
Os02g0804400	BVRB_9g219270	37.7049	34.5865
Os02g0804500	BVRB_9g219260	66.7351	64.741
Os02g0804600	BVRB_4g088670	29.4355	54.8872
Os02g0804900	BVRB_6g133350	86.6667	86.6667
Os02g0805000	BVRB_6g149210	76.2781	42.5314
Os02g0805100	BVRB_8g193910	36.8132	25.3788
Os02g0805200	BVRB_005250	12.5475	78.5714
Os02g0805200	BVRB_7g172880	87.8327	88.1679
Os02g0805250	BVRB_008610	35	23.445
Os02g0805250	BVRB_1g015850	27.8571	27.758
Os02g0805500	BVRB_4g087280	50.5241	64.0957
Os02g0805500	BVRB_8g199560	55.1363	66.9211
Os02g0805600	BVRB_8g199680	73.1707	73.8462
Os02g0805700	BVRB_7g162140	29.8611	33.0769
Os02g0805800	BVRB_2g038350	44.641	52.5092
Os02g0805900	BVRB_2g047670	64.7059	65.109
Os02g0806000	BVRB_3g067810	53.1365	52.9412
Os02g0806500	BVRB_9g207740	72.4138	71.8717
Os02g0806600	BVRB_5g112690	39.5767	43.4379
Os02g0806700	BVRB_2g047690	53.112	54.7789
Os02g0806700	BVRB_9g205260	54.4952	53.6785
Os02g0806900	BVRB_1g016420	67.3597	67.0807
Os02g0807000	BVRB_3g049100	42.9066	42.4658
Os02g0807000	BVRB_4g083500	52.2491	53.5461
Os02g0807100	BVRB_5g125350	34.1936	19.3784
Os02g0807200	BVRB_010520	30.9412	35.8311
Os02g0807200	BVRB_3g058000	28.4706	38.7821
Os02g0807200	BVRB_3g058010	23.5294	33.9559
Os02g0807200	BVRB_3g058020	30.7059	34.0287
Os02g0807200	BVRB_3g058030	30.5882	34.2556
Os02g0807200	BVRB_3g058060	28.9412	34.7949
Os02g0807200	BVRB_3g058130	30.9412	34.4241
Os02g0807200	BVRB_3g058150	30.4706	32.9098
Os02g0807200	BVRB_3g058160	29.0588	33.6054
Os02g0807200	BVRB_3g058170	30.1176	32.6531
Os02g0807200	BVRB_3g058180	28.9412	31.0606
Os02g0807800	BVRB_1g011150	28.9683	32.6866
Os02g0807800	BVRB_4g075030	18.6508	46.3816
Os02g0807800	BVRB_4g075360	25.1323	34.8624
Os02g0807800	BVRB_4g080890	31.6138	35.6716
Os02g0807800	BVRB_4g080900	31.2169	32.7778
Os02g0807800	BVRB_4g080910	17.9894	42.236
Os02g0807800	BVRB_5g125530	32.2751	27.2626
Os02g0807800	BVRB_8g197770	31.8783	33.7535
Os02g0807800	BVRB_8g197780	21.9577	28.4247
Os02g0807800	BVRB_9g223170	29.6296	35.8974
Os02g0807800	BVRB_9g223180	24.6032	28.0543
Os02g0807900	BVRB_5g104650	28.9231	30.1282
Os02g0807900	BVRB_6g131340	27.6923	14.7783
Os02g0807900	BVRB_6g131370	19.0769	11.9923
Os02g0808100	BVRB_010520	42.5676	25.7493
Os02g0808100	BVRB_3g058000	34.4595	24.5192
Os02g0808100	BVRB_3g058010	40.7658	30.7301
Os02g0808100	BVRB_3g058020	43.4685	25.163
Os02g0808100	BVRB_3g058030	44.1441	25.8235
Os02g0808100	BVRB_3g058060	40.0901	25.1768
Os02g0808100	BVRB_3g058130	41.8919	24.3456
Os02g0808100	BVRB_3g058150	43.6937	24.6506
Os02g0808100	BVRB_3g058160	43.4685	26.2585
Os02g0808100	BVRB_3g058170	42.5676	24.1071
Os02g0808100	BVRB_3g058180	41.6667	23.3586
Os02g0808300	BVRB_5g104650	25.8721	28.5256
Os02g0808300	BVRB_6g131340	24.1279	13.6289
Os02g0808300	BVRB_6g131370	19.4767	12.9594
Os02g0809100	BVRB_8g195050	1.12994	6.25
Os02g0809500	BVRB_4g083980	55.3082	56.0764
Os02g0809800	BVRB_3g048660	51.411	52.1144
Os02g0809900	BVRB_3g048720	56.0656	18.4466
Os02g0810100	BVRB_4g083970	69.9842	67.8407
Os02g0810200	BVRB_3g048740	32.0388	7.52566
Os02g0810300	BVRB_2g039560	72.9452	72.9452
Os02g0810450	BVRB_9g214790	54.2974	53.5666
Os02g0810500	BVRB_7g165260	52.9274	53.5545
Os02g0810600	BVRB_3g048760	25.2577	20.2479
Os02g0810600	BVRB_7g165230	28.3505	24.0175
Os02g0810900	BVRB_5g121330	40.7855	44.4079
Os02g0811000	BVRB_3g048920	51.2097	61.0577
Os02g0811000	BVRB_4g093590	50.4032	58.1395
Os02g0811000	BVRB_5g121360	51.2097	57.9909
Os02g0811200	BVRB_010520	33.5079	34.8774
Os02g0811200	BVRB_3g058000	30.8901	37.8205
Os02g0811200	BVRB_3g058010	25.2618	32.7674
Os02g0811200	BVRB_3g058020	35.4712	35.3325
Os02g0811200	BVRB_3g058030	35.0785	35.3096
Os02g0811200	BVRB_3g058060	33.1152	35.785
Os02g0811200	BVRB_3g058130	34.4241	34.4241
Os02g0811200	BVRB_3g058150	34.6859	33.6722
Os02g0811200	BVRB_3g058160	33.377	34.6939
Os02g0811200	BVRB_3g058170	34.9476	34.0561
Os02g0811200	BVRB_3g058180	32.5916	31.4394
Os02g0812400	BVRB_4g075290	55.3279	55.9392
Os02g0812500	BVRB_4g076920	34.0361	35.9873
Os02g0812600	BVRB_4g076920	10.9649	15.9236
Os02g0813000	BVRB_4g076920	35.6522	26.1146
Os02g0813083	BVRB_4g076920	39.4737	14.3312
Os02g0813166	BVRB_4g076920	34.7328	28.9809
Os02g0813350	BVRB_4g076920	38.7205	36.6242
Os02g0813500	BVRB_3g069540	73.9919	73.6948
Os02g0813600	BVRB_2g036990	44.9244	45.7143
Os02g0813600	BVRB_6g146770	40.1728	47.3282
Os02g0813600	BVRB_6g146840	17.2786	50.9554
Os02g0813600	BVRB_6g146850	49.0281	47.0954
Os02g0813600	BVRB_7g174730	51.1879	51.1879
Os02g0813800	BVRB_7g167480	59.8504	64.8649
Os02g0814000	BVRB_7g167470	56.3492	50.1767
Os02g0814100	BVRB_7g165480	50	14.1946
Os02g0814700	BVRB_3g048310	91.4474	99.2857
Os02g0814700	BVRB_7g166770	91.4474	99.2857
Os02g0814800	BVRB_7g166760	47.7723	48.0099
Os02g0814900	BVRB_1g003840	42.3729	40
Os02g0815000	BVRB_2g031750	58.8652	88.2979
Os02g0815000	BVRB_2g031760	58.156	87.234
Os02g0815100	BVRB_006610	28.4211	17.4569
Os02g0815100	BVRB_4g077470	25.614	19.6237
Os02g0815200	BVRB_006660	47.1519	51.2027
Os02g0815300	BVRB_6g138330	28.8043	35.5705
Os02g0815400	BVRB_4g077330	50.1629	49.8382
Os02g0815500	BVRB_7g166210	90.8137	91.2929
Os02g0815600	BVRB_014740	4.64135	43.1373
Os02g0815600	BVRB_4g084450	52.7426	53.8793
Os02g0815800	BVRB_4g077320	65.9898	65.6566
Os02g0815900	BVRB_7g166310	49.9323	48.0469
Os02g0816000	BVRB_7g166360	61.2613	59.8826
Os02g0816100	BVRB_3g069620	58.9147	65.8009
Os02g0816200	BVRB_4g077280	59.3496	60
Os02g0816200	BVRB_7g166540	59.6206	59.1398
Os02g0816300	BVRB_7g166850	41.041	34.3326
Os02g0816300	BVRB_7g166870	21.5017	37.8947
Os02g0816400	BVRB_7g166510	32.4411	30.8869
Os02g0816500	BVRB_2g035500	85.5556	68.1416
Os02g0816600	BVRB_7g160430	67.354	25.2903
Os02g0816700	BVRB_3g069370	45.8064	48.2993
Os02g0816800	BVRB_7g166550	68.3824	70.6329
Os02g0816900	BVRB_7g166400	75.2561	63.1196
Os02g0816900	BVRB_8g189280	64.3026	50.0921
Os02g0817000	BVRB_4g080740	14.1055	13.6213
Os02g0817200	BVRB_9g210570	70.9333	69.8163
Os02g0817500	BVRB_2g045440	82.3171	82.3171
Os02g0817600	BVRB_7g166630	41.637	36
Os02g0817700	BVRB_7g167140	73.6607	72.8477
Os02g0817800	BVRB_2g024960	32.0695	29.7654
Os02g0817900	BVRB_4g080760	61.5863	63.0573
Os02g0818700	BVRB_9g205590	57.5949	59.4771
Os02g0819000	BVRB_7g161540	32.6797	14.0845
Os02g0819000	BVRB_9g205520	31.3725	16.5517
Os02g0819300	BVRB_2g046290	9.10326	29.646
Os02g0819400	BVRB_8g199750	56.2044	55.9593
Os02g0819400	BVRB_9g205390	61.1679	56.1662
Os02g0819600	BVRB_7g162090	59.9532	60.5201
Os02g0819700	BVRB_6g144070	42.5532	45.4545
Os02g0819900	BVRB_1g001490	33.7264	34.0476
Os02g0819900	BVRB_9g205340	37.0283	36.092
Os02g0820200	BVRB_5g121000	29.375	26.7045
Os02g0820300	BVRB_5g120970	48.4702	46.7391
Os02g0820500	BVRB_5g120850	48.6111	46.875
Os02g0820600	BVRB_4g095610	53.0266	55.443
Os02g0820700	BVRB_3g056790	55.7377	51.9084
Os02g0820700	BVRB_5g120810	76.2295	75.6098
Os02g0820800	BVRB_4g095650	64.6617	57.1429
Os02g0820900	BVRB_3g056770	45.4545	49.6732
Os02g0820900	BVRB_4g095630	44.0191	49.396
Os02g0821200	BVRB_9g211490	71.7391	44.2953
Os02g0821400	BVRB_1g004350	41.5254	44.8513
Os02g0821600	BVRB_1g004390	49.4908	46.1977
Os02g0821600	BVRB_3g053620	48.0652	48.0652
Os02g0821600	BVRB_3g053630	49.4908	48.4064
Os02g0821800	BVRB_3g053660	86.1225	66.3522
Os02g0821800	BVRB_4g072830	86.1225	68.9542
Os02g0821900	BVRB_1g004460	26.4605	23.1231
Os02g0822000	BVRB_3g055000	37.3832	37.037
Os02g0822000	BVRB_5g100370	43.9252	42.7273
Os02g0822300	BVRB_006690	57.3864	64.7436
Os02g0822400	BVRB_4g093610	20.4114	32.1696
Os02g0822400	BVRB_4g093720	27.6899	32.4074
Os02g0822500	BVRB_7g179260	69.9029	68.982
Os02g0822600	BVRB_9g206220	65.7754	62.7551
Os02g0822800	BVRB_4g093690	39.8844	38.6916
Os02g0822900	BVRB_1g004560	25.1732	27.5253
Os02g0822900	BVRB_1g004570	27.2517	32.687
Os02g0822900	BVRB_1g004590	28.6374	30.9613
Os02g0822900	BVRB_1g004600	28.5219	31.1083
Os02g0822900	BVRB_1g004610	31.0624	32.4096
Os02g0822900	BVRB_3g055100	27.9446	26.5934
Os02g0823000	BVRB_6g137570	19.8165	75.5245
Os02g0823200	BVRB_5g100300	53.75	57.0796
Os02g0823300	BVRB_4g093780	40.3183	35.7647
Os02g0823300	BVRB_9g225340	22.4138	20.46
Os02g0823400	BVRB_7g161210	60	57.1802
Os02g0823600	BVRB_4g086000	54.1176	52.8736
Os02g0823700	BVRB_7g178970	54.7401	59.8662
Os02g0823700	BVRB_9g205660	49.8471	56.2069
Os02g0823800	BVRB_9g206180	41.5078	40.1846
Os02g0823900	BVRB_9g206210	28.7791	28.863
Os02g0824000	BVRB_2g035700	39.657	38.5819
Os02g0824100	BVRB_3g055300	45.7627	43.705
Os02g0824300	BVRB_1g004860	32.7411	39.3293
Os02g0824300	BVRB_5g123250	31.9797	37.6119
Os02g0824400	BVRB_1g004850	70.8861	70
Os02g0824700	BVRB_5g120240	83.8462	83.2061
Os02g0826100	BVRB_5g100680	52.4044	54.0712
Os02g0826200	BVRB_1g005790	62.4606	62.6582
Os02g0826500	BVRB_5g103530	76.4451	73.7796
Os02g0826600	BVRB_4g097020	63.8225	64.3718
Os02g0826700	BVRB_4g097020	0	0
Os02g0827100	BVRB_6g152670	70	9.62199
Os02g0827200	BVRB_6g154300	62.7178	30.4054
Os02g0827300	BVRB_8g183700	73.0241	70.7155
Os02g0827400	BVRB_9g208660	50.9554	25.5591
Os02g0827500	BVRB_8g188930	37.5201	29.6061
Os02g0827600	BVRB_5g126560	63.4058	56.2701
Os02g0827900	BVRB_4g086300	42.2414	41.8089
Os02g0828100	BVRB_2g047580	61.9718	52.506
Os02g0828200	BVRB_9g202360	60.8592	59.3023
Os02g0828500	BVRB_9g202360	57.0048	54.8837
Os02g0828566	BVRB_9g202700	60.5932	45.5414
Os02g0829100	BVRB_2g034790	33.6918	34.058
Os02g0829100	BVRB_8g198540	39.7849	40.5109
Os02g0829200	BVRB_9g203350	65.4472	46.5318
Os02g0829400	BVRB_9g203390	44.3836	42.895
Os02g0829600	BVRB_9g203510	52.2989	47.3958
Os02g0829800	BVRB_9g203470	31.9149	32.8467
Os02g0829900	BVRB_6g152850	75.5814	77.381
Os02g0830000	BVRB_4g084440	40.6	37.7323
Os02g0830100	BVRB_041760	9.22078	49.3056
Os02g0830801	BVRB_6g143220	75.6688	27.7052
Os02g0830900	BVRB_6g143220	62.766	11.0075
Os02g0831200	BVRB_9g203330	41.8006	40
Os02g0831300	BVRB_4g084580	66.6667	64.9057
Os02g0831400	BVRB_1g008390	40.2985	24.2515
Os02g0831500	BVRB_4g084720	50.591	60.3667
Os02g0831600	BVRB_8g188600	39.367	53.5666
Os02g0831700	BVRB_004730	54.3478	52.4476
Os02g0831800	BVRB_9g215700	58.2011	59.2992
Os02g0832100	BVRB_6g136060	57.2072	34.8901
Os02g0832200	BVRB_1g014190	31.8919	34.9112
Os02g0832400	BVRB_4g071620	74.814	36.2513
Os02g0832500	BVRB_4g071620	81.9936	13.1308
Os02g0832600	BVRB_4g071600	44.4444	26.8041
Os02g0832700	BVRB_3g060140	56.8841	39.25
Os02g0832800	BVRB_9g215610	70.5882	70.5882
Os02g0833000	BVRB_4g091540	36.413	34.8958
Os02g0833050	BVRB_9g212480	32.3246	35.0224
Os02g0833300	BVRB_2g039010	49.7512	47.2813
Os02g0833400	BVRB_1g022760	65.4762	66.4653
Os02g0833500	BVRB_6g152500	29.0361	31.7523
Os02g0833900	BVRB_6g134170	31.9018	55.914
Os02g0834000	BVRB_9g214100	94.9239	94.4444
Os02g0834300	BVRB_1g017240	38.2609	37.2881
Os02g0834700	BVRB_9g216370	61.5599	61.7318
Os03g0100010	BVRB_8g191370	11.2094	8.7963
Os03g0100020	BVRB_5g125680	56.2044	57.2491
Os03g0100030	BVRB_010710	15.7895	48.3871
Os03g0100030	BVRB_3g062080	17.6316	45.5782
Os03g0100030	BVRB_5g106050	61.3158	60.9948
Os03g0100030	BVRB_9g206810	9.47368	37.8947
Os03g0100050	BVRB_5g123320	41.7808	16.442
Os03g0100200	BVRB_4g088820	43.3498	41.1215
Os03g0100400	BVRB_5g105370	54.8744	59.027
Os03g0100500	BVRB_5g105260	59.5455	9.65365
Os03g0100500	BVRB_5g105270	0	0
Os03g0100800	BVRB_1g017650	73.0928	72.0528
Os03g0100900	BVRB_5g104860	50.6122	55.1111
Os03g0101100	BVRB_5g104840	62.9393	58.806
Os03g0101200	BVRB_3g053450	28.7582	32.3529
Os03g0101200	BVRB_3g068000	38.6928	36.2745
Os03g0101200	BVRB_9g211010	35.6863	31.3433
Os03g0101300	BVRB_5g112890	57.2254	58.4646
Os03g0101300	BVRB_5g120400	54.9133	55.773
Os03g0101500	BVRB_1g018150	47.1042	48.4127
Os03g0101600	BVRB_3g067950	69.5652	73.1707
Os03g0101800	BVRB_1g018340	53.6965	57.2614
Os03g0101900	BVRB_5g104530	58.4475	57.3991
Os03g0102000	BVRB_5g104520	54.386	54.386
Os03g0102100	BVRB_5g104510	68.3168	64.486
Os03g0102300	BVRB_1g018420	37.2727	3.4324
Os03g0102333	BVRB_1g018420	41.4835	6.32064
Os03g0102366	BVRB_1g018420	53.3981	9.20887
Os03g0102400	BVRB_3g067770	58.9212	62.8319
Os03g0103000	BVRB_5g097760	60.1019	59.6965
Os03g0103000	BVRB_5g097770	62.1392	61.1018
Os03g0103100	BVRB_5g097740	40.5797	50.4505
Os03g0103200	BVRB_5g097740	39.0071	49.5495
Os03g0103300	BVRB_5g097740	38.0435	63.0631
Os03g0103400	BVRB_5g122850	32.4895	18.4431
Os03g0103950	BVRB_3g070040	23.3945	8.71795
Os03g0103950	BVRB_5g119750	25.9939	9.7533
Os03g0105600	BVRB_5g100510	95.5257	95.9551
Os03g0105600	BVRB_5g122970	86.8009	87.7828
Os03g0105600	BVRB_7g172940	94.1834	94.6067
Os03g0105800	BVRB_5g123000	28.9355	26.9553
Os03g0106000	BVRB_1g004800	57.5064	53.9379
Os03g0106200	BVRB_1g004640	21.843	21.0989
Os03g0106300	BVRB_1g004630	18.0894	24.4506
Os03g0106300	BVRB_7g158080	23.7805	29.6203
Os03g0106400	BVRB_6g137390	65.1852	63.7681
Os03g0107000	BVRB_3g055070	66.6667	45.4545
Os03g0107100	BVRB_8g198370	30.0716	13.2214
Os03g0107300	BVRB_3g055010	59.9576	52.9963
Os03g0107600	BVRB_9g202540	41.3386	51.4706
Os03g0107900	BVRB_9g205710	54.3326	53.4562
Os03g0108000	BVRB_7g179010	57.6923	57.6923
Os03g0108200	BVRB_7g178980	19.7719	8.07453
Os03g0108300	BVRB_7g178970	55.8064	57.8595
Os03g0108300	BVRB_9g205660	53.871	57.5862
Os03g0108400	BVRB_7g170680	71.4286	72.3684
Os03g0108500	BVRB_5g101900	24.3333	73
Os03g0108600	BVRB_3g070540	53.0421	50
Os03g0108700	BVRB_4g072870	23.0769	29.1045
Os03g0108800	BVRB_014990	18.3036	17.4468
Os03g0108800	BVRB_1g020320	40.1786	30.6122
Os03g0109000	BVRB_5g121330	38.0471	37.1711
Os03g0109400	BVRB_9g207830	70.7986	70.1299
Os03g0109500	BVRB_4g097450	69.4444	70.4225
Os03g0109500	BVRB_7g158470	69.4444	67.1141
Os03g0109600	BVRB_1g007180	58.8571	65.6051
Os03g0109700	BVRB_008650	53.0435	53.8235
Os03g0109700	BVRB_9g224350	60.8696	60.6936
Os03g0110300	BVRB_4g084430	37.2093	31.5271
Os03g0110400	BVRB_7g162800	64.4201	67.7101
Os03g0110500	BVRB_8g189220	33.3333	31.2834
Os03g0110800	BVRB_2g039700	49.4137	48.2815
Os03g0110900	BVRB_5g100700	46.3668	47.6868
Os03g0111100	BVRB_2g025580	55.9567	56.9853
Os03g0111200	BVRB_009640	54.8571	45.7143
Os03g0111300	BVRB_2g027210	32.2917	34.4444
Os03g0111800	BVRB_5g122240	41.9234	40.4641
Os03g0112101	BVRB_9g210860	90	34.5813
Os03g0112600	BVRB_9g216540	38.481	10.3825
Os03g0112800	BVRB_6g129820	59.3041	58.4203
Os03g0113000	BVRB_5g107980	37.9009	37.037
Os03g0113100	BVRB_013120	54.8736	62.8099
Os03g0113100	BVRB_8g184730	53.7906	64.7826
Os03g0113700	BVRB_9g222110	81.3609	81.1209
Os03g0113800	BVRB_5g103950	63.6929	60.9127
Os03g0113900	BVRB_7g159040	28.934	28.5
Os03g0113900	BVRB_7g170740	29.4416	28.7129
Os03g0114000	BVRB_6g134030	57.6138	34.0445
Os03g0114200	BVRB_5g118090	56.8862	50.5319
Os03g0114300	BVRB_5g103910	59.2443	60.7192
Os03g0114400	BVRB_1g002560	39.3881	43.2773
Os03g0114400	BVRB_3g051450	34.2256	37.2917
Os03g0114800	BVRB_3g051420	81.4004	81.0458
Os03g0114800	BVRB_5g103750	79.2123	78.5249
Os03g0114900	BVRB_004230	56.701	59.7826
Os03g0115000	BVRB_5g103740	31.6327	32.4607
Os03g0115100	BVRB_1g002670	62.3134	60.9489
Os03g0115200	BVRB_1g012050	69.6035	72.1461
Os03g0115200	BVRB_4g072570	72.6872	75.3425
Os03g0115200	BVRB_4g088630	46.2555	51.2195
Os03g0115300	BVRB_2g029140	47.551	54.6948
Os03g0115400	BVRB_1g002720	41.0188	41.0738
Os03g0115400	BVRB_3g051500	39.5442	42.1429
Os03g0115400	BVRB_5g103590	34.9866	36.4525
Os03g0115500	BVRB_1g002760	59.0244	61.4213
Os03g0115700	BVRB_5g103570	70.7831	70.997
Os03g0116000	BVRB_5g098850	46.1722	43.6652
Os03g0116400	BVRB_3g066290	45.2308	49.4949
Os03g0116400	BVRB_5g100930	62.1538	61.3982
Os03g0116500	BVRB_1g017340	23.5828	66.6667
Os03g0116500	BVRB_1g020190	70.9751	70.8145
Os03g0116700	BVRB_1g020160	57.2391	55.7377
Os03g0116700	BVRB_3g066430	43.771	51.3834
Os03g0116700	BVRB_5g101050	52.862	54.1379
Os03g0116800	BVRB_1g020150	39.6465	41.6446
Os03g0116900	BVRB_1g020120	64.476	64.5907
Os03g0117000	BVRB_3g066500	45.3271	32.6599
Os03g0117200	BVRB_1g004790	42.5532	40.4494
Os03g0117800	BVRB_1g019910	68.4211	69.8507
Os03g0117900	BVRB_017190	42	40.9756
Os03g0118200	BVRB_1g019980	77.3639	76.0563
