Gene stable ID	Dioscorea rotundata gene stable ID	%id. target Dioscorea rotundata gene identical to query gene	%id. query gene identical to target Dioscorea rotundata gene
Os03g0645100	Dr21345	32.7217	46.3203
Os03g0645200	Dr03497	13.3333	8.81057
Os03g0646300	Dr10631	54.5977	41.621
Os03g0646900	Dr03490	84.9873	37.2768
Os03g0646900	Dr11126	96.6921	38.4615
Os03g0647600	Dr03489	38.1356	40.4192
Os03g0647600	Dr11132	40.113	41.8879
Os03g0647800	Dr11133	62.449	64.0167
Os03g0648300	Dr03485	42.0455	44.5783
Os03g0648300	Dr11134	40.4545	47.9784
Os03g0648400	Dr03484	69.0648	85.7143
Os03g0648400	Dr11135	87.0504	87.6812
Os03g0648800	Dr03482	30.5556	25.3197
Os03g0648900	Dr11137	64.4068	64.0449
Os03g0649000	Dr03480	50.6378	55.6802
Os03g0649000	Dr11138	49.8724	58.797
Os03g0650000	Dr03478	58.6021	62.6437
Os03g0650000	Dr11140	59.6774	60.6557
Os03g0650700	Dr09917	64.3343	62.7488
Os03g0650800	Dr11158	31.8	38.6861
Os03g0650900	Dr11161	50.1475	63.4328
Os03g0651000	Dr11165	46.4052	37.9679
Os03g0651100	Dr11168	69.3694	37.561
Os03g0651300	Dr03449	28.7785	31.377
Os03g0651800	Dr17664	55.8559	56.1086
Os03g0652000	Dr11196	53.5545	22.6908
Os03g0652100	Dr03450	62.3832	56.5079
Os03g0654400	Dr11193	70.1095	71.1111
Os03g0654500	Dr03453	43.9703	45.6647
Os03g0654600	Dr18754	67.0554	58.2278
Os03g0654700	Dr03456	21.6667	32.7731
Os03g0654700	Dr11187	21.9444	35.2679
Os03g0655100	Dr03456	31.8937	40.3361
Os03g0655100	Dr11187	30.5648	41.0714
Os03g0655200	Dr15689	70.4918	69.9187
Os03g0655300	Dr11183	62.8931	49.505
Os03g0655500	Dr03457	42.6259	47.0238
Os03g0655700	Dr11543	19.4581	66.9492
Os03g0655700	Dr14797	77.0936	76.1557
Os03g0656000	Dr19011	17.1233	20.8333
Os03g0656100	Dr17145	10.3659	7.08333
Os03g0656800	Dr11199	60.3659	67.6538
Os03g0656900	Dr03447	57.8397	57.6389
Os03g0657100	Dr05374	54.6117	54.7445
Os03g0658000	Dr22132	19.7531	15.142
Os03g0659400	Dr08446	18.0775	21.1055
Os03g0659700	Dr05468	33.6066	18.3036
Os03g0659700	Dr07843	42.623	28.4153
Os03g0659700	Dr11397	50	34.6591
Os03g0659900	Dr14764	28.6145	45.0237
Os03g0660300	Dr07841	26.4151	28.5714
Os03g0660300	Dr14780	29.2453	20
Os03g0660400	Dr07841	28.8462	30.6122
Os03g0660400	Dr14780	28.8462	19.3548
Os03g0660500	Dr07841	26.4151	28.5714
Os03g0660500	Dr14780	28.3019	19.3548
Os03g0661600	Dr01164	49.4662	33.0952
Os03g0661600	Dr01166	50.8897	64.7059
Os03g0661600	Dr05874	49.4662	62.8959
Os03g0661600	Dr05944	50.1779	32.7146
Os03g0661600	Dr11452	51.2456	56.4706
Os03g0661600	Dr11453	50.1779	63.8009
Os03g0663500	Dr01164	65.2968	34.0476
Os03g0663500	Dr01166	70.7763	70.1357
Os03g0663500	Dr05874	65.2968	64.7059
Os03g0663500	Dr05944	65.7534	33.4107
Os03g0663500	Dr11452	68.4931	58.8235
Os03g0663500	Dr11453	66.6667	66.0633
Os03g0663700	Dr00926	56.701	29.2553
Os03g0663700	Dr08443	57.0447	28.7197
Os03g0663700	Dr15831	60.1375	34.585
Os03g0664700	Dr08455	57.0667	55.2972
Os03g0664800	Dr08450	46.3054	53.7143
Os03g0665200	Dr00930	41.7219	41.4474
Os03g0665200	Dr15837	29.1391	32.7138
Os03g0665700	Dr08448	70.339	61.0294
Os03g0665800	Dr03441	56.4655	56.2232
Os03g0666100	Dr03442	80.7597	59.3807
Os03g0666200	Dr05879	67.6	57.483
Os03g0666200	Dr07844	40.6	56.8627
Os03g0666500	Dr05146	25.1232	41.4634
Os03g0666500	Dr05461	26.1084	47.7477
Os03g0666700	Dr05881	70.6767	70.6767
Os03g0667100	Dr07845	52.1222	52.931
Os03g0667300	Dr07846	55.9459	44.2308
Os03g0667300	Dr07848	57.8378	59.61
Os03g0667400	Dr05884	72.5714	32.4808
Os03g0667500	Dr07846	56.9519	45.5128
Os03g0667500	Dr07848	58.8235	61.2813
Os03g0667700	Dr00431	48.2759	50.9804
Os03g0668400	Dr05884	65.3595	51.1509
Os03g0669000	Dr00815	42.5847	64.2173
Os03g0669100	Dr05888	27.1795	38.4058
Os03g0669200	Dr05889	81.8421	70.6818
Os03g0669300	Dr05891	65.7328	57.5472
Os03g0670200	Dr16335	66.8919	62.1339
Os03g0671000	Dr04297	9.05512	7.6412
Os03g0672300	Dr05909	64.2336	50
Os03g0672400	Dr05910	21.9196	23.6034
Os03g0672700	Dr16124	25.5319	3.84615
Os03g0673000	Dr05925	84.4156	25.2918
Os03g0673500	Dr05925	29.0698	38.9105
Os03g0673800	Dr05930	57.967	30.0999
Os03g0674300	Dr05935	65.4255	29.2857
Os03g0676100	Dr07879	36.4	59.4771
Os03g0679000	Dr20127	72.0183	72.6852
Os03g0679100	Dr04937	58.6207	8.99471
Os03g0679100	Dr14181	60.3448	10.7034
Os03g0679700	Dr20083	80.9077	80.7812
Os03g0681400	Dr01088	90.6832	90.6832
Os03g0681400	Dr17694	82.6087	88.0795
Os03g0681700	Dr12735	86.7089	66.3438
Os03g0681800	Dr01099	68.4112	65.4741
Os03g0681900	Dr01105	60.7143	54.519
Os03g0682100	Dr14966	52.8053	56.1404
Os03g0682200	Dr01111	64.086	30.4082
Os03g0682600	Dr01111	57.0281	43.4694
Os03g0683700	Dr08668	63.0769	11.8927
Os03g0683800	Dr14959	49.8599	65.2015
Os03g0683866	Dr14960	57.3901	37.1552
Os03g0684000	Dr01113	46.395	37.2796
Os03g0684100	Dr04763	27.2581	34.9174
Os03g0684300	Dr01121	31.4286	32.1637
Os03g0684400	Dr03564	57.384	60.9865
Os03g0684500	Dr14094	60.1889	60.2703
Os03g0684700	Dr03562	43.2	31.9527
Os03g0685100	Dr14095	54.1176	57.3209
Os03g0685300	Dr14096	40.273	48.1633
Os03g0685500	Dr03560	77.5362	74.3056
Os03g0685600	Dr18350	61.4213	62.2108
Os03g0686900	Dr14103	31.9471	25.9601
Os03g0687000	Dr14105	56.3884	56.5812
Os03g0688200	Dr14108	36.4807	38.9016
Os03g0688300	Dr03555	64.4599	66.787
Os03g0688300	Dr14109	63.5889	67.3432
Os03g0689100	Dr03554	82.0881	76.861
Os03g0689300	Dr03553	60.0418	87.3668
Os03g0689300	Dr14111	46.6527	80.0718
Os03g0689900	Dr14120	57.2327	57.839
Os03g0690000	Dr03545	80.4598	76.9231
Os03g0690600	Dr10913	49.1108	51.7291
Os03g0691400	Dr14123	54.878	56.962
Os03g0691500	Dr03544	32.3944	35.8325
Os03g0691800	Dr03540	58.8825	65.2381
Os03g0691800	Dr14125	58.4527	59.6491
Os03g0692000	Dr14126	57.2383	56.3596
Os03g0692400	Dr01795	40.8829	45.2229
Os03g0692400	Dr02667	34.5489	48.3871
Os03g0692700	Dr14143	33.3333	34.3195
Os03g0693000	Dr10425	52.7002	52.7002
Os03g0693000	Dr14717	55.4935	56.4394
Os03g0693400	Dr14142	39.548	41.6667
Os03g0693600	Dr03416	41.9417	47.3684
Os03g0693700	Dr13195	44.4934	43.1624
Os03g0693800	Dr13195	43.2314	42.3077
Os03g0693900	Dr13195	43.1718	41.8803
Os03g0694000	Dr13195	43.2314	42.3077
Os03g0694500	Dr00336	64.7059	64.8289
Os03g0694700	Dr10654	52.381	31.0734
Os03g0694800	Dr03903	78.0702	78.0702
Os03g0694900	Dr14249	69.7343	56.6692
Os03g0695400	Dr21654	47.5309	9.77157
Os03g0695500	Dr00269	56.5327	51.1364
Os03g0695600	Dr08444	73.1132	27.0035
Os03g0696000	Dr03510	49.5575	32.7485
Os03g0696000	Dr11098	43.8053	42.6724
Os03g0696300	Dr00359	43.0769	29.7082
Os03g0696300	Dr12089	38.8462	32.3718
Os03g0697200	Dr08565	30.8642	33.3333
Os03g0697200	Dr10090	10.6996	20.3125
Os03g0698350	Dr14683	35.2403	66.3793
Os03g0698800	Dr12093	63.4817	61.1602
Os03g0698900	Dr18765	82.1012	82.1012
Os03g0699000	Dr06922	49.4186	53.7975
Os03g0699100	Dr17178	42.449	17.2471
Os03g0699200	Dr03503	69.702	64.869
Os03g0699200	Dr13614	14.5695	40.9302
Os03g0699300	Dr05893	73.6196	69.4981
Os03g0699400	Dr12170	61.4943	76.9784
Os03g0699600	Dr12137	59.009	45.8042
Os03g0699700	Dr12155	15.9907	60.7929
Os03g0699700	Dr12165	59.2121	60.4734
Os03g0699700	Dr12167	28.9687	66.8449
Os03g0700400	Dr11077	66.6667	23.2044
Os03g0700700	Dr12155	16.4196	63.4361
Os03g0700700	Dr12165	60.2052	62.4852
Os03g0700700	Dr12167	28.7343	67.3797
Os03g0700800	Dr03493	42.2633	34.4849
Os03g0701000	Dr03518	64.3892	27.9174
Os03g0701000	Dr11065	62.1118	25.8176
Os03g0701200	Dr12174	56.1594	58.9354
Os03g0701600	Dr15132	40.6977	39.4737
Os03g0701800	Dr15133	56.7944	20.8974
Os03g0701900	Dr03941	60.1533	38.4804
Os03g0702000	Dr03524	37.4459	28.7854
Os03g0702000	Dr03525	40.6926	31.5966
Os03g0702000	Dr03528	40.9091	39.7895
Os03g0702500	Dr03524	37.0763	29.1181
Os03g0702500	Dr03525	41.3136	32.7731
Os03g0702500	Dr03528	40.678	40.4211
Os03g0702700	Dr03486	74.6032	49.0862
Os03g0702800	Dr15136	92.4485	92.4485
Os03g0703300	Dr02158	30.6839	19.928
Os03g0703400	Dr02154	50.7645	31.9231
Os03g0703400	Dr02157	37.156	50.1031
Os03g0703400	Dr15140	46.3303	45.9091
Os03g0705300	Dr02152	66.8947	68.1059
Os03g0705300	Dr15151	64.9795	67.0904
Os03g0705800	Dr15144	28.5714	35.3276
Os03g0706500	Dr07352	19.0722	26.1484
Os03g0706900	Dr07742	68.9218	55.0676
Os03g0707200	Dr02148	49.1443	38.6538
Os03g0707200	Dr07348	47.6773	45.2436
Os03g0707300	Dr19168	39.7032	34.3499
Os03g0707600	Dr02147	67.36	66.195
Os03g0707900	Dr02146	60.0683	60.4811
Os03g0708400	Dr02144	67.6976	66.5541
Os03g0708500	Dr15161	61.1111	49.2013
Os03g0708600	Dr00585	58.288	70.9091
Os03g0708600	Dr07763	75.4076	79.3991
Os03g0708700	Dr09783	49.1991	24.8268
Os03g0708800	Dr07745	41.8667	46.1765
Os03g0708900	Dr07749	33.7302	39.9061
Os03g0709000	Dr09788	79.0541	76.9737
Os03g0709100	Dr07356	44.2748	45.6693
Os03g0709200	Dr11472	28.0501	31.8343
Os03g0709200	Dr12975	25.8603	30.5043
Os03g0709200	Dr12977	20.6465	31.1811
Os03g0709200	Dr12978	20.1251	28.7202
Os03g0709200	Dr12979	19.6038	37.827
Os03g0709200	Dr12980	10.3233	24.2647
Os03g0709200	Dr12982	29.927	32.1389
Os03g0709200	Dr12983	28.4672	30.7087
Os03g0709200	Dr12984	27.8415	29.3407
Os03g0709200	Dr13459	5.10949	17.6895
Os03g0709200	Dr13460	11.366	28.534
Os03g0709200	Dr13461	27.5287	28.7269
Os03g0709200	Dr13463	24.0876	26.5212
Os03g0709200	Dr13464	23.2534	26.5161
Os03g0709200	Dr13465	11.9917	33.5277
Os03g0709200	Dr13468	26.903	28.6348
Os03g0709200	Dr13470	16.2669	27.6106
Os03g0709200	Dr13472	8.4463	20.4545
Os03g0709200	Dr13689	25.3389	22.8598
Os03g0709200	Dr13694	28.1543	30
Os03g0709200	Dr13695	28.8843	30.812
Os03g0709200	Dr13696	28.8843	30.7095
Os03g0709200	Dr13698	18.4567	29.3532
Os03g0709200	Dr13699	9.17623	27.5
Os03g0709200	Dr13701	28.1543	29.7685
Os03g0709200	Dr13702	8.65485	28.2313
Os03g0709200	Dr13703	25.8603	31.5522
Os03g0709200	Dr20028	10.4275	22.7273
Os03g0709200	Dr22114	29.5099	11.3427
Os03g0709200	Dr22116	29.7185	18.2109
Os03g0709200	Dr22118	27.2158	31.7518
Os03g0709200	Dr22121	29.0928	31.1384
Os03g0709200	Dr22122	15.8498	21.902
Os03g0709300	Dr07356	58.1395	59.0551
Os03g0710000	Dr09777	23.9437	46.4481
Os03g0710100	Dr00793	32.9975	28.1418
Os03g0710600	Dr09776	45.2261	47.1204
Os03g0710700	Dr00792	57.3276	59.6413
Os03g0710800	Dr03913	83.8462	83.5249
Os03g0710800	Dr03914	88.0769	62.2283
Os03g0710800	Dr09775	89.2308	89.2308
Os03g0710900	Dr00790	33.4286	67.8261
Os03g0711100	Dr00789	38.4798	39.7059
Os03g0711100	Dr09773	35.3919	42.4501
Os03g0711200	Dr13884	82.2828	23.4922
Os03g0711300	Dr16423	18.7793	45.4545
Os03g0711400	Dr08330	83.087	83.087
Os03g0711400	Dr17634	81.8555	81.7884
Os03g0711500	Dr08330	74.6087	35.2217
Os03g0711500	Dr17634	72.8696	34.3724
Os03g0711800	Dr00785	70.5604	68.8222
Os03g0712000	Dr00780	44.1296	24.4395
Os03g0712200	Dr09767	43.4034	34.1867
Os03g0712300	Dr09766	80.7453	60.7477
Os03g0712700	Dr04586	12.7148	30.2041
Os03g0712800	Dr09761	78.1081	80.9524
Os03g0713000	Dr14962	33.3887	63.6076
Os03g0713100	Dr07309	85.4337	82.7258
Os03g0713200	Dr07534	46.4706	45.9302
Os03g0713400	Dr18692	82.9987	83.7838
Os03g0713600	Dr07536	45.4225	56.087
Os03g0713600	Dr14716	34.1549	45.7547
Os03g0713600	Dr18689	61.9718	62.1908
Os03g0714400	Dr03593	84.9624	84.0149
Os03g0714400	Dr06833	33.4586	41.784
Os03g0714400	Dr18333	29.6992	27.0548
Os03g0715332	Dr18687	60.2941	9.19283
Os03g0715400	Dr18687	34.9609	40.1345
Os03g0715500	Dr07537	63.8211	65.8281
Os03g0716200	Dr18685	35.0072	44.2029
Os03g0717000	Dr07540	70.0713	61.7801
Os03g0717600	Dr09249	61.3412	74.0476
Os03g0717700	Dr06746	67.6617	69.317
Os03g0717700	Dr07299	67.8607	67.8607
Os03g0717900	Dr07541	46.1538	28.6885
Os03g0718000	Dr18669	63.7363	59.3857
Os03g0718600	Dr18659	68.8525	69.7095
Os03g0718600	Dr18660	59.4262	87.3494
Os03g0719000	Dr07544	48.3051	37.8109
Os03g0719000	Dr18662	37.5	28.6408
Os03g0719100	Dr12817	44.5264	41.1832
Os03g0719100	Dr15986	42.0664	39.3103
Os03g0719300	Dr18663	75.0842	72.6384
Os03g0719500	Dr18655	75.5952	44.4444
Os03g0719800	Dr16691	60.9043	59.4805
Os03g0719850	Dr07289	67.6712	68.0441
Os03g0719850	Dr07555	64.9315	62.2047
Os03g0719900	Dr12348	73.8617	49.4357
Os03g0720300	Dr18653	68.4959	85.101
Os03g0720800	Dr12346	52.6531	55.3648
Os03g0720800	Dr18654	29.3878	40.4494
Os03g0722000	Dr12017	44.5104	42.8571
Os03g0722100	Dr07995	31.5888	17.14
Os03g0722400	Dr07999	53.828	72.1959
Os03g0722600	Dr04313	17.8862	52.071
Os03g0722600	Dr04314	44.7154	71.4286
Os03g0723000	Dr04310	52.9412	51.6892
Os03g0723600	Dr05892	52.9289	54.4086
Os03g0724100	Dr05894	59.1973	57.2816
Os03g0724300	Dr04303	54.2645	50.5178
Os03g0724300	Dr06619	11.6193	48.7047
Os03g0724300	Dr14642	56.3659	35.7647
Os03g0724500	Dr16071	65.0485	67
Os03g0725000	Dr05900	79.6116	80.3922
Os03g0725100	Dr05901	41.6036	17.3941
Os03g0725300	Dr14645	62.8993	64.8101
Os03g0725400	Dr05903	72.2222	72.6708
Os03g0726200	Dr04294	70.3081	74.2604
Os03g0726200	Dr14648	70.028	75.0751
Os03g0726300	Dr14656	55.8546	58.4507
Os03g0726400	Dr05914	18.7805	17.3815
Os03g0726500	Dr14651	62.9474	69.0531
Os03g0726800	Dr20777	59.4805	47.908
Os03g0726900	Dr14653	41.6	53.4247
Os03g0727200	Dr05925	35.3425	50.1946
Os03g0727600	Dr14657	53.5934	65.0873
Os03g0727600	Dr20771	67.7618	72.5275
Os03g0727900	Dr14658	56.6901	51.1924
Os03g0728100	Dr07872	49.5798	49.1667
Os03g0728800	Dr14659	52.3881	58.794
Os03g0728900	Dr05938	40.7407	36.0656
Os03g0728900	Dr07875	39.6296	33.2298
Os03g0729000	Dr20767	66.8942	68.5315
Os03g0729000	Dr20769	43.5154	63.2754
Os03g0729100	Dr20765	55.7078	47.4708
Os03g0729200	Dr14660	59.6899	60.1562
Os03g0729300	Dr14660	51.7375	52.3438
Os03g0729500	Dr03733	52.193	39.6007
Os03g0729500	Dr14661	54.6053	41.2935
Os03g0729700	Dr03727	51.8182	57.1906
Os03g0730000	Dr03722	48.172	53.0806
Os03g0730400	Dr14637	45.1613	39.9123
Os03g0730400	Dr14638	43.6725	45.5959
Os03g0730400	Dr14641	29.2804	36.4198
Os03g0730400	Dr14666	49.1315	42.9501
Os03g0730400	Dr14667	38.9578	37.1158
Os03g0730400	Dr14668	44.1687	43.4146
Os03g0730400	Dr14669	42.928	39.229
Os03g0730500	Dr14637	43.7666	36.1842
Os03g0730500	Dr14638	41.9098	40.9326
Os03g0730500	Dr14641	28.1167	32.716
Os03g0730500	Dr14666	45.8886	37.5271
Os03g0730500	Dr14667	37.1353	33.0969
Os03g0730500	Dr14668	39.5225	36.3415
Os03g0730500	Dr14669	42.9708	36.7347
Os03g0730700	Dr14637	47.2313	31.7982
Os03g0730700	Dr14638	48.2085	38.342
Os03g0730700	Dr14641	28.6645	27.1605
Os03g0730700	Dr14666	50.1629	33.4056
Os03g0730700	Dr14667	41.3681	30.0236
Os03g0730700	Dr14668	47.8827	35.8537
Os03g0730700	Dr14669	42.0195	29.2517
Os03g0730800	Dr14673	10.4688	80.7229
Os03g0731050	Dr05947	54.6729	54.2923
Os03g0731050	Dr07880	52.1028	53.6058
Os03g0731500	Dr03720	74.3195	70.6412
Os03g0731800	Dr19204	47.8632	48.6957
Os03g0731900	Dr20783	79.3028	60.3648
Os03g0732000	Dr20783	57.8838	46.2687
Os03g0732100	Dr14675	37.9747	49.6689
Os03g0732100	Dr20787	52.7848	53.9457
Os03g0733600	Dr01083	51.1013	55.7692
Os03g0733800	Dr13846	73.2067	45.7181
Os03g0734400	Dr16507	58.2857	54.2553
Os03g0734700	Dr10721	44.3396	57.3171
Os03g0734900	Dr01113	45.0185	30.7305
Os03g0735000	Dr02125	74.1683	72.3282
Os03g0735100	Dr01740	62.0818	60.5804
Os03g0735100	Dr02856	53.5316	56.6929
Os03g0735300	Dr03536	65.2027	51.8817
Os03g0735800	Dr14209	53.4091	10.3524
Os03g0735900	Dr00217	71.5631	74.6562
Os03g0736000	Dr09185	58.3562	29.9578
Os03g0736000	Dr11971	62.7397	34.4361
Os03g0736200	Dr15908	48.2759	51.4436
Os03g0736300	Dr15904	78.2258	78.479
Os03g0736400	Dr15903	57.8778	55.0459
Os03g0736600	Dr17674	35.4067	33.945
Os03g0736700	Dr17675	52.6316	44.6735
Os03g0736900	Dr16702	47.1698	30.1205
Os03g0737300	Dr03568	60.7735	65.4762
Os03g0737400	Dr03568	75.1445	77.381
Os03g0737600	Dr00187	59.0909	59.816
Os03g0737701	Dr18129	43.073	43.2911
Os03g0737800	Dr16638	66.9302	67.0185
Os03g0738000	Dr11546	61.3466	67.3973
Os03g0738200	Dr21017	0.440529	0.028547
Os03g0738400	Dr14680	85.3801	84.0691
Os03g0738400	Dr20803	86.1598	81.1009
Os03g0738600	Dr12155	16.3218	62.5551
Os03g0738600	Dr12165	59.7701	61.5385
Os03g0738600	Dr12167	28.1609	65.508
Os03g0738900	Dr05963	47.7134	50.7293
Os03g0738900	Dr16080	48.9329	50.078
Os03g0739700	Dr20799	30.5233	36.7133
Os03g0740600	Dr08704	76	76.2032
Os03g0740700	Dr19129	50.7246	46.837
Os03g0740800	Dr16502	55.1095	47.0405
Os03g0741000	Dr15104	35	28.0749
Os03g0741100	Dr10403	28.4281	29.2096
Os03g0741100	Dr10405	30.1003	26.9461
Os03g0741100	Dr10407	23.4114	25.7353
Os03g0741700	Dr01059	42.1875	16.805
Os03g0742400	Dr01057	90.3614	60.1604
Os03g0742800	Dr10418	69.2206	65.8291
Os03g0742900	Dr01035	58.8983	56.9672
Os03g0742900	Dr03417	58.4746	40.9496
Os03g0743200	Dr15899	50.7488	47.0679
Os03g0743800	Dr08934	70.6623	69.7835
Os03g0743900	Dr15922	55.9748	86.4078
Os03g0744300	Dr15916	59.2217	31.0559
Os03g0744600	Dr15912	67.7291	68.8259
Os03g0744650	Dr16479	72.2992	7.20199
Os03g0744675	Dr16479	65.5955	19.1501
Os03g0744700	Dr16478	60.8696	53.1646
Os03g0744800	Dr16477	74.2857	71.8894
Os03g0745100	Dr11606	43.0712	23.6626
Os03g0745100	Dr11607	43.0712	23.7603
Os03g0745550	Dr16071	14.2857	10
Os03g0746500	Dr15830	66.1485	70.9259
Os03g0746600	Dr07720	57.5342	34.1067
Os03g0746800	Dr00931	56.7816	53.9301
Os03g0746900	Dr08448	39.7059	39.7059
Os03g0747100	Dr20150	9.55882	6.00924
Os03g0747100	Dr21322	8.33333	5.82192
Os03g0747200	Dr21010	33.6283	35.9338
Os03g0747300	Dr21008	62.4113	70.4
Os03g0747400	Dr21003	28.223	26.045
Os03g0747400	Dr21004	30.3136	21.4815
Os03g0747700	Dr00939	49.0566	56.5217
Os03g0747800	Dr08475	66.1538	71.9064
Os03g0747800	Dr11212	83.6923	64.7619
Os03g0747900	Dr00941	76.8226	66.7663
Os03g0748000	Dr11206	54.7655	25.7285
Os03g0748000	Dr20996	45.5371	44.3299
Os03g0748100	Dr00952	56.1594	56.1594
Os03g0748200	Dr20994	68.7747	63.2727
Os03g0748300	Dr14688	38.6861	44.9153
Os03g0748400	Dr14689	69.9267	54.5802
Os03g0748500	Dr14690	62	48.4375
Os03g0748600	Dr14702	32.7485	41.791
Os03g0748700	Dr11192	68.2773	64.3564
Os03g0748800	Dr21317	80.9565	81.027
Os03g0748900	Dr09579	66.9065	49.0765
Os03g0749000	Dr14710	64.8829	41.6309
Os03g0749800	Dr03468	68.8791	67.3882
Os03g0749900	Dr03469	25.3112	50.4132
Os03g0749900	Dr03470	60.5809	61.3445
Os03g0750800	Dr16185	73.545	72.3958
Os03g0750900	Dr10682	44.0367	26.7409
Os03g0751000	Dr17432	74.1667	80.1802
Os03g0751100	Dr16184	80.8454	83.6066
Os03g0751600	Dr14305	28.0851	25.4826
Os03g0751600	Dr14603	28.0851	33
Os03g0751600	Dr17443	28.5106	27.459
Os03g0751600	Dr17444	23.4043	27.6382
Os03g0751600	Dr17445	29.7872	24.3902
Os03g0751600	Dr17447	26.383	27.5556
Os03g0752100	Dr16181	62.4454	12.0879
Os03g0752200	Dr17449	43.5696	45.6044
Os03g0752200	Dr17450	46.9816	49.1758
Os03g0752700	Dr17456	31.2092	23.8155
Os03g0752800	Dr16176	61.3821	37.284
Os03g0754500	Dr08016	73.3645	34.2048
Os03g0754800	Dr16172	77.2586	77.0186
Os03g0754900	Dr16170	28.1106	72.1893
Os03g0754900	Dr16171	43.7788	64.8464
Os03g0755000	Dr17468	57.211	47.4308
Os03g0755100	Dr16167	80.0312	84.375
Os03g0755600	Dr16164	18.2648	16.8421
Os03g0755700	Dr08010	67.4242	43.2039
Os03g0755700	Dr16162	65.9091	42.233
Os03g0755700	Dr17470	65.9091	34.1176
Os03g0755800	Dr16164	53.2609	20.6316
Os03g0755900	Dr16167	68.75	9.04605
Os03g0756000	Dr08010	88.835	88.835
Os03g0756000	Dr16162	87.8641	87.8641
Os03g0756000	Dr17470	89.3204	72.1569
Os03g0756200	Dr16158	59.5806	56.3571
Os03g0756200	Dr17472	58.9132	55.877
Os03g0756300	Dr08000	38.8571	32.8502
Os03g0756300	Dr16516	38.2857	35.2632
Os03g0756400	Dr16147	52.7508	60.1476
Os03g0756500	Dr16519	52.8846	34.6457
Os03g0756700	Dr17476	18.743	10.7951
Os03g0756800	Dr16144	54.8673	59.0476
Os03g0757000	Dr06615	21.372	17.8022
Os03g0757100	Dr06615	42.766	44.1758
Os03g0757200	Dr06615	45	45.4945
Os03g0757500	Dr06615	42.0131	42.1978
Os03g0757600	Dr06615	44.1964	43.5165
Os03g0757900	Dr17478	88.125	88.125
Os03g0758000	Dr04434	34.632	38.835
Os03g0758100	Dr10553	70.9172	67.5906
Os03g0758300	Dr10546	68.7702	61.7733
Os03g0758400	Dr10556	62.6984	37.9808
Os03g0758500	Dr13503	30.9091	29.4798
Os03g0758600	Dr13499	21.0287	13.7488
Os03g0758600	Dr16135	21.7852	16.9412
Os03g0759700	Dr05302	17.6656	23.3333
Os03g0759700	Dr08996	17.0347	37.7622
Os03g0760000	Dr09211	34.7826	23.4834
Os03g0760200	Dr09211	43.8596	44.0313
Os03g0760300	Dr09211	34.104	23.092
Os03g0760500	Dr09211	44.4015	45.0098
Os03g0760600	Dr16123	53.7931	62.1514
Os03g0760700	Dr10628	42.6667	86.4865
Os03g0760800	Dr06045	59.1398	47.0085
Os03g0760800	Dr13482	59.1398	61.1111
Os03g0761000	Dr13480	47.2222	48.227
Os03g0761200	Dr16114	71.0448	72.561
Os03g0761900	Dr06040	66.129	69.0236
Os03g0762100	Dr00637	32.6087	40.5405
Os03g0762100	Dr00639	32.6087	40.5405
Os03g0762300	Dr04010	21.8563	35.2657
Os03g0762300	Dr06036	49.7006	45.1087
Os03g0762300	Dr09853	50.2994	51.8519
Os03g0762300	Dr10614	35.9281	50.6329
Os03g0762300	Dr11281	48.8024	50.3086
Os03g0762400	Dr04010	23.1481	36.2319
Os03g0762400	Dr06036	63.5802	55.9783
Os03g0762400	Dr09853	54.9383	54.9383
Os03g0762400	Dr10614	45.9877	62.8692
Os03g0762400	Dr11281	54.6296	54.6296
Os03g0762700	Dr16112	40.264	34.4633
Os03g0762900	Dr06033	9.9187	49.5935
Os03g0764300	Dr06000	48.7773	52.4205
Os03g0764450	Dr16099	32.6316	40.5759
Os03g0764600	Dr06003	45.977	41.8848
Os03g0764600	Dr16100	42.8161	40.7104
Os03g0764800	Dr06005	23.1806	39.8148
Os03g0764900	Dr16092	16.156	27.619
Os03g0765000	Dr08630	12.2977	67.8571
Os03g0765100	Dr16089	42.5339	22.9829
Os03g0765400	Dr05984	46.2428	16.7189
Os03g0765400	Dr16087	21.9653	23.4568
Os03g0765500	Dr05983	36.1257	34.3284
Os03g0765800	Dr05982	58.2888	60.8939
Os03g0765800	Dr16085	65.6684	65.5283
Os03g0766000	Dr05979	87.2247	86.8421
Os03g0766500	Dr05969	24.4898	31.6832
Os03g0766900	Dr05967	55.516	65.272
Os03g0767000	Dr05966	62.1094	68.3871
Os03g0767500	Dr05964	58.7786	70
Os03g0767600	Dr05963	53.4407	59.1572
Os03g0767600	Dr16080	53.1479	56.6303
Os03g0767800	Dr05961	43.3333	55.4878
Os03g0767800	Dr16079	71.9048	74.3842
Os03g0767900	Dr16077	76.2821	78.2895
Os03g0769000	Dr05950	46.1078	51.3333
Os03g0769050	Dr05951	62.7706	61.8337
Os03g0769050	Dr16076	63.8528	26.5527
Os03g0769100	Dr16075	55.157	59.4203
Os03g0769400	Dr14676	66.8582	65.8491
Os03g0769400	Dr16074	64.9425	64.4487
Os03g0769600	Dr16072	67.9078	71.1896
Os03g0769900	Dr03728	47.4114	29.9484
Os03g0770800	Dr05937	78.1879	67.0504
Os03g0770800	Dr07874	76.8456	67.4521
Os03g0770900	Dr07873	22.7523	35.0282
Os03g0771500	Dr05925	34.5238	45.1362
