A0A0P0X5U4	Jaiswal:GAKM01128495.1
Q7G1V6	Jaiswal:GAKM01103389.1 Jaiswal:GAKM01046679.1 Jaiswal:GAKM01014288.1 Jaiswal:GAKM01088398.1 Jaiswal:GAKM01113297.1 Jaiswal:GAKM01105289.1 Jaiswal:GAKM01091864.1 Jaiswal:GAKM01057612.1 Jaiswal:GAKM01087412.1 Jaiswal:GAKM01018658.1 Jaiswal:GAKM01040056.1 Jaiswal:GAKM01064207.1 Jaiswal:GAKM01135907.1 Jaiswal:GAKM01076505.1 Jaiswal:GAKM01082664.1 Jaiswal:GAKM01031130.1 Jaiswal:GAKM01070688.1 Jaiswal:GAKM01082312.1 Jaiswal:GAKM01043758.1 Jaiswal:GAKM01036492.1 Jaiswal:GAKM01100639.1 Jaiswal:GAKM01117462.1 Jaiswal:GAKM01009665.1 Jaiswal:GAKM01069232.1 Jaiswal:GAKM01083912.1 Jaiswal:GAKM01127348.1 Jaiswal:GAKM01042679.1 Jaiswal:GAKM01123499.1 Jaiswal:GAKM01098457.1 Jaiswal:GAKM01036565.1 Jaiswal:GAKM01022481.1 Jaiswal:GAKM01046716.1 Jaiswal:GAKM01100617.1 Jaiswal:GAKM01054559.1 Jaiswal:GAKM01031241.1 Jaiswal:GAKM01107020.1 Jaiswal:GAKM01028406.1 Jaiswal:GAKM01133370.1 Jaiswal:GAKM01093053.1 Jaiswal:GAKM01045889.1 Jaiswal:GAKM01010658.1 Jaiswal:GAKM01040910.1 Jaiswal:GAKM01006243.1 Jaiswal:GAKM01023379.1 Jaiswal:GAKM01061698.1 Jaiswal:GAKM01093529.1 Jaiswal:GAKM01128847.1 Jaiswal:GAKM01106573.1 Jaiswal:GAKM01075511.1 Jaiswal:GAKM01134211.1 Jaiswal:GAKM01060472.1 Jaiswal:GAKM01112879.1 Jaiswal:GAKM01090618.1 Jaiswal:GAKM01062018.1 Jaiswal:GAKM01072391.1 Jaiswal:GAKM01021164.1 Jaiswal:GAKM01044234.1 Jaiswal:GAKM01062109.1 Jaiswal:GAKM01014925.1 Jaiswal:GAKM01012407.1 Jaiswal:GAKM01049301.1 Jaiswal:GAKM01102141.1 Jaiswal:GAKM01081790.1 Jaiswal:GAKM01037837.1 Jaiswal:GAKM01127893.1 Jaiswal:GAKM01111869.1 Jaiswal:GAKM01116435.1 Jaiswal:GAKM01124513.1 Jaiswal:GAKM01013447.1 Jaiswal:GAKM01048844.1 Jaiswal:GAKM01076633.1 Jaiswal:GAKM01034676.1 Jaiswal:GAKM01065811.1 Jaiswal:GAKM01047282.1 Jaiswal:GAKM01099602.1 Jaiswal:GAKM01046652.1 Jaiswal:GAKM01025213.1 Jaiswal:GAKM01078058.1 Jaiswal:GAKM01020017.1 Jaiswal:GAKM01006727.1 Jaiswal:GAKM01121399.1 Jaiswal:GAKM01064653.1 Jaiswal:GAKM01132510.1 Jaiswal:GAKM01051219.1 Jaiswal:GAKM01022193.1 Jaiswal:GAKM01116738.1 Jaiswal:GAKM01051785.1 Jaiswal:GAKM01111073.1 Jaiswal:GAKM01043517.1 Jaiswal:GAKM01082259.1 Jaiswal:GAKM01123263.1 Jaiswal:GAKM01062879.1 Jaiswal:GAKM01052351.1 Jaiswal:GAKM01107823.1 Jaiswal:GAKM01122627.1 Jaiswal:GAKM01067817.1 Jaiswal:GAKM01024907.1 Jaiswal:GAKM01000017.1 Jaiswal:GAKM01082456.1 Jaiswal:GAKM01056285.1 Jaiswal:GAKM01077415.1 Jaiswal:GAKM01095604.1 Jaiswal:GAKM01053235.1 Jaiswal:GAKM01132337.1 Jaiswal:GAKM01025902.1 Jaiswal:GAKM01099997.1 Jaiswal:GAKM01135789.1 Jaiswal:GAKM01133511.1 Jaiswal:GAKM01121809.1 Jaiswal:GAKM01044397.1 Jaiswal:GAKM01102258.1 Jaiswal:GAKM01005589.1 Jaiswal:GAKM01003369.1 Jaiswal:GAKM01071555.1 Jaiswal:GAKM01072703.1 Jaiswal:GAKM01075541.1 Jaiswal:GAKM01109335.1 Jaiswal:GAKM01089803.1 Jaiswal:GAKM01091637.1 Jaiswal:GAKM01019476.1 Jaiswal:GAKM01045070.1 Jaiswal:GAKM01107779.1 Jaiswal:GAKM01030632.1 Jaiswal:GAKM01045267.1 Jaiswal:GAKM01010731.1 Jaiswal:GAKM01082102.1 Jaiswal:GAKM01050767.1 Jaiswal:GAKM01110117.1 Jaiswal:GAKM01065089.1 Jaiswal:GAKM01027713.1 Jaiswal:GAKM01107412.1 Jaiswal:GAKM01100961.1 Jaiswal:GAKM01117589.1 Jaiswal:GAKM01137020.1 Jaiswal:GAKM01025742.1 Jaiswal:GAKM01012608.1 Jaiswal:GAKM01022830.1 Jaiswal:GAKM01081617.1 Jaiswal:GAKM01067486.1 Jaiswal:GAKM01044678.1 Jaiswal:GAKM01072005.1 Jaiswal:GAKM01048892.1 Jaiswal:GAKM01114257.1 Jaiswal:GAKM01077484.1 Jaiswal:GAKM01096187.1 Jaiswal:GAKM01043224.1 Jaiswal:GAKM01091837.1 Jaiswal:GAKM01068605.1 Jaiswal:GAKM01053555.1 Jaiswal:GAKM01113979.1 Jaiswal:GAKM01132715.1 Jaiswal:GAKM01131778.1 Jaiswal:GAKM01127094.1 Jaiswal:GAKM01092162.1 Jaiswal:GAKM01000494.1 Jaiswal:GAKM01105435.1 Jaiswal:GAKM01029516.1 Jaiswal:GAKM01111221.1 Jaiswal:GAKM01106851.1 Jaiswal:GAKM01005360.1 Jaiswal:GAKM01057245.1 Jaiswal:GAKM01003393.1 Jaiswal:GAKM01046487.1 Jaiswal:GAKM01052117.1 Jaiswal:GAKM01017366.1 Jaiswal:GAKM01054346.1 Jaiswal:GAKM01002193.1 Jaiswal:GAKM01032668.1 Jaiswal:GAKM01108955.1 Jaiswal:GAKM01044896.1 Jaiswal:GAKM01108661.1 Jaiswal:GAKM01013389.1 Jaiswal:GAKM01115687.1 Jaiswal:GAKM01037069.1 Jaiswal:GAKM01047529.1 Jaiswal:GAKM01121417.1 Jaiswal:GAKM01042328.1 Jaiswal:GAKM01033352.1 Jaiswal:GAKM01068046.1 Jaiswal:GAKM01119552.1 Jaiswal:GAKM01056063.1 Jaiswal:GAKM01134425.1 Jaiswal:GAKM01102393.1 Jaiswal:GAKM01015902.1 Jaiswal:GAKM01027884.1 Jaiswal:GAKM01084173.1 Jaiswal:GAKM01003055.1 Jaiswal:GAKM01128559.1 Jaiswal:GAKM01105326.1 Jaiswal:GAKM01039310.1 Jaiswal:GAKM01118885.1 Jaiswal:GAKM01104932.1 Jaiswal:GAKM01038493.1 Jaiswal:GAKM01004185.1 Jaiswal:GAKM01135243.1 Jaiswal:GAKM01086662.1 Jaiswal:GAKM01099625.1 Jaiswal:GAKM01063076.1 Jaiswal:GAKM01118685.1 Jaiswal:GAKM01137248.1 Jaiswal:GAKM01055539.1 Jaiswal:GAKM01057572.1 Jaiswal:GAKM01037354.1 Jaiswal:GAKM01073632.1 Jaiswal:GAKM01030215.1 Jaiswal:GAKM01043751.1 Jaiswal:GAKM01065952.1 Jaiswal:GAKM01059281.1 Jaiswal:GAKM01072102.1 Jaiswal:GAKM01135574.1 Jaiswal:GAKM01103171.1 Jaiswal:GAKM01101386.1 Jaiswal:GAKM01080302.1 Jaiswal:GAKM01078766.1 Jaiswal:GAKM01046674.1 Jaiswal:GAKM01107961.1 Jaiswal:GAKM01117218.1 Jaiswal:GAKM01008772.1 Jaiswal:GAKM01035448.1 Jaiswal:GAKM01031745.1 Jaiswal:GAKM01043682.1 Jaiswal:GAKM01093253.1 Jaiswal:GAKM01084957.1 Jaiswal:GAKM01116186.1 Jaiswal:GAKM01100882.1 Jaiswal:GAKM01052529.1 Jaiswal:GAKM01123498.1 Jaiswal:GAKM01034246.1 Jaiswal:GAKM01097637.1 Jaiswal:GAKM01067738.1 Jaiswal:GAKM01122251.1 Jaiswal:GAKM01079997.1 Jaiswal:GAKM01085870.1 Jaiswal:GAKM01041335.1 Jaiswal:GAKM01042083.1 Jaiswal:GAKM01007681.1 Jaiswal:GAKM01051850.1 Jaiswal:GAKM01076251.1 Jaiswal:GAKM01071068.1 Jaiswal:GAKM01057499.1 Jaiswal:GAKM01107527.1 Jaiswal:GAKM01084425.1 Jaiswal:GAKM01135678.1 Jaiswal:GAKM01129678.1 Jaiswal:GAKM01068179.1 Jaiswal:GAKM01090819.1 Jaiswal:GAKM01114758.1 Jaiswal:GAKM01025622.1 Jaiswal:GAKM01018704.1 Jaiswal:GAKM01123333.1 Jaiswal:GAKM01077380.1 Jaiswal:GAKM01016195.1 Jaiswal:GAKM01045417.1 Jaiswal:GAKM01068886.1 Jaiswal:GAKM01057780.1 Jaiswal:GAKM01055680.1 Jaiswal:GAKM01118209.1 Jaiswal:GAKM01039509.1 Jaiswal:GAKM01118273.1 Jaiswal:GAKM01015526.1 Jaiswal:GAKM01015076.1 Jaiswal:GAKM01028186.1 Jaiswal:GAKM01119645.1 Jaiswal:GAKM01060441.1 Jaiswal:GAKM01016348.1 Jaiswal:GAKM01025635.1 Jaiswal:GAKM01036014.1 Jaiswal:GAKM01059690.1 Jaiswal:GAKM01051801.1 Jaiswal:GAKM01084423.1 Jaiswal:GAKM01078884.1 Jaiswal:GAKM01109065.1 Jaiswal:GAKM01088339.1 Jaiswal:GAKM01023497.1 Jaiswal:GAKM01042543.1 Jaiswal:GAKM01070765.1 Jaiswal:GAKM01047692.1 Jaiswal:GAKM01084549.1 Jaiswal:GAKM01129104.1 Jaiswal:GAKM01134218.1 Jaiswal:GAKM01032006.1 Jaiswal:GAKM01044406.1 Jaiswal:GAKM01013307.1 Jaiswal:GAKM01022430.1 Jaiswal:GAKM01044943.1 Jaiswal:GAKM01071209.1 Jaiswal:GAKM01018748.1 Jaiswal:GAKM01036467.1 Jaiswal:GAKM01052488.1 Jaiswal:GAKM01050374.1 Jaiswal:GAKM01041800.1 Jaiswal:GAKM01053594.1 Jaiswal:GAKM01022130.1 Jaiswal:GAKM01052245.1 Jaiswal:GAKM01065295.1 Jaiswal:GAKM01046226.1 Jaiswal:GAKM01008347.1 Jaiswal:GAKM01024005.1 Jaiswal:GAKM01123990.1 Jaiswal:GAKM01094875.1 Jaiswal:GAKM01100614.1 Jaiswal:GAKM01052781.1 Jaiswal:GAKM01061168.1 Jaiswal:GAKM01087921.1 Jaiswal:GAKM01049788.1 Jaiswal:GAKM01010880.1 Jaiswal:GAKM01128187.1 Jaiswal:GAKM01081923.1 Jaiswal:GAKM01002940.1 Jaiswal:GAKM01019699.1 Jaiswal:GAKM01053149.1 Jaiswal:GAKM01062934.1 Jaiswal:GAKM01109411.1 Jaiswal:GAKM01117155.1 Jaiswal:GAKM01086850.1 Jaiswal:GAKM01017416.1 Jaiswal:GAKM01106598.1 Jaiswal:GAKM01043376.1 Jaiswal:GAKM01020046.1 Jaiswal:GAKM01020016.1 Jaiswal:GAKM01033541.1 Jaiswal:GAKM01095246.1 Jaiswal:GAKM01082986.1 Jaiswal:GAKM01071692.1 Jaiswal:GAKM01076962.1 Jaiswal:GAKM01114367.1 Jaiswal:GAKM01063668.1 Jaiswal:GAKM01065033.1 Jaiswal:GAKM01086810.1 Jaiswal:GAKM01110053.1 Jaiswal:GAKM01053481.1 Jaiswal:GAKM01082856.1 Jaiswal:GAKM01021242.1 Jaiswal:GAKM01018151.1 Jaiswal:GAKM01042391.1 Jaiswal:GAKM01103959.1 Jaiswal:GAKM01016211.1 Jaiswal:GAKM01013961.1 Jaiswal:GAKM01122718.1 Jaiswal:GAKM01104440.1 Jaiswal:GAKM01043383.1 Jaiswal:GAKM01018200.1 Jaiswal:GAKM01063807.1 Jaiswal:GAKM01134734.1 Jaiswal:GAKM01128179.1 Jaiswal:GAKM01099022.1 Jaiswal:GAKM01036674.1 Jaiswal:GAKM01107607.1 Jaiswal:GAKM01034227.1 Jaiswal:GAKM01037019.1 Jaiswal:GAKM01068577.1 Jaiswal:GAKM01101046.1 Jaiswal:GAKM01053222.1 Jaiswal:GAKM01043821.1 Jaiswal:GAKM01098978.1 Jaiswal:GAKM01100817.1 Jaiswal:GAKM01099907.1 Jaiswal:GAKM01005277.1 Jaiswal:GAKM01088812.1 Jaiswal:GAKM01088761.1 Jaiswal:GAKM01124744.1 Jaiswal:GAKM01104346.1 Jaiswal:GAKM01131336.1 Jaiswal:GAKM01035482.1 Jaiswal:GAKM01044177.1 Jaiswal:GAKM01007788.1 Jaiswal:GAKM01059560.1 Jaiswal:GAKM01101068.1 Jaiswal:GAKM01123893.1 Jaiswal:GAKM01006564.1 Jaiswal:GAKM01004868.1 Jaiswal:GAKM01120966.1 Jaiswal:GAKM01063614.1 Jaiswal:GAKM01100492.1 Jaiswal:GAKM01095918.1 Jaiswal:GAKM01115949.1 Jaiswal:GAKM01011627.1 Jaiswal:GAKM01050438.1 Jaiswal:GAKM01041482.1 Jaiswal:GAKM01026248.1 Jaiswal:GAKM01108710.1 Jaiswal:GAKM01041604.1 Jaiswal:GAKM01095522.1 Jaiswal:GAKM01117797.1 Jaiswal:GAKM01125373.1 Jaiswal:GAKM01082992.1 Jaiswal:GAKM01102956.1 Jaiswal:GAKM01050740.1 Jaiswal:GAKM01017708.1 Jaiswal:GAKM01056259.1 Jaiswal:GAKM01136887.1 Jaiswal:GAKM01078344.1 Jaiswal:GAKM01044231.1 Jaiswal:GAKM01004275.1 Jaiswal:GAKM01012619.1 Jaiswal:GAKM01098612.1 Jaiswal:GAKM01134351.1 Jaiswal:GAKM01028623.1 Jaiswal:GAKM01033562.1 Jaiswal:GAKM01057757.1 Jaiswal:GAKM01007039.1 Jaiswal:GAKM01031437.1 Jaiswal:GAKM01035461.1 Jaiswal:GAKM01044375.1 Jaiswal:GAKM01123863.1 Jaiswal:GAKM01042852.1 Jaiswal:GAKM01082969.1 Jaiswal:GAKM01026697.1 Jaiswal:GAKM01050003.1 Jaiswal:GAKM01050285.1 Jaiswal:GAKM01044522.1 Jaiswal:GAKM01020636.1 Jaiswal:GAKM01101092.1 Jaiswal:GAKM01072073.1 Jaiswal:GAKM01027433.1 Jaiswal:GAKM01079554.1 Jaiswal:GAKM01131350.1 Jaiswal:GAKM01084239.1 Jaiswal:GAKM01109595.1 Jaiswal:GAKM01018304.1 Jaiswal:GAKM01071007.1 Jaiswal:GAKM01134434.1 Jaiswal:GAKM01089986.1 Jaiswal:GAKM01016750.1 Jaiswal:GAKM01114833.1 Jaiswal:GAKM01092984.1 Jaiswal:GAKM01117642.1 Jaiswal:GAKM01013652.1 Jaiswal:GAKM01013777.1 Jaiswal:GAKM01099177.1 Jaiswal:GAKM01067359.1 Jaiswal:GAKM01131803.1 Jaiswal:GAKM01065221.1 Jaiswal:GAKM01103003.1 Jaiswal:GAKM01025692.1 Jaiswal:GAKM01070540.1 Jaiswal:GAKM01071336.1 Jaiswal:GAKM01036943.1 Jaiswal:GAKM01098120.1 Jaiswal:GAKM01026846.1 Jaiswal:GAKM01006790.1 Jaiswal:GAKM01063705.1 Jaiswal:GAKM01074925.1 Jaiswal:GAKM01076610.1 Jaiswal:GAKM01055847.1 Jaiswal:GAKM01034527.1 Jaiswal:GAKM01053337.1 Jaiswal:GAKM01100541.1 Jaiswal:GAKM01015660.1 Jaiswal:GAKM01062181.1 Jaiswal:GAKM01124026.1 Jaiswal:GAKM01028876.1 Jaiswal:GAKM01102461.1 Jaiswal:GAKM01020626.1 Jaiswal:GAKM01001965.1 Jaiswal:GAKM01043198.1 Jaiswal:GAKM01027540.1 Jaiswal:GAKM01119557.1 Jaiswal:GAKM01098005.1 Jaiswal:GAKM01105618.1 Jaiswal:GAKM01085346.1 Jaiswal:GAKM01098787.1 Jaiswal:GAKM01006006.1 Jaiswal:GAKM01099624.1 Jaiswal:GAKM01076866.1 Jaiswal:GAKM01084049.1 Jaiswal:GAKM01105293.1 Jaiswal:GAKM01036791.1 Jaiswal:GAKM01032059.1
Q7G2F7	Jaiswal:GAKM01121577.1
Q7G2H3	Jaiswal:GAKM01015682.1 Jaiswal:GAKM01078600.1 Jaiswal:GAKM01125848.1 Jaiswal:GAKM01028959.1
Q7G4P2	Jaiswal:GAKM01078090.1 Jaiswal:GAKM01009179.1
Q7G602	Jaiswal:GAKM01075581.1 Jaiswal:GAKM01046861.1 Jaiswal:GAKM01095413.1 Jaiswal:GAKM01062821.1 Jaiswal:GAKM01077705.1 Jaiswal:GAKM01054175.1 Jaiswal:GAKM01021039.1 Jaiswal:GAKM01100340.1 Jaiswal:GAKM01025655.1 Jaiswal:GAKM01128946.1 Jaiswal:GAKM01032481.1 Jaiswal:GAKM01083866.1 Jaiswal:GAKM01052014.1
Q7G7J6	Jaiswal:GAKM01131107.1 Jaiswal:GAKM01031413.1
Q7X634	Jaiswal:GAKM01030116.1 Jaiswal:GAKM01010181.1 Jaiswal:GAKM01132473.1 Jaiswal:GAKM01023582.1 Jaiswal:GAKM01101594.1 Jaiswal:GAKM01079656.1 Jaiswal:GAKM01011010.1
Q7X720	Jaiswal:GAKM01109496.1 Jaiswal:GAKM01082412.1 Jaiswal:GAKM01095513.1 Jaiswal:GAKM01047983.1 Jaiswal:GAKM01089053.1 Jaiswal:GAKM01064753.1 Jaiswal:GAKM01021929.1 Jaiswal:GAKM01070374.1 Jaiswal:GAKM01119533.1 Jaiswal:GAKM01133378.1 Jaiswal:GAKM01115529.1 Jaiswal:GAKM01050827.1 Jaiswal:GAKM01088722.1
Q7X742	Jaiswal:GAKM01064495.1 Jaiswal:GAKM01067068.1 Jaiswal:GAKM01120708.1 Jaiswal:GAKM01033430.1 Jaiswal:GAKM01003431.1
Q7X7A1	Jaiswal:GAKM01010227.1 Jaiswal:GAKM01118921.1 Jaiswal:GAKM01011788.1 Jaiswal:GAKM01108715.1 Jaiswal:GAKM01002038.1 Jaiswal:GAKM01013826.1 Jaiswal:GAKM01103230.1 Jaiswal:GAKM01065309.1 Jaiswal:GAKM01093250.1 Jaiswal:GAKM01038572.1 Jaiswal:GAKM01115162.1 Jaiswal:GAKM01000125.1 Jaiswal:GAKM01099925.1 Jaiswal:GAKM01068218.1 Jaiswal:GAKM01030519.1 Jaiswal:GAKM01057239.1 Jaiswal:GAKM01013845.1 Jaiswal:GAKM01077336.1 Jaiswal:GAKM01078504.1 Jaiswal:GAKM01037988.1 Jaiswal:GAKM01019495.1 Jaiswal:GAKM01135905.1 Jaiswal:GAKM01001602.1 Jaiswal:GAKM01114709.1 Jaiswal:GAKM01009006.1 Jaiswal:GAKM01125658.1 Jaiswal:GAKM01075873.1 Jaiswal:GAKM01063994.1 Jaiswal:GAKM01053970.1 Jaiswal:GAKM01006742.1 Jaiswal:GAKM01099528.1 Jaiswal:GAKM01135276.1 Jaiswal:GAKM01059450.1 Jaiswal:GAKM01057854.1 Jaiswal:GAKM01093047.1 Jaiswal:GAKM01041081.1 Jaiswal:GAKM01080459.1
Q7X7H9	Jaiswal:GAKM01092960.1 Jaiswal:GAKM01052928.1 Jaiswal:GAKM01115547.1 Jaiswal:GAKM01101862.1 Jaiswal:GAKM01122233.1
Q7X7N2	Jaiswal:GAKM01134002.1 Jaiswal:GAKM01079777.1
Q7X7X0	Jaiswal:GAKM01098294.1 Jaiswal:GAKM01023865.1 Jaiswal:GAKM01100897.1
Q7X7X4	Jaiswal:GAKM01132641.1 Jaiswal:GAKM01112022.1 Jaiswal:GAKM01128201.1 Jaiswal:GAKM01027350.1
Q7X8A1	Jaiswal:GAKM01067827.1 Jaiswal:GAKM01021836.1
Q7X8R0	Jaiswal:GAKM01073989.1 Jaiswal:GAKM01108233.1 Jaiswal:GAKM01101881.1
Q7X8V3	Jaiswal:GAKM01109496.1 Jaiswal:GAKM01082412.1 Jaiswal:GAKM01095513.1 Jaiswal:GAKM01047983.1 Jaiswal:GAKM01089053.1 Jaiswal:GAKM01064753.1 Jaiswal:GAKM01021929.1 Jaiswal:GAKM01070374.1 Jaiswal:GAKM01119533.1 Jaiswal:GAKM01133378.1 Jaiswal:GAKM01115529.1 Jaiswal:GAKM01050827.1 Jaiswal:GAKM01088722.1
Q7X993	Jaiswal:GAKM01124475.1 Jaiswal:GAKM01075897.1
Q7XAP2	Jaiswal:GAKM01085779.1 Jaiswal:GAKM01040939.1 Jaiswal:GAKM01067931.1 Jaiswal:GAKM01079882.1 Jaiswal:GAKM01108646.1
Q7XC20	Jaiswal:GAKM01043070.1 Jaiswal:GAKM01024264.1 Jaiswal:GAKM01017519.1
Q7XCK3	Jaiswal:GAKM01083490.1
Q7XE48	Jaiswal:GAKM01097900.1 Jaiswal:GAKM01136134.1 Jaiswal:GAKM01051319.1 Jaiswal:GAKM01091915.1 Jaiswal:GAKM01074855.1
Q7XEH2	Jaiswal:GAKM01135285.1 Jaiswal:GAKM01091977.1 Jaiswal:GAKM01111718.1
Q7XEZ1	Jaiswal:GAKM01005488.1 Jaiswal:GAKM01091639.1 Jaiswal:GAKM01080595.1
Q7XEZ6	Jaiswal:GAKM01102115.1 Jaiswal:GAKM01056913.1 Jaiswal:GAKM01082233.1 Jaiswal:GAKM01077707.1 Jaiswal:GAKM01105512.1 Jaiswal:GAKM01109110.1 Jaiswal:GAKM01000402.1 Jaiswal:GAKM01073767.1 Jaiswal:GAKM01128986.1 Jaiswal:GAKM01006445.1 Jaiswal:GAKM01082208.1 Jaiswal:GAKM01040422.1 Jaiswal:GAKM01018070.1 Jaiswal:GAKM01089562.1 Jaiswal:GAKM01117142.1 Jaiswal:GAKM01052463.1 Jaiswal:GAKM01076445.1 Jaiswal:GAKM01067333.1 Jaiswal:GAKM01108419.1 Jaiswal:GAKM01063825.1 Jaiswal:GAKM01117246.1 Jaiswal:GAKM01007206.1
Q7XH05	Jaiswal:GAKM01015510.1 Jaiswal:GAKM01039603.1 Jaiswal:GAKM01014107.1 Jaiswal:GAKM01114757.1 Jaiswal:GAKM01011530.1 Jaiswal:GAKM01113314.1 Jaiswal:GAKM01025621.1 Jaiswal:GAKM01103124.1 Jaiswal:GAKM01029389.1
Q7XHL3	Jaiswal:GAKM01050619.1 Jaiswal:GAKM01035491.1 Jaiswal:GAKM01010154.1 Jaiswal:GAKM01037756.1 Jaiswal:GAKM01008013.1 Jaiswal:GAKM01104927.1 Jaiswal:GAKM01067757.1 Jaiswal:GAKM01133738.1 Jaiswal:GAKM01024705.1 Jaiswal:GAKM01068019.1 Jaiswal:GAKM01049150.1 Jaiswal:GAKM01135826.1 Jaiswal:GAKM01082884.1
Q7XHZ2	Jaiswal:GAKM01005448.1
Q7XI34	Jaiswal:GAKM01016158.1 Jaiswal:GAKM01069632.1 Jaiswal:GAKM01061978.1 Jaiswal:GAKM01088621.1 Jaiswal:GAKM01123098.1 Jaiswal:GAKM01111056.1 Jaiswal:GAKM01068899.1 Jaiswal:GAKM01099960.1 Jaiswal:GAKM01114974.1 Jaiswal:GAKM01010055.1
Q7XI35	Jaiswal:GAKM01016158.1 Jaiswal:GAKM01069632.1 Jaiswal:GAKM01061978.1 Jaiswal:GAKM01088621.1 Jaiswal:GAKM01123098.1 Jaiswal:GAKM01111056.1 Jaiswal:GAKM01068899.1 Jaiswal:GAKM01099960.1 Jaiswal:GAKM01114974.1 Jaiswal:GAKM01010055.1
Q7XI67	Jaiswal:GAKM01043688.1
Q7XI92	Jaiswal:GAKM01083206.1 Jaiswal:GAKM01037008.1 Jaiswal:GAKM01056602.1 Jaiswal:GAKM01054068.1
Q7XI96	Jaiswal:GAKM01009080.1 Jaiswal:GAKM01053043.1
Q7XK23	Jaiswal:GAKM01117214.1 Jaiswal:GAKM01054532.1
Q7XKH9	Jaiswal:GAKM01093130.1 Jaiswal:GAKM01031126.1 Jaiswal:GAKM01120117.1 Jaiswal:GAKM01004836.1 Jaiswal:GAKM01092379.1 Jaiswal:GAKM01105223.1 Jaiswal:GAKM01011792.1 Jaiswal:GAKM01006618.1 Jaiswal:GAKM01106491.1 Jaiswal:GAKM01123310.1 Jaiswal:GAKM01027029.1 Jaiswal:GAKM01017804.1 Jaiswal:GAKM01118030.1 Jaiswal:GAKM01084814.1 Jaiswal:GAKM01096954.1 Jaiswal:GAKM01040123.1 Jaiswal:GAKM01132267.1 Jaiswal:GAKM01116779.1 Jaiswal:GAKM01087866.1 Jaiswal:GAKM01132316.1 Jaiswal:GAKM01060230.1 Jaiswal:GAKM01099508.1 Jaiswal:GAKM01067415.1 Jaiswal:GAKM01088595.1 Jaiswal:GAKM01010264.1 Jaiswal:GAKM01027173.1 Jaiswal:GAKM01072471.1 Jaiswal:GAKM01063192.1 Jaiswal:GAKM01066471.1 Jaiswal:GAKM01089616.1 Jaiswal:GAKM01097742.1 Jaiswal:GAKM01074093.1 Jaiswal:GAKM01112909.1 Jaiswal:GAKM01081737.1 Jaiswal:GAKM01043135.1 Jaiswal:GAKM01062240.1 Jaiswal:GAKM01127985.1 Jaiswal:GAKM01112888.1 Jaiswal:GAKM01056897.1 Jaiswal:GAKM01070999.1 Jaiswal:GAKM01033390.1
Q7XKI0	Jaiswal:GAKM01093130.1 Jaiswal:GAKM01031126.1 Jaiswal:GAKM01120117.1 Jaiswal:GAKM01004836.1 Jaiswal:GAKM01092379.1 Jaiswal:GAKM01105223.1 Jaiswal:GAKM01011792.1 Jaiswal:GAKM01006618.1 Jaiswal:GAKM01106491.1 Jaiswal:GAKM01123310.1 Jaiswal:GAKM01027029.1 Jaiswal:GAKM01017804.1 Jaiswal:GAKM01118030.1 Jaiswal:GAKM01084814.1 Jaiswal:GAKM01096954.1 Jaiswal:GAKM01040123.1 Jaiswal:GAKM01132267.1 Jaiswal:GAKM01116779.1 Jaiswal:GAKM01087866.1 Jaiswal:GAKM01132316.1 Jaiswal:GAKM01060230.1 Jaiswal:GAKM01099508.1 Jaiswal:GAKM01067415.1 Jaiswal:GAKM01088595.1 Jaiswal:GAKM01010264.1 Jaiswal:GAKM01027173.1 Jaiswal:GAKM01072471.1 Jaiswal:GAKM01063192.1 Jaiswal:GAKM01066471.1 Jaiswal:GAKM01089616.1 Jaiswal:GAKM01097742.1 Jaiswal:GAKM01074093.1 Jaiswal:GAKM01112909.1 Jaiswal:GAKM01081737.1 Jaiswal:GAKM01043135.1 Jaiswal:GAKM01062240.1 Jaiswal:GAKM01127985.1 Jaiswal:GAKM01112888.1 Jaiswal:GAKM01056897.1 Jaiswal:GAKM01070999.1 Jaiswal:GAKM01033390.1
Q7XKQ8	Jaiswal:GAKM01135275.1
Q7XM21	Jaiswal:GAKM01069672.1 Jaiswal:GAKM01004680.1
