A2X747	Phytozome_Cs:orange1.1g036315m
Q7XH05	Phytozome_Cs:orange1.1g002311m Phytozome_Cs:orange1.1g002932m Phytozome_Cs:orange1.1g000669m Phytozome_Cs:orange1.1g002015m Phytozome_Cs:orange1.1g000981m Phytozome_Cs:orange1.1g000629m Phytozome_Cs:orange1.1g001024m Phytozome_Cs:orange1.1g003040m
Q7XHL3	Phytozome_Cs:orange1.1g010842m Phytozome_Cs:orange1.1g041829m
Q7XHZ2	Phytozome_Cs:orange1.1g012505m Phytozome_Cs:orange1.1g012560m
Q7XI34	Phytozome_Cs:orange1.1g013342m Phytozome_Cs:orange1.1g046167m Phytozome_Cs:orange1.1g012151m Phytozome_Cs:orange1.1g013836m Phytozome_Cs:orange1.1g012678m Phytozome_Cs:orange1.1g012543m Phytozome_Cs:orange1.1g012563m Phytozome_Cs:orange1.1g040486m Phytozome_Cs:orange1.1g016062m Phytozome_Cs:orange1.1g012613m Phytozome_Cs:orange1.1g020179m Phytozome_Cs:orange1.1g014232m Phytozome_Cs:orange1.1g018483m Phytozome_Cs:orange1.1g012735m Phytozome_Cs:orange1.1g012474m
Q7XI35	Phytozome_Cs:orange1.1g013342m Phytozome_Cs:orange1.1g046167m Phytozome_Cs:orange1.1g012151m Phytozome_Cs:orange1.1g013836m Phytozome_Cs:orange1.1g012678m Phytozome_Cs:orange1.1g012543m Phytozome_Cs:orange1.1g012563m Phytozome_Cs:orange1.1g040486m Phytozome_Cs:orange1.1g016062m Phytozome_Cs:orange1.1g012613m Phytozome_Cs:orange1.1g020179m Phytozome_Cs:orange1.1g014232m Phytozome_Cs:orange1.1g018483m Phytozome_Cs:orange1.1g012735m Phytozome_Cs:orange1.1g012474m
Q7XI45	Phytozome_Cs:orange1.1g033701m Phytozome_Cs:orange1.1g034168m
Q7XI92	Phytozome_Cs:orange1.1g038854m Phytozome_Cs:orange1.1g038404m Phytozome_Cs:orange1.1g037716m Phytozome_Cs:orange1.1g024239m
Q7XI96	Phytozome_Cs:orange1.1g020929m Phytozome_Cs:orange1.1g022148m
Q7XK23	Phytozome_Cs:orange1.1g019198m Phytozome_Cs:orange1.1g018224m
Q7XKH9	Phytozome_Cs:orange1.1g047540m Phytozome_Cs:orange1.1g010775m Phytozome_Cs:orange1.1g037221m Phytozome_Cs:orange1.1g022329m Phytozome_Cs:orange1.1g010825m Phytozome_Cs:orange1.1g010684m Phytozome_Cs:orange1.1g022321m Phytozome_Cs:orange1.1g012217m Phytozome_Cs:orange1.1g022811m Phytozome_Cs:orange1.1g012342m
Q7XKI0	Phytozome_Cs:orange1.1g047540m Phytozome_Cs:orange1.1g010775m Phytozome_Cs:orange1.1g037221m Phytozome_Cs:orange1.1g022329m Phytozome_Cs:orange1.1g010825m Phytozome_Cs:orange1.1g010684m Phytozome_Cs:orange1.1g022321m Phytozome_Cs:orange1.1g012217m Phytozome_Cs:orange1.1g022811m Phytozome_Cs:orange1.1g012342m
Q7XKQ8	Phytozome_Cs:orange1.1g040733m Phytozome_Cs:orange1.1g048725m
Q7XM21	Phytozome_Cs:orange1.1g018041m Phytozome_Cs:orange1.1g017946m Phytozome_Cs:orange1.1g022556m
Q7XMA8	Phytozome_Cs:orange1.1g047540m Phytozome_Cs:orange1.1g010775m Phytozome_Cs:orange1.1g037221m Phytozome_Cs:orange1.1g022329m Phytozome_Cs:orange1.1g010825m Phytozome_Cs:orange1.1g010684m Phytozome_Cs:orange1.1g022321m Phytozome_Cs:orange1.1g012217m Phytozome_Cs:orange1.1g022811m Phytozome_Cs:orange1.1g012342m
Q7XN11	Phytozome_Cs:orange1.1g010250m Phytozome_Cs:orange1.1g013243m Phytozome_Cs:orange1.1g013204m
Q7XNL8	Phytozome_Cs:orange1.1g034468m
Q7XPB5	Phytozome_Cs:orange1.1g018253m Phytozome_Cs:orange1.1g018443m
Q7XPR4	Phytozome_Cs:orange1.1g028827m Phytozome_Cs:orange1.1g026410m Phytozome_Cs:orange1.1g026391m Phytozome_Cs:orange1.1g026380m Phytozome_Cs:orange1.1g039466m Phytozome_Cs:orange1.1g028838m Phytozome_Cs:orange1.1g024846m
Q7XPW5	Phytozome_Cs:orange1.1g038498m
Q7XQ85	Phytozome_Cs:orange1.1g011570m
Q7XR02	Phytozome_Cs:orange1.1g032200m
Q7XR52	Phytozome_Cs:orange1.1g012022m
Q7XR60	Phytozome_Cs:orange1.1g048614m Phytozome_Cs:orange1.1g045250m
Q7XR61	Phytozome_Cs:orange1.1g048614m Phytozome_Cs:orange1.1g045250m
Q7XRA1	Phytozome_Cs:orange1.1g004438m Phytozome_Cs:orange1.1g005135m
Q7XRT0	Phytozome_Cs:orange1.1g027781m Phytozome_Cs:orange1.1g022385m Phytozome_Cs:orange1.1g022390m Phytozome_Cs:orange1.1g026923m
Q7XRX3	Phytozome_Cs:orange1.1g034429m
Q7XSS9	Phytozome_Cs:orange1.1g038793m Phytozome_Cs:orange1.1g043927m
Q7XTE8	Phytozome_Cs:orange1.1g024736m Phytozome_Cs:orange1.1g024714m
Q7XTH0	Phytozome_Cs:orange1.1g047540m Phytozome_Cs:orange1.1g010775m Phytozome_Cs:orange1.1g037221m Phytozome_Cs:orange1.1g022329m Phytozome_Cs:orange1.1g010825m Phytozome_Cs:orange1.1g010684m Phytozome_Cs:orange1.1g022321m Phytozome_Cs:orange1.1g012217m Phytozome_Cs:orange1.1g022811m Phytozome_Cs:orange1.1g012342m
Q7XTK3	Phytozome_Cs:orange1.1g044294m Phytozome_Cs:orange1.1g037166m
Q7XTX7	Phytozome_Cs:orange1.1g007521m
Q7XU28	Phytozome_Cs:orange1.1g018330m
Q7XU29	Phytozome_Cs:orange1.1g043705m
Q7XUA8	Phytozome_Cs:orange1.1g013571m Phytozome_Cs:orange1.1g021336m Phytozome_Cs:orange1.1g036756m Phytozome_Cs:orange1.1g020605m
Q7XUH5	Phytozome_Cs:orange1.1g024684m Phytozome_Cs:orange1.1g019622m Phytozome_Cs:orange1.1g019608m Phytozome_Cs:orange1.1g022510m
Q7XUK6	Phytozome_Cs:orange1.1g027801m Phytozome_Cs:orange1.1g032216m
Q7XUS2	Phytozome_Cs:orange1.1g027062m Phytozome_Cs:orange1.1g037843m Phytozome_Cs:orange1.1g029484m Phytozome_Cs:orange1.1g030626m Phytozome_Cs:orange1.1g046651m
Q7XV13	Phytozome_Cs:orange1.1g002436m Phytozome_Cs:orange1.1g002417m
Q7XV42	Phytozome_Cs:orange1.1g047540m Phytozome_Cs:orange1.1g010775m Phytozome_Cs:orange1.1g037221m Phytozome_Cs:orange1.1g022329m Phytozome_Cs:orange1.1g010825m Phytozome_Cs:orange1.1g010684m Phytozome_Cs:orange1.1g022321m Phytozome_Cs:orange1.1g012217m Phytozome_Cs:orange1.1g022811m Phytozome_Cs:orange1.1g012342m
Q7XVM2	Phytozome_Cs:orange1.1g017358m Phytozome_Cs:orange1.1g036766m Phytozome_Cs:orange1.1g012142m Phytozome_Cs:orange1.1g012864m Phytozome_Cs:orange1.1g018779m Phytozome_Cs:orange1.1g019331m
Q7XVM8	Phytozome_Cs:orange1.1g007912m Phytozome_Cs:orange1.1g008051m Phytozome_Cs:orange1.1g008325m
Q7XVP0	Phytozome_Cs:orange1.1g023978m Phytozome_Cs:orange1.1g029100m Phytozome_Cs:orange1.1g023993m Phytozome_Cs:orange1.1g036939m Phytozome_Cs:orange1.1g024004m
Q7XWP9	Phytozome_Cs:orange1.1g004970m Phytozome_Cs:orange1.1g004495m Phytozome_Cs:orange1.1g004509m Phytozome_Cs:orange1.1g005021m
Q7XX31	Phytozome_Cs:orange1.1g009502m
Q7XX32	Phytozome_Cs:orange1.1g009502m
Q7XXL2	Phytozome_Cs:orange1.1g039837m
Q7XXQ9	Phytozome_Cs:orange1.1g020289m Phytozome_Cs:orange1.1g020329m Phytozome_Cs:orange1.1g020596m
Q7XYS3	Phytozome_Cs:orange1.1g043892m
Q7XZH5	Phytozome_Cs:orange1.1g044923m Phytozome_Cs:orange1.1g044485m Phytozome_Cs:orange1.1g023553m Phytozome_Cs:orange1.1g046809m Phytozome_Cs:orange1.1g023573m Phytozome_Cs:orange1.1g023613m Phytozome_Cs:orange1.1g023554m
Q7Y0B9	Phytozome_Cs:orange1.1g023058m Phytozome_Cs:orange1.1g019901m Phytozome_Cs:orange1.1g017936m Phytozome_Cs:orange1.1g020133m Phytozome_Cs:orange1.1g017933m Phytozome_Cs:orange1.1g017860m
Q7Y0C8	Phytozome_Cs:orange1.1g043892m
Q7Y0W5	Phytozome_Cs:orange1.1g044790m Phytozome_Cs:orange1.1g027234m Phytozome_Cs:orange1.1g029986m
Q7Y0Y6	Phytozome_Cs:orange1.1g011109m Phytozome_Cs:orange1.1g014460m Phytozome_Cs:orange1.1g010834m Phytozome_Cs:orange1.1g010858m Phytozome_Cs:orange1.1g011761m Phytozome_Cs:orange1.1g014465m Phytozome_Cs:orange1.1g014470m
Q7Y0Y8	Phytozome_Cs:orange1.1g011109m Phytozome_Cs:orange1.1g014460m Phytozome_Cs:orange1.1g010834m Phytozome_Cs:orange1.1g010858m Phytozome_Cs:orange1.1g011761m Phytozome_Cs:orange1.1g014465m Phytozome_Cs:orange1.1g014470m
Q7Y152	Phytozome_Cs:orange1.1g017802m Phytozome_Cs:orange1.1g048621m Phytozome_Cs:orange1.1g016886m Phytozome_Cs:orange1.1g016879m Phytozome_Cs:orange1.1g010850m Phytozome_Cs:orange1.1g018397m Phytozome_Cs:orange1.1g020300m Phytozome_Cs:orange1.1g018058m
Q84JH5	Phytozome_Cs:orange1.1g018327m Phytozome_Cs:orange1.1g018060m Phytozome_Cs:orange1.1g022113m
Q84JI0	Phytozome_Cs:orange1.1g015135m Phytozome_Cs:orange1.1g036852m
Q84LF7	Phytozome_Cs:orange1.1g046079m
Q84M43	Phytozome_Cs:orange1.1g001420m Phytozome_Cs:orange1.1g001430m Phytozome_Cs:orange1.1g001422m Phytozome_Cs:orange1.1g004118m Phytozome_Cs:orange1.1g003073m Phytozome_Cs:orange1.1g002469m Phytozome_Cs:orange1.1g003527m Phytozome_Cs:orange1.1g001413m Phytozome_Cs:orange1.1g003541m Phytozome_Cs:orange1.1g001424m Phytozome_Cs:orange1.1g001431m Phytozome_Cs:orange1.1g001427m Phytozome_Cs:orange1.1g001421m
Q84ME6	Phytozome_Cs:orange1.1g030992m Phytozome_Cs:orange1.1g027253m
Q84MN8	Phytozome_Cs:orange1.1g021558m Phytozome_Cs:orange1.1g012433m Phytozome_Cs:orange1.1g015787m
Q84NP3	Phytozome_Cs:orange1.1g019885m Phytozome_Cs:orange1.1g012763m Phytozome_Cs:orange1.1g019864m Phytozome_Cs:orange1.1g025223m Phytozome_Cs:orange1.1g015238m Phytozome_Cs:orange1.1g019894m
Q84Q89	Phytozome_Cs:orange1.1g039124m
Q84QA7	Phytozome_Cs:orange1.1g007586m
Q84QC0	Phytozome_Cs:orange1.1g044744m Phytozome_Cs:orange1.1g021748m Phytozome_Cs:orange1.1g021716m Phytozome_Cs:orange1.1g027101m Phytozome_Cs:orange1.1g047636m Phytozome_Cs:orange1.1g026454m Phytozome_Cs:orange1.1g026084m Phytozome_Cs:orange1.1g022681m Phytozome_Cs:orange1.1g029440m
Q84R94	Phytozome_Cs:orange1.1g023369m Phytozome_Cs:orange1.1g025735m Phytozome_Cs:orange1.1g028898m Phytozome_Cs:orange1.1g025991m
Q84VC7	Phytozome_Cs:orange1.1g004879m Phytozome_Cs:orange1.1g002589m Phytozome_Cs:orange1.1g002628m Phytozome_Cs:orange1.1g003536m Phytozome_Cs:orange1.1g005005m
Q84YK8	Phytozome_Cs:orange1.1g002644m Phytozome_Cs:orange1.1g002670m Phytozome_Cs:orange1.1g002672m Phytozome_Cs:orange1.1g003699m Phytozome_Cs:orange1.1g008591m Phytozome_Cs:orange1.1g002617m Phytozome_Cs:orange1.1g007678m Phytozome_Cs:orange1.1g008399m Phytozome_Cs:orange1.1g007674m Phytozome_Cs:orange1.1g006365m Phytozome_Cs:orange1.1g012542m Phytozome_Cs:orange1.1g006428m Phytozome_Cs:orange1.1g008395m Phytozome_Cs:orange1.1g005971m Phytozome_Cs:orange1.1g008659m Phytozome_Cs:orange1.1g006629m Phytozome_Cs:orange1.1g004307m Phytozome_Cs:orange1.1g006999m Phytozome_Cs:orange1.1g002649m Phytozome_Cs:orange1.1g047131m Phytozome_Cs:orange1.1g040723m Phytozome_Cs:orange1.1g005962m Phytozome_Cs:orange1.1g002706m
Q84ZN6	Phytozome_Cs:orange1.1g001420m Phytozome_Cs:orange1.1g001430m Phytozome_Cs:orange1.1g001422m Phytozome_Cs:orange1.1g004118m Phytozome_Cs:orange1.1g003073m Phytozome_Cs:orange1.1g002469m Phytozome_Cs:orange1.1g003527m Phytozome_Cs:orange1.1g001413m Phytozome_Cs:orange1.1g003541m Phytozome_Cs:orange1.1g001424m Phytozome_Cs:orange1.1g001431m Phytozome_Cs:orange1.1g001427m Phytozome_Cs:orange1.1g001421m
Q84ZY2	Phytozome_Cs:orange1.1g004970m Phytozome_Cs:orange1.1g004495m Phytozome_Cs:orange1.1g004509m Phytozome_Cs:orange1.1g005021m
Q851L5	Phytozome_Cs:orange1.1g013571m Phytozome_Cs:orange1.1g021336m Phytozome_Cs:orange1.1g036756m Phytozome_Cs:orange1.1g020605m
Q851L6	Phytozome_Cs:orange1.1g013571m Phytozome_Cs:orange1.1g021336m Phytozome_Cs:orange1.1g036756m Phytozome_Cs:orange1.1g020605m
Q851Z6	Phytozome_Cs:orange1.1g012808m Phytozome_Cs:orange1.1g008621m Phytozome_Cs:orange1.1g008693m
Q852C2	Phytozome_Cs:orange1.1g013342m Phytozome_Cs:orange1.1g046167m Phytozome_Cs:orange1.1g012151m Phytozome_Cs:orange1.1g013836m Phytozome_Cs:orange1.1g012678m Phytozome_Cs:orange1.1g012543m Phytozome_Cs:orange1.1g012563m Phytozome_Cs:orange1.1g040486m Phytozome_Cs:orange1.1g016062m Phytozome_Cs:orange1.1g012613m Phytozome_Cs:orange1.1g020179m Phytozome_Cs:orange1.1g014232m Phytozome_Cs:orange1.1g018483m Phytozome_Cs:orange1.1g012735m Phytozome_Cs:orange1.1g012474m
Q852M1	Phytozome_Cs:orange1.1g002311m Phytozome_Cs:orange1.1g002932m Phytozome_Cs:orange1.1g000669m Phytozome_Cs:orange1.1g002015m Phytozome_Cs:orange1.1g000981m Phytozome_Cs:orange1.1g000629m Phytozome_Cs:orange1.1g001024m Phytozome_Cs:orange1.1g003040m
Q852M2	Phytozome_Cs:orange1.1g002311m Phytozome_Cs:orange1.1g002932m Phytozome_Cs:orange1.1g000669m Phytozome_Cs:orange1.1g002015m Phytozome_Cs:orange1.1g000981m Phytozome_Cs:orange1.1g000629m Phytozome_Cs:orange1.1g001024m Phytozome_Cs:orange1.1g003040m
Q852Q1	Phytozome_Cs:orange1.1g010214m Phytozome_Cs:orange1.1g022617m Phytozome_Cs:orange1.1g012201m Phytozome_Cs:orange1.1g010208m Phytozome_Cs:orange1.1g016985m Phytozome_Cs:orange1.1g014842m Phytozome_Cs:orange1.1g017029m
Q8GRS2	Phytozome_Cs:orange1.1g026462m Phytozome_Cs:orange1.1g028982m Phytozome_Cs:orange1.1g030183m
Q8GRU7	Phytozome_Cs:orange1.1g022949m Phytozome_Cs:orange1.1g011357m Phytozome_Cs:orange1.1g008692m Phytozome_Cs:orange1.1g015802m
Q8GSD9	Phytozome_Cs:orange1.1g010112m Phytozome_Cs:orange1.1g010076m Phytozome_Cs:orange1.1g046667m
Q8GSI0	Phytozome_Cs:orange1.1g020030m Phytozome_Cs:orange1.1g020700m Phytozome_Cs:orange1.1g025069m Phytozome_Cs:orange1.1g020724m Phytozome_Cs:orange1.1g018411m Phytozome_Cs:orange1.1g017322m Phytozome_Cs:orange1.1g019230m
Q8GT01	Phytozome_Cs:orange1.1g024016m Phytozome_Cs:orange1.1g023866m Phytozome_Cs:orange1.1g024121m
Q8GTK1	Phytozome_Cs:orange1.1g046862m Phytozome_Cs:orange1.1g038655m Phytozome_Cs:orange1.1g039445m
Q8GVJ4	Phytozome_Cs:orange1.1g040843m Phytozome_Cs:orange1.1g019605m Phytozome_Cs:orange1.1g016781m
Q8GVN6	Phytozome_Cs:orange1.1g017205m
Q8GVZ0	Phytozome_Cs:orange1.1g027372m Phytozome_Cs:orange1.1g022053m Phytozome_Cs:orange1.1g029516m Phytozome_Cs:orange1.1g027303m Phytozome_Cs:orange1.1g030138m Phytozome_Cs:orange1.1g029829m
Q8GZY1	Phytozome_Cs:orange1.1g009497m Phytozome_Cs:orange1.1g010226m
Q8H016	Phytozome_Cs:orange1.1g002436m Phytozome_Cs:orange1.1g002417m
Q8H048	Phytozome_Cs:orange1.1g001129m Phytozome_Cs:orange1.1g001250m Phytozome_Cs:orange1.1g003060m Phytozome_Cs:orange1.1g003210m Phytozome_Cs:orange1.1g009008m Phytozome_Cs:orange1.1g001128m Phytozome_Cs:orange1.1g001126m Phytozome_Cs:orange1.1g003057m Phytozome_Cs:orange1.1g001130m Phytozome_Cs:orange1.1g007000m Phytozome_Cs:orange1.1g001122m
Q8H051	Phytozome_Cs:orange1.1g018518m Phytozome_Cs:orange1.1g012909m Phytozome_Cs:orange1.1g013297m Phytozome_Cs:orange1.1g012353m Phytozome_Cs:orange1.1g018515m Phytozome_Cs:orange1.1g012273m Phytozome_Cs:orange1.1g012253m
Q8H093	Phytozome_Cs:orange1.1g001129m Phytozome_Cs:orange1.1g001250m Phytozome_Cs:orange1.1g003060m Phytozome_Cs:orange1.1g003210m Phytozome_Cs:orange1.1g009008m Phytozome_Cs:orange1.1g001128m Phytozome_Cs:orange1.1g001126m Phytozome_Cs:orange1.1g003057m Phytozome_Cs:orange1.1g001130m Phytozome_Cs:orange1.1g007000m Phytozome_Cs:orange1.1g001122m
Q8H0A1	Phytozome_Cs:orange1.1g015464m Phytozome_Cs:orange1.1g018090m Phytozome_Cs:orange1.1g015945m
Q8H0B2	Phytozome_Cs:orange1.1g015073m Phytozome_Cs:orange1.1g015079m Phytozome_Cs:orange1.1g015080m Phytozome_Cs:orange1.1g015119m Phytozome_Cs:orange1.1g015109m Phytozome_Cs:orange1.1g015114m
Q8H0B6	Phytozome_Cs:orange1.1g015073m Phytozome_Cs:orange1.1g015079m Phytozome_Cs:orange1.1g015080m Phytozome_Cs:orange1.1g015119m Phytozome_Cs:orange1.1g015109m Phytozome_Cs:orange1.1g015114m
Q8H273	Phytozome_Cs:orange1.1g029015m Phytozome_Cs:orange1.1g038285m Phytozome_Cs:orange1.1g028094m Phytozome_Cs:orange1.1g026103m Phytozome_Cs:orange1.1g038709m
Q8H2J9	Phytozome_Cs:orange1.1g014700m Phytozome_Cs:orange1.1g012596m Phytozome_Cs:orange1.1g012720m
Q8H395	Phytozome_Cs:orange1.1g023369m Phytozome_Cs:orange1.1g025735m Phytozome_Cs:orange1.1g028898m Phytozome_Cs:orange1.1g025991m
Q8H3A4	Phytozome_Cs:orange1.1g016199m Phytozome_Cs:orange1.1g026389m Phytozome_Cs:orange1.1g018705m Phytozome_Cs:orange1.1g017371m Phytozome_Cs:orange1.1g046107m Phytozome_Cs:orange1.1g018474m Phytozome_Cs:orange1.1g023085m Phytozome_Cs:orange1.1g017520m Phytozome_Cs:orange1.1g018144m Phytozome_Cs:orange1.1g022967m Phytozome_Cs:orange1.1g017317m Phytozome_Cs:orange1.1g026118m
Q8H3C8	Phytozome_Cs:orange1.1g013571m Phytozome_Cs:orange1.1g021336m Phytozome_Cs:orange1.1g036756m Phytozome_Cs:orange1.1g020605m
Q8H3C9	Phytozome_Cs:orange1.1g013571m Phytozome_Cs:orange1.1g021336m Phytozome_Cs:orange1.1g036756m Phytozome_Cs:orange1.1g020605m
Q8H3L0	Phytozome_Cs:orange1.1g010083m
Q8H3Q7	Phytozome_Cs:orange1.1g037393m
Q8H4L3	Phytozome_Cs:orange1.1g016330m
Q8H530	Phytozome_Cs:orange1.1g041243m
Q8H539	Phytozome_Cs:orange1.1g041039m Phytozome_Cs:orange1.1g024678m Phytozome_Cs:orange1.1g029221m
Q8H6G8	Phytozome_Cs:orange1.1g010112m Phytozome_Cs:orange1.1g010076m Phytozome_Cs:orange1.1g046667m
Q8H7P5	Phytozome_Cs:orange1.1g035790m
Q8H7T7	Phytozome_Cs:orange1.1g027646m Phytozome_Cs:orange1.1g025084m
Q8H825	Phytozome_Cs:orange1.1g020275m
Q8H8U0	Phytozome_Cs:orange1.1g018312m
Q8H930	Phytozome_Cs:orange1.1g015073m Phytozome_Cs:orange1.1g015079m Phytozome_Cs:orange1.1g015080m Phytozome_Cs:orange1.1g015119m Phytozome_Cs:orange1.1g015109m Phytozome_Cs:orange1.1g015114m
Q8LGZ9	Phytozome_Cs:orange1.1g019715m Phytozome_Cs:orange1.1g018025m Phytozome_Cs:orange1.1g019949m Phytozome_Cs:orange1.1g040559m Phytozome_Cs:orange1.1g018014m
Q8LHD1	Phytozome_Cs:orange1.1g000831m Phytozome_Cs:orange1.1g001049m
Q8LI89	Phytozome_Cs:orange1.1g014523m Phytozome_Cs:orange1.1g004727m Phytozome_Cs:orange1.1g009537m Phytozome_Cs:orange1.1g011602m Phytozome_Cs:orange1.1g007749m Phytozome_Cs:orange1.1g004719m Phytozome_Cs:orange1.1g009550m
Q8LJJ2	Phytozome_Cs:orange1.1g009957m Phytozome_Cs:orange1.1g009781m
Q8LM92	Phytozome_Cs:orange1.1g020877m Phytozome_Cs:orange1.1g047593m Phytozome_Cs:orange1.1g042286m
Q8LMW8	Phytozome_Cs:orange1.1g043403m
Q8LN68	Phytozome_Cs:orange1.1g035911m Phytozome_Cs:orange1.1g039323m Phytozome_Cs:orange1.1g047495m
Q8LNU2	Phytozome_Cs:orange1.1g002807m
Q8LQ34	Phytozome_Cs:orange1.1g048730m
Q8RU95	Phytozome_Cs:orange1.1g008895m Phytozome_Cs:orange1.1g012774m Phytozome_Cs:orange1.1g012015m Phytozome_Cs:orange1.1g045351m Phytozome_Cs:orange1.1g011116m Phytozome_Cs:orange1.1g015325m Phytozome_Cs:orange1.1g008749m
Q8RV06	Phytozome_Cs:orange1.1g011842m Phytozome_Cs:orange1.1g011871m
Q8RV34	Phytozome_Cs:orange1.1g019381m
Q8RYL0	Phytozome_Cs:orange1.1g040324m Phytozome_Cs:orange1.1g046230m
Q8RZV7	Phytozome_Cs:orange1.1g002155m
Q8S0G4	Phytozome_Cs:orange1.1g022050m Phytozome_Cs:orange1.1g012349m Phytozome_Cs:orange1.1g042202m Phytozome_Cs:orange1.1g012547m Phytozome_Cs:orange1.1g019978m
Q8S2E5	Phytozome_Cs:orange1.1g022268m Phytozome_Cs:orange1.1g015926m
Q8S2G0	Phytozome_Cs:orange1.1g016716m
Q8S2G5	Phytozome_Cs:orange1.1g022050m Phytozome_Cs:orange1.1g012349m Phytozome_Cs:orange1.1g042202m Phytozome_Cs:orange1.1g012547m Phytozome_Cs:orange1.1g019978m
Q8S3R0	Phytozome_Cs:orange1.1g020916m
Q8S5M6	Phytozome_Cs:orange1.1g043341m
Q8S5N2	Phytozome_Cs:orange1.1g010460m Phytozome_Cs:orange1.1g011047m
Q8S5T1	Phytozome_Cs:orange1.1g042564m
Q8S601	Phytozome_Cs:orange1.1g014818m Phytozome_Cs:orange1.1g024169m Phytozome_Cs:orange1.1g019084m Phytozome_Cs:orange1.1g021288m Phytozome_Cs:orange1.1g021971m Phytozome_Cs:orange1.1g015714m Phytozome_Cs:orange1.1g014790m
Q8S7T9	Phytozome_Cs:orange1.1g008324m Phytozome_Cs:orange1.1g037479m Phytozome_Cs:orange1.1g016854m Phytozome_Cs:orange1.1g008315m
Q8S919	Phytozome_Cs:orange1.1g032060m Phytozome_Cs:orange1.1g048404m Phytozome_Cs:orange1.1g032075m Phytozome_Cs:orange1.1g032055m Phytozome_Cs:orange1.1g032038m
Q8S920	Phytozome_Cs:orange1.1g032060m Phytozome_Cs:orange1.1g048404m Phytozome_Cs:orange1.1g032075m Phytozome_Cs:orange1.1g032055m Phytozome_Cs:orange1.1g032038m
Q8S983	Phytozome_Cs:orange1.1g002516m
Q8S985	Phytozome_Cs:orange1.1g004436m Phytozome_Cs:orange1.1g004489m Phytozome_Cs:orange1.1g004532m Phytozome_Cs:orange1.1g012439m Phytozome_Cs:orange1.1g004106m
Q8S9S4	Phytozome_Cs:orange1.1g013332m Phytozome_Cs:orange1.1g020439m Phytozome_Cs:orange1.1g023013m Phytozome_Cs:orange1.1g023049m Phytozome_Cs:orange1.1g021680m Phytozome_Cs:orange1.1g013442m Phytozome_Cs:orange1.1g023014m Phytozome_Cs:orange1.1g014490m Phytozome_Cs:orange1.1g021176m Phytozome_Cs:orange1.1g013076m
Q8S9Z2	Phytozome_Cs:orange1.1g016370m
Q8VWH2	Phytozome_Cs:orange1.1g030371m
Q8W0B6	Phytozome_Cs:orange1.1g010565m Phytozome_Cs:orange1.1g013579m Phytozome_Cs:orange1.1g010638m Phytozome_Cs:orange1.1g010346m Phytozome_Cs:orange1.1g046534m
Q8W0E4	Phytozome_Cs:orange1.1g047635m
Q8W1L6	Phytozome_Cs:orange1.1g004891m Phytozome_Cs:orange1.1g004726m Phytozome_Cs:orange1.1g008509m Phytozome_Cs:orange1.1g004972m Phytozome_Cs:orange1.1g004918m Phytozome_Cs:orange1.1g007805m Phytozome_Cs:orange1.1g009256m Phytozome_Cs:orange1.1g004892m
Q8W250	Phytozome_Cs:orange1.1g040690m Phytozome_Cs:orange1.1g012004m Phytozome_Cs:orange1.1g018600m Phytozome_Cs:orange1.1g017567m Phytozome_Cs:orange1.1g013846m Phytozome_Cs:orange1.1g018592m
Q8W3F9	Phytozome_Cs:orange1.1g001213m
Q8W3J0	Phytozome_Cs:orange1.1g019309m Phytozome_Cs:orange1.1g019317m Phytozome_Cs:orange1.1g019276m Phytozome_Cs:orange1.1g019060m Phytozome_Cs:orange1.1g019079m Phytozome_Cs:orange1.1g019062m Phytozome_Cs:orange1.1g019293m Phytozome_Cs:orange1.1g022414m
Q8W3L9	Phytozome_Cs:orange1.1g007028m Phytozome_Cs:orange1.1g007187m Phytozome_Cs:orange1.1g007186m Phytozome_Cs:orange1.1g007983m Phytozome_Cs:orange1.1g007180m Phytozome_Cs:orange1.1g007174m Phytozome_Cs:orange1.1g009144m Phytozome_Cs:orange1.1g007034m Phytozome_Cs:orange1.1g008002m Phytozome_Cs:orange1.1g016498m Phytozome_Cs:orange1.1g016500m Phytozome_Cs:orange1.1g007988m Phytozome_Cs:orange1.1g007173m Phytozome_Cs:orange1.1g016840m Phytozome_Cs:orange1.1g007017m Phytozome_Cs:orange1.1g009140m Phytozome_Cs:orange1.1g012304m Phytozome_Cs:orange1.1g012340m
Q8W3M0	Phytozome_Cs:orange1.1g007028m Phytozome_Cs:orange1.1g007187m Phytozome_Cs:orange1.1g007186m Phytozome_Cs:orange1.1g007983m Phytozome_Cs:orange1.1g007180m Phytozome_Cs:orange1.1g007174m Phytozome_Cs:orange1.1g009144m Phytozome_Cs:orange1.1g007034m Phytozome_Cs:orange1.1g008002m Phytozome_Cs:orange1.1g016498m Phytozome_Cs:orange1.1g016500m Phytozome_Cs:orange1.1g007988m Phytozome_Cs:orange1.1g007173m Phytozome_Cs:orange1.1g016840m Phytozome_Cs:orange1.1g007017m Phytozome_Cs:orange1.1g009140m Phytozome_Cs:orange1.1g012304m Phytozome_Cs:orange1.1g012340m
Q93VC3	Phytozome_Cs:orange1.1g019717m Phytozome_Cs:orange1.1g044975m Phytozome_Cs:orange1.1g019857m
Q93VD5	Phytozome_Cs:orange1.1g010461m Phytozome_Cs:orange1.1g047920m
Q93WI9	Phytozome_Cs:orange1.1g030371m
