Gene stable ID	Setaria italica gene stable ID	% identity	Setaria italica % identity	Orthology confidence [0 low, 1 high]
OS02G0255200	Si003337m.g	96	96	1
OS02G0255200	Si007511m.g	96	96	1
OS02G0255400	Si008200m.g	34	12	1
OS02G0255400	Si015488m.g	44	56	1
OS02G0255400	Si019702m.g	58	59	1
OS02G0255400	Si019961m.g	51	34	1
OS02G0255400	Si025062m.g	36	31	1
OS02G0255400	Si028227m.g	53	58	1
OS02G0255400	Si032826m.g	43	19	1
OS02G0255500	Si018317m.g	92	87	1
OS02G0255700	Si016077m.g	68	25	1
OS02G0256100	Si017201m.g	81	80	1
OS02G0257200	Si019659m.g	70	69	1
OS02G0257300	Si017188m.g	65	67	1
OS02G0257500	Si017482m.g	54	58	1
OS02G0258000	Si019726m.g	49	53	1
OS02G0258200	Si017040m.g	67	36	1
OS02G0258250	Si017040m.g	74	28	1
OS02G0258300	Si016295m.g	77	75	1
OS02G0258800	Si007612m.g	61	57	1
OS02G0258800	Si007614m.g	70	67	1
OS02G0258900	Si013891m.g	81	81	1
OS02G0259100	Si016628m.g	65	64	1
OS02G0259600	Si018321m.g	76	75	1
OS02G0259850	Si016099m.g	65	12	1
OS02G0259900	Si016099m.g	35	11	1
OS02G0260200	Si017378m.g	85	85	1
OS02G0260400	Si027553m.g	70	49	1
OS02G0260500	Si016580m.g	56	42	1
OS02G0260700	Si016848m.g	87	90	1
OS02G0260900	Si008200m.g	56	12	1
OS02G0260900	Si015488m.g	44	35	1
OS02G0260900	Si019702m.g	66	41	1
OS02G0260900	Si019961m.g	58	24	1
OS02G0260900	Si025062m.g	30	16	1
OS02G0260900	Si028227m.g	64	43	1
OS02G0260900	Si032826m.g	65	18	1
OS02G0261000	Si018269m.g	42	64	1
OS02G0261100	Si007428m.g	95	93	0
OS02G0264300	Si020348m.g	37	75	1
OS02G0264800	Si018358m.g	82	29	1
OS02G0265200	Si017529m.g	65	62	1
OS02G0265400	Si018427m.g	99	98	1
OS02G0265700	Si016537m.g	68	17	1
OS02G0265800	Si019455m.g	66	62	1
OS02G0265900	Si018225m.g	73	70	1
OS02G0266000	Si018043m.g	69	69	1
OS02G0266100	Si018264m.g	85	84	1
OS02G0266200	Si016698m.g	83	88	1
OS02G0266300	Si017048m.g	91	91	1
OS02G0266500	Si016570m.g	67	18	1
OS02G0266800	Si017778m.g	66	60	1
OS02G0267000	Si017897m.g	69	67	1
OS02G0267200	Si018142m.g	78	80	1
OS02G0268100	Si022104m.g	35	41	1
OS02G0268100	Si024493m.g	33	38	1
OS02G0268300	Si022104m.g	35	41	1
OS02G0268300	Si024493m.g	33	38	1
OS02G0269000	Si018002m.g	83	84	1
OS02G0269200	Si018581m.g	94	61	1
OS02G0269600	Si016437m.g	68	61	1
OS02G0269600	Si026020m.g	70	63	1
OS02G0270200	Si016437m.g	60	40	1
OS02G0270200	Si026020m.g	63	42	1
OS02G0270800	Si016437m.g	66	35	1
OS02G0270800	Si026020m.g	68	36	1
OS02G0270900	Si016437m.g	64	54	1
OS02G0270900	Si026020m.g	65	55	1
OS02G0271000	Si016437m.g	69	68	1
OS02G0271000	Si026020m.g	71	70	1
OS02G0271600	Si016437m.g	66	60	1
OS02G0271600	Si026020m.g	67	61	1
OS02G0271900	Si017903m.g	27	49	1
OS02G0271900	Si020627m.g	15	42	1
OS02G0272100	Si024292m.g	30	47	1
OS02G0272100	Si024937m.g	21	42	1
OS02G0272200	Si027772m.g	63	63	1
OS02G0272300	Si019913m.g	82	81	1
OS02G0272400	Si017898m.g	87	87	1
OS02G0272600	Si017906m.g	86	70	1
OS02G0273000	Si011991m.g	11	78	1
OS02G0273000	Si015410m.g	11	75	1
OS02G0273000	Si022152m.g	83	97	1
OS02G0273100	Si017411m.g	79	77	1
OS02G0273700	Si016612m.g	64	63	1
OS02G0273800	Si020207m.g	53	60	1
OS02G0273900	Si018824m.g	76	66	1
OS02G0273900	Si018892m.g	81	81	1
OS02G0274000	Si007936m.g	77	54	1
OS02G0274000	Si008329m.g	77	54	1
OS02G0274000	Si014585m.g	76	54	1
OS02G0274000	Si020146m.g	75	62	1
OS02G0274100	Si016347m.g	88	80	1
OS02G0274100	Si017689m.g	42	89	1
OS02G0274600	Si016959m.g	56	49	1
OS02G0274900	Si016862m.g	81	73	1
OS02G0275100	Si018588m.g	87	87	1
OS02G0275100	Si026956m.g	88	88	1
OS02G0275200	Si016775m.g	58	61	1
OS02G0275200	Si017473m.g	39	61	1
OS02G0276200	Si018391m.g	76	68	1
OS02G0276400	Si018217m.g	87	72	1
OS02G0276500	Si020026m.g	84	83	1
OS02G0276900	Si017450m.g	55	57	1
OS02G0277600	Si016996m.g	81	81	1
OS02G0277600	Si026262m.g	81	81	1
OS02G0277700	Si016435m.g	37	31	1
OS02G0278400	Si035332m.g	56	59	1
OS02G0278700	Si038735m.g	59	67	1
OS02G0278700	Si040211m.g	56	71	1
OS02G0279600	Si037879m.g	79	66	1
OS02G0280100	Si017265m.g	90	91	1
OS02G0280200	Si017963m.g	43	44	1
OS02G0280400	Si017326m.g	86	86	1
OS02G0280500	Si017648m.g	95	22	0
OS02G0281000	Si016166m.g	80	80	1
OS02G0281150	Si017959m.g	65	78	1
OS02G0281200	Si019238m.g	48	52	1
OS02G0282000	Si019238m.g	47	53	1
OS02G0282100	Si014625m.g	81	84	1
OS02G0282100	Si018138m.g	85	47	1
OS02G0282500	Si019238m.g	52	27	1
OS02G0282900	Si016688m.g	85	86	1
OS02G0283800	Si016681m.g	91	91	1
OS02G0284500	Si009501m.g	31	42	1
OS02G0284500	Si009620m.g	29	45	1
OS02G0284500	Si009624m.g	25	38	1
OS02G0284600	Si007477m.g	98	98	1
OS02G0284600	Si023599m.g	98	98	1
OS02G0285800	Si017823m.g	45	94	1
OS02G0285800	Si017842m.g	36	76	1
OS02G0285900	Si019074m.g	16	31	1
OS02G0285900	Si019165m.g	18	27	1
OS02G0285900	Si019235m.g	15	25	1
OS02G0285900	Si019271m.g	15	25	1
OS02G0285900	Si019409m.g	15	24	1
OS02G0285900	Si019546m.g	15	24	1
OS02G0285900	Si019812m.g	15	25	1
OS02G0285900	Si019916m.g	18	22	1
OS02G0285900	Si020131m.g	19	18	1
OS02G0285900	Si020174m.g	14	24	1
OS02G0286200	Si019846m.g	90	91	1
OS02G0286350	Si018512m.g	40	25	1
OS02G0286350	Si031300m.g	39	24	1
OS02G0286850	Si025864m.g	64	24	0
OS02G0286850	Si025919m.g	67	28	0
OS02G0286850	Si025930m.g	66	28	0
OS02G0286850	Si025949m.g	63	27	0
OS02G0286850	Si025956m.g	69	32	0
OS02G0286850	Si026058m.g	56	32	0
OS02G0286850	Si026097m.g	51	31	0
OS02G0286850	Si027718m.g	52	30	0
OS02G0286850	Si027952m.g	68	28	0
OS02G0286850	Si028090m.g	53	32	0
OS02G0286850	Si028143m.g	67	30	0
OS02G0286850	Si028284m.g	59	33	0
OS02G0287000	Si037073m.g	89	92	1
OS02G0287800	Si017530m.g	44	14	1
OS02G0287900	Si017388m.g	38	40	1
OS02G0288000	Si017388m.g	40	40	1
OS02G0288100	Si019127m.g	64	62	1
OS02G0288200	Si016765m.g	35	36	1
OS02G0288400	Si027817m.g	80	80	1
OS02G0288400	Si032963m.g	68	74	1
OS02G0288600	Si032895m.g	39	45	1
OS02G0288700	Si027817m.g	79	73	1
OS02G0288700	Si032963m.g	66	67	1
OS02G0288925	Si019405m.g	34	38	1
OS02G0288925	Si019917m.g	33	38	1
OS02G0289000	Si032895m.g	20	25	1
OS02G0289500	Si004588m.g	40	12	1
OS02G0290000	Si012413m.g	71	73	1
OS02G0290300	Si000312m.g	75	71	1
OS02G0290400	Si005407m.g	21	71	1
OS02G0290400	Si018432m.g	64	96	1
OS02G0290500	Si016810m.g	74	75	1
OS02G0290600	Si016392m.g	88	78	1
OS02G0290900	Si019557m.g	82	85	1
OS02G0290900	Si020743m.g	17	92	1
OS02G0291000	Si018774m.g	46	91	1
OS02G0291000	Si019859m.g	28	78	1
OS02G0291400	Si018774m.g	42	83	1
OS02G0291400	Si019859m.g	28	77	1
OS02G0291500	Si017203m.g	95	41	1
OS02G0292600	Si019253m.g	35	48	1
OS02G0292800	Si014928m.g	58	64	1
OS02G0293300	Si013419m.g	68	71	1
OS02G0293400	Si017683m.g	85	86	1
OS02G0293500	Si016611m.g	77	23	1
OS02G0293800	Si016485m.g	74	51	1
OS02G0293900	Si004657m.g	48	44	1
OS02G0293900	Si015086m.g	50	48	1
OS02G0294100	Si017388m.g	39	41	1
OS02G0294600	Si013449m.g	83	71	1
OS02G0294700	Si016320m.g	71	59	1
OS02G0295700	Si016320m.g	71	72	1
OS02G0296400	Si017663m.g	51	39	1
OS02G0296400	Si018057m.g	42	40	1
OS02G0296400	Si032161m.g	50	49	1
OS02G0296800	Si018338m.g	76	44	1
OS02G0297132	Si039574m.g	45	61	1
OS02G0297200	Si012569m.g	19	24	0
OS02G0297600	Si017392m.g	93	93	1
OS02G0297900	Si033117m.g	30	15	1
OS02G0297900	Si040155m.g	39	12	1
OS02G0298200	Si016524m.g	54	46	1
OS02G0299000	Si016524m.g	53	45	1
OS02G0299600	Si018937m.g	93	93	1
OS02G0300700	Si018316m.g	95	62	1
OS02G0301000	Si017753m.g	90	88	1
OS02G0301100	Si018169m.g	85	88	1
OS02G0301100	Si019403m.g	83	68	1
OS02G0301100	Si019459m.g	78	85	1
OS02G0301400	Si039746m.g	17	16	0
OS02G0301500	Si016129m.g	99	44	1
OS02G0301700	Si017663m.g	55	41	1
OS02G0301700	Si018057m.g	45	42	1
OS02G0301700	Si032161m.g	58	55	1
OS02G0301800	Si028362m.g	56	55	0
OS02G0302700	Si017309m.g	73	76	1
OS02G0302700	Si020059m.g	75	77	1
OS02G0302900	Si017228m.g	71	73	1
OS02G0304500	Si008135m.g	51	44	1
OS02G0304800	Si006203m.g	69	69	1
OS02G0304900	Si019175m.g	71	63	1
OS02G0305600	Si018493m.g	27	60	1
OS02G0305700	Si013732m.g	81	63	1
OS02G0305800	Si003462m.g	71	72	1
OS02G0305800	Si020676m.g	64	69	1
OS02G0305950	Si015757m.g	46	55	1
OS02G0306100	Si014377m.g	79	38	1
OS02G0306250	Si003462m.g	65	47	1
OS02G0306250	Si020676m.g	64	48	1
OS02G0306401	Si017185m.g	73	80	1
OS02G0306550	Si017958m.g	58	57	1
OS02G0306900	Si018369m.g	51	87	1
OS02G0306900	Si018622m.g	37	90	1
OS02G0307000	Si016165m.g	85	85	1
OS02G0307200	Si001417m.g	87	37	1
OS02G0307300	Si000120m.g	7	1	1
OS02G0307700	Si015183m.g	34	62	1
OS02G0307800	Si018036m.g	67	65	1
OS02G0307900	Si019485m.g	61	63	1
OS02G0308400	Si018101m.g	58	58	1
OS02G0308800	Si019447m.g	42	52	1
OS02G0309200	Si036314m.g	43	42	1
OS02G0309500	Si036314m.g	41	29	1
OS02G0310500	Si036314m.g	41	38	1
OS02G0311150	Si036314m.g	40	43	1
OS02G0311800	Si003078m.g	36	44	1
OS02G0311800	Si033386m.g	12	5	1
OS02G0312500	Si018536m.g	84	85	1
OS02G0312600	Si018399m.g	98	98	1
OS02G0312700	Si018152m.g	79	73	1
OS02G0312800	Si017104m.g	69	69	1
OS02G0313400	Si016757m.g	89	42	1
OS02G0313700	Si016521m.g	78	81	1
OS02G0314300	Si017853m.g	54	78	1
OS02G0314600	Si016951m.g	79	80	1
OS02G0315200	Si000595m.g	35	16	1
OS02G0315600	Si019794m.g	46	61	1
OS02G0316900	Si000197m.g	0	0	1
OS02G0316900	Si000599m.g	47	42	1
OS02G0316900	Si001657m.g	0	0	1
OS02G0317300	Si017739m.g	68	66	1
OS02G0317400	Si003065m.g	92	92	1
OS02G0317400	Si033348m.g	75	86	1
OS02G0317500	Si019668m.g	44	54	1
OS02G0317800	Si018587m.g	82	84	1
OS02G0319100	Si016309m.g	76	74	1
OS02G0319300	Si022398m.g	82	17	1
OS02G0319800	Si035704m.g	77	78	0
OS02G0320000	Si022979m.g	64	51	1
OS02G0320100	Si013851m.g	79	64	1
OS02G0320300	Si019020m.g	15	80	1
OS02G0321000	Si019887m.g	32	59	1
OS02G0321500	Si031531m.g	20	43	1
OS02G0321600	Si018658m.g	56	59	1
OS02G0321800	Si018312m.g	81	84	1
OS02G0321900	Si002874m.g	93	93	1
OS02G0322400	Si020144m.g	55	72	1
OS02G0324300	Si017886m.g	92	92	1
OS02G0324400	Si018727m.g	53	58	1
OS02G0324400	Si025050m.g	56	58	1
OS02G0324500	Si037629m.g	59	35	1
OS02G0324700	Si018545m.g	58	68	1
OS02G0325100	Si017324m.g	96	96	0
OS02G0325300	Si036426m.g	24	13	1
OS02G0325401	Si011242m.g	4	2	1
OS02G0325401	Si028249m.g	61	8	1
OS02G0325600	Si019945m.g	53	55	1
OS02G0326000	Si007028m.g	78	76	1
OS02G0326200	Si018313m.g	52	67	1
OS02G0326600	Si005694m.g	85	60	0
OS02G0326600	Si033894m.g	90	62	0
OS02G0326700	Si017220m.g	54	44	1
OS02G0327000	Si018535m.g	84	84	1
OS02G0327100	Si037854m.g	81	95	1
OS02G0327500	Si015038m.g	40	82	1
OS02G0327700	Si016967m.g	68	75	1
OS02G0328500	Si004496m.g	59	40	1
OS02G0328500	Si008491m.g	20	22	1
OS02G0328500	Si012168m.g	15	16	1
OS02G0328500	Si015126m.g	46	42	1
OS02G0328500	Si015564m.g	58	35	1
OS02G0328500	Si019745m.g	60	40	1
OS02G0328500	Si020128m.g	41	28	1
OS02G0328500	Si032582m.g	50	38	1
OS02G0328500	Si032723m.g	39	34	1
OS02G0328500	Si033147m.g	60	37	1
OS02G0329300	Si015612m.g	22	62	1
OS02G0329300	Si016473m.g	88	88	1
OS02G0329800	Si016747m.g	80	78	1
OS02G0330200	Si016722m.g	81	80	1
OS02G0331200	Si021870m.g	83	85	1
OS02G0331400	Si020184m.g	83	76	1
OS02G0332200	Si035102m.g	95	95	1
OS02G0433600	Si017804m.g	59	63	1
OS02G0435000	Si017547m.g	87	87	1
OS02G0436400	Si018106m.g	69	89	1
OS02G0437200	Si017979m.g	72	37	1
OS02G0437800	Si034925m.g	93	93	1
OS02G0438200	Si009636m.g	48	50	1
OS02G0438900	Si018837m.g	34	54	1
OS02G0439200	Si016401m.g	57	54	1
OS02G0439700	Si017261m.g	70	71	1
OS02G0440000	Si021869m.g	86	86	1
OS02G0440900	Si004384m.g	82	81	1
OS02G0440900	Si004714m.g	80	79	1
OS02G0445100	Si018834m.g	81	83	1
OS02G0445300	Si012210m.g	63	42	1
OS02G0445300	Si027630m.g	63	42	1
OS02G0445600	Si019642m.g	76	76	1
OS02G0448000	Si019800m.g	85	85	1
OS02G0448400	Si016988m.g	83	89	1
OS02G0448600	Si019935m.g	44	56	1
OS02G0450000	Si016308m.g	83	81	1
OS02G0452500	Si016586m.g	88	15	1
OS02G0453400	Si009710m.g	43	12	1
OS02G0453400	Si012302m.g	43	12	1
OS02G0453400	Si012369m.g	43	12	1
OS02G0454500	Si017678m.g	75	76	1
OS02G0454700	Si019766m.g	42	46	1
OS02G0455400	Si019487m.g	61	68	1
OS02G0455800	Si004979m.g	19	17	1
OS02G0455900	Si004979m.g	21	19	1
OS02G0456000	Si016399m.g	91	67	1
OS02G0456500	Si016856m.g	82	39	1
OS02G0456800	Si005748m.g	73	75	1
OS02G0457100	Si014623m.g	65	70	0
OS02G0457100	Si015064m.g	65	58	0
OS02G0457100	Si020100m.g	64	71	0
OS02G0457300	Si014623m.g	57	85	0
OS02G0457300	Si015064m.g	58	72	0
OS02G0457300	Si020100m.g	55	85	0
OS02G0457500	Si016381m.g	71	72	1
OS02G0458100	Si019268m.g	38	28	1
OS02G0458900	Si031143m.g	12	22	0
OS02G0459300	Si019654m.g	50	71	1
OS02G0459600	Si017815m.g	39	84	1
OS02G0460200	Si018761m.g	76	83	1
OS02G0461000	Si019567m.g	62	58	1
OS02G0461200	Si015734m.g	32	42	1
OS02G0461200	Si016724m.g	44	44	1
OS02G0461500	Si019692m.g	55	57	1
OS02G0461700	Si019894m.g	42	56	1
OS02G0461900	Si018447m.g	78	78	1
OS02G0462200	Si020062m.g	55	52	1
OS02G0462300	Si018133m.g	73	65	1
OS02G0462401	Si018133m.g	5	5	1
OS02G0462800	Si017889m.g	52	43	1
OS02G0462900	Si018416m.g	81	31	1
OS02G0463401	Si019836m.g	64	61	1
OS02G0463500	Si017285m.g	64	50	1
OS02G0464400	Si012301m.g	75	74	1
OS02G0464500	Si013154m.g	52	39	1
OS02G0464900	Si019885m.g	59	39	1
OS02G0465400	Si016932m.g	93	81	1
OS02G0465500	Si018350m.g	53	63	1
OS02G0465500	Si020298m.g	17	84	1
OS02G0465900	Si018314m.g	87	86	1
OS02G0466400	Si017645m.g	50	56	1
OS02G0467000	Si016880m.g	70	79	0
OS02G0467500	Si004355m.g	7	13	0
OS02G0467500	Si004893m.g	7	12	0
OS02G0467500	Si012309m.g	7	16	0
OS02G0467500	Si015789m.g	5	11	0
OS02G0467500	Si020095m.g	7	15	0
OS02G0467500	Si020110m.g	5	19	0
OS02G0467500	Si024792m.g	6	19	0
OS02G0467500	Si027538m.g	7	12	0
OS02G0467600	Si016880m.g	82	83	0
OS02G0467700	Si020486m.g	83	59	1
OS02G0468100	Si008704m.g	55	62	1
OS02G0468200	Si030759m.g	81	81	1
OS02G0468400	Si017375m.g	66	71	1
OS02G0468500	Si008546m.g	78	78	1
OS02G0468800	Si016689m.g	67	67	1
OS02G0469000	Si018173m.g	65	65	1
OS02G0469200	Si016232m.g	86	43	1
OS02G0469300	Si016335m.g	61	60	1
OS02G0469600	Si019605m.g	87	87	1
OS02G0469900	Si017168m.g	71	72	1
OS02G0470000	Si019135m.g	51	50	0
OS02G0470400	Si016056m.g	0	0	1
OS02G0470400	Si016089m.g	91	28	1
OS02G0470600	Si016056m.g	86	20	1
OS02G0470600	Si016089m.g	0	0	1
OS02G0471300	Si008333m.g	40	46	1
OS02G0471500	Si016901m.g	65	64	1
OS02G0472500	Si019182m.g	38	51	1
OS02G0472700	Si017287m.g	69	56	1
OS02G0473000	Si016643m.g	88	69	1
OS02G0473200	Si017018m.g	69	69	1
OS02G0474000	Si015541m.g	46	44	1
OS02G0474000	Si019291m.g	43	50	1
OS02G0474700	Si016187m.g	89	58	1
OS02G0475101	Si023266m.g	34	23	1
OS02G0475300	Si016670m.g	80	82	1
OS02G0475400	Si017336m.g	75	76	1
OS02G0477700	Si016193m.g	79	13	1
OS02G0478500	Si017924m.g	61	74	1
OS02G0478600	Si007499m.g	98	98	1
OS02G0478700	Si018869m.g	97	97	1
OS02G0478900	Si016115m.g	88	64	0
OS02G0479300	Si018467m.g	57	48	1
OS02G0480900	Si016687m.g	76	74	1
OS02G0481000	Si018613m.g	81	83	1
OS02G0481700	Si016194m.g	81	40	1
OS02G0481900	Si009386m.g	67	68	1
OS02G0483000	Si007955m.g	52	27	1
OS02G0483500	Si028328m.g	44	46	0
OS02G0483500	Si035536m.g	45	47	0
OS02G0483800	Si028328m.g	40	43	0
OS02G0483800	Si035536m.g	40	43	0
OS02G0484200	Si028328m.g	32	30	0
OS02G0484200	Si035536m.g	33	30	0
OS02G0485000	Si028328m.g	41	23	0
OS02G0485000	Si035536m.g	42	23	0
OS02G0485800	Si028328m.g	37	21	0
OS02G0485800	Si035536m.g	38	21	0
OS02G0486500	Si028328m.g	35	24	0
OS02G0486500	Si035536m.g	36	25	0
OS02G0488600	Si017157m.g	76	70	1
OS02G0489500	Si019293m.g	67	70	1
OS02G0489550	Si016197m.g	83	53	1
OS02G0490000	Si019301m.g	42	43	1
OS02G0490500	Si016809m.g	63	56	1
OS02G0490500	Si028377m.g	64	64	1
OS02G0490500	Si028384m.g	63	63	1
OS02G0491300	Si019528m.g	57	58	1
OS02G0491400	Si016551m.g	77	78	1
OS02G0491600	Si019551m.g	80	79	1
OS02G0491600	Si019678m.g	78	77	1
OS02G0491600	Si019962m.g	54	85	1
OS02G0491700	Si019551m.g	81	83	1
OS02G0491700	Si019678m.g	81	83	1
OS02G0491700	Si019962m.g	52	84	1
OS02G0491800	Si019551m.g	78	81	1
OS02G0491800	Si019678m.g	75	77	1
OS02G0491800	Si019962m.g	51	82	1
OS02G0491900	Si020079m.g	29	52	1
OS02G0492500	Si013594m.g	51	47	0
OS02G0492500	Si013803m.g	49	54	0
OS02G0492500	Si015467m.g	53	55	0
OS02G0492600	Si020079m.g	60	48	1
OS02G0493050	Si017144m.g	67	60	0
OS02G0493100	Si019633m.g	45	52	1
OS02G0494000	Si024953m.g	24	29	0
OS02G0494400	Si024953m.g	21	31	0
OS02G0494600	Si011243m.g	43	79	1
OS02G0495900	Si018648m.g	85	85	1
OS02G0496100	Si019082m.g	64	63	1
OS02G0496500	Si016216m.g	42	52	1
OS02G0496900	Si014739m.g	78	81	1
OS02G0497500	Si016108m.g	74	41	0
OS02G0497700	Si016994m.g	59	57	1
OS02G0498300	Si017793m.g	66	80	1
OS02G0498700	Si016867m.g	87	87	1
OS02G0499000	Si018306m.g	83	84	1
OS02G0502300	Si020061m.g	37	48	1
OS02G0502500	Si005960m.g	90	90	1
OS02G0503100	Si013563m.g	47	52	0
OS02G0503100	Si034748m.g	44	41	0
OS02G0503100	Si035087m.g	46	49	0
OS02G0503100	Si035116m.g	43	47	0
OS02G0503400	Si011339m.g	93	93	1
OS02G0503400	Si018710m.g	95	95	1
OS02G0503500	Si019395m.g	71	84	1
OS02G0503700	Si031200m.g	26	78	0
OS02G0503700	Si033165m.g	36	66	0
OS02G0503800	Si031200m.g	0	1	0
OS02G0503800	Si033165m.g	65	44	0
OS02G0503850	Si031200m.g	65	58	0
OS02G0503850	Si033165m.g	0	0	0
OS02G0504100	Si017330m.g	64	44	1
OS02G0504200	Si019793m.g	63	63	1
OS02G0504500	Si017327m.g	93	92	1
OS02G0504800	Si020063m.g	70	55	1
OS02G0504900	Si017493m.g	82	82	1
OS02G0505400	Si019989m.g	83	82	1
OS02G0505500	Si018303m.g	54	54	1
OS02G0506100	Si016735m.g	42	31	1
OS02G0506500	Si017012m.g	91	78	1
OS02G0506600	Si018788m.g	71	81	1
OS02G0507400	Si018483m.g	72	77	1
OS02G0507900	Si036995m.g	38	35	0
OS02G0508000	Si018119m.g	94	92	1
OS02G0508100	Si018943m.g	96	96	1
OS02G0509500	Si019744m.g	91	57	1
OS02G0509600	Si018365m.g	55	56	1
OS02G0510000	Si016461m.g	72	72	1
OS02G0510100	Si018645m.g	87	63	1
OS02G0510200	Si019445m.g	99	11	0
OS02G0510300	Si010643m.g	60	61	1
OS02G0510600	Si017801m.g	78	78	1
OS02G0511400	Si019141m.g	55	71	1
OS02G0511400	Si039455m.g	52	76	1
OS02G0511500	Si009358m.g	79	33	1
OS02G0511900	Si016065m.g	92	29	1
OS02G0511901	Si016065m.g	90	31	1
OS02G0512000	Si018569m.g	60	64	1
OS02G0512300	Si017491m.g	72	32	1
OS02G0512400	Si019095m.g	94	98	1
OS02G0513000	Si016440m.g	86	61	1
OS02G0513100	Si017821m.g	61	61	0
OS02G0513800	Si019695m.g	15	20	1
OS02G0514500	Si017495m.g	85	59	1
OS02G0514700	Si017215m.g	80	72	1
OS02G0515000	Si016947m.g	58	26	1
OS02G0515125	Si019932m.g	50	50	1
OS02G0515125	Si020044m.g	40	48	1
OS02G0515125	Si020141m.g	53	52	1
OS02G0515200	Si016668m.g	68	68	1
OS02G0515600	Si018578m.g	85	86	1
OS02G0516600	Si016432m.g	75	75	1
OS02G0516800	Si017674m.g	39	50	1
OS02G0517300	Si000338m.g	80	80	1
OS02G0517366	Si018375m.g	37	28	1
OS02G0517531	Si016210m.g	82	83	1
OS02G0517700	Si018366m.g	56	51	1
OS02G0517900	Si004210m.g	16	20	0
OS02G0517900	Si004969m.g	17	21	0
OS02G0517900	Si012588m.g	22	22	0
OS02G0518000	Si017843m.g	50	55	1
OS02G0518100	Si017328m.g	89	89	1
OS02G0518500	Si019690m.g	86	86	1
OS02G0518600	Si020215m.g	81	82	1
OS02G0519100	Si020215m.g	79	80	1
OS02G0519300	Si004347m.g	6	12	1
OS02G0519300	Si010535m.g	81	60	1
OS02G0519700	Si019338m.g	29	54	1
OS02G0519900	Si000298m.g	97	97	1
OS02G0519900	Si016316m.g	90	92	1
OS02G0519900	Si020904m.g	97	97	1
OS02G0520000	Si019641m.g	62	60	0
OS02G0520100	Si018289m.g	76	70	1
OS02G0520750	Si017280m.g	87	88	1
OS02G0520800	Si018065m.g	87	87	1
OS02G0521300	Si016759m.g	87	88	1
OS02G0521500	Si019695m.g	39	12	1
OS02G0521600	Si019695m.g	42	20	1
OS02G0522700	Si019695m.g	25	11	1
OS02G0522800	Si019695m.g	32	8	1
OS02G0523100	Si019981m.g	33	47	1
OS02G0523300	Si021070m.g	79	79	0
OS02G0523500	Si016199m.g	90	88	1
OS02G0523800	Si019333m.g	72	65	1
OS02G0524300	Si011004m.g	88	39	0
OS02G0524300	Si031030m.g	85	37	0
OS02G0524600	Si019593m.g	79	81	1
OS02G0525400	Si009085m.g	4	7	1
OS02G0525600	Si018740m.g	84	82	1
OS02G0525900	Si016421m.g	93	87	1
OS02G0526000	Si017532m.g	74	87	1
OS02G0526400	Si016236m.g	90	78	1
OS02G0526500	Si017350m.g	77	26	1
OS02G0526700	Si017145m.g	48	61	1
OS02G0527100	Si016196m.g	86	68	0
OS02G0527200	Si018279m.g	60	53	1
OS02G0527300	Si016943m.g	69	67	1
OS02G0527500	Si017538m.g	67	24	1
OS02G0527600	Si016333m.g	71	69	0
OS02G0527900	Si016916m.g	75	75	1
OS02G0528000	Si017980m.g	34	31	1
OS02G0528100	Si018476m.g	78	77	1
OS02G0528200	Si016350m.g	88	20	1
OS02G0528500	Si007859m.g	3	4	1
OS02G0529400	Si016691m.g	88	89	1
OS02G0529500	Si018123m.g	77	76	1
OS02G0529600	Si017087m.g	88	89	1
OS02G0529700	Si014695m.g	87	88	1
OS02G0529800	Si012089m.g	55	57	0
OS02G0529800	Si026245m.g	57	58	0
OS02G0529800	Si026247m.g	57	58	0
OS02G0529800	Si028131m.g	54	55	0
OS02G0529800	Si035299m.g	57	58	0
OS02G0529800	Si035773m.g	47	55	0
OS02G0529900	Si019566m.g	71	70	1
OS02G0530300	Si020630m.g	66	68	1
OS02G0530500	Si018856m.g	52	51	1
OS02G0530600	Si016357m.g	70	73	1
OS02G0531200	Si017351m.g	75	77	1
OS02G0531600	Si020516m.g	92	92	1
OS02G0532300	Si017561m.g	77	77	1
OS02G0532500	Si018263m.g	81	80	1
OS02G0532800	Si020123m.g	44	49	1
OS02G0532900	Si019806m.g	72	80	1
OS02G0533000	Si016911m.g	83	84	1
OS02G0533200	Si017992m.g	73	73	1
OS02G0533300	Si019721m.g	52	76	1
OS02G0533700	Si018330m.g	43	42	1
OS02G0533800	Si018783m.g	76	70	1
OS02G0533900	Si017557m.g	91	74	1
OS02G0534000	Si019607m.g	42	35	1
OS02G0534400	Si016754m.g	81	81	1
OS02G0534700	Si019520m.g	49	48	1
OS02G0534700	Si019538m.g	40	38	1
OS02G0534800	Si018592m.g	99	99	1
OS02G0535000	Si017834m.g	75	75	1
OS02G0535300	Si018326m.g	55	52	1
OS02G0535400	Si018156m.g	82	58	1
OS02G0535700	Si017292m.g	80	55	1
OS02G0535901	Si017783m.g	74	72	1
OS02G0536100	Si018496m.g	75	46	1
OS02G0536300	Si019465m.g	26	26	1
OS02G0536400	Si016608m.g	54	54	1
OS02G0536500	Si018097m.g	58	27	1
OS02G0537000	Si018442m.g	63	62	1
OS02G0537200	Si019465m.g	36	57	1
OS02G0537400	Si020210m.g	32	35	1
OS02G0537500	Si017108m.g	81	82	1
OS02G0537700	Si019773m.g	52	53	1
