Gene stable ID	Oryza brachyantha gene stable ID	% identity	Oryza brachyantha % identity	Orthology confidence [0 low, 1 high]
OS01G0742766	OB01G39400	90	93	1
OS01G0743100	OB01G39410	38	42	1
OS01G0743200	OB01G39420	81	95	1
OS01G0743300	OB01G39430	89	89	1
OS01G0743400	OB01G39440	97	97	1
OS01G0743500	OB01G39450	95	86	1
OS01G0743600	OB01G39460	37	79	1
OS01G0743800	OB01G39480	99	99	1
OS01G0744000	OB01G39490	93	92	1
OS01G0744200	OB01G39500	80	83	1
OS01G0744300	OB01G39510	86	97	1
OS01G0744400	OB01G39520	93	93	1
OS01G0744700	OB01G39530	58	63	1
OS01G0745000	OB01G39540	76	70	1
OS01G0745700	OB01G39550	76	77	1
OS01G0746200	OB01G39560	80	93	1
OS01G0746700	OB01G39580	93	93	1
OS01G0747400	OB01G39600	83	89	1
OS01G0747500	OB01G39610	86	97	1
OS01G0747600	OB01G39620	88	81	1
OS01G0747700	OB01G39630	94	94	1
OS01G0747800	OB01G39640	87	85	1
OS01G0748000	OB01G39650	98	97	1
OS01G0748150	OB01G39660	79	78	1
OS01G0748200	OB01G39680	65	79	1
OS01G0748300	OB01G39690	45	67	1
OS01G0748500	OB01G39710	50	91	1
OS01G0748600	OB01G39720	93	93	1
OS01G0748800	OB01G39730	86	27	1
OS01G0748900	OB01G39740	94	94	1
OS01G0748950	OB01G39750	90	80	1
OS01G0749000	OB01G39760	84	85	1
OS01G0749100	OB01G39770	93	93	1
OS01G0749200	OB01G39780	70	96	1
OS01G0749300	OB01G39790	92	92	1
OS01G0749400	OB01G39800	94	94	1
OS01G0749900	OB01G39830	93	93	1
OS01G0750000	OB01G39840	100	100	1
OS01G0750100	OB01G39870	89	92	1
OS01G0750300	OB01G39900	98	97	1
OS01G0750400	OB01G39910	94	56	1
OS01G0750500	OB01G39920	96	96	0
OS01G0750600	OB01G39930	62	68	1
OS01G0750800	OB01G39950	99	99	1
OS01G0751300	OB01G39970	91	96	1
OS01G0751600	OB01G39990	92	92	1
OS01G0752100	OB01G40000	80	71	1
OS01G0752200	OB01G40010	91	92	1
OS01G0752300	OB01G40020	100	100	1
OS01G0752400	OB01G40030	70	62	1
OS01G0752600	OB01G40050	77	91	1
OS01G0752700	OB01G40060	86	98	1
OS01G0752800	OB01G40070	95	95	1
OS01G0753000	OB01G40080	78	68	0
OS01G0753100	OB01G40090	96	96	1
OS01G0753150	OB01G40120	78	81	1
OS01G0753200	OB01G40130	72	76	1
OS01G0753300	OB01G40140	47	61	1
OS01G0753500	OB01G40150	73	84	1
OS01G0753800	OB01G40160	75	70	1
OS01G0754000	OB01G40170	88	90	1
OS01G0754100	OB01G40190	94	94	1
OS01G0754200	OB01G40200	88	92	1
OS01G0754500	OB01G40210	85	86	1
OS01G0754700	OB01G40230	83	88	1
OS01G0755100	OB01G40250	77	75	1
OS01G0756000	OB01G40290	60	68	1
OS01G0756200	OB01G40300	53	89	1
OS01G0756300	OB01G40310	78	78	1
OS01G0756600	OB01G40330	96	96	1
OS01G0756700	OB01G40340	92	92	1
OS01G0757200	OB01G40350	92	91	1
OS01G0757400	OB01G40370	97	89	1
OS01G0757500	OB01G40380	88	90	1
OS01G0757600	OB01G40390	86	64	1
OS01G0757700	OB01G40400	82	54	1
OS01G0757800	OB01G40410	80	78	0
OS01G0757900	OB01G40420	52	31	1
OS01G0758000	OB01G40430	58	75	1
OS01G0758300	OB01G40450	96	92	1
OS01G0758400	OB01G40460	81	96	1
OS01G0758500	OB01G40470	87	88	0
OS01G0758900	OB01G40500	41	84	1
OS01G0759000	OB01G40520	50	79	1
OS01G0759100	OB01G40530	45	61	1
OS01G0759200	OB01G40550	80	83	1
OS01G0759400	OB01G40560	73	92	1
OS01G0759700	OB01G40570	93	92	1
OS01G0759900	OB01G40590	99	85	1
OS01G0760300	OB01G40610	80	77	1
OS01G0760400	OB01G40620	94	94	1
OS01G0760600	OB01G40640	92	93	1
OS01G0760701	OB01G40630	82	82	1
OS01G0760800	OB01G40650	80	14	1
OS01G0760900	OB01G40660	78	77	1
OS01G0761000	OB01G40670	76	76	1
OS01G0761100	OB01G40680	73	84	1
OS01G0761300	OB01G40690	96	52	1
OS01G0761400	OB01G40700	56	88	1
OS01G0761500	OB01G40720	63	74	1
OS01G0761800	OB05G16400	73	20	0
OS01G0761900	OB01G11510	48	32	1
OS01G0762000	OB01G40730	76	92	1
OS01G0762300	OB01G40740	78	51	1
OS01G0762400	OB01G40750	86	87	1
OS01G0762500	OB01G40760	94	94	1
OS01G0762900	OB01G40770	89	93	1
OS01G0763000	OB01G40780	93	93	1
OS01G0763100	OB01G40790	49	79	1
OS01G0763200	OB03G43470	10	15	0
OS01G0763300	OB01G40830	88	90	1
OS01G0763600	OB01G40840	93	93	1
OS01G0763700	OB01G40850	59	60	1
OS01G0763750	OB01G40870	90	90	1
OS01G0763900	OB01G40890	82	80	1
OS01G0764000	OB01G40900	86	86	1
OS01G0764050	OB01G40910	81	83	1
OS01G0764200	OB01G40920	65	61	1
OS01G0764300	OB01G40930	88	88	1
OS01G0764400	OB01G40940	86	85	1
OS01G0764500	OB01G40950	85	21	1
OS01G0764600	OB01G40960	89	89	1
OS01G0764700	OB01G40970	91	41	1
OS01G0764800	OB01G40980	86	94	1
OS01G0764900	OB01G40990	96	92	1
OS01G0765000	OB01G41000	88	89	1
OS01G0765200	OB01G41010	85	32	1
OS01G0765300	OB01G41010	94	49	1
OS01G0765500	OB01G41020	62	68	1
OS01G0765600	OB01G41040	49	84	1
OS01G0766000	OB01G41050	80	89	1
OS01G0766200	OB01G41060	64	89	1
OS01G0766400	OB01G41090	81	80	1
OS01G0766600	OB01G41100	53	76	1
OS01G0766900	OB01G41120	99	30	1
OS01G0767100	OB01G41150	66	89	1
OS01G0767600	OB01G41160	91	91	1
OS01G0767700	OB01G41170	84	91	1
OS01G0767900	OB01G41180	54	82	1
OS01G0768300	OB01G41190	78	63	1
OS01G0768333	OB01G41200	57	83	1
OS01G0768600	OB08G15300	77	95	1
OS01G0768600	OB08G17990	35	38	1
OS01G0768700	OB01G41210	82	22	1
OS01G0769000	OB01G41220	91	91	1
OS01G0769200	OB01G41240	93	94	1
OS01G0769700	OB01G41250	87	95	1
OS01G0769900	OB01G41270	92	92	1
OS01G0770000	OB01G41280	64	95	0
OS01G0770100	OB01G41280	58	80	0
OS01G0770200	OB01G41290	46	79	1
OS01G0770400	OB01G41320	60	39	1
OS01G0770500	OB01G41330	92	91	1
OS01G0770800	OB01G41350	79	74	1
OS01G0771000	OB01G41360	41	44	1
OS01G0771100	OB01G41370	86	84	1
OS01G0771200	OB01G41390	44	85	1
OS01G0771400	OB01G41400	81	74	1
OS01G0771900	OB01G41430	93	93	1
OS01G0772000	OB01G41440	62	66	1
OS01G0772100	OB01G41450	39	86	1
OS01G0772150	OB01G41460	50	89	1
OS01G0772200	OB01G41470	82	91	1
OS01G0772400	OB01G41480	58	99	1
OS01G0772500	OB01G41490	67	83	1
OS01G0772600	OB01G41500	96	96	1
OS01G0772700	OB01G41510	53	77	1
OS01G0772800	OB01G41520	99	99	1
OS01G0772900	OB01G41530	86	77	1
OS01G0773000	OB01G41540	89	45	1
OS01G0773100	OB01G41550	93	96	1
OS01G0773200	OB01G41560	25	9	1
OS01G0773400	OB01G41580	72	70	1
OS01G0773600	OB01G41590	70	71	1
OS01G0773700	OB01G41600	89	86	1
OS01G0773800	OB01G41610	48	65	1
OS01G0774500	OB01G41620	66	93	1
OS01G0775100	OB01G41630	84	73	1
OS01G0775300	OB01G41650	80	83	1
OS01G0775400	OB01G41660	82	93	1
OS01G0775500	OB01G41680	91	40	1
OS01G0776400	OB01G41760	89	93	0
OS01G0776600	OB01G41780	90	87	1
OS01G0776700	OB01G41790	40	77	1
OS01G0777000	OB01G41800	86	84	1
OS01G0777200	OB01G41810	79	93	1
OS01G0777300	OB01G41820	81	74	1
OS01G0777800	OB01G41850	90	90	1
OS01G0778100	OB01G41870	22	51	0
OS01G0778500	OB01G41890	53	89	0
OS01G0778700	OB05G32460	94	95	1
OS01G0778800	OB01G41900	93	93	1
OS01G0779100	OB01G41900	85	75	1
OS01G0779300	OB01G41910	81	82	1
OS01G0779400	OB01G41930	87	87	1
OS01G0779800	OB01G41940	62	63	1
OS01G0780400	OB01G41960	91	92	1
OS01G0780500	OB01G41970	98	98	1
OS01G0780800	OB01G42000	94	94	1
OS01G0781200	OB01G42010	80	68	1
OS01G0781700	OB01G42010	80	63	1
OS01G0782100	OB01G42010	79	60	1
OS01G0782200	OB01G42020	83	86	1
OS01G0782500	OB01G42030	89	89	1
OS01G0782800	OB01G42040	85	86	1
OS01G0782850	OB01G42050	94	94	1
OS01G0783000	OB01G42070	66	56	1
OS01G0783100	OB01G42080	74	93	1
OS01G0783200	OB01G42100	94	95	1
OS01G0783400	OB01G42110	74	37	1
OS01G0783500	OB01G42120	76	82	1
OS01G0783600	OB01G42130	86	64	1
OS01G0783700	OB01G42140	89	88	1
OS01G0783800	OB01G42150	71	73	0
OS01G0784101	OB01G42160	76	83	1
OS01G0784200	OB01G42180	63	63	0
OS01G0784450	OB01G42160	61	25	1
OS01G0784600	OB01G42190	80	78	1
OS01G0784725	OB01G42160	32	21	1
OS01G0784800	OB01G42210	96	96	1
OS01G0784833	OB01G42220	63	79	1
OS01G0785400	OB01G42240	88	67	1
OS01G0785600	OB01G42250	40	79	1
OS01G0785700	OB01G42260	50	72	1
OS01G0785900	OB01G42280	47	79	0
OS01G0786500	OB01G42300	79	85	1
OS01G0786700	OB01G42310	87	86	1
OS01G0786800	OB01G42320	50	47	1
OS01G0786900	OB01G42330	91	91	1
OS01G0787000	OB01G42340	85	86	1
OS01G0787400	OB01G42350	77	92	1
OS01G0787600	OB01G42360	80	90	1
OS01G0788001	OB08G28380	25	38	1
OS01G0788400	OB01G42380	72	79	1
OS01G0788451	OB01G42390	71	73	1
OS01G0788500	OB01G42400	92	92	1
OS01G0788700	OB01G42410	86	86	1
OS01G0788800	OB01G42420	79	68	1
OS01G0788900	OB01G42430	93	93	1
OS01G0788950	OB01G42440	95	95	1
OS01G0789100	OB01G42450	90	90	1
OS01G0789200	OB01G42460	75	76	1
OS01G0793200	OB01G42480	78	86	1
OS01G0793300	OB01G42470	59	31	0
OS01G0793500	OB01G42500	92	92	1
OS01G0793550	OB01G42510	70	72	1
OS01G0793800	OB01G42520	84	88	1
OS01G0793800	OB03G30310	48	3	1
OS01G0793900	OB01G42530	83	83	1
OS01G0794100	OB01G42540	65	89	1
OS01G0794400	OB01G42550	91	90	1
OS01G0794500	OB01G42560	97	97	1
OS01G0794800	OB01G42570	88	88	0
OS01G0795000	OB01G42570	83	83	0
OS01G0795200	OB01G42580	91	89	1
OS01G0795400	OB01G42610	85	43	1
OS01G0795900	OB01G42670	85	82	1
OS01G0796400	OB01G42680	91	91	1
OS01G0796500	OB01G42690	52	86	1
OS01G0796700	OB01G42700	84	84	1
OS01G0797600	OB01G42720	88	87	1
OS01G0798500	OB01G42730	90	87	1
OS01G0799500	OB01G42770	73	73	0
OS01G0799900	OB01G42780	94	94	1
OS01G0800250	OB05G29030	44	26	1
OS01G0800400	OB01G42860	63	83	1
OS01G0800500	OB01G42870	92	92	1
OS01G0800600	OB01G42890	45	82	1
OS01G0801000	OB01G42910	89	77	1
OS01G0801100	OB01G42920	75	88	1
OS01G0801200	OB01G42930	86	86	1
OS01G0801500	OB01G42940	89	88	1
OS01G0801600	OB01G42950	97	98	1
OS01G0801700	OB01G42970	91	92	1
OS01G0801901	OB01G42980	92	92	1
OS01G0802000	OB01G43010	84	83	1
OS01G0802100	OB01G43020	93	92	1
OS01G0802600	OB01G43030	30	76	1
OS01G0802700	OB01G43060	77	77	1
OS01G0802850	OB01G43070	97	97	1
OS01G0803200	OB01G43080	86	85	1
OS01G0803300	OB01G43090	92	77	1
OS01G0803900	OB01G43120	86	88	1
OS01G0804400	OB01G43140	87	85	1
OS01G0804900	OB11G20730	14	7	0
OS01G0805000	OB01G43160	91	91	1
OS01G0805100	OB01G43170	66	87	1
OS01G0805200	OB01G43190	86	73	1
OS01G0805300	OB01G43200	83	85	0
OS01G0805400	OB01G43210	82	82	1
OS01G0805500	OB01G43220	59	63	1
OS01G0805600	OB01G43230	94	30	1
OS01G0805800	OB01G43240	98	98	1
OS01G0805900	OB01G43250	100	99	1
OS01G0806000	OB01G43260	73	68	1
OS01G0806400	OB01G43280	14	79	1
OS01G0807000	OB10G13600	16	14	1
OS01G0807900	OB01G43320	93	94	1
OS01G0808100	OB01G43330	86	67	1
OS01G0808400	OB01G43350	96	96	1
OS01G0809300	OB01G43370	91	90	1
OS01G0809900	OB01G43380	71	92	1
OS01G0810000	OB01G43390	94	94	1
OS01G0810100	OB01G43400	79	84	1
OS01G0810200	OB01G43410	78	65	1
OS01G0810300	OB01G43430	74	58	1
OS01G0810500	OB01G43440	73	72	1
OS01G0810600	OB01G43460	63	55	1
OS01G0811001	OB01G43490	72	42	0
OS01G0811100	OB01G43500	99	99	1
OS01G0811300	OB01G43520	87	89	1
OS01G0811400	OB01G43530	87	39	1
OS01G0812000	OB01G43550	97	97	1
OS01G0812050	OB01G43570	62	75	1
OS01G0812100	OB01G43580	71	74	1
OS01G0812200	OB01G43590	93	93	1
OS01G0812850	OB01G43600	79	80	1
OS01G0812900	OB01G43610	59	55	1
OS01G0813100	OB01G43630	67	58	1
OS01G0813300	OB01G43640	87	30	1
OS01G0813400	OB01G43650	99	74	1
OS01G0813500	OB01G43660	93	92	0
OS01G0813700	OB01G43670	62	76	1
OS01G0813700	OB01G43680	75	69	1
OS01G0813800	OB01G43670	81	46	1
OS01G0813800	OB01G43680	75	32	1
OS01G0813900	OB01G43690	84	84	1
OS01G0814000	OB01G43700	74	62	1
OS01G0814100	OB01G43710	87	86	1
OS01G0814200	OB01G43720	91	45	1
OS01G0814300	OB01G43730	90	91	1
OS01G0814400	OB01G43740	67	69	1
OS01G0814700	OB01G43750	88	70	1
OS01G0814800	OB01G43760	90	91	1
OS01G0814900	OB01G43770	95	95	1
OS01G0815100	OB01G43780	24	97	1
OS01G0815400	OB01G43790	76	51	1
OS01G0815700	OB01G43800	80	75	1
OS01G0815800	OB01G43810	98	98	1
OS01G0816000	OB01G43820	71	64	1
OS01G0816100	OB01G43840	79	80	1
OS01G0816400	OB01G43870	96	95	1
OS01G0816600	OB01G43880	88	86	1
OS01G0816700	OB01G43890	90	90	1
OS01G0817000	OB01G43900	56	34	1
OS01G0817100	OB01G43910	90	90	1
OS01G0817400	OB01G43930	60	67	1
OS01G0817650	OB01G43940	43	44	0
OS01G0817700	OB01G43950	97	97	1
OS01G0817800	OB01G43960	91	93	1
OS01G0818000	OB01G43980	92	92	1
OS01G0818100	OB01G43990	88	89	1
OS01G0818200	OB01G44000	89	89	1
OS01G0818200	OB05G21750	64	90	1
OS01G0818300	OB01G44010	95	95	1
OS01G0818400	OB01G44030	93	92	1
OS01G0818600	OB01G44050	92	50	1
OS01G0818700	OB01G44050	76	34	1
OS01G0819000	OB01G44060	78	74	1
OS01G0819100	OB01G44070	93	53	1
OS01G0819300	OB01G44080	53	11	1
OS01G0819400	OB01G44090	94	100	1
OS01G0819700	OB01G44100	85	70	1
OS01G0819800	OB01G44110	50	82	1
OS01G0819900	OB01G44120	97	97	1
OS01G0820400	OB01G44130	69	59	0
OS01G0820700	OB01G44140	81	84	1
OS01G0820800	OB12G19580	71	50	1
OS01G0821300	OB01G44160	62	44	1
OS01G0821600	OB01G44170	58	58	0
OS01G0821800	OB01G44180	74	49	1
OS01G0821900	OB01G44190	81	95	1
OS01G0822200	OB01G44210	95	90	1
OS01G0822900	OB01G44240	97	97	1
OS01G0823100	OB01G44250	95	96	1
OS01G0823150	OB01G44260	92	91	1
OS01G0823200	OB01G44270	87	26	1
OS01G0823300	OB01G44280	95	92	1
OS01G0823400	OB01G44290	56	89	1
OS01G0823500	OB01G44300	88	90	1
OS01G0823600	OB01G44310	84	81	1
OS01G0823700	OB01G44320	82	82	1
OS01G0823900	OB01G44350	75	80	1
OS01G0824500	OB01G44370	77	76	1
OS01G0824800	OB01G44380	90	93	1
OS01G0824900	OB01G44390	71	79	1
OS01G0825000	OB01G44400	87	88	1
OS01G0825500	OB01G44410	96	97	1
OS01G0825700	OB01G44440	83	86	1
OS01G0825800	OB01G44470	36	89	0
OS01G0825900	OB01G44480	80	84	1
OS01G0826000	OB01G44490	99	99	1
OS01G0826400	OB01G44510	89	88	1
OS01G0826800	OB01G44520	71	81	1
OS01G0826900	OB01G44530	86	90	1
OS01G0827200	OB01G44540	80	82	1
OS01G0827300	OB01G44550	94	94	1
OS01G0827400	OB01G44560	96	63	1
OS01G0827600	OB01G44570	84	67	0
OS01G0827700	OB01G44580	89	89	1
OS01G0828100	OB01G44600	80	72	1
OS01G0828200	OB01G44610	83	82	1
OS01G0828300	OB01G44620	90	89	1
OS01G0828900	OB01G44630	63	84	1
OS01G0829000	OB01G44640	88	85	1
OS01G0829700	OB01G44670	79	83	1
OS01G0829800	OB01G44680	94	89	1
OS01G0829900	OB01G44700	90	90	1
OS01G0830000	OB01G44710	88	88	1
OS01G0830100	OB01G44720	80	86	1
OS01G0830200	OB01G44740	93	94	1
OS01G0830500	OB01G44760	80	82	1
OS01G0830700	OB01G44780	92	93	1
OS01G0830900	OB01G44790	60	60	0
OS01G0831000	OB01G29650	6	4	0
OS01G0831000	OB01G44800	6	7	0
OS01G0831200	OB01G44810	92	92	1
OS01G0831250	OB01G44830	93	93	1
OS01G0831300	OB01G44820	96	43	1
OS01G0831800	OB02G35200	31	15	1
OS01G0831900	OB01G44840	86	77	1
OS01G0831950	OB01G44850	94	73	1
OS01G0832000	OB01G44860	94	76	1
OS01G0832100	OB01G44870	87	88	1
OS01G0832200	OB01G44880	89	63	1
OS01G0832300	OB01G44890	97	99	1
OS01G0832600	OB01G44900	85	82	1
OS01G0832900	OB01G44910	92	92	1
OS01G0833000	OB01G44930	72	88	1
OS01G0833100	OB01G44940	64	70	1
OS01G0833200	OB01G44950	88	88	1
OS01G0833400	OB01G44960	96	91	1
OS01G0833500	OB01G44980	94	94	1
OS01G0833700	OB01G44990	91	68	1
OS01G0833800	OB01G45010	95	93	1
OS01G0834100	OB01G45020	84	56	1
OS01G0834200	OB01G45030	96	96	1
OS01G0834400	OB01G45050	86	53	1
OS01G0834500	OB01G45060	100	100	1
OS01G0834600	OB01G45060	100	32	1
OS01G0834700	OB01G45080	98	98	1
OS01G0834800	OB01G45090	39	67	1
OS01G0835000	OB01G45120	96	95	1
OS01G0835500	OB01G45130	92	97	1
OS01G0835600	OB01G45140	77	69	1
OS01G0835700	OB01G45160	57	75	1
OS01G0835800	OB01G45170	84	82	1
OS01G0836400	OB01G45190	89	80	1
OS01G0836600	OB01G45200	74	93	1
OS01G0836700	OB01G45210	80	51	1
OS01G0836800	OB01G45220	93	94	1
OS01G0836900	OB01G45240	93	93	1
OS01G0837000	OB01G45250	88	88	1
OS01G0837100	OB01G45260	67	62	1
OS01G0837200	OB01G45270	88	31	1
OS01G0837600	OB01G45300	71	74	1
OS01G0837800	OB01G45310	93	93	1
OS01G0837900	OB07G30080	98	98	1
OS01G0838200	OB01G45320	92	97	1
OS01G0838800	OB01G45340	84	80	1
OS01G0838900	OB01G45350	93	93	1
OS01G0839100	OB01G45370	37	34	0
OS01G0839200	OB01G45380	45	64	0
OS01G0839300	OB01G45390	98	98	1
OS01G0839400	OB01G45400	73	91	1
OS01G0839700	OB01G45430	96	96	1
OS01G0839700	OB01G45490	96	89	1
OS01G0840100	OB01G45440	98	97	1
OS01G0840200	OB01G45450	94	95	1
OS01G0840300	OB01G45460	68	15	1
OS01G0840300	OB12G25370	54	22	1
OS01G0840700	OB01G45470	78	14	1
OS01G0841000	OB01G45510	78	81	1
OS01G0841200	OB01G45550	97	76	1
OS01G0841500	OB01G45570	87	86	1
OS01G0841600	OB01G45580	96	96	1
OS01G0841700	OB01G45590	93	79	1
OS01G0841800	OB01G45600	85	60	1
OS01G0842200	OB01G45620	87	88	1
OS01G0842400	OB01G45630	93	88	1
OS01G0842500	OB01G45650	93	93	1
OS01G0842600	OB01G45660	82	85	1
OS01G0842801	OB01G45670	33	26	0
OS01G0843300	OB01G45680	79	74	1
OS01G0843500	OB01G14950	36	47	1
OS01G0843800	OB01G33190	20	29	0
OS01G0844200	OB01G45710	87	90	1
OS01G0844300	OB01G45720	89	93	1
OS01G0844400	OB01G45730	63	86	1
OS01G0844500	OB01G45750	54	92	0
OS01G0844700	OB01G45760	34	70	1
OS01G0844800	OB01G45770	92	92	1
OS01G0845000	OB01G45810	46	77	1
OS01G0845100	OB01G45800	94	59	1
OS01G0846000	OB06G29130	34	33	0
OS01G0846150	OB01G45830	88	90	1
OS01G0846300	OB01G45820	83	83	1
OS01G0846450	OB01G45840	76	26	1
OS01G0846500	OB01G45850	80	66	1
OS01G0846600	OB01G45860	93	92	1
OS01G0846800	OB01G45870	98	24	0
OS01G0846900	OB01G45880	68	87	1
OS01G0847100	OB01G45890	76	41	1
OS01G0847200	OB01G45900	96	96	1
OS01G0847300	OB01G45910	97	96	1
OS01G0847600	OB01G45920	96	96	1
OS01G0847700	OB01G45930	93	93	1
OS01G0847900	OB01G45950	95	95	1
OS01G0848200	OB01G45960	93	93	1
OS01G0848300	OB01G45970	70	94	1
OS01G0848400	OB01G45990	97	52	1
OS01G0848700	OB01G46000	95	95	0
OS01G0848766	OB01G46010	84	84	1
OS01G0848900	OB01G46020	71	74	1
OS01G0849000	OB01G46040	69	63	1
OS01G0849100	OB01G46050	86	90	1
OS01G0849500	OB01G46060	97	97	1
OS01G0849600	OB01G46070	85	86	1
OS01G0850000	OB01G46090	78	81	1
OS01G0850100	OB01G46100	95	95	1
OS01G0850200	OB01G46110	78	82	1
OS01G0850400	OB01G46120	78	79	1
OS01G0850550	OB01G46130	88	87	1
OS01G0850800	OB01G46150	89	89	1
OS01G0850900	OB01G46160	88	83	1
OS01G0851000	OB01G46170	91	91	1
OS01G0851100	OB01G46180	84	65	1
OS01G0851300	OB01G46190	87	87	1
OS01G0851400	OB01G46200	92	76	1
OS01G0851600	OB01G46210	74	84	1
OS01G0851700	OB01G46220	96	96	1
OS01G0852200	OB01G46240	94	94	1
OS01G0852400	OB01G46260	63	71	1
OS01G0852500	OB01G46270	51	77	1
OS01G0852900	OB01G46280	79	92	1
OS01G0853000	OB01G46290	94	94	1
OS01G0853400	OB01G46300	97	92	1
OS01G0853700	OB01G46330	87	88	1
OS01G0853800	OB01G46350	88	89	1
OS01G0854000	OB01G46360	92	92	1
OS01G0854400	OB01G46370	86	89	1
OS01G0854500	OB01G46390	87	86	1
OS01G0854800	OB01G46400	96	96	1
OS01G0855000	OB01G46410	98	98	1
OS01G0855200	OB01G46430	84	84	1
OS01G0855400	OB01G46450	66	56	1
OS01G0855600	OB01G46470	91	82	1
OS01G0856000	OB01G46480	85	91	1
OS01G0856500	OB01G46500	96	93	1
OS01G0856600	OB01G46510	52	17	0
OS01G0856800	OB01G46530	88	94	1
OS01G0856850	OB08G12290	70	24	0
OS01G0856900	OB01G46540	57	36	1
OS01G0857000	OB01G46550	91	92	1
OS01G0857200	OB01G46560	73	78	1
OS01G0857300	OB01G46570	64	26	1
OS01G0857400	OB01G46580	65	95	1
OS01G0857500	OB01G46600	93	34	1
OS01G0857600	OB01G46630	78	60	0
OS01G0857700	OB01G46640	99	99	1
OS01G0857900	OB01G46650	52	13	1
OS01G0858000	OB01G46660	68	65	1
OS01G0858350	OB01G46680	95	95	1
OS01G0858500	OB01G46690	79	56	1
OS01G0858700	OB01G46700	92	91	1
OS01G0859100	OB0245G10010	53	75	1
OS01G0859200	OB01G46750	90	89	1
OS01G0859300	OB01G46760	60	64	1
OS01G0859400	OB01G46770	95	95	1
OS01G0859500	OB01G46780	94	96	1
OS01G0859600	OB01G46790	98	98	1
OS01G0860300	OB01G46800	97	97	1
OS01G0860450	OB01G46820	87	87	1
OS01G0860500	OB01G46810	89	89	1
OS01G0860601	OB01G46830	81	83	1
OS01G0860900	OB01G46850	61	64	1
OS01G0861000	OB01G46860	87	76	1
OS01G0861400	OB03G24290	44	39	1
OS01G0861700	OB01G46870	55	98	1
OS01G0861900	OB01G46880	47	90	1
OS01G0862000	OB01G46890	87	47	1
OS01G0862200	OB01G46900	87	80	1
OS01G0862300	OB01G46910	95	52	1
OS01G0862600	OB01G46920	91	90	1
OS01G0862800	OB05G26010	68	70	1
OS01G0863300	OB01G46940	47	41	0
OS01G0863400	OB01G46950	72	72	1
OS01G0863800	OB01G46980	80	81	1
OS01G0864000	OB01G46990	93	95	1
OS01G0864200	OB01G47000	81	83	1
OS01G0864300	OB01G47010	73	77	1
OS01G0864500	OB01G47020	32	25	1
OS01G0865100	OB01G47060	97	97	1
OS01G0865400	OB01G47070	86	81	1
OS01G0865600	OB01G47090	78	78	1
OS01G0865800	OB01G47120	61	93	1
OS01G0866100	OB01G47150	72	39	1
OS01G0866133	OB01G47160	80	85	1
OS01G0866300	OB01G47180	34	74	0
OS01G0866400	OB01G47190	94	93	1
OS01G0866500	OB01G47200	94	83	1
OS01G0866600	OB01G47210	86	63	0
OS01G0866700	OB01G47230	98	97	1
OS01G0866800	OB01G47250	97	97	1
OS01G0867200	OB01G47260	93	83	0
OS01G0867600	OB01G47280	93	93	1
OS01G0867700	OB0128G10070	85	97	1
OS01G0867800	OB0128G10050	96	95	1
OS01G0867900	OB0128G10040	75	53	1
OS01G0868200	OB01G47290	79	80	1
OS01G0868300	OB01G47300	85	94	1
OS01G0868400	OB01G47310	81	87	1
OS01G0868900	OB01G47320	68	78	1
OS01G0869000	OB01G47330	93	93	1
OS01G0869200	OB01G47340	79	90	1
OS01G0869450	OB01G36770	37	30	1
OS01G0869500	OB01G47370	96	97	1
OS01G0869550	OB01G47360	63	85	1
OS01G0869600	OB01G47380	61	95	1
OS01G0869800	OB01G47390	59	95	1
OS01G0869900	OB01G47400	98	56	1
OS01G0870100	OB01G47410	76	95	1
OS01G0870350	OB01G47460	69	76	1
OS01G0871100	OB01G47450	66	47	0
OS01G0871200	OB01G47470	86	86	1
OS01G0871300	OB01G47480	89	89	1
OS01G0871350	OB01G47490	64	58	1
OS01G0871500	OB01G47500	94	94	1
OS01G0871600	OB01G47510	66	66	1
OS01G0871700	OB01G47520	52	18	0
OS01G0872500	OB01G47550	61	31	0
OS01G0872600	OB01G47550	78	23	0
OS01G0872700	OB01G47560	96	96	1
OS01G0872800	OB01G47570	80	95	1
OS01G0872900	OB04G28180	53	26	1
OS01G0873000	OB08G17730	32	21	0
OS01G0873100	OB01G47600	98	19	1
OS01G0873700	OB01G47620	94	96	0
OS01G0873800	OB01G47630	90	63	1
OS01G0874100	OB01G47650	82	70	1
OS01G0874300	OB01G47670	67	73	1
OS01G0874700	OB01G47680	82	83	1
OS01G0874800	OB01G47690	86	87	1
OS01G0874900	OB01G47700	76	82	1
OS01G0875000	OB01G47720	71	97	1
OS01G0875300	OB01G47760	45	93	1
OS01G0875400	OB01G47770	91	92	1
OS01G0875400	OB01G47800	35	65	1
OS01G0875500	OB01G47790	79	86	1
OS01G0875500	OB01G47810	81	88	1
OS01G0875700	OB01G47820	53	92	1
OS01G0875800	OB01G47830	70	89	1
OS01G0876100	OB01G47840	73	88	1
OS01G0876200	OB01G47850	86	60	1
OS01G0876300	OB01G47860	88	89	1
OS01G0876400	OB01G47870	86	88	1
OS01G0876500	OB01G47880	83	40	1
OS01G0876800	OB01G47900	96	96	1
OS01G0877300	OB01G47920	87	58	1
OS01G0877450	OB01G47930	44	74	1
OS01G0877500	OB01G47940	92	92	1
OS01G0877900	OB01G47960	78	80	1
OS01G0878000	OB01G47980	55	64	0
