Gene stable ID	Physcomitrella patens gene stable ID	% identity	Physcomitrella patens % identity	Orthology confidence [0 low, 1 high]
OS01G0823500	PP1S369_16V6	18	10	1
OS01G0823500	PP1S65_33V6	19	10	1
OS01G0823500	PP1S7_273V6	20	11	1
OS01G0823600	PP1S20_237V6	53	50	1
OS01G0823700	PP1S12_212V6	9	4	1
OS01G0823700	PP1S184_123V6	8	28	1
OS01G0823700	PP1S28_294V6	15	9	1
OS01G0823700	PP1S28_333V6	12	10	1
OS01G0823700	PP1S30_197V6	12	8	1
OS01G0823700	PP1S36_218V6	9	9	1
OS01G0823700	PP1S496_8V6	12	9	1
OS01G0823700	PP1S79_138V6	14	5	1
OS01G0823700	PP1S79_257V6	14	6	1
OS01G0823900	PP1S10_161V6	35	34	1
OS01G0823900	PP1S18_14V6	33	33	1
OS01G0823900	PP1S44_153V6	33	33	1
OS01G0824500	PP1S105_161V6	28	27	1
OS01G0824500	PP1S137_142V6	27	29	1
OS01G0824500	PP1S144_136V6	28	25	1
OS01G0824500	PP1S16_10V6	31	24	1
OS01G0824500	PP1S196_93V6	31	26	1
OS01G0824500	PP1S21_79V6	28	25	1
OS01G0824500	PP1S263_75V6	31	27	1
OS01G0824500	PP1S30_64V6	29	27	1
OS01G0824500	PP1S44_187V6	33	31	1
OS01G0825000	PP1S156_26V6	39	52	1
OS01G0825000	PP1S9_186V6	41	48	1
OS01G0825500	PP1S32_322V6	29	26	1
OS01G0825800	PP1S275_78V6	10	29	1
OS01G0825800	PP1S300_58V6	43	42	1
OS01G0825800	PP1S3_17V6	43	41	1
OS01G0825900	PP1S19_14V6	30	34	1
OS01G0825900	PP1S298_75V6	33	28	1
OS01G0825900	PP1S353_6V6	32	24	1
OS01G0825900	PP1S360_29V6	28	26	1
OS01G0826900	PP1S112_162V6	37	54	0
OS01G0826900	PP1S35_60V6	46	41	0
OS01G0827200	PP1S76_78V6	36	32	1
OS01G0827400	PP1S126_63V6	47	33	1
OS01G0827400	PP1S257_28V6	47	33	1
OS01G0827400	PP1S30_355V6	47	33	1
OS01G0827400	PP1S51_99V6	47	33	1
OS01G0827500	PP1S142_86V6	31	29	1
OS01G0827500	PP1S169_51V6	31	30	1
OS01G0827500	PP1S177_127V6	29	29	1
OS01G0827500	PP1S227_61V6	30	29	1
OS01G0827500	PP1S376_59V6	30	28	1
OS01G0827500	PP1S70_34V6	33	31	1
OS01G0827600	PP1S142_86V6	27	21	1
OS01G0827600	PP1S169_51V6	30	25	1
OS01G0827600	PP1S177_127V6	30	25	1
OS01G0827600	PP1S227_61V6	25	21	1
OS01G0827600	PP1S376_59V6	26	21	1
OS01G0827600	PP1S70_34V6	27	22	1
OS01G0828100	PP1S75_227V6	33	24	1
OS01G0828200	PP1S114_33V6	35	34	0
OS01G0828200	PP1S323_55V6	18	38	0
OS01G0828300	PP1S13_225V6	41	40	1
OS01G0828300	PP1S284_9V6	40	38	1
OS01G0828300	PP1S82_55V6	40	32	1
OS01G0828300	PP1S9_410V6	41	37	1
OS01G0828300	PP1S99_226V6	42	40	1
OS01G0828900	PP1S10_72V6	55	40	1
OS01G0828900	PP1S44_284V6	56	41	1
OS01G0828900	PP1S73_217V6	54	39	1
OS01G0828900	PP1S8_54V6	55	40	1
OS01G0829000	PP1S351_33V6	34	25	1
OS01G0829400	PP1S93_173V6	10	3	1
OS01G0829800	PP1S26_26V6	67	64	1
OS01G0829800	PP1S79_110V6	68	65	1
OS01G0830000	PP1S326_48V6	35	35	1
OS01G0830100	PP1S120_70V6	59	51	1
OS01G0830100	PP1S28_387V6	62	54	1
OS01G0830200	PP1S181_27V6	17	14	1
OS01G0830200	PP1S227_64V6	19	15	1
OS01G0830200	PP1S288_40V6	19	21	1
OS01G0830200	PP1S72_212V6	12	30	1
OS01G0831000	PP1S282_80V6	15	5	1
OS01G0831000	PP1S93_114V6	16	6	1
OS01G0831200	PP1S60_154V6	50	49	1
OS01G0831200	PP1S6_195V6	41	44	1
OS01G0831300	PP1S109_32V6	51	26	1
OS01G0831300	PP1S120_140V6	63	28	1
OS01G0831300	PP1S12_395V6	63	28	1
OS01G0831300	PP1S15_321V6	63	28	1
OS01G0831300	PP1S240_51V6	63	25	1
OS01G0831300	PP1S297_9V6	63	27	1
OS01G0831300	PP1S30_275V6	63	29	1
OS01G0831300	PP1S352_2V6	60	29	1
OS01G0831300	PP1S36_56V6	48	22	1
OS01G0831300	PP1S4_201V6	62	28	1
OS01G0831300	PP1S57_114V6	61	28	1
OS01G0831900	PP1S109_32V6	53	61	1
OS01G0831900	PP1S120_140V6	60	60	1
OS01G0831900	PP1S12_395V6	61	62	1
OS01G0831900	PP1S15_321V6	59	60	1
OS01G0831900	PP1S240_51V6	60	53	1
OS01G0831900	PP1S297_9V6	59	59	1
OS01G0831900	PP1S30_275V6	58	61	1
OS01G0831900	PP1S352_2V6	52	58	1
OS01G0831900	PP1S36_56V6	52	54	1
OS01G0831900	PP1S4_201V6	60	62	1
OS01G0831900	PP1S57_114V6	61	64	1
OS01G0832000	PP1S281_105V6	48	27	1
OS01G0832000	PP1S65_113V6	46	39	1
OS01G0832300	PP1S2_156V6	63	66	1
OS01G0832300	PP1S2_191V6	64	68	1
OS01G0832300	PP1S232_44V6	63	68	1
OS01G0832300	PP1S364_58V6	64	67	1
OS01G0832300	PP1S364_61V6	64	67	1
OS01G0832300	PP1S97_71V6	63	66	1
OS01G0832600	PP1S491_18V6	34	36	1
OS01G0833000	PP1S1_804V6	31	30	1
OS01G0833150	PP1S54_175V6	27	18	1
OS01G0833200	PP1S54_175V6	57	48	1
OS01G0833600	PP1S93_152V6	31	17	1
OS01G0833700	PP1S10_163V6	59	59	1
OS01G0833700	PP1S18_1V6	62	62	1
OS01G0833700	PP1S44_141V6	60	60	1
OS01G0833700	PP1S8_278V6	60	60	1
OS01G0833800	PP1S19_75V6	29	29	1
OS01G0833800	PP1S272_37V6	30	30	1
OS01G0833800	PP1S382_30V6	28	27	1
OS01G0834200	PP1S107_75V6	61	55	1
OS01G0834200	PP1S115_183V6	56	55	1
OS01G0834200	PP1S296_62V6	56	58	1
OS01G0834200	PP1S60_200V6	61	61	1
OS01G0834200	PP1S6_159V6	60	60	1
OS01G0834500	PP1S19_118V6	30	41	0
OS01G0834600	PP1S19_118V6	26	12	0
OS01G0834700	PP1S14_91V6	70	70	0
OS01G0834700	PP1S233_13V6	70	69	0
OS01G0835000	PP1S167_139V6	28	26	1
OS01G0835000	PP1S31_313V6	42	44	1
OS01G0835500	PP1S10_26V6	49	42	1
OS01G0835500	PP1S18_194V6	49	43	1
OS01G0835500	PP1S241_44V6	50	43	1
OS01G0835500	PP1S32_49V6	48	42	1
OS01G0835600	PP1S34_343V6	23	15	1
OS01G0835600	PP1S65_27V6	23	7	1
OS01G0835700	PP1S112_85V6	19	12	1
OS01G0835700	PP1S143_20V6	21	13	1
OS01G0835700	PP1S70_278V6	17	11	1
OS01G0835700	PP1S8_144V6	19	12	1
OS01G0835900	PP1S197_4V6	100	100	1
OS01G0836400	PP1S119_116V6	33	29	1
OS01G0836400	PP1S398_12V6	33	29	1
OS01G0836600	PP1S114_161V6	43	45	0
OS01G0836600	PP1S89_134V6	49	46	0
OS01G0836600	PP1S9_229V6	47	43	0
OS01G0836700	PP1S145_30V6	32	20	0
OS01G0836700	PP1S36_102V6	32	20	0
OS01G0836700	PP1S59_9V6	32	20	0
OS01G0836800	PP1S145_30V6	45	47	0
OS01G0836800	PP1S36_102V6	45	47	0
OS01G0836800	PP1S59_9V6	40	41	0
OS01G0837100	PP1S37_38V6	42	48	0
OS01G0837300	PP1S120_28V6	50	23	1
OS01G0837300	PP1S120_29V6	51	23	1
OS01G0837300	PP1S209_52V6	50	23	1
OS01G0837300	PP1S60_124V6	49	22	1
OS01G0837500	PP1S40_79V6	16	56	0
OS01G0837500	PP1S40_80V6	20	61	0
OS01G0837800	PP1S31_199V6	12	54	1
OS01G0837900	PP1S100_121V6	62	64	1
OS01G0837900	PP1S132_58V6	63	57	1
OS01G0837900	PP1S425_6V6	57	72	1
OS01G0838800	PP1S13_191V6	66	65	1
OS01G0838800	PP1S56_263V6	62	62	1
OS01G0838800	PP1S73_169V6	41	42	1
OS01G0838800	PP1S8_105V6	65	65	1
OS01G0838900	PP1S239_44V6	39	35	1
OS01G0839200	PP1S422_5V6	9	10	1
OS01G0839300	PP1S194_11V6	61	62	1
OS01G0839700	PP1S75_236V6	80	66	1
OS01G0840200	PP1S156_36V6	34	46	1
OS01G0840200	PP1S403_50V6	48	51	1
OS01G0840200	PP1S9_138V6	46	49	1
OS01G0840700	PP1S249_65V6	73	27	1
OS01G0840700	PP1S34_151V6	73	27	1
OS01G0840700	PP1S84_102V6	73	27	1
OS01G0841000	PP1S104_54V6	28	12	1
OS01G0841000	PP1S245_103V6	23	15	1
OS01G0841000	PP1S396_13V6	25	17	1
OS01G0841000	PP1S534_1V6	28	12	1
OS01G0841000	PP1S540_10V6	26	20	1
OS01G0841000	PP1S91_165V6	24	18	1
OS01G0841100	PP1S13_239V6	18	24	1
OS01G0841100	PP1S159_160V6	18	25	1
OS01G0841200	PP1S10_174V6	54	33	1
OS01G0841200	PP1S44_325V6	58	33	1
OS01G0841200	PP1S8_187V6	58	34	1
OS01G0841500	PP1S120_159V6	29	16	0
OS01G0841500	PP1S36_43V6	29	16	0
OS01G0841600	PP1S3_334V6	66	66	1
OS01G0841800	PP1S34_210V6	33	24	1
OS01G0842600	PP1S346_22V6	61	56	1
OS01G0842600	PP1S39_149V6	58	67	1
OS01G0842600	PP1S456_6V6	62	57	1
OS01G0843300	PP1S197_92V6	56	53	0
OS01G0843300	PP1S249_21V6	50	48	0
OS01G0843300	PP1S255_41V6	56	53	0
OS01G0843300	PP1S95_108V6	54	50	0
OS01G0843800	PP1S17_180V6	28	25	1
OS01G0843800	PP1S175_122V6	23	36	1
OS01G0843800	PP1S86_61V6	26	24	1
OS01G0844300	PP1S454_18V6	63	63	1
OS01G0844400	PP1S356_36V6	53	51	1
OS01G0844400	PP1S67_186V6	46	45	1
OS01G0844800	PP1S15_165V6	7	64	1
OS01G0844800	PP1S35_161V6	16	41	1
OS01G0844800	PP1S35_216V6	40	38	1
OS01G0844800	PP1S96_109V6	36	35	1
OS01G0844800	PP1S96_110V6	40	37	1
OS01G0844800	PP1S96_93V6	40	38	1
OS01G0844900	PP1S104_175V6	32	15	1
OS01G0844900	PP1S27_359V6	36	16	1
OS01G0844900	PP1S29_23V6	34	16	1
OS01G0844900	PP1S29_32V6	35	16	1
OS01G0845100	PP1S158_45V6	27	13	0
OS01G0845100	PP1S25_243V6	27	13	0
OS01G0846450	PP1S131_38V6	40	8	0
OS01G0846500	PP1S131_38V6	35	14	0
OS01G0846600	PP1S42_28V6	36	52	1
OS01G0846600	PP1S93_163V6	45	50	1
OS01G0846800	PP1S10_408V6	58	22	1
OS01G0846800	PP1S137_152V6	58	19	1
OS01G0846800	PP1S196_82V6	56	20	1
OS01G0846800	PP1S44_203V6	57	21	1
OS01G0846900	PP1S303_26V6	21	23	1
OS01G0847200	PP1S114_202V6	80	80	1
OS01G0847200	PP1S323_19V6	81	81	1
OS01G0847300	PP1S126_117V6	35	26	1
OS01G0847300	PP1S14_317V6	46	40	1
OS01G0847300	PP1S15_474V6	46	38	1
OS01G0847300	PP1S41_166V6	44	37	1
OS01G0847600	PP1S141_128V6	55	53	1
OS01G0847600	PP1S246_3V6	46	57	1
OS01G0847700	PP1S141_128V6	56	54	1
OS01G0847700	PP1S246_3V6	50	61	1
OS01G0847800	PP1S141_128V6	62	16	1
OS01G0847800	PP1S246_3V6	52	17	1
OS01G0847900	PP1S223_120V6	56	56	1
OS01G0847900	PP1S450_2V6	58	58	1
OS01G0847900	PP1S47_329V6	49	50	1
OS01G0848200	PP1S22_40V6	68	66	0
OS01G0848400	PP1S115_128V6	21	10	1
OS01G0848400	PP1S52_231V6	20	8	1
OS01G0848700	PP1S157_53V6	71	71	1
OS01G0848700	PP1S209_94V6	72	73	1
OS01G0848700	PP1S209_99V6	54	65	1
OS01G0848700	PP1S21_298V6	71	71	1
OS01G0848700	PP1S26_33V6	72	72	1
OS01G0848700	PP1S84_180V6	72	72	1
OS01G0849100	PP1S28_109V6	43	34	1
OS01G0849100	PP1S34_404V6	42	33	1
OS01G0849100	PP1S58_274V6	44	34	1
OS01G0849100	PP1S7_228V6	44	34	1
OS01G0849600	PP1S1_365V6	43	42	1
OS01G0849600	PP1S400_12V6	43	43	1
OS01G0849600	PP1S62_204V6	42	42	1
OS01G0849600	PP1S82_99V6	36	31	1
OS01G0850100	PP1S122_13V6	50	55	1
OS01G0850100	PP1S192_73V6	49	55	1
OS01G0850100	PP1S210_85V6	49	54	1
OS01G0850200	PP1S184_39V6	22	20	1
OS01G0850200	PP1S73_3V6	21	22	1
OS01G0850400	PP1S53_216V6	26	25	1
OS01G0850400	PP1S72_143V6	25	24	1
OS01G0850700	PP1S206_49V6	36	35	1
OS01G0850700	PP1S77_246V6	37	36	1
OS01G0850900	PP1S18_223V6	50	51	0
OS01G0851000	PP1S182_1V6	40	41	1
OS01G0851100	PP1S131_64V6	43	29	0
OS01G0851100	PP1S204_30V6	43	28	0
OS01G0851100	PP1S284_50V6	40	23	0
OS01G0851100	PP1S46_296V6	42	28	0
OS01G0851100	PP1S66_130V6	42	27	0
OS01G0851300	PP1S13_291V6	32	26	1
OS01G0851300	PP1S246_60V6	32	27	1
OS01G0851300	PP1S351_44V6	32	27	1
OS01G0851300	PP1S351_49V6	31	26	1
OS01G0851300	PP1S37_13V6	33	28	1
OS01G0851300	PP1S421_1V6	33	28	1
OS01G0851400	PP1S42_91V6	42	40	1
OS01G0851600	PP1S117_94V6	37	39	0
OS01G0852200	PP1S56_265V6	53	49	1
OS01G0852500	PP1S17_105V6	19	9	1
OS01G0852500	PP1S342_36V6	20	8	1
OS01G0853000	PP1S10_317V6	13	10	1
OS01G0853000	PP1S93_122V6	13	12	1
OS01G0853000	PP1S9_480V6	13	11	1
OS01G0853400	PP1S140_66V6	42	40	1
OS01G0853400	PP1S187_72V6	34	31	1
OS01G0853400	PP1S211_131V6	42	42	1
OS01G0853400	PP1S24_60V6	40	41	1
OS01G0853400	PP1S277_20V6	43	43	1
OS01G0853400	PP1S49_196V6	35	30	1
OS01G0853400	PP1S90_156V6	22	33	1
OS01G0854800	PP1S332_42V6	44	43	1
OS01G0854800	PP1S42_270V6	36	50	1
OS01G0855000	PP1S134_51V6	57	56	1
OS01G0855000	PP1S9_453V6	56	55	1
OS01G0855200	PP1S149_16V6	9	35	1
OS01G0855200	PP1S173_49V6	21	18	1
OS01G0855200	PP1S209_70V6	19	16	1
OS01G0855200	PP1S45_106V6	12	32	1
OS01G0855200	PP1S482_3V6	28	22	1
OS01G0855600	PP1S120_74V6	41	36	1
OS01G0855600	PP1S22_340V6	44	38	1
OS01G0855600	PP1S2_67V6	43	36	1
OS01G0855600	PP1S28_254V6	42	36	1
OS01G0855600	PP1S38_76V6	43	38	1
OS01G0855600	PP1S389_27V6	44	38	1
OS01G0856000	PP1S30_135V6	40	33	1
OS01G0856500	PP1S211_67V6	67	68	1
OS01G0856500	PP1S213_89V6	61	62	1
OS01G0856500	PP1S279_43V6	58	60	1
OS01G0856500	PP1S90_46V6	65	66	1
OS01G0856600	PP1S104_99V6	27	9	1
OS01G0856800	PP1S116_32V6	59	64	0
OS01G0856800	PP1S194_101V6	59	65	0
OS01G0856800	PP1S88_12V6	62	69	0
OS01G0856900	PP1S103_94V6	19	20	1
OS01G0856900	PP1S127_37V6	16	16	1
OS01G0857000	PP1S31_351V6	38	28	1
OS01G0857000	PP1S42_277V6	38	27	1
OS01G0857200	PP1S147_6V6	43	49	0
OS01G0857200	PP1S34_364V6	42	32	0
OS01G0857200	PP1S7_98V6	43	31	0
OS01G0857300	PP1S441_14V6	45	22	1
OS01G0857400	PP1S122_131V6	51	50	1
OS01G0857400	PP1S432_1V6	53	53	1
OS01G0857400	PP1S74_201V6	52	51	1
OS01G0857500	PP1S140_50V6	63	22	0
OS01G0857500	PP1S47_195V6	61	19	0
OS01G0857500	PP1S5_343V6	64	22	0
OS01G0857700	PP1S139_95V6	81	81	1
OS01G0857700	PP1S22_313V6	82	82	1
OS01G0857900	PP1S12_367V6	29	7	1
OS01G0858000	PP1S397_28V6	13	26	1
OS01G0858500	PP1S303_26V6	33	20	1
OS01G0858900	PP1S258_38V6	12	29	1
OS01G0858900	PP1S269_58V6	29	42	1
OS01G0858900	PP1S66_22V6	21	31	1
OS01G0859100	PP1S13_145V6	21	15	0
OS01G0859100	PP1S159_13V6	19	12	0
OS01G0859100	PP1S37_244V6	17	11	0
OS01G0859200	PP1S405_1V6	32	37	0
OS01G0859300	PP1S49_161V6	33	25	1
OS01G0859400	PP1S83_241V6	41	42	1
OS01G0859600	PP1S340_39V6	50	50	1
OS01G0860300	PP1S18_121V6	84	84	1
OS01G0860300	PP1S40_297V6	84	84	1
OS01G0860300	PP1S427_1V6	82	82	1
OS01G0861000	PP1S8_115V6	33	33	1
OS01G0861700	PP1S142_117V6	27	21	1
OS01G0861700	PP1S4_263V6	28	22	1
OS01G0861700	PP1S4_265V6	28	22	1
OS01G0861700	PP1S448_23V6	27	21	1
OS01G0861700	PP1S47_287V6	25	20	1
OS01G0861700	PP1S57_62V6	29	22	1
OS01G0861700	PP1S57_64V6	13	18	1
OS01G0861700	PP1S70_65V6	27	21	1
OS01G0861900	PP1S312_36V6	29	31	1
OS01G0861900	PP1S31_82V6	30	29	1
OS01G0861900	PP1S359_27V6	34	31	1
OS01G0862000	PP1S227_56V6	39	22	1
OS01G0862200	PP1S36_33V6	43	38	1
OS01G0862300	PP1S115_80V6	49	52	1
OS01G0862600	PP1S363_26V6	32	29	1
OS01G0862600	PP1S73_35V6	33	31	1
OS01G0864700	PP1S22_216V6	59	7	1
OS01G0865100	PP1S209_59V6	54	56	1
OS01G0865700	PP1S35_193V6	11	23	1
OS01G0866100	PP1S198_154V6	68	37	1
OS01G0866100	PP1S198_157V6	68	37	1
OS01G0866100	PP1S337_21V6	68	37	1
OS01G0866100	PP1S337_26V6	68	37	1
OS01G0866100	PP1S372_38V6	68	37	1
OS01G0866100	PP1S372_48V6	68	37	1
OS01G0866100	PP1S381_18V6	68	37	1
OS01G0866100	PP1S381_21V6	68	37	1
OS01G0866300	PP1S197_20V6	65	71	1
OS01G0866300	PP1S54_197V6	49	68	1
OS01G0866400	PP1S1_300V6	83	83	1
OS01G0866400	PP1S385_43V6	83	83	1
OS01G0866500	PP1S142_132V6	74	72	1
OS01G0866500	PP1S315_59V6	26	51	1
OS01G0866500	PP1S315_67V6	51	45	1
OS01G0866500	PP1S315_68V6	14	47	1
OS01G0866500	PP1S46_53V6	71	50	1
OS01G0866500	PP1S552_1V6	47	52	1
OS01G0866600	PP1S13_380V6	63	44	1
OS01G0866700	PP1S16_329V6	81	87	1
OS01G0866800	PP1S101_148V6	50	47	0
OS01G0866800	PP1S152_91V6	50	53	0
OS01G0866800	PP1S152_93V6	51	47	0
OS01G0866800	PP1S212_105V6	49	54	0
OS01G0866800	PP1S222_14V6	51	51	0
OS01G0866800	PP1S222_25V6	51	52	0
OS01G0867200	PP1S40_147V6	45	45	1
OS01G0867300	PP1S9_249V6	15	13	1
OS01G0867600	PP1S110_116V6	49	36	1
OS01G0867600	PP1S159_62V6	49	48	1
OS01G0867600	PP1S245_59V6	49	35	1
OS01G0867600	PP1S281_20V6	48	37	1
OS01G0867600	PP1S90_132V6	47	40	1
OS01G0867700	PP1S2_106V6	57	58	1
OS01G0867700	PP1S239_25V6	57	58	1
OS01G0867700	PP1S2_94V6	57	58	1
OS01G0867800	PP1S36_37V6	61	59	1
OS01G0867800	PP1S48_128V6	64	59	1
OS01G0867900	PP1S126_73V6	52	53	1
OS01G0867900	PP1S126_74V6	52	57	1
OS01G0867900	PP1S51_161V6	52	58	1
OS01G0867900	PP1S51_162V6	52	57	1
OS01G0868300	PP1S257_37V6	51	50	1
OS01G0869000	PP1S48_226V6	40	36	1
OS01G0869000	PP1S65_244V6	40	38	1
OS01G0869200	PP1S795_3V6	47	38	1
OS01G0869300	PP1S32_42V6	11	4	1
OS01G0869500	PP1S216_69V6	61	59	1
OS01G0869600	PP1S352_17V6	42	39	1
OS01G0869800	PP1S241_86V6	68	65	0
OS01G0870100	PP1S18_318V6	28	49	1
OS01G0870100	PP1S32_238V6	27	47	1
OS01G0870201	PP1S238_33V6	43	25	1
OS01G0870201	PP1S66_41V6	12	22	1
OS01G0870300	PP1S109_32V6	58	66	1
OS01G0870300	PP1S120_140V6	62	62	1
OS01G0870300	PP1S12_395V6	66	67	1
OS01G0870300	PP1S15_321V6	67	67	1
OS01G0870300	PP1S240_51V6	65	57	1
OS01G0870300	PP1S297_9V6	65	65	1
OS01G0870300	PP1S30_275V6	60	62	1
OS01G0870300	PP1S352_2V6	60	66	1
OS01G0870300	PP1S36_56V6	53	55	1
OS01G0870300	PP1S4_201V6	67	68	1
OS01G0870300	PP1S57_114V6	65	68	1
OS01G0871100	PP1S239_61V6	31	45	1
OS01G0871100	PP1S6_217V6	42	35	1
OS01G0871200	PP1S13_145V6	27	28	0
OS01G0871200	PP1S159_13V6	30	26	0
OS01G0871200	PP1S37_244V6	31	28	0
OS01G0871300	PP1S63_52V6	63	58	1
OS01G0872500	PP1S65_285V6	19	14	0
OS01G0872500	PP1S69_25V6	19	13	0
OS01G0872500	PP1S9_211V6	19	13	0
OS01G0872600	PP1S65_285V6	15	6	0
OS01G0872600	PP1S69_25V6	17	7	0
OS01G0872600	PP1S9_211V6	17	6	0
OS01G0872700	PP1S18_247V6	55	52	1
OS01G0872700	PP1S509_20V6	52	56	1
OS01G0872800	PP1S217_11V6	35	50	1
OS01G0873100	PP1S55_196V6	55	9	1
OS01G0873100	PP1S8_239V6	55	10	1
OS01G0873700	PP1S49_181V6	55	58	1
OS01G0873800	PP1S291_45V6	41	39	1
OS01G0873900	PP1S126_154V6	42	25	1
OS01G0873900	PP1S15_33V6	46	24	1
OS01G0873900	PP1S54_228V6	46	22	1
OS01G0874100	PP1S201_54V6	9	21	1
OS01G0874100	PP1S70_117V6	48	34	1
OS01G0874300	PP1S371_6V6	32	35	1
OS01G0874300	PP1S61_196V6	35	30	1
OS01G0874800	PP1S59_208V6	40	28	0
OS01G0874900	PP1S201_45V6	52	47	0
OS01G0874900	PP1S227_136V6	53	49	0
OS01G0874900	PP1S70_128V6	18	52	0
OS01G0874900	PP1S70_129V6	26	51	0
OS01G0875400	PP1S21_268V6	57	60	1
OS01G0875700	PP1S9_173V6	26	24	0
OS01G0876100	PP1S22_299V6	49	53	1
OS01G0876400	PP1S191_3V6	29	22	1
OS01G0876400	PP1S33_275V6	27	20	1
OS01G0876500	PP1S70_254V6	28	6	1
OS01G0876800	PP1S126_15V6	37	37	1
OS01G0876800	PP1S51_262V6	36	37	1
OS01G0877300	PP1S65_274V6	34	31	1
OS01G0877400	PP1S14_287V6	60	62	1
OS01G0877400	PP1S263_32V6	60	62	1
OS01G0877400	PP1S313_21V6	55	60	1
OS01G0877400	PP1S34_154V6	58	59	1
OS01G0878300	PP1S14_454V6	36	34	0
OS01G0878300	PP1S182_56V6	37	35	0
OS01G0878400	PP1S387_41V6	54	51	1
OS01G0878700	PP1S387_41V6	55	52	1
OS01G0878800	PP1S426_3V6	39	43	1
OS01G0878900	PP1S426_3V6	46	43	1
OS01G0879400	PP1S122_35V6	14	56	1
OS01G0879400	PP1S16_243V6	44	44	1
OS01G0879400	PP1S410_9V6	46	45	1
OS01G0879500	PP1S35_337V6	37	34	1
OS01G0880200	PP1S21_381V6	43	49	1
OS01G0880200	PP1S223_30V6	41	23	1
OS01G0880200	PP1S351_36V6	42	25	1
OS01G0880300	PP1S216_42V6	33	27	0
OS01G0880300	PP1S382_22V6	32	30	0
OS01G0880300	PP1S4103_2V6	11	26	0
OS01G0880400	PP1S372_54V6	39	38	1
OS01G0880800	PP1S146_17V6	61	56	0
OS01G0880800	PP1S157_50V6	61	58	0
OS01G0880800	PP1S181_115V6	61	59	0
OS01G0880800	PP1S354_37V6	62	56	0
OS01G0881000	PP1S245_50V6	36	21	1
OS01G0881000	PP1S338_32V6	36	22	1
OS01G0881100	PP1S302_54V6	34	26	0
OS01G0881100	PP1S7_214V6	31	24	0
OS01G0881100	PP1S83_157V6	34	26	0
OS01G0881300	PP1S39_291V6	36	28	1
OS01G0881400	PP1S68_3V6	16	23	1
OS01G0881400	PP1S68_4V6	6	36	1
OS01G0881500	PP1S346_13V6	44	37	1
OS01G0881500	PP1S456_3V6	43	36	1
OS01G0881900	PP1S128_42V6	45	39	0
OS01G0881900	PP1S364_6V6	29	30	0
OS01G0881900	PP1S371_26V6	41	26	0
OS01G0882200	PP1S126_196V6	44	18	1
OS01G0882200	PP1S257_96V6	37	16	1
OS01G0882200	PP1S258_7V6	43	18	1
OS01G0882200	PP1S30_324V6	42	17	1
OS01G0882300	PP1S49_181V6	69	71	1
OS01G0882400	PP1S5_284V6	24	28	1
OS01G0882500	PP1S141_63V6	36	42	1
OS01G0882500	PP1S25_204V6	54	44	1
OS01G0883000	PP1S50_1V6	28	37	1
OS01G0883000	PP1S58_68V6	26	33	1
OS01G0883200	PP1S133_33V6	34	18	1
OS01G0883200	PP1S308_25V6	35	18	1
OS01G0883400	PP1S200_118V6	6	1	1
OS01G0883400	PP1S76_167V6	5	0	1
OS01G0883800	PP1S103_129V6	30	30	1
OS01G0883800	PP1S106_2V6	27	28	1
OS01G0883800	PP1S15_259V6	29	29	1
OS01G0883800	PP1S160_47V6	30	30	1
OS01G0883800	PP1S180_73V6	28	29	1
OS01G0883800	PP1S340_52V6	28	24	1
OS01G0883800	PP1S41_186V6	29	30	1
OS01G0883900	PP1S13_225V6	44	51	1
OS01G0883900	PP1S284_9V6	42	48	1
OS01G0883900	PP1S82_55V6	44	43	1
OS01G0883900	PP1S9_410V6	45	49	1
OS01G0883900	PP1S99_226V6	45	52	1
OS01G0884400	PP1S236_41V6	31	41	1
OS01G0884400	PP1S307_2V6	34	33	1
OS01G0884500	PP1S258_57V6	14	8	1
OS01G0884500	PP1S258_72V6	11	8	1
OS01G0884900	PP1S277_37V6	71	23	1
OS01G0884900	PP1S355_55V6	60	23	1
OS01G0884900	PP1S36_296V6	71	23	1
OS01G0885000	PP1S109_97V6	68	66	0
OS01G0885000	PP1S12_130V6	66	65	0
OS01G0885000	PP1S92_10V6	64	64	0
OS01G0885000	PP1S97_277V6	63	62	0
OS01G0885200	PP1S28_151V6	30	29	1
OS01G0885200	PP1S7_345V6	32	28	1
OS01G0885600	PP1S90_13V6	54	55	1
OS01G0886000	PP1S31_65V6	19	21	0
OS01G0886500	PP1S192_31V6	32	32	1
OS01G0886500	PP1S222_129V6	45	45	1
OS01G0886600	PP1S163_100V6	59	42	1
OS01G0886600	PP1S171_84V6	59	40	1
OS01G0886600	PP1S98_222V6	59	42	1
OS01G0886900	PP1S53_92V6	38	43	1
OS01G0886900	PP1S72_256V6	40	42	1
OS01G0887100	PP1S211_107V6	71	35	1
OS01G0887100	PP1S90_44V6	71	36	1
OS01G0887400	PP1S33_66V6	40	33	1
OS01G0887400	PP1S77_291V6	26	27	1
OS01G0887700	PP1S117_107V6	59	60	0
OS01G0887700	PP1S262_27V6	61	66	0
OS01G0887700	PP1S371_53V6	61	65	0
OS01G0887700	PP1S38_137V6	62	67	0
OS01G0887700	PP1S41_170V6	62	64	0
OS01G0887700	PP1S53_239V6	61	63	0
OS01G0887700	PP1S97_167V6	61	66	0
OS01G0888300	PP1S4_283V6	25	22	1
OS01G0888500	PP1S386_21V6	63	35	0
OS01G0888700	PP1S40_20V6	53	55	1
