Gene stable ID	Aegilops tauschii gene stable ID	% identity	Aegilops tauschii % identity	Orthology confidence [0 low, 1 high]
OS03G0651300	F775_12622	76	81	1
OS03G0651800	F775_14980	70	69	0
OS03G0651800	F775_16747	68	68	0
OS03G0651800	F775_19038	60	61	0
OS03G0651800	F775_32590	62	49	0
OS03G0652000	F775_10393	64	46	1
OS03G0652100	F775_05022	78	77	1
OS03G0652400	F775_20390	43	24	0
OS03G0653100	F775_20390	41	18	0
OS03G0653900	F775_11203	21	31	1
OS03G0653900	F775_25366	28	24	1
OS03G0654400	F775_10398	74	74	1
OS03G0654500	F775_25910	53	69	1
OS03G0654600	F775_07720	69	62	1
OS03G0654600	F775_28399	34	93	1
OS03G0655200	F775_16251	59	69	1
OS03G0655200	F775_26582	18	81	1
OS03G0655300	F775_24500	75	48	1
OS03G0655700	F775_20378	60	76	1
OS03G0656201	F775_28441	52	47	1
OS03G0656500	F775_43191	37	58	1
OS03G0656800	F775_17028	70	76	1
OS03G0657000	F775_26235	86	88	1
OS03G0657100	F775_19100	54	72	1
OS03G0657400	F775_42487	61	63	1
OS03G0658800	F775_03285	65	69	1
OS03G0658800	F775_17320	67	69	1
OS03G0658800	F775_19009	64	64	1
OS03G0658800	F775_20755	56	64	1
OS03G0659233	EPlATAG00000010010	100	100	0
OS03G0659266	EPlATAG00000010043	97	97	1
OS03G0659300	F775_19132	75	80	1
OS03G0659400	F775_31198	53	49	1
OS03G0659900	F775_05632	89	66	0
OS03G0660300	F775_42744	51	46	1
OS03G0660400	F775_42744	58	51	1
OS03G0660500	F775_42744	61	56	1
OS03G0661300	F775_31289	85	95	1
OS03G0661500	F775_16737	31	40	1
OS03G0661600	F775_27927	60	72	1
OS03G0661900	F775_00331	24	13	0
OS03G0661900	F775_00903	22	20	0
OS03G0661900	F775_06763	18	14	0
OS03G0663500	F775_29722	80	74	1
OS03G0663700	F775_12854	74	38	1
OS03G0663800	F775_32759	34	15	1
OS03G0663900	F775_23754	32	33	1
OS03G0664600	F775_19023	47	37	1
OS03G0664700	F775_03854	57	79	1
OS03G0665000	F775_19024	25	26	1
OS03G0665200	F775_19025	47	63	1
OS03G0665700	F775_32745	79	73	0
OS03G0665800	F775_10076	80	73	1
OS03G0666100	F775_21529	90	84	1
OS03G0666200	F775_32702	70	78	0
OS03G0666300	F775_01542	27	38	1
OS03G0666500	F775_27277	90	62	1
OS03G0666600	F775_09948	13	38	0
OS03G0666600	F775_22827	13	36	0
OS03G0666600	F775_23005	12	28	0
OS03G0666600	F775_24035	13	44	0
OS03G0666600	F775_43409	10	39	0
OS03G0666700	F775_27278	86	86	1
OS03G0667100	F775_06091	72	71	1
OS03G0667201	EPlATAG00000010071	100	100	1
OS03G0667300	F775_06092	68	69	0
OS03G0667300	F775_28449	37	79	0
OS03G0667400	F775_14311	87	34	1
OS03G0667400	F775_27281	86	45	1
OS03G0667500	F775_06092	74	75	0
OS03G0667500	F775_28449	39	84	0
OS03G0667700	F775_22901	73	60	1
OS03G0667800	F775_26744	82	54	0
OS03G0667800	F775_27682	90	90	0
OS03G0668000	F775_13331	37	42	1
OS03G0668100	F775_13331	39	25	1
OS03G0668400	F775_14311	81	56	1
OS03G0668400	F775_27281	69	63	1
OS03G0668900	F775_01543	32	60	1
OS03G0669000	F775_18779	68	73	1
OS03G0669000	F775_18809	75	69	1
OS03G0669100	F775_08178	28	40	1
OS03G0669100	F775_12574	68	68	1
OS03G0669100	F775_24423	26	18	1
OS03G0669100	F775_24470	14	8	1
OS03G0669100	F775_24626	25	38	1
OS03G0669100	F775_24645	25	42	1
OS03G0669100	F775_25213	25	23	1
OS03G0669100	F775_28542	23	57	1
OS03G0669200	F775_27280	83	87	1
OS03G0669300	F775_12576	57	78	1
OS03G0669800	F775_27392	66	60	1
OS03G0669900	F775_00621	12	32	1
OS03G0669900	F775_07289	20	32	1
OS03G0669900	F775_12041	31	27	1
OS03G0669900	F775_12042	37	38	1
OS03G0669900	F775_13772	27	37	1
OS03G0669900	F775_13773	38	36	1
OS03G0669900	F775_15061	39	41	1
OS03G0669900	F775_20151	28	37	1
OS03G0670700	F775_10458	46	62	1
OS03G0670700	F775_31218	44	75	1
OS03G0671000	F775_11635	17	13	0
OS03G0671800	F775_10654	17	31	1
OS03G0672300	F775_11636	66	72	1
OS03G0672400	F775_01182	36	38	1
OS03G0672500	F775_01180	41	57	0
OS03G0672700	F775_02845	51	8	1
OS03G0672900	F775_12349	73	80	0
OS03G0673000	F775_04316	4	2	1
OS03G0673500	F775_16990	35	43	1
OS03G0673500	F775_16991	37	43	1
OS03G0673800	F775_16853	78	35	1
OS03G0674300	F775_29805	70	24	1
OS03G0674700	F775_32835	57	72	1
OS03G0674900	F775_13328	43	42	1
OS03G0675300	F775_08652	14	15	1
OS03G0678400	F775_14159	82	71	1
OS03G0678950	F775_22899	41	33	1
OS03G0679000	F775_09489	93	93	0
OS03G0679100	F775_26379	81	15	1
OS03G0679300	F775_09971	17	7	1
OS03G0679800	F775_06762	29	30	1
OS03G0679800	F775_22318	19	19	1
OS03G0680100	F775_06762	21	11	1
OS03G0680100	F775_22318	20	10	1
OS03G0680200	F775_00169	40	20	1
OS03G0680600	F775_02532	29	53	1
OS03G0680600	F775_07345	15	65	1
OS03G0680600	F775_10105	67	43	1
OS03G0680800	F775_15470	69	65	1
OS03G0681201	F775_03872	81	3	1
OS03G0681300	F775_03872	71	2	1
OS03G0681400	F775_25960	56	64	0
OS03G0681700	F775_10514	94	94	0
OS03G0681900	F775_25959	81	79	1
OS03G0682100	F775_14489	50	72	1
OS03G0682200	F775_17182	80	38	1
OS03G0682600	F775_52173	63	46	1
OS03G0683700	F775_17073	1	1	1
OS03G0683700	F775_29956	67	31	1
OS03G0683800	F775_11870	82	82	1
OS03G0683866	F775_01265	83	47	1
OS03G0684000	F775_05698	39	54	1
OS03G0684100	F775_01264	34	52	1
OS03G0684100	F775_04678	37	52	1
OS03G0684300	F775_11869	53	29	1
OS03G0684400	F775_26702	63	81	1
OS03G0684500	F775_11758	71	75	1
OS03G0684700	F775_05642	71	73	1
OS03G0685100	F775_05087	61	53	1
OS03G0685500	F775_28624	83	60	1
OS03G0685600	F775_02402	52	72	1
OS03G0685600	F775_04630	79	53	1
OS03G0685750	F775_05805	65	7	0
OS03G0685900	F775_26908	84	83	1
OS03G0686300	F775_16020	82	74	1
OS03G0686900	F775_06205	45	57	1
OS03G0687000	F775_27418	85	85	1
OS03G0687200	F775_01647	16	16	1
OS03G0687700	F775_43376	20	51	1
OS03G0688000	F775_43376	7	21	1
OS03G0688200	F775_02142	45	24	1
OS03G0688200	F775_06861	47	25	1
OS03G0688300	F775_07147	65	86	1
OS03G0688600	F775_43376	21	46	1
OS03G0689100	F775_28757	81	87	0
OS03G0689300	F775_14999	93	92	1
OS03G0689400	F775_08763	15	38	1
OS03G0689400	F775_08764	30	44	1
OS03G0689833	F775_08763	1	1	1
OS03G0689833	F775_08764	50	19	1
OS03G0689866	F775_22541	32	16	0
OS03G0689866	F775_22758	24	11	0
OS03G0689900	F775_02372	52	65	1
OS03G0690000	F775_28756	86	83	1
OS03G0690500	F775_10720	52	67	1
OS03G0690600	F775_08186	79	77	1
OS03G0691400	F775_05849	66	62	0
OS03G0691400	F775_15645	37	62	0
OS03G0691400	F775_15757	71	73	0
OS03G0691500	F775_07451	67	63	1
OS03G0691800	F775_08583	78	75	1
OS03G0692000	F775_16160	33	56	0
OS03G0692000	F775_18494	39	49	0
OS03G0692400	F775_02108	66	67	0
OS03G0692700	F775_28270	53	53	1
OS03G0693000	F775_05993	71	87	1
OS03G0693600	F775_52357	18	49	1
OS03G0693600	F775_52689	36	52	1
OS03G0693700	F775_08759	73	74	0
OS03G0693700	F775_08769	73	74	0
OS03G0693700	F775_18631	34	65	0
OS03G0693700	F775_18662	72	73	0
OS03G0693700	F775_18663	72	73	0
OS03G0693700	F775_18664	66	72	0
OS03G0693700	F775_25681	42	60	0
OS03G0693700	F775_30906	59	78	0
OS03G0693700	F775_30907	73	74	0
OS03G0693700	F775_30908	74	75	0
OS03G0693700	F775_30909	74	75	0
OS03G0693700	F775_43214	51	75	0
OS03G0693800	F775_08759	72	74	0
OS03G0693800	F775_08769	71	73	0
OS03G0693800	F775_18631	34	66	0
OS03G0693800	F775_18662	71	72	0
OS03G0693800	F775_18663	70	72	0
OS03G0693800	F775_18664	65	72	0
OS03G0693800	F775_25681	43	61	0
OS03G0693800	F775_30906	59	78	0
OS03G0693800	F775_30907	72	73	0
OS03G0693800	F775_30908	72	74	0
OS03G0693800	F775_30909	73	75	0
OS03G0693800	F775_43214	51	75	0
OS03G0693900	F775_08759	75	76	0
OS03G0693900	F775_08769	74	75	0
OS03G0693900	F775_18631	35	68	0
OS03G0693900	F775_18662	74	75	0
OS03G0693900	F775_18663	73	74	0
OS03G0693900	F775_18664	68	75	0
OS03G0693900	F775_25681	43	61	0
OS03G0693900	F775_30906	61	80	0
OS03G0693900	F775_30907	74	75	0
OS03G0693900	F775_30908	75	76	0
OS03G0693900	F775_30909	75	77	0
OS03G0693900	F775_43214	52	77	0
OS03G0694000	F775_08759	72	74	0
OS03G0694000	F775_08769	72	73	0
OS03G0694000	F775_18631	34	66	0
OS03G0694000	F775_18662	71	73	0
OS03G0694000	F775_18663	71	72	0
OS03G0694000	F775_18664	66	73	0
OS03G0694000	F775_25681	43	61	0
OS03G0694000	F775_30906	59	79	0
OS03G0694000	F775_30907	72	74	0
OS03G0694000	F775_30908	73	75	0
OS03G0694000	F775_30909	73	75	0
OS03G0694000	F775_43214	51	76	0
OS03G0694500	F775_12965	72	73	1
OS03G0694700	F775_24052	73	44	1
OS03G0694800	F775_06211	93	93	1
OS03G0694900	F775_09403	79	76	1
OS03G0694900	F775_20662	27	74	1
OS03G0695400	F775_30643	26	7	1
OS03G0695500	F775_25972	39	92	1
OS03G0695600	F775_05079	86	87	1
OS03G0695700	F775_05078	84	27	1
OS03G0697833	F775_00386	31	44	1
OS03G0698350	F775_02203	73	56	1
OS03G0698800	F775_21000	63	91	1
OS03G0698900	F775_32371	89	65	1
OS03G0699200	F775_32372	68	76	1
OS03G0699300	F775_21001	76	84	1
OS03G0699300	F775_21002	40	78	1
OS03G0699400	F775_32373	82	88	1
OS03G0700400	F775_27979	24	3	0
OS03G0700800	F775_01402	62	56	1
OS03G0701000	F775_28924	60	30	1
OS03G0701100	F775_15431	40	39	1
OS03G0701200	F775_28925	71	70	1
OS03G0701300	F775_42981	23	22	1
OS03G0701400	F775_20621	63	79	1
OS03G0701500	F775_07776	57	77	0
OS03G0701600	F775_29521	47	33	1
OS03G0701700	F775_30162	89	90	1
OS03G0701800	F775_30163	79	30	1
OS03G0701900	F775_08216	50	37	1
OS03G0702000	F775_42849	48	43	1
OS03G0702700	F775_27895	87	57	1
OS03G0702800	F775_27894	94	94	1
OS03G0702900	F775_03137	46	67	1
OS03G0703000	F775_30000	73	73	1
OS03G0703100	F775_28736	71	74	1
OS03G0703300	F775_27071	52	29	1
OS03G0703900	F775_07410	63	83	1
OS03G0704000	F775_20944	46	40	0
OS03G0704100	F775_29032	53	51	1
OS03G0704200	F775_07411	66	25	1
OS03G0704400	F775_15593	53	61	1
OS03G0705300	F775_14098	55	88	1
OS03G0706500	F775_01449	20	30	1
OS03G0706900	F775_27200	71	70	1
OS03G0707200	F775_14955	52	46	0
OS03G0707300	F775_03707	69	66	1
OS03G0707300	F775_33135	17	55	1
OS03G0707600	F775_01390	19	45	0
OS03G0707600	F775_10732	21	26	0
OS03G0707900	F775_09074	88	59	1
OS03G0708000	F775_12186	61	63	1
OS03G0708100	F775_05856	74	83	1
OS03G0708200	F775_03632	35	61	0
OS03G0708400	F775_08977	58	88	1
OS03G0708500	F775_52043	62	80	1
OS03G0708600	F775_08976	73	92	1
OS03G0708700	F775_16063	64	37	1
OS03G0708800	F775_07664	21	46	1
OS03G0708900	F775_03401	44	31	1
OS03G0709000	F775_08407	82	82	1
OS03G0709000	F775_08629	80	80	1
OS03G0709000	F775_31463	84	69	1
OS03G0709300	F775_31464	76	79	1
OS03G0710100	F775_00425	31	39	1
OS03G0710100	F775_24706	25	37	1
OS03G0710700	F775_17060	63	57	1
OS03G0710800	F775_32025	97	86	1
OS03G0710900	F775_09571	83	79	1
OS03G0711100	F775_08552	29	32	1
OS03G0711200	F775_18112	73	31	0
OS03G0711300	F775_05983	74	74	1
OS03G0711300	F775_07969	65	54	1
OS03G0711400	F775_07673	94	94	1
OS03G0711500	F775_07150	1	2	0
OS03G0712100	F775_31049	64	69	1
OS03G0712200	F775_03788	54	62	1
OS03G0712300	F775_31050	87	40	1
OS03G0712400	F775_32927	74	63	1
OS03G0712600	F775_01240	36	14	0
OS03G0712600	F775_02999	32	14	0
OS03G0712700	F775_28447	87	89	1
OS03G0712800	F775_28448	84	86	1
OS03G0712900	F775_03203	79	41	1
OS03G0713000	F775_03503	57	61	1
OS03G0713100	F775_30654	93	96	1
OS03G0713400	F775_30653	73	78	0
OS03G0713500	F775_15578	23	65	0
OS03G0713600	F775_11918	80	67	1
OS03G0714400	F775_31236	84	92	1
OS03G0716200	F775_12135	54	61	1
OS03G0717000	F775_14951	76	77	0
OS03G0717200	F775_11515	44	61	1
OS03G0717600	F775_14619	82	78	1
OS03G0717600	F775_26209	85	87	1
OS03G0717700	F775_11514	76	76	0
OS03G0717900	F775_30852	62	57	1
OS03G0718100	F775_43941	94	67	1
OS03G0718600	F775_28327	81	84	1
OS03G0718800	F775_27824	74	78	1
OS03G0719000	F775_09589	65	58	1
OS03G0719100	F775_03586	55	43	0
OS03G0719100	F775_07617	59	63	0
OS03G0719300	F775_32091	90	82	1
OS03G0719400	F775_29670	46	70	0
OS03G0719500	F775_07346	90	50	1
OS03G0719800	F775_15473	84	84	1
OS03G0719850	F775_02533	79	29	1
OS03G0720300	F775_30465	89	88	0
OS03G0720400	F775_17831	55	32	1
OS03G0720400	F775_18380	56	43	1
OS03G0720400	F775_19028	54	60	1
OS03G0720400	F775_19984	28	45	1
OS03G0720800	F775_03445	54	77	1
OS03G0721200	F775_01441	87	47	0
OS03G0721300	F775_20569	51	69	1
OS03G0721400	F775_09630	86	90	1
OS03G0721900	F775_25616	37	59	1
OS03G0722000	F775_14230	41	69	1
OS03G0722100	F775_26319	39	27	1
OS03G0722600	F775_27823	66	78	1
OS03G0722800	F775_01240	35	31	0
OS03G0722800	F775_02999	30	31	0
OS03G0723400	F775_28543	25	48	1
OS03G0723600	F775_31498	37	63	1
OS03G0724100	F775_06900	45	76	1
OS03G0724100	F775_07406	66	71	1
OS03G0724100	F775_15581	74	76	1
OS03G0724300	F775_18448	55	74	1
OS03G0724600	F775_31439	49	38	1
OS03G0724700	F775_01852	37	57	1
OS03G0724700	F775_07574	37	69	1
OS03G0725000	F775_08263	93	82	1
OS03G0725100	F775_08060	72	42	1
OS03G0725200	F775_29921	40	47	1
OS03G0725300	F775_08059	75	75	1
OS03G0725400	F775_11042	61	73	0
OS03G0725800	F775_11371	61	65	1
OS03G0726100	F775_26616	97	97	0
OS03G0726100	F775_31849	98	98	0
OS03G0726200	F775_09466	72	75	1
OS03G0726300	F775_20222	73	76	1
OS03G0726400	F775_05323	65	62	1
OS03G0726500	F775_26300	63	79	1
OS03G0726800	F775_25057	27	60	1
OS03G0726800	F775_29373	69	39	1
OS03G0727100	F775_05758	76	75	1
OS03G0727600	F775_11986	85	84	1
OS03G0727800	F775_12502	24	44	1
OS03G0727800	F775_14490	34	43	1
OS03G0727800	F775_21213	24	59	1
OS03G0727900	F775_09909	67	57	1
OS03G0728100	F775_31913	63	79	1
OS03G0728200	F775_09497	53	84	1
OS03G0728500	F775_03899	42	34	1
OS03G0728500	F775_04466	48	39	1
OS03G0728500	F775_05288	41	20	1
OS03G0728800	F775_02056	44	72	1
OS03G0728800	F775_28178	34	81	1
OS03G0728900	F775_28179	57	42	0
OS03G0729300	F775_19229	65	67	1
OS03G0729500	F775_27966	75	73	1
OS03G0729700	F775_04831	61	79	1
OS03G0729800	F775_21043	32	36	0
OS03G0730000	F775_17636	65	83	1
OS03G0730400	F775_07721	36	45	1
OS03G0730400	F775_21104	42	45	1
OS03G0730400	F775_23385	52	48	1
OS03G0730500	F775_07721	33	38	1
OS03G0730500	F775_21104	38	39	1
OS03G0730500	F775_23385	47	41	1
OS03G0730700	F775_07721	44	42	1
OS03G0730700	F775_21104	39	32	1
OS03G0730700	F775_23385	56	39	1
OS03G0730800	F775_04646	81	50	1
OS03G0731050	F775_00930	57	92	1
OS03G0731500	F775_04844	32	60	0
OS03G0731500	F775_32771	44	80	0
OS03G0731800	F775_04731	65	54	1
OS03G0731800	F775_18976	62	59	1
OS03G0731900	F775_08901	90	85	1
OS03G0732100	F775_12224	59	78	1
OS03G0733000	F775_12223	54	55	1
OS03G0733800	F775_27703	80	84	1
OS03G0734200	F775_09771	55	62	1
OS03G0734200	F775_20872	58	65	1
OS03G0734200	F775_32329	55	65	1
OS03G0734200	F775_32330	47	52	1
OS03G0734400	F775_20873	38	96	1
OS03G0734500	F775_32331	46	51	0
OS03G0734500	F775_32332	51	56	0
OS03G0734700	F775_32333	58	52	1
OS03G0734900	F775_32334	74	75	1
OS03G0735000	F775_26658	77	82	1
OS03G0735100	F775_32186	73	77	1
OS03G0735200	F775_14784	79	62	1
OS03G0735300	F775_24751	61	38	1
OS03G0735800	F775_18289	68	49	0
OS03G0735800	F775_20746	15	12	0
OS03G0735900	F775_19491	78	89	1
OS03G0736000	F775_01295	71	76	1
OS03G0736000	F775_01296	2	3	1
OS03G0736000	F775_04965	73	39	1
OS03G0736200	F775_05450	45	85	1
OS03G0736300	F775_26454	80	90	1
OS03G0736400	F775_09561	83	68	1
OS03G0736500	F775_21490	68	82	1
OS03G0736700	F775_43865	24	76	1
OS03G0737000	F775_28695	87	55	1
OS03G0737200	F775_07140	54	11	0
OS03G0737300	F775_28435	69	70	1
OS03G0737400	F775_28435	86	85	1
OS03G0737600	F775_06942	60	73	1
OS03G0737701	F775_24792	16	36	1
OS03G0737800	F775_28488	84	81	1
OS03G0737900	F775_28489	51	84	1
OS03G0738000	F775_14643	74	84	1
OS03G0738400	F775_31254	91	89	1
OS03G0738600	F775_28158	77	77	0
OS03G0738600	F775_28595	76	77	0
OS03G0738600	F775_32925	69	68	0
OS03G0738600	F775_33178	21	52	0
OS03G0739700	F775_26810	54	62	1
OS03G0740600	F775_00341	71	45	1
OS03G0740600	F775_25598	91	89	1
OS03G0740600	F775_25892	85	80	1
OS03G0740800	F775_19234	82	80	1
OS03G0741000	F775_05718	49	32	0
OS03G0741000	F775_11911	17	24	0
OS03G0741000	F775_19242	48	32	0
OS03G0741000	F775_43468	2	8	0
OS03G0741100	F775_31261	53	57	1
OS03G0741400	F775_19530	33	56	1
OS03G0741500	F775_12882	68	68	1
OS03G0741500	F775_20030	69	40	1
OS03G0741500	F775_21944	49	31	1
OS03G0741600	F775_42500	26	61	1
OS03G0741700	F775_08018	38	17	1
OS03G0741700	F775_12883	40	19	1
OS03G0742300	F775_06935	72	71	1
OS03G0742400	F775_31107	95	69	1
OS03G0742800	F775_29088	81	88	1
OS03G0742900	F775_29089	58	73	1
OS03G0743400	F775_27658	99	93	1
OS03G0743500	F775_27659	90	90	1
OS03G0743800	F775_01184	66	77	0
OS03G0743900	F775_27660	66	93	1
OS03G0744300	F775_01332	86	52	1
OS03G0744600	F775_26866	66	90	1
OS03G0744650	F775_01212	5	1	1
OS03G0744650	F775_04600	0	0	1
OS03G0744650	F775_04601	19	3	1
OS03G0744675	F775_01212	8	5	1
OS03G0744675	F775_04600	12	12	1
OS03G0744675	F775_04601	0	0	1
OS03G0744700	F775_29131	46	49	1
OS03G0745000	F775_19137	58	24	1
OS03G0745100	F775_23549	68	27	1
OS03G0745600	F775_10013	95	95	1
OS03G0745700	F775_26688	74	74	1
OS03G0746400	F775_05634	64	69	1
OS03G0746500	F775_01219	78	64	1
OS03G0746600	F775_11733	75	71	1
OS03G0746700	F775_01220	52	52	1
OS03G0746800	F775_18400	78	83	1
OS03G0746900	F775_17375	57	60	1
OS03G0747100	F775_04429	32	71	1
OS03G0747200	F775_14151	33	34	1
OS03G0747200	F775_32106	63	40	1
OS03G0747300	F775_28183	91	90	1
OS03G0747500	F775_28182	47	54	1
OS03G0747600	F775_19201	54	23	1
OS03G0747900	F775_19202	78	74	1
OS03G0748000	F775_29293	71	71	1
OS03G0748100	F775_10324	26	83	0
OS03G0748200	F775_25887	74	61	1
OS03G0748300	F775_10323	52	55	1
OS03G0748400	F775_10320	77	44	1
OS03G0748500	F775_44083	30	90	1
OS03G0748700	F775_00628	84	86	1
OS03G0748800	F775_08468	74	90	1
OS03G0748900	F775_30471	75	66	1
OS03G0749300	F775_07095	77	80	1
OS03G0749300	F775_09335	81	79	1
OS03G0749300	F775_09336	76	61	1
OS03G0749300	F775_23589	82	82	1
OS03G0749500	F775_31799	58	69	0
OS03G0749800	F775_28133	79	87	1
OS03G0749900	F775_14064	60	73	1
OS03G0750000	F775_28136	59	24	1
OS03G0750100	F775_06719	55	52	1
OS03G0750300	F775_04469	43	22	1
OS03G0750700	F775_32180	61	89	1
OS03G0750800	F775_31282	89	89	1
OS03G0750900	F775_19268	31	32	0
OS03G0751000	F775_30943	81	84	1
OS03G0751100	F775_18677	88	89	1
OS03G0751400	F775_27816	92	75	1
OS03G0751600	F775_33090	28	59	1
OS03G0751600	F775_52166	41	31	1
OS03G0752100	F775_14368	83	18	1
OS03G0752200	F775_06854	59	71	0
OS03G0752300	F775_28305	76	55	1
OS03G0752700	F775_21888	51	56	1
OS03G0752800	F775_32722	38	89	0
OS03G0754500	F775_22023	63	53	1
OS03G0754500	F775_25414	76	36	1
OS03G0754500	F775_27513	77	35	1
OS03G0754800	F775_26324	83	75	1
OS03G0755000	F775_10914	75	77	1
OS03G0755100	F775_11126	78	76	1
OS03G0755100	F775_26227	86	89	1
OS03G0755600	F775_11125	32	14	1
OS03G0755700	F775_26371	67	43	1
OS03G0755800	F775_11125	63	12	1
OS03G0756000	F775_26371	96	96	1
OS03G0756200	F775_26400	42	60	0
OS03G0756300	F775_30038	55	46	1
OS03G0756400	F775_07443	64	83	1
OS03G0756500	F775_24408	33	31	1
OS03G0756700	F775_02787	37	23	1
OS03G0757200	F775_03059	50	51	0
OS03G0757200	F775_04504	13	60	0
OS03G0757200	F775_13655	55	58	0
OS03G0757200	F775_14206	57	56	0
OS03G0757500	F775_03085	54	72	0
OS03G0757500	F775_13509	61	68	0
OS03G0757500	F775_24590	1	1	0
OS03G0757600	F775_02079	0	0	1
OS03G0757600	F775_13510	69	68	1
OS03G0757900	F775_28646	91	78	0
OS03G0757900	F775_29213	94	94	0
OS03G0758000	F775_14839	47	55	1
OS03G0758100	F775_13590	85	80	1
OS03G0758300	F775_21988	41	73	1
OS03G0758400	F775_26033	68	83	1
OS03G0758500	F775_26034	67	35	1
OS03G0758600	F775_06510	54	38	1
OS03G0758600	F775_26489	56	37	1
OS03G0758700	F775_11011	45	42	1
OS03G0758900	F775_05319	53	57	0
OS03G0758950	F775_00938	24	37	1
OS03G0759000	F775_11359	32	39	1
OS03G0759000	F775_15488	84	57	1
OS03G0759000	F775_24275	35	21	1
OS03G0759000	F775_25068	34	38	1
OS03G0759500	F775_02541	63	79	1
OS03G0759600	F775_15489	79	84	1
OS03G0759700	F775_43127	56	56	1
OS03G0760200	F775_25114	19	78	0
OS03G0760600	F775_29866	80	69	1
OS03G0760700	F775_31763	60	94	1
OS03G0760800	F775_31764	83	82	1
OS03G0760800	F775_43887	77	73	1
OS03G0761100	F775_08754	42	71	1
OS03G0761200	F775_03684	60	69	1
OS03G0761300	F775_21503	82	88	1
OS03G0761500	F775_32680	49	76	1
OS03G0761700	F775_52123	75	70	1
OS03G0761900	F775_28181	81	87	1
OS03G0762100	F775_06219	48	45	1
OS03G0762300	F775_25423	58	71	0
OS03G0762400	F775_12371	80	80	1
OS03G0762900	F775_07436	52	82	1
OS03G0763000	F775_29071	53	62	0
OS03G0764000	F775_43844	36	67	1
OS03G0764100	F775_32092	46	60	1
OS03G0764300	F775_27892	67	64	1
OS03G0764450	F775_31871	31	58	1
OS03G0764600	F775_09486	47	34	1
OS03G0764800	F775_31872	95	91	1
OS03G0765000	F775_05099	80	81	1
OS03G0765000	F775_11840	74	57	1
OS03G0765100	F775_05689	63	43	1
OS03G0765200	F775_11839	37	65	1
OS03G0765400	F775_23907	40	40	1
OS03G0765800	F775_09632	75	86	1
OS03G0765900	F775_30341	82	82	1
OS03G0766000	F775_30342	81	74	1
OS03G0766500	F775_23986	23	27	0
OS03G0766800	F775_29248	55	39	1
OS03G0766900	F775_29249	86	86	1
OS03G0767000	F775_29378	20	83	0
OS03G0767500	F775_30134	54	65	1
OS03G0767600	F775_52378	56	71	1
OS03G0767700	F775_03044	64	62	1
OS03G0767800	F775_43784	50	48	1
OS03G0767900	F775_07766	56	85	1
OS03G0768900	F775_16370	53	53	1
OS03G0769000	F775_04904	79	74	1
OS03G0769050	F775_09976	81	83	1
OS03G0769100	F775_32567	46	87	0
OS03G0769400	F775_21356	84	78	1
OS03G0769600	F775_19172	66	60	0
OS03G0769900	F775_19171	72	69	1
OS03G0770000	F775_04741	64	61	1
OS03G0770700	F775_14384	1	1	1
OS03G0770800	F775_18296	78	75	1
OS03G0770900	F775_16817	45	48	1
OS03G0771100	F775_08680	72	74	1
OS03G0771500	F775_05292	44	55	1
OS03G0772100	F775_05292	34	54	1
OS03G0772600	F775_03466	19	58	1
OS03G0772600	F775_43452	20	51	1
OS03G0772700	F775_13990	49	21	0
OS03G0772800	F775_28590	79	57	1
OS03G0773300	F775_21825	59	74	1
OS03G0773600	F775_04431	84	83	1
OS03G0773700	F775_17088	86	88	1
OS03G0773800	F775_30777	84	90	1
OS03G0774200	F775_43832	42	83	1
OS03G0774300	F775_03569	73	58	1
OS03G0775000	F775_52435	32	61	1
OS03G0775200	F775_11523	70	41	1
OS03G0775400	F775_11524	68	64	1
OS03G0775500	F775_01130	44	92	1
OS03G0775600	F775_05551	84	84	1
OS03G0775700	F775_05552	49	42	1
OS03G0775900	F775_11525	25	30	1
OS03G0775900	F775_11924	24	30	1
OS03G0775900	F775_11925	23	23	1
OS03G0775900	F775_12517	19	24	1
OS03G0775900	F775_15558	19	31	1
OS03G0775900	F775_43062	19	27	1
OS03G0775900	F775_52090	26	24	1
OS03G0776000	F775_28315	89	89	1
OS03G0776900	F775_15556	50	92	1
OS03G0777000	F775_11389	43	51	1
OS03G0777000	F775_15555	52	52	1
OS03G0777000	F775_18203	58	62	1
OS03G0777100	F775_30635	51	52	1
OS03G0777600	F775_19316	67	51	1
OS03G0778000	F775_01069	44	34	1
OS03G0778000	F775_23708	42	26	1
OS03G0778000	F775_52217	44	16	1
OS03G0778100	F775_25902	58	87	1
OS03G0778400	F775_19005	39	54	1
OS03G0779000	F775_02436	26	44	0
OS03G0779000	F775_03602	31	38	0
OS03G0779000	F775_08827	38	34	0
OS03G0779800	F775_02436	21	41	0
OS03G0779800	F775_03602	30	42	0
OS03G0779800	F775_08827	36	37	0
OS03G0780200	F775_19004	79	76	1
OS03G0780400	F775_31111	94	94	0
OS03G0780500	F775_28826	59	66	1
OS03G0780600	F775_28825	97	97	1
OS03G0780800	F775_15203	83	83	1
OS03G0780900	F775_07232	54	83	1
OS03G0781100	F775_15202	76	84	1
OS03G0781400	F775_15201	52	46	1
OS03G0781700	F775_07947	76	67	1
OS03G0782400	F775_11737	48	53	1
OS03G0782400	F775_11837	47	53	1
OS03G0782400	F775_18459	57	57	1
OS03G0782400	F775_26738	46	54	1
OS03G0782400	F775_31059	46	55	1
OS03G0782400	F775_31060	57	47	1
OS03G0782500	F775_31861	38	67	1
