Gene stable ID	Hordeum vulgare gene stable ID	% identity	Hordeum vulgare % identity	Orthology confidence [0 low, 1 high]
OS02G0797700	MLOC_11918	80	92	1
OS02G0798100	MLOC_62382	57	86	1
OS02G0798200	MLOC_69827	50	51	0
OS02G0798600	MLOC_15947	73	75	1
OS02G0798700	MLOC_56999	63	80	1
OS02G0798800	MLOC_62630	65	38	1
OS02G0798900	MLOC_62630	59	25	1
OS02G0799000	MLOC_56775	84	85	1
OS02G0799100	MLOC_68501	39	42	1
OS02G0799300	MLOC_10934	75	75	1
OS02G0799700	MLOC_20546	48	56	0
OS02G0799700	MLOC_57772	40	46	0
OS02G0799700	MLOC_60962	52	33	0
OS02G0799700	MLOC_66068	46	48	0
OS02G0799700	MLOC_72841	49	46	0
OS02G0800000	MLOC_10464	62	90	1
OS02G0800100	MLOC_10465	85	85	1
OS02G0801200	MLOC_10465	84	64	1
OS02G0802200	MLOC_70130	62	82	1
OS02G0802400	MLOC_61171	87	87	1
OS02G0802700	MLOC_38638	74	83	1
OS02G0803200	MLOC_73094	49	53	1
OS02G0803250	MLOC_53953	54	55	1
OS02G0803300	MLOC_37885	69	67	1
OS02G0803400	MLOC_37884	88	87	1
OS02G0803600	MLOC_5972	80	78	1
OS02G0803900	MLOC_62096	54	54	1
OS02G0803900	MLOC_75625	49	62	1
OS02G0804300	MLOC_72719	67	82	1
OS02G0804400	MLOC_13906	43	61	1
OS02G0804500	MLOC_4297	65	87	1
OS02G0804900	MLOC_15081	91	91	1
OS02G0805000	MLOC_1297	33	27	1
OS02G0805100	MLOC_51312	52	54	1
OS02G0805200	MLOC_2310	72	97	1
OS02G0805250	MLOC_65463	38	36	1
OS02G0805500	MLOC_15021	64	90	1
OS02G0805600	MLOC_66620	48	86	0
OS02G0805700	MLOC_66618	45	69	1
OS02G0805800	MLOC_57166	69	70	1
OS02G0805900	MLOC_70182	90	87	1
OS02G0806400	MLOC_56963	42	30	0
OS02G0806500	MLOC_10565	87	87	1
OS02G0806600	MLOC_1509	74	77	1
OS02G0806700	MLOC_57119	87	85	1
OS02G0807000	MLOC_33598	33	86	1
OS02G0807200	MLOC_55615	53	59	0
OS02G0807800	MLOC_12693	36	61	0
OS02G0807800	MLOC_65663	51	51	0
OS02G0807800	MLOC_73695	54	54	0
OS02G0807800	MLOC_76556	44	67	0
OS02G0807800	MLOC_8436	26	73	0
OS02G0808100	MLOC_55615	75	43	0
OS02G0808800	MLOC_182	78	76	0
OS02G0809100	MLOC_33958	29	65	1
OS02G0809800	MLOC_12153	50	85	1
OS02G0809800	MLOC_56639	20	81	1
OS02G0809900	MLOC_56638	90	29	1
OS02G0810100	MLOC_18851	85	86	1
OS02G0810200	MLOC_64189	68	18	0
OS02G0810300	MLOC_55616	89	89	1
OS02G0810400	MLOC_58389	96	94	1
OS02G0810450	MLOC_58390	78	78	1
OS02G0810500	MLOC_63656	82	83	0
OS02G0810900	MLOC_5165	48	51	1
OS02G0811200	MLOC_55615	64	65	0
OS02G0811400	MLOC_182	78	76	0
OS02G0811600	MLOC_182	65	55	0
OS02G0811800	MLOC_182	71	70	0
OS02G0812000	MLOC_182	72	70	0
OS02G0812400	MLOC_53556	85	84	1
OS02G0812400	MLOC_77371	63	83	1
OS02G0812500	MLOC_61976	62	65	1
OS02G0813166	MLOC_65452	55	48	1
OS02G0813166	MLOC_74616	26	38	1
OS02G0813350	MLOC_65452	65	64	1
OS02G0813350	MLOC_74616	36	58	1
OS02G0813500	MLOC_61193	89	89	1
OS02G0813800	MLOC_56705	43	81	1
OS02G0814000	MLOC_63578	77	69	0
OS02G0814100	MLOC_77687	61	29	0
OS02G0814200	MLOC_51499	71	70	0
OS02G0814300	MLOC_65277	49	49	1
OS02G0814400	MLOC_65277	52	49	1
OS02G0814600	MLOC_65279	54	60	1
OS02G0814700	MLOC_36471	91	99	0
OS02G0814700	MLOC_59320	91	99	0
OS02G0814800	MLOC_37947	41	77	1
OS02G0814900	MLOC_37948	58	54	1
OS02G0815200	MLOC_69458	58	75	1
OS02G0815400	MLOC_68000	67	60	1
OS02G0815500	MLOC_68001	92	73	1
OS02G0815600	MLOC_68002	84	84	1
OS02G0815800	MLOC_36882	90	89	1
OS02G0815900	MLOC_78820	47	81	1
OS02G0816000	MLOC_76734	82	81	1
OS02G0816200	MLOC_6294	75	73	1
OS02G0816300	MLOC_38328	46	64	1
OS02G0816400	MLOC_59865	71	71	1
OS02G0816500	MLOC_74122	87	68	1
OS02G0816600	MLOC_56325	89	33	1
OS02G0816800	MLOC_22334	65	84	1
OS02G0816900	MLOC_4461	71	90	1
OS02G0816900	MLOC_53245	18	46	1
OS02G0817000	MLOC_51817	56	57	1
OS02G0817000	MLOC_5232	46	46	1
OS02G0817200	MLOC_70571	40	77	1
OS02G0817500	MLOC_65333	91	91	1
OS02G0817600	MLOC_65332	66	67	1
OS02G0817800	MLOC_53202	47	25	1
OS02G0817900	MLOC_20488	11	91	1
OS02G0817900	MLOC_3876	47	83	1
OS02G0818000	MLOC_10957	69	64	1
OS02G0818450	MLOC_43786	33	16	0
OS02G0818450	MLOC_71605	32	16	0
OS02G0818500	MLOC_43786	1	1	0
OS02G0818500	MLOC_71605	1	1	0
OS02G0818601	MLOC_41154	55	31	0
OS02G0818700	MLOC_17093	76	82	1
OS02G0818800	MLOC_57016	38	52	1
OS02G0818900	MLOC_6435	19	47	1
OS02G0819000	MLOC_53612	68	27	1
OS02G0819100	MLOC_36333	81	80	1
OS02G0819200	MLOC_37377	56	83	1
OS02G0819300	MLOC_59084	73	52	1
OS02G0819400	MLOC_53886	73	16	1
OS02G0819400	MLOC_59083	53	11	1
OS02G0819500	MLOC_11785	75	76	1
OS02G0819600	MLOC_16785	52	86	1
OS02G0819900	MLOC_43339	27	61	1
OS02G0820000	MLOC_36911	92	91	1
OS02G0820300	MLOC_5123	77	77	1
OS02G0820400	MLOC_43447	42	67	1
OS02G0820500	MLOC_61947	60	61	0
OS02G0820600	MLOC_8012	59	80	1
OS02G0820700	MLOC_59135	84	84	0
OS02G0820800	MLOC_59134	73	66	1
OS02G0820900	MLOC_53881	71	76	0
OS02G0821600	MLOC_62181	72	70	1
OS02G0821800	MLOC_4782	95	96	1
OS02G0821900	MLOC_16732	57	55	1
OS02G0822000	MLOC_69661	86	86	1
OS02G0822100	MLOC_69662	38	92	1
OS02G0822200	MLOC_73711	85	83	1
OS02G0822300	MLOC_18224	30	37	0
OS02G0822300	MLOC_44640	28	32	0
OS02G0822400	MLOC_20905	49	59	1
OS02G0822500	MLOC_62872	87	88	1
OS02G0822600	MLOC_70369	70	90	1
OS02G0822800	MLOC_56104	72	76	1
OS02G0822900	MLOC_34721	44	64	1
OS02G0822900	MLOC_59350	24	53	1
OS02G0823000	MLOC_496	67	83	1
OS02G0823100	MLOC_45747	60	87	0
OS02G0823200	MLOC_59390	73	77	1
OS02G0823300	MLOC_37800	61	75	1
OS02G0823400	MLOC_78823	46	88	1
OS02G0823600	MLOC_34924	67	61	1
OS02G0823800	MLOC_74660	10	84	1
OS02G0823900	MLOC_29808	14	71	1
OS02G0824000	MLOC_53190	66	76	1
OS02G0824100	MLOC_52250	58	75	1
OS02G0824300	MLOC_26407	48	47	1
OS02G0824500	MLOC_18359	60	58	0
OS02G0824700	MLOC_63030	91	91	0
OS02G0826100	MLOC_59028	61	68	1
OS02G0826200	MLOC_5873	86	85	1
OS02G0826300	MLOC_18864	55	54	1
OS02G0826500	MLOC_56945	76	85	1
OS02G0826566	MLOC_21792	27	35	1
OS02G0826600	MLOC_72239	45	71	1
OS02G0827200	MLOC_80052	61	31	1
OS02G0827300	MLOC_36997	61	81	1
OS02G0827400	MLOC_68705	69	34	1
OS02G0827500	MLOC_12890	65	68	1
OS02G0827600	MLOC_74488	62	89	1
OS02G0827900	MLOC_39968	61	76	1
OS02G0828100	MLOC_61076	79	68	1
OS02G0828500	MLOC_70609	75	68	1
OS02G0828566	MLOC_24269	40	65	1
OS02G0828900	MLOC_12624	59	59	1
OS02G0829100	MLOC_81884	77	77	1
OS02G0829200	MLOC_21132	36	74	0
OS02G0829400	MLOC_37965	64	82	1
OS02G0829500	MLOC_44822	76	75	1
OS02G0829500	MLOC_71767	77	76	1
OS02G0829600	MLOC_62680	61	79	1
OS02G0829800	MLOC_7174	39	71	1
OS02G0830000	MLOC_6759	66	64	1
OS02G0830100	MLOC_62492	64	73	1
OS02G0830200	MLOC_21911	82	54	1
OS02G0830300	MLOC_69607	19	20	1
OS02G0830700	MLOC_127	43	55	1
OS02G0830801	MLOC_44102	83	31	0
OS02G0830900	MLOC_44102	89	16	0
OS02G0831100	MLOC_65327	52	31	1
OS02G0831200	MLOC_13095	39	77	1
OS02G0831300	MLOC_23656	86	88	1
OS02G0831400	MLOC_70611	62	69	1
OS02G0831500	MLOC_75014	82	80	0
OS02G0831600	MLOC_75013	83	83	1
OS02G0831700	MLOC_17148	81	81	1
OS02G0831800	MLOC_76696	37	84	0
OS02G0832000	MLOC_6934	75	79	1
OS02G0832100	MLOC_9849	71	43	1
OS02G0832150	MLOC_44922	48	42	1
OS02G0832200	MLOC_70392	59	64	1
OS02G0832400	MLOC_75709	34	23	0
OS02G0832500	MLOC_75709	92	20	0
OS02G0832600	MLOC_20037	30	50	0
OS02G0832700	MLOC_71245	70	53	1
OS02G0832800	MLOC_16752	64	89	1
OS02G0832800	MLOC_19196	54	76	1
OS02G0833050	MLOC_61343	3	8	0
OS02G0833300	MLOC_61117	82	81	1
OS02G0833300	MLOC_65384	22	59	1
OS02G0833400	MLOC_62397	77	79	1
OS02G0833500	MLOC_61859	69	65	1
OS02G0833600	MLOC_10399	49	53	1
OS02G0834000	MLOC_4510	87	83	1
OS02G0834300	MLOC_6685	47	48	1
OS02G0834700	MLOC_5491	72	68	1
OS03G0100010	MLOC_69770	29	19	1
OS03G0100020	MLOC_51848	78	79	1
OS03G0100030	MLOC_63719	64	87	1
OS03G0100300	MLOC_64533	44	74	1
OS03G0100400	MLOC_64534	79	79	1
OS03G0100500	MLOC_10437	0	0	1
OS03G0100500	MLOC_77447	66	12	1
OS03G0100800	MLOC_57510	86	85	0
OS03G0100900	MLOC_16537	71	71	1
OS03G0101100	MLOC_72732	76	72	1
OS03G0101200	MLOC_12281	55	52	1
OS03G0101300	MLOC_66975	79	78	1
OS03G0101500	MLOC_37609	42	58	1
OS03G0101600	MLOC_79278	62	82	1
OS03G0101800	MLOC_38501	56	81	0
OS03G0102100	MLOC_65132	89	89	0
OS03G0102400	MLOC_39565	33	98	1
OS03G0102500	MLOC_52820	64	60	0
OS03G0103000	MLOC_55728	74	72	1
OS03G0103100	MLOC_10843	54	58	1
OS03G0103100	MLOC_45409	46	73	1
OS03G0103200	MLOC_10843	52	57	1
OS03G0103200	MLOC_45409	43	71	1
OS03G0103300	MLOC_33896	84	39	0
OS03G0103950	MLOC_53584	66	21	1
OS03G0104100	MLOC_70024	56	23	1
OS03G0105600	MLOC_59698	67	99	0
OS03G0105700	MLOC_16737	29	50	1
OS03G0106000	MLOC_60425	73	70	1
OS03G0106200	MLOC_74374	53	55	1
OS03G0106300	MLOC_62024	55	39	1
OS03G0106300	MLOC_71487	27	34	1
OS03G0106400	MLOC_72925	54	73	1
OS03G0106500	MLOC_45394	28	63	0
OS03G0106700	MLOC_45394	22	41	0
OS03G0106800	MLOC_45394	26	58	0
OS03G0106900	MLOC_45394	28	63	0
OS03G0107000	MLOC_17630	83	55	0
OS03G0107300	MLOC_14974	80	83	1
OS03G0107400	MLOC_58892	75	54	1
OS03G0107600	MLOC_57454	62	68	1
OS03G0107700	MLOC_7083	41	36	1
OS03G0107900	MLOC_6311	73	84	1
OS03G0108000	MLOC_6310	81	64	1
OS03G0108200	MLOC_36900	25	14	1
OS03G0108300	MLOC_14923	49	69	1
OS03G0108400	MLOC_73329	89	72	1
OS03G0108500	MLOC_13547	67	76	1
OS03G0108500	MLOC_55646	72	57	1
OS03G0108600	MLOC_79723	53	71	1
OS03G0108700	MLOC_18686	54	58	1
OS03G0109300	MLOC_15166	83	85	1
OS03G0109700	MLOC_20076	58	83	1
OS03G0109900	MLOC_37372	37	46	0
OS03G0110400	MLOC_34932	71	86	1
OS03G0110500	MLOC_67482	23	71	1
OS03G0110800	MLOC_47155	22	61	1
OS03G0110900	MLOC_33768	67	66	1
OS03G0111100	MLOC_10980	70	85	1
OS03G0111200	MLOC_22521	77	77	1
OS03G0111300	MLOC_53422	45	43	1
OS03G0111300	MLOC_74398	49	52	1
OS03G0111400	MLOC_1373	73	76	1
OS03G0111800	MLOC_9793	61	69	1
OS03G0112101	MLOC_52663	98	36	1
OS03G0112600	MLOC_63793	54	49	1
OS03G0112700	MLOC_71023	4	2	1
OS03G0112800	MLOC_71022	70	87	1
OS03G0113000	MLOC_31846	72	71	1
OS03G0113100	MLOC_51793	36	63	1
OS03G0113200	MLOC_34683	28	60	0
OS03G0113700	MLOC_61727	91	91	1
OS03G0113800	MLOC_31768	47	85	1
OS03G0114000	MLOC_60690	72	42	1
OS03G0114200	MLOC_19655	58	63	1
OS03G0114300	MLOC_47051	28	56	1
OS03G0115000	MLOC_17803	54	53	1
OS03G0115100	MLOC_70063	72	82	1
OS03G0115200	MLOC_74801	91	92	1
OS03G0115300	MLOC_37252	56	77	1
OS03G0115400	MLOC_51778	62	81	1
OS03G0115500	MLOC_44908	56	77	1
OS03G0115700	MLOC_79748	85	85	1
OS03G0116000	MLOC_13188	40	63	1
OS03G0116300	MLOC_72648	63	91	0
OS03G0116316	MLOC_72648	8	5	0
OS03G0116400	MLOC_54001	71	61	1
OS03G0116500	MLOC_54003	63	83	1
OS03G0116800	MLOC_59888	58	53	1
OS03G0116900	MLOC_72818	38	78	1
OS03G0117000	MLOC_7581	59	51	1
OS03G0117100	MLOC_73664	86	86	1
OS03G0117200	MLOC_78794	46	78	1
OS03G0117300	MLOC_55414	32	64	1
OS03G0117800	MLOC_55415	87	84	1
OS03G0118100	MLOC_68648	44	44	1
OS03G0118200	MLOC_72730	85	85	0
OS03G0118600	MLOC_7581	55	74	1
OS03G0118800	MLOC_53568	79	88	1
OS03G0118900	MLOC_60639	75	73	1
OS03G0119000	MLOC_60640	79	77	1
OS03G0119300	MLOC_52826	76	82	0
OS03G0119500	MLOC_37087	4	5	0
OS03G0119700	MLOC_65156	47	70	1
OS03G0119966	MLOC_71128	21	99	1
OS03G0120000	MLOC_53267	4	2	0
OS03G0120100	MLOC_40256	36	70	1
OS03G0120200	MLOC_18292	81	80	1
OS03G0120400	MLOC_35066	67	91	1
OS03G0120900	MLOC_48938	18	64	1
OS03G0121200	MLOC_51038	30	72	1
OS03G0121700	MLOC_38080	52	70	1
OS03G0121800	MLOC_30232	88	13	1
OS03G0121901	MLOC_40457	19	67	1
OS03G0121901	MLOC_42149	18	78	1
OS03G0122000	MLOC_55869	66	69	1
OS03G0122100	MLOC_55870	71	73	1
OS03G0122200	MLOC_22377	65	91	0
OS03G0122300	MLOC_59596	78	80	1
OS03G0123200	MLOC_69029	73	74	1
OS03G0123300	MLOC_76220	19	99	1
OS03G0123500	MLOC_66788	76	92	1
OS03G0123600	MLOC_66787	86	86	1
OS03G0124000	MLOC_62535	49	63	1
OS03G0124200	MLOC_38948	68	66	0
OS03G0124200	MLOC_58176	60	63	0
OS03G0124200	MLOC_65805	60	61	0
OS03G0124300	MLOC_61357	68	79	1
OS03G0124500	MLOC_55155	52	52	1
OS03G0124900	MLOC_75889	71	86	0
OS03G0125300	MLOC_13453	76	78	1
OS03G0125400	MLOC_15830	72	85	1
OS03G0125600	MLOC_4076	56	80	1
OS03G0125700	MLOC_14272	68	72	1
OS03G0125800	MLOC_71024	78	80	1
OS03G0125900	MLOC_67679	59	58	1
OS03G0126000	MLOC_67678	49	83	1
OS03G0126100	MLOC_63885	76	68	1
OS03G0126800	MLOC_62498	64	82	1
OS03G0127000	MLOC_21112	92	72	1
OS03G0127600	MLOC_10727	49	71	1
OS03G0127900	MLOC_70918	91	38	1
OS03G0128000	MLOC_51384	34	63	1
OS03G0128100	MLOC_10498	0	0	1
OS03G0128100	MLOC_13135	0	0	1
OS03G0128100	MLOC_20815	87	90	1
OS03G0128200	MLOC_10498	1	1	1
OS03G0128200	MLOC_13135	45	55	1
OS03G0128200	MLOC_20815	0	0	1
OS03G0128400	MLOC_556	39	46	1
OS03G0128500	MLOC_78144	72	88	1
OS03G0128800	MLOC_39835	46	73	1
OS03G0128800	MLOC_47015	22	58	1
OS03G0129000	MLOC_70289	80	80	1
OS03G0129100	MLOC_70290	69	72	1
OS03G0129200	MLOC_68937	85	40	1
OS03G0129300	MLOC_52515	91	91	1
OS03G0129900	MLOC_5687	48	80	1
OS03G0130100	MLOC_74836	76	81	1
OS03G0130300	MLOC_7716	62	38	1
OS03G0130300	MLOC_8329	59	59	1
OS03G0130400	MLOC_60470	84	85	1
OS03G0130500	MLOC_6899	79	77	1
OS03G0130700	MLOC_51973	61	62	1
OS03G0130800	MLOC_4085	49	55	1
OS03G0131000	MLOC_1160	22	33	1
OS03G0131000	MLOC_8005	30	34	1
OS03G0131100	MLOC_53458	71	74	1
OS03G0131200	MLOC_76546	92	92	1
OS03G0131300	MLOC_15528	19	79	1
OS03G0131400	MLOC_16248	17	53	1
OS03G0131400	MLOC_51415	38	66	1
OS03G0131500	MLOC_49822	48	75	1
OS03G0131900	MLOC_43394	48	78	1
OS03G0132000	MLOC_64857	88	89	1
OS03G0132200	MLOC_53864	79	79	1
OS03G0132300	MLOC_15028	63	63	0
OS03G0132800	MLOC_71723	62	85	0
OS03G0133000	MLOC_65456	62	55	1
OS03G0133100	MLOC_7807	77	76	1
OS03G0133300	MLOC_57196	68	92	1
OS03G0133400	MLOC_57195	63	63	1
OS03G0133500	MLOC_64347	79	79	0
OS03G0133800	MLOC_51984	75	73	1
OS03G0133800	MLOC_73474	58	77	1
OS03G0134300	MLOC_76049	69	86	1
OS03G0134500	MLOC_76050	59	82	1
OS03G0134800	MLOC_58920	27	38	0
OS03G0134900	MLOC_58922	71	63	1
OS03G0135100	MLOC_62563	89	90	1
OS03G0135200	MLOC_217	87	50	1
OS03G0135300	MLOC_39273	87	86	1
OS03G0135400	MLOC_69879	73	71	1
OS03G0135600	MLOC_55602	72	69	1
OS03G0135700	MLOC_55768	55	54	1
OS03G0136200	MLOC_73342	53	84	0
OS03G0136200	MLOC_75615	87	87	0
OS03G0136400	MLOC_80912	75	73	0
OS03G0136500	MLOC_82049	75	71	1
OS03G0136700	MLOC_23936	76	47	1
OS03G0136800	MLOC_5681	81	80	1
OS03G0136900	MLOC_36344	87	93	1
OS03G0137200	MLOC_69784	87	87	1
OS03G0137300	MLOC_69783	71	87	1
OS03G0137400	MLOC_68300	72	90	1
OS03G0137700	MLOC_61941	50	57	0
OS03G0137800	MLOC_66335	60	62	1
OS03G0138100	MLOC_5564	37	23	1
OS03G0138500	MLOC_4875	61	64	1
OS03G0138600	MLOC_43879	19	64	1
OS03G0138700	MLOC_73967	61	75	1
OS03G0138900	MLOC_30473	23	59	1
OS03G0139100	MLOC_36471	94	99	0
OS03G0139100	MLOC_59320	94	99	0
OS03G0139200	MLOC_13124	53	50	1
OS03G0139400	MLOC_19043	51	65	1
OS03G0139600	MLOC_35344	63	65	1
OS03G0139600	MLOC_45419	63	63	1
OS03G0139600	MLOC_74975	64	67	1
OS03G0140100	MLOC_35344	71	71	1
OS03G0140100	MLOC_45419	70	67	1
OS03G0140100	MLOC_74975	74	75	1
OS03G0140200	MLOC_13714	64	29	1
OS03G0140200	MLOC_63867	59	28	1
OS03G0140200	MLOC_65039	76	31	1
OS03G0140200	MLOC_9912	67	29	1
OS03G0140500	MLOC_55186	35	76	0
OS03G0140900	MLOC_37919	34	26	1
OS03G0141000	MLOC_54391	96	47	1
OS03G0141200	MLOC_44584	63	87	1
OS03G0141700	MLOC_34155	18	31	0
OS03G0141700	MLOC_48495	21	29	0
OS03G0141700	MLOC_79518	20	27	0
OS03G0142500	MLOC_9929	74	72	1
OS03G0142600	MLOC_9927	55	54	1
OS03G0142900	MLOC_74586	79	78	1
OS03G0143300	MLOC_5933	58	14	1
OS03G0143400	MLOC_66031	92	92	1
OS03G0143600	MLOC_66032	75	66	1
OS03G0143700	MLOC_64767	65	68	0
OS03G0143800	MLOC_14123	73	14	1
OS03G0143851	MLOC_14123	0	0	1
OS03G0144000	MLOC_77263	61	46	1
OS03G0144300	MLOC_39489	66	65	1
OS03G0144800	MLOC_15348	69	71	1
OS03G0145102	MLOC_11081	74	71	0
OS03G0145500	MLOC_44323	54	82	1
OS03G0145600	MLOC_59115	26	47	1
OS03G0145800	MLOC_34483	78	49	1
OS03G0146000	MLOC_67355	64	63	0
OS03G0146100	MLOC_73301	90	90	0
OS03G0146300	MLOC_74349	37	73	1
OS03G0146400	MLOC_77986	77	88	1
OS03G0146500	MLOC_64481	90	86	1
OS03G0146600	MLOC_47627	58	12	0
OS03G0146600	MLOC_64479	0	0	0
OS03G0146600	MLOC_75859	0	0	0
OS03G0146900	MLOC_14677	45	36	1
OS03G0147001	MLOC_14677	34	12	1
OS03G0147400	MLOC_69350	87	85	1
OS03G0147700	MLOC_60571	69	57	1
OS03G0147900	MLOC_60570	71	52	1
OS03G0148000	MLOC_55804	71	69	1
OS03G0148300	MLOC_38617	43	51	1
OS03G0148400	MLOC_40946	22	74	1
OS03G0148400	MLOC_78181	32	63	1
OS03G0148700	MLOC_20684	73	74	1
OS03G0148800	MLOC_14983	43	35	1
OS03G0149000	MLOC_10783	62	63	1
OS03G0149100	MLOC_10784	52	47	0
OS03G0149200	MLOC_62965	89	89	1
OS03G0149300	MLOC_44337	38	82	1
OS03G0149400	MLOC_57884	49	62	1
OS03G0149700	MLOC_23368	27	48	0
OS03G0149800	MLOC_56782	31	52	1
OS03G0150200	MLOC_238	64	73	1
OS03G0150800	MLOC_28370	56	80	0
OS03G0150800	MLOC_48765	12	74	0
OS03G0151300	MLOC_80561	54	63	1
OS03G0151600	MLOC_57112	26	77	1
OS03G0151700	MLOC_11400	49	82	1
OS03G0151800	MLOC_74069	74	95	1
OS03G0151800	MLOC_76416	73	96	1
OS03G0151900	MLOC_48209	77	91	1
OS03G0152000	MLOC_68168	35	36	0
OS03G0152400	MLOC_2815	74	82	1
OS03G0152600	MLOC_17635	62	73	1
OS03G0152700	MLOC_5533	51	77	1
OS03G0152800	MLOC_5532	75	78	1
OS03G0152900	MLOC_54161	68	80	1
OS03G0153400	MLOC_48291	54	63	1
OS03G0154000	MLOC_70158	73	72	1
OS03G0154000	MLOC_9889	73	73	1
OS03G0154100	MLOC_22124	81	83	1
OS03G0154700	MLOC_63593	93	93	0
OS03G0155000	MLOC_22124	65	30	1
OS03G0155300	MLOC_65309	73	70	1
OS03G0155500	MLOC_38055	72	69	1
OS03G0155900	MLOC_54344	70	69	1
OS03G0155900	MLOC_72686	62	71	1
OS03G0155900	MLOC_8296	71	70	1
OS03G0156000	MLOC_54344	69	68	1
OS03G0156000	MLOC_72686	61	70	1
OS03G0156000	MLOC_8296	72	71	1
OS03G0156300	MLOC_54344	69	65	1
OS03G0156300	MLOC_72686	60	67	1
OS03G0156300	MLOC_8296	71	67	1
OS03G0156500	MLOC_70940	35	48	1
OS03G0157000	MLOC_14677	43	47	1
OS03G0157300	MLOC_17247	38	81	1
OS03G0157400	MLOC_59318	80	82	1
OS03G0157500	MLOC_61184	70	51	1
OS03G0157600	MLOC_6726	38	40	1
OS03G0157600	MLOC_77771	36	39	1
OS03G0157700	MLOC_4280	78	77	1
OS03G0157900	MLOC_17089	73	93	1
OS03G0158200	MLOC_19705	43	83	1
OS03G0158300	MLOC_39436	13	88	1
OS03G0158500	MLOC_37997	68	67	1
OS03G0158600	MLOC_21525	52	48	1
OS03G0158700	MLOC_56611	63	72	0
OS03G0158900	MLOC_50878	42	77	1
OS03G0159200	MLOC_16406	11	47	0
OS03G0159400	MLOC_69349	64	66	1
OS03G0159600	MLOC_77652	50	58	1
OS03G0159700	MLOC_65553	55	66	1
OS03G0159800	MLOC_3839	91	91	1
OS03G0159900	MLOC_76765	55	33	1
OS03G0160100	MLOC_59190	67	81	1
OS03G0160200	MLOC_81990	75	73	1
OS03G0160300	MLOC_65458	72	72	1
OS03G0160400	MLOC_18281	72	65	1
OS03G0160600	MLOC_59792	91	90	1
OS03G0161100	MLOC_17519	21	57	1
OS03G0161100	MLOC_44284	32	68	1
OS03G0161200	MLOC_62705	81	83	1
OS03G0161400	MLOC_17473	41	43	1
OS03G0161500	MLOC_52702	22	20	1
OS03G0161600	MLOC_61379	53	59	0
OS03G0161800	MLOC_10226	73	89	1
OS03G0162000	MLOC_59193	71	79	1
OS03G0162200	MLOC_64906	96	95	0
OS03G0162500	MLOC_68833	76	74	1
OS03G0162800	MLOC_64948	76	46	1
OS03G0162900	MLOC_40201	33	81	1
OS03G0163100	MLOC_36646	28	73	1
OS03G0163300	MLOC_32914	70	87	1
OS03G0163400	MLOC_59423	36	35	0
OS03G0163400	MLOC_77757	38	34	0
OS03G0163500	MLOC_7075	74	73	1
OS03G0164200	MLOC_5521	23	20	0
OS03G0164400	MLOC_67644	22	28	0
OS03G0164700	MLOC_33508	66	84	1
OS03G0164800	MLOC_14724	44	49	1
OS03G0165000	MLOC_53883	84	37	0
OS03G0165100	MLOC_49756	65	80	1
OS03G0165266	MLOC_13483	56	62	1
OS03G0165300	MLOC_78149	58	60	1
OS03G0165400	MLOC_53061	81	84	1
OS03G0165600	MLOC_55791	60	21	1
OS03G0165900	MLOC_70438	54	70	1
OS03G0166600	MLOC_67130	0	0	1
OS03G0167400	MLOC_69453	44	92	1
OS03G0167500	MLOC_60979	78	74	1
OS03G0167800	MLOC_4349	81	83	1
OS03G0167800	MLOC_69356	79	81	1
OS03G0168000	MLOC_9778	85	84	0
OS03G0168200	MLOC_11059	81	83	1
OS03G0168300	MLOC_11060	68	68	1
OS03G0168400	MLOC_70176	68	25	0
OS03G0168550	MLOC_72094	83	83	1
OS03G0168600	MLOC_14895	84	83	1
OS03G0168700	MLOC_38613	49	76	1
OS03G0168900	MLOC_70183	81	81	1
OS03G0169000	MLOC_73926	73	86	1
OS03G0169100	MLOC_70184	81	78	1
OS03G0169300	MLOC_5617	78	79	1
OS03G0169400	MLOC_5616	67	67	1
OS03G0169600	MLOC_7224	76	76	1
OS03G0169800	MLOC_81265	62	81	1
OS03G0169900	MLOC_24707	45	72	1
OS03G0170100	MLOC_61430	74	73	1
OS03G0170300	MLOC_64822	86	81	1
OS03G0170400	MLOC_229	45	46	0
OS03G0170500	MLOC_72875	69	70	1
OS03G0170900	MLOC_44233	64	64	1
OS03G0171600	MLOC_25793	52	61	1
OS03G0171600	MLOC_26976	38	63	1
OS03G0171600	MLOC_46794	34	68	1
OS03G0171600	MLOC_65608	87	85	1
OS03G0171600	MLOC_72534	52	58	1
OS03G0171600	MLOC_79673	38	61	1
OS03G0171900	MLOC_17573	85	86	1
OS03G0172000	MLOC_57182	79	79	1
OS03G0172100	MLOC_45654	44	31	1
OS03G0172400	MLOC_14886	47	34	1
OS03G0172850	MLOC_12112	37	53	1
OS03G0173700	MLOC_44228	17	27	0
OS03G0173700	MLOC_44229	17	27	0
OS03G0173900	MLOC_56129	84	84	1
OS03G0174100	MLOC_66391	87	87	1
OS03G0174200	MLOC_6253	58	72	1
OS03G0174300	MLOC_24334	79	75	1
OS03G0174600	MLOC_75508	81	82	1
OS03G0174800	MLOC_73689	73	85	1
OS03G0174900	MLOC_62730	71	61	1
OS03G0175200	MLOC_81116	88	44	1
OS03G0175600	MLOC_72018	42	81	1
OS03G0175800	MLOC_43566	14	33	1
OS03G0176100	MLOC_10618	62	63	0
OS03G0176700	MLOC_60053	73	87	1
OS03G0176800	MLOC_46307	10	40	1
