Gene stable ID	Arabidopsis lyrata gene stable ID	% identity	Arabidopsis lyrata % identity	Orthology confidence [0 low, 1 high]
OS01G0754200	fgenesh2_kg.6__3276__AT4G04970.1	61	63	0
OS01G0754200	fgenesh2_kg.6__3348__AT4G03550.1	62	62	0
OS01G0754500	fgenesh2_kg.7__1375__AT4G28300.1	33	39	1
OS01G0754700	fgenesh2_kg.5__2302__AT3G58590.1	38	34	1
OS01G0755100	fgenesh2_kg.7__2443__AT4G18490.1	20	21	1
OS01G0755700	fgenesh2_kg.4__2388__AT2G42350.1	25	28	1
OS01G0755700	fgenesh2_kg.4__2389__AT2G42360.1	26	27	1
OS01G0756200	fgenesh2_kg.4__2390__AT2G42380.2	51	42	1
OS01G0756200	fgenesh2_kg.5__2254__AT3G58120.1	52	42	1
OS01G0756600	Al_scaffold_0001_3062	62	66	0
OS01G0756600	scaffold_402037.1	62	62	0
OS01G0756700	fgenesh1_pm.C_scaffold_7001934	63	45	1
OS01G0756700	fgenesh2_kg.8__166__AT5G46240.1	64	47	1
OS01G0757400	fgenesh2_kg.4__1479__AT2G34560.2	69	68	0
OS01G0757500	scaffold_103337.1	59	60	1
OS01G0757600	scaffold_202814.1	28	24	1
OS01G0757700	fgenesh1_pm.C_scaffold_7001710	54	37	1
OS01G0757800	fgenesh2_kg.8__324__AT5G44740.2	53	51	1
OS01G0758000	Al_scaffold_0001_2967	39	42	0
OS01G0758000	fgenesh1_pm.C_scaffold_1000491	48	51	0
OS01G0758000	fgenesh2_kg.5__1247__AT3G48970.1	31	34	0
OS01G0758200	scaffold_103229.1	28	34	1
OS01G0758200	scaffold_401998.1	27	34	1
OS01G0758300	fgenesh2_kg.1__4413__AT1G53310.2	84	81	0
OS01G0758300	fgenesh2_kg.3__1618__AT3G14940.1	85	81	0
OS01G0758300	scaffold_403134.1	84	80	0
OS01G0758400	fgenesh2_kg.2__230__AT1G62430.1	61	74	0
OS01G0758400	fgenesh2_kg.7__1558__AT4G26770.1	61	65	0
OS01G0758400	fgenesh2_kg.7__2064__AT4G22340.3	61	73	0
OS01G0758500	scaffold_103233.1	47	48	1
OS01G0759000	fgenesh2_kg.2__2175__AT1G78810.2	21	12	0
OS01G0759100	scaffold_105160.1	50	48	1
OS01G0759200	fgenesh2_kg.8__216__AT5G45820.1	49	53	1
OS01G0759400	fgenesh2_kg.8__217__AT5G45810.1	53	59	0
OS01G0759400	scaffold_402002.1	52	55	0
OS01G0759400	scaffold_702549.1	55	61	0
OS01G0759700	fgenesh2_kg.1__3088__AT1G29220.1	33	42	1
OS01G0759900	fgenesh2_kg.4__1422__AT2G34190.1	77	65	1
OS01G0760300	fgenesh1_pg.C_scaffold_1003944	52	51	0
OS01G0760300	fgenesh1_pg.C_scaffold_9000052	49	50	0
OS01G0760300	fgenesh1_pm.C_scaffold_3002183	49	49	0
OS01G0760300	fgenesh2_kg.2__2410__AT1G79860.1	49	50	0
OS01G0760300	fgenesh2_kg.3__1768__AT3G16130.1	45	40	0
OS01G0760300	fgenesh2_kg.6__1984__AT5G19560.1	47	49	0
OS01G0760400	fgenesh2_kg.7__1962__AT4G23440.1	52	55	1
OS01G0760600	fgenesh2_kg.2__201__AT1G62800.2	63	72	0
OS01G0760600	fgenesh2_kg.6__1123__AT5G11520.1	76	78	0
OS01G0760600	scaffold_602049.1	72	82	0
OS01G0761000	scaffold_105020.1	35	34	1
OS01G0761100	Al_scaffold_0003_1683	20	29	1
OS01G0761300	fgenesh1_pm.C_scaffold_3001408	71	39	1
OS01G0761800	fgenesh2_kg.1__317__AT1G03880.1	26	7	1
OS01G0761800	fgenesh2_kg.1__318__AT1G03890.1	21	6	1
OS01G0761800	fgenesh2_kg.7__1346__AT4G28520.1	26	6	1
OS01G0761800	fgenesh2_kg.8__396__AT5G44120.3	26	7	1
OS01G0762000	fgenesh2_kg.6__318__AT5G04040.1	52	63	0
OS01G0762000	scaffold_502876.1	49	62	0
OS01G0762300	Al_scaffold_0848_1	47	49	1
OS01G0762300	fgenesh1_pm.C_scaffold_8001228	49	45	1
OS01G0762400	fgenesh2_kg.1__4613__AT1G55900.1	52	49	0
OS01G0762500	fgenesh2_kg.1__317__AT1G03880.1	34	37	1
OS01G0762500	fgenesh2_kg.1__318__AT1G03890.1	31	35	1
OS01G0762500	fgenesh2_kg.7__1346__AT4G28520.1	34	32	1
OS01G0762500	fgenesh2_kg.8__396__AT5G44120.3	34	36	1
OS01G0763000	fgenesh2_kg.3__158__AT3G02220.1	55	46	1
OS01G0763100	fgenesh1_pm.C_scaffold_2001392	27	27	1
OS01G0763100	fgenesh2_kg.1__2034__AT1G18600.1	42	40	1
OS01G0763200	fgenesh2_kg.6__773__AT5G08070.1	27	34	1
OS01G0763200	fgenesh2_kg.8__2066__AT5G60970.1	27	25	1
OS01G0763300	fgenesh2_kg.6__772__AT5G08060.1	51	53	1
OS01G0763600	Al_scaffold_0002_2124	65	65	1
OS01G0763600	Al_scaffold_0006_727	66	70	1
OS01G0763600	scaffold_600919.1	15	58	1
OS01G0763700	scaffold_704144.1	44	43	1
OS01G0763750	fgenesh2_kg.5__701__AT3G29400.1	41	37	1
OS01G0763750	scaffold_802741.1	33	31	1
OS01G0764000	fgenesh2_kg.5__2768__AT3G62760.1	46	45	1
OS01G0764300	fgenesh2_kg.2__1195__AT1G69380.1	53	54	1
OS01G0764400	fgenesh2_kg.5__681__AT3G29200.1	60	55	1
OS01G0764400	scaffold_201792.1	58	57	1
OS01G0764500	fgenesh1_pm.C_scaffold_5000187	53	20	0
OS01G0764500	scaffold_500319.1	53	13	0
OS01G0764600	fgenesh2_kg.1__2698__AT1G26640.1	64	65	1
OS01G0764900	fgenesh2_kg.7__295__AT4G37550.1	77	77	0
OS01G0765000	Al_scaffold_0001_5149	20	72	1
OS01G0765000	fgenesh2_kg.5__1204__AT3G48540.1	66	71	1
OS01G0765200	scaffold_400966.1	13	30	1
OS01G0765300	scaffold_400966.1	2	7	1
OS01G0765600	fgenesh2_kg.5__1416__AT3G50770.1	31	35	1
OS01G0765900	fgenesh2_kg.5__1644__AT3G52800.1	18	38	1
OS01G0765900	scaffold_401279.1	16	34	1
OS01G0765900	scaffold_402246.1	17	38	1
OS01G0765900	scaffold_502849.1	16	34	1
OS01G0766000	Al_scaffold_0001_2454	33	40	0
OS01G0766000	fgenesh2_kg.7__3608__AT5G38030.1	43	47	0
OS01G0766000	scaffold_500556.1	43	47	0
OS01G0766200	fgenesh2_kg.2__1767__AT1G74990.1	23	52	1
OS01G0766200	fgenesh2_kg.4__300__AT2G23780.1	36	49	1
OS01G0766200	scaffold_102156.1	38	52	1
OS01G0766400	fgenesh2_kg.4__410__AT2G24970.1	37	37	1
OS01G0766600	fgenesh2_kg.1__1156__AT1G10720.1	30	28	1
OS01G0766900	fgenesh2_kg.6__2828__AT4G07960.1	83	21	1
OS01G0767100	fgenesh2_kg.8__2630__AT5G65760.1	58	58	1
OS01G0767600	Al_scaffold_0008_2994	52	52	1
OS01G0767700	fgenesh1_pm.C_scaffold_1000518	46	36	1
OS01G0767700	scaffold_401579.1	52	49	1
OS01G0767900	Al_scaffold_0007_2194	44	48	1
OS01G0767900	fgenesh2_kg.8__285__AT5G45110.1	46	50	1
OS01G0768200	fgenesh2_kg.1__3598__AT1G31300.2	60	59	1
OS01G0768200	fgenesh2_kg.7__2335__AT4G19645.1	59	60	1
OS01G0768300	fgenesh2_kg.1__1804__AT1G16520.1	45	48	1
OS01G0768300	fgenesh2_kg.1__4629__AT1G56080.1	44	48	1
OS01G0768300	scaffold_202892.1	22	32	1
OS01G0768700	fgenesh2_kg.4__1501__AT2G34780.1	25	7	1
OS01G0769000	Al_scaffold_0002_2620	41	43	0
OS01G0769000	scaffold_101848.1	41	43	0
OS01G0769200	Al_scaffold_0007_2109	30	63	0
OS01G0769200	fgenesh1_pg.C_scaffold_7001883	62	61	0
OS01G0769200	fgenesh1_pg.C_scaffold_7001966	16	65	0
OS01G0769200	fgenesh2_kg.1__3243__AT1G30600.1	59	60	0
OS01G0769200	fgenesh2_kg.8__350__AT5G44530.1	60	60	0
OS01G0769200	scaffold_32500002.1	18	60	0
OS01G0769700	fgenesh2_kg.5__1499__AT3G51550.1	64	64	1
OS01G0769900	fgenesh2_kg.4__1488__AT2G34640.1	52	54	1
OS01G0770000	fgenesh1_pg.C_scaffold_6001025	24	39	1
OS01G0770000	fgenesh1_pm.C_scaffold_4001650	34	38	1
OS01G0770000	fgenesh1_pm.C_scaffold_7002494	33	35	1
OS01G0770000	fgenesh2_kg.2__1471__AT1G72110.1	30	37	1
OS01G0770000	fgenesh2_kg.5__1269__AT3G49190.1	39	39	1
OS01G0770000	fgenesh2_kg.5__1271__AT3G49210.1	39	39	1
OS01G0770000	fgenesh2_kg.6__1223__AT5G12420.1	35	38	1
OS01G0770000	fgenesh2_kg.6__1621__AT5G16350.1	32	35	1
OS01G0770000	fgenesh2_kg.8__1226__AT5G53380.1	34	37	1
OS01G0770000	scaffold_501899.1	39	40	1
OS01G0770000	scaffold_704020.1	33	37	1
OS01G0770000	scaffold_72600001.1	28	40	1
OS01G0770000	scaffold_801818.1	38	41	1
OS01G0770100	fgenesh1_pg.C_scaffold_6001025	21	32	1
OS01G0770100	fgenesh1_pm.C_scaffold_4001650	32	32	1
OS01G0770100	fgenesh1_pm.C_scaffold_7002494	32	31	1
OS01G0770100	fgenesh2_kg.2__1471__AT1G72110.1	30	34	1
OS01G0770100	fgenesh2_kg.5__1269__AT3G49190.1	37	34	1
OS01G0770100	fgenesh2_kg.5__1271__AT3G49210.1	36	34	1
OS01G0770100	fgenesh2_kg.6__1223__AT5G12420.1	33	33	1
OS01G0770100	fgenesh2_kg.6__1621__AT5G16350.1	30	30	1
OS01G0770100	fgenesh2_kg.8__1226__AT5G53380.1	32	32	1
OS01G0770100	scaffold_501899.1	36	35	1
OS01G0770100	scaffold_704020.1	31	32	1
OS01G0770100	scaffold_72600001.1	25	34	1
OS01G0770100	scaffold_801818.1	36	36	1
OS01G0770400	fgenesh2_kg.1__3192__AT1G30200.2	55	57	1
OS01G0770400	fgenesh2_kg.8__173__AT5G46170.1	56	56	1
OS01G0770400	scaffold_702591.1	52	54	1
OS01G0770500	fgenesh2_kg.7__777__AT4G33460.1	58	58	1
OS01G0770700	fgenesh2_kg.5__1053__AT3G46900.1	43	45	1
OS01G0770700	fgenesh2_kg.8__1868__AT5G59040.1	36	38	1
OS01G0770700	fgenesh2_kg.8__1869__AT5G59030.1	43	42	1
OS01G0770700	scaffold_401012.1	42	45	1
OS01G0770800	fgenesh2_kg.5__1053__AT3G46900.1	41	39	1
OS01G0770800	fgenesh2_kg.8__1868__AT5G59040.1	39	38	1
OS01G0770800	fgenesh2_kg.8__1869__AT5G59030.1	45	41	1
OS01G0770800	scaffold_401012.1	39	39	1
OS01G0771000	scaffold_203058.1	39	42	1
OS01G0771000	scaffold_301850.1	38	40	1
OS01G0771100	fgenesh1_pm.C_scaffold_7000699	51	23	1
OS01G0771200	scaffold_402203.1	39	41	1
OS01G0772000	fgenesh2_kg.5__2775__AT3G62800.2	20	25	0
OS01G0772150	fgenesh2_kg.3__324__AT3G03750.2	49	47	1
OS01G0772200	Al_scaffold_0002_2256	53	56	1
OS01G0772200	Al_scaffold_0005_2101	26	55	1
OS01G0772200	fgenesh1_pg.C_scaffold_5001715	47	51	1
OS01G0772400	fgenesh2_kg.7__2545__AT4G17650.1	53	54	1
OS01G0772600	fgenesh1_pg.C_scaffold_3000254	29	76	1
OS01G0772600	fgenesh1_pg.C_scaffold_3000315	29	69	1
OS01G0772600	fgenesh2_kg.6__1820__AT5G18190.2	78	78	1
OS01G0772600	scaffold_300387.1	79	78	1
OS01G0772700	fgenesh1_pm.C_scaffold_6002211	56	41	0
OS01G0772800	Al_scaffold_0001_1589	65	72	1
OS01G0772800	scaffold_104522.1	85	85	1
OS01G0772800	scaffold_104523.1	85	85	1
OS01G0773000	fgenesh2_kg.3__453__AT3G04820.1	51	26	1
OS01G0773100	fgenesh2_kg.1__350__AT1G04200.1	61	60	1
OS01G0773200	fgenesh2_kg.6__2012__AT5G19840.1	31	10	1
OS01G0773600	fgenesh2_kg.8__454__AT5G43710.1	58	64	1
OS01G0773700	scaffold_401546.1	52	49	0
OS01G0773800	fgenesh2_kg.390__1__AT5G43650.1	21	26	1
OS01G0774500	Al_scaffold_0001_350	54	57	1
OS01G0774500	fgenesh2_kg.1__651__AT1G06750.1	53	55	1
OS01G0774500	fgenesh2_kg.4__1040__AT2G30630.1	54	51	1
OS01G0775100	fgenesh1_pm.C_scaffold_8000386	19	20	1
OS01G0775300	Al_scaffold_0008_1615	19	63	1
OS01G0775300	fgenesh2_kg.1__363__AT1G04300.3	32	38	1
OS01G0775300	fgenesh2_kg.8__461__AT5G43560.2	32	39	1
OS01G0775300	scaffold_702909.1	4	26	1
OS01G0775400	fgenesh2_kg.2__1825__AT1G75450.1	64	64	1
OS01G0775600	fgenesh2_kg.1__572__AT1G06060.1	60	61	1
OS01G0776400	fgenesh2_kg.3__3506__AT2G16405.1	60	60	1
OS01G0776600	Al_scaffold_0003_3900	69	68	1
OS01G0776600	fgenesh1_pg.C_scaffold_4000810	67	66	1
OS01G0776600	fgenesh2_kg.6__3172__AT2G27190.1	67	66	1
OS01G0776700	fgenesh2_kg.4__1724__AT2G36835.1	41	49	1
OS01G0777000	fgenesh2_kg.6__1617__AT5G16300.1	49	48	1
OS01G0777200	Al_scaffold_0007_3234	24	42	1
OS01G0777200	fgenesh2_kg.1__836__AT1G08210.1	49	50	1
OS01G0777200	fgenesh2_kg.4__1705__AT2G36670.1	54	53	1
OS01G0777200	fgenesh2_kg.6__2272__AT5G22850.1	53	55	1
OS01G0777300	fgenesh2_kg.1__3122__AT1G29630.2	39	43	1
OS01G0777400	Al_scaffold_0001_2573	23	6	1
OS01G0777600	Al_scaffold_0001_2573	23	6	1
OS01G0777800	scaffold_102803.1	49	51	1
OS01G0778100	fgenesh2_kg.1__512__AT1G05577.1	26	27	1
OS01G0778500	fgenesh2_kg.3__2455__AT3G22415.1	32	61	1
OS01G0779300	Al_scaffold_0001_3815	22	42	0
OS01G0779300	Al_scaffold_0005_62	23	47	0
OS01G0779300	Al_scaffold_0005_666	23	46	0
OS01G0779300	Al_scaffold_0006_1972	22	37	0
OS01G0779300	Al_scaffold_0006_3427	23	47	0
OS01G0779300	Al_scaffold_0008_1286	23	50	0
OS01G0779300	Al_scaffold_0008_3110	40	40	0
OS01G0779300	fgenesh1_pg.C_scaffold_5001434	19	42	0
OS01G0779300	fgenesh1_pm.C_scaffold_8001092	39	43	0
OS01G0779300	fgenesh2_kg.1__3292__AT5G65600.1	26	43	0
OS01G0779300	fgenesh2_kg.2__890__AT5G65600.1	23	41	0
OS01G0779300	scaffold_501928.1	19	45	0
OS01G0779300	scaffold_601066.1	41	43	0
OS01G0779300	scaffold_703693.1	20	37	0
OS01G0779300	scaffold_90300001.1	15	47	0
OS01G0779400	fgenesh2_kg.1__1198__AT1G11100.1	38	38	1
OS01G0779400	fgenesh2_kg.2__341__AT1G61140.1	41	39	1
OS01G0780400	fgenesh2_kg.1__1204__AT1G11160.1	41	34	1
OS01G0780500	fgenesh2_kg.1__1207__AT1G11180.1	74	74	1
OS01G0780500	fgenesh2_kg.1__284__AT1G03550.1	66	67	1
OS01G0780500	fgenesh2_kg.2__325__AT1G61250.1	73	72	1
OS01G0780500	scaffold_304430.1	70	71	1
OS01G0780600	fgenesh1_pg.C_scaffold_6001102	46	51	1
OS01G0780800	fgenesh2_kg.3__3624__AT2G20825.1	56	58	1
OS01G0780800	fgenesh2_kg.7__1389__AT4G28190.1	65	64	1
OS01G0781000	fgenesh2_kg.6__3279__AT4G05000.1	62	63	1
OS01G0781000	fgenesh2_kg.7__2158__AT4G21560.1	65	67	1
OS01G0781000	scaffold_301509.1	19	50	1
OS01G0782200	fgenesh2_kg.7__2163__AT4G21540.1	41	17	1
OS01G0782500	fgenesh1_pm.C_scaffold_3001662	53	56	0
OS01G0782800	fgenesh2_kg.8__1326__AT5G54250.1	64	62	1
OS01G0783200	fgenesh1_pm.C_scaffold_7001107	61	64	1
OS01G0783200	fgenesh2_kg.3__3639__AT2G20900.3	64	64	1
OS01G0783400	fgenesh2_kg.1__2898__AT1G27410.1	44	23	1
OS01G0783500	Al_scaffold_0001_1146	55	53	0
OS01G0783600	fgenesh2_kg.6__3370__AT4G03240.1	48	51	1
OS01G0783700	fgenesh2_kg.7__1503__AT4G27280.1	57	50	1
OS01G0783700	fgenesh2_kg.8__1346__AT5G54490.1	59	50	1
OS01G0783800	Al_scaffold_0001_1133	37	37	1
OS01G0783800	Al_scaffold_0002_381	37	38	1
OS01G0783800	Al_scaffold_0002_384	37	40	1
OS01G0783800	Al_scaffold_0002_385	37	38	1
OS01G0783800	Al_scaffold_0002_393	37	38	1
OS01G0783800	Al_scaffold_0002_394	34	37	1
OS01G0783800	Al_scaffold_0002_396	37	38	1
OS01G0783800	fgenesh2_kg.1__1218__AT1G11280.2	36	37	1
OS01G0783800	fgenesh2_kg.2__307__AT1G61490.1	36	37	1
OS01G0783800	fgenesh2_kg.2__308__AT1G61460.1	30	41	1
OS01G0783800	fgenesh2_kg.2__311__AT1G61420.1	37	38	1
OS01G0783800	fgenesh2_kg.2__315__AT1G61380.1	37	38	1
OS01G0783800	fgenesh2_kg.2__317__AT1G61360.1	36	36	1
OS01G0783800	fgenesh2_kg.6__3371__AT4G03230.1	40	39	1
OS01G0783800	scaffold_200445.1	37	38	1
OS01G0784200	Al_scaffold_0002_1120	42	42	1
OS01G0784200	Al_scaffold_0004_3412	34	37	1
OS01G0784200	Al_scaffold_0004_481	25	45	1
OS01G0784200	Al_scaffold_0007_2039	43	43	1
OS01G0784200	Al_scaffold_0007_230	32	36	1
OS01G0784200	Al_scaffold_0007_3719	38	39	1
OS01G0784200	Al_scaffold_0007_3777	36	40	1
OS01G0784200	Al_scaffold_0007_3790	36	40	1
OS01G0784200	Al_scaffold_0113_1	33	35	1
OS01G0784200	fgenesh1_pm.C_scaffold_113000001	16	31	1
OS01G0784200	fgenesh1_pm.C_scaffold_5001199	34	36	1
OS01G0784200	fgenesh2_kg.2__816__AT1G65790.1	39	43	1
OS01G0784200	scaffold_702281.1	45	45	1
OS01G0784600	fgenesh2_kg.3__3127__AT2G15730.1	51	51	1
OS01G0784600	fgenesh2_kg.5__1400__AT3G50620.1	45	46	1
OS01G0784600	scaffold_700690.1	49	35	1
OS01G0784700	Al_scaffold_0002_1120	46	46	1
OS01G0784700	Al_scaffold_0004_3412	36	38	1
OS01G0784700	Al_scaffold_0004_481	27	47	1
OS01G0784700	Al_scaffold_0007_2039	43	42	1
OS01G0784700	Al_scaffold_0007_230	36	39	1
OS01G0784700	Al_scaffold_0007_3719	40	41	1
OS01G0784700	Al_scaffold_0007_3777	39	42	1
OS01G0784700	Al_scaffold_0007_3790	39	42	1
OS01G0784700	Al_scaffold_0113_1	35	36	1
OS01G0784700	fgenesh1_pm.C_scaffold_113000001	17	34	1
OS01G0784700	fgenesh1_pm.C_scaffold_5001199	36	37	1
OS01G0784700	fgenesh2_kg.2__816__AT1G65790.1	41	44	1
OS01G0784700	scaffold_702281.1	49	48	1
OS01G0784800	fgenesh2_kg.279__2__AT5G58800.1	62	60	0
OS01G0784800	fgenesh2_kg.7__1504__AT4G27270.1	77	76	0
OS01G0784800	fgenesh2_kg.8__1347__AT5G54500.1	78	78	0
OS01G0784800	fgenesh2_kg.8__1824__AT5G58800.1	62	60	0
OS01G0784900	Al_scaffold_0001_3205	2	2	1
OS01G0785400	fgenesh2_kg.7__1505__AT4G27260.1	62	62	1
OS01G0785400	scaffold_801981.1	63	63	1
OS01G0785600	fgenesh2_kg.7__1562__AT2G16030.1	37	39	0
OS01G0785700	fgenesh2_kg.1__4612__AT1G55890.1	29	31	1
OS01G0785700	fgenesh2_kg.3__1393__AT3G13160.1	29	31	1
OS01G0785700	scaffold_301502.1	26	21	1
OS01G0785900	Al_scaffold_0007_1416	47	53	1
OS01G0785900	scaffold_802000.1	50	51	1
OS01G0786700	fgenesh1_pg.C_scaffold_1001011	31	36	1
OS01G0786700	fgenesh2_kg.2__285__AT1G61740.1	46	40	1
OS01G0786700	fgenesh2_kg.7__2190__AT4G21250.1	43	38	1
OS01G0786800	fgenesh1_pg.C_scaffold_1001011	30	38	1
OS01G0786800	fgenesh2_kg.2__285__AT1G61740.1	43	41	1
OS01G0786800	fgenesh2_kg.7__2190__AT4G21250.1	44	43	1
OS01G0786900	fgenesh2_kg.8__1367__AT5G54730.1	37	42	1
OS01G0788400	fgenesh2_kg.1__1247__AT1G11580.1	49	48	1
OS01G0788500	Al_scaffold_0003_1642	12	29	1
OS01G0788500	Al_scaffold_0007_3357	31	33	1
OS01G0788500	Al_scaffold_0008_611	28	32	1
OS01G0788500	Al_scaffold_0008_617	30	32	1
OS01G0788500	fgenesh1_pg.C_scaffold_1001079	29	14	1
OS01G0788500	fgenesh1_pg.C_scaffold_1001426	14	31	1
OS01G0788500	fgenesh1_pg.C_scaffold_1003985	12	28	1
OS01G0788500	fgenesh1_pg.C_scaffold_2000218	31	28	1
OS01G0788500	fgenesh1_pg.C_scaffold_2000349	30	30	1
OS01G0788500	fgenesh1_pg.C_scaffold_6002495	25	27	1
OS01G0788500	fgenesh1_pm.C_scaffold_1001035	31	17	1
OS01G0788500	fgenesh1_pm.C_scaffold_4000698	21	26	1
OS01G0788500	fgenesh1_pm.C_scaffold_7002279	25	32	1
OS01G0788500	fgenesh2_kg.37__3__AT5G43730.1	29	32	1
OS01G0788500	fgenesh2_kg.7__3073__AT5G43730.1	27	33	1
OS01G0788500	scaffold_101336.1	32	33	1
OS01G0788500	scaffold_101778.1	26	32	1
OS01G0788500	scaffold_800067.1	17	31	1
OS01G0788700	fgenesh2_kg.3__2284__AT3G20570.1	38	38	0
OS01G0788800	fgenesh2_kg.7__1540__AT4G26920.1	17	20	0
OS01G0788900	fgenesh1_pg.C_scaffold_2001263	48	31	1
OS01G0788900	fgenesh2_kg.2__1157__AT1G68980.1	44	48	1
OS01G0788950	fgenesh1_pg.C_scaffold_1004221	63	70	0
OS01G0788950	scaffold_301521.1	70	72	0
OS01G0789100	Al_scaffold_0006_3549	51	50	1
OS01G0789200	fgenesh2_kg.2__274__AT1G61860.1	43	52	1
OS01G0789200	fgenesh2_kg.3__2279__AT3G20530.1	47	57	1
OS01G0791033	Al_scaffold_0002_979	91	51	0
OS01G0791033	fgenesh2_kg.2__693__ATCG00490.1	91	51	0
OS01G0791033	fgenesh2_kg.2__732__ATCG00490.1	90	51	0
OS01G0793200	fgenesh2_kg.1__1254__AT1G11630.1	40	39	1
OS01G0793200	fgenesh2_kg.2__273__AT1G61870.1	45	43	1
OS01G0793500	fgenesh1_pm.C_scaffold_8001171	67	68	1
OS01G0793500	scaffold_701588.1	69	72	1
OS01G0793600	fgenesh1_pm.C_scaffold_8001171	33	9	1
OS01G0793600	scaffold_701588.1	38	10	1
OS01G0796400	scaffold_105800001.1	35	59	1
OS01G0796400	scaffold_301773.1	68	70	1
OS01G0796500	fgenesh2_kg.5__2333__AT3G58830.1	52	36	1
OS01G0796700	Al_scaffold_0008_547	29	28	1
OS01G0796700	fgenesh2_kg.1__304__AT1G03770.1	27	28	1
OS01G0797600	fgenesh2_kg.8__388__AT5G44210.1	34	41	0
OS01G0798500	fgenesh2_kg.8__335__AT5G44650.1	41	43	1
OS01G0798800	Al_scaffold_0007_2248	6	5	1
OS01G0798800	Al_scaffold_0008_290	6	5	1
OS01G0798800	Al_scaffold_0008_555	6	8	1
OS01G0798800	fgenesh1_pg.C_scaffold_8000253	6	6	1
OS01G0798800	fgenesh2_kg.8__245__AT5G45540.1	7	6	1
OS01G0798800	fgenesh2_kg.8__246__AT5G45530.1	6	5	1
OS01G0798800	fgenesh2_kg.8__252__AT5G45480.1	6	5	1
OS01G0798800	fgenesh2_kg.8__253__AT5G45470.1	6	5	1
OS01G0798800	scaffold_702497.1	7	5	1
OS01G0798800	scaffold_800327.1	6	5	1
OS01G0799000	fgenesh1_pg.C_scaffold_8000242	28	23	1
OS01G0799000	fgenesh1_pg.C_scaffold_8000257	22	19	1
OS01G0799000	fgenesh2_kg.8__250__AT5G45500.1	28	24	1
OS01G0799000	scaffold_702496.1	24	24	1
OS01G0799100	Al_scaffold_0007_2249	21	19	1
OS01G0799100	Al_scaffold_0008_312	22	20	1
OS01G0799100	fgenesh2_kg.7__2383__AT4G19050.1	22	15	1
OS01G0799100	fgenesh2_kg.8__248__AT5G45510.1	20	16	1
OS01G0799500	fgenesh2_kg.3__1334__AT3G12710.1	39	48	1
OS01G0799500	scaffold_800511.1	41	45	1
OS01G0799900	Al_scaffold_0002_2642	39	49	1
OS01G0799900	Al_scaffold_0002_2643	48	50	1
OS01G0799900	Al_scaffold_0002_2644	52	61	1
OS01G0799900	fgenesh1_pg.C_scaffold_2002185	51	56	1
OS01G0799900	fgenesh2_kg.1__1793__AT1G16420.1	40	44	1
OS01G0799900	scaffold_202914.1	58	58	1
OS01G0800266	fgenesh2_kg.1__4643__AT1G56190.1	59	39	0
OS01G0800266	fgenesh2_kg.3__1342__AT3G12780.1	58	38	0
OS01G0800300	fgenesh1_pm.C_scaffold_7001798	38	56	1
OS01G0800300	scaffold_800478.1	50	52	1
OS01G0800300	scaffold_800482.1	50	52	1
OS01G0800600	fgenesh2_kg.7__1095__AT4G30880.1	25	32	1
OS01G0800600	fgenesh2_kg.7__763__AT4G33550.2	21	25	1
OS01G0801000	fgenesh2_kg.4__2283__AT2G41460.1	51	46	1
OS01G0801000	fgenesh2_kg.4__2307__AT2G41460.1	37	43	1
OS01G0801200	fgenesh2_kg.5__1543__AT3G51940.1	28	20	1
OS01G0801200	fgenesh2_kg.6__313__AT5G03990.1	23	27	1
OS01G0801500	Al_scaffold_0001_3392	43	41	0
OS01G0801500	Al_scaffold_0002_2484	43	38	0
OS01G0801500	Al_scaffold_0026_5	22	33	0
OS01G0801500	fgenesh1_pm.C_scaffold_2001724	42	42	0
OS01G0801500	fgenesh1_pm.C_scaffold_6001652	31	37	0
OS01G0801500	fgenesh2_kg.6__2076__AT5G20330.1	42	41	0
OS01G0801500	fgenesh2_kg.6__2093__AT5G20560.1	36	38	0
OS01G0801500	scaffold_303109.1	38	40	0
OS01G0801500	scaffold_602131.1	43	42	0
OS01G0801500	scaffold_602151.1	42	42	0
OS01G0801500	scaffold_602152.1	41	39	0
OS01G0801600	fgenesh2_kg.4__2292__AT2G41540.2	79	79	1
OS01G0801700	fgenesh1_pg.C_scaffold_8002211	62	28	1
OS01G0801901	fgenesh2_kg.5__1547__AT3G51960.2	30	32	1
OS01G0802000	fgenesh2_kg.4__2205__AT2G40830.1	35	35	1
OS01G0802100	fgenesh2_kg.4__628__AT2G26930.1	65	68	1
OS01G0802600	fgenesh2_kg.5__2802__AT3G63060.1	47	53	1
OS01G0802850	scaffold_400691.1	75	78	1
OS01G0802850	scaffold_601142.1	73	76	1
OS01G0802850	scaffold_602647.1	75	77	1
OS01G0802850	scaffold_700951.1	75	77	1
OS01G0803200	fgenesh2_kg.6__1190__AT5G12140.1	34	47	1
OS01G0803300	fgenesh1_pm.C_scaffold_4001834	47	39	1
OS01G0803300	fgenesh2_kg.5__2096__AT3G56620.1	45	40	1
OS01G0803900	fgenesh1_pm.C_scaffold_1002730	48	51	1
OS01G0803900	fgenesh1_pm.C_scaffold_5001719	49	51	1
OS01G0804400	fgenesh1_pm.C_scaffold_1002730	51	53	1
OS01G0804400	fgenesh1_pm.C_scaffold_5001719	51	52	1
OS01G0805000	fgenesh2_kg.1__3067__AT1G29070.1	38	40	1
