Gene stable ID	Solanum tuberosum gene stable ID	% identity	Solanum tuberosum % identity	Orthology confidence [0 low, 1 high]
OS02G0592600	PGSC0003DMG400027876	12	21	1
OS02G0592600	PGSC0003DMG400029935	9	18	1
OS02G0592600	PGSC0003DMG400034839	8	20	1
OS02G0592600	PGSC0003DMG401010918	5	40	1
OS02G0592833	PGSC0003DMG400011313	41	36	1
OS02G0593100	PGSC0003DMG400023173	78	46	0
OS02G0593100	PGSC0003DMG400026988	60	41	0
OS02G0593400	PGSC0003DMG400018185	64	62	1
OS02G0593500	PGSC0003DMG400018604	65	64	1
OS02G0593600	PGSC0003DMG400018117	48	46	1
OS02G0593700	PGSC0003DMG400007563	7	60	1
OS02G0593700	PGSC0003DMG400018122	34	33	1
OS02G0593700	PGSC0003DMG400027073	32	36	1
OS02G0593900	PGSC0003DMG400012605	56	59	1
OS02G0594100	PGSC0003DMG400012606	79	79	1
OS02G0594300	PGSC0003DMG400003431	20	28	0
OS02G0594300	PGSC0003DMG400004515	20	28	0
OS02G0594800	PGSC0003DMG400012607	47	47	1
OS02G0594900	PGSC0003DMG400004514	68	67	0
OS02G0594900	PGSC0003DMG400012635	68	68	0
OS02G0594900	PGSC0003DMG400015730	66	67	0
OS02G0594900	PGSC0003DMG400018611	71	70	0
OS02G0595100	PGSC0003DMG400004514	70	65	0
OS02G0595100	PGSC0003DMG400012635	69	65	0
OS02G0595100	PGSC0003DMG400015730	67	64	0
OS02G0595100	PGSC0003DMG400018611	72	67	0
OS02G0595200	PGSC0003DMG400018186	31	38	1
OS02G0595300	PGSC0003DMG400012636	27	32	1
OS02G0595400	PGSC0003DMG400035897	53	55	1
OS02G0595500	PGSC0003DMG400001525	76	80	1
OS02G0595500	PGSC0003DMG400016826	84	85	1
OS02G0595700	PGSC0003DMG400018190	79	77	0
OS02G0595700	PGSC0003DMG400041767	79	78	0
OS02G0595800	PGSC0003DMG400018596	46	42	0
OS02G0595900	PGSC0003DMG400018129	51	24	0
OS02G0596100	PGSC0003DMG400016968	17	39	1
OS02G0596200	PGSC0003DMG400009602	52	42	1
OS02G0596200	PGSC0003DMG400016965	44	39	1
OS02G0596900	PGSC0003DMG400010772	86	85	0
OS02G0597700	PGSC0003DMG400006966	46	61	1
OS02G0597700	PGSC0003DMG400012641	49	53	1
OS02G0597800	PGSC0003DMG400012621	51	50	0
OS02G0597900	PGSC0003DMG400012642	59	11	0
OS02G0598200	PGSC0003DMG400031023	8	26	1
OS02G0598200	PGSC0003DMG400031024	9	21	1
OS02G0598200	PGSC0003DMG400034759	5	26	1
OS02G0598200	PGSC0003DMG400035342	4	31	1
OS02G0598200	PGSC0003DMG400037834	6	22	1
OS02G0598200	PGSC0003DMG400044028	5	33	1
OS02G0598200	PGSC0003DMG400046008	5	30	1
OS02G0598200	PGSC0003DMG400046794	5	30	1
OS02G0598200	PGSC0003DMG401015175	10	21	1
OS02G0598400	PGSC0003DMG400025026	51	35	1
OS02G0598800	PGSC0003DMG400025026	47	47	1
OS02G0599100	PGSC0003DMG400025026	51	35	1
OS02G0599500	PGSC0003DMG400027679	37	33	1
OS02G0600000	PGSC0003DMG400025026	50	3	1
OS02G0600100	PGSC0003DMG402024210	80	80	0
OS02G0600200	PGSC0003DMG400017453	50	57	0
OS02G0600400	PGSC0003DMG400020269	78	79	0
OS02G0601100	PGSC0003DMG401029267	67	22	1
OS02G0601100	PGSC0003DMG402029267	68	27	1
OS02G0601300	PGSC0003DMG400004130	86	86	0
OS02G0601300	PGSC0003DMG400015253	88	88	0
OS02G0601300	PGSC0003DMG400017433	88	88	0
OS02G0601300	PGSC0003DMG400017434	38	72	0
OS02G0601300	PGSC0003DMG400026978	88	88	0
OS02G0601600	PGSC0003DMG400017435	43	41	1
OS02G0601700	PGSC0003DMG400013430	44	48	1
OS02G0601700	PGSC0003DMG400017437	47	51	1
OS02G0601700	PGSC0003DMG400020267	44	47	1
OS02G0601800	PGSC0003DMG400015197	41	37	0
OS02G0601800	PGSC0003DMG400020226	37	36	0
OS02G0602000	PGSC0003DMG400017445	29	29	1
OS02G0602100	PGSC0003DMG400013313	54	46	1
OS02G0602100	PGSC0003DMG400017448	54	47	1
OS02G0602300	PGSC0003DMG400010855	32	35	1
OS02G0602300	PGSC0003DMG400014326	35	36	1
OS02G0602300	PGSC0003DMG400030996	25	28	1
OS02G0602400	PGSC0003DMG400020220	59	33	1
OS02G0602500	PGSC0003DMG400006987	67	70	1
OS02G0602600	PGSC0003DMG400028209	25	24	1
OS02G0602800	PGSC0003DMG401021616	59	62	1
OS02G0603000	PGSC0003DMG400006639	43	46	1
OS02G0603100	PGSC0003DMG400010523	44	37	0
OS02G0603600	PGSC0003DMG400006569	34	18	1
OS02G0603800	PGSC0003DMG400008050	82	82	1
OS02G0604100	PGSC0003DMG400000566	46	46	1
OS02G0604300	PGSC0003DMG400021614	31	73	0
OS02G0605400	PGSC0003DMG400014635	3	1	1
OS02G0605500	PGSC0003DMG400002212	43	22	1
OS02G0605500	PGSC0003DMG400016019	43	30	1
OS02G0605600	PGSC0003DMG402023454	63	66	0
OS02G0605900	PGSC0003DMG400016302	53	50	1
OS02G0605900	PGSC0003DMG400025063	59	58	1
OS02G0606000	PGSC0003DMG400005514	21	33	1
OS02G0606200	PGSC0003DMG400027017	46	54	0
OS02G0606300	PGSC0003DMG401015580	26	52	1
OS02G0606800	PGSC0003DMG400016131	58	58	1
OS02G0606800	PGSC0003DMG400033583	53	55	1
OS02G0607700	PGSC0003DMG400008533	22	53	1
OS02G0608400	PGSC0003DMG400016172	66	67	1
OS02G0608500	PGSC0003DMG400020370	56	60	0
OS02G0608500	PGSC0003DMG400025222	57	61	0
OS02G0608550	PGSC0003DMG400016242	51	16	0
OS02G0608600	PGSC0003DMG400016242	72	50	0
OS02G0608900	PGSC0003DMG400029438	44	48	1
OS02G0609400	PGSC0003DMG400027679	45	43	1
OS02G0610400	PGSC0003DMG400010836	46	46	1
OS02G0610600	PGSC0003DMG400026319	62	67	1
OS02G0610600	PGSC0003DMG400029551	60	65	1
OS02G0610700	PGSC0003DMG400027448	34	37	1
OS02G0610800	PGSC0003DMG400006635	61	66	1
OS02G0611200	PGSC0003DMG400007518	52	57	0
OS02G0611200	PGSC0003DMG400010051	49	54	0
OS02G0611200	PGSC0003DMG400016009	51	55	0
OS02G0611400	PGSC0003DMG400005374	40	43	1
OS02G0611400	PGSC0003DMG400014782	12	49	1
OS02G0611450	PGSC0003DMG400026283	57	33	0
OS02G0611500	PGSC0003DMG400007907	57	58	0
OS02G0611500	PGSC0003DMG400011196	58	58	0
OS02G0611800	PGSC0003DMG400014152	57	59	1
OS02G0612000	PGSC0003DMG400028115	53	44	1
OS02G0612100	PGSC0003DMG400028490	64	50	1
OS02G0612700	PGSC0003DMG400011180	61	63	1
OS02G0612700	PGSC0003DMG400035291	43	45	1
OS02G0612700	PGSC0003DMG400036751	43	45	1
OS02G0612700	PGSC0003DMG400039027	43	46	1
OS02G0612700	PGSC0003DMG400040536	33	40	1
OS02G0612700	PGSC0003DMG400042068	42	44	1
OS02G0612700	PGSC0003DMG400047036	43	46	1
OS02G0612800	PGSC0003DMG400017040	9	19	1
OS02G0612800	PGSC0003DMG400019827	11	22	1
OS02G0612800	PGSC0003DMG400019829	16	23	1
OS02G0612800	PGSC0003DMG401019826	21	16	1
OS02G0612800	PGSC0003DMG402028496	5	33	1
OS02G0612900	PGSC0003DMG400003187	65	71	0
OS02G0612900	PGSC0003DMG400007892	44	64	0
OS02G0612900	PGSC0003DMG400007893	66	47	0
OS02G0613100	PGSC0003DMG400020398	35	51	1
OS02G0613200	PGSC0003DMG400007912	53	56	1
OS02G0613200	PGSC0003DMG400030688	56	56	1
OS02G0613600	PGSC0003DMG402028512	87	87	1
OS02G0614100	PGSC0003DMG400029089	45	74	1
OS02G0614100	PGSC0003DMG400030912	58	60	1
OS02G0614200	PGSC0003DMG400025300	43	38	0
OS02G0614300	PGSC0003DMG400013587	37	22	1
OS02G0614400	PGSC0003DMG400006388	33	32	0
OS02G0614400	PGSC0003DMG400023517	35	33	0
OS02G0614500	PGSC0003DMG400018800	35	35	0
OS02G0614500	PGSC0003DMG400019697	36	36	0
OS02G0614600	PGSC0003DMG400004007	29	22	1
OS02G0614600	PGSC0003DMG400025778	20	19	1
OS02G0614700	PGSC0003DMG400008008	42	15	1
OS02G0615500	PGSC0003DMG400010348	29	24	0
OS02G0615500	PGSC0003DMG400022000	28	26	0
OS02G0615800	PGSC0003DMG400010348	28	23	0
OS02G0615800	PGSC0003DMG400022000	28	26	0
OS02G0616100	PGSC0003DMG400006226	36	35	1
OS02G0616100	PGSC0003DMG400008036	36	41	1
OS02G0616100	PGSC0003DMG400025480	13	38	1
OS02G0616100	PGSC0003DMG400025939	36	40	1
OS02G0616300	PGSC0003DMG400007129	34	11	0
OS02G0617100	PGSC0003DMG400018957	27	8	1
OS02G0617100	PGSC0003DMG400020083	25	8	1
OS02G0617400	PGSC0003DMG400000997	66	66	1
OS02G0617400	PGSC0003DMG400018956	62	59	1
OS02G0617400	PGSC0003DMG400020084	62	63	1
OS02G0617400	PGSC0003DMG400028701	65	66	1
OS02G0617400	PGSC0003DMG400028703	67	69	1
OS02G0617500	PGSC0003DMG401000479	33	73	0
OS02G0617500	PGSC0003DMG402000479	14	12	0
OS02G0617600	PGSC0003DMG401027084	30	15	1
OS02G0617700	PGSC0003DMG400000516	48	16	1
OS02G0617700	PGSC0003DMG400006644	46	18	1
OS02G0618100	PGSC0003DMG400000482	57	68	1
OS02G0618100	PGSC0003DMG400019088	59	70	1
OS02G0618200	PGSC0003DMG400019518	43	40	1
OS02G0618200	PGSC0003DMG400033048	42	40	1
OS02G0618250	PGSC0003DMG400010293	89	89	1
OS02G0618250	PGSC0003DMG400025503	84	84	1
OS02G0618400	PGSC0003DMG400001376	34	41	1
OS02G0618400	PGSC0003DMG400001504	37	43	1
OS02G0618400	PGSC0003DMG400007278	4	10	1
OS02G0618400	PGSC0003DMG400027202	37	47	1
OS02G0619600	PGSC0003DMG400008091	55	53	1
OS02G0619600	PGSC0003DMG400023339	54	53	1
OS02G0620100	PGSC0003DMG400024511	30	29	1
OS02G0620400	PGSC0003DMG400007718	52	54	1
OS02G0620400	PGSC0003DMG400014710	58	63	1
OS02G0620500	PGSC0003DMG400001508	66	76	1
OS02G0620500	PGSC0003DMG400028710	70	68	1
OS02G0620600	PGSC0003DMG400001508	69	79	1
OS02G0620600	PGSC0003DMG400028710	76	74	1
OS02G0621100	PGSC0003DMG400017150	36	35	1
OS02G0621300	PGSC0003DMG400001676	59	59	0
OS02G0621300	PGSC0003DMG400005436	59	58	0
OS02G0621300	PGSC0003DMG400028022	56	56	0
OS02G0621300	PGSC0003DMG400033650	59	58	0
OS02G0621300	PGSC0003DMG401023841	19	51	0
OS02G0621300	PGSC0003DMG402023841	57	57	0
OS02G0621500	PGSC0003DMG400029661	36	33	1
OS02G0621600	PGSC0003DMG400042837	28	30	1
OS02G0621700	PGSC0003DMG400020149	85	85	1
OS02G0621800	PGSC0003DMG400017211	51	52	1
OS02G0621800	PGSC0003DMG400024294	42	55	1
OS02G0622100	PGSC0003DMG400010312	74	74	0
OS02G0622100	PGSC0003DMG400016294	25	51	0
OS02G0622100	PGSC0003DMG400020075	74	75	0
OS02G0622100	PGSC0003DMG402025508	74	75	0
OS02G0622200	PGSC0003DMG400017743	70	68	1
OS02G0622200	PGSC0003DMG400024410	69	67	1
OS02G0622300	PGSC0003DMG400010291	87	87	1
OS02G0622300	PGSC0003DMG400014700	88	88	1
OS02G0622300	PGSC0003DMG400020148	86	86	1
OS02G0622400	PGSC0003DMG400017213	64	68	1
OS02G0622400	PGSC0003DMG401020076	80	80	1
OS02G0623400	PGSC0003DMG400010316	56	63	1
OS02G0623400	PGSC0003DMG400011497	47	54	1
OS02G0623400	PGSC0003DMG400017168	62	64	1
OS02G0623400	PGSC0003DMG400020074	61	62	1
OS02G0623400	PGSC0003DMG400023406	54	54	1
OS02G0623500	PGSC0003DMG400032166	70	70	1
OS02G0623600	PGSC0003DMG400030705	21	24	1
OS02G0624100	PGSC0003DMG400030705	22	25	1
OS02G0624300	PGSC0003DMG400013405	42	43	0
OS02G0624300	PGSC0003DMG400016292	47	45	0
OS02G0624300	PGSC0003DMG400017223	47	45	0
OS02G0624300	PGSC0003DMG400023405	40	47	0
OS02G0624400	PGSC0003DMG400011479	61	62	1
OS02G0624400	PGSC0003DMG400023500	59	61	1
OS02G0625000	PGSC0003DMG400017172	55	56	1
OS02G0625300	PGSC0003DMG400011480	47	43	1
OS02G0625300	PGSC0003DMG400011502	48	48	1
OS02G0625300	PGSC0003DMG400016291	48	53	1
OS02G0625300	PGSC0003DMG400017173	48	52	1
OS02G0625300	PGSC0003DMG400023404	42	45	1
OS02G0625500	PGSC0003DMG400021550	75	83	1
OS02G0625500	PGSC0003DMG400031364	75	83	1
OS02G0626100	PGSC0003DMG400031365	71	70	0
OS02G0626100	PGSC0003DMG400031457	45	73	0
OS02G0626100	PGSC0003DMG401021549	71	69	0
OS02G0626100	PGSC0003DMG401021564	13	56	0
OS02G0626100	PGSC0003DMG402021549	39	70	0
OS02G0626100	PGSC0003DMG402021564	70	68	0
OS02G0626400	PGSC0003DMG400005492	61	65	0
OS02G0626400	PGSC0003DMG400019386	70	73	0
OS02G0626400	PGSC0003DMG400023458	74	75	0
OS02G0626600	PGSC0003DMG400005492	57	61	0
OS02G0626600	PGSC0003DMG400019386	69	71	0
OS02G0626600	PGSC0003DMG400023458	70	71	0
OS02G0627100	PGSC0003DMG400005492	59	64	0
OS02G0627100	PGSC0003DMG400019386	71	73	0
OS02G0627100	PGSC0003DMG400023458	74	75	0
OS02G0627700	PGSC0003DMG400006727	61	54	1
OS02G0627700	PGSC0003DMG400008089	62	55	1
OS02G0627700	PGSC0003DMG400038158	51	50	1
OS02G0627800	PGSC0003DMG400005948	39	35	1
OS02G0627800	PGSC0003DMG400007172	39	36	1
OS02G0627800	PGSC0003DMG400028099	38	32	1
OS02G0627800	PGSC0003DMG401022702	37	35	1
OS02G0628000	PGSC0003DMG400008088	64	69	1
OS02G0628000	PGSC0003DMG400010477	69	76	1
OS02G0628000	PGSC0003DMG400021561	69	77	1
OS02G0628200	PGSC0003DMG400008085	72	73	0
OS02G0628200	PGSC0003DMG400021033	60	71	0
OS02G0629000	PGSC0003DMG400008052	35	35	1
OS02G0629000	PGSC0003DMG400017606	34	39	1
OS02G0629000	PGSC0003DMG400021545	35	38	1
OS02G0629000	PGSC0003DMG400024323	38	37	1
OS02G0629200	PGSC0003DMG400003587	57	65	0
OS02G0629200	PGSC0003DMG400006183	65	66	0
OS02G0629200	PGSC0003DMG400008078	71	71	0
OS02G0629200	PGSC0003DMG400010475	70	72	0
OS02G0629200	PGSC0003DMG400020906	70	73	0
OS02G0629200	PGSC0003DMG400024197	71	72	0
OS02G0629200	PGSC0003DMG400026718	67	69	0
OS02G0629200	PGSC0003DMG401020908	70	65	0
OS02G0629200	PGSC0003DMG402020908	50	73	0
OS02G0629400	PGSC0003DMG400016365	52	54	1
OS02G0630000	PGSC0003DMG400007218	22	25	1
OS02G0630000	PGSC0003DMG400007221	17	26	1
OS02G0630000	PGSC0003DMG400014133	24	22	1
OS02G0630000	PGSC0003DMG400021824	25	27	1
OS02G0630000	PGSC0003DMG400029956	25	23	1
OS02G0630000	PGSC0003DMG400030719	18	20	1
OS02G0630000	PGSC0003DMG400040438	19	24	1
OS02G0630250	PGSC0003DMG400005085	43	44	1
OS02G0630300	PGSC0003DMG400026762	46	41	1
OS02G0631000	PGSC0003DMG400024848	44	53	1
OS02G0631200	PGSC0003DMG400005305	33	32	1
OS02G0631200	PGSC0003DMG401026765	21	31	1
OS02G0632500	PGSC0003DMG400003134	11	39	1
OS02G0632500	PGSC0003DMG400005125	11	41	1
OS02G0632500	PGSC0003DMG400026761	12	42	1
OS02G0632500	PGSC0003DMG400029896	8	50	1
OS02G0633000	PGSC0003DMG400021618	37	26	1
OS02G0633000	PGSC0003DMG400042356	36	30	1
OS02G0633100	PGSC0003DMG401008881	5	30	0
OS02G0633200	PGSC0003DMG400015467	32	35	1
OS02G0633200	PGSC0003DMG400040010	32	36	1
OS02G0633300	PGSC0003DMG400017741	78	27	0
OS02G0633300	PGSC0003DMG400024081	77	26	0
OS02G0633400	PGSC0003DMG400028143	37	39	1
OS02G0633400	PGSC0003DMG403013782	37	40	1
OS02G0633700	PGSC0003DMG400001795	28	28	1
OS02G0633700	PGSC0003DMG400008165	26	27	1
OS02G0633700	PGSC0003DMG400019368	21	21	1
OS02G0633700	PGSC0003DMG400019373	19	34	1
OS02G0633700	PGSC0003DMG400036893	28	32	1
OS02G0633700	PGSC0003DMG400044803	13	32	1
OS02G0633700	PGSC0003DMG400046096	18	32	1
OS02G0633900	PGSC0003DMG400001795	28	28	1
OS02G0633900	PGSC0003DMG400008165	26	26	1
OS02G0633900	PGSC0003DMG400019368	20	20	1
OS02G0633900	PGSC0003DMG400019373	17	30	1
OS02G0633900	PGSC0003DMG400036893	29	33	1
OS02G0633900	PGSC0003DMG400044803	14	32	1
OS02G0633900	PGSC0003DMG400046096	18	31	1
OS02G0634100	PGSC0003DMG400028806	23	29	1
OS02G0634500	PGSC0003DMG400032562	47	60	1
OS02G0634500	PGSC0003DMG402010580	46	58	1
OS02G0634600	PGSC0003DMG400011553	24	57	1
OS02G0634600	PGSC0003DMG400021516	56	59	1
OS02G0634600	PGSC0003DMG401019957	11	46	1
OS02G0634600	PGSC0003DMG402011550	62	63	1
OS02G0634700	PGSC0003DMG400013054	64	67	1
OS02G0634800	PGSC0003DMG402018585	95	95	0
OS02G0634900	PGSC0003DMG400010543	91	91	0
OS02G0634900	PGSC0003DMG400020441	89	89	0
OS02G0635000	PGSC0003DMG400026329	70	72	0
OS02G0635200	PGSC0003DMG400026329	77	80	0
OS02G0635700	PGSC0003DMG400016398	58	60	1
OS02G0636300	PGSC0003DMG400003039	57	59	1
OS02G0636400	PGSC0003DMG400011513	51	24	1
OS02G0636600	PGSC0003DMG400010173	37	41	1
OS02G0636700	PGSC0003DMG400010173	38	42	1
OS02G0637000	PGSC0003DMG400008096	45	33	1
OS02G0637000	PGSC0003DMG400008097	48	46	1
OS02G0637000	PGSC0003DMG400008098	50	37	1
OS02G0637000	PGSC0003DMG400008099	45	33	1
OS02G0637000	PGSC0003DMG400008100	48	36	1
OS02G0637000	PGSC0003DMG400008101	48	48	1
OS02G0637900	PGSC0003DMG400015277	51	54	1
OS02G0637900	PGSC0003DMG400026968	43	51	1
OS02G0637900	PGSC0003DMG400035697	17	35	1
OS02G0638000	PGSC0003DMG401015209	23	26	1
OS02G0638200	PGSC0003DMG400019727	32	11	1
OS02G0638200	PGSC0003DMG400021472	24	10	1
OS02G0638200	PGSC0003DMG402019715	32	30	1
OS02G0638300	PGSC0003DMG400006858	40	35	1
OS02G0638650	PGSC0003DMG400015312	15	21	1
OS02G0638650	PGSC0003DMG400018352	26	31	1
OS02G0638650	PGSC0003DMG400041562	15	21	1
OS02G0638650	PGSC0003DMG401015315	9	61	1
OS02G0638900	PGSC0003DMG400025006	46	31	1
OS02G0638900	PGSC0003DMG401012456	48	30	1
OS02G0638900	PGSC0003DMG402012456	14	23	1
OS02G0639000	PGSC0003DMG400022380	53	56	0
OS02G0639100	PGSC0003DMG400012821	49	49	1
OS02G0639100	PGSC0003DMG400022436	49	49	1
OS02G0639500	PGSC0003DMG400018312	65	63	0
OS02G0639500	PGSC0003DMG400021682	63	63	0
OS02G0639600	PGSC0003DMG400022827	81	80	1
OS02G0639700	PGSC0003DMG400012450	29	26	1
OS02G0639800	PGSC0003DMG400007873	25	31	1
OS02G0639800	PGSC0003DMG400007928	27	32	1
OS02G0639800	PGSC0003DMG400007929	28	34	1
OS02G0639800	PGSC0003DMG400015359	27	31	1
OS02G0639800	PGSC0003DMG400018307	25	31	1
OS02G0639800	PGSC0003DMG400021683	27	39	1
OS02G0639800	PGSC0003DMG400021684	24	30	1
OS02G0639800	PGSC0003DMG400025033	27	29	1
OS02G0639800	PGSC0003DMG400029719	27	33	1
OS02G0639900	PGSC0003DMG400012420	53	50	1
OS02G0639900	PGSC0003DMG400015360	46	45	1
OS02G0639900	PGSC0003DMG400021685	45	42	1
OS02G0639900	PGSC0003DMG400025034	49	45	1
OS02G0640000	PGSC0003DMG400003045	65	64	1
OS02G0640000	PGSC0003DMG400019943	52	39	1
OS02G0640000	PGSC0003DMG400026887	41	44	1
OS02G0640200	PGSC0003DMG401000019	51	52	1
OS02G0640300	PGSC0003DMG400004519	19	47	0
OS02G0640300	PGSC0003DMG400014328	38	55	0
OS02G0640300	PGSC0003DMG400029924	28	64	0
OS02G0640600	PGSC0003DMG400000021	31	38	1
OS02G0640600	PGSC0003DMG400000022	27	32	1
OS02G0640600	PGSC0003DMG400010265	28	33	1
OS02G0640600	PGSC0003DMG400038230	11	35	1
OS02G0640600	PGSC0003DMG402000020	30	38	1
OS02G0641000	PGSC0003DMG400000155	45	32	1
OS02G0641000	PGSC0003DMG400003062	49	34	1
OS02G0641000	PGSC0003DMG400005775	45	41	1
OS02G0641000	PGSC0003DMG400010269	45	33	1
OS02G0641000	PGSC0003DMG400021643	44	30	1
OS02G0641900	PGSC0003DMG400000027	44	43	1
OS02G0641900	PGSC0003DMG400021654	44	42	1
OS02G0642200	PGSC0003DMG400000157	49	57	1
OS02G0642200	PGSC0003DMG400010267	40	43	1
OS02G0642200	PGSC0003DMG400021639	17	67	1
OS02G0642300	PGSC0003DMG400014340	51	23	1
OS02G0642600	PGSC0003DMG400014341	11	29	1
OS02G0642700	PGSC0003DMG400000252	10	60	1
OS02G0643000	PGSC0003DMG400026015	48	47	1
OS02G0643000	PGSC0003DMG401012477	43	52	1
OS02G0643500	PGSC0003DMG400004788	70	73	1
OS02G0643600	PGSC0003DMG400004740	45	56	0
OS02G0643600	PGSC0003DMG400021576	32	81	0
OS02G0643800	PGSC0003DMG400001274	23	32	1
OS02G0643800	PGSC0003DMG400004785	30	35	1
OS02G0643800	PGSC0003DMG400004786	27	34	1
OS02G0643800	PGSC0003DMG400004787	23	36	1
OS02G0643800	PGSC0003DMG400012532	22	46	1
OS02G0643800	PGSC0003DMG400026010	31	36	1
OS02G0643900	PGSC0003DMG400026009	23	40	1
OS02G0644000	PGSC0003DMG400004739	58	68	1
OS02G0644400	PGSC0003DMG400003550	43	26	1
OS02G0644400	PGSC0003DMG400003713	39	27	1
OS02G0644400	PGSC0003DMG400012011	41	27	1
OS02G0644500	PGSC0003DMG400000571	38	34	0
OS02G0644500	PGSC0003DMG400026927	39	35	0
OS02G0644600	PGSC0003DMG400028391	42	27	1
OS02G0644700	PGSC0003DMG400001070	61	44	1
OS02G0645100	PGSC0003DMG400003550	48	41	1
OS02G0645100	PGSC0003DMG400003713	45	43	1
OS02G0645100	PGSC0003DMG400012011	46	42	1
OS02G0645600	PGSC0003DMG400003126	27	33	1
OS02G0645600	PGSC0003DMG400003545	29	33	1
OS02G0645600	PGSC0003DMG400012014	25	37	1
OS02G0645600	PGSC0003DMG400038589	26	32	1
OS02G0646200	PGSC0003DMG400003711	39	35	0
OS02G0646200	PGSC0003DMG400029426	40	32	0
OS02G0646200	PGSC0003DMG400030958	35	38	0
OS02G0646400	PGSC0003DMG400003617	54	32	1
OS02G0646500	PGSC0003DMG400003619	55	54	1
OS02G0646500	PGSC0003DMG400019991	30	52	1
OS02G0647900	PGSC0003DMG400003619	54	54	1
OS02G0647900	PGSC0003DMG400019991	28	49	1
OS02G0648100	PGSC0003DMG400007090	37	46	1
OS02G0648100	PGSC0003DMG400013201	38	40	1
OS02G0648100	PGSC0003DMG400013757	36	38	1
OS02G0648300	PGSC0003DMG400003964	27	24	0
OS02G0648300	PGSC0003DMG400024107	31	22	0
OS02G0649300	PGSC0003DMG400000248	26	27	1
OS02G0649300	PGSC0003DMG400005472	23	26	1
OS02G0649300	PGSC0003DMG400018509	26	31	1
OS02G0649700	PGSC0003DMG400004149	57	66	1
OS02G0649800	PGSC0003DMG400005465	51	53	0
OS02G0649800	PGSC0003DMG400018534	50	51	0
OS02G0649900	PGSC0003DMG400012242	56	56	0
OS02G0649900	PGSC0003DMG400018535	59	60	0
OS02G0650300	PGSC0003DMG400012242	57	57	0
OS02G0650300	PGSC0003DMG400018535	60	60	0
OS02G0650500	PGSC0003DMG400001721	52	56	1
OS02G0650500	PGSC0003DMG400001853	49	54	1
OS02G0650800	PGSC0003DMG400035564	6	36	1
OS02G0650900	PGSC0003DMG400008344	81	81	1
OS02G0650900	PGSC0003DMG400016001	80	80	1
OS02G0650900	PGSC0003DMG400027589	80	80	1
OS02G0651000	PGSC0003DMG400008328	54	36	1
OS02G0652000	PGSC0003DMG400031168	42	43	0
OS02G0652000	PGSC0003DMG400031310	44	46	0
OS02G0652100	PGSC0003DMG400031175	42	27	1
OS02G0652300	PGSC0003DMG402031176	72	73	0
OS02G0652550	PGSC0003DMG400020490	43	54	1
OS02G0652550	PGSC0003DMG400026252	46	55	1
OS02G0652600	PGSC0003DMG400026253	36	38	0
OS02G0652800	PGSC0003DMG401024163	36	43	1
OS02G0652800	PGSC0003DMG402024163	60	55	1
OS02G0653200	PGSC0003DMG400003448	25	26	1
OS02G0653200	PGSC0003DMG400026001	35	31	1
OS02G0653400	PGSC0003DMG400020489	25	27	1
OS02G0653400	PGSC0003DMG400026254	24	21	1
OS02G0653800	PGSC0003DMG400013080	88	88	1
OS02G0653900	PGSC0003DMG400020487	40	43	1
OS02G0653900	PGSC0003DMG400024160	42	47	1
OS02G0653900	PGSC0003DMG400026257	41	45	1
OS02G0654000	PGSC0003DMG400026228	57	54	1
OS02G0654100	PGSC0003DMG400026228	58	56	1
OS02G0654300	PGSC0003DMG400026052	67	66	1
OS02G0654300	PGSC0003DMG400026636	60	59	1
OS02G0654400	PGSC0003DMG401021510	12	15	0
OS02G0654500	PGSC0003DMG400024158	65	64	1
OS02G0654500	PGSC0003DMG400026229	62	60	1
OS02G0654600	PGSC0003DMG400025994	37	26	1
OS02G0654700	PGSC0003DMG400002272	29	44	1
OS02G0654700	PGSC0003DMG400010750	38	47	1
OS02G0654700	PGSC0003DMG400016006	36	47	1
OS02G0654700	PGSC0003DMG400026260	30	39	1
OS02G0654700	PGSC0003DMG400026261	31	40	1
OS02G0655100	PGSC0003DMG402026045	39	43	1
OS02G0655300	PGSC0003DMG400024154	55	55	1
OS02G0655500	PGSC0003DMG401026234	56	52	1
OS02G0655600	PGSC0003DMG400010748	43	16	1
OS02G0655600	PGSC0003DMG400026888	41	16	1
OS02G0655800	PGSC0003DMG400018840	40	46	1
OS02G0656200	PGSC0003DMG400030527	1	2	1
OS02G0656300	PGSC0003DMG400024579	62	68	1
OS02G0656500	PGSC0003DMG400007026	71	72	1
OS02G0656500	PGSC0003DMG400026036	72	72	1
OS02G0656600	PGSC0003DMG400007025	30	37	1
OS02G0656600	PGSC0003DMG400012087	32	39	1
OS02G0656600	PGSC0003DMG400026035	32	36	1
OS02G0657000	PGSC0003DMG400007025	43	41	1
OS02G0657000	PGSC0003DMG400012087	43	42	1
OS02G0657000	PGSC0003DMG400026035	46	40	1
OS02G0657600	PGSC0003DMG400003981	71	60	1
OS02G0657700	PGSC0003DMG400018857	29	27	1
OS02G0657700	PGSC0003DMG400025980	20	23	1
OS02G0658100	PGSC0003DMG400011875	83	68	1
OS02G0658200	PGSC0003DMG400011758	40	40	1
OS02G0658200	PGSC0003DMG400025978	39	36	1
OS02G0658500	PGSC0003DMG400014829	38	30	1
OS02G0658500	PGSC0003DMG401000105	41	33	1
OS02G0658600	PGSC0003DMG400011638	19	40	1
OS02G0658600	PGSC0003DMG400026022	46	27	1
