Gene stable ID	Theobroma cacao gene stable ID	% identity	Theobroma cacao % identity	Orthology confidence [0 low, 1 high]
OS01G0843300	TCM_026568	61	58	1
OS01G0843700	TCM_041801	41	44	1
OS01G0843800	TCM_007535	13	15	0
OS01G0844300	TCM_042712	80	52	0
OS01G0844400	TCM_021906	63	63	1
OS01G0844500	TCM_021903	50	50	1
OS01G0844500	TCM_042714	50	50	1
OS01G0844800	TCM_041794	53	52	1
OS01G0844800	TCM_042720	52	54	1
OS01G0844900	TCM_005431	21	9	0
OS01G0844900	TCM_015085	21	7	0
OS01G0845100	TCM_021878	37	21	1
OS01G0846300	TCM_041761	49	43	0
OS01G0846300	TCM_042736	48	48	0
OS01G0846450	TCM_042737	47	20	1
OS01G0846500	TCM_042737	42	33	1
OS01G0846600	TCM_035223	61	63	0
OS01G0846800	TCM_021873	70	26	1
OS01G0846800	TCM_042741	73	28	1
OS01G0846900	TCM_029120	41	33	1
OS01G0847200	TCM_021865	86	86	1
OS01G0847200	TCM_042692	88	88	1
OS01G0847300	TCM_021864	62	62	1
OS01G0847300	TCM_042690	61	47	1
OS01G0847600	TCM_021862	72	71	0
OS01G0847600	TCM_021863	66	15	0
OS01G0847700	TCM_021862	74	73	0
OS01G0847700	TCM_021863	67	16	0
OS01G0847900	TCM_021849	84	84	0
OS01G0848200	TCM_021858	72	74	0
OS01G0848200	TCM_042687	72	74	0
OS01G0848300	TCM_041754	53	54	1
OS01G0848400	TCM_021834	47	21	1
OS01G0848400	TCM_042663	27	16	1
OS01G0848700	TCM_041747	81	81	0
OS01G0848700	TCM_042661	78	77	0
OS01G0849000	TCM_021822	48	58	0
OS01G0849000	TCM_042648	34	31	0
OS01G0849000	TCM_042649	45	57	0
OS01G0849000	TCM_043741	37	45	0
OS01G0849100	TCM_021824	60	43	1
OS01G0849100	TCM_042645	57	50	1
OS01G0849500	TCM_017236	65	33	1
OS01G0849600	TCM_021817	58	57	1
OS01G0849600	TCM_041733	57	57	1
OS01G0850000	TCM_021816	33	27	0
OS01G0850000	TCM_041732	27	27	0
OS01G0850000	TCM_042642	32	28	0
OS01G0850100	TCM_021801	71	73	1
OS01G0850100	TCM_041710	62	70	1
OS01G0850200	TCM_021799	42	45	1
OS01G0850200	TCM_042630	39	47	1
OS01G0850400	TCM_021796	34	35	1
OS01G0850400	TCM_042629	34	34	1
OS01G0850550	TCM_021795	53	40	0
OS01G0850800	TCM_021795	54	39	0
OS01G0851000	TCM_021784	56	46	1
OS01G0851100	TCM_021783	49	33	1
OS01G0851100	TCM_042622	46	35	1
OS01G0851300	TCM_021774	39	35	1
OS01G0851400	TCM_021773	53	65	1
OS01G0851600	TCM_021771	46	48	0
OS01G0851700	TCM_041683	80	80	0
OS01G0852200	TCM_041681	63	62	1
OS01G0852400	TCM_021761	39	37	1
OS01G0852400	TCM_041678	27	30	1
OS01G0852900	TCM_021759	42	44	1
OS01G0853000	TCM_021758	45	45	1
OS01G0853400	TCM_042602	62	62	1
OS01G0853700	TCM_021750	47	39	1
OS01G0853700	TCM_041672	48	47	1
OS01G0853700	TCM_042604	42	45	1
OS01G0853800	TCM_042597	39	41	1
OS01G0854000	TCM_021744	53	54	0
OS01G0854000	TCM_042595	52	53	0
OS01G0854000	TCM_042596	53	52	0
OS01G0854500	TCM_042593	39	40	1
OS01G0854800	TCM_041655	68	72	1
OS01G0855000	TCM_021737	75	74	1
OS01G0855200	TCM_041650	40	36	0
OS01G0855200	TCM_042571	27	29	0
OS01G0855600	TCM_042570	50	49	1
OS01G0856000	TCM_041648	51	51	1
OS01G0856500	TCM_021727	82	84	0
OS01G0856500	TCM_042567	79	82	0
OS01G0856600	TCM_005631	35	11	1
OS01G0856800	TCM_041643	64	70	0
OS01G0856800	TCM_042546	68	75	0
OS01G0856900	TCM_021717	22	18	0
OS01G0857000	TCM_021715	48	42	1
OS01G0857200	TCM_021704	48	46	1
OS01G0857200	TCM_041630	52	49	1
OS01G0857300	TCM_022399	56	21	1
OS01G0857400	TCM_041523	70	69	1
OS01G0857500	TCM_041503	78	28	1
OS01G0857600	TCM_044159	16	12	1
OS01G0857900	TCM_034698	30	8	1
OS01G0858000	TCM_002902	26	27	1
OS01G0858350	TCM_022518	51	49	1
OS01G0858350	TCM_041461	53	54	1
OS01G0858350	TCM_043703	51	53	1
OS01G0858500	TCM_022533	40	20	1
OS01G0858700	TCM_041447	55	47	1
OS01G0858900	TCM_041444	47	42	1
OS01G0859100	TCM_041441	42	42	1
OS01G0859200	TCM_041432	49	47	1
OS01G0859200	TCM_041437	13	57	1
OS01G0859200	TCM_041438	51	48	1
OS01G0859300	TCM_022574	39	30	1
OS01G0859300	TCM_041430	36	30	1
OS01G0859400	TCM_032239	57	61	1
OS01G0859500	TCM_041421	44	47	1
OS01G0859600	TCM_041420	70	69	1
OS01G0860300	TCM_022589	88	88	0
OS01G0860300	TCM_026267	42	55	0
OS01G0860300	TCM_041412	90	90	0
OS01G0860400	TCM_005236	61	34	0
OS01G0860400	TCM_031497	63	62	0
OS01G0860500	TCM_005236	62	36	0
OS01G0860500	TCM_031497	64	65	0
OS01G0860800	TCM_041403	56	59	1
OS01G0861000	TCM_036468	39	41	1
OS01G0861400	TCM_001121	20	19	1
OS01G0861400	TCM_004768	18	16	1
OS01G0861700	TCM_044208	29	36	1
OS01G0861900	TCM_022629	41	41	1
OS01G0861900	TCM_022632	39	40	1
OS01G0862000	TCM_022660	50	28	1
OS01G0862200	TCM_022663	56	48	1
OS01G0862300	TCM_022664	72	72	1
OS01G0862800	TCM_022676	42	41	1
OS01G0862800	TCM_022690	42	42	1
OS01G0862800	TCM_041364	41	43	1
OS01G0863300	TCM_041160	49	30	1
OS01G0863300	TCM_041362	51	36	1
OS01G0863400	TCM_028718	17	15	1
OS01G0863500	TCM_041318	37	44	1
OS01G0863800	TCM_022847	32	30	1
OS01G0863800	TCM_041298	24	22	1
OS01G0863800	TCM_044283	32	27	1
OS01G0864000	TCM_022848	25	23	0
OS01G0864000	TCM_041295	24	28	0
OS01G0864300	TCM_022885	27	29	1
OS01G0864500	TCM_022885	29	31	1
OS01G0864700	TCM_041272	65	7	1
OS01G0865100	TCM_044299	64	63	1
OS01G0865400	TCM_005283	42	42	0
OS01G0865400	TCM_005284	36	38	0
OS01G0865600	TCM_041246	33	33	1
OS01G0865700	TCM_022966	45	44	1
OS01G0865700	TCM_041222	45	44	1
OS01G0865800	TCM_022967	25	28	1
OS01G0865800	TCM_035473	25	27	1
OS01G0866100	TCM_001364	70	28	0
OS01G0866100	TCM_006446	70	38	0
OS01G0866100	TCM_015568	69	37	0
OS01G0866300	TCM_037091	75	81	1
OS01G0866400	TCM_035507	88	71	0
OS01G0866500	TCM_005017	78	77	1
OS01G0866600	TCM_001349	62	37	1
OS01G0866700	TCM_035558	88	94	1
OS01G0866800	TCM_035604	72	76	0
OS01G0867200	TCM_035617	64	64	1
OS01G0867300	TCM_006432	34	26	1
OS01G0867300	TCM_035623	36	31	1
OS01G0867600	TCM_035625	61	61	1
OS01G0867700	TCM_027865	81	77	0
OS01G0867800	TCM_035648	71	43	1
OS01G0867900	TCM_001304	60	67	1
OS01G0868200	TCM_001287	48	58	1
OS01G0868200	TCM_035678	58	58	1
OS01G0868300	TCM_000647	60	60	1
OS01G0868600	TCM_001628	7	7	1
OS01G0868800	TCM_033809	53	34	0
OS01G0868900	TCM_000640	43	42	1
OS01G0868900	TCM_000641	47	46	1
OS01G0868900	TCM_033810	48	48	1
OS01G0869000	TCM_006404	54	54	1
OS01G0869200	TCM_007251	48	41	0
OS01G0869500	TCM_025720	77	77	1
OS01G0869600	TCM_035121	63	63	1
OS01G0869800	TCM_035119	74	71	0
OS01G0870100	TCM_006180	63	64	1
OS01G0870201	TCM_007351	59	34	1
OS01G0870300	TCM_003161	76	78	0
OS01G0871100	TCM_006184	48	46	1
OS01G0871100	TCM_006199	10	52	1
OS01G0871100	TCM_036705	49	40	1
OS01G0871200	TCM_036719	46	47	1
OS01G0871300	TCM_001170	74	70	1
OS01G0871350	TCM_036639	38	61	1
OS01G0872500	TCM_036488	24	31	0
OS01G0872500	TCM_036490	48	28	0
OS01G0872500	TCM_036493	48	31	0
OS01G0872500	TCM_036494	47	16	0
OS01G0872500	TCM_036495	48	30	0
OS01G0872500	TCM_036496	1	3	0
OS01G0872500	TCM_036497	53	33	0
OS01G0872600	TCM_036488	3	3	0
OS01G0872600	TCM_036490	45	15	0
OS01G0872600	TCM_036493	46	17	0
OS01G0872600	TCM_036494	50	10	0
OS01G0872600	TCM_036495	48	18	0
OS01G0872600	TCM_036496	15	48	0
OS01G0872600	TCM_036497	50	18	0
OS01G0872700	TCM_012652	13	71	0
OS01G0872700	TCM_033542	21	63	0
OS01G0872700	TCM_034205	64	62	0
OS01G0872800	TCM_043455	70	70	1
OS01G0873100	TCM_006764	55	10	0
OS01G0873700	TCM_003147	69	68	1
OS01G0873800	TCM_036370	52	50	0
OS01G0873900	TCM_001631	55	31	1
OS01G0873900	TCM_036679	66	36	1
OS01G0874100	TCM_036399	63	50	1
OS01G0874300	TCM_036404	48	45	1
OS01G0874700	TCM_003484	46	46	1
OS01G0874700	TCM_028563	16	53	1
OS01G0874700	TCM_036500	50	49	1
OS01G0874700	TCM_036506	41	41	1
OS01G0874800	TCM_036730	55	51	1
OS01G0874900	TCM_006931	60	58	1
OS01G0874900	TCM_034999	64	67	1
OS01G0875000	TCM_006929	42	36	1
OS01G0875000	TCM_034998	46	46	1
OS01G0875300	TCM_035101	40	57	1
OS01G0875400	TCM_006950	67	70	0
OS01G0875500	TCM_001590	32	43	1
OS01G0875500	TCM_001592	58	63	1
OS01G0875700	TCM_006924	41	34	1
OS01G0875700	TCM_035152	35	33	1
OS01G0876100	TCM_001642	60	67	1
OS01G0876400	TCM_036329	45	48	1
OS01G0876500	TCM_017030	70	36	1
OS01G0876800	TCM_036007	54	47	1
OS01G0877300	TCM_027116	53	53	1
OS01G0877400	TCM_036027	63	62	0
OS01G0877500	TCM_001665	47	48	1
OS01G0877500	TCM_036029	45	46	1
OS01G0878000	TCM_006161	32	48	1
OS01G0878300	TCM_036548	56	53	1
OS01G0878800	TCM_001659	52	62	1
OS01G0878900	TCM_001659	59	61	1
OS01G0879400	TCM_000802	64	64	1
OS01G0879500	TCM_001657	51	50	1
OS01G0879600	TCM_001427	32	33	1
OS01G0879600	TCM_035453	29	35	1
OS01G0880200	TCM_001429	64	62	0
OS01G0880200	TCM_035450	66	65	0
OS01G0880300	TCM_001430	46	43	1
OS01G0880400	TCM_001437	54	50	1
OS01G0880400	TCM_035440	49	50	1
OS01G0880800	TCM_035438	67	61	1
OS01G0880900	TCM_035420	47	44	1
OS01G0881100	TCM_007545	43	38	1
OS01G0881300	TCM_035405	55	60	1
OS01G0881400	TCM_001480	36	43	1
OS01G0881500	TCM_035362	58	56	1
OS01G0881900	TCM_035316	61	63	1
OS01G0882200	TCM_011845	58	18	1
OS01G0882300	TCM_003744	34	82	0
OS01G0882300	TCM_006246	79	70	0
OS01G0882400	TCM_036638	52	55	1
OS01G0882500	TCM_042316	64	61	1
OS01G0883000	TCM_006925	36	42	1
OS01G0883100	TCM_035212	60	60	1
OS01G0883200	TCM_001544	39	24	1
OS01G0883200	TCM_035209	43	22	1
OS01G0883400	TCM_035226	27	10	1
OS01G0883800	TCM_005462	47	37	0
OS01G0883800	TCM_015040	48	43	0
OS01G0883900	TCM_001530	61	60	1
OS01G0883900	TCM_035278	60	58	1
OS01G0884300	TCM_001595	57	58	1
OS01G0884300	TCM_035160	61	62	1
OS01G0884400	TCM_000733	47	47	1
OS01G0884500	TCM_001638	19	29	1
OS01G0884500	TCM_006098	25	29	1
OS01G0884500	TCM_025432	23	34	1
OS01G0884700	TCM_036302	18	16	1
OS01G0884900	TCM_036292	84	29	0
OS01G0885000	TCM_006125	72	71	0
OS01G0885000	TCM_036275	71	70	0
OS01G0885200	TCM_006126	46	46	1
OS01G0885300	TCM_010136	12	13	0
OS01G0885600	TCM_036233	65	65	1
OS01G0885900	TCM_036224	29	33	1
OS01G0886000	TCM_036220	38	37	1
OS01G0886200	TCM_036541	51	61	1
OS01G0886300	TCM_006149	72	71	1
OS01G0886500	TCM_036046	53	48	1
OS01G0886600	TCM_027120	58	50	0
OS01G0886600	TCM_036036	63	44	0
OS01G0886900	TCM_027141	52	55	1
OS01G0887100	TCM_028016	74	42	0
OS01G0887400	TCM_036038	59	57	1
OS01G0887700	TCM_027993	65	70	1
OS01G0888022	TCM_032474	29	8	1
OS01G0888300	TCM_027945	36	41	1
OS01G0888500	TCM_022107	70	39	1
OS01G0888600	TCM_021524	58	60	1
OS01G0888600	TCM_025755	61	60	1
OS01G0888600	TCM_036726	58	60	1
OS01G0888700	TCM_025552	64	68	0
OS01G0889000	TCM_010745	58	58	1
OS01G0889400	TCM_024217	42	52	1
OS01G0889800	TCM_002609	40	39	1
OS01G0890900	TCM_002607	38	39	1
OS01G0891000	TCM_024174	65	61	0
OS01G0891300	TCM_024183	68	69	1
OS01G0891400	TCM_012055	77	76	1
OS01G0891601	TCM_002598	39	16	1
OS01G0891601	TCM_023446	38	16	1
OS01G0891700	TCM_002598	32	16	1
OS01G0891700	TCM_023446	34	17	1
OS01G0892300	TCM_002598	42	19	1
OS01G0892300	TCM_023446	44	20	1
OS01G0892800	TCM_019794	63	59	0
OS01G0893400	TCM_019806	50	49	1
OS01G0893700	TCM_002539	13	9	1
OS01G0894000	TCM_025118	53	53	1
OS01G0894100	TCM_001656	39	20	1
OS01G0894100	TCM_012889	36	22	1
OS01G0894300	TCM_020017	71	70	1
OS01G0894500	TCM_019870	62	61	1
OS01G0894600	TCM_019873	47	41	1
OS01G0895100	TCM_019920	73	68	1
OS01G0895200	TCM_002539	21	25	1
OS01G0895300	TCM_002539	27	27	1
OS01G0895500	TCM_020004	76	77	0
OS01G0895600	TCM_019985	73	52	1
OS01G0895600	TCM_025085	69	52	1
OS01G0896200	TCM_019862	40	24	1
OS01G0896300	TCM_023366	37	42	1
OS01G0896400	TCM_019849	48	43	1
OS01G0896400	TCM_023382	51	45	1
OS01G0896500	TCM_019843	41	39	1
OS01G0896700	TCM_002572	74	64	0
OS01G0896700	TCM_019840	78	79	0
OS01G0896800	TCM_002572	68	65	0
OS01G0896800	TCM_019840	71	79	0
OS01G0897000	TCM_003557	84	83	1
OS01G0897100	TCM_002575	45	44	1
OS01G0897200	TCM_002577	43	40	1
OS01G0897300	TCM_002577	43	40	1
OS01G0897500	TCM_029948	66	12	1
OS01G0897500	TCM_040523	60	18	1
OS01G0897600	TCM_023394	63	63	1
OS01G0897600	TCM_025115	59	58	1
OS01G0897700	TCM_002581	65	13	1
OS01G0897700	TCM_019830	66	17	1
OS01G0897800	TCM_023399	35	30	1
OS01G0898300	TCM_020051	49	49	1
OS01G0898800	TCM_021559	48	40	1
OS01G0899000	TCM_020104	76	71	1
OS01G0899500	TCM_020097	50	46	1
OS01G0899700	TCM_020081	43	19	1
OS01G0900200	TCM_020071	33	16	1
OS01G0900400	TCM_020070	56	46	1
OS01G0900700	TCM_020070	41	41	1
OS01G0900800	TCM_020066	32	32	1
OS01G0900900	TCM_010787	60	57	1
OS01G0901000	TCM_010795	58	60	1
OS01G0901200	TCM_037642	68	70	1
OS01G0901300	TCM_030818	44	14	1
OS01G0901500	TCM_014594	48	23	1
OS01G0901600	TCM_014594	39	26	1
OS01G0901700	TCM_010768	52	27	1
OS01G0901900	TCM_014586	56	39	1
OS01G0902100	TCM_005991	49	53	1
OS01G0902100	TCM_010753	67	47	1
OS01G0902200	TCM_010744	59	58	1
OS01G0902300	TCM_010711	63	65	0
OS01G0902300	TCM_017072	68	62	0
OS01G0904200	TCM_014571	65	52	1
OS01G0904400	TCM_014915	74	74	1
OS01G0904500	TCM_017059	65	64	1
OS01G0904700	TCM_010701	38	38	1
OS01G0905700	TCM_010694	54	55	1
OS01G0905700	TCM_014560	52	52	1
OS01G0905800	TCM_022455	82	78	0
OS01G0906000	TCM_037789	77	12	1
OS01G0906200	TCM_015802	76	38	1
OS01G0906600	TCM_014545	61	56	1
OS01G0907200	TCM_017044	41	50	1
OS01G0907300	TCM_002881	50	52	1
OS01G0907400	TCM_014549	42	32	1
OS01G0907600	TCM_010654	53	37	1
OS01G0907600	TCM_014527	56	58	1
OS01G0907900	TCM_010656	40	39	1
OS01G0908100	TCM_020289	69	56	1
OS01G0908200	TCM_014531	46	45	1
OS01G0908400	TCM_010653	70	61	1
OS01G0908500	TCM_007251	50	46	0
OS01G0908700	TCM_010629	66	63	1
OS01G0908700	TCM_014506	63	62	1
OS01G0908700	TCM_017007	66	61	1
OS01G0908800	TCM_022597	35	36	1
OS01G0909000	TCM_010608	19	24	1
OS01G0909100	TCM_022428	22	18	0
OS01G0909100	TCM_041517	25	21	0
OS01G0909150	TCM_022428	36	14	0
OS01G0909150	TCM_041517	37	15	0
OS01G0909300	TCM_014487	41	18	0
OS01G0909400	TCM_010569	49	50	1
OS01G0909400	TCM_014486	50	50	1
OS01G0909500	TCM_022428	23	18	0
OS01G0909500	TCM_041517	20	16	0
OS01G0909600	TCM_017652	16	8	1
OS01G0909600	TCM_040108	13	11	1
OS01G0911000	TCM_034534	47	49	0
OS01G0911100	TCM_012168	67	51	1
OS01G0911200	TCM_003993	59	56	1
OS01G0911300	TCM_010512	72	37	1
OS01G0911300	TCM_016965	64	34	1
OS01G0911700	TCM_003056	28	27	1
OS01G0911800	TCM_046766	36	36	1
OS01G0911900	TCM_020333	66	62	1
OS01G0912600	TCM_036592	55	32	1
OS01G0912700	TCM_025167	59	59	1
OS01G0913000	TCM_025160	49	48	0
OS01G0913100	TCM_002665	40	35	0
OS01G0913100	TCM_025141	42	40	0
OS01G0913300	TCM_009978	45	46	1
OS01G0913300	TCM_009987	49	48	1
OS01G0913400	TCM_006642	38	41	0
OS01G0913600	TCM_020152	60	52	1
OS01G0913800	TCM_006417	31	30	1
OS01G0914400	TCM_002693	39	44	1
OS01G0914800	TCM_014989	54	49	1
OS01G0915000	TCM_002725	34	34	1
OS01G0915200	TCM_020180	40	50	1
OS01G0915401	TCM_020180	39	45	1
OS01G0915600	TCM_002737	28	23	1
OS01G0915600	TCM_020177	32	26	1
OS01G0915800	TCM_002741	69	71	1
OS01G0916200	TCM_016704	64	57	1
OS01G0916300	TCM_023910	45	50	0
OS01G0916400	TCM_020211	74	75	1
OS01G0916600	TCM_020236	53	51	0
OS01G0916700	TCM_002773	44	42	1
OS01G0916800	TCM_011260	60	54	0
OS01G0917200	TCM_002847	54	54	1
OS01G0917300	TCM_025264	53	58	1
OS01G0917400	TCM_025260	60	58	0
OS01G0917900	TCM_002916	29	26	1
OS01G0918100	TCM_002914	37	36	1
OS01G0918200	TCM_002167	47	35	0
OS01G0918300	TCM_002167	83	62	0
OS01G0918400	TCM_002896	20	17	1
OS01G0919100	TCM_005883	50	56	1
OS01G0919500	TCM_002857	24	27	0
OS01G0919700	TCM_002619	67	63	1
OS01G0919800	TCM_025269	63	65	1
OS01G0919900	TCM_001225	17	46	0
OS01G0919900	TCM_017405	67	68	0
OS01G0919900	TCM_019858	78	68	0
OS01G0919900	TCM_019859	71	52	0
OS01G0919900	TCM_019861	65	79	0
OS01G0919900	TCM_023383	74	75	0
OS01G0919900	TCM_040800	56	72	0
OS01G0920000	TCM_025271	59	54	0
OS01G0920100	TCM_010800	29	29	1
OS01G0920100	TCM_017164	33	31	1
OS01G0920200	TCM_017190	73	62	1
OS01G0920300	TCM_017175	63	35	0
OS01G0920400	TCM_007356	71	70	1
OS01G0920400	TCM_022353	16	66	1
OS01G0921200	TCM_008908	58	60	1
OS01G0921300	TCM_008861	64	64	1
OS01G0921500	TCM_014630	50	51	1
OS01G0921600	TCM_008850	47	47	0
OS01G0921600	TCM_017193	54	52	0
OS01G0921800	TCM_008826	53	54	1
OS01G0921800	TCM_014641	48	52	1
OS01G0922100	TCM_030308	23	27	1
OS01G0922600	TCM_017247	25	24	1
OS01G0923000	TCM_008721	29	28	1
OS01G0923000	TCM_017241	30	31	1
OS01G0923200	TCM_017237	64	42	1
OS01G0923600	TCM_008731	40	35	0
OS01G0923700	TCM_008737	66	44	1
OS01G0923800	TCM_002343	29	31	0
OS01G0923800	TCM_008764	35	32	0
OS01G0923800	TCM_014652	31	30	0
OS01G0923800	TCM_015362	33	33	0
OS01G0923900	TCM_008767	60	57	0
OS01G0924000	TCM_017226	65	66	1
OS01G0924200	TCM_008610	37	28	1
OS01G0924200	TCM_014682	37	34	1
OS01G0924300	TCM_001477	60	59	1
OS01G0924400	TCM_008601	37	39	0
OS01G0924400	TCM_017259	40	40	0
OS01G0924600	TCM_008587	25	7	1
OS01G0924600	TCM_017263	24	7	1
OS01G0924800	TCM_014692	89	55	0
OS01G0924800	TCM_017264	87	53	0
OS01G0924900	TCM_014693	39	33	1
OS01G0924933	TCM_014694	52	45	0
OS01G0924933	TCM_017267	57	50	0
OS01G0924966	TCM_008557	35	39	1
OS01G0925000	TCM_017274	31	29	1
OS01G0925200	TCM_008491	51	54	1
OS01G0925300	TCM_014711	62	56	1
OS01G0925300	TCM_017278	62	58	1
OS01G0925400	TCM_017284	31	29	1
OS01G0925700	TCM_014717	49	31	1
OS01G0925800	TCM_014720	72	73	0
OS01G0926200	TCM_008310	54	53	1
OS01G0926300	TCM_008318	77	76	1
OS01G0926800	TCM_008322	46	42	1
OS01G0926800	TCM_014770	48	46	1
OS01G0927000	TCM_017347	54	50	0
OS01G0927300	TCM_015985	26	32	1
OS01G0927400	TCM_014747	25	22	1
OS01G0927400	TCM_017343	18	17	1
OS01G0927500	TCM_008356	52	54	1
OS01G0927600	TCM_008374	49	49	1
OS01G0927600	TCM_014743	55	52	1
OS01G0927900	TCM_008375	69	69	1
OS01G0927900	TCM_017337	71	71	1
OS01G0928100	TCM_008390	57	57	1
OS01G0928100	TCM_014735	62	63	1
OS01G0928300	TCM_026905	44	11	1
OS01G0928400	TCM_008415	25	21	1
OS01G0928600	TCM_014726	71	69	1
OS01G0928600	TCM_017312	74	75	1
OS01G0928700	TCM_014726	75	73	1
OS01G0928700	TCM_017312	78	79	1
OS01G0928800	TCM_014726	81	78	1
OS01G0928800	TCM_017312	84	84	1
OS01G0929000	TCM_017362	68	68	1
OS01G0929000	TCM_017363	60	60	1
OS01G0929100	TCM_020763	50	52	1
OS01G0929200	TCM_017368	58	55	1
OS01G0929500	TCM_014778	61	64	1
OS01G0930000	TCM_041203	52	49	0
OS01G0930400	TCM_008264	60	58	0
OS01G0930500	TCM_017399	38	42	1
OS01G0930800	TCM_004645	49	47	0
OS01G0930800	TCM_004646	48	48	0
OS01G0930800	TCM_004647	48	48	0
OS01G0930800	TCM_041034	49	49	0
OS01G0930800	TCM_041036	7	40	0
OS01G0930800	TCM_041038	16	44	0
OS01G0930800	TCM_041040	19	54	0
OS01G0930900	TCM_021874	31	25	1
OS01G0930900	TCM_041763	35	33	1
OS01G0930900	TCM_041764	20	24	1
OS01G0930900	TCM_041766	34	34	1
OS01G0930900	TCM_041768	34	32	1
OS01G0930900	TCM_041769	9	17	1
OS01G0930900	TCM_041772	20	41	1
OS01G0930900	TCM_041774	35	33	1
OS01G0930900	TCM_041775	32	28	1
OS01G0931000	TCM_021874	18	8	1
OS01G0931000	TCM_041763	22	11	1
OS01G0931000	TCM_041764	19	13	1
OS01G0931000	TCM_041766	21	11	1
OS01G0931000	TCM_041768	22	11	1
OS01G0931000	TCM_041769	8	8	1
OS01G0931000	TCM_041772	1	1	1
OS01G0931000	TCM_041774	21	11	1
OS01G0931000	TCM_041775	20	9	1
OS01G0931100	TCM_026658	65	68	1
OS01G0931200	TCM_021211	48	51	1
OS01G0931300	TCM_026655	47	51	1
OS01G0931400	TCM_004627	64	66	1
OS01G0931600	TCM_016225	34	35	1
OS01G0931600	TCM_016226	31	35	1
OS01G0931600	TCM_029242	34	30	1
OS01G0931700	TCM_016225	24	19	1
OS01G0931700	TCM_016226	21	18	1
OS01G0931700	TCM_029242	24	16	1
OS01G0932550	TCM_015592	72	44	1
OS01G0932600	TCM_021213	61	56	0
OS01G0932950	TCM_004618	41	40	1
OS01G0933500	TCM_036805	50	65	1
OS01G0933900	TCM_004591	39	40	0
OS01G0933900	TCM_004592	39	40	0
OS01G0933900	TCM_004593	45	37	0
OS01G0934000	TCM_004587	58	61	1
OS01G0934100	TCM_004585	24	35	1
OS01G0934100	TCM_021191	39	49	1
OS01G0934100	TCM_026636	33	42	1
OS01G0934200	TCM_021189	74	75	1
OS01G0934300	TCM_004566	39	37	0
OS01G0934350	TCM_026633	34	20	1
OS01G0934400	TCM_026633	64	38	1
OS01G0935000	TCM_008261	33	40	1
OS01G0935200	TCM_004576	54	55	1
OS01G0935200	TCM_026629	44	54	1
OS01G0935300	TCM_026534	26	25	0
OS01G0935400	TCM_021182	60	60	1
OS01G0935500	TCM_016366	61	61	1
OS01G0935600	TCM_004561	65	26	1
OS01G0935700	TCM_017100	81	75	1
OS01G0935700	TCM_028363	81	77	1
OS01G0935800	TCM_021160	60	40	1
OS01G0935800	TCM_042826	59	32	1
OS01G0936100	TCM_021152	73	69	1
OS01G0936800	TCM_021123	36	43	1
OS01G0936800	TCM_025968	39	39	1
OS01G0936900	TCM_020530	1	1	1
OS01G0937000	TCM_020530	6	5	1
OS01G0937050	TCM_020530	30	27	1
OS01G0937100	TCM_020530	29	26	1
OS01G0937200	TCM_020530	35	30	1
OS01G0937500	TCM_020530	26	24	1
OS01G0937600	TCM_020530	25	23	1
OS01G0937800	TCM_020530	26	24	1
OS01G0938100	TCM_003900	63	63	1
OS01G0938200	TCM_004515	64	59	0
OS01G0938600	TCM_023779	39	38	1
OS01G0938900	TCM_044679	79	76	0
OS01G0939000	TCM_040775	52	45	1
OS01G0939100	TCM_024602	65	65	1
OS01G0939100	TCM_042363	65	65	1
OS01G0939300	TCM_004518	26	17	1
OS01G0939300	TCM_021114	28	15	1
OS01G0939400	TCM_013332	21	32	1
OS01G0939400	TCM_042364	35	34	1
OS01G0939500	TCM_003170	86	86	0
OS01G0939500	TCM_013963	86	86	0
OS01G0939500	TCM_047036	87	87	0
OS01G0939600	TCM_024615	87	85	1
OS01G0939700	TCM_024550	69	71	0
OS01G0940000	TCM_024521	60	58	1
OS01G0940000	TCM_042367	63	63	1
OS01G0940100	TCM_040795	69	48	1
OS01G0940600	TCM_042381	32	32	1
OS01G0941800	TCM_024504	61	59	1
OS01G0942300	TCM_021342	47	15	0
OS01G0942300	TCM_024509	51	19	0
OS01G0942300	TCM_024514	48	18	0
OS01G0942300	TCM_040768	53	21	0
OS01G0942300	TCM_040785	53	21	0
OS01G0942300	TCM_040786	55	22	0
OS01G0942300	TCM_040791	52	21	0
OS01G0943950	TCM_028436	22	8	1
OS01G0945001	TCM_028130	48	49	1
OS01G0945800	TCM_000623	70	65	1
OS01G0946100	TCM_042389	53	57	0
OS01G0946300	TCM_034671	36	16	1
OS01G0947700	TCM_000309	15	4	1
OS01G0947700	TCM_031176	19	5	1
OS01G0948100	TCM_042390	42	44	1
OS01G0948200	TCM_040833	59	55	1
OS01G0948200	TCM_042392	56	51	1
OS01G0948300	TCM_024410	61	62	1
OS01G0948400	TCM_024404	64	66	1
OS01G0948500	TCM_045382	56	44	1
OS01G0949060	TCM_006013	31	35	1
OS01G0949300	TCM_024455	30	34	1
OS01G0949400	TCM_040841	55	50	1
OS01G0950800	TCM_042395	35	24	1
OS01G0950866	TCM_030828	72	68	1
OS01G0950900	TCM_045381	55	53	1
OS01G0951100	TCM_045263	56	53	1
OS01G0951200	TCM_031360	71	70	1
OS01G0951400	TCM_031360	68	67	1
OS01G0951800	TCM_024386	69	68	1
OS01G0951800	TCM_040860	61	60	1
