Gene stable ID	Chlamydomonas reinhardtii gene stable ID	% identity	Chlamydomonas reinhardtii % identity	Orthology confidence [0 low, 1 high]
OS02G0457100	CHLREDRAFT_177149	66	73	0
OS02G0457100	CHLREDRAFT_178494	66	73	0
OS02G0457100	CHLREDRAFT_178537	66	73	0
OS02G0457100	CHLREDRAFT_181270	66	73	0
OS02G0457100	CHLREDRAFT_184	66	73	0
OS02G0457100	CHLREDRAFT_221	66	73	0
OS02G0457100	CHLREDRAFT_243	66	73	0
OS02G0457100	CHLREDRAFT_24435	66	73	0
OS02G0457100	CHLREDRAFT_255	66	73	0
OS02G0457100	CHLREDRAFT_580	66	73	0
OS02G0457100	CHLREDRAFT_581	65	72	0
OS02G0457100	CHLREDRAFT_63	66	73	0
OS02G0457100	CHLREDRAFT_642	66	73	0
OS02G0457100	CHLREDRAFT_798	66	73	0
OS02G0457100	CHLREDRAFT_811	66	73	0
OS02G0457100	CHLREDRAFT_823	66	73	0
OS02G0457100	CHLREDRAFT_844	66	73	0
OS02G0457100	CHLREDRAFT_849	66	73	0
OS02G0457100	CHLREDRAFT_869	66	73	0
OS02G0457100	CHLREDRAFT_88	66	73	0
OS02G0457100	CHLREDRAFT_916	66	73	0
OS02G0457100	CHLREDRAFT_97639	66	73	0
OS02G0457100	CHLREDRAFT_97703	66	73	0
OS02G0457300	CHLREDRAFT_100021	57	88	0
OS02G0457300	CHLREDRAFT_112300	57	88	0
OS02G0457300	CHLREDRAFT_112529	48	89	0
OS02G0457300	CHLREDRAFT_112631	57	88	0
OS02G0457300	CHLREDRAFT_114955	57	88	0
OS02G0457300	CHLREDRAFT_123665	57	88	0
OS02G0457300	CHLREDRAFT_155704	57	89	0
OS02G0457300	CHLREDRAFT_156530	57	89	0
OS02G0457300	CHLREDRAFT_167003	57	88	0
OS02G0457300	CHLREDRAFT_167030	57	88	0
OS02G0457300	CHLREDRAFT_167094	57	88	0
OS02G0457300	CHLREDRAFT_167194	57	88	0
OS02G0457300	CHLREDRAFT_167230	57	88	0
OS02G0457300	CHLREDRAFT_169652	57	88	0
OS02G0457300	CHLREDRAFT_170323	57	88	0
OS02G0457300	CHLREDRAFT_177149	57	88	0
OS02G0457300	CHLREDRAFT_178494	57	88	0
OS02G0457300	CHLREDRAFT_178537	57	88	0
OS02G0457300	CHLREDRAFT_181270	57	88	0
OS02G0457300	CHLREDRAFT_184	57	88	0
OS02G0457300	CHLREDRAFT_221	57	88	0
OS02G0457300	CHLREDRAFT_243	57	88	0
OS02G0457300	CHLREDRAFT_24435	57	88	0
OS02G0457300	CHLREDRAFT_255	57	88	0
OS02G0457300	CHLREDRAFT_580	57	88	0
OS02G0457300	CHLREDRAFT_581	57	87	0
OS02G0457300	CHLREDRAFT_63	57	88	0
OS02G0457300	CHLREDRAFT_642	57	88	0
OS02G0457300	CHLREDRAFT_798	57	88	0
OS02G0457300	CHLREDRAFT_811	57	88	0
OS02G0457300	CHLREDRAFT_823	57	88	0
OS02G0457300	CHLREDRAFT_844	57	88	0
OS02G0457300	CHLREDRAFT_849	57	88	0
OS02G0457300	CHLREDRAFT_869	57	88	0
OS02G0457300	CHLREDRAFT_88	57	88	0
OS02G0457300	CHLREDRAFT_916	57	88	0
OS02G0457300	CHLREDRAFT_97639	57	88	0
OS02G0457300	CHLREDRAFT_97703	57	88	0
OS02G0461600	CHLREDRAFT_182641	31	31	1
OS02G0463500	CHLREDRAFT_113124	24	31	1
OS02G0465000	CHLREDRAFT_80907	43	11	1
OS02G0465400	CHLREDRAFT_196516	27	28	0
OS02G0465500	CHLREDRAFT_96755	36	49	1
OS02G0465900	CHLREDRAFT_142997	34	33	1
OS02G0466400	CHLREDRAFT_189763	19	16	1
OS02G0467700	CHLREDRAFT_182754	49	34	1
OS02G0468100	CHLREDRAFT_141971	17	13	1
OS02G0468100	CHLREDRAFT_146104	12	12	1
OS02G0468400	CHLREDRAFT_146863	12	8	1
OS02G0468400	CHLREDRAFT_188173	14	13	1
OS02G0469200	CHLREDRAFT_174615	23	11	1
OS02G0469900	CHLREDRAFT_187927	15	14	1
OS02G0470400	CHLREDRAFT_104999	0	0	0
OS02G0470400	CHLREDRAFT_180327	23	2	0
OS02G0470600	CHLREDRAFT_104999	8	53	0
OS02G0470600	CHLREDRAFT_180327	31	3	0
OS02G0471300	CHLREDRAFT_151618	18	26	1
OS02G0473000	CHLREDRAFT_205591	50	36	1
OS02G0473200	CHLREDRAFT_206044	17	17	1
OS02G0473200	CHLREDRAFT_206046	16	15	1
OS02G0474300	CHLREDRAFT_114438	20	3	1
OS02G0474700	CHLREDRAFT_127508	31	26	1
OS02G0477700	CHLREDRAFT_147252	30	4	1
OS02G0478600	CHLREDRAFT_59755	84	84	0
OS02G0478700	CHLREDRAFT_386	70	70	1
OS02G0478900	CHLREDRAFT_178803	53	45	1
OS02G0481700	CHLREDRAFT_167017	14	9	1
OS02G0481900	CHLREDRAFT_95232	9	41	0
OS02G0482400	CHLREDRAFT_206062	24	21	1
OS02G0482400	CHLREDRAFT_206067	24	20	1
OS02G0489400	CHLREDRAFT_195605	71	75	1
OS02G0489500	CHLREDRAFT_142662	24	28	1
OS02G0489500	CHLREDRAFT_142678	31	30	1
OS02G0491400	CHLREDRAFT_34008	28	33	1
OS02G0496100	CHLREDRAFT_122706	15	64	1
OS02G0497500	CHLREDRAFT_13480	31	16	1
OS02G0497700	CHLREDRAFT_166479	16	30	1
OS02G0498300	CHLREDRAFT_129898	43	45	1
OS02G0503400	CHLREDRAFT_147004	63	60	1
OS02G0503500	CHLREDRAFT_114298	52	50	1
OS02G0504500	CHLREDRAFT_146539	42	41	1
OS02G0504800	CHLREDRAFT_205753	50	40	1
OS02G0506500	CHLREDRAFT_113805	54	69	1
OS02G0506600	CHLREDRAFT_126203	34	28	1
OS02G0507400	CHLREDRAFT_141205	34	37	1
OS02G0507400	CHLREDRAFT_156547	35	43	1
OS02G0508000	CHLREDRAFT_132797	37	34	1
OS02G0510100	CHLREDRAFT_130885	63	72	1
OS02G0510200	CHLREDRAFT_138180	57	6	1
OS02G0511900	CHLREDRAFT_9481	52	15	1
OS02G0511901	CHLREDRAFT_9481	29	9	1
OS02G0512300	CHLREDRAFT_145255	38	9	1
OS02G0513700	CHLREDRAFT_153519	11	38	1
OS02G0513700	CHLREDRAFT_155065	11	38	1
OS02G0514500	CHLREDRAFT_206119	29	17	1
OS02G0514700	CHLREDRAFT_145987	53	47	1
OS02G0516600	CHLREDRAFT_189257	15	29	1
OS02G0517300	CHLREDRAFT_176806	13	21	0
OS02G0517366	CHLREDRAFT_98436	18	19	1
OS02G0517531	CHLREDRAFT_152680	26	26	1
OS02G0518100	CHLREDRAFT_105319	33	47	1
OS02G0518100	CHLREDRAFT_154239	29	25	1
OS02G0519900	CHLREDRAFT_24524	79	78	1
OS02G0520000	CHLREDRAFT_105836	14	61	1
OS02G0520000	CHLREDRAFT_167010	21	25	1
OS02G0520000	CHLREDRAFT_190235	25	17	1
OS02G0520100	CHLREDRAFT_155535	38	30	1
OS02G0520800	CHLREDRAFT_129128	49	50	1
OS02G0521300	CHLREDRAFT_143968	29	31	1
OS02G0521300	CHLREDRAFT_143969	33	27	1
OS02G0523500	CHLREDRAFT_35428	23	17	1
OS02G0523800	CHLREDRAFT_205696	30	31	1
OS02G0524300	CHLREDRAFT_187541	28	9	1
OS02G0524600	CHLREDRAFT_130509	55	65	1
OS02G0525400	CHLREDRAFT_120309	31	21	1
OS02G0525900	CHLREDRAFT_139750	58	59	1
OS02G0525900	CHLREDRAFT_194063	58	62	1
OS02G0525900	CHLREDRAFT_196311	52	55	1
OS02G0526400	CHLREDRAFT_195417	44	37	1
OS02G0526500	CHLREDRAFT_194876	18	9	1
OS02G0527300	CHLREDRAFT_117914	13	63	1
OS02G0528200	CHLREDRAFT_142128	59	14	1
OS02G0528200	CHLREDRAFT_94079	59	14	1
OS02G0528900	CHLREDRAFT_173168	20	7	1
OS02G0528900	CHLREDRAFT_193342	15	3	1
OS02G0529700	CHLREDRAFT_195600	50	52	0
OS02G0530300	CHLREDRAFT_195486	32	31	1
OS02G0531200	CHLREDRAFT_112377	21	32	1
OS02G0531200	CHLREDRAFT_137674	27	32	1
OS02G0531200	CHLREDRAFT_173593	29	26	1
OS02G0531200	CHLREDRAFT_191037	22	36	1
OS02G0533000	CHLREDRAFT_178204	30	38	1
OS02G0533300	CHLREDRAFT_206201	23	19	1
OS02G0533900	CHLREDRAFT_116571	50	51	1
OS02G0533900	CHLREDRAFT_117164	55	56	1
OS02G0534800	CHLREDRAFT_24344	86	85	0
OS02G0535000	CHLREDRAFT_205873	43	44	1
OS02G0537500	CHLREDRAFT_206364	23	25	1
OS02G0537700	CHLREDRAFT_142363	60	66	1
OS02G0538000	CHLREDRAFT_111453	52	60	1
OS02G0538400	CHLREDRAFT_116760	6	4	1
OS02G0538400	CHLREDRAFT_146270	1	6	1
OS02G0539100	CHLREDRAFT_196553	33	28	1
OS02G0539600	CHLREDRAFT_115745	1	1	1
OS02G0539900	CHLREDRAFT_186990	13	21	0
OS02G0541325	CHLREDRAFT_40158	65	68	1
OS02G0541700	CHLREDRAFT_81617	51	51	1
OS02G0543100	CHLREDRAFT_146581	6	8	1
OS02G0543300	CHLREDRAFT_98969	5	60	1
OS02G0543400	CHLREDRAFT_149069	53	48	1
OS02G0548900	CHLREDRAFT_122918	20	18	1
OS02G0549600	CHLREDRAFT_149993	60	64	1
OS02G0550100	CHLREDRAFT_134189	84	80	1
OS02G0550700	CHLREDRAFT_114244	36	48	1
OS02G0552000	CHLREDRAFT_195667	62	61	1
OS02G0552600	CHLREDRAFT_107185	16	42	1
OS02G0553200	CHLREDRAFT_186597	40	40	1
OS02G0553500	CHLREDRAFT_169761	25	35	1
OS02G0553600	CHLREDRAFT_180184	30	14	1
OS02G0554000	CHLREDRAFT_191388	24	15	1
OS02G0554100	CHLREDRAFT_122886	42	51	1
OS02G0554300	CHLREDRAFT_190968	27	35	1
OS02G0555000	CHLREDRAFT_126384	50	59	1
OS02G0555600	CHLREDRAFT_186726	31	20	1
OS02G0555600	CHLREDRAFT_189688	30	25	1
OS02G0555700	CHLREDRAFT_187190	31	20	1
OS02G0555900	CHLREDRAFT_121660	19	48	1
OS02G0556400	CHLREDRAFT_108207	42	49	1
OS02G0556600	CHLREDRAFT_121700	5	24	1
OS02G0556600	CHLREDRAFT_191305	34	42	1
OS02G0557000	CHLREDRAFT_147601	21	15	1
OS02G0557600	CHLREDRAFT_115084	40	39	1
OS02G0558300	CHLREDRAFT_109356	29	45	1
OS02G0561500	CHLREDRAFT_151618	25	23	1
OS02G0562700	CHLREDRAFT_139269	54	54	1
OS02G0564100	CHLREDRAFT_112975	29	58	1
OS02G0564400	CHLREDRAFT_196541	30	35	0
OS02G0564500	CHLREDRAFT_184074	28	31	1
OS02G0565100	CHLREDRAFT_139197	35	11	0
OS02G0565200	CHLREDRAFT_150738	28	27	1
OS02G0566900	CHLREDRAFT_150322	38	34	1
OS02G0566900	CHLREDRAFT_74202	39	43	1
OS02G0567100	CHLREDRAFT_184627	20	20	1
OS02G0567200	CHLREDRAFT_172865	21	14	1
OS02G0572400	CHLREDRAFT_102099	32	46	0
OS02G0573200	CHLREDRAFT_185758	37	26	1
OS02G0573400	CHLREDRAFT_126990	47	56	1
OS02G0575200	CHLREDRAFT_116788	37	57	1
OS02G0575500	CHLREDRAFT_113685	41	52	1
OS02G0575800	CHLREDRAFT_187168	41	40	1
OS02G0576700	CHLREDRAFT_170031	31	32	0
OS02G0577100	CHLREDRAFT_95634	17	36	1
OS02G0578800	CHLREDRAFT_195687	37	30	1
OS02G0580500	CHLREDRAFT_58511	59	59	1
OS02G0580800	CHLREDRAFT_190022	4	2	1
OS02G0581300	CHLREDRAFT_105088	23	32	0
OS02G0581300	CHLREDRAFT_41962	32	36	0
OS02G0581400	CHLREDRAFT_74221	0	0	1
OS02G0581500	CHLREDRAFT_74221	1	3	1
OS02G0586400	CHLREDRAFT_148836	83	82	1
OS02G0586500	CHLREDRAFT_122530	75	75	1
OS02G0586800	CHLREDRAFT_196796	31	26	1
OS02G0588300	CHLREDRAFT_191590	12	22	0
OS02G0588500	CHLREDRAFT_100701	11	24	1
OS02G0588500	CHLREDRAFT_115518	9	20	1
OS02G0588500	CHLREDRAFT_123120	9	20	1
OS02G0588500	CHLREDRAFT_145556	8	19	1
OS02G0591700	CHLREDRAFT_183518	52	51	1
OS02G0591800	CHLREDRAFT_112251	50	59	1
OS02G0591900	CHLREDRAFT_167901	19	31	1
OS02G0592300	CHLREDRAFT_101121	6	28	0
OS02G0593100	CHLREDRAFT_176519	34	26	1
OS02G0593100	CHLREDRAFT_178662	29	22	1
OS02G0593500	CHLREDRAFT_181195	20	21	0
OS02G0593500	CHLREDRAFT_196237	25	22	0
OS02G0593500	CHLREDRAFT_196306	27	10	0
OS02G0593500	CHLREDRAFT_196333	26	24	0
OS02G0593500	CHLREDRAFT_196335	24	22	0
OS02G0593500	CHLREDRAFT_196362	22	21	0
OS02G0593500	CHLREDRAFT_196438	24	22	0
OS02G0593500	CHLREDRAFT_196439	24	22	0
OS02G0593500	CHLREDRAFT_196464	23	20	0
OS02G0593500	CHLREDRAFT_196465	22	20	0
OS02G0593500	CHLREDRAFT_196472	25	23	0
OS02G0593900	CHLREDRAFT_98284	29	51	1
OS02G0594300	CHLREDRAFT_105836	9	59	1
OS02G0594300	CHLREDRAFT_167010	19	32	1
OS02G0594300	CHLREDRAFT_190235	18	18	1
OS02G0595500	CHLREDRAFT_196042	57	56	1
OS02G0595700	DAA00908	65	72	1
OS02G0595800	CHLREDRAFT_145636	26	27	1
OS02G0596100	CHLREDRAFT_144990	17	25	1
OS02G0596500	CHLREDRAFT_164783	39	40	1
OS02G0596900	CHLREDRAFT_118745	48	47	1
OS02G0598400	CHLREDRAFT_170597	11	17	1
OS02G0598500	CHLREDRAFT_192081	20	29	1
OS02G0598800	CHLREDRAFT_170597	10	22	1
OS02G0599100	CHLREDRAFT_170597	11	17	1
OS02G0599150	CHLREDRAFT_192081	20	29	1
OS02G0599151	CHLREDRAFT_192081	14	28	1
OS02G0599200	CHLREDRAFT_192081	6	7	1
OS02G0599700	CHLREDRAFT_192081	20	12	1
OS02G0600000	CHLREDRAFT_170597	4	0	1
OS02G0600033	CHLREDRAFT_192081	24	32	1
OS02G0600100	CHLREDRAFT_182738	42	45	0
OS02G0601100	CHLREDRAFT_107287	31	12	1
OS02G0601800	CHLREDRAFT_150233	13	12	1
OS02G0602100	CHLREDRAFT_153970	32	51	1
OS02G0602500	CHLREDRAFT_76090	52	58	1
OS02G0602800	CHLREDRAFT_190973	38	33	1
OS02G0603000	CHLREDRAFT_183965	27	16	1
OS02G0603100	CHLREDRAFT_145531	19	29	1
OS02G0603100	CHLREDRAFT_175886	25	21	1
OS02G0603800	CHLREDRAFT_55268	57	62	1
OS02G0604300	CHLREDRAFT_153413	31	41	1
OS02G0606100	CHLREDRAFT_148563	15	3	1
OS02G0606300	CHLREDRAFT_121365	22	12	1
OS02G0606900	CHLREDRAFT_192081	30	29	1
OS02G0607500	CHLREDRAFT_192081	18	29	1
OS02G0607700	CHLREDRAFT_159999	38	40	0
OS02G0608400	CHLREDRAFT_179211	23	40	1
OS02G0608500	CHLREDRAFT_172943	16	13	1
OS02G0608500	CHLREDRAFT_173118	12	17	1
OS02G0608500	CHLREDRAFT_174533	12	13	1
OS02G0608550	CHLREDRAFT_5137	38	12	1
OS02G0608600	CHLREDRAFT_5137	43	30	1
OS02G0610400	CHLREDRAFT_192476	20	21	1
OS02G0610500	CHLREDRAFT_149159	20	7	1
OS02G0610500	CHLREDRAFT_159133	25	20	1
OS02G0610600	CHLREDRAFT_195844	48	42	1
OS02G0610600	CHLREDRAFT_195845	41	41	1
OS02G0610800	CHLREDRAFT_128415	36	40	1
OS02G0611200	CHLREDRAFT_183928	35	35	1
OS02G0611500	CHLREDRAFT_100523	13	37	1
OS02G0611500	CHLREDRAFT_147254	24	24	1
OS02G0612000	CHLREDRAFT_117533	19	42	1
OS02G0612000	CHLREDRAFT_196855	33	37	1
OS02G0612300	CHLREDRAFT_169371	37	57	1
OS02G0612800	CHLREDRAFT_146572	14	7	1
OS02G0613000	CHLREDRAFT_194638	31	33	1
OS02G0613200	CHLREDRAFT_153692	13	26	1
OS02G0613400	CHLREDRAFT_132449	4	3	1
OS02G0613600	CHLREDRAFT_182697	50	49	1
OS02G0613900	CHLREDRAFT_145209	37	49	1
OS02G0614100	CHLREDRAFT_145241	6	23	1
OS02G0614100	CHLREDRAFT_94370	15	25	1
OS02G0614500	CHLREDRAFT_120386	17	19	1
OS02G0614500	CHLREDRAFT_130256	16	18	1
OS02G0614500	CHLREDRAFT_196575	16	14	1
OS02G0617300	CHLREDRAFT_206206	24	12	1
OS02G0617500	CHLREDRAFT_142899	42	28	1
OS02G0617600	CHLREDRAFT_185509	28	14	1
OS02G0618200	CHLREDRAFT_187941	9	13	1
OS02G0618250	CHLREDRAFT_176419	66	66	1
OS02G0618700	CHLREDRAFT_131330	35	39	1
OS02G0620400	CHLREDRAFT_116860	38	49	1
OS02G0620500	CHLREDRAFT_155492	30	31	1
OS02G0620500	CHLREDRAFT_156131	43	43	1
OS02G0620500	CHLREDRAFT_157754	41	38	1
OS02G0620500	CHLREDRAFT_158745	42	39	1
OS02G0620500	CHLREDRAFT_206117	39	31	1
OS02G0620500	CHLREDRAFT_39642	40	46	1
OS02G0620500	CHLREDRAFT_79376	31	32	1
OS02G0620500	CHLREDRAFT_82765	26	39	1
OS02G0620600	CHLREDRAFT_155492	33	34	1
OS02G0620600	CHLREDRAFT_156131	47	46	1
OS02G0620600	CHLREDRAFT_157754	42	39	1
OS02G0620600	CHLREDRAFT_158745	44	40	1
OS02G0620600	CHLREDRAFT_206117	41	33	1
OS02G0620600	CHLREDRAFT_39642	42	49	1
OS02G0620600	CHLREDRAFT_79376	32	33	1
OS02G0620600	CHLREDRAFT_82765	26	38	1
OS02G0621500	CHLREDRAFT_166944	19	22	1
OS02G0621700	CHLREDRAFT_24101	66	66	1
OS02G0622100	CHLREDRAFT_101519	16	76	1
OS02G0622100	CHLREDRAFT_137286	51	71	1
OS02G0622200	CHLREDRAFT_141736	26	26	1
OS02G0622300	CHLREDRAFT_145271	58	57	1
OS02G0622500	CHLREDRAFT_111793	9	10	1
OS02G0623500	CHLREDRAFT_115135	45	47	1
OS02G0625000	CHLREDRAFT_185758	36	23	1
OS02G0625500	CHLREDRAFT_190547	48	58	1
OS02G0628800	CHLREDRAFT_150548	64	96	1
OS02G0631500	CHLREDRAFT_119808	4	7	1
OS02G0631500	CHLREDRAFT_150625	8	9	1
OS02G0631601	CHLREDRAFT_119808	0	0	1
OS02G0631601	CHLREDRAFT_150625	4	3	1
OS02G0632500	CHLREDRAFT_195506	24	21	1
OS02G0633000	CHLREDRAFT_148864	18	11	1
OS02G0633400	CHLREDRAFT_186935	29	29	1
OS02G0633700	CHLREDRAFT_142396	26	23	1
OS02G0633900	CHLREDRAFT_142396	29	24	1
OS02G0634500	CHLREDRAFT_196557	45	58	0
OS02G0634800	CHLREDRAFT_131472	66	67	1
OS02G0634900	CHLREDRAFT_194387	75	75	1
OS02G0635700	CHLREDRAFT_101882	23	62	1
OS02G0636300	CHLREDRAFT_116132	9	53	1
OS02G0636300	CHLREDRAFT_171348	27	26	1
OS02G0637700	CHLREDRAFT_129874	44	44	1
OS02G0638300	CHLREDRAFT_185233	24	32	1
OS02G0638400	CHLREDRAFT_194623	27	12	1
OS02G0638900	CHLREDRAFT_186990	11	21	0
OS02G0639000	CHLREDRAFT_149314	16	10	1
OS02G0639800	CHLREDRAFT_100664	15	45	1
OS02G0639900	CHLREDRAFT_136413	38	46	1
OS02G0640300	CHLREDRAFT_101874	15	50	1
OS02G0640700	CHLREDRAFT_145485	16	16	1
OS02G0641800	CHLREDRAFT_56005	63	79	1
OS02G0643000	CHLREDRAFT_183897	27	27	1
OS02G0643500	CHLREDRAFT_184818	42	49	1
OS02G0644100	CHLREDRAFT_136069	54	55	1
OS02G0644200	CHLREDRAFT_112030	41	23	1
OS02G0644200	CHLREDRAFT_186828	41	19	1
OS02G0644400	CHLREDRAFT_98837	11	19	1
OS02G0644700	CHLREDRAFT_196283	21	16	1
OS02G0644900	CHLREDRAFT_192884	23	6	1
OS02G0645100	CHLREDRAFT_98837	18	41	1
OS02G0646400	CHLREDRAFT_195611	33	40	0
OS02G0646400	CHLREDRAFT_195746	33	34	0
OS02G0649700	CHLREDRAFT_97032	27	58	1
OS02G0649800	CHLREDRAFT_131692	39	39	1
OS02G0650900	CHLREDRAFT_137469	42	38	1
OS02G0650900	CHLREDRAFT_82916	49	45	1
OS02G0651000	CHLREDRAFT_146745	23	17	1
OS02G0651300	CHLREDRAFT_205873	42	46	1
OS02G0652000	CHLREDRAFT_108277	20	38	1
OS02G0652300	CHLREDRAFT_21823	22	21	1
OS02G0652550	CHLREDRAFT_183897	25	26	1
OS02G0652600	CHLREDRAFT_187541	17	13	1
OS02G0652800	CHLREDRAFT_144519	50	48	1
OS02G0653800	CHLREDRAFT_60490	83	83	1
OS02G0653900	CHLREDRAFT_148864	16	15	1
OS02G0654000	CHLREDRAFT_186653	45	43	1
OS02G0654100	CHLREDRAFT_186653	49	47	1
OS02G0654500	CHLREDRAFT_190447	43	45	1
OS02G0654700	CHLREDRAFT_205919	19	37	1
OS02G0655300	CHLREDRAFT_126865	48	58	1
OS02G0655500	CHLREDRAFT_128454	30	44	1
OS02G0656200	CHLREDRAFT_191404	16	12	1
OS02G0656300	CHLREDRAFT_178914	8	26	0
OS02G0656500	CHLREDRAFT_170453	50	49	0
OS02G0657600	CHLREDRAFT_78991	60	51	1
OS02G0658900	CHLREDRAFT_195461	20	20	1
OS02G0659700	CHLREDRAFT_180405	32	23	1
OS02G0660800	CHLREDRAFT_180405	29	23	1
OS02G0661000	CHLREDRAFT_154271	25	18	1
OS02G0661100	CHLREDRAFT_60124	23	22	1
OS02G0661400	CHLREDRAFT_106059	19	30	1
OS02G0661900	CHLREDRAFT_183897	37	15	1
OS02G0662200	CHLREDRAFT_205706	45	39	1
OS02G0663300	CHLREDRAFT_167021	4	23	0
OS02G0663300	CHLREDRAFT_179466	4	12	0
OS02G0663800	CHLREDRAFT_183437	40	18	1
OS02G0663900	CHLREDRAFT_177919	20	16	1
OS02G0664000	CHLREDRAFT_206090	35	42	0
OS02G0664300	CHLREDRAFT_174517	36	40	1
OS02G0665000	CHLREDRAFT_126820	41	12	1
OS02G0665500	CHLREDRAFT_158976	27	37	1
OS02G0665800	CHLREDRAFT_206087	5	5	1
OS02G0665800	CHLREDRAFT_75224	1	4	1
OS02G0665800	CHLREDRAFT_95368	2	6	1
OS02G0665800	CHLREDRAFT_96140	2	8	1
OS02G0665800	CHLREDRAFT_99810	1	5	1
OS02G0666300	CHLREDRAFT_121660	16	51	1
OS02G0666700	CHLREDRAFT_191336	45	46	1
OS02G0666800	CHLREDRAFT_111935	36	36	1
OS02G0667500	CHLREDRAFT_193019	20	14	1
OS02G0668100	CHLREDRAFT_195038	32	31	1
OS02G0668500	CHLREDRAFT_205587	16	16	1
OS02G0670000	CHLREDRAFT_126669	19	35	0
OS02G0672600	CHLREDRAFT_128290	29	56	1
OS02G0672700	CHLREDRAFT_76582	39	39	1
OS02G0672800	CHLREDRAFT_162667	25	54	1
OS02G0672800	CHLREDRAFT_189121	27	10	1
OS02G0672800	CHLREDRAFT_206084	26	18	1
OS02G0673600	CHLREDRAFT_185995	41	42	1
OS02G0676000	CHLREDRAFT_190274	21	26	1
OS02G0677600	CHLREDRAFT_183568	30	35	1
OS02G0677700	CHLREDRAFT_169764	13	15	1
OS02G0677800	CHLREDRAFT_169450	36	26	0
OS02G0678300	CHLREDRAFT_140509	21	20	0
OS02G0678400	CHLREDRAFT_158152	59	59	0
OS02G0680600	CHLREDRAFT_109429	20	70	1
OS02G0680600	CHLREDRAFT_188593	47	62	1
OS02G0681000	CHLREDRAFT_144381	14	18	1
OS02G0681000	CHLREDRAFT_146627	14	14	1
OS02G0681000	CHLREDRAFT_146630	14	10	1
OS02G0682500	CHLREDRAFT_130509	53	54	1
OS02G0682600	CHLREDRAFT_177137	33	35	1
OS02G0683900	CHLREDRAFT_188728	46	43	1
OS02G0685200	CHLREDRAFT_112628	13	74	1
OS02G0685200	CHLREDRAFT_123164	11	53	1
OS02G0686400	CHLREDRAFT_191617	55	55	1
OS02G0686600	CHLREDRAFT_123048	49	53	1
OS02G0688500	CHLREDRAFT_104640	41	41	1
OS02G0688900	CHLREDRAFT_184581	27	18	1
OS02G0689066	CHLREDRAFT_154212	40	4	1
OS02G0689066	CHLREDRAFT_170417	39	5	1
OS02G0689066	CHLREDRAFT_196479	40	4	1
OS02G0690700	CHLREDRAFT_24387	52	52	1
OS02G0690800	CHLREDRAFT_155546	57	57	1
OS02G0693200	CHLREDRAFT_29309	33	29	1
OS02G0694201	CHLREDRAFT_93906	2	1	1
OS02G0694600	CHLREDRAFT_116192	4	3	1
OS02G0694700	CHLREDRAFT_116192	9	23	1
OS02G0694900	CHLREDRAFT_187846	17	27	1
OS02G0697300	CHLREDRAFT_174889	18	27	1
OS02G0697800	CHLREDRAFT_166432	28	28	1
OS02G0698000	CHLREDRAFT_195910	66	71	1
OS02G0699300	CHLREDRAFT_78189	73	49	1
OS02G0699400	CHLREDRAFT_172317	15	21	1
OS02G0699600	CHLREDRAFT_138697	79	79	1
OS02G0699900	CHLREDRAFT_170213	18	14	1
OS02G0700100	CHLREDRAFT_130713	48	47	1
OS02G0700400	CHLREDRAFT_129968	32	30	0
OS02G0700400	CHLREDRAFT_77667	31	31	0
OS02G0700500	CHLREDRAFT_179587	24	48	1
OS02G0700600	CHLREDRAFT_58843	40	61	1
OS02G0701600	CHLREDRAFT_129990	50	54	1
OS02G0701900	CHLREDRAFT_55666	25	35	0
OS02G0702500	CHLREDRAFT_118179	6	66	0
OS02G0704500	CHLREDRAFT_194530	23	30	1
OS02G0704800	CHLREDRAFT_188762	55	56	1
OS02G0704900	CHLREDRAFT_174103	59	66	1
OS02G0704966	CHLREDRAFT_137896	16	33	1
OS02G0705100	CHLREDRAFT_143071	34	39	1
OS02G0705300	CHLREDRAFT_163935	11	42	1
OS02G0705400	CHLREDRAFT_105992	21	29	1
OS02G0705400	CHLREDRAFT_205631	22	25	1
OS02G0707000	CHLREDRAFT_139735	36	26	1
OS02G0707100	CHLREDRAFT_139735	43	48	1
OS02G0708100	CHLREDRAFT_128227	50	51	1
OS02G0708200	CHLREDRAFT_147285	23	51	1
OS02G0708300	CHLREDRAFT_79815	43	25	0
OS02G0709000	CHLREDRAFT_120367	4	8	0
OS02G0709200	CHLREDRAFT_103841	58	66	1
OS02G0709400	CHLREDRAFT_141685	1	4	1
OS02G0709400	CHLREDRAFT_168028	1	2	1
OS02G0709400	CHLREDRAFT_186766	1	4	1
OS02G0709800	CHLREDRAFT_195586	18	41	1
OS02G0710900	CHLREDRAFT_205988	38	31	1
OS02G0711300	CHLREDRAFT_134508	25	24	1
OS02G0711300	CHLREDRAFT_142751	25	21	1
OS02G0712000	CHLREDRAFT_133049	41	43	1
OS02G0713400	CHLREDRAFT_132865	69	65	1
OS02G0714100	CHLREDRAFT_190539	29	30	1
OS02G0714600	CHLREDRAFT_184171	64	52	1
OS02G0715000	CHLREDRAFT_206048	42	32	1
OS02G0715200	CHLREDRAFT_205782	27	29	1
OS02G0715200	CHLREDRAFT_41173	29	37	1
OS02G0716500	CHLREDRAFT_135825	51	52	1
OS02G0717500	CHLREDRAFT_113811	49	53	1
OS02G0717700	CHLREDRAFT_165420	11	11	0
OS02G0718900	CHLREDRAFT_196520	66	81	1
