Gene stable ID	Oryza longistaminata gene stable ID	% identity	Oryza longistaminata % identity	Orthology confidence [0 low, 1 high]
OS02G0740300	KN539732.1_FG001	55	43	1
OS02G0740500	KN538866.1_FG034	87	42	0
OS02G0740700	KN538866.1_FG029	36	88	0
OS02G0740900	KN538866.1_FG025	91	99	1
OS02G0741100	KN538866.1_FG033	74	99	1
OS02G0741200	KN538866.1_FG038	63	100	1
OS02G0741300	KN538866.1_FG023	88	96	1
OS02G0741400	KN538866.1_FG026	99	24	1
OS02G0741500	KN538866.1_FG026	93	22	1
OS02G0741800	KN538866.1_FG032	91	69	1
OS02G0742000	KN538866.1_FG027	92	99	1
OS02G0742100	KN538866.1_FG035	95	52	1
OS02G0742200	KN538866.1_FG024	96	89	1
OS02G0742500	KN538866.1_FG009	99	17	1
OS02G0742700	KN538866.1_FG003	72	91	1
OS02G0742800	KN538866.1_FG008	97	44	1
OS02G0742900	KN538866.1_FG008	83	21	1
OS02G0743100	KN538866.1_FG001	100	100	1
OS02G0743400	KN538866.1_FG007	69	100	1
OS02G0743500	KN538866.1_FG005	75	89	1
OS02G0743700	KN538866.1_FG010	72	85	1
OS02G0743800	KN538866.1_FG002	47	62	0
OS02G0744000	AMDW01040310.1_FG001	60	98	1
OS02G0744000	AMDW01134874.1_FG002	60	98	1
OS02G0744100	KN539373.1_FG007	92	56	1
OS02G0744650	AMDW01038038.1_FG001	27	86	1
OS02G0744700	KN539373.1_FG011	87	45	1
OS02G0744900	KN539373.1_FG005	70	100	1
OS02G0745000	KN539373.1_FG004	98	83	1
OS02G0745100	KN539373.1_FG001	99	99	1
OS02G0745250	KN539373.1_FG012	89	44	1
OS02G0745400	KN539373.1_FG003	80	99	1
OS02G0745600	KN539373.1_FG006	92	43	1
OS02G0746000	KN539373.1_FG010	98	94	1
OS02G0747400	KN540200.1_FG001	40	98	1
OS02G0747500	KN540200.1_FG004	99	99	1
OS02G0747600	KN540200.1_FG003	92	78	0
OS02G0747900	KN540200.1_FG002	99	99	1
OS02G0748100	KN538804.1_FG004	99	97	1
OS02G0748300	KN538804.1_FG006	93	99	1
OS02G0748800	KN538804.1_FG003	77	99	1
OS02G0749150	KN538804.1_FG001	78	24	1
OS02G0749300	KN538804.1_FG009	64	38	0
OS02G0749500	KN538804.1_FG024	46	70	1
OS02G0749700	KN538804.1_FG002	81	91	1
OS02G0750400	KN538804.1_FG005	100	19	1
OS02G0750500	KN538804.1_FG007	99	74	1
OS02G0751100	KN538804.1_FG023	70	89	1
OS02G0751600	KN538804.1_FG035	91	80	0
OS02G0751800	KN538804.1_FG027	97	48	1
OS02G0752000	KN538804.1_FG032	99	99	1
OS02G0752200	KN538804.1_FG019	99	99	1
OS02G0752300	KN538804.1_FG031	88	81	0
OS02G0752600	KN538804.1_FG036	68	99	1
OS02G0753000	KN538804.1_FG029	81	98	1
OS02G0753200	KN538804.1_FG040	96	93	1
OS02G0753300	KN538804.1_FG037	77	95	1
OS02G0753400	KN538804.1_FG022	39	100	1
OS02G0753500	KN538804.1_FG025	87	66	0
OS02G0753800	AMDW01033693.1_FG001	31	100	1
OS02G0753800	AMDW01039659.1_FG001	48	93	1
OS02G0753800	AMDW01115763.1_FG001	68	99	1
OS02G0753800	KN542732.1_FG001	99	99	1
OS02G0753900	AMDW01040888.1_FG001	98	39	1
OS02G0754000	KN539390.1_FG009	90	88	1
OS02G0754100	KN539390.1_FG008	87	99	1
OS02G0754300	KN539390.1_FG014	61	100	1
OS02G0754400	KN539042.1_FG002	18	19	1
OS02G0754400	KN541585.1_FG001	15	7	1
OS02G0754500	KN539390.1_FG002	80	82	1
OS02G0754700	KN539390.1_FG013	99	99	1
OS02G0754900	KN539390.1_FG005	99	77	1
OS02G0755000	KN539390.1_FG010	69	99	0
OS02G0755200	KN539390.1_FG004	92	98	1
OS02G0755500	KN539390.1_FG015	98	98	1
OS02G0755600	KN539390.1_FG011	79	97	1
OS02G0755900	KN539390.1_FG003	95	100	1
OS02G0756200	KN539390.1_FG006	98	98	1
OS02G0756600	KN539390.1_FG012	99	99	1
OS02G0756600	KN545019.1_FG001	99	99	1
OS02G0756800	AMDW01040296.1_FG001	59	97	1
OS02G0757100	KN542821.1_FG001	59	98	1
OS02G0757700	KN539176.1_FG005	73	56	1
OS02G0757900	KN539176.1_FG003	99	99	1
OS02G0758000	KN539176.1_FG010	100	100	1
OS02G0758100	KN539176.1_FG016	100	84	1
OS02G0758800	KN539176.1_FG018	67	90	1
OS02G0759000	KN539176.1_FG009	36	28	1
OS02G0759400	KN539176.1_FG002	70	99	1
OS02G0759500	KN539176.1_FG015	89	99	1
OS02G0759700	KN539176.1_FG011	73	100	1
OS02G0759800	KN539176.1_FG017	96	97	1
OS02G0760000	KN539176.1_FG001	56	100	1
OS02G0760200	KN539176.1_FG012	89	81	0
OS02G0760300	KN539176.1_FG008	82	94	1
OS02G0760400	KN539176.1_FG013	36	98	1
OS02G0760500	KN539176.1_FG014	85	99	1
OS02G0761000	KN539176.1_FG007	98	89	1
OS02G0761100	KN539176.1_FG004	89	96	1
OS02G0761200	KN539176.1_FG006	99	99	1
OS02G0761300	KN539598.1_FG008	69	96	1
OS02G0761400	KN539598.1_FG013	99	12	1
OS02G0761600	KN539598.1_FG007	99	99	1
OS02G0761700	KN539598.1_FG002	92	99	1
OS02G0761900	KN539598.1_FG012	99	99	1
OS02G0762100	KN539598.1_FG004	100	100	1
OS02G0762400	KN539598.1_FG014	60	97	1
OS02G0762600	KN539598.1_FG010	100	100	1
OS02G0762800	KN539598.1_FG003	82	97	1
OS02G0763000	KN539598.1_FG011	67	97	1
OS02G0763200	KN539611.1_FG001	95	93	1
OS02G0763800	KN539611.1_FG001	1	1	1
OS02G0763900	KN539611.1_FG001	41	37	1
OS02G0764200	KN544636.1_FG001	16	89	0
OS02G0764500	KN539611.1_FG002	76	87	1
OS02G0765400	KN539611.1_FG008	81	98	1
OS02G0765600	KN539611.1_FG003	90	99	1
OS02G0765800	KN539611.1_FG005	98	98	1
OS02G0765900	AMDW01008937.1_FG001	13	51	0
OS02G0766900	AMDW01023628.1_FG001	15	100	1
OS02G0767000	KN539611.1_FG004	93	58	0
OS02G0767100	KN542632.1_FG002	99	60	1
OS02G0767200	AMDW01014476.1_FG001	15	95	1
OS02G0767200	KN542632.1_FG001	76	94	1
OS02G0767300	AMDW01039283.1_FG001	69	100	1
OS02G0767400	KN539968.1_FG004	65	72	1
OS02G0767500	KN539968.1_FG007	100	100	1
OS02G0767700	KN539968.1_FG005	99	74	1
OS02G0767900	KN539968.1_FG003	96	77	1
OS02G0768000	KN539968.1_FG008	82	59	1
OS02G0768300	KN539968.1_FG002	85	98	1
OS02G0768600	KN539968.1_FG006	86	92	1
OS02G0768700	KN539968.1_FG001	26	99	1
OS02G0768750	KN539038.1_FG005	40	27	0
OS02G0769200	KN539927.1_FG006	74	57	1
OS02G0769700	KN539927.1_FG008	89	52	1
OS02G0769900	KN539927.1_FG005	81	97	1
OS02G0770000	KN539927.1_FG007	100	100	1
OS02G0770100	KN539927.1_FG004	79	98	1
OS02G0770500	KN541023.1_FG001	35	86	1
OS02G0770600	KN541023.1_FG003	96	100	1
OS02G0770800	KN541023.1_FG002	63	22	1
OS02G0771100	KN540626.1_FG002	91	92	1
OS02G0771200	KN540626.1_FG003	84	95	1
OS02G0771600	KN540626.1_FG001	73	76	1
OS02G0771700	KN540526.1_FG002	94	78	1
OS02G0771800	KN540526.1_FG005	98	95	1
OS02G0772000	KN540526.1_FG004	82	33	1
OS02G0772500	KN540526.1_FG006	90	97	1
OS02G0773200	KN540214.1_FG004	99	93	1
OS02G0773300	KN540214.1_FG006	81	99	1
OS02G0773400	KN540214.1_FG003	89	93	1
OS02G0773600	KN540214.1_FG001	48	67	0
OS02G0773732	KN540214.1_FG009	75	92	1
OS02G0774100	KN540214.1_FG008	43	66	0
OS02G0774200	KN540214.1_FG002	86	84	0
OS02G0774300	KN540214.1_FG005	100	100	1
OS02G0774500	KN540214.1_FG007	42	43	1
OS02G0774800	KN539071.1_FG004	73	50	1
OS02G0775100	KN539071.1_FG007	86	30	1
OS02G0775200	KN539071.1_FG014	78	68	0
OS02G0775200	KN542380.1_FG003	51	74	0
OS02G0775400	KN539071.1_FG013	57	38	1
OS02G0775900	AMDW01036697.1_FG001	52	86	1
OS02G0775900	KN539071.1_FG012	93	84	1
OS02G0776400	KN539071.1_FG015	71	81	1
OS02G0776700	KN539071.1_FG002	87	92	1
OS02G0776800	KN539071.1_FG009	89	98	1
OS02G0776900	KN539071.1_FG018	64	76	1
OS02G0777100	KN539071.1_FG010	89	92	1
OS02G0777400	KN539071.1_FG005	98	49	1
OS02G0777700	KN539105.1_FG008	34	21	0
OS02G0778200	KN538966.1_FG010	90	71	1
OS02G0778400	KN538966.1_FG016	98	88	1
OS02G0778500	KN538966.1_FG018	85	33	0
OS02G0778700	KN542990.1_FG001	21	55	1
OS02G0778900	AMDW01013757.1_FG001	19	61	0
OS02G0779200	KN538966.1_FG002	77	94	1
OS02G0779400	KN538966.1_FG015	62	96	1
OS02G0780000	KN538966.1_FG015	60	97	1
OS02G0780200	KN538966.1_FG017	95	97	1
OS02G0780500	KN538966.1_FG001	77	87	0
OS02G0780550	KN538966.1_FG012	90	61	1
OS02G0780700	KN538966.1_FG008	80	89	1
OS02G0780800	KN538966.1_FG013	80	36	0
OS02G0781000	KN538966.1_FG014	98	60	1
OS02G0781400	KN538966.1_FG004	77	84	1
OS02G0781600	KN538868.1_FG005	72	94	1
OS02G0781700	KN538868.1_FG003	70	94	1
OS02G0781800	KN538868.1_FG010	96	49	1
OS02G0781900	KN538868.1_FG016	41	61	0
OS02G0782100	KN538868.1_FG019	99	91	1
OS02G0782200	KN538868.1_FG009	97	96	1
OS02G0782300	KN538868.1_FG002	98	60	1
OS02G0782500	AMDW01034078.1_FG001	66	100	1
OS02G0782600	KN538868.1_FG015	90	48	0
OS02G0782700	KN538868.1_FG011	96	87	1
OS02G0782900	KN538868.1_FG001	62	96	1
OS02G0783000	KN538868.1_FG012	39	97	1
OS02G0783100	KN538868.1_FG008	97	76	1
OS02G0783625	KN538868.1_FG013	77	44	1
OS02G0783700	KN538868.1_FG013	97	25	1
OS02G0784100	KN538868.1_FG017	88	17	1
OS02G0784900	KN538868.1_FG007	44	100	1
OS02G0785700	KN538868.1_FG046	80	98	1
OS02G0785800	KN538868.1_FG043	53	100	1
OS02G0785900	KN538868.1_FG049	74	15	1
OS02G0786000	KN538868.1_FG040	92	93	1
OS02G0786200	KN538868.1_FG045	100	72	1
OS02G0786400	KN542327.1_FG001	12	28	1
OS02G0787200	KN539972.1_FG002	70	58	1
OS02G0787300	KN539972.1_FG005	58	100	1
OS02G0787600	KN539972.1_FG006	57	97	1
OS02G0787800	KN539972.1_FG001	94	99	1
OS02G0788300	KN540484.1_FG001	29	97	1
OS02G0788400	KN540484.1_FG006	100	100	1
OS02G0788500	KN540484.1_FG002	90	94	1
OS02G0788600	KN540484.1_FG008	50	64	1
OS02G0788800	KN540484.1_FG003	96	59	1
OS02G0789100	KN540484.1_FG005	86	93	1
OS02G0789400	KN540484.1_FG007	94	99	1
OS02G0789600	KN540484.1_FG004	86	98	1
OS02G0789700	KN539838.1_FG008	62	45	1
OS02G0789700	KN540036.1_FG001	45	36	1
OS02G0790500	KN540764.1_FG001	98	64	1
OS02G0790600	KN540764.1_FG003	62	80	1
OS02G0791200	KN540764.1_FG002	93	100	1
OS02G0791300	KN543182.1_FG001	29	100	1
OS02G0791400	AMDW01079881.1_FG001	51	100	1
OS02G0791400	KN543182.1_FG002	90	100	1
OS02G0791500	KN542176.1_FG002	82	100	1
OS02G0791700	KN542176.1_FG001	88	72	1
OS02G0792500	KN541254.1_FG001	94	98	1
OS02G0792800	KN539684.1_FG012	60	83	1
OS02G0792900	KN539684.1_FG007	53	100	1
OS02G0793000	KN539684.1_FG002	98	98	1
OS02G0793200	KN539684.1_FG011	78	28	1
OS02G0793300	KN539684.1_FG005	99	96	1
OS02G0793400	KN539684.1_FG008	65	71	1
OS02G0793500	KN539684.1_FG004	95	97	1
OS02G0793700	AMDW01022050.1_FG001	46	100	1
OS02G0793800	KN539684.1_FG001	94	55	1
OS02G0794000	KN539684.1_FG013	89	60	1
OS02G0794300	KN539684.1_FG003	99	13	1
OS02G0794400	KN539684.1_FG006	94	55	1
OS02G0794500	KN538834.1_FG006	59	99	0
OS02G0794700	KN538834.1_FG004	100	59	1
OS02G0795000	KN538834.1_FG012	94	96	1
OS02G0795200	KN538834.1_FG001	43	81	1
OS02G0795300	KN538834.1_FG017	70	83	0
OS02G0795800	KN538834.1_FG009	50	58	0
OS02G0795900	KN538834.1_FG018	70	97	1
OS02G0796100	KN538834.1_FG016	34	16	0
OS02G0796300	KN538834.1_FG010	80	100	1
OS02G0796400	KN538834.1_FG003	85	43	1
OS02G0796600	KN538834.1_FG005	40	99	1
OS02G0796600	KN538834.1_FG050	81	100	1
OS02G0796700	KN538834.1_FG044	75	30	1
OS02G0796900	KN538834.1_FG037	100	98	1
OS02G0797200	KN538834.1_FG048	100	100	1
OS02G0797300	KN538834.1_FG054	75	91	1
OS02G0797400	KN538834.1_FG047	91	91	1
OS02G0797500	KN538834.1_FG052	90	100	1
OS02G0797700	KN538834.1_FG038	87	100	1
OS02G0798000	KN539281.1_FG011	27	40	1
OS02G0798100	KN538834.1_FG045	79	99	1
OS02G0798400	KN538834.1_FG053	97	97	1
OS02G0798501	KN538834.1_FG053	97	97	1
OS02G0798600	KN538834.1_FG046	79	78	1
OS02G0798700	KN538834.1_FG039	82	91	0
OS02G0798800	KN538834.1_FG041	98	58	1
OS02G0798900	KN538834.1_FG041	91	39	1
OS02G0799000	KN540953.1_FG001	99	97	1
OS02G0799100	KN540953.1_FG004	94	97	1
OS02G0799300	KN540953.1_FG002	98	95	1
OS02G0800000	KN542773.1_FG001	66	86	0
OS02G0800100	KN545137.1_FG001	58	98	1
OS02G0800300	KN539066.1_FG011	92	92	1
OS02G0800300	KN539540.1_FG005	95	95	1
OS02G0800400	KN539066.1_FG011	92	92	1
OS02G0800400	KN539540.1_FG005	95	95	1
OS02G0800500	KN539540.1_FG002	62	16	1
OS02G0800700	KN539066.1_FG011	92	92	1
OS02G0800700	KN539540.1_FG005	95	95	1
OS02G0800900	KN539066.1_FG011	92	92	1
OS02G0800900	KN539540.1_FG005	95	95	1
OS02G0801000	KN539066.1_FG011	92	92	1
OS02G0801000	KN539540.1_FG005	95	95	1
OS02G0801100	KN539066.1_FG011	92	92	1
OS02G0801100	KN539540.1_FG005	95	95	1
OS02G0801200	KN545137.1_FG001	60	77	1
OS02G0801300	KN539540.1_FG002	62	16	1
OS02G0801600	KN539066.1_FG011	91	91	1
OS02G0801600	KN539540.1_FG005	94	94	1
OS02G0802200	KN539540.1_FG001	100	96	1
OS02G0802301	KN541857.1_FG004	31	22	1
OS02G0802400	KN539540.1_FG003	55	97	1
OS02G0802500	KN539540.1_FG006	100	100	1
OS02G0802700	KN542980.1_FG001	82	88	1
OS02G0803250	KN538909.1_FG011	81	41	1
OS02G0803300	KN538909.1_FG006	80	95	1
OS02G0803400	KN538909.1_FG002	99	99	1
OS02G0803600	KN538909.1_FG017	81	99	1
OS02G0803700	KN538909.1_FG022	94	100	1
OS02G0803800	KN538909.1_FG008	43	94	1
OS02G0804300	KN538909.1_FG005	67	88	1
OS02G0804500	KN538909.1_FG010	81	95	1
OS02G0804600	KN538909.1_FG016	81	95	1
OS02G0804900	KN538909.1_FG018	99	99	1
OS02G0805000	KN538909.1_FG015	98	51	1
OS02G0805100	KN538909.1_FG001	60	73	1
OS02G0805200	KN538909.1_FG021	100	100	1
OS02G0805250	AMDW01036740.1_FG001	15	98	0
OS02G0805500	KN538909.1_FG014	71	32	1
OS02G0805600	KN538909.1_FG019	64	100	1
OS02G0805700	KN538909.1_FG003	81	99	1
OS02G0805800	KN538909.1_FG012	78	66	1
OS02G0806400	KN538909.1_FG023	38	96	1
OS02G0806500	KN538909.1_FG020	78	100	1
OS02G0806600	KN538909.1_FG013	98	99	1
OS02G0806700	KN538909.1_FG004	98	99	1
OS02G0806900	KN538909.1_FG007	95	98	1
OS02G0806900	KN540740.1_FG003	91	94	1
OS02G0807100	KN540450.1_FG002	73	37	1
OS02G0807200	KN540450.1_FG006	78	96	1
OS02G0807800	KN540450.1_FG004	76	88	1
OS02G0807900	AMDW01022724.1_FG001	23	82	1
OS02G0808100	KN540450.1_FG003	92	54	1
OS02G0808300	KN543850.1_FG001	83	88	1
OS02G0809100	KN540772.1_FG002	5	7	1
OS02G0809500	KN540772.1_FG003	72	87	0
OS02G0809800	KN540772.1_FG001	67	97	1
OS02G0809900	KN541170.1_FG005	99	30	1
OS02G0810100	KN541170.1_FG002	86	100	1
OS02G0810200	KN541170.1_FG003	94	26	1
OS02G0810300	KN541170.1_FG004	99	99	1
OS02G0810400	KN541170.1_FG001	100	72	1
OS02G0810450	KN541231.1_FG002	68	97	1
OS02G0810500	KN541231.1_FG003	92	96	1
OS02G0810600	KN541231.1_FG004	18	45	1
OS02G0810900	KN541231.1_FG001	64	88	1
OS02G0811200	KN539778.1_FG007	87	92	0
OS02G0811600	KN544490.1_FG001	53	99	1
OS02G0811800	KN539778.1_FG008	98	99	1
OS02G0812000	KN539778.1_FG009	99	88	1
OS02G0812400	KN539778.1_FG003	81	39	1
OS02G0813083	KN545071.1_FG001	54	53	1
OS02G0813166	KN539778.1_FG004	77	49	1
OS02G0813500	KN539764.1_FG001	71	95	1
OS02G0813600	KN539764.1_FG006	63	97	1
OS02G0813800	KN539764.1_FG008	81	70	1
OS02G0814200	KN539764.1_FG003	93	44	1
OS02G0814600	KN539764.1_FG005	91	53	1
OS02G0814800	KN539764.1_FG007	38	55	0
OS02G0814800	KN543877.1_FG001	57	95	0
OS02G0814900	KN539764.1_FG004	45	55	1
OS02G0815000	KN543877.1_FG002	45	98	1
OS02G0815200	AMDW01039829.1_FG001	41	88	1
OS02G0815200	KN541169.1_FG001	87	96	1
OS02G0815500	KN541169.1_FG003	97	65	1
OS02G0815600	KN541169.1_FG004	82	85	1
OS02G0815800	KN544247.1_FG001	44	91	0
OS02G0815900	KN541169.1_FG002	91	71	1
OS02G0816000	KN540874.1_FG001	81	100	1
OS02G0816100	KN540874.1_FG004	81	98	1
OS02G0816200	KN540874.1_FG003	82	98	1
OS02G0816300	KN540874.1_FG002	94	97	1
OS02G0816400	KN542129.1_FG001	98	94	0
OS02G0816500	KN542129.1_FG003	90	72	0
OS02G0816600	KN542129.1_FG002	99	42	1
OS02G0816700	AMDW01050673.1_FG001	44	94	1
OS02G0816700	KN544916.1_FG001	63	99	1
OS02G0816800	AMDW01040469.1_FG001	21	100	0
OS02G0816800	KN539631.1_FG010	93	83	0
OS02G0816900	KN539631.1_FG006	98	80	0
OS02G0817000	KN539631.1_FG003	98	98	1
OS02G0817200	KN539631.1_FG013	86	92	1
OS02G0817500	KN539631.1_FG001	59	93	1
OS02G0817600	KN539631.1_FG008	64	69	0
OS02G0817700	KN539631.1_FG005	91	100	1
OS02G0817800	KN539631.1_FG011	96	55	1
OS02G0817900	KN539631.1_FG007	76	96	1
OS02G0818000	AMDW01031980.1_FG001	38	100	1
OS02G0818000	KN539631.1_FG002	92	100	1
OS02G0818450	AMDW01035892.1_FG001	32	56	1
OS02G0818500	AMDW01035892.1_FG001	1	1	1
OS02G0818700	AMDW01039045.1_FG001	23	67	1
OS02G0818800	KN539387.1_FG012	95	78	0
OS02G0818900	AMDW01030955.1_FG001	44	97	1
OS02G0819000	AMDW01060687.1_FG001	68	94	1
OS02G0819000	KN539387.1_FG006	92	33	1
OS02G0819100	KN539387.1_FG003	91	59	1
OS02G0819300	KN539387.1_FG011	98	72	1
OS02G0819400	KN539387.1_FG015	71	18	1
OS02G0819500	KN539387.1_FG001	66	69	1
OS02G0819600	KN539387.1_FG004	90	99	1
OS02G0819700	KN539387.1_FG010	98	98	1
OS02G0819900	KN539387.1_FG005	17	100	1
OS02G0820000	KN539387.1_FG013	99	96	1
OS02G0820200	KN539387.1_FG002	96	69	1
OS02G0820300	KN539387.1_FG007	79	98	1
OS02G0820500	KN539387.1_FG008	57	97	0
OS02G0820600	KN539387.1_FG009	81	94	1
OS02G0820700	KN540282.1_FG004	77	66	1
OS02G0820900	KN540282.1_FG006	76	99	1
OS02G0821200	KN540282.1_FG003	100	66	1
OS02G0821400	KN540282.1_FG001	30	55	0
OS02G0821600	KN540282.1_FG009	91	81	1
OS02G0821800	KN540282.1_FG008	76	99	1
OS02G0821900	KN540282.1_FG002	99	96	1
OS02G0822000	KN540282.1_FG005	99	96	1
OS02G0822100	KN540282.1_FG007	85	95	0
OS02G0822200	KN538956.1_FG007	100	100	1
OS02G0822400	KN538956.1_FG004	88	63	1
OS02G0822500	KN538956.1_FG013	98	98	1
OS02G0822600	KN538956.1_FG020	76	89	1
OS02G0822800	KN538956.1_FG012	96	88	1
OS02G0822900	KN538956.1_FG003	85	97	1
OS02G0823000	KN538956.1_FG019	98	88	1
OS02G0823100	KN538956.1_FG014	99	99	1
OS02G0823200	KN538956.1_FG021	78	91	0
OS02G0823300	KN538956.1_FG015	65	59	0
OS02G0823800	KN538956.1_FG009	90	80	0
OS02G0824000	KN538956.1_FG018	85	98	1
OS02G0824100	KN538956.1_FG016	77	97	1
OS02G0824300	KN538956.1_FG010	99	96	1
OS02G0824400	KN538956.1_FG005	100	100	1
OS02G0824500	AMDW01040934.1_FG001	78	87	0
OS02G0824500	KN538956.1_FG008	78	87	0
OS02G0824500	KN540096.1_FG002	32	57	0
OS02G0825500	AMDW01036100.1_FG001	35	96	0
OS02G0825500	KN538956.1_FG017	93	34	0
OS02G0826000	KN538956.1_FG002	55	87	1
OS02G0826050	KN542131.1_FG002	95	36	1
OS02G0826100	AMDW01038032.1_FG001	16	100	1
OS02G0826200	KN538711.1_FG003	78	73	1
OS02G0826300	KN538711.1_FG010	92	92	0
OS02G0826500	KN538711.1_FG016	95	92	1
OS02G0826566	KN538956.1_FG001	9	9	0
OS02G0826600	KN538711.1_FG019	96	32	0
OS02G0826675	KN538956.1_FG001	38	32	0
OS02G0826700	KN538956.1_FG001	7	9	0
OS02G0827200	KN538711.1_FG011	68	37	0
OS02G0827300	KN538711.1_FG017	84	60	1
OS02G0827500	KN538711.1_FG001	86	68	1
OS02G0827900	KN538711.1_FG012	78	42	1
OS02G0828200	AMDW01040010.1_FG001	50	95	1
OS02G0828200	KN538711.1_FG008	92	92	1
OS02G0828500	AMDW01028338.1_FG001	20	73	1
OS02G0828900	KN538711.1_FG007	83	97	1
OS02G0829200	KN538711.1_FG004	99	55	0
OS02G0829400	KN538711.1_FG006	75	98	1
OS02G0829500	KN538711.1_FG018	37	99	0
OS02G0829600	KN538711.1_FG064	74	56	1
OS02G0829800	KN538711.1_FG041	93	93	1
OS02G0830000	KN538711.1_FG054	61	96	1
OS02G0830100	KN538711.1_FG062	97	95	1
OS02G0830200	KN538711.1_FG039	80	100	1
OS02G0830300	KN538711.1_FG055	92	87	0
OS02G0831100	KN538711.1_FG056	95	12	1
OS02G0831300	KN538711.1_FG049	94	100	1
OS02G0831400	KN538711.1_FG044	98	76	1
OS02G0831500	KN538711.1_FG047	98	97	1
OS02G0831600	KN538711.1_FG063	73	96	0
OS02G0831600	KN538711.1_FG097	29	69	0
OS02G0831800	KN538711.1_FG058	65	79	1
OS02G0832000	KN538711.1_FG040	91	99	1
OS02G0832100	KN538711.1_FG045	97	66	1
OS02G0832200	KN538711.1_FG050	43	56	0
OS02G0832400	KN538711.1_FG061	82	41	1
OS02G0832500	KN538711.1_FG061	100	17	1
OS02G0832600	KN538711.1_FG051	75	95	1
OS02G0832700	KN538711.1_FG042	42	54	0
OS02G0832700	KN538711.1_FG108	64	64	0
OS02G0832800	KN538711.1_FG103	78	90	1
OS02G0833000	KN538711.1_FG110	96	72	1
OS02G0833300	KN538711.1_FG099	41	98	1
OS02G0833400	KN538711.1_FG107	83	89	1
OS02G0833500	KN538711.1_FG105	94	98	1
OS02G0834000	KN538711.1_FG098	99	64	1
OS02G0834300	KN538711.1_FG111	93	94	1
OS02G0834700	KN538711.1_FG106	85	97	1
OS03G0100010	KN538726.1_FG041	19	17	1
OS03G0100020	KN538726.1_FG038	99	99	1
OS03G0100030	KN538726.1_FG053	99	99	1
OS03G0100040	KN538726.1_FG056	70	96	1
OS03G0100050	KN538726.1_FG045	77	39	1
OS03G0100100	KN538726.1_FG037	86	93	1
OS03G0100200	KN538726.1_FG052	79	99	1
OS03G0100300	KN538726.1_FG047	97	45	1
OS03G0100400	KN538726.1_FG054	63	95	1
OS03G0100800	KN538726.1_FG048	83	96	1
OS03G0100900	KN538726.1_FG043	80	83	1
OS03G0101000	KN538726.1_FG051	88	93	1
OS03G0101100	KN538726.1_FG049	96	93	1
OS03G0101200	KN538726.1_FG044	98	93	1
OS03G0101300	KN538726.1_FG039	99	98	1
OS03G0101500	KN538726.1_FG042	96	46	1
OS03G0101900	KN538726.1_FG055	67	32	0
OS03G0102400	KN538726.1_FG036	68	90	1
OS03G0102500	AMDW01033722.1_FG001	59	99	1
OS03G0102700	KN538726.1_FG040	94	83	1
OS03G0103000	KN538726.1_FG095	63	88	1
OS03G0103100	KN538726.1_FG098	96	94	1
OS03G0103200	KN538726.1_FG087	96	94	1
OS03G0103300	KN538726.1_FG080	100	40	1
OS03G0103400	KN538726.1_FG094	74	80	1
OS03G0103950	KN539168.1_FG001	92	30	1
OS03G0104901	AMDW01023745.1_FG001	5	8	0
OS03G0105600	KN538726.1_FG096	100	100	1
OS03G0105800	KN538726.1_FG079	95	59	0
OS03G0106000	KN538726.1_FG090	78	80	1
OS03G0106200	KN538726.1_FG086	93	93	1
OS03G0106300	KN538726.1_FG005	75	95	1
OS03G0106400	KN538726.1_FG003	98	98	1
OS03G0106700	AMDW01035961.1_FG001	60	76	1
OS03G0106700	KN538726.1_FG009	96	82	1
OS03G0106700	KN538726.1_FG017	96	82	1
OS03G0106800	KN538726.1_FG015	99	99	1
OS03G0107000	KN538726.1_FG008	90	44	0
OS03G0107100	KN538726.1_FG002	21	23	1
OS03G0107300	AMDW01065237.1_FG001	25	99	1
OS03G0107300	KN538726.1_FG014	93	98	1
OS03G0107400	KN538726.1_FG010	98	67	1
OS03G0107600	KN538726.1_FG001	87	57	1
OS03G0107900	KN538726.1_FG007	79	98	1
OS03G0108000	AMDW01039791.1_FG001	41	54	0
OS03G0108000	KN538726.1_FG012	97	73	0
OS03G0108200	KN538726.1_FG006	66	32	1
OS03G0108400	AMDW01039634.1_FG001	43	94	1
OS03G0108500	AMDW01022039.1_FG001	29	99	1
OS03G0108500	AMDW01118330.1_FG001	20	91	1
OS03G0108500	KN544507.1_FG001	37	94	1
OS03G0108600	KN541577.1_FG003	20	98	1
OS03G0108600	KN541731.1_FG001	89	82	1
OS03G0109000	KN541731.1_FG002	97	96	1
OS03G0109300	KN539358.1_FG011	88	99	1
OS03G0109400	KN539358.1_FG006	99	91	0
OS03G0109500	KN539358.1_FG003	99	99	1
OS03G0109650	KN545093.1_FG001	66	71	1
OS03G0109700	AMDW01039149.1_FG001	24	99	1
OS03G0110400	KN539358.1_FG004	85	97	1
OS03G0110800	KN539358.1_FG005	86	61	1
OS03G0111100	KN539358.1_FG012	59	73	1
OS03G0111200	KN539358.1_FG002	100	100	1
OS03G0111300	KN539358.1_FG007	97	96	1
OS03G0111400	AMDW01039711.1_FG001	85	96	1
OS03G0111400	KN539358.1_FG013	97	97	1
OS03G0111500	KN538830.1_FG039	92	31	0
OS03G0111600	KN538830.1_FG037	93	76	1
OS03G0111800	AMDW01040804.1_FG001	36	95	1
OS03G0112101	KN538830.1_FG004	95	40	0
