Gene stable ID	Amborella trichopoda gene stable ID	% identity	Amborella trichopoda % identity	Orthology confidence [0 low, 1 high]
OS03G0250200	AMTR_s00030p00233590	25	41	1
OS03G0250200	AMTR_s00238p00013230	27	60	1
OS03G0250200	AMTR_s00280p00015410	27	64	1
OS03G0251350	AMTR_s00013p00054980	48	51	1
OS03G0251425	AMTR_s00171p00069250	40	14	0
OS03G0251500	AMTR_s00001p00110790	75	75	1
OS03G0251600	AMTR_s00001p00267880	59	61	0
OS03G0251700	AMTR_s00001p00268290	41	40	1
OS03G0251800	AMTR_s00061p00167160	46	44	1
OS03G0252100	AMTR_s00001p00269430	37	43	1
OS03G0252800	AMTR_s00168p00017970	65	65	1
OS03G0252900	AMTR_s00085p00034650	29	17	1
OS03G0252900	AMTR_s00085p00035990	28	17	1
OS03G0252900	AMTR_s00085p00036550	27	18	1
OS03G0253100	AMTR_s00045p00142150	64	58	1
OS03G0253200	AMTR_s00033p00229200	43	48	1
OS03G0253500	AMTR_s00018p00151280	35	28	1
OS03G0253600	AMTR_s00018p00116130	38	39	1
OS03G0253800	AMTR_s00033p00199300	46	59	1
OS03G0254000	AMTR_s00002p00252340	21	23	1
OS03G0254000	AMTR_s00009p00126150	18	25	1
OS03G0254000	AMTR_s00009p00245910	25	25	1
OS03G0254000	AMTR_s00029p00096910	23	18	1
OS03G0254000	AMTR_s00036p00100550	15	25	1
OS03G0254000	AMTR_s00050p00210650	17	18	1
OS03G0254000	AMTR_s00062p00089640	13	26	1
OS03G0254000	AMTR_s00062p00105720	14	25	1
OS03G0254000	AMTR_s00062p00106150	12	26	1
OS03G0254000	AMTR_s00062p00106420	13	23	1
OS03G0254000	AMTR_s00062p00106870	10	29	1
OS03G0254000	AMTR_s00062p00146080	22	25	1
OS03G0254000	AMTR_s00071p00163290	9	27	1
OS03G0254000	AMTR_s00071p00163330	9	26	1
OS03G0254000	AMTR_s00078p00177570	23	22	1
OS03G0254000	AMTR_s00078p00183570	9	23	1
OS03G0254000	AMTR_s00092p00137320	23	22	1
OS03G0254000	AMTR_s00099p00016360	5	19	1
OS03G0254000	AMTR_s00101p00075070	8	32	1
OS03G0254000	AMTR_s00104p00047720	15	34	1
OS03G0254000	AMTR_s00121p00125720	20	27	1
OS03G0254000	AMTR_s00142p00041710	9	23	1
OS03G0254000	AMTR_s00771p00010380	13	33	1
OS03G0254200	AMTR_s00175p00056960	26	10	1
OS03G0254700	AMTR_s00051p00079490	77	76	0
OS03G0254800	AMTR_s00175p00047170	71	71	1
OS03G0254900	AMTR_s00175p00046030	47	59	1
OS03G0255100	AMTR_s00175p00032740	59	64	1
OS03G0255200	AMTR_s00489p00012880	36	68	1
OS03G0255400	AMTR_s00016p00255820	13	15	1
OS03G0255400	AMTR_s00024p00018300	19	22	1
OS03G0255500	AMTR_s00184p00021600	13	56	0
OS03G0255500	AMTR_s00184p00021790	13	67	0
OS03G0255500	AMTR_s00184p00021910	12	70	0
OS03G0255500	AMTR_s01345p00003820	11	82	0
OS03G0255500	AMTR_s01345p00008380	9	79	0
OS03G0255500	AMTR_s01345p00009910	11	57	0
OS03G0256400	AMTR_s00067p00142170	73	71	0
OS03G0256800	AMTR_s00135p00042890	53	27	1
OS03G0257000	AMTR_s00110p00039910	51	59	1
OS03G0257500	AMTR_s00002p00106850	38	13	1
OS03G0257600	AMTR_s00002p00106850	21	20	1
OS03G0257900	AMTR_s00002p00108330	79	82	1
OS03G0258200	AMTR_s00010p00019880	47	52	1
OS03G0258500	AMTR_s00162p00012530	55	56	0
OS03G0258500	AMTR_s00162p00024920	13	42	0
OS03G0258500	AMTR_s00162p00027280	15	41	0
OS03G0258900	AMTR_s00225p00021580	53	55	1
OS03G0259300	AMTR_s00060p00089240	61	63	1
OS03G0259400	AMTR_s00060p00066070	52	50	1
OS03G0259700	AMTR_s00060p00051530	60	52	1
OS03G0259900	AMTR_s00060p00048940	34	31	0
OS03G0260100	AMTR_s00010p00125180	50	12	1
OS03G0260600	AMTR_s00010p00144270	43	48	1
OS03G0261500	AMTR_s00002p00083170	60	60	1
OS03G0261800	AMTR_s00002p00087350	22	23	1
OS03G0261900	AMTR_s00002p00059110	65	20	1
OS03G0262000	AMTR_s00002p00056060	55	35	1
OS03G0262100	AMTR_s00008p00071380	51	50	0
OS03G0262200	AMTR_s00156p00048240	48	39	1
OS03G0262300	AMTR_s00008p00268620	27	25	1
OS03G0262400	AMTR_s00068p00082940	67	67	1
OS03G0262700	AMTR_s00173p00048690	52	53	1
OS03G0262900	AMTR_s00156p00017490	69	14	1
OS03G0262900	AMTR_s00194p00047120	2	1	1
OS03G0263400	AMTR_s00016p00150480	29	9	1
OS03G0263500	AMTR_s00176p00038570	33	92	1
OS03G0263600	AMTR_s00029p00110150	62	65	1
OS03G0263900	AMTR_s00027p00248120	59	62	1
OS03G0264000	AMTR_s00091p00092100	54	54	1
OS03G0264300	AMTR_s00029p00237920	56	57	1
OS03G0264400	AMTR_s00029p00234880	67	70	0
OS03G0264600	AMTR_s00199p00026650	24	29	1
OS03G0264700	AMTR_s00029p00225570	43	42	1
OS03G0264800	AMTR_s00076p00097050	44	44	1
OS03G0265100	AMTR_s00029p00223030	45	69	1
OS03G0265200	AMTR_s00029p00222940	54	33	1
OS03G0265300	AMTR_s00029p00221150	68	67	1
OS03G0265400	AMTR_s00029p00221060	50	56	0
OS03G0265500	AMTR_s00029p00217840	61	61	1
OS03G0265600	AMTR_s00029p00209460	62	20	1
OS03G0265700	AMTR_s00025p00228240	78	68	1
OS03G0265800	AMTR_s00029p00209080	55	57	0
OS03G0265900	AMTR_s00029p00205200	57	56	1
OS03G0266000	AMTR_s00029p00202610	52	47	0
OS03G0266100	AMTR_s00029p00199510	79	81	1
OS03G0266200	AMTR_s00029p00197890	61	35	1
OS03G0266700	AMTR_s00048p00229110	53	57	1
OS03G0266800	AMTR_s00024p00236830	63	55	1
OS03G0266800	AMTR_s00048p00228530	65	67	1
OS03G0267100	AMTR_s00023p00249070	48	48	1
OS03G0267100	AMTR_s00074p00154530	44	50	1
OS03G0267300	AMTR_s00029p00187590	76	75	0
OS03G0267400	AMTR_s00030p00143350	21	10	1
OS03G0267500	AMTR_s00165p00000750	31	61	1
OS03G0267600	AMTR_s00165p00016900	16	18	1
OS03G0267700	AMTR_s00165p00068240	70	66	1
OS03G0267800	AMTR_s00165p00069630	62	59	1
OS03G0268000	AMTR_s00165p00079470	66	92	1
OS03G0268100	AMTR_s00012p00264780	47	58	1
OS03G0268200	AMTR_s00012p00264650	47	46	0
OS03G0268300	AMTR_s00101p00147880	61	61	1
OS03G0268400	AMTR_s00012p00262290	83	83	1
OS03G0268400	AMTR_s00012p00262630	79	79	1
OS03G0268900	AMTR_s00002p00066940	66	66	1
OS03G0268900	AMTR_s00006p00180530	46	54	1
OS03G0268900	AMTR_s00012p00260070	62	54	1
OS03G0268900	AMTR_s00012p00260130	62	63	1
OS03G0268900	AMTR_s00012p00260450	54	63	1
OS03G0268900	AMTR_s00012p00260970	63	63	1
OS03G0268900	AMTR_s00012p00261070	59	58	1
OS03G0268900	AMTR_s00012p00261150	37	61	1
OS03G0268900	AMTR_s00012p00261320	51	60	1
OS03G0269000	AMTR_s00002p00066940	63	50	1
OS03G0269000	AMTR_s00006p00180530	49	45	1
OS03G0269000	AMTR_s00012p00260070	60	41	1
OS03G0269000	AMTR_s00012p00260130	59	47	1
OS03G0269000	AMTR_s00012p00260450	52	47	1
OS03G0269000	AMTR_s00012p00260970	60	48	1
OS03G0269000	AMTR_s00012p00261070	58	45	1
OS03G0269000	AMTR_s00012p00261150	31	40	1
OS03G0269000	AMTR_s00012p00261320	50	46	1
OS03G0269100	AMTR_s00002p00066940	55	63	1
OS03G0269100	AMTR_s00006p00180530	38	50	1
OS03G0269100	AMTR_s00012p00260070	51	51	1
OS03G0269100	AMTR_s00012p00260130	53	61	1
OS03G0269100	AMTR_s00012p00260450	45	60	1
OS03G0269100	AMTR_s00012p00260970	54	62	1
OS03G0269100	AMTR_s00012p00261070	52	58	1
OS03G0269100	AMTR_s00012p00261150	34	63	1
OS03G0269100	AMTR_s00012p00261320	42	57	1
OS03G0269300	AMTR_s00008p00241640	34	36	1
OS03G0269601	AMTR_s00012p00258400	40	22	1
OS03G0269700	AMTR_s00012p00258400	35	16	1
OS03G0269900	AMTR_s00012p00258400	43	42	1
OS03G0270000	AMTR_s00012p00257450	54	49	1
OS03G0270200	AMTR_s00012p00256890	37	35	1
OS03G0270500	AMTR_s00012p00256540	30	15	1
OS03G0270700	AMTR_s00022p00077030	28	21	1
OS03G0271100	AMTR_s00011p00258380	39	37	0
OS03G0271200	AMTR_s00012p00069830	20	69	0
OS03G0271200	AMTR_s00012p00252410	66	62	0
OS03G0271300	AMTR_s00012p00251890	31	34	1
OS03G0271400	AMTR_s00004p00262200	12	58	1
OS03G0271400	AMTR_s00012p00251300	57	54	1
OS03G0271500	AMTR_s00012p00251230	35	30	1
OS03G0271600	AMTR_s00012p00250160	54	38	1
OS03G0271900	AMTR_s00012p00249250	47	48	1
OS03G0272300	AMTR_s00012p00248870	64	65	0
OS03G0273200	AMTR_s00012p00061860	70	69	1
OS03G0273200	AMTR_s00012p00061910	64	65	1
OS03G0273200	AMTR_s00012p00245710	70	70	1
OS03G0273200	AMTR_s00012p00248430	69	69	1
OS03G0273200	AMTR_s00055p00189700	67	67	1
OS03G0273200	AMTR_s00055p00190270	68	68	1
OS03G0273800	AMTR_s00012p00242140	65	63	1
OS03G0274000	AMTR_s00012p00238740	68	77	0
OS03G0274000	AMTR_s00032p00030570	74	81	0
OS03G0274300	AMTR_s00012p00239180	34	40	1
OS03G0274700	AMTR_s00078p00031160	35	40	1
OS03G0274800	AMTR_s00012p00221000	68	63	1
OS03G0275100	AMTR_s00012p00193410	43	42	1
OS03G0275300	AMTR_s00012p00181530	57	60	1
OS03G0275400	AMTR_s00012p00172390	42	41	1
OS03G0275500	AMTR_s00050p00195040	58	60	1
OS03G0276300	AMTR_s00012p00176640	17	8	1
OS03G0276600	AMTR_s00012p00170560	46	45	1
OS03G0276700	AMTR_s00046p00167520	62	39	1
OS03G0276900	AMTR_s00012p00140940	52	57	1
OS03G0277000	AMTR_s00033p00239520	82	82	1
OS03G0277100	AMTR_s00012p00152990	59	27	0
OS03G0277300	AMTR_s00137p00032560	85	85	0
OS03G0277600	AMTR_s00060p00077910	25	40	1
OS03G0277600	AMTR_s00060p00079250	38	39	1
OS03G0277600	AMTR_s00060p00084230	39	40	1
OS03G0277700	AMTR_s00060p00077910	25	38	1
OS03G0277700	AMTR_s00060p00079250	38	38	1
OS03G0277700	AMTR_s00060p00084230	38	39	1
OS03G0277800	AMTR_s00017p00206510	22	22	0
OS03G0277800	AMTR_s00041p00167350	23	28	0
OS03G0278000	AMTR_s00012p00122270	81	82	1
OS03G0278200	AMTR_s00019p00150410	81	80	1
OS03G0278400	AMTR_s00012p00025360	56	55	1
OS03G0278500	AMTR_s00002p00257980	43	43	1
OS03G0278700	AMTR_s00012p00102710	3	9	1
OS03G0278800	AMTR_s00012p00103290	45	57	0
OS03G0278900	AMTR_s00046p00093500	49	72	1
OS03G0278900	AMTR_s00048p00204370	24	41	1
OS03G0278900	AMTR_s00066p00151690	23	49	1
OS03G0278900	AMTR_s00118p00113620	23	40	1
OS03G0279200	AMTR_s00168p00048800	70	76	1
OS03G0279400	AMTR_s00012p00117440	69	70	1
OS03G0279600	AMTR_s00168p00051810	32	49	1
OS03G0279600	AMTR_s00168p00052130	38	52	1
OS03G0279700	AMTR_s00102p00073930	35	28	1
OS03G0279900	AMTR_s00072p00049060	25	82	1
OS03G0279900	AMTR_s00072p00050030	78	79	1
OS03G0279950	AMTR_s00145p00079180	48	35	1
OS03G0280000	AMTR_s00145p00075460	79	80	1
OS03G0280400	AMTR_s00145p00032450	59	51	1
OS03G0280700	AMTR_s00034p00242520	21	21	1
OS03G0280750	AMTR_s00034p00239800	38	39	1
OS03G0280750	AMTR_s00034p00240370	30	33	1
OS03G0280750	AMTR_s00034p00240460	44	38	1
OS03G0280800	AMTR_s00034p00191270	45	85	1
OS03G0280800	AMTR_s00034p00191920	24	45	1
OS03G0281000	AMTR_s00034p00071480	64	72	1
OS03G0281100	AMTR_s00034p00179220	64	67	1
OS03G0281300	AMTR_s00034p00227920	44	42	1
OS03G0281500	AMTR_s00080p00131040	50	50	1
OS03G0281600	AMTR_s00034p00230790	78	62	1
OS03G0281900	AMTR_s00007p00181450	59	62	1
OS03G0282100	AMTR_s00007p00181450	33	34	1
OS03G0282800	AMTR_s00023p00161390	31	39	1
OS03G0282800	AMTR_s00023p00168220	25	34	1
OS03G0282800	AMTR_s00023p00173070	48	49	1
OS03G0282900	AMTR_s00023p00176440	38	39	1
OS03G0283000	AMTR_s00023p00188600	30	38	1
OS03G0283000	AMTR_s00023p00189680	17	45	1
OS03G0283000	AMTR_s00023p00190240	35	31	1
OS03G0283100	AMTR_s00023p00188600	42	44	1
OS03G0283100	AMTR_s00023p00189680	24	54	1
OS03G0283100	AMTR_s00023p00190240	55	41	1
OS03G0283200	AMTR_s00023p00188600	39	41	1
OS03G0283200	AMTR_s00023p00189680	22	49	1
OS03G0283200	AMTR_s00023p00190240	53	39	1
OS03G0283400	AMTR_s00023p00202520	16	21	1
OS03G0283500	AMTR_s00061p00061380	21	23	1
OS03G0283500	AMTR_s04823p00002340	22	23	1
OS03G0283600	AMTR_s00023p00206380	50	53	1
OS03G0284100	AMTR_s00023p00221340	44	42	1
OS03G0284400	AMTR_s00023p00218670	57	54	1
OS03G0284500	AMTR_s00016p00112230	58	60	1
OS03G0284600	AMTR_s00016p00112930	50	48	0
OS03G0284800	AMTR_s00023p00230220	64	67	0
OS03G0284900	AMTR_s00023p00232870	45	43	1
OS03G0285800	AMTR_s00023p00249950	70	69	1
OS03G0285900	AMTR_s00007p00189640	52	54	1
OS03G0286200	AMTR_s00080p00093010	56	57	1
OS03G0286300	AMTR_s00080p00074790	77	79	1
OS03G0286500	AMTR_s00080p00053460	33	37	1
OS03G0286800	AMTR_s00080p00104750	54	55	1
OS03G0286900	AMTR_s00080p00112800	74	53	0
OS03G0287400	AMTR_s00080p00153120	41	51	1
OS03G0287600	AMTR_s00034p00242520	17	8	1
OS03G0287700	AMTR_s00034p00242520	29	4	1
OS03G0287800	AMTR_s00080p00165150	30	34	1
OS03G0287900	AMTR_s00080p00170250	52	51	1
OS03G0288300	AMTR_s00080p00123550	56	57	1
OS03G0288400	AMTR_s00102p00065210	63	57	1
OS03G0288500	AMTR_s00034p00221180	49	21	1
OS03G0288600	AMTR_s00034p00133850	46	38	1
OS03G0288700	AMTR_s00108p00100120	63	64	1
OS03G0288800	AMTR_s00034p00215870	50	49	1
OS03G0288900	AMTR_s00078p00129180	10	17	1
OS03G0289100	AMTR_s00101p00097020	68	73	1
OS03G0289200	AMTR_s00022p00215490	55	57	1
OS03G0289400	AMTR_s00007p00076840	36	37	0
OS03G0289800	AMTR_s00007p00108780	52	55	1
OS03G0290300	AMTR_s00007p00117820	76	48	0
OS03G0290400	AMTR_s00007p00123180	29	4	1
OS03G0290500	AMTR_s00007p00139610	59	62	1
OS03G0290900	AMTR_s00007p00137180	55	57	1
OS03G0291200	AMTR_s00007p00135110	50	52	0
OS03G0292100	AMTR_s00007p00158970	41	49	1
OS03G0292100	AMTR_s00065p00110200	47	50	1
OS03G0292100	AMTR_s00078p00164770	45	50	1
OS03G0292200	AMTR_s00007p00156990	78	77	0
OS03G0292700	AMTR_s00007p00059760	22	32	1
OS03G0292700	AMTR_s00007p00165610	27	32	1
OS03G0292700	AMTR_s00007p00166380	27	32	1
OS03G0292700	AMTR_s00021p00177530	25	33	1
OS03G0292700	AMTR_s00021p00178000	20	33	1
OS03G0292700	AMTR_s00024p00089950	25	39	1
OS03G0292700	AMTR_s00034p00151720	15	34	1
OS03G0292800	AMTR_s00045p00221580	67	62	0
OS03G0292900	AMTR_s00007p00173730	50	16	1
OS03G0293000	AMTR_s00007p00161340	43	37	1
OS03G0293100	AMTR_s00007p00164520	32	37	1
OS03G0293400	AMTR_s00052p00165590	53	24	0
OS03G0293500	AMTR_s00016p00121780	5	17	0
OS03G0294200	AMTR_s00007p00177920	71	60	1
OS03G0294600	AMTR_s00252p00011130	67	29	1
OS03G0294700	AMTR_s00252p00018000	69	45	1
OS03G0294900	AMTR_s00153p00065050	69	69	1
OS03G0295400	AMTR_s00061p00192780	49	61	1
OS03G0295500	AMTR_s00164p00050110	68	70	1
OS03G0295600	AMTR_s00153p00057910	46	48	1
OS03G0295700	AMTR_s00153p00051720	58	56	1
OS03G0295800	AMTR_s00153p00061670	44	47	1
OS03G0295800	AMTR_s00153p00064140	47	52	1
OS03G0296000	AMTR_s00133p00071910	44	12	1
OS03G0296300	AMTR_s00006p00044710	66	51	0
OS03G0296400	AMTR_s00012p00163050	13	71	0
OS03G0296500	AMTR_s00007p00020870	50	51	1
OS03G0296600	AMTR_s00017p00240840	36	43	1
OS03G0296700	AMTR_s00153p00085570	48	45	1
OS03G0296800	AMTR_s00153p00093350	42	63	1
OS03G0297000	AMTR_s00153p00096120	60	60	1
OS03G0297100	AMTR_s00017p00257730	83	83	1
OS03G0297100	AMTR_s00056p00135710	80	81	1
OS03G0297300	AMTR_s00017p00257730	79	41	1
OS03G0297300	AMTR_s00056p00135710	79	41	1
OS03G0297400	AMTR_s00023p00007120	67	87	1
OS03G0297600	AMTR_s00023p00037680	51	58	1
OS03G0297700	AMTR_s00056p00222800	54	58	1
OS03G0297800	AMTR_s00023p00058100	58	32	1
OS03G0298100	AMTR_s00010p00060450	33	29	1
OS03G0298100	AMTR_s00023p00096640	37	39	1
OS03G0298300	AMTR_s00023p00090030	42	43	1
OS03G0298400	AMTR_s00019p00202640	90	91	0
OS03G0298600	AMTR_s00023p00110940	37	64	1
OS03G0298700	AMTR_s00023p00112140	19	15	1
OS03G0298800	AMTR_s00023p00113610	69	69	1
OS03G0299200	AMTR_s00023p00118310	60	67	1
OS03G0299600	AMTR_s00023p00142590	37	46	1
OS03G0299900	AMTR_s00153p00081300	26	59	1
OS03G0300000	AMTR_s00002p00259350	80	63	1
OS03G0300200	AMTR_s00002p00183560	49	50	1
OS03G0300300	AMTR_s00003p00144740	44	44	1
OS03G0300400	AMTR_s00003p00147930	20	30	1
OS03G0300400	AMTR_s00003p00148140	36	36	1
OS03G0300400	AMTR_s00003p00153740	38	37	1
OS03G0300500	AMTR_s00003p00239700	49	47	1
OS03G0300600	AMTR_s00045p00184740	42	32	1
OS03G0300900	AMTR_s00057p00117230	71	69	1
OS03G0301200	AMTR_s00057p00111550	49	51	1
OS03G0301400	AMTR_s00057p00109500	48	48	1
OS03G0301800	AMTR_s00057p00096030	60	29	1
OS03G0301950	AMTR_s00039p00202880	40	43	0
OS03G0302000	AMTR_s00039p00202880	49	50	0
OS03G0302200	AMTR_s00057p00103590	20	22	1
OS03G0302500	AMTR_s00057p00084630	29	34	1
OS03G0302500	AMTR_s00079p00164570	21	29	1
OS03G0302800	AMTR_s00019p00210960	22	28	1
OS03G0302800	AMTR_s00057p00082330	23	31	1
OS03G0302900	AMTR_s00057p00077370	22	25	1
OS03G0303100	AMTR_s00057p00076610	34	39	1
OS03G0304100	AMTR_s00057p00063220	27	30	1
OS03G0304400	AMTR_s00057p00057240	27	32	1
OS03G0304500	AMTR_s00057p00052440	38	48	1
OS03G0304800	AMTR_s00057p00050780	53	46	1
OS03G0305000	AMTR_s00057p00046830	73	72	1
OS03G0305100	AMTR_s00057p00046830	69	69	1
OS03G0305200	AMTR_s00057p00042470	32	35	1
OS03G0305400	AMTR_s00003p00027540	49	57	1
OS03G0305400	AMTR_s00003p00028670	28	55	1
OS03G0305500	AMTR_s00033p00236040	68	67	1
OS03G0305600	AMTR_s02234p00007680	47	59	1
OS03G0305700	AMTR_s00057p00025530	64	66	1
OS03G0306200	AMTR_s00057p00026390	54	6	0
OS03G0306302	AMTR_s00057p00026390	55	4	0
OS03G0306800	AMTR_s00045p00175560	42	44	0
OS03G0306900	AMTR_s00045p00175590	48	41	1
OS03G0307000	AMTR_s00045p00176070	60	66	1
OS03G0307100	AMTR_s00045p00176400	73	76	1
OS03G0307200	AMTR_s00045p00177240	46	46	0
OS03G0307200	AMTR_s00058p00051350	40	44	0
OS03G0307300	AMTR_s00045p00177240	45	46	0
OS03G0307300	AMTR_s00058p00051350	39	44	0
OS03G0307400	AMTR_s00045p00172820	46	49	1
OS03G0307700	AMTR_s00045p00169080	38	57	1
OS03G0307800	AMTR_s00045p00168580	49	52	1
OS03G0308000	AMTR_s00045p00166680	50	49	1
OS03G0308100	AMTR_s00045p00165520	67	64	0
OS03G0308200	AMTR_s00045p00164850	50	50	1
OS03G0308500	AMTR_s00045p00182070	69	69	1
OS03G0308800	AMTR_s00003p00048580	59	54	0
OS03G0308850	AMTR_s00003p00049560	19	3	1
OS03G0308900	AMTR_s00003p00049560	16	7	1
OS03G0309000	AMTR_s00003p00070970	59	60	1
OS03G0309200	AMTR_s00003p00079190	73	73	1
OS03G0309200	AMTR_s00041p00087890	4	66	1
OS03G0309200	AMTR_s00054p00091550	7	61	1
OS03G0309400	AMTR_s00123p00050980	53	48	1
OS03G0309800	AMTR_s00045p00075400	46	62	1
OS03G0310000	AMTR_s00102p00103400	61	63	1
OS03G0310000	AMTR_s02104p00004210	49	63	1
OS03G0310400	AMTR_s00003p00093660	65	57	1
OS03G0310500	AMTR_s00003p00101050	74	26	0
OS03G0310500	AMTR_s01409p00002650	12	74	0
OS03G0310800	AMTR_s00003p00224450	39	43	1
OS03G0311300	AMTR_s00003p00225260	55	23	0
OS03G0311600	AMTR_s00003p00228070	35	42	1
OS03G0312300	AMTR_s00060p00077910	14	15	1
OS03G0312300	AMTR_s00060p00079250	35	24	1
OS03G0312300	AMTR_s00060p00084230	34	24	1
OS03G0312600	AMTR_s00003p00235130	67	66	1
OS03G0313000	AMTR_s00053p00033690	64	67	0
OS03G0313000	AMTR_s00053p00037150	23	41	0
OS03G0313600	AMTR_s00005p00235970	34	66	1
OS03G0313600	AMTR_s00136p00057760	56	65	1
OS03G0314100	AMTR_s00019p00154740	82	65	1
OS03G0314200	AMTR_s00003p00237740	72	73	1
OS03G0314400	AMTR_s00002p00267090	28	29	1
OS03G0314700	AMTR_s00003p00104860	55	70	1
OS03G0314800	AMTR_s00003p00222410	68	66	1
OS03G0315400	AMTR_s00003p00219710	42	50	1
OS03G0315800	AMTR_s00003p00212290	70	64	1
OS03G0316200	AMTR_s00003p00211130	73	74	1
OS03G0316900	AMTR_s00003p00210080	65	80	1
OS03G0318500	AMTR_s00003p00202580	56	63	1
OS03G0318600	AMTR_s00095p00059370	80	60	1
OS03G0319100	AMTR_s00095p00088300	50	51	1
OS03G0319200	AMTR_s00095p00112100	25	26	1
OS03G0319400	AMTR_s00095p00117390	71	72	1
OS03G0320000	AMTR_s00095p00128150	47	49	1
OS03G0320100	AMTR_s00095p00169830	50	21	1
OS03G0320400	AMTR_s00095p00147870	36	28	1
OS03G0320900	AMTR_s00101p00087960	62	61	1
OS03G0321300	AMTR_s00101p00078790	48	53	1
OS03G0321500	AMTR_s00101p00076180	34	35	1
OS03G0321800	AMTR_s00101p00051140	28	58	0
OS03G0321800	AMTR_s00101p00051270	61	62	0
OS03G0321900	AMTR_s00101p00049580	72	73	1
OS03G0322000	AMTR_s00101p00049040	42	4	1
OS03G0322500	AMTR_s00101p00042720	80	67	1
OS03G0322600	AMTR_s00101p00041820	44	44	1
OS03G0322700	AMTR_s00152p00081700	23	22	1
OS03G0322800	AMTR_s00101p00020000	63	57	1
OS03G0322900	AMTR_s00002p00254930	21	23	1
OS03G0323200	AMTR_s00025p00239420	86	56	1
OS03G0323500	AMTR_s00119p00132020	34	28	1
OS03G0323800	AMTR_s00119p00124540	62	64	1
OS03G0323900	AMTR_s00119p00120480	25	33	1
OS03G0324700	AMTR_s00119p00076450	55	54	1
OS03G0324800	AMTR_s00119p00084860	37	27	1
OS03G0324900	AMTR_s00119p00089020	36	34	0
OS03G0325000	AMTR_s00119p00089160	71	59	0
OS03G0325500	AMTR_s00119p00095480	55	47	1
OS03G0325600	AMTR_s00119p00100440	36	46	0
OS03G0326000	AMTR_s00083p00014540	58	10	1
OS03G0326100	AMTR_s00083p00014540	60	23	1
OS03G0326200	AMTR_s00083p00014540	44	27	1
OS03G0326300	AMTR_s00119p00055990	37	36	1
OS03G0326500	AMTR_s00119p00048970	60	25	1
OS03G0326600	AMTR_s00038p00125360	61	60	1
OS03G0327600	AMTR_s00148p00065520	3	4	1
OS03G0328000	AMTR_s00119p00032770	94	14	1
OS03G0328100	AMTR_s00119p00025950	64	61	1
OS03G0328501	AMTR_s00042p00185900	34	32	1
OS03G0328900	AMTR_s00119p00021560	39	36	1
OS03G0329200	AMTR_s00119p00021560	38	34	1
OS03G0329500	AMTR_s00071p00064260	78	78	0
OS03G0329700	AMTR_s00021p00213800	61	62	1
OS03G0329900	AMTR_s00142p00049490	39	35	1
OS03G0330000	AMTR_s00077p00192680	42	47	1
OS03G0330300	AMTR_s00077p00182530	33	32	1
OS03G0331600	AMTR_s00077p00179590	57	35	1
OS03G0331700	AMTR_s00077p00177420	56	52	0
OS03G0332400	AMTR_s00077p00150130	70	70	0
OS03G0332500	AMTR_s00072p00080890	69	84	0
OS03G0332500	AMTR_s00077p00151750	70	75	0
OS03G0332533	AMTR_s00077p00160000	45	54	1
OS03G0332700	AMTR_s00077p00145960	59	52	1
OS03G0332900	AMTR_s00077p00144650	34	54	1
OS03G0333000	AMTR_s00077p00143590	17	13	1
OS03G0333100	AMTR_s00106p00106920	25	65	1
OS03G0333100	AMTR_s00106p00107190	35	54	1
OS03G0333200	AMTR_s00077p00138840	60	60	1
OS03G0333300	AMTR_s00066p00171460	79	80	1
OS03G0333400	AMTR_s00003p00251710	35	39	1
OS03G0334000	AMTR_s00077p00134130	68	67	0
OS03G0334100	AMTR_s00077p00132780	34	17	1
OS03G0334700	AMTR_s00077p00112950	58	65	1
OS03G0334700	AMTR_s00077p00113350	12	14	1
OS03G0334800	AMTR_s00077p00111800	28	55	0
OS03G0334800	AMTR_s00077p00112280	31	67	0
OS03G0335200	AMTR_s00077p00103580	17	17	1
OS03G0335300	AMTR_s00077p00095230	71	72	0
OS03G0335500	AMTR_s00077p00091370	53	52	1
OS03G0335600	AMTR_s00038p00088230	71	35	1
OS03G0336000	AMTR_s00077p00087500	24	40	0
OS03G0336100	AMTR_s00080p00163630	46	34	1
OS03G0336200	AMTR_s00077p00070990	54	50	1
OS03G0336300	AMTR_s00077p00061270	58	58	1
OS03G0336600	AMTR_s00077p00053020	49	30	1
OS03G0336700	AMTR_s00007p00209910	26	29	1
OS03G0337500	AMTR_s00007p00215840	58	66	1
OS03G0337600	AMTR_s00007p00219480	75	75	1
OS03G0337700	AMTR_s00060p00125310	80	78	1
OS03G0337800	AMTR_s00091p00066640	88	88	1
OS03G0337900	AMTR_s00045p00124970	83	84	1
OS03G0338000	AMTR_s00007p00206520	68	42	1
OS03G0338400	AMTR_s00077p00030410	56	58	1
OS03G0338400	AMTR_s00130p00039420	36	39	1
OS03G0338600	AMTR_s00077p00023510	32	49	1
OS03G0339100	AMTR_s00045p00233670	69	66	1
OS03G0339300	AMTR_s00077p00014810	55	56	1
OS03G0339400	AMTR_s00711p00000040	0	0	1
OS03G0339700	AMTR_s00007p00225870	44	42	1
OS03G0339900	AMTR_s00007p00220190	63	62	1
OS03G0340001	AMTR_s00007p00219480	48	24	1
OS03G0340500	AMTR_s00106p00019920	78	78	1
OS03G0340900	AMTR_s00003p00129460	60	61	1
OS03G0341100	AMTR_s00129p00125840	25	88	0
OS03G0341100	AMTR_s00183p00048560	81	81	0
