Gene stable ID	Oryza sativa Indica gene stable ID	% identity	Oryza sativa Indica % identity	Orthology confidence [0 low, 1 high]
OS01G0857700	BGIOSGA000457	97	97	0
OS01G0857900	BGIOSGA004832	56	17	0
OS01G0858350	BGIOSGA000455	100	100	1
OS01G0858500	BGIOSGA000453	100	61	1
OS01G0858700	BGIOSGA004834	100	100	1
OS01G0858900	BGIOSGA004835	100	100	1
OS01G0859100	BGIOSGA000452	99	100	1
OS01G0859200	BGIOSGA004836	100	100	1
OS01G0859300	BGIOSGA004837	99	83	1
OS01G0859400	BGIOSGA004838	96	71	1
OS01G0859500	BGIOSGA000451	100	100	1
OS01G0859600	BGIOSGA000450	100	100	1
OS01G0860300	BGIOSGA004839	100	91	1
OS01G0860400	BGIOSGA004840	100	100	1
OS01G0860500	BGIOSGA004841	97	100	0
OS01G0860601	BGIOSGA004842	98	100	0
OS01G0860700	BGIOSGA011156	14	9	0
OS01G0860800	BGIOSGA004843	95	91	0
OS01G0860900	BGIOSGA000449	96	80	1
OS01G0861000	BGIOSGA000448	95	82	0
OS01G0861400	BGIOSGA007362	75	58	0
OS01G0861700	BGIOSGA004844	86	96	1
OS01G0861900	BGIOSGA000447	99	99	1
OS01G0862000	BGIOSGA000446	96	49	0
OS01G0862200	BGIOSGA004845	99	99	1
OS01G0862300	BGIOSGA000445	99	99	1
OS01G0862500	BGIOSGA004846	99	99	1
OS01G0862600	BGIOSGA004847	100	100	1
OS01G0862800	BGIOSGA004848	100	100	1
OS01G0863166	BGIOSGA000444	87	63	0
OS01G0863300	BGIOSGA004852	99	85	1
OS01G0863400	BGIOSGA000443	100	100	1
OS01G0863500	BGIOSGA004853	100	100	1
OS01G0863800	BGIOSGA004855	100	100	1
OS01G0864000	BGIOSGA000442	100	100	1
OS01G0864200	BGIOSGA004856	99	99	1
OS01G0864300	BGIOSGA000441	98	100	1
OS01G0864500	BGIOSGA000440	99	99	1
OS01G0865100	BGIOSGA000438	100	100	1
OS01G0865400	BGIOSGA000437	62	85	1
OS01G0865600	BGIOSGA004859	95	96	0
OS01G0865700	BGIOSGA000435	99	99	1
OS01G0865800	BGIOSGA000434	97	100	0
OS01G0866000	BGIOSGA004861	100	100	1
OS01G0866100	BGIOSGA004862	56	32	0
OS01G0866300	BGIOSGA004864	100	100	1
OS01G0866400	BGIOSGA004865	99	99	1
OS01G0866500	BGIOSGA000433	100	100	1
OS01G0866600	BGIOSGA000432	100	78	0
OS01G0866700	BGIOSGA000431	100	100	1
OS01G0866800	BGIOSGA004867	100	100	1
OS01G0867200	BGIOSGA004869	99	99	1
OS01G0867300	BGIOSGA000430	99	94	1
OS01G0867600	BGIOSGA004871	70	83	0
OS01G0867700	BGIOSGA004872	100	100	1
OS01G0867800	BGIOSGA004873	100	99	1
OS01G0867900	BGIOSGA000429	76	85	1
OS01G0868000	BGIOSGA000428	96	67	0
OS01G0868200	BGIOSGA000427	78	88	0
OS01G0868300	BGIOSGA000426	99	100	1
OS01G0868600	BGIOSGA004875	98	98	0
OS01G0868800	BGIOSGA004876	93	84	1
OS01G0868900	BGIOSGA004877	73	99	1
OS01G0869000	BGIOSGA000425	84	100	1
OS01G0869200	BGIOSGA004878	100	100	1
OS01G0869400	BGIOSGA000422	88	63	1
OS01G0869500	BGIOSGA000421	48	88	1
OS01G0869550	BGIOSGA004879	84	61	1
OS01G0869600	BGIOSGA004880	86	70	1
OS01G0869750	BGIOSGA021109	100	100	1
OS01G0869800	BGIOSGA004881	100	100	1
OS01G0869900	BGIOSGA004882	100	57	1
OS01G0870100	BGIOSGA000420	98	100	1
OS01G0870201	BGIOSGA004883	91	35	0
OS01G0870300	BGIOSGA004884	100	100	1
OS01G0870400	BGIOSGA000419	97	99	0
OS01G0871100	BGIOSGA004887	100	100	1
OS01G0871200	BGIOSGA004888	96	100	1
OS01G0871300	BGIOSGA004889	100	100	1
OS01G0871350	BGIOSGA000416	61	99	1
OS01G0871500	BGIOSGA004890	100	100	1
OS01G0871600	BGIOSGA004891	98	100	1
OS01G0871700	BGIOSGA004892	87	52	0
OS01G0871800	BGIOSGA004893	100	100	1
OS01G0871800	BGIOSGA004894	2	0	1
OS01G0871900	BGIOSGA004893	0	2	1
OS01G0871900	BGIOSGA004894	83	85	1
OS01G0872000	BGIOSGA004895	86	98	1
OS01G0872100	BGIOSGA004896	93	98	1
OS01G0872500	BGIOSGA004898	96	64	1
OS01G0872600	BGIOSGA004898	58	22	1
OS01G0872700	BGIOSGA000413	100	100	1
OS01G0872800	BGIOSGA000412	100	100	1
OS01G0873000	BGIOSGA000411	92	57	1
OS01G0873000	BGIOSGA000415	96	47	1
OS01G0873100	BGIOSGA000410	100	19	1
OS01G0873700	BGIOSGA004901	100	100	1
OS01G0873800	BGIOSGA000407	100	99	1
OS01G0873900	BGIOSGA000406	98	52	0
OS01G0874100	BGIOSGA000405	94	86	1
OS01G0874300	BGIOSGA004902	100	100	1
OS01G0874700	BGIOSGA004903	93	93	0
OS01G0874800	BGIOSGA000404	99	99	1
OS01G0874900	BGIOSGA004904	100	100	1
OS01G0875000	BGIOSGA000403	99	99	1
OS01G0875300	BGIOSGA004906	35	90	0
OS01G0875400	BGIOSGA000402	100	75	1
OS01G0875500	BGIOSGA004907	89	96	0
OS01G0875700	BGIOSGA004908	100	100	1
OS01G0875800	BGIOSGA000401	98	99	1
OS01G0876100	BGIOSGA004909	87	96	1
OS01G0876300	BGIOSGA000400	99	99	1
OS01G0876400	BGIOSGA000399	99	100	1
OS01G0876500	BGIOSGA004910	94	44	1
OS01G0876800	BGIOSGA004912	100	100	1
OS01G0877300	BGIOSGA004913	89	57	0
OS01G0877500	BGIOSGA004914	100	100	1
OS01G0877900	BGIOSGA000397	100	100	0
OS01G0878000	BGIOSGA000396	91	96	1
OS01G0878300	BGIOSGA004915	100	100	1
OS01G0878400	BGIOSGA000395	99	99	0
OS01G0878700	BGIOSGA000394	100	100	1
OS01G0878800	BGIOSGA000393	99	99	1
OS01G0878900	BGIOSGA000392	99	99	1
OS01G0879200	BGIOSGA004916	99	99	1
OS01G0879300	BGIOSGA004917	99	98	1
OS01G0879400	BGIOSGA004918	100	88	1
OS01G0879500	BGIOSGA000391	100	100	1
OS01G0879600	BGIOSGA004919	48	58	0
OS01G0880200	BGIOSGA004921	100	100	1
OS01G0880300	BGIOSGA000390	100	100	0
OS01G0880400	BGIOSGA000389	94	92	0
OS01G0880800	BGIOSGA004922	100	100	1
OS01G0880900	BGIOSGA000386	100	100	1
OS01G0881000	BGIOSGA000385	96	95	1
OS01G0881100	BGIOSGA000384	93	93	0
OS01G0881300	BGIOSGA004923	100	87	1
OS01G0881400	BGIOSGA004924	74	80	1
OS01G0881500	BGIOSGA000383	63	99	0
OS01G0881800	BGIOSGA004926	35	76	0
OS01G0881800	BGIOSGA023930	35	69	0
OS01G0881900	BGIOSGA000382	100	100	1
OS01G0882300	BGIOSGA004928	100	100	1
OS01G0882400	BGIOSGA004929	92	97	1
OS01G0882500	BGIOSGA000379	100	100	1
OS01G0882800	BGIOSGA000378	100	100	1
OS01G0883000	BGIOSGA004930	67	94	0
OS01G0883100	BGIOSGA000377	100	100	1
OS01G0883200	BGIOSGA004931	96	52	0
OS01G0883400	BGIOSGA004932	78	99	1
OS01G0883800	BGIOSGA004933	89	100	1
OS01G0883900	BGIOSGA000375	99	100	1
OS01G0884300	BGIOSGA000374	99	99	1
OS01G0884400	BGIOSGA004934	95	92	0
OS01G0884500	BGIOSGA000373	100	100	1
OS01G0884700	BGIOSGA000372	17	58	1
OS01G0884800	BGIOSGA004935	75	100	1
OS01G0884900	BGIOSGA000371	100	41	1
OS01G0885000	BGIOSGA004936	97	96	1
OS01G0885200	BGIOSGA000370	100	100	1
OS01G0885300	BGIOSGA000369	71	75	0
OS01G0885500	BGIOSGA000368	88	94	1
OS01G0885600	BGIOSGA004937	98	99	1
OS01G0885700	BGIOSGA004938	99	100	1
OS01G0885900	BGIOSGA004939	77	94	1
OS01G0886000	BGIOSGA000366	100	100	1
OS01G0886200	BGIOSGA004940	100	100	1
OS01G0886300	BGIOSGA004942	100	100	1
OS01G0886500	BGIOSGA000364	100	100	1
OS01G0886600	BGIOSGA000363	94	74	1
OS01G0886700	BGIOSGA004944	42	96	1
OS01G0886900	BGIOSGA004945	76	88	1
OS01G0887100	BGIOSGA004947	100	59	1
OS01G0887400	BGIOSGA000362	100	100	1
OS01G0887700	BGIOSGA000361	100	100	0
OS01G0888300	BGIOSGA004951	100	99	1
OS01G0888500	BGIOSGA000359	89	50	1
OS01G0888600	BGIOSGA004952	100	100	1
OS01G0888700	BGIOSGA000358	100	100	1
OS01G0888800	BGIOSGA004953	98	98	1
OS01G0888900	BGIOSGA000356	100	100	1
OS01G0889000	BGIOSGA004954	100	100	1
OS01G0889400	BGIOSGA004955	100	100	1
OS01G0889800	BGIOSGA000353	93	99	0
OS01G0889900	BGIOSGA000352	99	100	1
OS01G0890001	BGIOSGA000350	100	100	1
OS01G0890100	BGIOSGA004958	29	21	1
OS01G0890200	BGIOSGA019878	44	58	0
OS01G0890300	BGIOSGA000349	56	76	1
OS01G0890300	BGIOSGA008275	24	22	1
OS01G0890300	BGIOSGA013379	36	11	1
OS01G0890300	BGIOSGA016130	24	15	1
OS01G0890300	BGIOSGA024515	26	20	1
OS01G0890400	BGIOSGA004960	96	89	0
OS01G0890500	BGIOSGA000348	92	98	1
OS01G0890600	BGIOSGA019878	56	57	0
OS01G0890900	BGIOSGA004961	93	100	1
OS01G0891000	BGIOSGA000347	67	90	0
OS01G0891300	BGIOSGA004956	80	85	1
OS01G0891300	BGIOSGA004963	97	100	1
OS01G0891400	BGIOSGA000346	100	100	1
OS01G0891601	BGIOSGA004964	88	53	1
OS01G0891700	BGIOSGA004965	100	100	1
OS01G0892300	BGIOSGA004966	92	61	1
OS01G0892500	BGIOSGA000344	99	99	1
OS01G0892600	BGIOSGA000343	99	99	1
OS01G0892800	BGIOSGA004967	100	100	1
OS01G0893400	BGIOSGA004968	97	97	0
OS01G0893700	BGIOSGA000342	60	50	0
OS01G0894000	BGIOSGA004969	98	98	0
OS01G0894300	BGIOSGA000339	76	100	0
OS01G0894500	BGIOSGA004970	99	99	1
OS01G0894600	BGIOSGA000338	89	83	0
OS01G0894700	BGIOSGA000337	100	100	1
OS01G0895000	BGIOSGA000335	100	100	1
OS01G0895100	BGIOSGA000334	99	99	1
OS01G0895200	BGIOSGA004971	100	100	1
OS01G0895300	BGIOSGA004972	96	93	1
OS01G0895500	BGIOSGA004973	100	100	1
OS01G0895600	BGIOSGA000333	86	65	1
OS01G0896200	BGIOSGA004975	99	60	1
OS01G0896300	BGIOSGA004976	100	100	1
OS01G0896400	BGIOSGA000332	100	100	1
OS01G0896500	BGIOSGA000331	97	100	1
OS01G0896700	BGIOSGA004977	100	100	1
OS01G0896800	BGIOSGA004978	91	100	1
OS01G0897000	BGIOSGA000329	100	100	1
OS01G0897100	BGIOSGA004979	95	97	0
OS01G0897200	BGIOSGA000328	88	89	0
OS01G0897300	BGIOSGA000327	91	97	0
OS01G0897500	BGIOSGA004981	100	19	1
OS01G0897600	BGIOSGA004982	98	100	1
OS01G0897700	BGIOSGA000326	100	56	1
OS01G0897800	BGIOSGA000325	100	100	0
OS01G0898300	BGIOSGA000322	92	94	0
OS01G0898400	BGIOSGA004984	92	89	0
OS01G0898500	BGIOSGA004985	100	100	1
OS01G0898600	BGIOSGA000321	99	99	1
OS01G0898800	BGIOSGA004986	100	100	1
OS01G0898900	BGIOSGA004987	100	100	1
OS01G0899000	BGIOSGA000320	100	100	1
OS01G0899100	BGIOSGA004988	72	55	1
OS01G0899500	BGIOSGA000318	100	94	1
OS01G0899700	BGIOSGA000317	100	100	1
OS01G0899800	BGIOSGA000316	100	100	1
OS01G0900200	BGIOSGA004989	100	48	0
OS01G0900400	BGIOSGA004990	99	83	1
OS01G0900700	BGIOSGA004991	90	92	1
OS01G0900800	BGIOSGA004992	100	100	0
OS01G0900900	BGIOSGA000315	91	87	1
OS01G0901000	BGIOSGA000314	99	100	1
OS01G0901200	BGIOSGA000313	78	98	1
OS01G0901300	BGIOSGA004993	93	38	1
OS01G0901500	BGIOSGA026900	94	74	1
OS01G0901600	BGIOSGA004994	97	96	1
OS01G0901700	BGIOSGA004995	90	52	1
OS01G0901800	BGIOSGA000312	100	100	1
OS01G0901900	BGIOSGA000311	97	70	0
OS01G0902100	BGIOSGA000310	99	86	1
OS01G0902200	BGIOSGA004996	99	99	1
OS01G0902300	BGIOSGA000309	100	100	1
OS01G0902700	BGIOSGA004997	99	99	1
OS01G0902800	BGIOSGA004998	90	100	0
OS01G0904200	BGIOSGA000307	100	100	1
OS01G0904300	BGIOSGA005003	91	74	1
OS01G0904400	BGIOSGA000306	100	100	1
OS01G0904500	BGIOSGA000305	85	99	0
OS01G0904700	BGIOSGA000303	39	81	1
OS01G0904700	BGIOSGA000304	100	100	1
OS01G0905200	BGIOSGA005005	99	99	1
OS01G0905200	BGIOSGA005007	67	92	1
OS01G0905300	BGIOSGA005006	98	38	0
OS01G0905400	BGIOSGA000302	99	99	1
OS01G0905700	BGIOSGA005008	100	100	1
OS01G0905800	BGIOSGA000301	54	96	1
OS01G0906000	BGIOSGA000299	100	16	1
OS01G0906200	BGIOSGA000298	100	49	1
OS01G0906600	BGIOSGA000294	100	100	1
OS01G0907200	BGIOSGA005009	87	99	1
OS01G0907300	BGIOSGA005010	72	88	0
OS01G0907400	BGIOSGA005011	100	100	1
OS01G0907600	BGIOSGA005012	100	100	1
OS01G0907900	BGIOSGA005013	99	100	1
OS01G0908100	BGIOSGA000293	99	99	1
OS01G0908200	BGIOSGA005014	55	97	1
OS01G0908400	BGIOSGA000292	100	100	1
OS01G0908500	BGIOSGA000291	100	100	1
OS01G0908600	BGIOSGA005015	100	100	1
OS01G0908700	BGIOSGA000290	95	91	0
OS01G0908800	BGIOSGA005016	99	99	1
OS01G0909000	BGIOSGA000288	99	99	1
OS01G0909100	BGIOSGA005017	64	56	0
OS01G0909200	BGIOSGA000287	94	84	0
OS01G0909300	BGIOSGA005018	97	55	1
OS01G0909400	BGIOSGA000286	100	99	1
OS01G0909500	BGIOSGA000285	72	49	0
OS01G0909600	BGIOSGA005019	86	100	1
OS01G0910500	BGIOSGA000283	90	86	0
OS01G0910800	BGIOSGA000282	98	99	1
OS01G0910900	BGIOSGA000281	98	93	0
OS01G0911000	BGIOSGA000280	99	99	1
OS01G0911100	BGIOSGA000279	98	82	1
OS01G0911200	BGIOSGA005026	100	100	1
OS01G0911300	BGIOSGA000277	90	45	1
OS01G0911700	BGIOSGA000276	81	81	1
OS01G0911800	BGIOSGA005028	100	100	1
OS01G0911900	BGIOSGA000275	100	100	1
OS01G0912400	BGIOSGA005027	96	99	1
OS01G0912600	BGIOSGA005030	88	42	1
OS01G0912700	BGIOSGA005031	100	100	1
OS01G0912850	BGIOSGA005032	43	41	0
OS01G0912900	BGIOSGA000273	97	92	1
OS01G0913000	BGIOSGA005033	100	100	1
OS01G0913100	BGIOSGA000272	89	89	0
OS01G0913300	BGIOSGA005034	82	98	1
OS01G0913400	BGIOSGA000271	62	87	0
OS01G0913600	BGIOSGA000270	100	100	1
OS01G0913800	BGIOSGA005035	75	73	1
OS01G0913900	BGIOSGA000269	99	80	1
OS01G0914000	BGIOSGA000268	85	58	0
OS01G0914100	BGIOSGA005036	100	100	1
OS01G0914300	BGIOSGA005038	99	99	1
OS01G0914400	BGIOSGA005039	100	100	1
OS01G0914600	BGIOSGA000267	99	99	1
OS01G0914700	BGIOSGA005040	100	100	1
OS01G0914800	BGIOSGA005041	100	100	1
OS01G0915000	BGIOSGA000264	100	100	1
OS01G0915200	BGIOSGA005042	99	99	1
OS01G0915400	BGIOSGA000263	97	17	1
OS01G0915401	BGIOSGA005043	100	100	1
OS01G0915600	BGIOSGA000262	100	100	1
OS01G0915800	BGIOSGA000261	99	99	1
OS01G0915900	BGIOSGA000260	82	82	0
OS01G0916000	BGIOSGA000259	98	100	1
OS01G0916100	BGIOSGA000258	98	77	1
OS01G0916200	BGIOSGA000257	97	86	1
OS01G0916300	BGIOSGA000256	99	99	1
OS01G0916400	BGIOSGA005044	100	100	1
OS01G0916600	BGIOSGA005046	100	100	1
OS01G0916700	BGIOSGA005047	100	100	1
OS01G0916800	BGIOSGA000255	99	92	1
OS01G0917100	BGIOSGA005053	100	100	1
OS01G0917200	BGIOSGA005054	94	100	0
OS01G0917300	BGIOSGA000251	98	100	1
OS01G0917400	BGIOSGA000249	100	100	1
OS01G0917500	BGIOSGA005055	94	100	1
OS01G0917900	BGIOSGA000247	88	98	1
OS01G0918100	BGIOSGA000245	100	100	1
OS01G0918200	BGIOSGA000244	100	100	1
OS01G0918300	BGIOSGA000243	100	100	1
OS01G0918400	BGIOSGA005057	52	38	1
OS01G0919100	BGIOSGA005059	97	99	1
OS01G0919500	BGIOSGA005060	99	99	1
OS01G0919600	BGIOSGA005061	94	98	1
OS01G0919700	BGIOSGA005062	91	99	0
OS01G0919800	BGIOSGA000238	100	100	1
OS01G0919900	BGIOSGA000237	99	100	1
OS01G0920000	BGIOSGA000236	99	94	0
OS01G0920100	BGIOSGA005063	100	100	1
OS01G0920200	BGIOSGA000235	99	69	1
OS01G0920300	BGIOSGA005064	99	54	1
OS01G0920400	BGIOSGA000233	98	93	1
OS01G0920500	BGIOSGA005065	96	44	1
OS01G0921000	BGIOSGA005068	98	98	1
OS01G0921100	BGIOSGA005069	95	96	1
OS01G0921200	BGIOSGA005070	93	96	1
OS01G0921300	BGIOSGA005071	92	96	0
OS01G0921500	BGIOSGA000232	100	100	1
OS01G0921600	BGIOSGA005073	98	99	1
OS01G0921800	BGIOSGA000231	90	90	0
OS01G0922100	BGIOSGA000230	100	100	1
OS01G0922600	BGIOSGA005075	100	75	1
OS01G0922700	BGIOSGA000229	100	100	1
OS01G0922800	BGIOSGA005076	38	90	1
OS01G0923000	BGIOSGA005078	90	90	0
OS01G0923200	BGIOSGA005079	100	100	0
OS01G0923300	BGIOSGA005080	77	37	1
OS01G0923600	BGIOSGA005081	99	99	1
OS01G0923700	BGIOSGA000228	100	67	1
OS01G0923800	BGIOSGA005082	100	100	1
OS01G0923900	BGIOSGA000227	95	97	1
OS01G0924000	BGIOSGA005083	99	99	1
OS01G0924200	BGIOSGA005084	99	99	1
OS01G0924300	BGIOSGA000226	100	100	1
OS01G0924400	BGIOSGA005085	99	99	1
OS01G0924600	BGIOSGA000225	100	29	1
OS01G0924700	BGIOSGA005086	98	98	1
OS01G0924800	BGIOSGA000224	98	60	1
OS01G0924900	BGIOSGA005087	100	100	1
OS01G0924933	BGIOSGA005088	97	100	1
OS01G0924966	BGIOSGA000223	98	96	1
OS01G0925000	BGIOSGA000222	79	94	0
OS01G0925100	BGIOSGA035105	28	30	0
OS01G0925100	BGIOSGA035106	26	52	0
OS01G0925200	BGIOSGA005089	42	98	0
OS01G0925300	BGIOSGA000220	97	97	0
OS01G0925400	BGIOSGA005090	100	100	1
OS01G0925600	BGIOSGA005091	100	98	1
OS01G0925700	BGIOSGA000219	100	65	1
OS01G0925800	BGIOSGA000218	100	100	1
OS01G0926200	BGIOSGA005093	100	100	1
OS01G0926300	BGIOSGA000215	100	100	1
OS01G0926300	BGIOSGA000217	58	97	1
OS01G0926400	BGIOSGA000214	100	100	1
OS01G0926600	BGIOSGA000213	100	100	1
OS01G0926700	BGIOSGA000212	100	67	1
OS01G0926800	BGIOSGA005094	100	100	1
OS01G0927000	BGIOSGA005096	74	100	1
OS01G0927300	BGIOSGA000209	99	99	1
OS01G0927400	BGIOSGA000210	35	93	1
OS01G0927500	BGIOSGA005098	94	95	1
OS01G0927600	BGIOSGA005099	99	100	1
OS01G0927900	BGIOSGA000207	96	96	1
OS01G0928000	BGIOSGA000206	100	100	1
OS01G0928100	BGIOSGA000205	77	99	1
OS01G0928300	BGIOSGA005102	76	22	1
OS01G0928400	BGIOSGA000203	85	93	1
OS01G0928600	BGIOSGA000202	100	100	1
OS01G0928700	BGIOSGA000201	100	100	1
OS01G0928800	BGIOSGA000200	100	100	1
OS01G0929000	BGIOSGA005103	99	64	0
OS01G0929200	BGIOSGA000199	100	100	1
OS01G0929500	BGIOSGA000198	99	99	0
OS01G0929600	BGIOSGA000197	99	96	1
OS01G0929967	BGIOSGA027395	55	43	0
OS01G0930000	BGIOSGA005104	99	99	1
OS01G0930200	BGIOSGA005105	100	98	1
OS01G0930300	BGIOSGA020530	35	46	0
OS01G0930500	BGIOSGA000196	99	99	1
OS01G0930800	BGIOSGA005107	98	98	0
OS01G0930900	BGIOSGA005108	99	99	1
OS01G0931000	BGIOSGA005109	99	54	1
OS01G0931100	BGIOSGA000194	99	99	1
OS01G0931100	BGIOSGA000195	79	95	1
OS01G0931200	BGIOSGA000193	97	97	0
OS01G0931300	BGIOSGA000192	99	99	1
OS01G0931400	BGIOSGA000191	100	100	1
OS01G0931600	BGIOSGA000190	98	99	1
OS01G0931700	BGIOSGA005110	51	39	0
OS01G0932500	BGIOSGA000184	99	98	0
OS01G0932600	BGIOSGA005116	100	98	1
OS01G0932700	BGIOSGA005117	90	100	1
OS01G0932950	BGIOSGA000183	100	100	0
OS01G0933200	BGIOSGA000181	66	91	1
OS01G0933500	BGIOSGA000180	65	94	1
OS01G0933600	BGIOSGA008404	29	50	0
OS01G0933900	BGIOSGA000178	90	86	1
OS01G0934000	BGIOSGA000177	93	93	1
OS01G0934100	BGIOSGA000176	100	100	1
OS01G0934200	BGIOSGA005118	100	100	1
OS01G0934300	BGIOSGA005119	99	80	1
OS01G0934350	BGIOSGA005120	64	41	1
OS01G0934400	BGIOSGA005120	99	63	1
OS01G0934600	BGIOSGA000175	81	99	1
OS01G0934700	BGIOSGA000174	98	98	1
OS01G0934800	BGIOSGA000173	100	97	1
OS01G0934900	BGIOSGA000172	100	100	1
OS01G0935000	BGIOSGA000171	99	99	1
OS01G0935200	BGIOSGA000169	99	99	0
OS01G0935300	BGIOSGA005121	97	97	0
OS01G0935400	BGIOSGA000168	100	100	1
OS01G0935500	BGIOSGA005122	100	100	0
OS01G0935600	BGIOSGA000167	100	40	1
OS01G0935700	BGIOSGA005123	100	100	1
OS01G0935800	BGIOSGA000166	99	65	0
OS01G0935900	BGIOSGA000165	100	100	1
OS01G0936000	BGIOSGA005124	83	100	1
OS01G0936100	BGIOSGA005125	100	100	1
OS01G0936200	BGIOSGA000164	98	55	0
OS01G0936700	BGIOSGA000162	31	97	0
OS01G0936800	BGIOSGA000161	79	100	1
OS01G0937050	BGIOSGA000155	99	99	1
OS01G0937100	BGIOSGA000154	46	93	0
OS01G0937200	BGIOSGA000153	96	72	1
OS01G0937300	BGIOSGA000152	100	85	1
OS01G0937400	BGIOSGA000152	2	1	1
OS01G0937500	BGIOSGA005127	100	100	1
OS01G0937600	BGIOSGA005128	100	100	1
OS01G0937800	BGIOSGA005129	100	100	1
OS01G0937900	BGIOSGA005130	99	99	1
OS01G0938100	BGIOSGA005132	99	99	1
OS01G0938200	BGIOSGA005133	100	100	1
OS01G0938400	BGIOSGA000148	100	100	1
OS01G0938600	BGIOSGA000147	100	100	1
OS01G0939000	BGIOSGA005134	100	100	1
OS01G0939100	BGIOSGA005135	95	100	1
OS01G0939200	BGIOSGA000146	99	75	0
OS01G0939300	BGIOSGA000145	94	94	1
OS01G0939400	BGIOSGA000144	99	99	1
OS01G0939500	BGIOSGA005136	100	100	1
OS01G0939600	BGIOSGA005137	100	100	1
OS01G0939700	BGIOSGA005138	39	93	0
OS01G0939700	BGIOSGA005139	55	77	0
OS01G0940000	BGIOSGA005140	99	100	1
OS01G0940100	BGIOSGA000142	100	71	1
OS01G0940600	BGIOSGA005141	100	100	1
OS01G0940700	BGIOSGA005142	100	100	1
OS01G0940800	BGIOSGA005143	100	100	1
OS01G0941200	BGIOSGA005154	100	100	1
OS01G0941500	BGIOSGA005156	89	93	0
OS01G0941800	BGIOSGA000140	100	100	1
OS01G0942200	BGIOSGA000136	100	100	1
OS01G0942300	BGIOSGA000135	100	43	0
OS01G0942900	BGIOSGA005144	99	93	1
OS01G0943800	BGIOSGA005144	99	92	1
OS01G0943950	BGIOSGA002878	62	19	0
OS01G0944200	BGIOSGA009735	17	18	0
OS01G0944500	BGIOSGA005155	99	69	1
OS01G0944700	BGIOSGA000133	95	95	0
OS01G0944800	BGIOSGA000132	98	92	1
OS01G0945001	BGIOSGA000130	100	100	1
OS01G0945100	BGIOSGA000129	94	68	1
OS01G0945200	BGIOSGA000128	93	95	1
OS01G0945300	BGIOSGA000127	100	100	1
OS01G0945700	BGIOSGA000126	87	40	1
OS01G0946100	BGIOSGA005145	99	98	0
OS01G0946200	BGIOSGA005146	99	99	1
OS01G0946300	BGIOSGA000124	90	37	0
OS01G0946500	BGIOSGA039553	97	100	1
OS01G0946700	BGIOSGA005147	98	98	1
OS01G0946800	BGIOSGA000117	80	65	1
OS01G0946800	BGIOSGA000118	87	49	1
OS01G0946850	BGIOSGA000123	41	66	0
OS01G0947000	BGIOSGA005152	97	97	0
OS01G0947700	BGIOSGA000116	94	51	1
OS01G0947800	BGIOSGA024799	75	90	1
OS01G0948100	BGIOSGA005153	30	99	1
OS01G0948200	BGIOSGA005161	84	99	1
OS01G0948300	BGIOSGA005162	100	100	1
OS01G0948400	BGIOSGA000114	72	91	1
OS01G0948500	BGIOSGA000113	88	99	1
OS01G0948900	BGIOSGA000115	98	96	1
OS01G0949060	BGIOSGA000111	99	93	1
OS01G0949300	BGIOSGA005163	99	100	1
OS01G0949300	BGIOSGA005164	100	100	1
OS01G0949400	BGIOSGA000110	99	99	1
OS01G0949500	BGIOSGA000109	100	100	1
OS01G0949700	BGIOSGA005165	99	99	1
OS01G0949750	BGIOSGA005166	100	96	1
OS01G0949800	BGIOSGA005167	100	100	1
OS01G0950000	BGIOSGA005169	100	100	1
OS01G0950800	BGIOSGA000105	100	100	1
OS01G0950866	BGIOSGA000104	99	99	1
OS01G0950900	BGIOSGA005174	96	99	1
OS01G0951100	BGIOSGA005175	100	100	1
OS01G0951200	BGIOSGA005176	100	100	1
OS01G0951400	BGIOSGA005177	100	97	1
OS01G0951500	BGIOSGA000102	99	100	1
OS01G0951800	BGIOSGA000100	100	100	1
OS01G0952000	BGIOSGA005179	100	100	1
OS01G0952100	BGIOSGA005180	100	100	1
OS01G0952200	BGIOSGA005181	100	100	1
OS01G0952300	BGIOSGA000098	92	96	1
OS01G0952500	BGIOSGA005182	100	100	1
OS01G0952600	BGIOSGA005183	90	97	0
OS01G0952700	BGIOSGA000099	68	93	1
OS01G0952700	BGIOSGA005184	100	100	1
OS01G0952800	BGIOSGA000097	99	99	1
OS01G0952900	BGIOSGA005185	100	100	1
OS01G0953100	BGIOSGA005188	100	100	1
OS01G0953400	BGIOSGA005189	98	89	1
OS01G0953500	BGIOSGA000094	98	99	1
OS01G0953600	BGIOSGA000093	100	100	1
OS01G0954000	BGIOSGA005190	100	100	1
OS01G0954100	BGIOSGA000091	100	100	1
OS01G0954400	BGIOSGA005191	100	100	1
OS01G0954500	BGIOSGA000090	100	67	1
OS01G0954900	BGIOSGA000089	95	100	1
OS01G0955000	BGIOSGA000088	100	100	1
OS01G0955100	BGIOSGA000087	95	98	1
OS01G0955400	BGIOSGA000086	99	99	1
OS01G0955500	BGIOSGA005194	99	99	1
OS01G0955550	BGIOSGA000085	100	100	1
OS01G0955600	BGIOSGA005195	91	88	1
OS01G0955700	BGIOSGA005196	94	78	0
OS01G0956075	BGIOSGA000083	100	100	1
OS01G0956200	BGIOSGA000082	100	100	1
OS01G0956500	BGIOSGA005199	37	82	0
OS01G0956600	BGIOSGA005200	67	84	1
OS01G0956700	BGIOSGA000080	56	59	1
